Group,Taxon,Country,Prov_State,District,LocationName,LocationRemarks,Latitude,Longitude,UTMZone,UTMNorthing,UTMEasting,Collector/Observer,Date,CatalogueNumber,HabitatRemarks,Substrate,ObservationNotes,SpecimenNotes,CuratorRemarks,GeoreferencingRemarks,Source,Type
TERRESTRIAL ARTHROPODS,Bembidion nigripes,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay beach,49.0580555555556,-123.623888888889,,,, Joel Gibson,2017-06-25,ENT017-002691,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Bombus melanopygus,Canada,British Columbia,Gulf Islands,Valdes Island,"Sweep, mixed forest meadow trail from DeJong-Westman cabin to Blackberry Point",49.0580555555556,-123.623888888889,,,, Joel Gibson; Anabel Gibson,2017-06-24,ENT017-011721,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Bombus sp.,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson; Anabel Gibson,2017-06-23,ENT017-005924,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Bombus sp.,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson,2017-06-25,ENT017-011732,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Bombus sp.,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay beach,49.0580555555556,-123.623888888889,,,, Robin Weber,2018-06-17,ENT018-001898,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Bombus vancouverensis,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson; Mark Bateman,2016-06-05,ENT016-000255,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Borophaga sp.,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson; Anabel Gibson,2017-06-23,ENT017-003879,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Bradysia sp.,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay beach,49.0580555555556,-123.623888888889,,,, Robin Weber,2018-06-17,ENT018-004276,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Bradysia sp.,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay beach,49.0580555555556,-123.623888888889,,,, Robin Weber,2018-06-17,ENT018-004264,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Calathus fuscipes,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson,2017-06-25,ENT017-002589,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Callobius pictus,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay beach,49.0580555555556,-123.623888888889,,,, Joel Gibson,2017-06-25,ENT017-002654,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Camponotus modoc,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson; Mark Bateman,2016-06-05,ENT016-000243,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Cartodere nodifer,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson; Anabel Gibson,2017-06-23,ENT017-003785,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Chalcophora angulicollis,Canada,British Columbia,Gulf Islands,Valdes Island,"Sweep, mixed forest meadow trail from DeJong-Westman cabin to Long Lake",49.0630555555556,-123.656111111111,,,, Joel Gibson; J Canning; Lynn Falconer,2016-06-05,ENT016-000314,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Chamaemyia sp.,Canada,British Columbia,Gulf Islands,Valdes Island,"Sweep, mixed forest meadow trail from DeJong-Westman cabin to Long Lake",49.0630555555556,-123.656111111111,,,, Joel Gibson; J Canning; Lynn Falconer,2016-06-05,ENT016-000304,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Chersodromia parallela,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay beach,49.0580555555556,-123.623888888889,,,, Joel Gibson,2017-06-25,ENT017-002625,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Chersodromia parallela,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay beach,49.0580555555556,-123.623888888889,,,, Joel Gibson,2017-06-25,ENT017-002619,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Chromatomyia gregaria,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson,2017-06-25,ENT017-002593,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Chrysotus sp.,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson,2017-06-25,ENT017-002584,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Chrysotus sp.,Canada,British Columbia,Gulf Islands,Valdes Island,Pan traps at DeJong-Westman cabin,49.0580555555556,-123.623888888889,,,, Joel Gibson,2016-06-04,ENT016-000334,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Chrysotus sp.,Canada,British Columbia,Gulf Islands,Valdes Island,Pan traps at DeJong-Westman cabin,49.0580555555556,-123.623888888889,,,, Joel Gibson,2016-06-04,ENT016-000336,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Chrysotus sp.,Canada,British Columbia,Gulf Islands,Valdes Island,Pan traps at DeJong-Westman cabin,49.0580555555556,-123.623888888889,,,, Joel Gibson,2016-06-04,ENT016-000333,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Cinara sp.,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson; Mark Bateman,2016-06-05,ENT016-000200,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Clusia occidentalis,Canada,British Columbia,Gulf Islands,Valdes Island,"Sweep, mixed forest meadow trail from DeJong-Westman cabin to Blackberry Point",49.0580555555556,-123.623888888889,,,, Joel Gibson; J Canning; Lynn Falconer,2016-06-04,ENT016-000388,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Coelopa nebularum,Canada,British Columbia,Gulf Islands,Valdes Island,Blackberry Point beach,49.0561111111111,-123.656111111111,,,, Joel Gibson,2016-06-04,ENT016-000350,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Coelopa nebularum,Canada,British Columbia,Gulf Islands,Valdes Island,Blackberry Point beach,49.0561111111111,-123.656111111111,,,, Joel Gibson,2017-06-24,ENT017-002548,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Coelopa nebularum,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay beach,49.0580555555556,-123.623888888889,,,, Joel Gibson,2017-06-25,ENT017-002663,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Coelopa nebularum,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay beach,49.0580555555556,-123.623888888889,,,, Joel Gibson,2017-06-25,ENT017-002673,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Coelopa nebularum,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay beach,49.0580555555556,-123.623888888889,,,, Joel Gibson,2016-06-05,ENT016-000274,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Coelopa nebularum,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay beach,49.0580555555556,-123.623888888889,,,, Joel Gibson,2017-06-25,ENT017-002658,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Coelopa nebularum,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay beach,49.0580555555556,-123.623888888889,,,, Joel Gibson,2017-06-25,ENT017-002632,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Coelopa nebularum,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay beach,49.0580555555556,-123.623888888889,,,, Joel Gibson,2017-06-25,ENT017-002667,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Coelopa nebularum,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay beach,49.0580555555556,-123.623888888889,,,, Joel Gibson,2017-06-25,ENT017-002668,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Coelopa nebularum,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay beach,49.0580555555556,-123.623888888889,,,, Joel Gibson,2017-06-25,ENT017-002674,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Coelopa nebularum,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay beach,49.0580555555556,-123.623888888889,,,, Joel Gibson,2017-06-25,ENT017-002629,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Coelopa nebularum,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay beach,49.0580555555556,-123.623888888889,,,, Joel Gibson,2017-06-25,ENT017-002630,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Coelopa nebularum,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay beach,49.0580555555556,-123.623888888889,,,, Joel Gibson,2017-06-25,ENT017-002640,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Coelopa nebularum,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay beach,49.0580555555556,-123.623888888889,,,, Joel Gibson,2017-06-25,ENT017-002661,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Coelopa nebularum,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay beach,49.0580555555556,-123.623888888889,,,, Joel Gibson,2017-06-25,ENT017-002653,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Coelophthinia sp.,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson; Mark Bateman,2016-06-05,ENT016-000236,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Coelophthinia sp.,Canada,British Columbia,Gulf Islands,Valdes Island,"Sweep, mixed forest meadow trail from DeJong-Westman cabin to Blackberry Point",49.0580555555556,-123.623888888889,,,, Joel Gibson; Anabel Gibson,2017-06-24,ENT017-002550,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Contacyphon sp.,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson; Anabel Gibson,2017-06-23,ENT017-003791,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Contacyphon sp.,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson; Anabel Gibson,2017-06-23,ENT017-003851,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Coproica sp.,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay beach,49.0580555555556,-123.623888888889,,,, Joel Gibson,2017-06-25,ENT017-002697,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Coproica vagans,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay beach,49.0580555555556,-123.623888888889,,,, Joel Gibson,2017-06-25,ENT017-002671,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Corynoptera sp.,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson,2017-06-25,ENT017-002603,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Corynoptera sp.,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson; Mark Bateman,2016-06-05,ENT016-000195,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Corynoptera sp.,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson,2017-06-25,ENT017-002608,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Corynoptera sp.,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson,2017-06-25,ENT017-002606,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Corynoptera sp.,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson; Anabel Gibson,2017-06-23,ENT017-003849,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Corynoptera sp.,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson,2017-06-25,ENT017-002597,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Corynoptera sp.,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson,2017-06-25,ENT017-002639,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Corynoptera sp.,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson,2017-06-25,ENT017-002600,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Corynoptera sp.,Canada,British Columbia,Gulf Islands,Valdes Island,"Sweep, mixed forest meadow trail from DeJong-Westman cabin to Blackberry Point",49.0580555555556,-123.623888888889,,,, Joel Gibson; Anabel Gibson,2017-06-24,ENT017-002563,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Culex tarsalis,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay beach,49.0580555555556,-123.623888888889,,,, Joel Gibson,2016-06-05,ENT016-000270,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Culicoides sp.,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson; Anabel Gibson,2017-06-23,ENT017-003821,,,,,,,RBCM - Arthropod collections,Collection
