Group,Taxon,Country,Prov_State,District,LocationName,LocationRemarks,Latitude,Longitude,UTMZone,UTMNorthing,UTMEasting,Collector/Observer,Date,CatalogueNumber,HabitatRemarks,Substrate,ObservationNotes,SpecimenNotes,CuratorRemarks,GeoreferencingRemarks,Source,Type
TERRESTRIAL ARTHROPODS,Lasius sp.,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay beach,49.0580555555556,-123.623888888889,,,, Joel Gibson,2017-06-25,ENT017-002660,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Lasius sp.,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay beach,49.0580555555556,-123.623888888889,,,, Joel Gibson,2017-06-25,ENT017-002672,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Lasius sp.,Canada,British Columbia,Gulf Islands,Valdes Island,"Sweep, mixed forest meadow trail from DeJong-Westman cabin to Blackberry Point",49.0580555555556,-123.623888888889,,,, Joel Gibson; Anabel Gibson,2017-06-24,ENT017-002554,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Lasius sp.,Canada,British Columbia,Gulf Islands,Valdes Island,"Sweep, mixed forest meadow trail from DeJong-Westman cabin to Blackberry Point",49.0580555555556,-123.623888888889,,,, Joel Gibson; Anabel Gibson,2017-06-24,ENT017-002552,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Leptopeza sp.,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson,2017-06-25,ENT017-002616,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Leptopeza sp.,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson,2017-06-25,ENT017-002591,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Leptopeza sp.,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay beach,49.0580555555556,-123.623888888889,,,, Robin Weber,2018-06-17,ENT018-004316,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Leptopeza sp.,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay beach,49.0580555555556,-123.623888888889,,,, Robin Weber,2018-06-17,ENT018-004305,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Leptopeza sp.,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay beach,49.0580555555556,-123.623888888889,,,, Robin Weber,2018-06-17,ENT018-004303,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Leptopeza sp.,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay beach,49.0580555555556,-123.623888888889,,,, Robin Weber,2018-06-17,ENT018-004263,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Leptopeza sp.,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay beach,49.0580555555556,-123.623888888889,,,, Robin Weber,2018-06-17,ENT018-004266,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Leptopeza sp.,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay beach,49.0580555555556,-123.623888888889,,,, Robin Weber,2018-06-17,ENT018-004290,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Leptopeza sp.,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay beach,49.0580555555556,-123.623888888889,,,, Robin Weber,2018-06-17,ENT018-004312,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Leptopeza sp.,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay beach,49.0580555555556,-123.623888888889,,,, Robin Weber,2018-06-17,ENT018-004278,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Leptopeza sp.,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay beach,49.0580555555556,-123.623888888889,,,, Robin Weber,2018-06-17,ENT018-004262,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Leptopeza sp.,Canada,British Columbia,Gulf Islands,Valdes Island,"Sweep, mixed forest meadow trail from DeJong-Westman cabin to Blackberry Point",49.0580555555556,-123.623888888889,,,, Joel Gibson; J Canning; Lynn Falconer,2016-06-04,ENT016-000395,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Leptopeza sp.,Canada,British Columbia,Gulf Islands,Valdes Island,"Sweep, mixed forest meadow trail from DeJong-Westman cabin to Blackberry Point",49.0580555555556,-123.623888888889,,,, Joel Gibson; J Canning; Lynn Falconer,2016-06-04,ENT016-000382,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Leptopeza sp.,Canada,British Columbia,Gulf Islands,Valdes Island,"Sweep, mixed forest meadow trail from DeJong-Westman cabin to Blackberry Point",49.0580555555556,-123.623888888889,,,, Joel Gibson; Anabel Gibson,2017-06-24,ENT017-002578,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Leptopeza sp.,Canada,British Columbia,Gulf Islands,Valdes Island,"Sweep, mixed forest meadow trail from DeJong-Westman cabin to Blackberry Point",49.0580555555556,-123.623888888889,,,, Joel Gibson; Anabel Gibson,2017-06-24,ENT017-002574,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Limnia inopa,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson,2017-06-25,ENT017-002610,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Limnia inopa,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson,2017-06-25,ENT017-002585,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Liothrips sp.,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson; Anabel Gibson,2017-06-23,ENT017-003903,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Liothrips sp.,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson; Anabel Gibson,2017-06-23,ENT017-003882,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Liriomyza sp.,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay beach,49.0580555555556,-123.623888888889,,,, Robin Weber,2018-06-17,ENT018-004283,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Lucilia illustris,Canada,British Columbia,Gulf Islands,Valdes Island,Pan traps at DeJong-Westman cabin,49.0580555555556,-123.623888888889,,,, Joel Gibson,2016-06-04,ENT016-000341,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Lycoriella sp.,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson; Anabel Gibson,2017-06-23,ENT017-003832,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Lycoriella sp.,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson; Anabel Gibson,2017-06-23,ENT017-003840,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Lycoriella sp.,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson; Mark Bateman,2016-06-05,ENT016-000203,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Lycoriella sp.,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson; Mark Bateman,2016-06-05,ENT016-000238,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Lycoriella sp.,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson; Anabel Gibson,2017-06-23,ENT017-003837,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Lycoriella sp.,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson; Mark Bateman,2016-06-05,ENT016-000215,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Lycoriella sp.,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson; Mark Bateman,2016-06-05,ENT016-000228,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Lycoriella sp.,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson; Anabel Gibson,2017-06-23,ENT017-003895,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Lycoriella sp.,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson; Anabel Gibson,2017-06-23,ENT017-003819,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Lycoriella sp.,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson; Mark Bateman,2016-06-05,ENT016-000234,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Lygaeus kalmii,Canada,British Columbia,Gulf Islands,Valdes Island,"Sweep, mixed forest meadow trail from DeJong-Westman cabin to Long Lake",49.0630555555556,-123.656111111111,,,, Joel Gibson; J Canning; Lynn Falconer,2016-06-05,ENT016-000319,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Lygaeus kalmii,Canada,British Columbia,Gulf Islands,Valdes Island,"Sweep, mixed forest meadow trail from DeJong-Westman cabin to Long Lake",49.0630555555556,-123.656111111111,,,, Joel Gibson; J Canning; Lynn Falconer,2016-06-05,ENT016-000322,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Lygaeus kalmii,Canada,British Columbia,Gulf Islands,Valdes Island,"Sweep, mixed forest meadow trail from DeJong-Westman cabin to Long Lake",49.0630555555556,-123.656111111111,,,, Joel Gibson; J Canning; Lynn Falconer,2016-06-05,ENT016-000317,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Malthodes sp.,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson; Anabel Gibson,2017-06-23,ENT017-003888,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Medetera sp.,Canada,British Columbia,Gulf Islands,Valdes Island,Blackberry Point beach,49.0561111111111,-123.656111111111,,,, Joel Gibson,2017-06-24,ENT017-002568,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Megaselia sp.,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson; Anabel Gibson,2017-06-23,ENT017-003863,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Megaselia sp.,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson; Mark Bateman,2016-06-05,ENT016-000212,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Megaselia sp.,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson,2017-06-25,ENT017-002650,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Megaselia sp.,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson; Mark Bateman,2016-06-05,ENT016-000194,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Megaselia sp.,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson; Mark Bateman,2016-06-05,ENT016-000232,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Megaselia sp.,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson; Mark Bateman,2016-06-05,ENT016-000182,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Megaselia sp.,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay beach,49.0580555555556,-123.623888888889,,,, Robin Weber,2018-06-17,ENT018-004302,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Megaselia sp.,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay beach,49.0580555555556,-123.623888888889,,,, Robin Weber,2018-06-17,ENT018-004279,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Megaselia sp.,Canada,British Columbia,Gulf Islands,Valdes Island,"Sweep, mixed forest meadow trail from DeJong-Westman cabin to Blackberry Point",49.0580555555556,-123.623888888889,,,, Joel Gibson; J Canning; Lynn Falconer,2016-06-04,ENT016-000383,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Melanostoma sp.,Canada,British Columbia,Gulf Islands,Valdes Island,"Sweep, mixed forest meadow trail from DeJong-Westman cabin to Blackberry Point",49.0580555555556,-123.623888888889,,,, Joel Gibson; J Canning; Lynn Falconer,2016-06-04,ENT016-000399,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Merodon equestris,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay beach,49.0580555555556,-123.623888888889,,,, Robin Weber,2018-06-17,ENT018-004269,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Mesorhaga sp.,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay beach,49.0580555555556,-123.623888888889,,,, Robin Weber,2018-06-17,ENT018-004285,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Micropsectra sp.,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson; Anabel Gibson,2017-06-23,ENT017-003906,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Micropsectra sp.,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson; Mark Bateman,2016-06-05,ENT016-000240,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Misumena vatia,Canada,British Columbia,Gulf Islands,Valdes Island,"Sweep, mixed forest meadow trail from DeJong-Westman cabin to Blackberry Point",49.0580555555556,-123.623888888889,,,, Joel Gibson; J Canning; Lynn Falconer,2016-06-04,ENT016-013457,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Mycetophagus sp.,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson; Mark Bateman,2016-06-05,ENT016-000153,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Mycetophila sp.,Canada,British Columbia,Gulf Islands,Valdes Island,"Sweep, mixed forest meadow trail from DeJong-Westman cabin to Blackberry Point",49.0580555555556,-123.623888888889,,,, Joel Gibson; J Canning; Lynn Falconer,2016-06-04,ENT016-000378,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Mycomya sp.,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson; Anabel Gibson,2017-06-23,ENT017-003843,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Neopelomyia rostrata,Canada,British Columbia,Gulf Islands,Valdes Island,Blackberry Point beach,49.0561111111111,-123.656111111111,,,, Joel Gibson,2017-06-24,ENT017-002558,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Nephus georgei,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson; Anabel Gibson,2017-06-23,ENT017-003806,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Nippononebria virescens,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson; Anabel Gibson,2017-06-23,ENT017-003816,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Orfelia sp.,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson; Anabel Gibson,2017-06-23,ENT017-003915,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Orfelia sp.,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay beach,49.0580555555556,-123.623888888889,,,, Robin Weber,2018-06-17,ENT018-004298,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Orfelia sp.,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay beach,49.0580555555556,-123.623888888889,,,, Robin Weber,2018-06-17,ENT018-004275,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Orfelia sp.,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay beach,49.0580555555556,-123.623888888889,,,, Robin Weber,2018-06-17,ENT018-004289,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Orfelia sp.,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay beach,49.0580555555556,-123.623888888889,,,, Robin Weber,2018-06-17,ENT018-004291,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Palpomyia sp.,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson; Anabel Gibson,2017-06-23,ENT017-003901,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Palpomyia sp.,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay beach,49.0580555555556,-123.623888888889,,,, Robin Weber,2018-06-17,ENT018-004301,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Paraleptophlebia sp.,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay beach,49.0580555555556,-123.623888888889,,,, Joel Gibson,2017-06-25,ENT017-002656,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Paraphytomyza sp.,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson,2017-06-25,ENT017-002641,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Pardosa vancouveri,Canada,British Columbia,Gulf Islands,Valdes Island,"Sweep, mixed forest meadow trail from DeJong-Westman cabin to Long Lake",49.0630555555556,-123.656111111111,,,, Joel Gibson; J Canning; Lynn Falconer,2016-06-05,ENT016-000329,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Pediacus stephani,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson; Mark Bateman,2016-06-05,ENT016-000171,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Pediacus stephani,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson; Mark Bateman,2016-06-05,ENT016-000161,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Pediacus stephani,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson; Mark Bateman,2016-06-05,ENT016-000160,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Philanthus sp.,Canada,British Columbia,Gulf Islands,Valdes Island,"Sweep, mixed forest meadow trail from DeJong-Westman cabin to Long Lake",49.0630555555556,-123.656111111111,,,, Joel Gibson; J Canning; Lynn Falconer,2016-06-05,ENT016-000328,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Philanthus sp.,Canada,British Columbia,Gulf Islands,Valdes Island,"Sweep, mixed forest meadow trail from DeJong-Westman cabin to Long Lake",49.0630555555556,-123.656111111111,,,, Joel Gibson; J Canning; Lynn Falconer,2016-06-05,ENT016-000327,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Philanthus sp.,Canada,British Columbia,Gulf Islands,Valdes Island,"Sweep, mixed forest meadow trail from DeJong-Westman cabin to Long Lake",49.0630555555556,-123.656111111111,,,, Joel Gibson; J Canning; Lynn Falconer,2016-06-05,ENT016-000330,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Philodromus rufus,Canada,British Columbia,Gulf Islands,Valdes Island,"Sweep, mixed forest meadow trail from DeJong-Westman cabin to Blackberry Point",49.0580555555556,-123.623888888889,,,, Joel Gibson; Anabel Gibson,2017-06-24,ENT017-002560,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Philygria sp.,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson,2017-06-25,ENT017-002588,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Philygria sp.,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson,2017-06-25,ENT017-002644,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Philygria sp.,Canada,British Columbia,Gulf Islands,Valdes Island,"Sweep, mixed forest meadow trail from DeJong-Westman cabin to Blackberry Point",49.0580555555556,-123.623888888889,,,, Joel Gibson; Anabel Gibson,2017-06-24,ENT017-002515,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Phora sp.,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson,2017-06-25,ENT017-002611,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Phora sp.,Canada,British Columbia,Gulf Islands,Valdes Island,"Sweep, mixed forest meadow trail from DeJong-Westman cabin to Blackberry Point",49.0580555555556,-123.623888888889,,,, Joel Gibson; Anabel Gibson,2017-06-24,ENT017-002555,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Phora sp.,Canada,British Columbia,Gulf Islands,Valdes Island,"Sweep, mixed forest meadow trail from DeJong-Westman cabin to Blackberry Point",49.0580555555556,-123.623888888889,,,, Joel Gibson; Anabel Gibson,2017-06-24,ENT017-002562,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Phora sp.,Canada,British Columbia,Gulf Islands,Valdes Island,"Sweep, mixed forest meadow trail from DeJong-Westman cabin to Blackberry Point",49.0580555555556,-123.623888888889,,,, Joel Gibson; J Canning; Lynn Falconer,2016-06-04,ENT016-000394,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Phora sp.,Canada,British Columbia,Gulf Islands,Valdes Island,"Sweep, mixed forest meadow trail from DeJong-Westman cabin to Long Lake",49.0630555555556,-123.656111111111,,,, Joel Gibson; J Canning; Lynn Falconer,2016-06-05,ENT016-000308,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Phora sp.,Canada,British Columbia,Gulf Islands,Valdes Island,"Sweep, mixed forest meadow trail from DeJong-Westman cabin to Long Lake",49.0630555555556,-123.656111111111,,,, Joel Gibson; J Canning; Lynn Falconer,2016-06-05,ENT016-000294,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Phora sp.,Canada,British Columbia,Gulf Islands,Valdes Island,"Sweep, mixed forest meadow trail from DeJong-Westman cabin to Long Lake",49.0630555555556,-123.656111111111,,,, Joel Gibson; J Canning; Lynn Falconer,2016-06-05,ENT016-000296,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Phora sp.,Canada,British Columbia,Gulf Islands,Valdes Island,"Sweep, mixed forest meadow trail from DeJong-Westman cabin to Long Lake",49.0630555555556,-123.656111111111,,,, Joel Gibson; J Canning; Lynn Falconer,2016-06-05,ENT016-000292,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Phora sp.,Canada,British Columbia,Gulf Islands,Valdes Island,"Sweep, mixed forest meadow trail from DeJong-Westman cabin to Long Lake",49.0630555555556,-123.656111111111,,,, Joel Gibson; J Canning; Lynn Falconer,2016-06-05,ENT016-000306,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Phora sp.,Canada,British Columbia,Gulf Islands,Valdes Island,"Sweep, mixed forest meadow trail from DeJong-Westman cabin to Long Lake",49.0630555555556,-123.656111111111,,,, Joel Gibson; J Canning; Lynn Falconer,2016-06-05,ENT016-000293,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Phora sp.,Canada,British Columbia,Gulf Islands,Valdes Island,"Sweep, mixed forest meadow trail from DeJong-Westman cabin to Long Lake",49.0630555555556,-123.656111111111,,,, Joel Gibson; J Canning; Lynn Falconer,2016-06-05,ENT016-000307,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Phora sp.,Canada,British Columbia,Gulf Islands,Valdes Island,"Sweep, mixed forest meadow trail from DeJong-Westman cabin to Long Lake",49.0630555555556,-123.656111111111,,,, Joel Gibson; J Canning; Lynn Falconer,2016-06-05,ENT016-000311,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Phytomyza nigra,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson; Mark Bateman,2016-06-05,ENT016-000216,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Phytomyza nigra,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson; Mark Bateman,2016-06-05,ENT016-000184,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Phytomyza nigra,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson; Mark Bateman,2016-06-05,ENT016-000218,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Phytomyza nigra,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson; Mark Bateman,2016-06-05,ENT016-000225,,,,,,,RBCM - Arthropod collections,Collection
TERRESTRIAL ARTHROPODS,Phytomyza nigra,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson; Anabel Gibson,2017-06-23,ENT017-003835,,,,,,,RBCM - Arthropod collections,Collection
