Group,Taxon,Common name,Country,Prov_State,District,LocationName,LocationRemarks,Latitude,Longitude,UTMZone,UTMNorthing,UTMEasting,Collector/Observer,Date,CatalogueNumber,HabitatRemarks,Substrate,ObservationNotes,SpecimenNotes,CuratorRemarks,Source
ALGAE,Polysiphonia hendryi,,Canada,British Columbia,Gulf Islands,Valdes Island,"S. Gulf Islands, Ruxton Island, between Vancouver Island and Valdes Island",,,,,,B. Patriquem,1972-07-20,A48665,subtidal,,,,,UBC - algae collections
ALGAE,Porphyra abbottae,,Canada,British Columbia,Gulf Islands,Valdes Island,"S. Gulf Islands, Valdes Island, Strait of Georgia",49.06,-123.6,,,,R. E. Foreman,1973-08-27,A48666,upper intertidal,,Drift near detwiller point,,,UBC - algae collections
ALGAE,Ulva fenestrata,,Canada,British Columbia,Gulf Islands,Valdes Island,"S. Gulf Islands, Ruxton Island, between Vancouver Island and Valdes Island",,,,,,B. Patriquem,1972-07-20,A48668,subtidal,,,,,UBC - algae collections
ALGAE,Saccharina latissima,,Canada,British Columbia,Gulf Islands,Valdes Island,"S. Gulf Islands, Ruxton Island, between Vancouver Island and Valdes Island",,,,,,B. Patriquem,1972-07-20,A48669,subtidal,,Originally identified as Agarum cribrosum by J.L. Celestino 1973. Annotated by J. L. Celestino 1971 as Laminaria saccharina = Saccharina latissima.,,,UBC - algae collections
ALGAE,Saccharina latissima,,Canada,British Columbia,Gulf Islands,Valdes Island,"Valdes cliffs, valdes island",,,,,,B. Patriquem,1972-08-20,A48670,subtidal,,Originally identified as Laminaria saccharina = Saccharina latissima,,,UBC - algae collections
ALGAE,Prionitis lanceolata,,Canada,British Columbia,Gulf Islands,Valdes Island,"S. Gulf Islands, Ruxton Island, between Vancouver Island and Valdes Island",,,,,,B. Patriquem,1972-07-20,A48671,subtidal,,,,,UBC - algae collections
ALGAE,Prionitis lanceolata,,Canada,British Columbia,Gulf Islands,Valdes Island,"Valdes cliffs, valdes island",,,,,,B. Patriquem,1972-08-20,A48672,subtidal,,,,,UBC - algae collections
ALGAE,Pterosiphonia dendroidea,,Canada,British Columbia,Gulf Islands,Valdes Island,"S. Gulf Islands, Ruxton Island, between Vancouver Island and Valdes Island",,,,,,B. Patriquem,1972-07-20,A48673,subtidal,,,,,UBC - algae collections
ALGAE,Mazzaella affinis,,Canada,British Columbia,Gulf Islands,Valdes Island,"Valdes Island, Valdes cliffs",49.1,-123.7,,,,B. Patriquin,1972-08-20,A48674,subtidal,,,,,UBC - algae collections
ALGAE,Rhodoglossum roseum,,Canada,British Columbia,Gulf Islands,Valdes Island,"Valdes cliffs, valdes island",,,,,,B. Patriquem,1972-08-20,A48675,subtidal,,,,,UBC - algae collections
ALGAE,Rhodymenia pertusa,,Canada,British Columbia,Gulf Islands,Valdes Island,"Valdes cliffs, valdes island",,,,,,B. Patriquem,1972-08-20,A48676,subtidal,,,,,UBC - algae collections
ALGAE,Pugetia fragilissima,,Canada,British Columbia,Gulf Islands,Valdes Island,"S. Gulf Islands, Ruxton Island, between Vancouver Island and Valdes Island",,,,,,B. Patriquem,1972-07-20,A48677,,,,,,UBC - algae collections
ALGAE,Stenogramma interrupta,,Canada,British Columbia,Gulf Islands,Valdes Island,"Nanaimo District, south of Gabriola Island, Valdes Island",,,,,,Neil Stainton,1974-05-15,A48678,,,,,,UBC - algae collections
ALGAE,Bossiella chiloensis,,Canada,British Columbia,Gulf Islands,Valdes Island,"Valdes cliffs, valdes island",,,,,,B. Patriquem,1972-08-20,A48679,subtidal,,,,,UBC - algae collections
ALGAE,Desmarestia ligulata,,Canada,British Columbia,Gulf Islands,Valdes Island,"Valdes cliff, valdes island",,,,,,B. Patriquem,1972-08-20,A48680,subtidal,,,,,UBC - algae collections
ALGAE,Leathesia difformis,,Canada,British Columbia,Gulf Islands,Valdes Island,"S. Gulf Islands, Ruxton Island, between Vancouver Island and Valdes Island",,,,,,B. Patriquem,1972-07-20,A48681,subtidal,,,,,UBC - algae collections
ALGAE,Sargassum muticum,,Canada,British Columbia,Gulf Islands,Valdes Island,"South Gulf Islands, Ruxton Island, between Vancouver Island and Valdes Island",,,,,,B. Patriquem,1972-07-20,A48682,subtidal,,,,,UBC - algae collections
ALGAE,Sargassum muticum,,Canada,British Columbia,Gulf Islands,Valdes Island,"Valdes cliffs, valdes island",,,,,,B. Patriquem,1972-08-20,A48683,subtidal,,,,,UBC - algae collections
ALGAE,Amplisiphonia pacifica,,Canada,British Columbia,Gulf Islands,Valdes Island,"Valdes cliffs, Vancouver Island",,,,,,B. Patriquem,1972-08-20,A48684,subtidal,,,,,UBC - algae collections
ALGAE,Antithamnion defectum,,Canada,British Columbia,Gulf Islands,Valdes Island,"Valdes cliffs, valdes island",,,,,,B. Patriquem,1972-08-20,A48685,,,,,,UBC - algae collections
ALGAE,Branchioglossum woodii,,Canada,British Columbia,Gulf Islands,Valdes Island,"S. Gulf Islands, Ruxton Island, between Vancouver Island and Valdes Island",,,,,,B. Patriquem,1972-07-20,A48686,subtidal,,,,,UBC - algae collections
ALGAE,Sarcodiotheca gaudichaudii,,Canada,British Columbia,Gulf Islands,Valdes Island,"S. Gulf Islands, Ruxton Island, between Vancouver Island and Valdes Island",,,,,,B. Patriquem,1972-07-20,A48687,subtidal,,,,,UBC - algae collections
ALGAE,Callophyllis heanophylla,,Canada,British Columbia,Gulf Islands,Valdes Island,"Valdes cliffs, valdes island",,,,,,R. Foreman,1972-08-20,A48688,subtidal,,,,,UBC - algae collections
ALGAE,Callophyllis heanophylla,,Canada,British Columbia,Gulf Islands,Valdes Island,"S. Gulf Islands, Ruxton Island, between Vancouver Island and Valdes Island",,,,,,B. Patriquem,1972-07-20,A48689,subtidal,,,,,UBC - algae collections
ALGAE,Caulacanthus ustulatus,,Canada,British Columbia,Gulf Islands,Valdes Island,"S. Gulf Islands, Ruxton Island, between Vancouver Island and Valdes Island",,,,,,B. Patriquem,1972-07-20,A48690,subtidal,,,,,UBC - algae collections
ALGAE,Ceramium californicum,,Canada,British Columbia,Gulf Islands,Valdes Island,"Valdes cliffs, valdes island",,,,,,B. Patriquem,1972-08-20,A48691,subtidal,,,,,UBC - algae collections
ALGAE,Ceramium pacificum,,Canada,British Columbia,Gulf Islands,Valdes Island,"S. Gulf Islands, Ruxton Island, between Vancouver Island and Valdes Island",,,,,,B. Patriquem,1972-07-20,A48692,subtidal,,,,,UBC - algae collections
ALGAE,Ceramium washingtoniense,,Canada,British Columbia,Gulf Islands,Valdes Island,"S. Gulf Islands, Ruxton Island, between Vancouver Island and Valdes Island",,,,,,B. Patriquem,1972-07-20,A48693,subtidal,,,,,UBC - algae collections
ALGAE,Coeloseira parva,,Canada,British Columbia,Gulf Islands,Valdes Island,"S. Gulf Islands, Ruxton Island, between Vancouver Island and Valdes Island",,,,,,B. Patriquem,1972-07-20,A49439,subtidal,,,,,UBC - algae collections
ALGAE,Constantinea subulifera,,Canada,British Columbia,Gulf Islands,Valdes Island,"Valdes cliff, valdes island",,,,,,B. Patriquem,1972-08-20,A51077,subtidal,,,,,UBC - algae collections
ALGAE,Fucus gardneri,,Canada,British Columbia,Gulf Islands,Valdes Island,"S. Gulf Islands, Ruxton Island, between Vancouver Island and Valdes Island",,,,,,B. Patriquem,1972-07-20,A51225,,,,,,UBC - algae collections
ALGAE,Cryptonemia obovata,,Canada,British Columbia,Gulf Islands,Valdes Island,"Valdes cliff, valdes island",,,,,,B. Patriquem,1972-08-20,A51226,subtidal,,,,,UBC - algae collections
ALGAE,Gelidium purpurascens,,Canada,British Columbia,Gulf Islands,Valdes Island,"S. Gulf Islands, Ruxton Island, between Vancouver Island and Valdes Island",,,,,,B. Patriquem,1972-07-20,A51227,subtidal,,,,,UBC - algae collections
ALGAE,Gigartina corymbifera,,Canada,British Columbia,Gulf Islands,Valdes Island,"Valdes cliffs, valdes island",,,,,,B. Patriquem,1972-08-20,A54196,,,,,,UBC - algae collections
ALGAE,Gigartina corymbifera,,Canada,British Columbia,Gulf Islands,Valdes Island,"S. Gulf Islands, Ruxton Island, between Vancouver Island and Valdes Island",,,,,,B. Patriquem,1972-07-20,A56456,,,,,,UBC - algae collections
ALGAE,Caulacanthus ustulatus,,Canada,British Columbia,Gulf Islands,Valdes Island,"Valdes clifs, valdes island",,,,,,B. Patriquem,1972-08-20,A88163,subtidal,,,,,UBC - algae collections
BRYOPHYTES,Atrichum undulatum,,Canada,British Columbia,Gulf Islands,Valdes Island,,49.08,-123.65,,,,Andrew Simon,2017-06-24,B238691,"Ruderal, logging road, terricolous",,,,,UBC - Bryophyte collections
BRYOPHYTES,Dicranum fuscescens,,Canada,British Columbia,Gulf Islands,Valdes Island,,49.08,-123.65,,,,Andrew Simon,2017-06-24,B238692,,Cort. P. menziesii,,,,UBC - Bryophyte collections
LICHENS,Cladonia arbuscula subsp. berengeriana,,Canada,British Columbia,Gulf Islands,Valdes Island,west side central; on sandstone rock outcrop with haircap moss and Polytrichium juniper,49.08,-123.65,,,,,2011-05-25,,Cladina portentosa subsp. pacific and Cladina rangiferina,,,,,UBC - Lichen collections
LICHENS,Usnea glabrata,,Canada,British Columbia,Gulf Islands,Valdes Island,west of Starvation Bay,49.058639,-123.626244,,,,Andrew Simon,2017-06-00,,"logging road, seral stage mixed forest",,,,,UBC - Lichen collections
LICHENS,Cladonia wainioi,,Canada,British Columbia,Gulf Islands,Valdes Island,southeast of Starvation Bay,49.045556,-123.613511,,,,Andrew Simon,2017-06-24,,terrestrial herbaceous community,,,,,UBC - Lichen collections
LICHENS,Peltigera hymenina,,Canada,British Columbia,Gulf Islands,Valdes Island,southeast of Starvation Bay,49.047231,-123.613556,,,,Andrew Simon,2017-06-24,,terrestrial herbaceous community,,,,,UBC - Lichen collections
VASCULAR PLANTS,Micranthes rufidula,,Canada,British Columbia,Gulf Islands,Valdes Island,northeast end,49.12,-123.68,,,,George W. Douglas,1998-03-19,V248926,"On shallow soil over bedrock in seepage area; asp. N 54 degrees E, 15 percent slope.",,,No identifiable features on associated immature Plagiobothrys.,,UBC - Vascular plant collections
VASCULAR PLANTS,Juncus occidentalis,,Canada,British Columbia,Gulf Islands,Valdes Island,"northwest side, opposite south end of De Courcy Island, little bay, 100 m east of seashore.",49.09,-123.69,,,,Frank Lomer,2008-07-14,V227316,"Moist track through forest opening; disturbed seepy sites with Gnaphalium palustre, Juncus bufonius, J. effusus subsp. pacificus, Hypericum anagalloides, Spiranthes romanzoffiana.",,,Ca. 50 plants.,,UBC - Vascular plant collections
VASCULAR PLANTS,Torilis japonica,,Canada,British Columbia,Gulf Islands,Valdes Island,"northwest side, opposite south end of De Courcy Island, little bay, 100 m east of seashore.",49.09,-123.69,,,,Frank Lomer,2008-07-14,V227317,Trackside water pool on grassy bank.,,,Few plants; becoming a frequent weed in grassy sites on the Gulf Islands.,,UBC - Vascular plant collections
VASCULAR PLANTS,Shepherdia canadensis,,Canada,British Columbia,Gulf Islands,Valdes Island,"northwest side, opposite south end of De Courcy Island, north side of little bay.",49.09,-123.69,,,,Frank Lomer,2008-07-14,V227313,Seaside sandstone clifftop.,,,Single flexible shrub spreading from overhang. Only one seen in the vicinity.,,UBC - Vascular plant collections
VASCULAR PLANTS,Arctostaphylos media,,Canada,British Columbia,Gulf Islands,Valdes Island,"northwest side, opposite south end of De Courcy Island, north side of little bay.",49.09,-123.69,,,,Frank Lomer,2008-07-14,V227314,"Seaside sandstone clifftop, full sun; beside single A. columbiana, A. uva-ursi seen down by shoreline.",,,"Low, semi-erect spreading patch.",,UBC - Vascular plant collections
VASCULAR PLANTS,Amsinckia tesselata var. tesselata,,Canada,British Columbia,Gulf Islands,Valdes Island,on west cliffs.,49.1,-123.7,,,,Jenifer L. Penny,1998-03-18,V223809,"On sandstone cliffs, on enclave with Allium acuminatum, Camas liechnitti; aspect south 28 degrees west.",,,"Ca. 60 plants in 4 square meters, scattered along bluffs.",,UBC - Vascular plant collections
