iNaturalist taxon name,iNaturalist taxon ID,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,observationId,Latitude,Longitude,Taxon name,Date observed,Description,Place name,Common name,Recorded by,coordinateUncertaintyInMeters
Acmaea mitra,47676,Animalia,Mollusca,,,Gastropoda,Patellogastropoda,,,,,Lottioidea,Acmaeidae,,,Acmaea,Acmaea mitra,PMLS:2733,49.1287,-123.7029,Acmaea mitra,2009-02-21T12:43:00,,,whitecap limpet,,
Diodora aspera,64148,Animalia,Mollusca,,,Gastropoda,Vetigastropoda,,Lepetellida,,,Fissurelloidea,Fissurellidae,Diodorinae,,Diodora,Diodora aspera,PMLS:2734,49.1287,-123.7029,Diodora aspera,2009-02-21T12:43:00,various sizes,,rough keyhole limpet,,
Haliotis kamtschatkana,56654,Animalia,Mollusca,,,Gastropoda,Vetigastropoda,,Lepetellida,,,Haliotoidea,Haliotidae,,,Haliotis,Haliotis kamtschatkana,PMLS:2735,49.1287,-123.7029,Haliotis kamtschatkana,2009-02-21T12:43:00,large,,northern abalone,,
Nucella canaliculata,69998,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,,Muricoidea,Muricidae,Ocenebrinae,,Nucella,Nucella canaliculata,PMLS:2736,49.1287,-123.7029,Nucella canaliculata,2009-02-21T12:43:00,,,channelled dogwinkle,,
Ceratostoma foliatum,116687,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,,Muricoidea,Muricidae,Ocenebrinae,,Ceratostoma,Ceratostoma foliatum,PMLS:2737,49.1287,-123.7029,Ceratostoma foliatum,2009-02-21T12:43:00,,,leafy hornmouth,,
Paciocinebrina lurida,910800,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,,Muricoidea,Muricidae,Ocenebrinae,,Paciocinebrina,Paciocinebrina lurida,PMLS:2738,49.1287,-123.7029,Ocinebrina lurida,2009-02-21T12:43:00,,,lurid rocksnail,,
Calliostoma ligatum,129920,Animalia,Mollusca,,,Gastropoda,Vetigastropoda,,Trochida,,,Trochoidea,Calliostomatidae,Calliostomatinae,,Calliostoma,Calliostoma ligatum,PMLS:2739,49.1287,-123.7029,Calliostoma ligatum,2009-02-21T12:43:00,,,blue topsnail,,
Doris nobilis,808104,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Doridoidea,Dorididae,,,Doris,Doris nobilis,PMLS:2740,49.1287,-123.7029,Doris nobilis,2009-02-21T12:43:00,mostly small,,noble sea lemon,,
Cadlina luteomarginata,50146,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Chromodoridoidea,Cadlinidae,,,Cadlina,Cadlina luteomarginata,PMLS:2741,49.1287,-123.7029,Cadlina luteomarginata,2009-02-21T12:43:00,,,yellow-rimmed nudibranch,,
Acanthodoris hudsoni,48447,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Onchidoridoidea,Onchidorididae,,,Acanthodoris,Acanthodoris hudsoni,PMLS:2742,49.1287,-123.7029,Acanthodoris hudsoni,2009-02-21T12:43:00,,,Hudson's dorid,,
Acanthodoris nanaimoensis,47476,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Onchidoridoidea,Onchidorididae,,,Acanthodoris,Acanthodoris nanaimoensis,PMLS:2743,49.1287,-123.7029,Acanthodoris nanaimoensis,2009-02-21T12:43:00,,,Nanaimo nudibranch,,
Dirona albolineata,47477,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,,Proctonotoidea,Dironidae,,,Dirona,Dirona albolineata,PMLS:2744,49.1287,-123.7029,Dirona albolineata,2009-02-21T12:43:00,,,frosted nudibranch,,
Coryphella verrucosa,633193,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,,Fionoidea,Coryphellidae,,,Coryphella,Coryphella verrucosa,PMLS:2745,49.1287,-123.7029,Flabellina verrucosa,2009-02-21T12:43:00,,,red-gilled nudibranch,,
Pandalus danae,154708,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Pandaloidea,Pandalidae,,,Pandalus,Pandalus danae,PMLS:2746,49.1287,-123.7029,Pandalus danae,2009-02-21T12:43:00,,,coonstripe shrimp,,
Glebocarcinus oregonensis,429951,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Cancroidea,Cancridae,,,Glebocarcinus,Glebocarcinus oregonensis,PMLS:2747,49.1287,-123.7029,Cancer oregonensis,2009-02-21T12:43:00,in barnacles,,pygmy rock crab,,
Cancer productus,47826,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Cancroidea,Cancridae,,,Cancer,Cancer productus,PMLS:2748,49.1287,-123.7029,Cancer productus,2009-02-21T12:43:00,large,,red rock crab,,
Pugettia producta,49723,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Majoidea,Epialtidae,Epialtinae,,Pugettia,Pugettia producta,PMLS:2749,49.1287,-123.7029,Pugettia producta,2009-02-21T12:43:00,shallow on kelp,,northern kelp crab,,
Pugettia gracilis,130344,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Majoidea,Epialtidae,Epialtinae,,Pugettia,Pugettia gracilis,PMLS:2750,49.1287,-123.7029,Pugettia gracilis,2009-02-21T12:43:00,large,,graceful kelp crab,,
Scyra acutifrons,47712,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Majoidea,Epialtidae,Pisinae,,Scyra,Scyra acutifrons,PMLS:2751,49.1287,-123.7029,Scyra acutifrons,2009-02-21T12:43:00,mostly large males,,sharpnose crab,,
Oedignathus inermis,194566,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Lithodoidea,Hapalogastridae,,,Oedignathus,Oedignathus inermis,PMLS:2752,49.1287,-123.7029,Oedignathus inermis,2009-02-21T12:43:00,"spectacular, including 1 female with eggs",,granular claw crab,,
Pagurus caurinus,180026,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Paguridae,,,Pagurus,Pagurus caurinus,PMLS:2753,49.1287,-123.7029,Pagurus caurinus,2009-02-21T12:43:00,,,greenmark hermit,,
Pagurus beringanus,362749,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Paguridae,,,Pagurus,Pagurus beringanus,PMLS:2754,49.1287,-123.7029,Pagurus beringanus,2009-02-21T12:43:00,,,Bering hermit,,
Balanus nubilus,49127,Animalia,Arthropoda,Crustacea,Multicrustacea,Hexanauplia,Thecostraca,,Sessilia,Balanomorpha,,Balanoidea,Balanidae,,,Balanus,Balanus nubilus,PMLS:2755,49.1287,-123.7029,Balanus nubilus,2009-02-21T12:43:00,massive mounds of medium size ones over first half of dive,,giant acorn barnacle,,
Pisaster ochraceus,49699,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Forcipulatacea,Forcipulatida,,,,Asteriidae,,,Pisaster,Pisaster ochraceus,PMLS:2756,49.1287,-123.7029,Pisaster ochraceus,2009-02-21T12:43:00,all depths,,purple star or ochre star,,
Evasterias troschelii,84265,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Forcipulatacea,Forcipulatida,,,,Asteriidae,,,Evasterias,Evasterias troschelii,PMLS:2757,49.1287,-123.7029,Evasterias troschelii,2009-02-21T12:43:00,mostly brownish yellow,,mottled star,,
Orthasterias koehleri,47669,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Forcipulatacea,Forcipulatida,,,,Asteriidae,,,Orthasterias,Orthasterias koehleri,PMLS:2758,49.1287,-123.7029,Orthasterias koehleri,2009-02-21T12:43:00,,,rainbow star,,
Dermasterias imbricata,63382,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Valvatacea,Valvatida,,,,Asteropseidae,,,Dermasterias,Dermasterias imbricata,PMLS:2759,49.1287,-123.7029,Dermasterias imbricata,2009-02-21T12:43:00,,,leather star,,
Henricia leviuscula,47664,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Spinulosacea,Spinulosida,,,,Echinasteridae,,,Henricia,Henricia leviuscula,PMLS:2760,49.1287,-123.7029,Henricia leviuscula leviuscula,2009-02-21T12:43:00,"large, various colours",,blood star,,
Pycnopodia helianthoides,47673,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Forcipulatacea,Forcipulatida,,,,Asteriidae,Pycnopodiinae,,Pycnopodia,Pycnopodia helianthoides,PMLS:2761,49.1287,-123.7029,Pycnopodia helianthoides,2009-02-21T12:43:00,,,sunflower star,,
Solaster stimpsoni,208013,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Valvatacea,Valvatida,,,,Solasteridae,,,Solaster,Solaster stimpsoni,PMLS:2762,49.1287,-123.7029,Solaster stimpsoni,2009-02-21T12:43:00,large,,striped sun star,,
Ophiopholis aculeata,56685,Animalia,Echinodermata,Asterozoa,,Ophiuroidea,Myophiuroida,Ophintegrida,Amphilepidida,Gnathophiurina,,Ophiactoidea,Ophiopholidae,,,Ophiopholis,Ophiopholis aculeata,PMLS:2763,49.1287,-123.7029,Ophiopholis aculeata,2009-02-21T12:43:00,,,daisy brittle star,,
Mesocentrotus franciscanus,992313,Animalia,Echinodermata,Echinozoa,,Echinoidea,Euechinoidea,Echinacea,Camarodonta,,Echinidea,Odontophora,Strongylocentrotidae,,,Mesocentrotus,Mesocentrotus franciscanus,PMLS:2764,49.1287,-123.7029,Mesocentrotus franciscanus,2009-02-21T12:43:00,large,,red sea urchin,,
Strongylocentrotus droebachiensis,120070,Animalia,Echinodermata,Echinozoa,,Echinoidea,Euechinoidea,Echinacea,Camarodonta,,Echinidea,Odontophora,Strongylocentrotidae,,,Strongylocentrotus,Strongylocentrotus droebachiensis,PMLS:2765,49.1287,-123.7029,Strongylocentrotus droebachiensis,2009-02-21T12:43:00,,,green sea urchin,,
Apostichopus californicus,202640,Animalia,Echinodermata,Echinozoa,,Holothuroidea,Actinopoda,,Synallactida,,,,Stichopodidae,,,Apostichopus,Apostichopus californicus,PMLS:2766,49.1287,-123.7029,Apostichopus californicus,2009-02-21T12:43:00,,,giant sea cucumber,,
Cucumaria miniata,117695,Animalia,Echinodermata,Echinozoa,,Holothuroidea,Actinopoda,,Dendrochirotida,,,,Cucumariidae,,,Cucumaria,Cucumaria miniata,PMLS:2767,49.1287,-123.7029,Cucumaria miniata,2009-02-21T12:43:00,feeding,,red sea cucumber,,
Eupentacta quinquesemita,51695,Animalia,Echinodermata,Echinozoa,,Holothuroidea,Actinopoda,,Dendrochirotida,,,,Sclerodactylidae,,,Eupentacta,Eupentacta quinquesemita,PMLS:2768,49.1287,-123.7029,Eupentacta quinquesemita,2009-02-21T12:43:00,feeding,,stiff-footed sea cucumber,,
Psolus chitonoides,473064,Animalia,Echinodermata,Echinozoa,,Holothuroidea,Actinopoda,,Dendrochirotida,,,,Psolidae,,,Psolus,Psolus chitonoides,PMLS:2769,49.1287,-123.7029,Psolus chitonoides,2009-02-21T12:43:00,feeding,,creeping pedal sea cucumber,,
Metandrocarpa taylori,371195,Animalia,Chordata,Tunicata,,Ascidiacea,,,Stolidobranchia,,,,Styelidae,,,Metandrocarpa,Metandrocarpa taylori,PMLS:2770,49.1287,-123.7029,Metandrocarpa taylori,2009-02-21T12:43:00,covered bottom on 2nd half of dive,,orange social tunicate,,
Pycnoclavella stanleyi,424274,Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,,Clavelinidae,,,Pycnoclavella,Pycnoclavella stanleyi,PMLS:2771,49.1287,-123.7029,Pycnoclavella stanleyi,2009-02-21T12:43:00,,,yellow social ascidian,,
Rhinogobiops nicholsii,132521,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,,Gobiidae,Gobiinae,,Rhinogobiops,Rhinogobiops nicholsii,PMLS:2772,49.1287,-123.7029,Rhinogobiops nicholsii,2009-02-21T12:43:00,,,blackeye goby,,
Chirolophis nugator,216743,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,,Stichaeidae,Chirolophinae,,Chirolophis,Chirolophis nugator,PMLS:2773,49.1287,-123.7029,Chirolophis nugator,2009-02-21T12:43:00,,,mosshead warbonnet,,
Embiotoca lateralis,117555,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,,Embiotocidae,,,Embiotoca,Embiotoca lateralis,PMLS:2774,49.1287,-123.7029,Embiotoca lateralis,2009-02-21T12:43:00,schools of adults,,striped seaperch,,
Sebastes caurinus,68597,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,,Sebastidae,Sebastinae,,Sebastes,Sebastes caurinus,PMLS:2775,49.1287,-123.7029,Sebastes caurinus,2009-02-21T12:43:00,small,,copper rockfish,,
Hexagrammos decagrammus,68596,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,,Hexagrammidae,Hexagramminae,,Hexagrammos,Hexagrammos decagrammus,PMLS:2776,49.1287,-123.7029,Hexagrammos decagrammus,2009-02-21T12:43:00,mostly scrapping males,,kelp greenling,,
Ophiodon elongatus,52539,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,,Hexagrammidae,Ophiodontinae,,Ophiodon,Ophiodon elongatus,PMLS:2777,49.1287,-123.7029,Ophiodon elongatus,2009-02-21T12:43:00,very small,,lingcod,,
Artedius harringtoni,117528,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,,Cottidae,,,Artedius,Artedius harringtoni,PMLS:2778,49.1287,-123.7029,Artedius harringtoni,2009-02-21T12:43:00,including one male with about 15 egg masses of all colours on scallop,,scalyhead sculpin,,
Jordania zonope,222465,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,,Cottidae,,,Jordania,Jordania zonope,PMLS:2779,49.1287,-123.7029,Jordania zonope,2009-02-21T12:43:00,,,longfin sculpin,,
Scorpaenichthys marmoratus,47638,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,,Cottidae,,,Scorpaenichthys,Scorpaenichthys marmoratus,PMLS:2780,49.1287,-123.7029,Scorpaenichthys marmoratus,2009-02-21T12:43:00,#NAME?,,cabezon,,
Ulva,54644,Plantae,Chlorophyta,,,Ulvophyceae,,,Ulvales,,,,Ulvaceae,,,Ulva,,PMLS:2905,49.01833,-123.59,Ulva spp. / U. lactuca,2009-03-13T12:43:00,,,sea lettuces,,
Alaria marginata,124814,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Laminariales,,,,Alariaceae,,,Alaria,Alaria marginata,PMLS:2906,49.01833,-123.59,Alaria marginata,2009-03-13T12:43:00,very small,,winged kelp,,
Costaria costata,125877,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Laminariales,,,,Agaraceae,,,Costaria,Costaria costata,PMLS:2907,49.01833,-123.59,Costaria costata,2009-03-13T12:43:00,small,,seersucker kelp,,
Saccharina latissima,130231,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Laminariales,,,,Laminariaceae,,,Saccharina,Saccharina latissima,PMLS:2908,49.01833,-123.59,Saccharina latissima,2009-03-13T12:43:00,small,,sugar wrack kelp,,
Sargassum muticum,130177,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Fucales,,,,Sargassaceae,,,Sargassum,Sargassum muticum,PMLS:2909,49.01833,-123.59,Sargassum muticum,2009-03-13T12:43:00,small,,wireweed,,
Desmarestia ligulata,328357,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Desmarestiales,,,,Desmarestiaceae,,,Desmarestia,Desmarestia ligulata,PMLS:2910,49.01833,-123.59,Desmarestia ligulata,2009-03-13T12:43:00,small,,broad acid weed,,
Pterygophora californica,124146,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Laminariales,,,,Alariaceae,,,Pterygophora,Pterygophora californica,PMLS:2911,49.01833,-123.59,Pterygophora californica,2009-03-13T12:43:00,,,old growth kelp,,
Nereocystis luetkeana,120499,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Laminariales,,,,Laminariaceae,,,Nereocystis,Nereocystis luetkeana,PMLS:2912,49.01833,-123.59,Nereocystis luetkeana,2009-03-13T12:43:00,mostly new,,bull kelp,,
Neoagarum fimbriatum,895193,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Laminariales,,,,Agaraceae,,,Neoagarum,Neoagarum fimbriatum,PMLS:2913,49.01833,-123.59,Neoagarum fimbriatum,2009-03-13T12:43:00,small,,fringed sea colander kelp,,
Hildenbrandia,68615,Plantae,Rhodophyta,,,Florideophyceae,,,Hildenbrandiales,,,,Hildenbrandiaceae,,,Hildenbrandia,,PMLS:2915,49.01833,-123.59,Hildenbrandia spp.,2009-03-13T12:43:00,,,red rock crust,,
Callophyllis,183048,Plantae,Rhodophyta,,,Florideophyceae,,,Gigartinales,,,,Kallymeniaceae,,,Callophyllis,,PMLS:2919,49.01833,-123.59,Callophyllis spp.,2009-03-13T12:43:00,,,beautiful leaf seaweed,,
Cryptopleura lobulifera,345215,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,,Delesseriaceae,,Cryptopleureae,Cryptopleura,Cryptopleura lobulifera,PMLS:2920,49.01833,-123.59,Cryptopleura lobulifera,2009-03-13T12:43:00,,,hidden-ribbed red seaweed,,
Cumathamnion decipiens,496909,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,,Delesseriaceae,,,Cumathamnion,Cumathamnion decipiens,PMLS:2921,49.01833,-123.59,Delesseria decipiens,2009-03-13T12:43:00,,,winged rib,,
Rhodoptilum plumosum,446890,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,,Dasyaceae,,,Rhodoptilum,Rhodoptilum plumosum,PMLS:2922,49.01833,-123.59,Rhodoptilum plumosum,2009-03-13T12:43:00,,,plumose red braid,,
Craniella villosa,459732,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Tetractinellida,Spirophorina,,,Tetillidae,,,Craniella,Craniella villosa,PMLS:2923,49.01833,-123.59,Craniella villosa,2009-03-13T12:43:00,,,tennis ball sponge,,
Craniella spinosa,459694,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Tetractinellida,Spirophorina,,,Tetillidae,,,Craniella,Craniella spinosa,PMLS:2924,49.01833,-123.59,Craniella spinosa,2009-03-13T12:43:00,,,spiny tennis ball sponge,,
Cliona californiana,424811,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Clionaida,,,,Clionaidae,,,Cliona,Cliona californiana,PMLS:2925,49.01833,-123.59,Cliona californiana,2009-03-13T12:43:00,,,yellow boring sponge,,
Halichondria bowerbanki,120498,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Suberitida,,,,Halichondriidae,,,Halichondria,Halichondria bowerbanki,PMLS:2926,49.01833,-123.59,Halichondria bowerbanki,2009-03-13T12:43:00,,,Bowerbank's crumb of bread sponge,,
Adocia,464717,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Haplosclerida,,,,Chalinidae,,,Adocia,,PMLS:2927,49.01833,-123.59,Adocia sp.,2009-03-13T12:43:00,,,pale orange carpet sponge,,
Acarnus erithacus,63669,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,,Acarnidae,,,Acarnus,Acarnus erithacus,PMLS:2928,49.01833,-123.59,Acarnus erithacus,2009-03-13T12:43:00,,,thick encrusting scarlet sponge,,
Clathria pennata,63672,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,,Microcionidae,Microcioninae,,Clathria,Clathria pennata,PMLS:2929,49.01833,-123.59,Clathria pennata,2009-03-13T12:43:00,,,red velvety sponge 1,,
Metridium farcimen,51812,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,,Metridioidea,Metridiidae,,,Metridium,Metridium farcimen,PMLS:2932,49.01833,-123.59,Metridium farcimen,2009-03-13T12:43:00,white,,giant plumose anemone,,
Urticina grebelnyi,492672,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,,Actinioidea,Actiniidae,,,Urticina,Urticina grebelnyi,PMLS:2933,49.01833,-123.59,Urticina grebelnyi,2009-03-13T12:43:00,various colours,,painted anemone,,
Balanophyllia elegans,51799,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Scleractinia,,,,Dendrophylliidae,,,Balanophyllia,Balanophyllia elegans,PMLS:2934,49.01833,-123.59,Balanophyllia elegans,2009-03-13T12:43:00,,,orange cup coral,,
Alcyonium,338004,Animalia,Cnidaria,,,Anthozoa,Octocorallia,,Alcyonacea,Alcyoniina,,,Alcyoniidae,,,Alcyonium,,PMLS:2935,49.01833,-123.59,Alcyonium sp.?,2009-03-13T12:43:00,,,orange soft coral,,
Stylantheca papillosa,131205,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Filifera,,,Stylasteridae,,,Stylantheca,Stylantheca papillosa,PMLS:2936,49.01833,-123.59,Stylantheca papillosa,2009-03-13T12:43:00,,,encrusting hydrocoral,,
Aglaophenia,51218,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,Plumularioidea,Aglaopheniidae,,,Aglaophenia,,PMLS:2937,49.01833,-123.59,Aglaophenia spp.,2009-03-13T12:43:00,short,,ostrich-plume hydroid,,
Abietinaria,55322,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,Sertularioidea,Sertulariidae,,,Abietinaria,,PMLS:2938,49.01833,-123.59,Abietinaria spp.,2009-03-13T12:43:00,,,coarse sea fir hydroids,,
Thuiaria,514521,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,Sertularioidea,Sertulariidae,,,Thuiaria,,PMLS:2939,49.01833,-123.59,Thuiaria spp.,2009-03-13T12:43:00,,,embedded sea fir hydroids,,
Selaginopsis,701033,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,Sertularioidea,Sertulariidae,,,Selaginopsis,,PMLS:2940,49.01833,-123.59,Selaginopsis sp.,2009-03-13T12:43:00,,,fish-bone hydroid,,
Rhizocaulus verticillatus,127158,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,,Campanulariidae,,,Rhizocaulus,Rhizocaulus verticillatus,PMLS:2941,49.01833,-123.59,Rhizocaulus verticillatus,2009-03-13T12:43:00,,,horse-tail hydroid,,
Plumularia setacea,209141,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,Plumularioidea,Plumulariidae,,,Plumularia,Plumularia setacea,PMLS:2942,49.01833,-123.59,Plumularia setacea,2009-03-13T12:43:00,,,glassy plume hydroid,,
Plumularia,60609,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,Plumularioidea,Plumulariidae,,,Plumularia,,PMLS:2943,49.01833,-123.59,Plumularia sp.,2009-03-13T12:43:00,very short,,delicate plume hydroid,,
Garveia annulata,63662,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Filifera,,,Bougainvilliidae,,,Garveia,Garveia annulata,PMLS:2944,49.01833,-123.59,Garveia annulata,2009-03-13T12:43:00,,,orange hydroid,,
Schuchertinia milleri,854771,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Filifera,,,Hydractiniidae,,,Schuchertinia,Schuchertinia milleri,PMLS:2945,49.01833,-123.59,Clavactinia milleri,2009-03-13T12:43:00,,,hedge-hog hydroid,,
Ectopleura crocea,324497,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Aplanulata,,,Tubulariidae,,,Ectopleura,Ectopleura crocea,PMLS:2946,49.01833,-123.59,Pinauay crocea,2009-03-13T12:43:00,,,bushy pink-mouth hydroid,,
Tubularia indivisa,461660,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Aplanulata,,,Tubulariidae,,,Tubularia,Tubularia indivisa,PMLS:2947,49.01833,-123.59,Tubularia indivisa,2009-03-13T12:43:00,,,giant pink-mouth hydroid,,
Similiclava nivea,873890,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Filifera,,,Similiclavidae,,,Similiclava,Similiclava nivea,PMLS:2948,49.01833,-123.59,Similiclava nivea,2009-03-13T12:43:00,,,white hydroid,,
Lafoea dumosa,423721,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,,Lafoeidae,,,Lafoea,Lafoea dumosa,PMLS:2949,49.01833,-123.59,Lafoea dumosa,2009-03-13T12:43:00,,,muff hydroid,,
Grammaria,874029,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,,Lafoeidae,,,Grammaria,,PMLS:2950,49.01833,-123.59,Grammaria spp.,2009-03-13T12:43:00,,,spindly embedded hydroids,,
Aequorea,191502,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,,Aequoreidae,,,Aequorea,,PMLS:2951,49.01833,-123.59,Aequorea spp.,2009-03-13T12:43:00,,,water jellies,,
Serpula columbiana,131207,Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,,Serpulidae,,,Serpula,Serpula columbiana,PMLS:2952,49.01833,-123.59,Serpula columbiana,2009-03-13T12:43:00,,,red-trumpet calcareous tubeworm,,
Dodecaceria fewkesi,192656,Animalia,Annelida,,,Polychaeta,Sedentaria,,Terebellida,Cirratuliformia,,,Cirratulidae,,,Dodecaceria,Dodecaceria fewkesi,PMLS:2953,49.01833,-123.59,Dodecaceria fewkesi,2009-03-13T12:43:00,huge colonies,,fringed filament-worm,,
Eudistylia polymorpha,117595,Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,,Sabellidae,Sabellinae,,Eudistylia,Eudistylia polymorpha,PMLS:2954,49.01833,-123.59,Eudistylia polymorpha,2009-03-13T12:43:00,mixed in with Dodecaceria and small and short,,polymorph feather-duster,,
Pista elongata,338339,Animalia,Annelida,,,Polychaeta,Sedentaria,,Terebellida,Terebellomorpha,,,Terebellidae,Terebellinae,,Pista,Pista elongata,PMLS:2955,49.01833,-123.59,Pista elongata,2009-03-13T12:43:00,,,basket-top spaghetti-worm,,
Disporella separata,465160,Animalia,Bryozoa,,,Stenolaemata,,,Cyclostomatida,Rectangulata,,,Lichenoporidae,,,Disporella,Disporella separata,PMLS:2956,49.01833,-123.59,Disporella separata,2009-03-13T12:43:00,,,purple encrusting bryozoan,,
Schizoporella japonica,519486,Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,,Schizoporelloidea,Schizoporellidae,,,Schizoporella,Schizoporella japonica,PMLS:2957,49.01833,-123.59,Schizoporella japonica,2009-03-13T12:43:00,??,,orange encrusting bryozoan,,
