iNaturalist taxon name,iNaturalist taxon ID,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,observationId,Latitude,Longitude,Taxon name,Date observed,Description,Place name,Common name,Recorded by,coordinateUncertaintyInMeters
Dendrobeania lichenoides,339213,Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,,Buguloidea,Bugulidae,,,Dendrobeania,Dendrobeania lichenoides,PMLS:2958,49.01833,-123.59,Dendrobeania lichenoides,2009-03-13T12:43:00,,,leaf crust bryozoan,,
Crisia,192680,Animalia,Bryozoa,,,Stenolaemata,,,Cyclostomatida,Articulina,,,Crisiidae,,,Crisia,,PMLS:2959,49.01833,-123.59,Crisia spp.,2009-03-13T12:43:00,,,white tuft bryozoans,,
Heteropora pacifica,465163,Animalia,Bryozoa,,,Stenolaemata,,,Cyclostomatida,Cerioporina,,,Heteroporidae,,,Heteropora,Heteropora pacifica,PMLS:2960,49.01833,-123.59,Heteropora pacifica,2009-03-13T12:43:00,,,northern staghorn bryozoan,,
Diaperoforma californica,345872,Animalia,Bryozoa,,,Stenolaemata,,,Cyclostomatida,,,,,,,Diaperoforma,Diaperoforma californica,PMLS:2961,49.01833,-123.59,Diaperoforma californica,2009-03-13T12:43:00,2 morphs,,southern staghorn bryozoan,,
Primavelans insculpta,429861,Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,,Schizoporelloidea,Pacificincolidae,,,Primavelans,Primavelans insculpta,PMLS:2962,49.01833,-123.59,Hippodiplosia insculpta,2009-03-13T12:43:00,,,fluted bryozoan,,
Tonicella lineata,47425,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,,Mopalioidea,Tonicellidae,Tonicellinae,,Tonicella,Tonicella lineata,PMLS:2963,49.01833,-123.59,Tonicella lineata,2009-03-13T12:43:00,,,lined chiton,,
Tonicella insignis,498132,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,,Mopalioidea,Tonicellidae,Tonicellinae,,Tonicella,Tonicella insignis,PMLS:2964,49.01833,-123.59,Tonicella insignis,2009-03-13T12:43:00,,,white-line chiton,,
Mopalia lignosa,51724,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,,Mopalioidea,Mopaliidae,Mopaliinae,,Mopalia,Mopalia lignosa,PMLS:2965,49.01833,-123.59,Mopalia lignosa,2009-03-13T12:43:00,,,woody chiton,,
Mopalia hindsii,51725,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,,Mopalioidea,Mopaliidae,Mopaliinae,,Mopalia,Mopalia hindsii,PMLS:2966,49.01833,-123.59,Mopalia hindsii,2009-03-13T12:43:00,,,Hind's mopalia,,
Lepidozona mertensii,117621,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Chitonina,,Chitonoidea,Ischnochitonidae,,,Lepidozona,Lepidozona mertensii,PMLS:2967,49.01833,-123.59,Lepidozona mertensii,2009-03-13T12:43:00,,,Merten's chiton,,
Mytilus,62807,Animalia,Mollusca,,,Bivalvia,Autobranchia,,Mytilida,,,Mytiloidea,Mytilidae,Mytilinae,,Mytilus,,PMLS:2968,49.01833,-123.59,Mytilus trossulus,2009-03-13T12:43:00,on Pterogophra,,Pacific blue mussel,,
Crassadoma gigantea,54526,Animalia,Mollusca,,,Bivalvia,Autobranchia,,Pectinida,,,Pectinoidea,Pectinidae,Pedinae,Crassadomini,Crassadoma,Crassadoma gigantea,PMLS:2969,49.01833,-123.59,Crassadoma gigantea,2009-03-13T12:43:00,,,giant rock scallop,,
Pododesmus macrochisma,68652,Animalia,Mollusca,,,Bivalvia,Autobranchia,,Pectinida,,,Anomioidea,Anomiidae,,,Pododesmus,Pododesmus macrochisma,PMLS:2970,49.01833,-123.59,Pododesmus macrochisma,2009-03-13T12:43:00,,,green false-jingle,,
Entodesma navicula,339164,Animalia,Mollusca,,,Bivalvia,Autobranchia,Anomalodesmata,,,,Pandoroidea,Lyonsiidae,,,Entodesma,Entodesma navicula,PMLS:2971,49.01833,-123.59,Entodesma navicula,2009-03-13T12:43:00,,,rock entodesma,,
Nucella lamellosa,117641,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,,Muricoidea,Muricidae,Ocenebrinae,,Nucella,Nucella lamellosa,PMLS:2972,49.01833,-123.59,Nucella lamellosa,2009-03-13T12:43:00,,,wrinkled dogwinkle,,
Ceratostoma foliatum,116687,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,,Muricoidea,Muricidae,Ocenebrinae,,Ceratostoma,Ceratostoma foliatum,PMLS:2973,49.01833,-123.59,Ceratostoma foliatum,2009-03-13T12:43:00,and patches of eggs,,leafy hornmouth,,
Paciocinebrina lurida,910800,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,,Muricoidea,Muricidae,Ocenebrinae,,Paciocinebrina,Paciocinebrina lurida,PMLS:2974,49.01833,-123.59,Ocinebrina lurida,2009-03-13T12:43:00,,,lurid rocksnail,,
Calliostoma ligatum,129920,Animalia,Mollusca,,,Gastropoda,Vetigastropoda,,Trochida,,,Trochoidea,Calliostomatidae,Calliostomatinae,,Calliostoma,Calliostoma ligatum,PMLS:2975,49.01833,-123.59,Calliostoma ligatum,2009-03-13T12:43:00,,,blue topsnail,,
Acanthodoris nanaimoensis,47476,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Onchidoridoidea,Onchidorididae,,,Acanthodoris,Acanthodoris nanaimoensis,PMLS:2976,49.01833,-123.59,Acanthodoris nanaimoensis,2009-03-13T12:43:00,,,Nanaimo nudibranch,,
Aldisa cooperi,50097,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Chromodoridoidea,Cadlinidae,,,Aldisa,Aldisa cooperi,PMLS:2977,49.01833,-123.59,Aldisa cooperi,2009-03-13T12:43:00,and egg ribbons,,Cooper's dorid,,
Dendronotus albus,47773,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,,Dendronotoidea,Dendronotidae,,,Dendronotus,Dendronotus albus,PMLS:2978,49.01833,-123.59,Dendronotus albus,2009-03-13T12:43:00,,,multicolor/ white dendronotid,,
Dendronotus albus,47773,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,,Dendronotoidea,Dendronotidae,,,Dendronotus,Dendronotus albus,PMLS:2979,49.01833,-123.59,Dendronotus albus,2009-03-13T12:43:00,,,multicolor/ white dendronotid,,
Dirona albolineata,47477,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,,Proctonotoidea,Dironidae,,,Dirona,Dirona albolineata,PMLS:2980,49.01833,-123.59,Dirona albolineata,2009-03-13T12:43:00,tiny,,frosted nudibranch,,
Hermissenda crassicornis,495552,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,,Aeolidioidea,Myrrhinidae,,,Hermissenda,Hermissenda crassicornis,PMLS:2981,49.01833,-123.59,Hermissenda crassicornis,2009-03-13T12:43:00,,,opalescent nudibranch,,
Himatina trophina,633561,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,,Fionoidea,Coryphellidae,,,Himatina,Himatina trophina,PMLS:2982,49.01833,-123.59,Flabellina triophina,2009-03-13T12:43:00,,,red flabellina,,
Coryphella verrucosa,633193,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,,Fionoidea,Coryphellidae,,,Coryphella,Coryphella verrucosa,PMLS:2983,49.01833,-123.59,Flabellina verrucosa,2009-03-13T12:43:00,,,red-gilled nudibranch,,
Orienthella trilineata,764704,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,,Fionoidea,Coryphellidae,,,Orienthella,Orienthella trilineata,PMLS:2984,49.01833,-123.59,Flabellina trilineata,2009-03-13T12:43:00,,,three-lined nudibranch,,
Apata pricei,631469,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,,Fionoidea,Apataidae,,,Apata,Apata pricei,PMLS:2985,49.01833,-123.59,Flabellina pricei,2009-03-13T12:43:00,,,Price's aeolid,,
Glebocarcinus oregonensis,429951,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Cancroidea,Cancridae,,,Glebocarcinus,Glebocarcinus oregonensis,PMLS:2986,49.01833,-123.59,Cancer oregonensis,2009-03-13T12:43:00,,,pygmy rock crab,,
Scyra acutifrons,47712,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Majoidea,Epialtidae,Pisinae,,Scyra,Scyra acutifrons,PMLS:2987,49.01833,-123.59,Scyra acutifrons,2009-03-13T12:43:00,,,sharpnose crab,,
Lopholithodes mandtii,459608,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Lithodoidea,Lithodidae,,,Lopholithodes,Lopholithodes mandtii,PMLS:2988,49.01833,-123.59,Lopholithodes mandtii,2009-03-13T12:43:00,large,,Puget Sound king crab,,
Pagurus caurinus,180026,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Paguridae,,,Pagurus,Pagurus caurinus,PMLS:2989,49.01833,-123.59,Pagurus caurinus,2009-03-13T12:43:00,,,greenmark hermit,,
Pagurus beringanus,362749,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Paguridae,,,Pagurus,Pagurus beringanus,PMLS:2990,49.01833,-123.59,Pagurus beringanus,2009-03-13T12:43:00,,,Bering hermit,,
Balanus nubilus,49127,Animalia,Arthropoda,Crustacea,Multicrustacea,Hexanauplia,Thecostraca,,Sessilia,Balanomorpha,,Balanoidea,Balanidae,,,Balanus,Balanus nubilus,PMLS:2991,49.01833,-123.59,Balanus nubilus,2009-03-13T12:43:00,clusters,,giant acorn barnacle,,
Pisaster ochraceus,49699,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Forcipulatacea,Forcipulatida,,,,Asteriidae,,,Pisaster,Pisaster ochraceus,PMLS:2992,49.01833,-123.59,Pisaster ochraceus,2009-03-13T12:43:00,all depths,,purple star or ochre star,,
Pisaster brevispinus,49539,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Forcipulatacea,Forcipulatida,,,,Asteriidae,,,Pisaster,Pisaster brevispinus,PMLS:2993,49.01833,-123.59,Pisaster brevispinus,2009-03-13T12:43:00,,,giant pink star,,
Evasterias troschelii,84265,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Forcipulatacea,Forcipulatida,,,,Asteriidae,,,Evasterias,Evasterias troschelii,PMLS:2994,49.01833,-123.59,Evasterias troschelii,2009-03-13T12:43:00,,,mottled star,,
Orthasterias koehleri,47669,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Forcipulatacea,Forcipulatida,,,,Asteriidae,,,Orthasterias,Orthasterias koehleri,PMLS:2995,49.01833,-123.59,Orthasterias koehleri,2009-03-13T12:43:00,,,rainbow star,,
Dermasterias imbricata,63382,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Valvatacea,Valvatida,,,,Asteropseidae,,,Dermasterias,Dermasterias imbricata,PMLS:2996,49.01833,-123.59,Dermasterias imbricata,2009-03-13T12:43:00,,,leather star,,
Henricia leviuscula,47664,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Spinulosacea,Spinulosida,,,,Echinasteridae,,,Henricia,Henricia leviuscula,PMLS:2997,49.01833,-123.59,Henricia leviuscula leviuscula,2009-03-13T12:43:00,,,blood star,,
Pycnopodia helianthoides,47673,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Forcipulatacea,Forcipulatida,,,,Asteriidae,Pycnopodiinae,,Pycnopodia,Pycnopodia helianthoides,PMLS:2998,49.01833,-123.59,Pycnopodia helianthoides,2009-03-13T12:43:00,,,sunflower star,,
Solaster dawsoni,117692,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Valvatacea,Valvatida,,,,Solasteridae,,,Solaster,Solaster dawsoni,PMLS:2999,49.01833,-123.59,Solaster dawsoni,2009-03-13T12:43:00,,,morning sun star,,
Solaster stimpsoni,208013,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Valvatacea,Valvatida,,,,Solasteridae,,,Solaster,Solaster stimpsoni,PMLS:3000,49.01833,-123.59,Solaster stimpsoni,2009-03-13T12:43:00,,,striped sun star,,
Ophiopholis aculeata,56685,Animalia,Echinodermata,Asterozoa,,Ophiuroidea,Myophiuroida,Ophintegrida,Amphilepidida,Gnathophiurina,,Ophiactoidea,Ophiopholidae,,,Ophiopholis,Ophiopholis aculeata,PMLS:3001,49.01833,-123.59,Ophiopholis aculeata,2009-03-13T12:43:00,,,daisy brittle star,,
Mesocentrotus franciscanus,992313,Animalia,Echinodermata,Echinozoa,,Echinoidea,Euechinoidea,Echinacea,Camarodonta,,Echinidea,Odontophora,Strongylocentrotidae,,,Mesocentrotus,Mesocentrotus franciscanus,PMLS:3002,49.01833,-123.59,Mesocentrotus franciscanus,2009-03-13T12:43:00,,,red sea urchin,,
Strongylocentrotus droebachiensis,120070,Animalia,Echinodermata,Echinozoa,,Echinoidea,Euechinoidea,Echinacea,Camarodonta,,Echinidea,Odontophora,Strongylocentrotidae,,,Strongylocentrotus,Strongylocentrotus droebachiensis,PMLS:3003,49.01833,-123.59,Strongylocentrotus droebachiensis,2009-03-13T12:43:00,,,green sea urchin,,
Apostichopus californicus,202640,Animalia,Echinodermata,Echinozoa,,Holothuroidea,Actinopoda,,Synallactida,,,,Stichopodidae,,,Apostichopus,Apostichopus californicus,PMLS:3004,49.01833,-123.59,Apostichopus californicus,2009-03-13T12:43:00,,,giant sea cucumber,,
Cucumaria miniata,117695,Animalia,Echinodermata,Echinozoa,,Holothuroidea,Actinopoda,,Dendrochirotida,,,,Cucumariidae,,,Cucumaria,Cucumaria miniata,PMLS:3005,49.01833,-123.59,Cucumaria miniata,2009-03-13T12:43:00,,,red sea cucumber,,
Eupentacta quinquesemita,51695,Animalia,Echinodermata,Echinozoa,,Holothuroidea,Actinopoda,,Dendrochirotida,,,,Sclerodactylidae,,,Eupentacta,Eupentacta quinquesemita,PMLS:3006,49.01833,-123.59,Eupentacta quinquesemita,2009-03-13T12:43:00,,,stiff-footed sea cucumber,,
Psolus chitonoides,473064,Animalia,Echinodermata,Echinozoa,,Holothuroidea,Actinopoda,,Dendrochirotida,,,,Psolidae,,,Psolus,Psolus chitonoides,PMLS:3007,49.01833,-123.59,Psolus chitonoides,2009-03-13T12:43:00,,,creeping pedal sea cucumber,,
Corella willmeriana,447661,Animalia,Chordata,Tunicata,,Ascidiacea,,,Phlebobranchia,,,,Corellidae,,,Corella,Corella willmeriana,PMLS:3008,49.01833,-123.59,Corella willmeriana,2009-03-13T12:43:00,,,transparent tunicate,,
Cnemidocarpa finmarkiensis,47807,Animalia,Chordata,Tunicata,,Ascidiacea,,,Stolidobranchia,,,,Styelidae,,,Cnemidocarpa,Cnemidocarpa finmarkiensis,PMLS:3009,49.01833,-123.59,Cnemidocarpa finmarkiensis,2009-03-13T12:43:00,,,broadbase tunicate,,
Boltenia villosa,194568,Animalia,Chordata,Tunicata,,Ascidiacea,,,Stolidobranchia,,,,Pyuridae,,,Boltenia,Boltenia villosa,PMLS:3010,49.01833,-123.59,Boltenia villosa,2009-03-13T12:43:00,,,hairy tunicate,,
Metandrocarpa taylori,371195,Animalia,Chordata,Tunicata,,Ascidiacea,,,Stolidobranchia,,,,Styelidae,,,Metandrocarpa,Metandrocarpa taylori,PMLS:3011,49.01833,-123.59,Metandrocarpa taylori,2009-03-13T12:43:00,small patches,,orange social tunicate,,
Pycnoclavella stanleyi,424274,Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,,Clavelinidae,,,Pycnoclavella,Pycnoclavella stanleyi,PMLS:3012,49.01833,-123.59,Pycnoclavella stanleyi,2009-03-13T12:43:00,patches,,yellow social ascidian,,
Cystodytes lobatus,339197,Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,,Polycitoridae,,,Cystodytes,Cystodytes lobatus,PMLS:3013,49.01833,-123.59,Cystodytes lobatus,2009-03-13T12:43:00,,,lobed compound tunicate,,
Rhinogobiops nicholsii,132521,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,,Gobiidae,Gobiinae,,Rhinogobiops,Rhinogobiops nicholsii,PMLS:3014,49.01833,-123.59,Rhinogobiops nicholsii,2009-03-13T12:43:00,,,blackeye goby,,
Chirolophis nugator,216743,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,,Stichaeidae,Chirolophinae,,Chirolophis,Chirolophis nugator,PMLS:3015,49.01833,-123.59,Chirolophis nugator,2009-03-13T12:43:00,,,mosshead warbonnet,,
Embiotoca lateralis,117555,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,,Embiotocidae,,,Embiotoca,Embiotoca lateralis,PMLS:3016,49.01833,-123.59,Embiotoca lateralis,2009-03-13T12:43:00,,,striped seaperch,,
Sebastes caurinus,68597,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,,Sebastidae,Sebastinae,,Sebastes,Sebastes caurinus,PMLS:3017,49.01833,-123.59,Sebastes caurinus,2009-03-13T12:43:00,adult and juvs,,copper rockfish,,
Sebastes maliger,63386,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,,Sebastidae,Sebastinae,,Sebastes,Sebastes maliger,PMLS:3018,49.01833,-123.59,Sebastes maliger,2009-03-13T12:43:00,adult and juvs,,quillback rockfish,,
Hexagrammos decagrammus,68596,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,,Hexagrammidae,Hexagramminae,,Hexagrammos,Hexagrammos decagrammus,PMLS:3019,49.01833,-123.59,Hexagrammos decagrammus,2009-03-13T12:43:00,male and female adults,,kelp greenling,,
Ophiodon elongatus,52539,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,,Hexagrammidae,Ophiodontinae,,Ophiodon,Ophiodon elongatus,PMLS:3020,49.01833,-123.59,Ophiodon elongatus,2009-03-13T12:43:00,small,,lingcod,,
Artedius harringtoni,117528,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,,Cottidae,,,Artedius,Artedius harringtoni,PMLS:3021,49.01833,-123.59,Artedius harringtoni,2009-03-13T12:43:00,small and dull,,scalyhead sculpin,,
Jordania zonope,222465,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,,Cottidae,,,Jordania,Jordania zonope,PMLS:3022,49.01833,-123.59,Jordania zonope,2009-03-13T12:43:00,,,longfin sculpin,,
Scorpaenichthys marmoratus,47638,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,,Cottidae,,,Scorpaenichthys,Scorpaenichthys marmoratus,PMLS:3023,49.01833,-123.59,Scorpaenichthys marmoratus,2009-03-13T12:43:00,medium,,cabezon,,
Alaria marginata,124814,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Laminariales,,,,Alariaceae,,,Alaria,Alaria marginata,PMLS:3024,49.01833,-123.59,Alaria marginata,2009-04-07T10:37:00,small,,winged kelp,,
Costaria costata,125877,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Laminariales,,,,Agaraceae,,,Costaria,Costaria costata,PMLS:3025,49.01833,-123.59,Costaria costata,2009-04-07T10:37:00,,,seersucker kelp,,
Saccharina latissima,130231,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Laminariales,,,,Laminariaceae,,,Saccharina,Saccharina latissima,PMLS:3026,49.01833,-123.59,Saccharina latissima,2009-04-07T10:37:00,,,sugar wrack kelp,,
Pterygophora californica,124146,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Laminariales,,,,Alariaceae,,,Pterygophora,Pterygophora californica,PMLS:3027,49.01833,-123.59,Pterygophora californica,2009-04-07T10:37:00,,,old growth kelp,,
Nereocystis luetkeana,120499,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Laminariales,,,,Laminariaceae,,,Nereocystis,Nereocystis luetkeana,PMLS:3028,49.01833,-123.59,Nereocystis luetkeana,2009-04-07T10:37:00,small,,bull kelp,,
Neoagarum fimbriatum,895193,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Laminariales,,,,Agaraceae,,,Neoagarum,Neoagarum fimbriatum,PMLS:3029,49.01833,-123.59,Neoagarum fimbriatum,2009-04-07T10:37:00,,,fringed sea colander kelp,,
Hildenbrandia,68615,Plantae,Rhodophyta,,,Florideophyceae,,,Hildenbrandiales,,,,Hildenbrandiaceae,,,Hildenbrandia,,PMLS:3030,49.01833,-123.59,Hildenbrandia spp.,2009-04-07T10:37:00,,,red rock crust,,
Cryptopleura lobulifera,345215,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,,Delesseriaceae,,Cryptopleureae,Cryptopleura,Cryptopleura lobulifera,PMLS:3033,49.01833,-123.59,Cryptopleura lobulifera,2009-04-07T10:37:00,,,hidden-ribbed red seaweed,,
Rhodoptilum plumosum,446890,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,,Dasyaceae,,,Rhodoptilum,Rhodoptilum plumosum,PMLS:3034,49.01833,-123.59,Rhodoptilum plumosum,2009-04-07T10:37:00,,,plumose red braid,,
Craniella villosa,459732,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Tetractinellida,Spirophorina,,,Tetillidae,,,Craniella,Craniella villosa,PMLS:3035,49.01833,-123.59,Craniella villosa,2009-04-07T10:37:00,,,tennis ball sponge,,
Cliona californiana,424811,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Clionaida,,,,Clionaidae,,,Cliona,Cliona californiana,PMLS:3036,49.01833,-123.59,Cliona californiana,2009-04-07T10:37:00,,,yellow boring sponge,,
Adocia,464717,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Haplosclerida,,,,Chalinidae,,,Adocia,,PMLS:3037,49.01833,-123.59,Adocia sp.,2009-04-07T10:37:00,,,pale orange carpet sponge,,
Acarnus erithacus,63669,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,,Acarnidae,,,Acarnus,Acarnus erithacus,PMLS:3038,49.01833,-123.59,Acarnus erithacus,2009-04-07T10:37:00,,,thick encrusting scarlet sponge,,
Clathria pennata,63672,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,,Microcionidae,Microcioninae,,Clathria,Clathria pennata,PMLS:3039,49.01833,-123.59,Clathria pennata,2009-04-07T10:37:00,,,red velvety sponge 1,,
Metridium farcimen,51812,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,,Metridioidea,Metridiidae,,,Metridium,Metridium farcimen,PMLS:3040,49.01833,-123.59,Metridium farcimen,2009-04-07T10:37:00,white,,giant plumose anemone,,
Urticina grebelnyi,492672,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,,Actinioidea,Actiniidae,,,Urticina,Urticina grebelnyi,PMLS:3041,49.01833,-123.59,Urticina grebelnyi,2009-04-07T10:37:00,,,painted anemone,,
Balanophyllia elegans,51799,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Scleractinia,,,,Dendrophylliidae,,,Balanophyllia,Balanophyllia elegans,PMLS:3042,49.01833,-123.59,Balanophyllia elegans,2009-04-07T10:37:00,,,orange cup coral,,
Alcyonium,338004,Animalia,Cnidaria,,,Anthozoa,Octocorallia,,Alcyonacea,Alcyoniina,,,Alcyoniidae,,,Alcyonium,,PMLS:3043,49.01833,-123.59,Alcyonium sp.?,2009-04-07T10:37:00,,,orange soft coral,,
Stylantheca papillosa,131205,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Filifera,,,Stylasteridae,,,Stylantheca,Stylantheca papillosa,PMLS:3044,49.01833,-123.59,Stylantheca papillosa,2009-04-07T10:37:00,,,encrusting hydrocoral,,
Aglaophenia,51218,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,Plumularioidea,Aglaopheniidae,,,Aglaophenia,,PMLS:3045,49.01833,-123.59,Aglaophenia spp.,2009-04-07T10:37:00,,,ostrich-plume hydroid,,
Abietinaria,55322,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,Sertularioidea,Sertulariidae,,,Abietinaria,,PMLS:3046,49.01833,-123.59,Abietinaria spp.,2009-04-07T10:37:00,,,coarse sea fir hydroids,,
Selaginopsis,701033,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,Sertularioidea,Sertulariidae,,,Selaginopsis,,PMLS:3047,49.01833,-123.59,Selaginopsis sp.,2009-04-07T10:37:00,,,fish-bone hydroid,,
Rhizocaulus verticillatus,127158,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,,Campanulariidae,,,Rhizocaulus,Rhizocaulus verticillatus,PMLS:3048,49.01833,-123.59,Rhizocaulus verticillatus,2009-04-07T10:37:00,,,horse-tail hydroid,,
Plumularia,60609,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,Plumularioidea,Plumulariidae,,,Plumularia,,PMLS:3049,49.01833,-123.59,Plumularia sp.,2009-04-07T10:37:00,very short,,delicate plume hydroid,,
