iNaturalist taxon name,iNaturalist taxon ID,Observation count,Collection/List,Coordinates,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Taxon name,Date observed,Description,Place name,Common name,Recorded by,coordinateUncertaintyInMeters
Homalothecium fulgescens,123819,2,iNat,"{""iNat:6910071"":[49.042569,-123.641992],""ASIMON:30"":[49.0418,-123.643081]}",Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Brachytheciaceae,,,Homalothecium,Homalothecium fulgescens,Homalothecium fulgescens,2017,along skidder trail in mixed forest near access to Shingle Point,,,"Andrew Simon, Harvey Janszen, John Reynolds",
Osmorhiza berteroi,53166,5,iNat,"{""iNat:6910074"":[49.058089,-123.625625],""iNat:19382311"":[49.057618,-123.626254],""iNat:73645834"":[49.062064,-123.650306]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,,Apiaceae,Apioideae,Scandiceae,Osmorhiza,Osmorhiza berteroi,Osmorhiza berteroi,2017,along skidder trail in mixed forest,,,"Andrew Simon, Harvey Janszen, John Reynolds",
Porcellio scaber,122238,7,iNat,"{""iNat:6910081"":[49.048114,-123.614197],""iNat:39050798"":[49.125358,-123.700678],""iNat:73645090"":[49.062944,-123.647531],""iNat:73649720"":[49.075897,-123.653633],""iNat:73660220"":[49.076686,-123.664231],""iNat:73660221"":[49.063514,-123.647111],""iNat:73660227"":[49.070125,-123.654669]}",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Isopoda,Oniscidea,Holoverticata,,Porcellionidae,,,Porcellio,Porcellio scaber,Porcellio scaber,2017-06-24T17:36:00-07:00,,,,John D Reynolds,
Hylocomiadelphus triquetrus,1138381,28,iNat,"{""iNat:6910083"":[49.060719,-123.633194],""iNat:6910113"":[49.047019,-123.613556],""iNat:6937207"":[49.061972,-123.628792],""iNat:9281993"":[49.110976,-123.696336],""iNat:19386241"":[49.056104,-123.628743],""iNat:37146185"":[49.124808,-123.702294],""iNat:37146186"":[49.124986,-123.703414],""iNat:39049949"":[49.119981,-123.708283],""iNat:39049951"":[49.121108,-123.691964],""iNat:39049952"":[49.127711,-123.702361],""iNat:39049953"":[49.127597,-123.700792],""iNat:39049954"":[49.128006,-123.702867],""iNat:39049955"":[49.119981,-123.708306],""iNat:39055526"":[49.125105,-123.70323],""iNat:39059079"":[49.125011,-123.703195],""iNat:59625794"":[49.064347,-123.654669],""iNat:73650555"":[49.073486,-123.658325],""iNat:73650556"":[49.074797,-123.660522],""iNat:73657772"":[49.076264,-123.663125],""iNat:73660166"":[49.069175,-123.653717],""iNat:73757830"":[49.062264,-123.649078],""iNat:73758174"":[49.073714,-123.657837],""iNat:90603103"":[49.064331,-123.635733],""iNat:96844177"":[49.019975,-123.604356],""iNat:96844178"":[49.019978,-123.604356],""iNat:96844193"":[49.019425,-123.605867],""iNat:96844200"":[49.01825,-123.606889]}",Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Hylocomiaceae,,,Hylocomiadelphus,Hylocomiadelphus triquetrus,Hylocomiadelphus triquetrus,2017,conifer forest,,,"Andrew Simon, Harvey Janszen, John Reynolds",
Geranium molle,1178020,7,iNat,"{""iNat:6910092"":[49.058717,-123.633797],""iNat:19386874"":[49.046883,-123.634065],""iNat:37146690"":[49.124936,-123.699883],""iNat:37146691"":[49.125375,-123.70115],""iNat:59625828"":[49.061767,-123.649039],""iNat:73645128"":[49.062264,-123.651467]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Geraniales,,,,Geraniaceae,,,Geranium,,Geranium molle,2017-06-24T10:21:00-07:00,,,,Andrew Simon,694
Collinsia parviflora,59013,3,iNat,"{""iNat:6910094"":[49.04835,-123.613961],""iNat:19390365"":[49.048537,-123.617518],""ASIMON:14"":[49.047231,-123.613556]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Plantaginaceae,,Cheloneae,Collinsia,Collinsia parviflora,Collinsia parviflora,2017,terrestrial herbaceous community,,,"Andrew Simon, Harvey Janszen, John Reynolds",
Berberis nervosa,75756,36,iNat,"{""iNat:6910095"":[49.0409,-123.638192],""iNat:6910159"":[49.060311,-123.626564],""iNat:6910171"":[49.059269,-123.621414],""iNat:8328282"":[49.031711,-123.600102],""iNat:9281634"":[49.05013,-123.616814],""iNat:9282038"":[49.112069,-123.696574],""iNat:13960480"":[49.044303,-123.609572],""iNat:19382338"":[49.057618,-123.626254],""iNat:19382356"":[49.057618,-123.626254],""iNat:30466542"":[49.042392,-123.615692],""iNat:37146212"":[49.124969,-123.702981],""iNat:37150243"":[49.124925,-123.702492],""iNat:39049941"":[49.1211,-123.691947],""iNat:39049942"":[49.120522,-123.706619],""iNat:39049943"":[49.123794,-123.702781],""iNat:39049944"":[49.120322,-123.707314],""iNat:39049946"":[49.127603,-123.702178],""iNat:39049947"":[49.121647,-123.711792],""iNat:39049948"":[49.1211,-123.691947],""iNat:55809872"":[49.0622,-123.650619],""iNat:59625791"":[49.048775,-123.625314],""iNat:59625792"":[49.064392,-123.654608],""iNat:73645071"":[49.069181,-123.653686],""iNat:73649702"":[49.073058,-123.657119],""iNat:73649703"":[49.074231,-123.660033],""iNat:73660164"":[49.069397,-123.653878],""iNat:73660165"":[49.065619,-123.650803],""iNat:90603074"":[49.075097,-123.647172],""iNat:90603119"":[49.057694,-123.622039],""iNat:96843384"":[49.020347,-123.599158],""iNat:96844161"":[49.022233,-123.601442],""iNat:96844185"":[49.015433,-123.603189],""iNat:96844195"":[49.019317,-123.605881],""iNat:96844268"":[49.064381,-123.654664]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Berberidaceae,Berberidoideae,Berberideae,Berberis,Berberis nervosa,Berberis nervosa,2017,conifer forest,,,"Andrew Simon, Harvey Janszen, John Reynolds",
Dicranoweisia cirrata,67949,5,iNat,"{""iNat:6910097"":[49.041542,-123.643539],""iNat:9282029"":[49.11109,-123.70697],""iNat:19382310"":[49.057618,-123.626254],""iNat:73660174"":[49.073361,-123.658036]}",Plantae,Bryophyta,,,Bryopsida,,,Dicranales,,,,Rhabdoweisiaceae,,,Dicranoweisia,Dicranoweisia cirrata,Dicranoweisia cirrata,2017,"ruderal, coastal bluff",,,"Andrew Simon, Harvey Janszen, John Reynolds",
Juniperus maritima,164313,6,iNat,"{""iNat:6910099"":[49.041253,-123.643556],""iNat:38943327"":[49.124786,-123.692738],""iNat:39051000"":[49.117942,-123.684853],""iNat:39051002"":[49.121553,-123.692994],""iNat:39051003"":[49.118647,-123.685433],""ASIMON:41"":[49.0418,-123.643081]}",Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,,Cupressaceae,Cupressoideae,,Juniperus,Juniperus maritima,Juniperus maritima,2017,open coastal meadow,,,"Andrew Simon, Harvey Janszen, John Reynolds",
Scirpus microcarpus,59068,6,iNat,"{""iNat:6910100"":[49.0409,-123.635894],""iNat:19386898"":[49.046883,-123.634065],""iNat:59625907"":[49.046058,-123.626389],""iNat:59625908"":[49.048786,-123.62545]}",Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Cyperaceae,Cyperoideae,Scirpeae,Scirpus,Scirpus microcarpus,Scirpus microcarpus,2017,wetland,,,"Andrew Simon, Harvey Janszen, John Reynolds",
Anthoxanthum odoratum,75475,8,iNat,"{""iNat:6910102"":[49.058128,-123.633444],""iNat:9281620"":[49.048462,-123.614104],""iNat:9282026"":[49.10997,-123.70344],""iNat:19382363"":[49.057618,-123.626254],""iNat:90603070"":[49.074586,-123.647919],""iNat:96843312"":[49.043331,-123.629289],""iNat:96844207"":[49.027908,-123.607689]}",Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Anthoxanthum,Anthoxanthum odoratum,Anthoxanthum odoratum,2017,"skidder road, clearcut",,,"Andrew Simon, Harvey Janszen, John Reynolds",
Brodiaea coronaria,57126,6,iNat,"{""iNat:6910103"":[49.050092,-123.616806],""iNat:13960525"":[49.044739,-123.608939],""iNat:19390390"":[49.048537,-123.617518],""iNat:53278567"":[49.03142,-123.598112],""ASIMON:36"":[49.0418,-123.643081]}",Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Asparagaceae,Brodiaeoideae,,Brodiaea,Brodiaea coronaria,Brodiaea coronaria,2017,open coastal meadow,,,"Andrew Simon, Harvey Janszen, John Reynolds",
Peltigera membranacea,117858,2,iNat,"{""iNat:6910107"":[49.055242,-123.633164]}",Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,,Peltigeraceae,,,Peltigera,Peltigera membranacea,Peltigera membranacea,2017,logging road and terrestrial herbaceous community (Cladina meadow),,,"Andrew Simon, Harvey Janszen, John Reynolds",
Chimaphila umbellata,62236,14,iNat,"{""iNat:6910109"":[49.048381,-123.615172],""iNat:9281953"":[49.113372,-123.696831],""iNat:19390371"":[49.048537,-123.617518],""iNat:37150249"":[49.123025,-123.697814],""iNat:39050774"":[49.118175,-123.686225],""iNat:39050777"":[49.120444,-123.710572],""iNat:39050778"":[49.118042,-123.686456],""iNat:51263181"":[49.061633,-123.62423],""iNat:51263849"":[49.061611,-123.624213],""iNat:85666735"":[49.032536,-123.60785],""iNat:89502722"":[49.032597,-123.60781],""iNat:96844223"":[49.0325,-123.607917]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Monotropoideae,,Chimaphila,Chimaphila umbellata,Chimaphila umbellata,2017,conifer forests,,,"Andrew Simon, Harvey Janszen, John Reynolds",
Jacobaea vulgaris,62498,47,iNat,"{""iNat:6910110"":[49.058247,-123.625197],""iNat:9281950"":[49.117554,-123.697089],""iNat:9282024"":[49.10997,-123.70344],""iNat:19382336"":[49.057618,-123.626254],""iNat:30465368"":[49.061747,-123.649003],""iNat:30465369"":[49.074108,-123.655861],""iNat:30465370"":[49.063617,-123.653503],""iNat:30465371"":[49.064517,-123.654686],""iNat:30466558"":[49.043308,-123.623261],""iNat:30466560"":[49.041256,-123.617867],""iNat:30466561"":[49.044481,-123.629294],""iNat:37146205"":[49.124231,-123.700408],""iNat:37146206"":[49.124194,-123.700517],""iNat:37146207"":[49.124383,-123.700286],""iNat:37150279"":[49.125031,-123.699303],""iNat:37150280"":[49.125061,-123.700386],""iNat:39050956"":[49.122914,-123.710122],""iNat:39050962"":[49.124986,-123.702943],""iNat:55809945"":[49.073567,-123.65635],""iNat:55809947"":[49.06475,-123.654586],""iNat:55809948"":[49.063808,-123.653594],""iNat:55809950"":[49.064847,-123.654206],""iNat:55809951"":[49.064306,-123.653594],""iNat:59625923"":[49.059994,-123.635467],""iNat:59625924"":[49.063981,-123.653594],""iNat:59625925"":[49.064419,-123.654319],""iNat:73645869"":[49.062131,-123.652039],""iNat:73645872"":[49.062397,-123.652978],""iNat:73650551"":[49.073006,-123.656922],""iNat:73757950"":[49.061583,-123.648888],""iNat:90603031"":[49.069581,-123.647142],""iNat:90603037"":[49.071133,-123.644914],""iNat:90603060"":[49.075656,-123.648475],""iNat:90603071"":[49.074572,-123.647858],""iNat:90603075"":[49.074908,-123.646417],""iNat:90603084"":[49.074344,-123.644981],""iNat:90603179"":[49.0603,-123.637169],""iNat:96843334"":[49.043633,-123.626281],""iNat:96843352"":[49.022828,-123.602089],""iNat:96843356"":[49.022781,-123.602075],""iNat:96844160"":[49.021358,-123.599983],""iNat:96844162"":[49.022389,-123.601906],""iNat:96844164"":[49.022378,-123.601906],""iNat:96844168"":[49.022306,-123.602425],""iNat:96844240"":[49.053444,-123.632783]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Senecioneae,Jacobaea,Jacobaea vulgaris,Jacobaea vulgaris,2017,alongside skidder roads and in forest clearings,,,"Andrew Simon, Harvey Janszen, John Reynolds",
Mycelis muralis,48543,9,iNat,"{""iNat:6910114"":[49.041758,-123.639708],""iNat:9281980"":[49.110976,-123.696336],""iNat:19382355"":[49.057618,-123.626254],""iNat:30465383"":[49.064503,-123.654542],""iNat:55809964"":[49.064544,-123.654625],""iNat:59625870"":[49.048756,-123.625075],""iNat:96844172"":[49.020008,-123.604386]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Cichorioideae,Cichorieae,Mycelis,Mycelis muralis,Mycelis muralis,2017,logging road,,,"Andrew Simon, Harvey Janszen, John Reynolds",
Bovista pila,128580,2,iNat,"{""iNat:6910116"":[49.041897,-123.638458]}",Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,,Lycoperdaceae,,,Bovista,Bovista pila,Bovista pila ,2017,alongside skidder road,,,"Andrew Simon, Harvey Janszen, John Reynolds",
Plagiomnium insigne,122705,15,iNat,"{""iNat:6910118"":[49.057769,-123.624489],""iNat:6910195"":[49.057769,-123.624489],""iNat:6937212"":[49.062756,-123.630172],""iNat:19382321"":[49.057618,-123.626254],""iNat:37146180"":[49.124461,-123.698617],""iNat:39049925"":[49.122208,-123.710433],""iNat:39049929"":[49.1237,-123.699958],""iNat:39049931"":[49.120108,-123.708078],""iNat:39049932"":[49.123614,-123.70005],""iNat:59625790"":[49.049142,-123.624472],""iNat:73649700"":[49.073967,-123.655975],""iNat:90603094"":[49.069642,-123.643989],""iNat:90603095"":[49.069633,-123.643989],""iNat:90603099"":[49.068989,-123.643508]}",Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,,Mniaceae,,,Plagiomnium,Plagiomnium insigne,Plagiomnium insigne,2017,skidder road,,,"Andrew Simon, Harvey Janszen, John Reynolds",
Selaginella wallacei,63875,4,iNat,"{""iNat:6910120"":[49.048256,-123.613875],""iNat:9281633"":[49.05013,-123.616814],""iNat:19390351"":[49.048537,-123.617518],""ASIMON:8"":[49.047231,-123.613556]}",Plantae,Tracheophyta,,,Lycopodiopsida,,,Selaginellales,,,,Selaginellaceae,,,Selaginella,Selaginella wallacei,Selaginella wallacei,2017,terrestrial herbaceous community,,,"Andrew Simon, Harvey Janszen, John Reynolds",
Aira caryophyllea,52694,3,iNat,"{""iNat:6910123"":[49.058058,-123.633383],""iNat:19386878"":[49.046883,-123.634065]}",Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Aira,Aira caryophyllea,Aira caryophyllea,2017,alongside skidder road,,,"Andrew Simon, Harvey Janszen, John Reynolds",
Geranium dissectum,53075,3,iNat,"{""iNat:6910127"":[49.040975,-123.636033],""iNat:19386899"":[49.046883,-123.634065]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Geraniales,,,,Geraniaceae,,,Geranium,Geranium dissectum,Geranium dissectum,2017,skidder road near wetland,,,"Andrew Simon, Harvey Janszen, John Reynolds",
Polytrichum juniperinum,68286,21,iNat,"{""iNat:6910131"":[49.057458,-123.633553],""iNat:6937209"":[49.063372,-123.631278],""iNat:6937211"":[49.063372,-123.631278],""iNat:19386881"":[49.046883,-123.634065],""iNat:37150264"":[49.125328,-123.701111],""iNat:39050783"":[49.118564,-123.708961],""iNat:39050785"":[49.126442,-123.701125],""iNat:39050787"":[49.1278,-123.702461],""iNat:39050791"":[49.118164,-123.684906],""iNat:39050795"":[49.127333,-123.700858],""iNat:39050796"":[49.122914,-123.703086],""iNat:59625916"":[49.059958,-123.635444],""iNat:73645858"":[49.063441,-123.647172],""iNat:73662402"":[49.0694,-123.653839],""iNat:73662403"":[49.076683,-123.6641],""iNat:73662405"":[49.073608,-123.658539],""iNat:73662411"":[49.069194,-123.653694],""iNat:90603030"":[49.069947,-123.647369],""iNat:90603036"":[49.071072,-123.644858],""iNat:90603157"":[49.057789,-123.633317]}",Plantae,Bryophyta,,,Polytrichopsida,,,Polytrichales,,,,Polytrichaceae,,,Polytrichum,Polytrichum juniperinum,Polytrichum juniperinum,2017,skidder road,,,"Andrew Simon, Harvey Janszen, John Reynolds",
Cynosurus cristatus,76581,4,iNat,"{""iNat:6910133"":[49.063614,-123.631789],""iNat:19382360"":[49.057618,-123.626254],""iNat:19388593"":[49.0418,-123.643081]}",Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Cynosurus,Cynosurus cristatus,Cynosurus cristatus,2017,alongside skidder road,,,"Andrew Simon, Harvey Janszen, John Reynolds",
Neckera menziesii,1149640,3,iNat,"{""iNat:6910138"":[49.060908,-123.633461],""iNat:19386859"":[49.046883,-123.634065]}",Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Neckeraceae,,,Neckera,Neckera menziesii,Neckera menziesii,2017,mixed forest,,,"Andrew Simon, Harvey Janszen, John Reynolds",
Lonicera hispidula,53416,11,iNat,"{""iNat:6910139"":[49.047153,-123.613472],""iNat:9281624"":[49.048462,-123.614104],""iNat:19388503"":[49.0418,-123.643081],""iNat:37150228"":[49.124917,-123.6995],""iNat:57981329"":[49.053083,-123.65016],""iNat:90603104"":[49.064319,-123.635733],""iNat:90603136"":[49.06025,-123.626306],""iNat:96843335"":[49.041364,-123.624817],""iNat:96843338"":[49.041358,-123.624772]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,,Caprifoliaceae,Caprifolioideae,,Lonicera,Lonicera hispidula,Lonicera hispidula,2017,common ground cover in mesic conifer forests and xeric woodlands,,,"Andrew Simon, Harvey Janszen, John Reynolds",
Madia gracilis,53135,3,iNat,"{""iNat:6910140"":[49.048283,-123.614106],""iNat:19390359"":[49.048537,-123.617518],""ASIMON:17"":[49.047231,-123.613556]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Madieae,Madia,Madia gracilis,Madia gracilis,2017,terrestrial herbaceous community,,,"Andrew Simon, Harvey Janszen, John Reynolds",
Cirsium brevistylum,52993,4,iNat,"{""iNat:6910143"":[49.040644,-123.632728],""iNat:19386897"":[49.046883,-123.634065],""iNat:73657776"":[49.063275,-123.653739]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Carduoideae,Cardueae,Cirsium,Cirsium brevistylum,Cirsium brevistylum,2017,at conifer forest margin,,,"Andrew Simon, Harvey Janszen, John Reynolds",
Trifolium dubium,53313,3,iNat,"{""iNat:6910150"":[49.041181,-123.63665],""iNat:19382372"":[49.057618,-123.626254]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Trifolieae,Trifolium,Trifolium dubium,Trifolium dubium,2017,skidder road,,,"Andrew Simon, Harvey Janszen, John Reynolds",
Trifolium repens,55745,6,iNat,"{""iNat:6910152"":[49.042325,-123.6426],""iNat:13960492"":[49.043381,-123.609664],""iNat:19382365"":[49.057618,-123.626254],""iNat:19388528"":[49.0418,-123.643081]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Trifolieae,Trifolium,Trifolium repens,Trifolium repens,2017,in various weedy places,,,"Andrew Simon, Harvey Janszen, John Reynolds",
Polystichum munitum,47751,28,iNat,"{""iNat:6910156"":[49.057858,-123.625511],""iNat:8328259"":[49.031903,-123.599818],""iNat:9282005"":[49.110976,-123.696336],""iNat:13960502"":[49.038425,-123.606125],""iNat:19382313"":[49.057618,-123.626254],""iNat:22904696"":[49.031775,-123.599494],""iNat:30465384"":[49.062122,-123.650178],""iNat:30466590"":[49.042417,-123.615775],""iNat:30466592"":[49.051936,-123.618981],""iNat:31870305"":[49.051514,-123.615618],""iNat:37150310"":[49.123572,-123.696822],""iNat:37150311"":[49.125175,-123.700164],""iNat:39051056"":[49.1264,-123.701064],""iNat:39051058"":[49.124083,-123.702719],""iNat:39051059"":[49.120189,-123.690431],""iNat:39051060"":[49.118133,-123.686356],""iNat:59625949"":[49.051869,-123.620864],""iNat:59625950"":[49.052017,-123.621872],""iNat:73657797"":[49.076672,-123.664047],""iNat:73657798"":[49.076656,-123.664169],""iNat:85709104"":[49.033358,-123.609847],""iNat:90603105"":[49.064328,-123.635819],""iNat:90603114"":[49.057133,-123.622742],""iNat:90603115"":[49.057147,-123.622719],""iNat:90603144"":[49.061947,-123.628578],""iNat:96843301"":[49.040542,-123.629769]}",Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,,Dryopteridaceae,Dryopteridoideae,,Polystichum,Polystichum munitum,Polystichum munitum,2017,conifer forest,,,"Andrew Simon, Harvey Janszen, John Reynolds",
Struthiopteris spicant,774894,5,iNat,"{""iNat:6910157"":[49.054605,-123.620439],""iNat:19390809"":[49.054841,-123.621179],""iNat:85502488"":[49.030225,-123.604905]}",Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Aspleniinae,,,Blechnaceae,,,Struthiopteris,Struthiopteris spicant,Struthiopteris spicant,2017,along trail,,,"Andrew Simon, Harvey Janszen, John Reynolds",
Sagina procumbens,55667,4,iNat,"{""iNat:6910160"":[49.042992,-123.629158],""iNat:19386890"":[49.046883,-123.634065],""iNat:19388557"":[49.0418,-123.643081]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,,Sagineae,Sagina,Sagina procumbens,Sagina procumbens,2017,skidder road,,,"Andrew Simon, Harvey Janszen, John Reynolds",
Arbutus menziesii,51046,23,iNat,"{""iNat:6910162"":[49.048367,-123.613922],""iNat:8342651"":[49.031936,-123.59922],""iNat:22904742"":[49.032108,-123.599478],""iNat:30465377"":[49.073819,-123.656136],""iNat:37146178"":[49.125164,-123.699586],""iNat:37146179"":[49.125061,-123.699264],""iNat:39049913"":[49.117989,-123.684883],""iNat:39049914"":[49.117839,-123.684617],""iNat:39049915"":[49.118258,-123.686386],""iNat:39049920"":[49.127914,-123.702842],""iNat:39049923"":[49.121989,-123.704558],""iNat:55809868"":[49.068303,-123.652442],""iNat:55809871"":[49.074572,-123.655433],""iNat:73645062"":[49.073775,-123.656242],""iNat:73645063"":[49.061458,-123.647492],""iNat:73649694"":[49.075803,-123.650514],""iNat:73649695"":[49.074967,-123.655319],""iNat:73649698"":[49.075172,-123.655006],""iNat:73649746"":[49.0759,-123.653633],""iNat:90603029"":[49.075006,-123.654778],""iNat:90603038"":[49.073914,-123.647628],""iNat:96844252"":[49.064808,-123.655625]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Arbutoideae,,Arbutus,Arbutus menziesii,Arbutus menziesii,2017-06-24T17:31:00-07:00,,,,John D Reynolds,
Cladonia portentosa,119666,1,iNat,"{""iNat:6910164"":[49.045556,-123.613511]}",Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,Cladonia portentosa,Cladonia portentosa,2017-06-24T17:07:00-07:00,,,,John D Reynolds,
