"","observed_on","user_login","created_at","quality_grade","url","image_url","latitude","longitude","positional_accuracy","private_latitude","private_longitude","private_positional_accuracy","coordinates_obscured","positioning_method","positioning_device","scientific_name","common_name","taxon_id","taxon_kingdom_name","taxon_phylum_name","taxon_subphylum_name","taxon_superclass_name","taxon_class_name","taxon_subclass_name","taxon_superorder_name","taxon_order_name","taxon_suborder_name","taxon_superfamily_name","taxon_family_name","taxon_subfamily_name","taxon_supertribe_name","taxon_tribe_name","taxon_subtribe_name","taxon_genus_name","taxon_genushybrid_name","taxon_species_name","taxon_hybrid_name","taxon_subspecies_name","taxon_variety_name","taxon_form_name"
"11","2020-08-15","chlorophilia","2020-08-21 05:51:16 UTC","research","https://www.inaturalist.org/observations/57099081","https://static.inaturalist.org/photos/90974408/medium.jpeg?1597951062",49.0133930897,-123.5744738652,78,NA,NA,NA,FALSE,"","","Ammodytes personatus","Pacific Sand Lance",201784,"Animalia","Chordata","Vertebrata","","Actinopterygii","","","Perciformes","","","Ammodytidae","","","","","Ammodytes",NA,"Ammodytes personatus","","","",NA
"12","2018-08-29","tomdadom","2018-08-29 23:09:50 UTC","research","https://www.inaturalist.org/observations/16014197","https://static.inaturalist.org/photos/23985327/medium.jpg?1535584201",48.90057,-123.4068833333,30,NA,NA,NA,FALSE,"","","Cymatogaster aggregata","Shiner Surfperch",98855,"Animalia","Chordata","Vertebrata","","Actinopterygii","","","Perciformes","","","Embiotocidae","","","","","Cymatogaster",NA,"Cymatogaster aggregata","","","",NA
"13","2019-06-18","karenstevesmith","2019-06-18 21:19:12 UTC","research","https://www.inaturalist.org/observations/27233078","https://static.inaturalist.org/photos/42349690/medium.jpg?1560892766",48.9865212076,-123.576680096,732,NA,NA,NA,FALSE,"","","Cymatogaster aggregata","Shiner Surfperch",98855,"Animalia","Chordata","Vertebrata","","Actinopterygii","","","Perciformes","","","Embiotocidae","","","","","Cymatogaster",NA,"Cymatogaster aggregata","","","",NA
"14","2020-05-07","penelopebridge","2020-05-08 16:36:12 UTC","research","https://www.inaturalist.org/observations/45278748","https://static.inaturalist.org/photos/71792554/medium.jpeg?1588955776",48.8772222222,-123.3183333333,NA,NA,NA,NA,FALSE,"gps","gps","Embiotoca lateralis","Striped surfperch",117555,"Animalia","Chordata","Vertebrata","","Actinopterygii","","","Perciformes","","","Embiotocidae","","","","","Embiotoca",NA,"Embiotoca lateralis","","","",NA
"15","2020-07-11","pdoth","2020-07-12 18:30:24 UTC","research","https://www.inaturalist.org/observations/52839383","https://static.inaturalist.org/photos/84015970/medium.jpg?1594578628",48.9004203125,-123.4071472131,102,NA,NA,NA,FALSE,"","","Cymatogaster aggregata","Shiner Surfperch",98855,"Animalia","Chordata","Vertebrata","","Actinopterygii","","","Perciformes","","","Embiotocidae","","","","","Cymatogaster",NA,"Cymatogaster aggregata","","","",NA
"16","2020-08-13","chlorophilia","2020-08-14 00:45:31 UTC","research","https://www.inaturalist.org/observations/56373905","https://static.inaturalist.org/photos/89833076/medium.jpg?1597365551",48.9002194773,-123.3410009082,90,NA,NA,NA,FALSE,"","","Brachyistius frenatus","Kelp Surfperch",117553,"Animalia","Chordata","Vertebrata","","Actinopterygii","","","Perciformes","","","Embiotocidae","","","","","Brachyistius",NA,"Brachyistius frenatus","","","",NA
"17","2020-08-13","chlorophilia","2020-08-14 00:45:31 UTC","research","https://www.inaturalist.org/observations/56373906","https://static.inaturalist.org/photos/89833093/medium.jpg?1597365558",48.9002194773,-123.3410009082,90,NA,NA,NA,FALSE,"","","Embiotoca lateralis","Striped surfperch",117555,"Animalia","Chordata","Vertebrata","","Actinopterygii","","","Perciformes","","","Embiotocidae","","","","","Embiotoca",NA,"Embiotoca lateralis","","","",NA
"18","2020-08-13","chlorophilia","2020-08-14 00:45:32 UTC","research","https://www.inaturalist.org/observations/56373907","https://static.inaturalist.org/photos/89833125/medium.jpg?1597365566",48.9002194773,-123.3410009082,90,NA,NA,NA,FALSE,"","","Rhacochilus vacca","Pile surfperch",111616,"Animalia","Chordata","Vertebrata","","Actinopterygii","","","Perciformes","","","Embiotocidae","","","","","Rhacochilus",NA,"Rhacochilus vacca","","","",NA
"19","2020-08-15","chlorophilia","2020-08-21 05:51:06 UTC","research","https://www.inaturalist.org/observations/57099072","https://static.inaturalist.org/photos/90961616/medium.jpeg?1597946543",49.0133930897,-123.5744738652,78,NA,NA,NA,FALSE,"","","Cymatogaster aggregata","Shiner Surfperch",98855,"Animalia","Chordata","Vertebrata","","Actinopterygii","","","Perciformes","","","Embiotocidae","","","","","Cymatogaster",NA,"Cymatogaster aggregata","","","",NA
"20","2020-08-15","chlorophilia","2020-08-21 05:51:13 UTC","research","https://www.inaturalist.org/observations/57099077","https://static.inaturalist.org/photos/90968643/medium.jpeg?1597949182",49.0133930897,-123.5744738652,78,NA,NA,NA,FALSE,"","","Cymatogaster aggregata","Shiner Surfperch",98855,"Animalia","Chordata","Vertebrata","","Actinopterygii","","","Perciformes","","","Embiotocidae","","","","","Cymatogaster",NA,"Cymatogaster aggregata","","","",NA
"21","2020-08-15","chlorophilia","2020-08-21 05:51:26 UTC","research","https://www.inaturalist.org/observations/57099105","https://static.inaturalist.org/photos/90981108/medium.jpeg?1597953728",49.0133930897,-123.5744738652,78,NA,NA,NA,FALSE,"","","Cymatogaster aggregata","Shiner Surfperch",98855,"Animalia","Chordata","Vertebrata","","Actinopterygii","","","Perciformes","","","Embiotocidae","","","","","Cymatogaster",NA,"Cymatogaster aggregata","","","",NA
"22","2020-08-15","chlorophilia","2020-08-21 05:51:27 UTC","research","https://www.inaturalist.org/observations/57099111","https://static.inaturalist.org/photos/90981336/medium.jpeg?1597953833",49.0133930897,-123.5744738652,78,NA,NA,NA,FALSE,"","","Cymatogaster aggregata","Shiner Surfperch",98855,"Animalia","Chordata","Vertebrata","","Actinopterygii","","","Perciformes","","","Embiotocidae","","","","","Cymatogaster",NA,"Cymatogaster aggregata","","","",NA
"23","2016-02-07","divemaster","2016-03-10 02:46:26 UTC","research","http://www.inaturalist.org/observations/2763449","https://static.inaturalist.org/photos/3127718/medium.jpg?1457577990",48.929052,-123.476028,174,NA,NA,NA,FALSE,"","","Rhinogobiops nicholsii","Blackeye goby",132521,"Animalia","Chordata","Vertebrata","","Actinopterygii","","","Perciformes","","","Gobiidae","Gobiinae","","","","Rhinogobiops",NA,"Rhinogobiops nicholsii","","","",NA
"24","2015-05-16","divemaster","2016-03-30 23:24:17 UTC","research","http://www.inaturalist.org/observations/2854677","https://static.inaturalist.org/photos/3256744/medium.jpg?1459380261",48.964565,-123.554564,174,NA,NA,NA,FALSE,"","","Rhinogobiops nicholsii","Blackeye goby",132521,"Animalia","Chordata","Vertebrata","","Actinopterygii","","","Perciformes","","","Gobiidae","Gobiinae","","","","Rhinogobiops",NA,"Rhinogobiops nicholsii","","","",NA
"25","2016-04-08","hermissenda","2016-04-10 01:26:35 UTC","research","http://www.inaturalist.org/observations/2908930","https://static.inaturalist.org/photos/3328116/medium.jpg?1460251599",48.940877,-123.502329,NA,NA,NA,NA,FALSE,"","","Rhinogobiops nicholsii","Blackeye goby",132521,"Animalia","Chordata","Vertebrata","","Actinopterygii","","","Perciformes","","","Gobiidae","Gobiinae","","","","Rhinogobiops",NA,"Rhinogobiops nicholsii","","","",NA
"26","2013-10-13","divemaster","2016-04-19 20:28:03 UTC","research","http://www.inaturalist.org/observations/2976016","https://static.inaturalist.org/photos/3420156/medium.jpg?1461097685",48.940211,-123.502679,184,NA,NA,NA,FALSE,"","","Rhinogobiops nicholsii","Blackeye goby",132521,"Animalia","Chordata","Vertebrata","","Actinopterygii","","","Perciformes","","","Gobiidae","Gobiinae","","","","Rhinogobiops",NA,"Rhinogobiops nicholsii","","","",NA
"27","2013-10-13","divemaster","2016-04-19 20:56:19 UTC","research","http://www.inaturalist.org/observations/2976323","https://static.inaturalist.org/photos/3420596/medium.jpg?1461099383",48.940211,-123.502679,184,NA,NA,NA,FALSE,"","","Rhinogobiops nicholsii","Blackeye goby",132521,"Animalia","Chordata","Vertebrata","","Actinopterygii","","","Perciformes","","","Gobiidae","Gobiinae","","","","Rhinogobiops",NA,"Rhinogobiops nicholsii","","","",NA
"28","2013-10-13","divemaster","2016-04-19 21:02:49 UTC","research","http://www.inaturalist.org/observations/2976382","https://static.inaturalist.org/photos/3420662/medium.jpg?1461099772",48.940211,-123.502679,184,NA,NA,NA,FALSE,"","","Rhinogobiops nicholsii","Blackeye goby",132521,"Animalia","Chordata","Vertebrata","","Actinopterygii","","","Perciformes","","","Gobiidae","Gobiinae","","","","Rhinogobiops",NA,"Rhinogobiops nicholsii","","","",NA
"29","2017-05-26","hermissenda","2017-08-25 19:27:29 UTC","research","https://www.inaturalist.org/observations/7648112","https://static.inaturalist.org/photos/10006904/medium.jpg?1503689037",48.940846,-123.502224,NA,NA,NA,NA,FALSE,"","","Clevelandia ios","Arrow Gobi",117564,"Animalia","Chordata","Vertebrata","","Actinopterygii","","","Perciformes","","","Gobiidae","Gobionellinae","","","","Clevelandia",NA,"Clevelandia ios","","","",NA
"30","2017-05-26","hermissenda","2017-08-27 16:50:30 UTC","research","https://www.inaturalist.org/observations/7674360","https://static.inaturalist.org/photos/10049757/medium.jpg?1503850727",48.9410576638,-123.5058445929,61,NA,NA,NA,FALSE,"","","Rhinogobiops nicholsii","Blackeye goby",132521,"Animalia","Chordata","Vertebrata","","Actinopterygii","","","Perciformes","","","Gobiidae","Gobiinae","","","","Rhinogobiops",NA,"Rhinogobiops nicholsii","","","",NA
"31","2019-05-04","imcote","2019-05-08 17:25:01 UTC","research","https://www.inaturalist.org/observations/24792363","https://static.inaturalist.org/photos/38342297/medium.jpeg?1557335908",48.9395912861,-123.5048467601,122,NA,NA,NA,FALSE,"","","Rhinogobiops nicholsii","Blackeye goby",132521,"Animalia","Chordata","Vertebrata","","Actinopterygii","","","Perciformes","","","Gobiidae","Gobiinae","","","","Rhinogobiops",NA,"Rhinogobiops nicholsii","","","",NA
"32","2019-05-04","imcote","2019-05-08 19:35:01 UTC","research","https://www.inaturalist.org/observations/24798600","https://static.inaturalist.org/photos/38352520/medium.jpeg?1557343911",48.9395912861,-123.5048467601,122,NA,NA,NA,FALSE,"","","Rhinogobiops nicholsii","Blackeye goby",132521,"Animalia","Chordata","Vertebrata","","Actinopterygii","","","Perciformes","","","Gobiidae","Gobiinae","","","","Rhinogobiops",NA,"Rhinogobiops nicholsii","","","",NA
"33","2019-05-04","galianobserver","2019-08-01 23:07:57 UTC","research","https://www.inaturalist.org/observations/30009592","https://static.inaturalist.org/photos/46861239/medium.jpeg?1564699675",48.9389215184,-123.5022889613,80,NA,NA,NA,FALSE,"","","Rhinogobiops nicholsii","Blackeye goby",132521,"Animalia","Chordata","Vertebrata","","Actinopterygii","","","Perciformes","","","Gobiidae","Gobiinae","","","","Rhinogobiops",NA,"Rhinogobiops nicholsii","","","",NA
"34","2013-06-22","hermissenda","2016-09-02 03:25:34 UTC","research","http://www.inaturalist.org/observations/4015148","https://static.inaturalist.org/photos/4742119/medium.jpg?1472786735",48.9387348,-123.4969645,NA,NA,NA,NA,FALSE,"","","Apodichthys flavidus","Penpoint Gunnel",67408,"Animalia","Chordata","Vertebrata","","Actinopterygii","","","Perciformes","","","Pholidae","","","","","Apodichthys",NA,"Apodichthys flavidus","","","",NA
"35","2013-07-07","hermissenda","2016-09-04 17:15:50 UTC","research","http://www.inaturalist.org/observations/4032541","https://static.inaturalist.org/photos/4768198/medium.jpg?1473009277",48.9387348,-123.4969645,NA,NA,NA,NA,FALSE,"","","Pholis laeta","Crescent gunnel",67362,"Animalia","Chordata","Vertebrata","","Actinopterygii","","","Perciformes","","","Pholidae","","","","","Pholis",NA,"Pholis laeta","","","",NA
"36","2016-05-06","hermissenda","2016-09-04 17:36:05 UTC","research","http://www.inaturalist.org/observations/4032638","https://static.inaturalist.org/photos/4768306/medium.jpg?1473010418",48.9402949294,-123.5017740722,31,NA,NA,NA,FALSE,"","","Pholis laeta","Crescent gunnel",67362,"Animalia","Chordata","Vertebrata","","Actinopterygii","","","Perciformes","","","Pholidae","","","","","Pholis",NA,"Pholis laeta","","","",NA
"37","2017-05-30","hermissenda","2017-08-25 18:18:10 UTC","research","https://www.inaturalist.org/observations/7647293","https://static.inaturalist.org/photos/10005518/medium.jpg?1503684842",48.940226,-123.500808,NA,NA,NA,NA,FALSE,"","manual","Apodichthys flavidus","Penpoint Gunnel",67408,"Animalia","Chordata","Vertebrata","","Actinopterygii","","","Perciformes","","","Pholidae","","","","","Apodichthys",NA,"Apodichthys flavidus","","","",NA
"38","2017-05-28","hermissenda","2017-08-26 18:13:07 UTC","research","https://www.inaturalist.org/observations/7660414","https://static.inaturalist.org/photos/10027469/medium.jpg?1503771116",48.9400711948,-123.5020740547,179,NA,NA,NA,FALSE,"","","Pholis laeta","Crescent gunnel",67362,"Animalia","Chordata","Vertebrata","","Actinopterygii","","","Perciformes","","","Pholidae","","","","","Pholis",NA,"Pholis laeta","","","",NA
"39","2017-05-26","hermissenda","2017-08-27 16:50:26 UTC","research","https://www.inaturalist.org/observations/7674345","https://static.inaturalist.org/photos/10049725/medium.jpg?1503850608",48.9405441055,-123.5019963383,8,NA,NA,NA,FALSE,"","","Apodichthys flavidus","Penpoint Gunnel",67408,"Animalia","Chordata","Vertebrata","","Actinopterygii","","","Perciformes","","","Pholidae","","","","","Apodichthys",NA,"Apodichthys flavidus","","","",NA
"40","2018-05-29","hermissenda","2018-05-31 01:27:44 UTC","research","https://www.inaturalist.org/observations/12970648","https://static.inaturalist.org/photos/18856944/medium.jpg?1527728405",48.9405778143,-123.5020541846,8,NA,NA,NA,FALSE,"","","Apodichthys flavidus","Penpoint Gunnel",67408,"Animalia","Chordata","Vertebrata","","Actinopterygii","","","Perciformes","","","Pholidae","","","","","Apodichthys",NA,"Apodichthys flavidus","","","",NA
"41","2018-05-29","hermissenda","2018-05-31 01:27:44 UTC","research","https://www.inaturalist.org/observations/12970650","https://static.inaturalist.org/photos/18856960/medium.jpg?1527728422",48.940907091,-123.5040854213,31,NA,NA,NA,FALSE,"","","Pholis laeta","Crescent gunnel",67362,"Animalia","Chordata","Vertebrata","","Actinopterygii","","","Perciformes","","","Pholidae","","","","","Pholis",NA,"Pholis laeta","","","",NA
"42","2018-08-10","hermissenda","2018-08-19 22:04:50 UTC","research","https://www.inaturalist.org/observations/15702536","https://static.inaturalist.org/photos/23436378/medium.jpg?1534715237",48.9401825688,-123.5018353916,31,NA,NA,NA,FALSE,"","","Pholis laeta","Crescent gunnel",67362,"Animalia","Chordata","Vertebrata","","Actinopterygii","","","Perciformes","","","Pholidae","","","","","Pholis",NA,"Pholis laeta","","","",NA
"43","2018-08-10","hermissenda","2018-08-19 22:04:53 UTC","research","https://www.inaturalist.org/observations/15702542","https://static.inaturalist.org/photos/23436410/medium.jpg?1534715263",48.9410331475,-123.5038771038,15,NA,NA,NA,FALSE,"","","Pholis laeta","Crescent gunnel",67362,"Animalia","Chordata","Vertebrata","","Actinopterygii","","","Perciformes","","","Pholidae","","","","","Pholis",NA,"Pholis laeta","","","",NA
"44","2015-08-28","chlorophilia","2016-01-14 08:42:51 UTC","research","http://www.inaturalist.org/observations/2580652","https://static.inaturalist.org/photos/2880832/medium.JPG?1452761026",48.93,-123.475857,174,NA,NA,NA,FALSE,"","","Anoplarchus purpurescens","High Cockscomb",67316,"Animalia","Chordata","Vertebrata","","Actinopterygii","","","Perciformes","","","Stichaeidae","Xiphisterinae","","","","Anoplarchus",NA,"Anoplarchus purpurescens","","","",NA
"45","2015-08-28","laurus_nobilis","2016-07-24 03:19:33 UTC","research","http://www.inaturalist.org/observations/3734809","https://static.inaturalist.org/photos/4339965/medium.jpeg?1469330376",48.929413,-123.475513,58,NA,NA,NA,FALSE,"","","Anoplarchus purpurescens","High Cockscomb",67316,"Animalia","Chordata","Vertebrata","","Actinopterygii","","","Perciformes","","","Stichaeidae","Xiphisterinae","","","","Anoplarchus",NA,"Anoplarchus purpurescens","","","",NA
"46","2017-07-07","hermissenda","2017-07-08 15:38:18 UTC","research","https://www.inaturalist.org/observations/6967289","https://static.inaturalist.org/photos/8912488/medium.jpg?1499528239",48.9402414,-123.5043485,220,NA,NA,NA,FALSE,"","","Anoplarchus purpurescens","High Cockscomb",67316,"Animalia","Chordata","Vertebrata","","Actinopterygii","","","Perciformes","","","Stichaeidae","Xiphisterinae","","","","Anoplarchus",NA,"Anoplarchus purpurescens","","","",NA
"47","2017-05-30","hermissenda","2017-08-25 18:18:07 UTC","research","https://www.inaturalist.org/observations/7647286","https://static.inaturalist.org/photos/10005433/medium.jpg?1503684535",48.940734,-123.501409,NA,NA,NA,NA,FALSE,"","manual","Lumpenus sagitta","Snake Prickleback",224164,"Animalia","Chordata","Vertebrata","","Actinopterygii","","","Perciformes","","","Stichaeidae","Lumpeninae","","","","Lumpenus",NA,"Lumpenus sagitta","","","",NA
"48","2017-05-30","hermissenda","2017-08-25 18:18:08 UTC","research","https://www.inaturalist.org/observations/7647287","https://static.inaturalist.org/photos/10005464/medium.jpg?1503684664",48.940452,-123.500894,379,NA,NA,NA,FALSE,"","manual","Anoplarchus purpurescens","High Cockscomb",67316,"Animalia","Chordata","Vertebrata","","Actinopterygii","","","Perciformes","","","Stichaeidae","Xiphisterinae","","","","Anoplarchus",NA,"Anoplarchus purpurescens","","","",NA
"49","2017-05-29","hermissenda","2017-08-25 18:18:11 UTC","research","https://www.inaturalist.org/observations/7647298","https://static.inaturalist.org/photos/10005546/medium.jpg?1503684927",48.940734,-123.502739,NA,NA,NA,NA,FALSE,"","","Lumpenus sagitta","Snake Prickleback",224164,"Animalia","Chordata","Vertebrata","","Actinopterygii","","","Perciformes","","","Stichaeidae","Lumpeninae","","","","Lumpenus",NA,"Lumpenus sagitta","","","",NA
"50","2018-05-31","hermissenda","2018-06-02 02:54:00 UTC","research","https://www.inaturalist.org/observations/13029352","https://static.inaturalist.org/photos/18960613/medium.jpg?1527907052",48.940569352,-123.5014335584,4,NA,NA,NA,FALSE,"","","Anoplarchus purpurescens","High Cockscomb",67316,"Animalia","Chordata","Vertebrata","","Actinopterygii","","","Perciformes","","","Stichaeidae","Xiphisterinae","","","","Anoplarchus",NA,"Anoplarchus purpurescens","","","",NA
"51","2018-05-31","hermissenda","2018-06-02 03:11:53 UTC","research","https://www.inaturalist.org/observations/13029700","https://static.inaturalist.org/photos/18961840/medium.jpg?1527908883",48.9407397586,-123.5019238572,10,NA,NA,NA,FALSE,"","","Anoplarchus purpurescens","High Cockscomb",67316,"Animalia","Chordata","Vertebrata","","Actinopterygii","","","Perciformes","","","Stichaeidae","Xiphisterinae","","","","Anoplarchus",NA,"Anoplarchus purpurescens","","","",NA
"52","2019-05-04","imcote","2019-05-08 19:27:55 UTC","research","https://www.inaturalist.org/observations/24798244","https://static.inaturalist.org/photos/38352194/medium.jpg?1557343644",48.9395912861,-123.5048467601,122,NA,NA,NA,FALSE,"","","Chirolophis nugator","Mosshead Warbonnet",216743,"Animalia","Chordata","Vertebrata","","Actinopterygii","","","Perciformes","","","Stichaeidae","Chirolophinae","","","","Chirolophis",NA,"Chirolophis nugator","","","",NA
"53","2020-08-15","chlorophilia","2020-08-21 05:52:39 UTC","research","https://www.inaturalist.org/observations/57099177","https://static.inaturalist.org/photos/90992058/medium.jpeg?1597958356",49.013214785,-123.5721759457,27,NA,NA,NA,FALSE,"","","Xiphister mucosus","Rock Eel",67628,"Animalia","Chordata","Vertebrata","","Actinopterygii","","","Perciformes","","","Stichaeidae","Xiphisterinae","","","","Xiphister",NA,"Xiphister mucosus","","","",NA
"54","2016-07-05","hermissenda","2016-09-02 03:03:16 UTC","research","http://www.inaturalist.org/observations/4014940","https://static.inaturalist.org/photos/4741761/medium.jpg?1472784980",48.940479,-123.501678,174,NA,NA,NA,FALSE,"","","Citharichthys stigmaeus","speckled sanddab",117542,"Animalia","Chordata","Vertebrata","","Actinopterygii","","","Pleuronectiformes","","","Paralichthyidae","","","","","Citharichthys",NA,"Citharichthys stigmaeus","","","",NA
"55","2018-05-31","hermissenda","2018-06-02 03:11:53 UTC","research","https://www.inaturalist.org/observations/13029701","https://static.inaturalist.org/photos/18961847/medium.jpg?1527908903",48.9407111444,-123.5019077639,2,NA,NA,NA,FALSE,"","","Citharichthys stigmaeus","speckled sanddab",117542,"Animalia","Chordata","Vertebrata","","Actinopterygii","","","Pleuronectiformes","","","Paralichthyidae","","","","","Citharichthys",NA,"Citharichthys stigmaeus","","","",NA
"56","2020-07-21","ohriley","2020-07-21 21:42:20 UTC","research","https://www.inaturalist.org/observations/53886605","https://static.inaturalist.org/photos/85719013/medium.jpg?1595367744",48.93941333,-123.50186167,32,NA,NA,NA,FALSE,"","","Citharichthys stigmaeus","speckled sanddab",117542,"Animalia","Chordata","Vertebrata","","Actinopterygii","","","Pleuronectiformes","","","Paralichthyidae","","","","","Citharichthys",NA,"Citharichthys stigmaeus","","","",NA
"57","2013-06-22","hermissenda","2016-09-02 03:19:40 UTC","research","http://www.inaturalist.org/observations/4015105","https://static.inaturalist.org/photos/4742064/medium.jpg?1472786381",48.9387348,-123.4969645,NA,NA,NA,NA,FALSE,"","","Pleuronichthys coenosus","C-O Sole",228393,"Animalia","Chordata","Vertebrata","","Actinopterygii","","","Pleuronectiformes","","","Pleuronectidae","Pleuronectinae","","","","Pleuronichthys",NA,"Pleuronichthys coenosus","","","",NA
"58","2008-05-24","jackson_chu","2017-10-24 18:55:54 UTC","research","https://www.inaturalist.org/observations/8533887","https://static.inaturalist.org/photos/11398013/medium.jpg?1508871108",48.91816774,-123.3682250977,3906,NA,NA,NA,FALSE,"","","Lyopsetta exilis","Slender Sole",104926,"Animalia","Chordata","Vertebrata","","Actinopterygii","","","Pleuronectiformes","","","Pleuronectidae","Pleuronectinae","","","","Lyopsetta",NA,"Lyopsetta exilis","","","",NA
"59","2008-05-24","jackson_chu","2017-10-24 18:55:54 UTC","research","https://www.inaturalist.org/observations/8533888","https://static.inaturalist.org/photos/11398012/medium.jpg?1508871105",48.923040683,-123.3737182617,1953,NA,NA,NA,FALSE,"","","Lyopsetta exilis","Slender Sole",104926,"Animalia","Chordata","Vertebrata","","Actinopterygii","","","Pleuronectiformes","","","Pleuronectidae","Pleuronectinae","","","","Lyopsetta",NA,"Lyopsetta exilis","","","",NA
