id,observed_on,user_login,user_name,quality_grade,coordinates_obscured,image_url,positional_accuracy,scientific_name,common_name,taxon_id,latitude,longitude,private_latitude,private_longitude
730443,2014-06-10,chlorophilia,Andrew Simon,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/917898/square.jpg?1402456294,21,Bombus melanopygus,Black-tailed Bumble Bee,130222,48.920132,-123.450816,,
730525,2014-05-26,chlorophilia,Andrew Simon,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/918040/square.jpg?1402458352,14,Haliaeetus leucocephalus,Bald Eagle,5305,48.920286,-123.45081,,
730608,2014-05-19,chlorophilia,Andrew Simon,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/918179/square.jpg?1402461187,33,Castor canadensis,American Beaver,43794,48.920208,-123.451009,,
731418,2014-05-20,chlorophilia,Andrew Simon,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/919055/square.jpg?1402499617,174,Phoca vitulina richardii,Pacific Harbor Seal,117766,48.904573,-123.417234,,
731423,2014-05-26,chlorophilia,Andrew Simon,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/919062/square.jpg?1402499921,21,Taricha granulosa,Rough-skinned Newt,27826,48.920393,-123.450687,,
735770,2014-06-13,chlorophilia,Andrew Simon,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/924794/square.jpg?1402714849,21,Platycryptus californicus,California Flattened Jumping Spider,228315,48.92028,-123.450773,,
748881,2014-06-21,chlorophilia,Andrew Simon,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/941266/square.jpg?1403417916,21,Eratigena duellica,Giant House Spider,750907,48.920238,-123.450655,,
1287081,2015-03-04,chlorophilia,Andrew Simon,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/1614379/square.jpg?1426110949,43,Omus dejeanii,Greater Night-stalking Tiger Beetle,226395,48.930933,-123.47429,,
1295355,2015-03-13,chlorophilia,Andrew Simon,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/1625070/square.jpg?1426451990,87,Amara,Sun Beetles,130434,48.929977,-123.468733,,
1563736,2015-05-28,chlorophilia,Andrew Simon,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/1936106/square.jpg?1433000379,87,Callophrys gryneus plicataria,Cedar Hairstreak,234704,48.930033,-123.467231,,
1564628,2015-05-14,chlorophilia,Andrew Simon,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/1937034/square.jpg?1433018406,174,Adela septentrionella,Ocean Spray Fairy Moth,317689,48.926909,-123.466072,,
1690511,2015-06-24,chlorophilia,Andrew Simon,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2045850/square.jpg?1435211345,43,Rhionaeschna multicolor,Blue-eyed Darner,67737,48.93137,-123.477745,,
1728336,2015-07-02,chlorophilia,Andrew Simon,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2094300/square.jpg?1436161864,43,Leptoglossus occidentalis,Western Conifer Seed Bug,67771,48.929608,-123.475878,,
1809718,2015-05-31,chlorophilia,Andrew Simon,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2194032/square.jpg?1438103674,73,Vanessa cardui,Painted Lady,48548,48.930549,-123.475578,,
1838789,2015-08-04,chlorophilia,Andrew Simon,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2233689/square.jpg?1438897063,43,Melanostoma mellinum,Variable Duskyface Fly,324344,48.931187,-123.476833,,
1930967,2015-08-28,chlorophilia,Andrew Simon,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2362369/square.jpg?1441833444,174,Melanoplus sanguinipes,Migratory Grasshopper,129240,48.931251,-123.474312,,
1930975,2015-08-28,chlorophilia,Andrew Simon,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2362392/square.jpg?1441833808,87,Lygaeus kalmii,Small Milkweed Bug,62045,48.932904,-123.474956,,
2024006,2015-09-27,chlorophilia,Andrew Simon,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2464626/square.jpg?1443765665,43,Dolichovespula maculata,Bald-faced Hornet,52911,48.931229,-123.477412,,
2024442,2015-09-27,chlorophilia,Andrew Simon,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2464628/square.jpg?1443765982,87,Megachile perihirta,Western Leafcutter,224501,48.929526,-123.475964,,
2026014,2015-08-28,chlorophilia,Andrew Simon,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2464687/square.jpg?1443768648,174,Cancer productus,Red Rock Crab,47826,48.929391,-123.475986,,
2333734,2013-09-27,bridgetspencer,Bridget Spencer,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2589624/square.jpg?1446250867,43,Rana aurora,Northern Red-legged Frog,25545,48.948238,-123.502164,,
2333739,2013-09-28,bridgetspencer,Bridget Spencer,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2589635/square.jpg?1446250980,21,Taricha granulosa,Rough-skinned Newt,27826,48.948175,-123.501499,,
2360640,2015-06-19,bridgetspencer,Bridget Spencer,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2626346/square.jpg?1447001557,43,Odocoileus hemionus columbianus,Columbian Black-tailed Deer,42221,48.871447,-123.316298,,
2380925,2015-06-20,bridgetspencer,Bridget Spencer,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2652970/square.jpg?1447539472,43,Empidonax difficilis,Pacific-slope Flycatcher,16598,48.869232,-123.313293,,
2380928,2015-06-19,bridgetspencer,Bridget Spencer,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2652974/square.jpg?1447539560,21,Loxia curvirostra,Red Crossbill,10411,48.871158,-123.314956,,
2423347,2013-10-13,bridgetspencer,Bridget Spencer,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2698246/square.JPG?1448421054,349,Pisaster ochraceus,Ochre Sea Star,49699,48.870474,-123.31295,,
2437268,2015-11-28,bobmcd,Bob McDougall,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2717435/square.JPG?1448844320,425,Gavia pacifica,Pacific Loon,4621,48.860316,-123.346363,,
2437278,2015-11-28,bobmcd,Bob McDougall,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2717446/square.JPG?1448844411,698,Uria aalge,Common Murre,4519,48.860197,-123.31418,,
2561521,2015-06-04,laurus_nobilis,Lauren Magner,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2853647/square.png?1452142006,21,Selasphorus rufus,Rufous Hummingbird,6363,48.890067,-123.347379,,
2561814,2015-07-02,laurus_nobilis,Lauren Magner,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2854098/square.jpg?1452151728,174,Vireo gilvus,Warbling Vireo,17394,48.933101,-123.483238,,
2562503,2015-12-20,chlorophilia,Andrew Simon,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2854992/square.png?1452191483,174,Phalacrocorax auritus,Double-crested Cormorant,4265,48.876074,-123.314667,,
2562745,2015-12-20,chlorophilia,Andrew Simon,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2855341/square.png?1452197719,174,Phalacrocorax pelagicus,Pelagic Cormorant,4283,48.87613,-123.315182,,
2562765,2015-12-20,chlorophilia,Andrew Simon,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2855380/square.jpg?1452198661,349,Brachyramphus marmoratus,Marbled Murrelet,4531,48.874448,-123.390198,,
2563384,2015-12-20,chlorophilia,Andrew Simon,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2856223/square.png?1452212374,349,Haliaeetus leucocephalus,Bald Eagle,5305,48.861568,-123.3284,,
2563589,2015-06-05,laurus_nobilis,Lauren Magner,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2856505/square.png?1452217703,48,Rhionaeschna multicolor,Blue-eyed Darner,67737,48.930063,-123.475084,,
2565000,2015-02-15,chlorophilia,Andrew Simon,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2858583/square.JPG?1452280944,174,Junco hyemalis,Dark-eyed Junco,10094,48.929954,-123.475599,,
2565228,2015-02-12,laurus_nobilis,Lauren Magner,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2858978/square.png?1452288198,27,Phoca vitulina,Harbor Seal,41708,48.931184,-123.481178,,
2565259,2015-02-12,laurus_nobilis,Lauren Magner,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2859048/square.png?1452288883,698,Corvus corax,Common Raven,8010,48.931748,-123.468475,,
2565277,2016-01-08,chlorophilia,Andrew Simon,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2859128/square.jpg?1452290551,5,Poecile rufescens,Chestnut-backed Chickadee,144820,48.87916,-123.319602,,
2565578,2015-02-15,chlorophilia,Andrew Simon,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2859538/square.JPG?1452295031,349,Haliaeetus leucocephalus,Bald Eagle,5305,48.930079,-123.482552,,
2565604,2015-02-12,laurus_nobilis,Lauren Magner,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2859558/square.png?1452295398,349,Melospiza melodia,Song Sparrow,9100,48.93592,-123.478432,,
2565720,2015-02-12,laurus_nobilis,Lauren Magner,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2859709/square.JPG?1452300446,174,Ovis aries,Domestic Sheep,121578,48.933214,-123.479462,,
2565721,2015-02-12,laurus_nobilis,Lauren Magner,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2859712/square.JPG?1452300456,87,Colaptes auratus,Northern Flicker,18236,48.929492,-123.471565,,
2565724,2015-02-12,laurus_nobilis,Lauren Magner,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2859715/square.JPG?1452300612,43,Bucephala clangula,Common Goldeneye,6990,48.929295,-123.4706,,
2565729,2015-02-12,laurus_nobilis,Lauren Magner,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2859721/square.JPG?1452300743,43,Ovis aries,Domestic Sheep,121578,48.931776,-123.472252,,
2565749,2015-02-12,laurus_nobilis,Lauren Magner,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2859748/square.JPG?1452301369,87,Buteo jamaicensis,Red-tailed Hawk,5212,48.929013,-123.469462,,
2565768,2015-02-12,laurus_nobilis,Lauren Magner,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2859772/square.JPG?1452301706,174,Dermasterias imbricata,Leather Star,63382,48.924078,-123.462381,,
2566234,2015-02-22,chlorophilia,Andrew Simon,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2860482/square.JPG?1452318723,118,Diplolepis rosae,Mossy Rose Gall Wasp,205320,48.929887,-123.475685,,
2566293,2015-02-22,chlorophilia,Andrew Simon,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2860575/square.JPG?1452320829,148,Turdus migratorius,American Robin,12727,48.930282,-123.474655,,
2566420,2015-03-04,chlorophilia,Andrew Simon,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2860810/square.JPG?1452330782,174,Turdus migratorius,American Robin,12727,48.930338,-123.476372,,
2566626,2015-03-04,chlorophilia,Andrew Simon,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2860987/square.JPG?1452338899,43,Branta canadensis,Canada Goose,7089,48.929238,-123.4706,,
2567596,2015-04-04,chlorophilia,Andrew Simon,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2862544/square.JPG?1452376142,148,Nucella lamellosa,Wrinkled Purple,117641,48.929515,-123.475685,,
2567683,2015-04-04,chlorophilia,Andrew Simon,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2862678/square.JPG?1452378041,174,Cathartes aura,Turkey Vulture,4756,48.929109,-123.470106,,
2569352,2015-05-04,laurus_nobilis,Lauren Magner,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2865005/square.JPG?1452410076,60,Rana aurora,Northern Red-legged Frog,25545,48.932932,-123.48165,,
2569427,2015-03-24,laurus_nobilis,Lauren Magner,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2865117/square.jpg?1452413239,87,Brachypalpus alopex,Bumblebee Catkin Fly,871285,48.871829,-123.311663,,
2569448,2015-03-24,laurus_nobilis,Lauren Magner,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2865156/square.JPG?1452414397,174,Thamnophis ordinoides,Northwestern Garter Snake,28389,48.876683,-123.322735,,
2573645,2015-02-12,laurus_nobilis,Lauren Magner,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2871670/square.JPG?1452558142,698,Buteo jamaicensis,Red-tailed Hawk,5212,48.928364,-123.466415,,
2575088,2015-03-27,laurus_nobilis,Lauren Magner,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2873641/square.JPG?1452597165,87,Odocoileus hemionus columbianus,Columbian Black-tailed Deer,42221,48.930845,-123.479247,,
2575134,2015-03-27,laurus_nobilis,Lauren Magner,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2873685/square.png?1452600315,87,Rana aurora,Northern Red-legged Frog,25545,48.933298,-123.479934,,
2580645,2015-08-28,chlorophilia,Andrew Simon,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2880823/square.JPG?1452760887,174,Anthopleura elegantissima,Aggregating Anemone,52564,48.93,-123.475857,,
2580652,2015-08-28,chlorophilia,Andrew Simon,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2880832/square.JPG?1452761026,174,Anoplarchus purpurescens,High Cockscomb,67316,48.93,-123.475857,,
2580662,2015-08-28,chlorophilia,Andrew Simon,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2880850/square.JPG?1452761553,174,Chthamalus dalli,Little Brown Barnacle,129910,48.93,-123.475857,,
2580668,2015-08-28,chlorophilia,Andrew Simon,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2880859/square.JPG?1452761926,174,Mytilus edulis,Blue Mussel Complex,1108240,48.93,-123.475857,,
2580675,2015-08-28,chlorophilia,Andrew Simon,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2880873/square.JPG?1452762362,174,Balanus glandula,Pacific Acorn Barnacle,81610,48.93,-123.475857,,
2580697,2015-08-28,chlorophilia,Andrew Simon,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2880914/square.JPG?1452763668,87,Hemigrapsus oregonensis,Yellow Shore Crab,69170,48.929379,-123.475771,,
2580700,2015-08-28,chlorophilia,Andrew Simon,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2880920/square.JPG?1452763827,87,Pisaster ochraceus,Ochre Sea Star,49699,48.929379,-123.475771,,
2583331,2013-08-10,felixerhard,,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2884811/square.JPG?1452869358,2,Rosalia funebris,Banded Alder Borer,51866,48.879249,-123.319325,,
2583353,2013-04-06,felixerhard,,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2884851/square.JPG?1452870369,162,Ariolimax columbianus,Pacific Banana Slug,47776,48.959195,-123.50888,,
2583362,2013-04-06,felixerhard,,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2884864/square.JPG?1452870722,374,Lontra canadensis,North American River Otter,41777,48.96798,-123.521476,,
2588053,2015-03-26,chlorophilia,Andrew Simon,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2891929/square.JPG?1453007795,87,Monadenia fidelis,Pacific Sideband,62803,48.931781,-123.482165,,
2588502,2013-05-10,felixerhard,,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2892654/square.JPG?1453038937,5,Thamnophis elegans vagrans,Wandering Garter Snake,28403,49.014145,-123.573657,,
2589256,2015-03-13,laurus_nobilis,Lauren Magner,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2893760/square.JPG?1453063035,160,Rana aurora,Northern Red-legged Frog,25545,48.929887,-123.467703,,
2599298,2015-08-05,chlorophilia,Andrew Simon,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2902195/square.JPG?1453225434,174,Anthopleura elegantissima,Aggregating Anemone,52564,48.929729,-123.475943,,
2599301,2015-08-05,chlorophilia,Andrew Simon,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2902202/square.JPG?1453225578,174,Balanus glandula,Pacific Acorn Barnacle,81610,48.929729,-123.475943,,
2599327,2015-08-05,chlorophilia,Andrew Simon,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2902233/square.JPG?1453226193,174,Cancer productus,Red Rock Crab,47826,48.929729,-123.475943,,
2599512,2015-08-05,chlorophilia,Andrew Simon,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2902497/square.JPG?1453232724,174,Mytilus edulis,Blue Mussel Complex,1108240,48.92956,-123.475943,,
2599932,2015-08-05,chlorophilia,Andrew Simon,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2903147/square.JPG?1453245558,87,Diplolepis rosae,Mossy Rose Gall Wasp,205320,48.930654,-123.475256,,
2599951,2015-08-05,chlorophilia,Andrew Simon,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2903182/square.JPG?1453246115,43,Odocoileus hemionus columbianus,Columbian Black-tailed Deer,42221,48.930975,-123.469741,,
2603520,2016-01-20,chlorophilia,Andrew Simon,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2908274/square.JPG?1453359120,294,Ardea herodias,Great Blue Heron,4956,48.863281,-123.349042,,
2604241,2013-05-06,felixerhard,,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2908726/square.JPG?1453379760,21,Branta canadensis,Canada Goose,7089,48.929336,-123.47569,,
2605370,2015-03-21,laurus_nobilis,Lauren Magner,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2910269/square.JPG?1453418691,349,Pseudacris regilla,Northern Pacific Tree Frog,24259,48.932988,-123.485126,,
2615167,2016-01-24,laurus_nobilis,Lauren Magner,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2925199/square.JPG?1453703691,61,Sphyrapicus ruber,Red-breasted Sapsucker,18464,48.983273,-123.556452,,
2615172,2016-01-24,laurus_nobilis,Lauren Magner,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2925213/square.JPG?1453703948,61,Monadenia fidelis,Pacific Sideband,62803,48.983273,-123.556452,,
2624999,2015-05-28,laurus_nobilis,Lauren Magner,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2939607/square.JPG?1454009712,174,Thamnophis ordinoides,Northwestern Garter Snake,28389,48.924135,-123.459978,,
2628125,2013-04-06,felixerhard,,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2944065/square.JPG?1454097990,43,Ardea herodias,Great Blue Heron,4956,48.885728,-123.320437,,
2629725,2015-05-28,laurus_nobilis,Lauren Magner,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2946368/square.JPG?1454132199,87,Odocoileus hemionus columbianus,Columbian Black-tailed Deer,42221,48.930789,-123.475771,,
2635114,2010-11-13,sherastreet,,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2954153/square.jpg?1454294632,87,Lontra canadensis,North American River Otter,41777,48.920328,-123.45058,,
2635133,2003-07-30,sherastreet,,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2954177/square.JPG?1454295324,21,Selasphorus rufus,Rufous Hummingbird,6363,48.920331,-123.450633,,
2635141,2009-10-15,sherastreet,,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2954185/square.JPG?1454295435,21,Pseudacris regilla,Northern Pacific Tree Frog,24259,48.920331,-123.450633,,
2635143,2009-07-08,sherastreet,,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2954187/square.JPG?1454295587,21,Clinocardium nuttallii,Nuttall's Cockle,69925,48.920331,-123.450633,,
2635155,2009-07-08,sherastreet,,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2954201/square.JPG?1454295884,21,Pisaster ochraceus,Ochre Sea Star,49699,48.920331,-123.450633,,
2635218,2009-07-08,sherastreet,,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2954297/square.JPG?1454296925,21,Pisaster ochraceus,Ochre Sea Star,49699,48.920301,-123.450676,,
2635227,2010-10-26,sherastreet,,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2954317/square.JPG?1454297177,27,Ardea herodias,Great Blue Heron,4956,48.920386,-123.450623,,
2635233,2007-01-10,sherastreet,,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2954324/square.JPG?1454297323,27,Branta canadensis,Canada Goose,7089,48.920386,-123.450623,,
2635258,2006-09-04,sherastreet,,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2954368/square.png?1454297748,39,Lontra canadensis,North American River Otter,41777,48.920358,-123.450698,,
2635269,2010-11-13,sherastreet,,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2954380/square.jpg?1454297873,39,Lontra canadensis,North American River Otter,41777,48.920358,-123.450698,,
2635275,2006-09-04,sherastreet,,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2954392/square.png?1454297938,39,Lontra canadensis,North American River Otter,41777,48.920358,-123.450698,,
2635284,2010-11-13,sherastreet,,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2954403/square.jpg?1454298027,39,Lontra canadensis,North American River Otter,41777,48.920358,-123.450698,,
2635292,2009-05-02,sherastreet,,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2954412/square.JPG?1454298115,39,Branta canadensis,Canada Goose,7089,48.920358,-123.450698,,
2635593,2009-05-03,sherastreet,,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2954876/square.JPG?1454302885,21,Ardea herodias,Great Blue Heron,4956,48.92028,-123.450623,,
2635597,2009-05-03,sherastreet,,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2954885/square.JPG?1454302985,21,Thamnophis ordinoides,Northwestern Garter Snake,28389,48.92028,-123.450623,,
2635602,2007-11-03,sherastreet,,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2954889/square.jpg?1454303034,21,Taricha granulosa,Rough-skinned Newt,27826,48.92028,-123.450623,,
2635607,2007-11-03,sherastreet,,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2954919/square.jpg?1454303325,21,Aeshna palmata,Paddle-tailed Darner,67726,48.92028,-123.450623,,
2644709,2016-02-04,kriskrug,KK,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2968080/square.jpg?1454612900,,Bucephala islandica,Barrow's Goldeneye,6994,48.8778383333,-123.3166283333,,
2644712,2016-02-04,kriskrug,KK,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2968085/square.jpg?1454612886,,Anas platyrhynchos,Mallard,6930,48.8777466667,-123.3169633333,,
2647989,2014-11-30,laurus_nobilis,Lauren Magner,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2973475/square.JPG?1454718125,174,Melospiza melodia,Song Sparrow,9100,48.929379,-123.474913,,
2647994,2014-11-30,laurus_nobilis,Lauren Magner,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2973483/square.JPG?1454718451,174,Haliaeetus leucocephalus,Bald Eagle,5305,48.929379,-123.474913,,
2661912,2016-02-09,chlorophilia,Andrew Simon,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2992791/square.JPG?1455061850,19,Junco hyemalis,Dark-eyed Junco,10094,48.881589,-123.360746,,
2661928,2016-02-09,chlorophilia,Andrew Simon,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2992816/square.JPG?1455062124,19,Pipilo maculatus,Spotted Towhee,9420,48.881589,-123.360746,,
2661979,2016-02-09,chlorophilia,Andrew Simon,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2992887/square.JPG?1455063121,21,Poecile rufescens,Chestnut-backed Chickadee,144820,48.881591,-123.360788,,
2663679,2015-03-28,laurus_nobilis,Lauren Magner,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/2993881/square.JPG?1455078616,149,Monadenia fidelis,Pacific Sideband,62803,48.92921,-123.475256,,
2677173,2015-06-21,bridgetspencer,Bridget Spencer,research,false,https://static.inaturalist.org/photos/2952607/square.jpg?1454269249,598,Piranga ludoviciana,Western Tanager,9919,48.866716,-123.323987,,
2677178,2015-06-20,bridgetspencer,Bridget Spencer,research,false,https://static.inaturalist.org/photos/2962842/square.jpg?1454475131,87,Pandion haliaetus,Osprey,116999,48.871405,-123.313637,,
2677190,2015-06-20,bridgetspencer,Bridget Spencer,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/3008322/square.JPG?1455385617,87,Megaceryle alcyon,Belted Kingfisher,2548,48.871292,-123.313336,,
2677208,2015-06-21,bridgetspencer,Bridget Spencer,research,false,https://static.inaturalist.org/photos/3008348/square.jpg?1455385934,698,Ardea herodias,Great Blue Heron,4956,48.893841,-123.396034,,
2677221,2015-06-19,bridgetspencer,Bridget Spencer,research,false,https://static.inaturalist.org/photos/3008364/square.jpg?1455386329,87,Sphyrapicus ruber,Red-breasted Sapsucker,18464,48.871603,-123.315697,,
2679295,2016-02-13,chlorophilia,Andrew Simon,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/3010427/square.JPG?1455416018,87,Bucephala islandica,Barrow's Goldeneye,6994,48.89774,-123.409209,,
2679331,2016-02-13,chlorophilia,Andrew Simon,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/3010495/square.JPG?1455416548,148,Haematopus bachmani,Black Oystercatcher,4838,48.896806,-123.410733,,
