observed_on,user_login,created_at,quality_grade,url,image_url,latitude,longitude,positional_accuracy,private_latitude,private_longitude,taxon_geoprivacy,coordinates_obscured,scientific_name
2020-06-08,jgrant,2020-06-10 22:53:29 UTC,research,https://www.inaturalist.org/observations/49173154,https://static.inaturalist.org/photos/78053982/medium.jpg?1591829615,48.896775,-123.40238,3082,,,open,FALSE,Lontra canadensis
2016-02-07,divemaster,2016-03-10 02:49:15 UTC,research,http://www.inaturalist.org/observations/2763457,https://static.inaturalist.org/photos/3127728/medium.jpg?1457578159,49.002339,-123.591042,697,,,,FALSE,Lopholithodes mandtii
2016-02-07,divemaster,2016-03-10 02:53:19 UTC,research,http://www.inaturalist.org/observations/2763473,https://static.inaturalist.org/photos/3127753/medium.jpg?1457578403,49.002339,-123.591042,697,,,,FALSE,Lopholithodes mandtii
2015-01-01,divemaster,2016-03-18 03:04:39 UTC,research,http://www.inaturalist.org/observations/2797301,https://static.inaturalist.org/photos/3175068/medium.jpg?1458270281,49.013802,-123.590012,1137,,,,FALSE,Lopholithodes mandtii
2015-05-16,divemaster,2016-03-31 00:00:07 UTC,research,http://www.inaturalist.org/observations/2854845,https://static.inaturalist.org/photos/3256960/medium.jpg?1459382416,48.964565,-123.554564,174,,,,FALSE,Lopholithodes mandtii
2016-04-08,hermissenda,2016-04-10 03:39:17 UTC,research,http://www.inaturalist.org/observations/2909657,https://static.inaturalist.org/photos/3329220/medium.jpg?1460259560,48.940887,-123.502979,,,,,FALSE,Lophopanopeus bellus
2016-08-17,chlorophilia,2016-08-18 05:43:12 UTC,research,http://www.inaturalist.org/observations/3910112,https://static.inaturalist.org/photos/4596863/medium.jpg?1471495925,48.8817316343,-123.397064209,2757,,,,FALSE,Lophopanopeus bellus
2016-08-17,rolandobio,2016-09-03 01:13:47 UTC,research,http://www.inaturalist.org/observations/4021642,https://static.inaturalist.org/photos/4751788/medium.jpg?1472864592,48.8792480547,-123.4059906006,244,,,,FALSE,Lophopanopeus bellus
2019-08-29,chlorophilia,2019-09-02 23:54:08 UTC,research,https://www.inaturalist.org/observations/32022400,https://static.inaturalist.org/photos/50179811/medium.jpeg?1567467155,48.8987815432,-123.4087401307,73,,,,FALSE,Lophopanopeus bellus
2016-09-01,chlorophilia,2016-09-02 12:41:02 UTC,research,http://www.inaturalist.org/observations/4017022,https://static.inaturalist.org/photos/4745326/medium.jpeg?1472820068,48.899958,-123.407788,36,,,,FALSE,Lottia digitalis
2019-05-04,norah_brown,2019-05-04 16:19:07 UTC,research,https://www.inaturalist.org/observations/24518704,https://static.inaturalist.org/photos/37913284/medium.jpeg?1556986762,48.8723427057,-123.3106863499,2,,,,FALSE,Lottia digitalis
2019-05-04,kmfret,2019-05-07 19:38:17 UTC,research,https://www.inaturalist.org/observations/24746143,https://static.inaturalist.org/photos/38266448/medium.jpeg?1557256407,48.8883519111,-123.3915588002,402,,,,FALSE,Lottia digitalis
2017-04-10,chlorophilia,2017-04-11 07:05:58 UTC,research,https://www.inaturalist.org/observations/5646967,https://static.inaturalist.org/photos/6986592/medium.jpeg?1491881056,48.9063528509,-123.3569812775,70,,,,FALSE,Lottia pelta
2019-05-05,joanseptembre,2019-05-08 05:52:17 UTC,research,https://www.inaturalist.org/observations/24771927,https://static.inaturalist.org/photos/38309541/medium.jpeg?1557292628,48.8846196983,-123.3211322311,39,,,,FALSE,Lottia pelta
2019-05-04,dmetzger,2019-05-22 22:56:33 UTC,research,https://www.inaturalist.org/observations/25587530,https://static.inaturalist.org/photos/39648771/medium.jpg?1558565801,49.0138281914,-123.5713963191,53,,,,FALSE,Lottia persona
2015-08-28,laurus_nobilis,2016-07-24 03:46:57 UTC,research,http://www.inaturalist.org/observations/3735052,https://static.inaturalist.org/photos/4340374/medium.jpeg?1469332021,48.929413,-123.475513,58,,,,FALSE,Lottia persona
2016-08-21,tyrelfroese,2016-08-31 23:40:07 UTC,research,http://www.inaturalist.org/observations/4005039,https://static.inaturalist.org/photos/4730646/medium.jpeg?1472686811,49.012837,-123.576096,87,,,,FALSE,Lottia persona
2016-09-01,chlorophilia,2016-09-02 13:15:24 UTC,research,http://www.inaturalist.org/observations/4017175,https://static.inaturalist.org/photos/4745464/medium.jpg?1472822127,48.876339,-123.31818,78,,,,FALSE,Lottia persona
2019-05-04,kmfret,2019-05-07 19:38:16 UTC,research,https://www.inaturalist.org/observations/24746142,https://static.inaturalist.org/photos/38266406/medium.jpeg?1557256380,48.8883519111,-123.3915588002,402,,,,FALSE,Lottia persona
2014-06-24,michael_butler,2020-02-18 01:28:27 UTC,research,https://www.inaturalist.org/observations/38778846,https://static.inaturalist.org/photos/61685408/medium.jpeg?1581989187,48.8824191982,-123.3164360243,61,,,,FALSE,Lottia persona
2020-06-08,jgrant,2020-06-10 22:55:57 UTC,research,https://www.inaturalist.org/observations/49173378,https://static.inaturalist.org/photos/78054328/medium.jpg?1591829764,48.8974708165,-123.4031101435,22,,,,FALSE,Lottia persona
2016-08-21,tyrelfroese,2016-08-31 23:27:59 UTC,research,http://www.inaturalist.org/observations/4004998,https://static.inaturalist.org/photos/4730589/medium.jpeg?1472686083,49.012837,-123.576096,87,,,,FALSE,Lottia scutum
2017-05-29,hermissenda,2017-08-25 18:18:11 UTC,research,https://www.inaturalist.org/observations/7647298,https://static.inaturalist.org/photos/10005546/medium.jpg?1503684927,48.940734,-123.502739,,,,,FALSE,Lumpenus sagitta
2017-05-30,hermissenda,2017-08-25 18:18:07 UTC,research,https://www.inaturalist.org/observations/7647286,https://static.inaturalist.org/photos/10005433/medium.jpg?1503684535,48.940734,-123.501409,,,,,FALSE,Lumpenus sagitta
2008-05-24,jackson_chu,2017-10-24 18:55:54 UTC,research,https://www.inaturalist.org/observations/8533887,https://static.inaturalist.org/photos/11398013/medium.jpg?1508871108,48.91816774,-123.3682250977,3906,,,,FALSE,Lyopsetta exilis
2008-05-24,jackson_chu,2017-10-24 18:55:54 UTC,research,https://www.inaturalist.org/observations/8533888,https://static.inaturalist.org/photos/11398012/medium.jpg?1508871105,48.923040683,-123.3737182617,1953,,,open,FALSE,Lyopsetta exilis
2016-08-17,chlorophilia,2016-08-18 05:43:09 UTC,research,http://www.inaturalist.org/observations/3910109,https://static.inaturalist.org/photos/4596826/medium.jpeg?1471495549,48.8817316343,-123.397064209,2757,,,,FALSE,Macoma brota
2016-08-21,tyrelfroese,2016-09-01 00:34:35 UTC,research,http://www.inaturalist.org/observations/4005328,https://static.inaturalist.org/photos/4731099/medium.jpeg?1472690079,49.012457,-123.573725,87,,,,FALSE,Macoma nasuta
2016-08-17,chlorophilia,2016-08-18 05:42:36 UTC,research,http://www.inaturalist.org/observations/3910078,https://static.inaturalist.org/photos/4596515/medium.jpeg?1471493298,48.8681993353,-123.3871078491,122,,,,FALSE,Magallana gigas
2016-08-17,chlorophilia,2016-08-18 05:42:38 UTC,research,http://www.inaturalist.org/observations/3910079,https://static.inaturalist.org/photos/4596523/medium.jpeg?1471493344,48.8685380874,-123.3871078491,122,,,,FALSE,Magallana gigas
2016-08-17,chlorophilia,2016-08-18 05:42:45 UTC,research,http://www.inaturalist.org/observations/3910087,https://static.inaturalist.org/photos/4596633/medium.jpeg?1471494015,48.8685380874,-123.3871078491,122,,,,FALSE,Magallana gigas
2018-10-20,sunfishmoonlight,2018-10-28 16:11:44 UTC,research,https://www.inaturalist.org/observations/17905844,https://static.inaturalist.org/photos/27349011/medium.jpg?1540743109,48.9706883333,-123.559455,5,,,,FALSE,Magallana gigas
2019-03-16,grrrace,2019-03-18 06:42:33 UTC,research,https://www.inaturalist.org/observations/21351380,https://static.inaturalist.org/photos/33023400/medium.jpg?1552891364,49.0127416667,-123.5736466667,5,,,,FALSE,Magallana gigas
2019-04-14,joanseptembre,2019-04-18 03:31:13 UTC,research,https://www.inaturalist.org/observations/22642577,https://static.inaturalist.org/photos/35083861/medium.jpeg?1555558207,48.8797056422,-123.3234955985,22,,,,FALSE,Magallana gigas
2019-04-27,chlorophilia,2019-05-01 06:04:44 UTC,research,https://www.inaturalist.org/observations/24259227,https://static.inaturalist.org/photos/37512072/medium.jpeg?1556687782,49.01243,-123.5721966667,,,,,FALSE,Magallana gigas
2019-05-04,norah_brown,2019-05-04 18:53:44 UTC,research,https://www.inaturalist.org/observations/24529231,https://static.inaturalist.org/photos/37928866/medium.jpeg?1556996037,48.90008019,-123.40806431,4,,,,FALSE,Magallana gigas
2019-05-04,dmetzger,2019-05-06 00:11:45 UTC,research,https://www.inaturalist.org/observations/24633477,https://static.inaturalist.org/photos/38089376/medium.jpg?1557101510,49.0125244269,-123.5721159417,68,,,,FALSE,Magallana gigas
2019-05-04,genevievereynolds,2019-05-06 16:23:51 UTC,research,https://www.inaturalist.org/observations/24672782,https://static.inaturalist.org/photos/38151846/medium.jpg?1557159351,48.8999027778,-123.4074166667,6,,,,FALSE,Magallana gigas
2019-05-05,genevievereynolds,2019-05-07 00:11:55 UTC,research,https://www.inaturalist.org/observations/24701255,https://static.inaturalist.org/photos/38194112/medium.jpg?1557185348,48.8968472222,-123.4062638889,16,,,,FALSE,Magallana gigas
2019-05-05,joanseptembre,2019-05-08 05:52:22 UTC,research,https://www.inaturalist.org/observations/24771935,https://static.inaturalist.org/photos/38309564/medium.jpeg?1557292689,48.8846196983,-123.3211322311,39,,,,FALSE,Magallana gigas
2019-05-04,aimeepelletier,2019-05-16 04:24:54 UTC,research,https://www.inaturalist.org/observations/25199674,https://static.inaturalist.org/photos/39009101/medium.jpg?1557980696,48.8999644714,-123.4078701587,5,,,,FALSE,Magallana gigas
2019-05-05,johndreynolds,2019-05-23 01:32:20 UTC,research,https://www.inaturalist.org/observations/25595361,https://static.inaturalist.org/photos/39659651/medium.jpg?1558573576,48.9642,-123.5150083333,5,,,,FALSE,Magallana gigas
2019-05-05,johndreynolds,2019-05-24 03:38:02 UTC,research,https://www.inaturalist.org/observations/25657028,https://static.inaturalist.org/photos/39763276/medium.jpg?1558667262,48.8994666667,-123.4077138889,6,,,,FALSE,Magallana gigas
2019-05-05,johndreynolds,2019-05-24 03:38:04 UTC,research,https://www.inaturalist.org/observations/25657032,https://static.inaturalist.org/photos/39763465/medium.jpg?1558667416,48.8964777778,-123.4060833333,52,,,,FALSE,Magallana gigas
2019-05-05,johndreynolds,2019-05-24 03:38:06 UTC,research,https://www.inaturalist.org/observations/25657037,https://static.inaturalist.org/photos/39763674/medium.jpg?1558667589,48.8994972222,-123.4077833333,7,,,,FALSE,Magallana gigas
2020-02-08,ssilverman,2020-02-09 16:38:41 UTC,research,https://www.inaturalist.org/observations/38469142,https://static.inaturalist.org/photos/61143122/medium.jpg?1581266376,48.8953941075,-123.4101806427,32,,,,FALSE,Magallana gigas
2020-02-24,laurus_nobilis,2020-02-25 04:47:30 UTC,research,https://www.inaturalist.org/observations/39195660,https://static.inaturalist.org/photos/62150739/medium.jpeg?1582605528,48.8995340968,-123.407793411,71,,,,FALSE,Magallana gigas
2017-05-14,fmgee,2017-05-15 18:50:54 UTC,research,https://www.inaturalist.org/observations/6223678,https://static.inaturalist.org/photos/7819161/medium.jpeg?1494873585,48.9294356828,-123.4756422043,8,,,,FALSE,Margarites pupillus
2017-05-27,hermissenda,2017-08-25 19:21:41 UTC,research,https://www.inaturalist.org/observations/7648043,https://static.inaturalist.org/photos/10006772/medium.jpg?1503688453,48.941184,-123.502783,,,,,FALSE,Margarites pupillus
2016-04-07,hermissenda,2016-04-10 00:29:55 UTC,research,http://www.inaturalist.org/observations/2908642,https://static.inaturalist.org/photos/3327767/medium.jpg?1460248431,48.940652,-123.501685,,,,,FALSE,Marsenina stearnsii
2018-08-01,chlorophilia,2018-08-02 06:13:02 UTC,research,https://www.inaturalist.org/observations/15038969,https://static.inaturalist.org/photos/22447275/medium.jpeg?1533189567,48.9005555556,-123.4070722222,,,,,FALSE,Megalorchestia pugettensis
2017-06-06,chlorophilia,2017-06-07 05:58:22 UTC,research,http://inaturalist.ca/observations/6532303,https://static.inaturalist.org/photos/8276707/medium.jpg?1496815103,48.860847,-123.341703,576,,,open,FALSE,Megaptera novaeangliae
2018-06-14,kevintoo,2018-06-14 20:21:22 UTC,research,https://www.inaturalist.org/observations/13431794,https://static.inaturalist.org/photos/19710017/medium.jpg?1529007680,48.862416,-123.337197,174,,,open,FALSE,Megaptera novaeangliae
2019-07-11,kcullen,2019-07-12 15:06:34 UTC,research,https://www.inaturalist.org/observations/28673317,https://static.inaturalist.org/photos/44712470/medium.jpg?1562943779,48.8822639,-123.3510011,14967,,,open,FALSE,Megaptera novaeangliae
2019-10-31,chlorophilia,2019-11-06 05:43:39 UTC,research,https://www.inaturalist.org/observations/35359202,https://static.inaturalist.org/photos/55748745/medium.jpeg?1573018611,49.0073245103,-123.5957240704,404,,,open,FALSE,Megaptera novaeangliae
2018-05-29,hermissenda,2018-05-29 23:14:56 UTC,research,https://www.inaturalist.org/observations/12938503,https://static.inaturalist.org/photos/18802097/medium.jpg?1527635440,48.9404278861,-123.5020684001,10,,,,FALSE,Melanochlamys diomedea
2013-08-20,hermissenda,2016-07-19 20:59:22 UTC,research,http://www.inaturalist.org/observations/3705621,https://static.inaturalist.org/photos/4302960/medium.jpg?1468961381,48.9387348,-123.4969645,,,,,FALSE,Melibe leonina
2006-10-06,jroderick,2018-12-28 20:06:52 UTC,research,https://www.inaturalist.org/observations/19274280,https://static.inaturalist.org/photos/29621616/medium.jpg?1546027319,48.8969627214,-123.4043709528,61,,,,FALSE,Melibe leonina
2019-05-04,norah_brown,2019-05-04 19:46:04 UTC,research,https://www.inaturalist.org/observations/24532981,https://static.inaturalist.org/photos/37934649/medium.jpeg?1556999172,48.9002376795,-123.4069240093,3,,,,FALSE,Melibe leonina
2019-05-04,emadam,2019-05-06 22:51:04 UTC,research,https://www.inaturalist.org/observations/24696520,https://static.inaturalist.org/photos/38190294/medium.jpg?1557183038,48.899975,-123.408681,,,,,FALSE,Melibe leonina
2019-05-04,aimeepelletier,2019-05-16 04:23:39 UTC,research,https://www.inaturalist.org/observations/25199633,https://static.inaturalist.org/photos/39009024/medium.jpg?1557980620,48.9001500048,-123.4069942498,10,,,,FALSE,Melibe leonina
2019-08-29,chlorophilia,2019-09-02 23:53:19 UTC,research,https://www.inaturalist.org/observations/32022346,https://static.inaturalist.org/photos/50178330/medium.jpeg?1567466327,48.9002239594,-123.4081968786,50,,,,FALSE,Melibe leonina
2019-08-04,chlorophilia,2019-08-05 01:52:08 UTC,research,https://www.inaturalist.org/observations/30217323,https://static.inaturalist.org/photos/72795036/medium.jpg?1589483524,48.9408188111,-123.5031912503,15,,,,FALSE,Membranipora villosa
2016-02-07,divemaster,2016-03-10 02:49:49 UTC,research,http://www.inaturalist.org/observations/2763458,https://static.inaturalist.org/photos/3127729/medium.jpg?1457578193,49.002339,-123.591042,697,,,,FALSE,Mesocentrotus franciscanus
2013-10-13,divemaster,2016-04-19 20:10:46 UTC,research,http://www.inaturalist.org/observations/2975842,https://static.inaturalist.org/photos/3419904/medium.jpg?1461096649,48.940211,-123.502679,184,,,,FALSE,Mesocentrotus franciscanus
2013-10-13,divemaster,2016-04-19 20:11:27 UTC,research,http://www.inaturalist.org/observations/2975853,https://static.inaturalist.org/photos/3419931/medium.jpg?1461096693,48.940211,-123.502679,184,,,,FALSE,Mesocentrotus franciscanus
2013-10-13,divemaster,2016-04-19 20:14:01 UTC,research,http://www.inaturalist.org/observations/2975872,https://static.inaturalist.org/photos/3419969/medium.jpg?1461096848,48.940211,-123.502679,184,,,,FALSE,Mesocentrotus franciscanus
2013-10-13,divemaster,2016-04-19 20:24:59 UTC,research,http://www.inaturalist.org/observations/2975984,https://static.inaturalist.org/photos/3420112/medium.jpg?1461097501,48.940211,-123.502679,184,,,,FALSE,Mesocentrotus franciscanus
2013-07-23,hermissenda,2016-09-02 03:30:30 UTC,research,http://www.inaturalist.org/observations/4015169,https://static.inaturalist.org/photos/4742141/medium.jpg?1472786931,48.978977658,-123.5685653659,575,,,,FALSE,Mesocentrotus franciscanus
2019-05-04,imcote,2019-05-08 17:29:48 UTC,research,https://www.inaturalist.org/observations/24792555,https://static.inaturalist.org/photos/38342885/medium.jpeg?1557336445,48.9395912861,-123.5048467601,122,,,,FALSE,Mesocentrotus franciscanus
2019-05-05,emadam,2019-05-08 18:38:54 UTC,research,https://www.inaturalist.org/observations/24795999,https://static.inaturalist.org/photos/38348502/medium.jpeg?1557340712,48.9066408,-123.4581492,69,,,,FALSE,Mesocentrotus franciscanus
2016-07-03,activepaz,2016-07-03 20:39:43 UTC,research,http://www.inaturalist.org/observations/3613038,https://static.inaturalist.org/photos/4172063/medium.JPG?1467578386,48.884828,-123.321018,74,,,,FALSE,Metacarcinus gracilis
2016-08-17,chlorophilia,2016-08-18 05:42:46 UTC,research,http://www.inaturalist.org/observations/3910088,https://static.inaturalist.org/photos/4596650/medium.jpeg?1471494095,48.8685380874,-123.3871078491,122,,,,FALSE,Metacarcinus gracilis
2016-05-06,hermissenda,2016-08-25 04:04:43 UTC,research,http://www.inaturalist.org/observations/3958200,https://static.inaturalist.org/photos/4665645/medium.jpg?1472097771,48.9410374619,-123.5015773738,244,,,,FALSE,Metacarcinus gracilis
2017-05-30,hermissenda,2017-08-25 18:18:11 UTC,research,https://www.inaturalist.org/observations/7647296,https://static.inaturalist.org/photos/10005547/medium.jpg?1503684928,48.940283,-123.501066,,,,,FALSE,Metacarcinus gracilis
2017-05-27,hermissenda,2017-08-26 17:58:24 UTC,research,https://www.inaturalist.org/observations/7660201,https://static.inaturalist.org/photos/10026932/medium.jpg?1503770047,48.9399866299,-123.5020526032,179,,,,FALSE,Metacarcinus gracilis
2019-05-04,emadam,2019-05-06 22:59:35 UTC,research,https://www.inaturalist.org/observations/24696957,https://static.inaturalist.org/photos/38191103/medium.jpeg?1557183518,48.9004482845,-123.4075922337,34,,,,FALSE,Metacarcinus gracilis
2019-08-29,chlorophilia,2019-09-02 23:53:33 UTC,research,https://www.inaturalist.org/observations/32022365,https://static.inaturalist.org/photos/50178968/medium.jpeg?1567466681,48.9002239594,-123.4081968786,50,,,,FALSE,Metacarcinus gracilis
2019-08-29,chlorophilia,2019-09-02 23:54:11 UTC,research,https://www.inaturalist.org/observations/32022404,https://static.inaturalist.org/photos/50179929/medium.jpeg?1567467220,48.8987815432,-123.4087401307,73,,,,FALSE,Metacarcinus gracilis
2018-05-29,hermissenda,2018-05-31 01:27:42 UTC,research,https://www.inaturalist.org/observations/12970642,https://static.inaturalist.org/photos/18856857/medium.jpg?1527728313,48.9399486766,-123.5011028049,5,,,,FALSE,Metacarcinus magister
2018-05-29,hermissenda,2018-05-31 01:27:43 UTC,research,https://www.inaturalist.org/observations/12970644,https://static.inaturalist.org/photos/18856880/medium.jpg?1527728342,48.9403029749,-123.5011636912,8,,,,FALSE,Metacarcinus magister
2019-03-16,grrrace,2019-03-18 06:47:30 UTC,research,https://www.inaturalist.org/observations/21351486,https://static.inaturalist.org/photos/33023525/medium.jpg?1552891654,49.0127440629,-123.5730495411,149,,,,FALSE,Metacarcinus magister
2020-05-08,chlorophilia,2020-05-09 01:33:20 UTC,research,https://www.inaturalist.org/observations/45326878,https://static.inaturalist.org/photos/71867635/medium.jpeg?1588986623,48.94086123,-123.5032822441,8,,,,FALSE,Metridium farcimen
2020-05-08,chlorophilia,2020-05-09 01:33:32 UTC,research,https://www.inaturalist.org/observations/45326899,https://static.inaturalist.org/photos/71868635/medium.jpeg?1588987190,48.9405377399,-123.5009142032,32,,,,FALSE,Metridium farcimen
2017-04-30,chlorophilia,2017-05-02 05:37:37 UTC,research,https://www.inaturalist.org/observations/6047558,https://static.inaturalist.org/photos/7577726/medium.jpeg?1493700336,48.8924937991,-123.3912599087,15,,,,FALSE,Metridium senile
2019-04-14,joanseptembre,2019-04-18 03:39:25 UTC,research,https://www.inaturalist.org/observations/22642730,https://static.inaturalist.org/photos/35084066/medium.jpeg?1555558428,48.8848363098,-123.3217294102,15,,,,FALSE,Metridium senile
2019-05-05,joanseptembre,2019-05-08 05:52:24 UTC,research,https://www.inaturalist.org/observations/24771938,https://static.inaturalist.org/photos/38309579/medium.jpeg?1557292713,48.8846196983,-123.3211322311,39,,,,FALSE,Metridium senile
2019-05-05,ldietzchiasson,2019-05-11 15:33:06 UTC,research,https://www.inaturalist.org/observations/24937213,https://static.inaturalist.org/photos/38578045/medium.jpg?1557588804,48.897467712,-123.4100207874,5,,,,FALSE,Metridium senile
2019-08-29,chlorophilia,2019-09-02 23:53:54 UTC,research,https://www.inaturalist.org/observations/32022381,https://static.inaturalist.org/photos/50179392/medium.jpeg?1567466949,48.8987815432,-123.4087401307,73,,,,FALSE,Metridium senile
2020-05-08,chlorophilia,2020-05-09 01:33:15 UTC,research,https://www.inaturalist.org/observations/45326871,https://static.inaturalist.org/photos/71867354/medium.jpeg?1588986440,48.9402798406,-123.5025131443,37,,,,FALSE,Mitrocoma cellularia
2015-03-26,chlorophilia,2016-01-17 05:16:32 UTC,research,http://www.inaturalist.org/observations/2588053,https://static.inaturalist.org/photos/2891929/medium.JPG?1453007795,48.931781,-123.482165,87,,,open,FALSE,Monadenia fidelis
2016-01-24,laurus_nobilis,2016-01-25 06:39:02 UTC,research,http://www.inaturalist.org/observations/2615172,https://static.inaturalist.org/photos/2925213/medium.JPG?1453703948,48.983273,-123.556452,61,,,open,FALSE,Monadenia fidelis
2015-03-28,laurus_nobilis,2016-02-10 04:30:10 UTC,research,http://www.inaturalist.org/observations/2663679,https://static.inaturalist.org/photos/2993881/medium.JPG?1455078616,48.92921,-123.475256,149,,,open,FALSE,Monadenia fidelis
2016-03-11,chlorophilia,2016-03-12 07:51:31 UTC,research,http://www.inaturalist.org/observations/2771218,https://static.inaturalist.org/photos/3138324/medium.JPG?1457769094,48.899966,-123.406945,43,,,open,FALSE,Monadenia fidelis
2016-04-03,chlorophilia,2016-04-06 17:52:36 UTC,research,http://www.inaturalist.org/observations/2889756,https://static.inaturalist.org/photos/3303689/medium.JPG?1459965161,48.868283,-123.342605,174,,,open,FALSE,Monadenia fidelis
2016-04-22,galianotwins,2016-04-22 21:33:10 UTC,research,http://www.inaturalist.org/observations/3006328,https://static.inaturalist.org/photos/3458213/medium.jpg?1461360795,48.895771,-123.357711,174,,,open,FALSE,Monadenia fidelis
2016-04-23,laurus_nobilis,2016-04-27 03:49:48 UTC,research,http://www.inaturalist.org/observations/3041264,https://static.inaturalist.org/photos/3501368/medium.JPG?1461728992,48.867718,-123.340087,130,,,open,FALSE,Monadenia fidelis
2016-05-29,galianotwins,2016-05-30 00:51:05 UTC,research,http://www.inaturalist.org/observations/3336078,https://static.inaturalist.org/photos/3852728/medium.jpg?1464569468,48.915652,-123.426826,87,,,open,FALSE,Monadenia fidelis
2016-06-19,chlorophilia,2016-06-21 01:42:21 UTC,research,http://www.inaturalist.org/observations/3493687,https://static.inaturalist.org/photos/4063646/medium.JPG?1466473345,48.898028,-123.405991,123,,,open,FALSE,Monadenia fidelis
2016-10-23,chlorophilia,2016-10-24 09:32:34 UTC,research,http://www.inaturalist.org/observations/4425713,https://static.inaturalist.org/photos/5323775/medium.jpeg?1477301558,48.866487,-123.334789,94,,,open,FALSE,Monadenia fidelis
2016-10-25,chlorophilia,2016-10-26 07:35:35 UTC,research,http://www.inaturalist.org/observations/4438677,https://static.inaturalist.org/photos/5343231/medium.jpeg?1477467340,48.866395,-123.334484,87,,,open,FALSE,Monadenia fidelis
2017-04-29,slrtweedale,2017-04-30 15:13:19 UTC,research,https://www.inaturalist.org/observations/6022464,https://static.inaturalist.org/photos/7537024/medium.jpg?1493565161,48.8972583333,-123.3483361111,,,,open,FALSE,Monadenia fidelis
2017-05-13,fmgee,2017-05-14 15:26:19 UTC,research,https://www.inaturalist.org/observations/6206462,https://static.inaturalist.org/photos/7793768/medium.jpeg?1494775286,48.8692315813,-123.3789110184,31,,,open,FALSE,Monadenia fidelis
2017-05-13,chlorophilia,2017-05-15 06:17:18 UTC,research,https://www.inaturalist.org/observations/6217924,https://static.inaturalist.org/photos/7810991/medium.jpeg?1494826144,48.8672272929,-123.3380770683,137,,,open,FALSE,Monadenia fidelis
2017-05-18,chlorophilia,2017-05-21 07:02:52 UTC,research,https://www.inaturalist.org/observations/6298748,https://static.inaturalist.org/photos/7929760/medium.jpeg?1495347233,48.9279695282,-123.4707069397,291,,,open,FALSE,Monadenia fidelis
2017-05-28,kriskrug,2017-05-28 17:43:25 UTC,research,http://inaturalist.ca/observations/6402720,https://static.inaturalist.org/photos/8077127/medium.jpg?1495993410,48.935942071,-123.4669698194,1927,,,open,FALSE,Monadenia fidelis
2017-06-03,pdemark,2017-06-05 05:16:41 UTC,research,http://inaturalist.ca/observations/6505018,https://static.inaturalist.org/photos/8233982/medium.jpeg?1496638084,48.901551,-123.44518,483,,,open,FALSE,Monadenia fidelis
2018-02-15,kevintoo,2018-02-17 01:02:50 UTC,research,https://www.inaturalist.org/observations/9886051,https://static.inaturalist.org/photos/13552064/medium.jpg?1518829366,48.872122,-123.335073,87,,,open,FALSE,Monadenia fidelis
2018-02-16,ldietzchiasson,2018-02-19 00:15:45 UTC,research,https://www.inaturalist.org/observations/9913393,https://static.inaturalist.org/photos/13597633/medium.jpg?1518999411,48.8649965963,-123.3666361404,5,,,open,FALSE,Monadenia fidelis
2018-04-23,kevintoo,2018-04-25 21:27:27 UTC,research,https://www.inaturalist.org/observations/11432231,https://static.inaturalist.org/photos/16304730/medium.jpg?1524691645,48.875525,-123.3352805556,,,,open,FALSE,Monadenia fidelis
2018-07-01,kevintoo,2018-07-02 01:05:53 UTC,research,https://www.inaturalist.org/observations/13965765,https://static.inaturalist.org/photos/20646165/medium.jpg?1530493549,48.876939,-123.336064,349,,,open,FALSE,Monadenia fidelis
2018-08-17,chlorophilia,2018-08-18 04:09:14 UTC,research,https://www.inaturalist.org/observations/15604516,https://static.inaturalist.org/photos/23327442/medium.jpeg?1534564229,48.9480814097,-123.5021701554,30,,,open,FALSE,Monadenia fidelis
2019-04-07,kevintoo,2019-04-07 21:13:52 UTC,research,https://www.inaturalist.org/observations/22160949,https://static.inaturalist.org/photos/34309788/medium.jpg?1554671702,48.863358255,-123.326212151,12,,,open,FALSE,Monadenia fidelis
2019-05-05,bstarzomski,2019-05-05 23:14:05 UTC,research,https://www.inaturalist.org/observations/24629340,https://static.inaturalist.org/photos/38082874/medium.jpg?1557098078,48.9629133333,-123.5161216667,5,,,open,FALSE,Monadenia fidelis
2019-05-04,fmgee,2019-05-06 05:35:55 UTC,research,https://www.inaturalist.org/observations/24651336,https://static.inaturalist.org/photos/38118482/medium.jpg?1557120963,48.9152925195,-123.4251168822,285,,,open,FALSE,Monadenia fidelis
2019-05-05,bstarzomski,2019-05-06 14:16:09 UTC,research,https://www.inaturalist.org/observations/24665204,https://static.inaturalist.org/photos/38140371/medium.jpg?1557151527,48.9629138889,-123.5161222222,30,,,open,FALSE,Monadenia fidelis
2019-05-05,bstarzomski,2019-05-06 16:49:41 UTC,research,https://www.inaturalist.org/observations/24674095,https://static.inaturalist.org/photos/38153028/medium.jpg?1557160098,48.9637555556,-123.5183194444,10,,,open,FALSE,Monadenia fidelis
2019-05-05,bstarzomski,2019-05-06 16:50:18 UTC,research,https://www.inaturalist.org/observations/24674153,https://static.inaturalist.org/photos/38153425/medium.jpg?1557160382,48.9638527778,-123.5183722222,5,,,open,FALSE,Monadenia fidelis
2019-05-04,genevievereynolds,2019-05-06 17:37:14 UTC,research,https://www.inaturalist.org/observations/24676907,https://static.inaturalist.org/photos/38157103/medium.jpg?1557162841,48.9010777778,-123.4063722222,12,,,open,FALSE,Monadenia fidelis
