observed_on,user_login,created_at,quality_grade,url,image_url,latitude,longitude,positional_accuracy,private_latitude,private_longitude,taxon_geoprivacy,coordinates_obscured,scientific_name
2020-05-08,chlorophilia,2020-05-09 01:33:24 UTC,research,https://www.inaturalist.org/observations/45326890,https://static.inaturalist.org/photos/71867882/medium.jpeg?1588986755,48.9410944444,-123.5026722222,,,,,FALSE,Aequorea victoria
2016-04-08,hermissenda,2016-04-10 03:43:10 UTC,research,http://www.inaturalist.org/observations/2909670,https://static.inaturalist.org/photos/3329239/medium.jpg?1460259792,48.941028,-123.501949,87,,,,FALSE,Aglaja ocelligera
2015-05-20,hermissenda,2019-09-05 17:46:27 UTC,research,https://www.inaturalist.org/observations/32171691,https://static.inaturalist.org/photos/50432715/medium.jpg?1567705392,48.9407991279,-123.5032273755,61,,,,FALSE,Aglaja ocelligera
2015-05-20,hermissenda,2019-09-05 17:46:27 UTC,research,https://www.inaturalist.org/observations/32171693,https://static.inaturalist.org/photos/50432727/medium.jpg?1567705404,48.9407991279,-123.5032273755,61,,,,FALSE,Aglaja ocelligera
2015-05-20,hermissenda,2019-09-05 17:46:27 UTC,research,https://www.inaturalist.org/observations/32171694,https://static.inaturalist.org/photos/50432749/medium.jpg?1567705415,48.9407991279,-123.5032273755,61,,,,FALSE,Aglaja ocelligera
2015-05-20,hermissenda,2019-09-05 17:46:29 UTC,research,https://www.inaturalist.org/observations/32171697,https://static.inaturalist.org/photos/50432766/medium.jpg?1567705427,48.9407991279,-123.5032273755,61,,,,FALSE,Aglaja ocelligera
2017-06-25,hermissenda,2019-08-23 20:46:07 UTC,research,https://www.inaturalist.org/observations/31366877,https://static.inaturalist.org/photos/49085815/medium.jpg?1566592980,48.9413065043,-123.5060842378,31,,,,FALSE,Aldisa sanguinea
2017-05-26,hermissenda,2017-08-27 16:50:27 UTC,research,https://www.inaturalist.org/observations/7674348,https://static.inaturalist.org/photos/10049729/medium.jpg?1503850620,48.9411422286,-123.504986286,61,,,,FALSE,Alia carinata
2011-05-20,hermissenda,2016-09-04 00:42:54 UTC,research,http://www.inaturalist.org/observations/4028615,https://static.inaturalist.org/photos/4762503/medium.jpg?1472949647,48.940172778,-123.5022068024,31,,,,FALSE,Ammodytes personatus
2020-07-19,kevintoo,2020-07-19 22:41:12 UTC,research,https://www.inaturalist.org/observations/53663613,https://static.inaturalist.org/photos/85360196/medium.jpeg?1595198471,48.86579,-123.349729,5,,,,FALSE,Ammodytes personatus
2020-07-26,kevintoo,2020-07-27 21:19:10 UTC,research,https://www.inaturalist.org/observations/54567083,https://static.inaturalist.org/photos/86830823/medium.jpeg?1595884749,48.865622,-123.349711,43,,,,FALSE,Ammodytes personatus
2015-08-28,chlorophilia,2016-01-14 08:42:51 UTC,research,http://www.inaturalist.org/observations/2580652,https://static.inaturalist.org/photos/2880832/medium.JPG?1452761026,48.93,-123.475857,174,,,,FALSE,Anoplarchus purpurescens
2015-08-28,laurus_nobilis,2016-07-24 03:19:33 UTC,research,http://www.inaturalist.org/observations/3734809,https://static.inaturalist.org/photos/4339965/medium.jpeg?1469330376,48.929413,-123.475513,58,,,,FALSE,Anoplarchus purpurescens
2017-07-07,hermissenda,2017-07-08 15:38:18 UTC,research,https://www.inaturalist.org/observations/6967289,https://static.inaturalist.org/photos/8912488/medium.jpg?1499528239,48.9402414,-123.5043485,220,,,,FALSE,Anoplarchus purpurescens
2017-05-30,hermissenda,2017-08-25 18:18:08 UTC,research,https://www.inaturalist.org/observations/7647287,https://static.inaturalist.org/photos/10005464/medium.jpg?1503684664,48.940452,-123.500894,379,,,,FALSE,Anoplarchus purpurescens
2018-05-31,hermissenda,2018-06-02 02:54:00 UTC,research,https://www.inaturalist.org/observations/13029352,https://static.inaturalist.org/photos/18960613/medium.jpg?1527907052,48.940569352,-123.5014335584,4,,,,FALSE,Anoplarchus purpurescens
2018-05-31,hermissenda,2018-06-02 03:11:53 UTC,research,https://www.inaturalist.org/observations/13029700,https://static.inaturalist.org/photos/18961840/medium.jpg?1527908883,48.9407397586,-123.5019238572,10,,,,FALSE,Anoplarchus purpurescens
2020-02-15,sunfishmoonlight,2020-02-17 02:40:42 UTC,research,https://www.inaturalist.org/observations/38737601,https://static.inaturalist.org/photos/61821301/medium.jpg?1582179298,48.929225,-123.4681333333,,,,,FALSE,Anthopleura artemisia
2013-10-13,divemaster,2016-04-19 21:02:10 UTC,research,http://www.inaturalist.org/observations/2976378,https://static.inaturalist.org/photos/3421025/medium.jpg?1461100891,48.940211,-123.502679,184,,,,FALSE,Anthopleura artemisia
2013-10-13,divemaster,2016-04-19 21:07:55 UTC,research,http://www.inaturalist.org/observations/2976540,https://static.inaturalist.org/photos/3420744/medium.jpg?1461100079,48.940211,-123.502679,184,,,,FALSE,Anthopleura artemisia
2013-10-13,bridgetspencer,2016-05-28 19:50:59 UTC,research,http://www.inaturalist.org/observations/3325207,https://static.inaturalist.org/photos/3841126/medium.png?1464465063,48.87765,-123.316501,21,,,,FALSE,Anthopleura artemisia
2015-08-23,hermissenda,2016-07-19 22:16:41 UTC,research,http://www.inaturalist.org/observations/3706036,https://static.inaturalist.org/photos/4303457/medium.jpg?1468966113,48.9517967149,-123.4900274194,244,,,,FALSE,Anthopleura artemisia
2016-08-17,chlorophilia,2016-08-18 05:42:48 UTC,research,http://www.inaturalist.org/observations/3910091,https://static.inaturalist.org/photos/4596676/medium.jpg?1471494255,48.8685380874,-123.3871078491,122,,,,FALSE,Anthopleura artemisia
2017-05-24,hermissenda,2017-08-25 19:27:29 UTC,research,https://www.inaturalist.org/observations/7648113,https://static.inaturalist.org/photos/10006903/medium.jpg?1503689031,48.941156,-123.502825,,,,,FALSE,Anthopleura artemisia
2018-03-16,cottonwood,2018-03-17 21:50:15 UTC,research,https://www.inaturalist.org/observations/10279823,https://static.inaturalist.org/photos/14231232/medium.jpg?1521323437,48.9199183866,-123.4049296473,407,,,,FALSE,Anthopleura artemisia
2018-08-10,hermissenda,2018-08-19 22:04:57 UTC,research,https://www.inaturalist.org/observations/15702551,https://static.inaturalist.org/photos/23436616/medium.jpg?1534715445,48.9408632189,-123.5036517982,31,,,,FALSE,Anthopleura artemisia
2019-04-30,nomadkris,2019-05-01 00:50:36 UTC,research,https://www.inaturalist.org/observations/24237919,https://static.inaturalist.org/photos/37482019/medium.jpg?1556671848,48.9048288251,-123.34489977,5,,,,FALSE,Anthopleura artemisia
2019-05-04,norah_brown,2019-05-04 16:16:45 UTC,research,https://www.inaturalist.org/observations/24518546,https://static.inaturalist.org/photos/37913081/medium.jpeg?1556986618,48.8723373413,-123.3107453585,3,,,,FALSE,Anthopleura artemisia
2019-05-04,dmetzger,2019-05-05 23:44:15 UTC,research,https://www.inaturalist.org/observations/24631571,https://static.inaturalist.org/photos/38086489/medium.jpg?1557099859,49.0136877064,-123.5725263772,53,,,,FALSE,Anthopleura artemisia
2019-05-04,kalinahunter,2019-05-06 20:52:59 UTC,research,https://www.inaturalist.org/observations/24689042,https://static.inaturalist.org/photos/38178717/medium.jpeg?1557175981,48.87238259,-123.31072698,11,,,,FALSE,Anthopleura artemisia
2019-05-05,jasonheadley,2019-05-06 23:16:17 UTC,research,https://www.inaturalist.org/observations/24697883,https://static.inaturalist.org/photos/38192697/medium.jpg?1557184579,48.9647633333,-123.5158216667,10,,,,FALSE,Anthopleura artemisia
2019-05-04,ldietzchiasson,2019-05-07 04:54:12 UTC,research,https://www.inaturalist.org/observations/24713902,https://static.inaturalist.org/photos/38219968/medium.jpeg?1557204988,48.8723173924,-123.3106847574,5,,,,FALSE,Anthopleura artemisia
2019-05-04,joanseptembre,2019-05-07 05:06:36 UTC,research,https://www.inaturalist.org/observations/24714310,https://static.inaturalist.org/photos/38218667/medium.jpeg?1557203520,49.0135592315,-123.5732900589,116,,,,FALSE,Anthopleura artemisia
2019-05-04,katiekushneryk,2019-05-07 05:08:45 UTC,research,https://www.inaturalist.org/observations/24714367,https://static.inaturalist.org/photos/38220598/medium.jpg?1557205734,48.8725709869,-123.3105303628,5,,,,FALSE,Anthopleura artemisia
2019-05-05,joanseptembre,2019-05-08 05:52:15 UTC,research,https://www.inaturalist.org/observations/24771925,https://static.inaturalist.org/photos/38309525/medium.jpeg?1557292595,48.8846196983,-123.3211322311,39,,,,FALSE,Anthopleura artemisia
2019-05-05,johndreynolds,2019-05-10 03:06:24 UTC,research,https://www.inaturalist.org/observations/24870089,https://static.inaturalist.org/photos/38466688/medium.jpg?1557456509,48.9731083333,-123.5091216667,,,,,FALSE,Anthopleura artemisia
2019-05-05,ldietzchiasson,2019-05-11 03:26:29 UTC,research,https://www.inaturalist.org/observations/24915244,https://static.inaturalist.org/photos/38542796/medium.jpeg?1557545240,48.9638171811,-123.5145351571,5,,,,FALSE,Anthopleura artemisia
2019-05-05,katiekushneryk,2019-05-11 16:39:43 UTC,research,https://www.inaturalist.org/observations/24941638,https://static.inaturalist.org/photos/38584986/medium.jpg?1557592790,48.9647233906,-123.5160101206,10,,,,FALSE,Anthopleura artemisia
2019-05-04,james_holkko,2019-05-30 16:21:13 UTC,research,https://www.inaturalist.org/observations/26064868,https://static.inaturalist.org/photos/40439172/medium.jpg?1559233080,49.013765,-123.572738,,,,,FALSE,Anthopleura artemisia
2019-06-02,sunfishmoonlight,2019-06-09 16:34:48 UTC,research,https://www.inaturalist.org/observations/26683726,https://static.inaturalist.org/photos/41447204/medium.jpg?1560098091,48.8723691892,-123.3110372678,199,,,,FALSE,Anthopleura artemisia
2020-05-04,chlorophilia,2020-05-05 04:49:34 UTC,research,https://www.inaturalist.org/observations/44950135,https://static.inaturalist.org/photos/71261945/medium.jpeg?1588653684,48.90904,-123.368,,,,,FALSE,Anthopleura artemisia
2020-05-24,jolenelloyd,2020-05-24 21:01:37 UTC,research,https://www.inaturalist.org/observations/47178343,https://static.inaturalist.org/photos/74820296/medium.jpeg?1590354110,48.99505094,-123.58474245,8,,,,FALSE,Anthopleura elegantissima
2015-08-28,chlorophilia,2016-01-14 08:37:48 UTC,research,http://www.inaturalist.org/observations/2580645,https://static.inaturalist.org/photos/2880823/medium.JPG?1452760887,48.93,-123.475857,174,,,,FALSE,Anthopleura elegantissima
2015-08-05,chlorophilia,2016-01-19 17:43:51 UTC,research,http://www.inaturalist.org/observations/2599298,https://static.inaturalist.org/photos/2902195/medium.JPG?1453225434,48.929729,-123.475943,174,,,,FALSE,Anthopleura elegantissima
2013-10-13,bridgetspencer,2016-05-29 03:00:38 UTC,research,http://www.inaturalist.org/observations/3328198,https://static.inaturalist.org/photos/3844714/medium.jpg?1464490840,48.877756,-123.316641,43,,,,FALSE,Anthopleura elegantissima
2016-04-01,hermissenda,2016-07-19 22:16:41 UTC,research,http://www.inaturalist.org/observations/3706035,https://static.inaturalist.org/photos/4303442/medium.jpg?1468966023,48.9402414,-123.5043485,187,,,,FALSE,Anthopleura elegantissima
2015-08-28,laurus_nobilis,2016-07-24 03:18:17 UTC,research,http://www.inaturalist.org/observations/3734802,https://static.inaturalist.org/photos/4339954/medium.jpeg?1469330301,48.929413,-123.475513,58,,,,FALSE,Anthopleura elegantissima
2016-08-17,rolandobio,2016-09-03 01:13:35 UTC,research,http://www.inaturalist.org/observations/4021633,https://static.inaturalist.org/photos/4751766/medium.jpg?1472864528,48.8681993362,-123.3876228333,122,,,,FALSE,Anthopleura elegantissima
2016-08-17,rolandobio,2016-09-03 01:13:35 UTC,research,http://www.inaturalist.org/observations/4021634,https://static.inaturalist.org/photos/4751767/medium.jpg?1472864536,48.8684411673,-123.3878803253,122,,,,FALSE,Anthopleura elegantissima
2017-05-18,chlorophilia,2017-05-21 22:34:43 UTC,research,https://www.inaturalist.org/observations/6309359,https://static.inaturalist.org/photos/7941035/medium.jpeg?1495399403,48.9790903254,-123.572845459,2519,,,,FALSE,Anthopleura elegantissima
2017-05-29,hermissenda,2017-08-26 17:02:54 UTC,research,https://www.inaturalist.org/observations/7659297,https://static.inaturalist.org/photos/10025079/medium.jpg?1503765831,48.940310804,-123.5011084656,179,,,,FALSE,Anthopleura elegantissima
2019-03-16,grrrace,2019-03-18 06:44:35 UTC,research,https://www.inaturalist.org/observations/21351413,https://static.inaturalist.org/photos/33023448/medium.jpg?1552891479,49.0141666667,-123.5734716667,5,,,,FALSE,Anthopleura elegantissima
2019-03-16,grrrace,2019-03-18 06:45:16 UTC,research,https://www.inaturalist.org/observations/21351431,https://static.inaturalist.org/photos/33023462/medium.jpg?1552891519,49.0141666667,-123.5734716667,5,,,,FALSE,Anthopleura elegantissima
2019-04-26,galianobserver,2019-05-02 06:29:31 UTC,research,https://www.inaturalist.org/observations/24352848,https://static.inaturalist.org/photos/37657374/medium.jpeg?1556777918,48.9294770897,-123.4755380578,76,,,,FALSE,Anthopleura elegantissima
2019-04-26,galianobserver,2019-05-02 06:29:39 UTC,research,https://www.inaturalist.org/observations/24352860,https://static.inaturalist.org/photos/37657704/medium.jpeg?1556778435,48.9294388889,-123.4755388889,16,,,,FALSE,Anthopleura elegantissima
2019-05-04,joanseptembre,2019-05-07 03:57:11 UTC,research,https://www.inaturalist.org/observations/24711797,https://static.inaturalist.org/photos/38215245/medium.jpeg?1557200166,49.0132664702,-123.5733530002,148,,,,FALSE,Anthopleura elegantissima
2019-04-29,chlorophilia,2019-05-08 03:25:33 UTC,research,https://www.inaturalist.org/observations/24768184,https://static.inaturalist.org/photos/38300935/medium.jpeg?1557282489,48.8681277778,-123.3871638889,,,,,FALSE,Anthopleura elegantissima
2020-04-25,laurus_nobilis,2020-04-26 06:39:33 UTC,research,https://www.inaturalist.org/observations/43555559,https://static.inaturalist.org/photos/69103820/medium.jpeg?1587882821,48.8657201336,-123.3499093394,18,,,,FALSE,Anthopleura elegantissima
2020-04-30,nomadkris,2020-05-01 15:25:53 UTC,research,https://www.inaturalist.org/observations/44481410,https://static.inaturalist.org/photos/70525536/medium.jpg?1588346783,49.01309722,-123.58602167,5,,,,FALSE,Anthopleura elegantissima
2015-06-18,hermissenda,2016-07-19 20:59:24 UTC,research,http://www.inaturalist.org/observations/3705624,https://static.inaturalist.org/photos/4302968/medium.jpg?1468961486,48.9412721292,-123.506026268,31,,,,FALSE,Antiopella fusca
2017-05-29,hermissenda,2017-08-25 18:18:10 UTC,research,https://www.inaturalist.org/observations/7647292,https://static.inaturalist.org/photos/10005515/medium.jpg?1503684833,48.940339,-123.501151,379,,,,FALSE,Antiopella fusca
2017-05-26,hermissenda,2017-08-27 17:05:40 UTC,research,https://www.inaturalist.org/observations/7674548,https://static.inaturalist.org/photos/10050700/medium.jpg?1503853502,48.9402414,-123.5043485,220,,,,FALSE,Antiopella fusca
2013-06-22,hermissenda,2016-09-02 03:25:34 UTC,research,http://www.inaturalist.org/observations/4015148,https://static.inaturalist.org/photos/4742119/medium.jpg?1472786735,48.9387348,-123.4969645,,,,,FALSE,Apodichthys flavidus
2017-05-30,hermissenda,2017-08-25 18:18:10 UTC,research,https://www.inaturalist.org/observations/7647293,https://static.inaturalist.org/photos/10005518/medium.jpg?1503684842,48.940226,-123.500808,,,,,FALSE,Apodichthys flavidus
2017-05-26,hermissenda,2017-08-27 16:50:26 UTC,research,https://www.inaturalist.org/observations/7674345,https://static.inaturalist.org/photos/10049725/medium.jpg?1503850608,48.9405441055,-123.5019963383,8,,,,FALSE,Apodichthys flavidus
2018-05-29,hermissenda,2018-05-31 01:27:44 UTC,research,https://www.inaturalist.org/observations/12970648,https://static.inaturalist.org/photos/18856944/medium.jpg?1527728405,48.9405778143,-123.5020541846,8,,,,FALSE,Apodichthys flavidus
2015-05-16,divemaster,2016-03-30 22:06:25 UTC,research,http://www.inaturalist.org/observations/2854136,https://static.inaturalist.org/photos/3255976/medium.jpg?1459375588,48.964565,-123.554564,174,,,,FALSE,Apostichopus californicus
2015-05-16,divemaster,2016-03-30 23:06:45 UTC,research,http://www.inaturalist.org/observations/2854574,https://static.inaturalist.org/photos/3256556/medium.jpg?1459379207,48.964565,-123.554564,174,,,,FALSE,Apostichopus californicus
2016-06-06,galianokayaks,2016-07-03 02:02:58 UTC,research,http://www.inaturalist.org/observations/3598705,https://static.inaturalist.org/photos/4166366/medium.jpg?1467511380,48.892182,-123.391249,30,,,,FALSE,Apostichopus californicus
2015-05-24,hermissenda,2016-07-19 21:39:04 UTC,research,http://www.inaturalist.org/observations/3705817,https://static.inaturalist.org/photos/4303240/medium.png?1468963891,48.9401164003,-123.5017132759,31,,,,FALSE,Apostichopus californicus
2017-05-26,hermissenda,2017-08-26 18:18:10 UTC,research,https://www.inaturalist.org/observations/7660496,https://static.inaturalist.org/photos/10027620/medium.jpg?1503771392,48.9402414,-123.5043485,220,,,,FALSE,Apostichopus californicus
2017-05-26,hermissenda,2017-08-27 16:50:25 UTC,research,https://www.inaturalist.org/observations/7674343,https://static.inaturalist.org/photos/10049717/medium.jpg?1503850589,48.9403212389,-123.5024592876,31,,,,FALSE,Apostichopus californicus
2017-05-26,hermissenda,2017-08-27 16:50:28 UTC,research,https://www.inaturalist.org/observations/7674352,https://static.inaturalist.org/photos/10049742/medium.jpg?1503850672,48.9410012871,-123.5053296087,61,,,,FALSE,Apostichopus californicus
2017-08-10,tyson_ehlers,2017-11-24 04:58:06 UTC,research,https://www.inaturalist.org/observations/8915273,https://static.inaturalist.org/photos/12002259/medium.jpeg?1511499262,48.8694574115,-123.3926010132,244,,,,FALSE,Apostichopus californicus
2018-03-29,dayotte,2018-03-29 19:53:11 UTC,research,https://www.inaturalist.org/observations/10494033,https://static.inaturalist.org/photos/14594107/medium.jpg?1522353190,48.995118,-123.586149,110,,,,FALSE,Apostichopus californicus
2018-07-01,kevintoo,2018-07-02 16:16:30 UTC,research,https://www.inaturalist.org/observations/13983145,https://static.inaturalist.org/photos/20677077/medium.jpg?1530548189,48.8655527778,-123.3497305556,,,,,FALSE,Apostichopus californicus
2019-05-04,norah_brown,2019-05-04 21:16:15 UTC,research,https://www.inaturalist.org/observations/24540273,https://static.inaturalist.org/photos/37945789/medium.jpeg?1557004599,48.9002323151,-123.4068489075,9,,,open,FALSE,Apostichopus californicus
2019-05-04,kalinahunter,2019-05-06 21:02:16 UTC,research,https://www.inaturalist.org/observations/24689677,https://static.inaturalist.org/photos/38179763/medium.jpeg?1557176539,48.90014052,-123.40683973,5,,,open,FALSE,Apostichopus californicus
2019-05-05,emadam,2019-05-08 18:37:27 UTC,research,https://www.inaturalist.org/observations/24795928,https://static.inaturalist.org/photos/38348401/medium.jpeg?1557340615,48.9076492164,-123.4579882675,84,,,open,FALSE,Apostichopus californicus
2019-05-04,imcote,2019-05-08 19:35:04 UTC,research,https://www.inaturalist.org/observations/24798608,https://static.inaturalist.org/photos/38352559/medium.jpeg?1557343940,48.9395912861,-123.5048467601,122,,,open,FALSE,Apostichopus californicus
2019-05-04,aimeepelletier,2019-05-21 01:07:42 UTC,research,https://www.inaturalist.org/observations/25478089,https://static.inaturalist.org/photos/39466202/medium.jpg?1558400875,48.9002216282,-123.4068787472,10,,,open,FALSE,Apostichopus californicus
2019-07-01,sarahs77,2019-07-02 01:39:17 UTC,research,https://www.inaturalist.org/observations/28033356,https://static.inaturalist.org/photos/43672870/medium.jpg?1562031572,48.86195,-123.3208783333,189,,,open,FALSE,Apostichopus californicus
2016-06-10,kboakew,2019-07-22 23:52:14 UTC,research,https://www.inaturalist.org/observations/29349475,https://static.inaturalist.org/photos/45800800/medium.jpg?1563839529,48.865984,-123.349647,,,,open,FALSE,Apostichopus californicus
2020-07-19,kevintoo,2020-07-19 22:37:39 UTC,research,https://www.inaturalist.org/observations/53663193,https://static.inaturalist.org/photos/85359499/medium.jpeg?1595198257,48.86529,-123.349874,10,,,open,FALSE,Apostichopus californicus
2019-05-04,norah_brown,2019-05-04 20:21:37 UTC,research,https://www.inaturalist.org/observations/24535513,https://static.inaturalist.org/photos/37938800/medium.jpeg?1557001322,48.9002001286,-123.4069025517,5,,,,FALSE,Arctonoe pulchra
2013-10-13,divemaster,2016-04-19 20:18:32 UTC,research,http://www.inaturalist.org/observations/2975918,https://static.inaturalist.org/photos/3420011/medium.jpg?1461097116,48.940211,-123.502679,184,,,,FALSE,Armina californica
2019-05-04,bstarzomski,2019-05-07 05:09:23 UTC,research,https://www.inaturalist.org/observations/24714422,https://static.inaturalist.org/photos/38220026/medium.jpg?1557205039,48.8993321422,-123.407653882,61,,,,FALSE,Armina californica
2013-10-13,divemaster,2016-04-19 20:57:49 UTC,research,http://www.inaturalist.org/observations/2976334,https://static.inaturalist.org/photos/3420609/medium.jpg?1461099471,48.940211,-123.502679,184,,,,FALSE,Artedius fenestralis
2017-05-30,hermissenda,2017-08-25 18:18:05 UTC,research,https://www.inaturalist.org/observations/7647275,https://static.inaturalist.org/photos/10005404/medium.jpg?1503684417,48.940452,-123.501066,,,,,FALSE,Artedius fenestralis
2015-01-01,divemaster,2016-03-18 03:01:26 UTC,research,http://www.inaturalist.org/observations/2797281,https://static.inaturalist.org/photos/3175104/medium.jpg?1458270463,49.013802,-123.590012,1137,,,,FALSE,Artedius harringtoni
2019-05-04,galianobserver,2019-08-01 23:08:21 UTC,research,https://www.inaturalist.org/observations/30009638,https://static.inaturalist.org/photos/46861566/medium.jpeg?1564699884,48.9389215184,-123.5022889613,80,,,,FALSE,Artedius harringtoni
2013-10-13,divemaster,2016-04-19 20:15:53 UTC,research,http://www.inaturalist.org/observations/2975888,https://static.inaturalist.org/photos/3419987/medium.jpg?1461096959,48.940211,-123.502679,184,,,,FALSE,Asemichthys taylori
2016-07-10,chlorophilia,2016-07-12 04:53:08 UTC,research,http://www.inaturalist.org/observations/3664554,https://static.inaturalist.org/photos/4243806/medium.JPG?1468299191,48.892545,-123.391356,8,,,,FALSE,Aurelia labiata
2015-06-21,hermissenda,2016-07-19 23:24:42 UTC,research,http://www.inaturalist.org/observations/3706338,https://static.inaturalist.org/photos/4303997/medium.jpg?1468970481,48.9402414,-123.5043485,187,,,,FALSE,Aurelia labiata
2017-08-12,anthonywood,2017-08-21 03:58:28 UTC,research,https://www.inaturalist.org/observations/7581730,https://static.inaturalist.org/photos/9903702/medium.jpeg?1503287885,48.8714638654,-123.3093549925,1426,,,,FALSE,Aurelia labiata
2017-05-28,hermissenda,2017-08-25 18:18:07 UTC,research,https://www.inaturalist.org/observations/7647283,https://static.inaturalist.org/photos/10005411/medium.jpg?1503684451,48.940226,-123.50098,,,,,FALSE,Aurelia labiata
2018-07-22,kevintoo,2018-07-22 23:04:44 UTC,research,https://www.inaturalist.org/observations/14623292,https://static.inaturalist.org/photos/21805001/medium.jpg?1532300684,48.865611,-123.349707,43,,,,FALSE,Aurelia labiata
2019-05-31,dave242,2019-06-08 14:04:43 UTC,research,https://www.inaturalist.org/observations/26605367,https://static.inaturalist.org/photos/41323240/medium.jpeg?1560002691,48.8862495422,-123.3905258179,,,,,FALSE,Aurelia labiata
2019-05-04,imcote,2019-05-08 17:25:01 UTC,research,https://www.inaturalist.org/observations/24792362,https://static.inaturalist.org/photos/38342287/medium.jpeg?1557335898,48.9395912861,-123.5048467601,122,,,,FALSE,Balanophyllia elegans
2019-05-05,emadam,2019-05-08 18:54:05 UTC,research,https://www.inaturalist.org/observations/24796685,https://static.inaturalist.org/photos/38349548/medium.jpeg?1557341565,48.907476952,-123.4582936594,53,,,,FALSE,Balanophyllia elegans
2019-05-04,galianobserver,2019-08-01 23:50:25 UTC,research,https://www.inaturalist.org/observations/30012066,https://static.inaturalist.org/photos/46863917/medium.jpeg?1564701389,48.9235152513,-123.4942589477,100,,,,FALSE,Balanophyllia elegans
2019-05-04,galianobserver,2019-08-01 23:50:29 UTC,research,https://www.inaturalist.org/observations/30012070,https://static.inaturalist.org/photos/46863954/medium.jpeg?1564701436,48.9235152513,-123.4942589477,100,,,,FALSE,Balanophyllia elegans
2019-01-25,awworld,2019-01-26 20:02:36 UTC,research,https://www.inaturalist.org/observations/19886394,https://static.inaturalist.org/photos/30667044/medium.jpg?1548532961,48.8978466667,-123.4003966667,5,,,,FALSE,Balanus crenatus
