scientificName,scientificNameAuthorship,kingdom,phylum,subphylum,superclass,class,subclass,superorder,order,suborder,superfamily,family,subfamily,tribe,hybrid,variety,provincial_status,national_status,global_status,linkName,linkTaxonID,provincial_status_norm,national_status_clean,national_status_norm,national_status_check,bc_list,residencyStatus,residencyStatusCheck
Senecio fremontii var. fremontii,Torr. & A. Gray,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Senecioneae,,Senecio fremontii fremontii,S5 (2019); S4 (2015),unknown,G5T5?,Senecio fremontii fremontii,,"s5,s4",unknown,NA,FALSE,yellow,NA,NA
Setaria pumila pumila,(Poir.) Roem. & Shult.,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Panicoideae,Paniceae,,,SNA (2019),,,Setaria pumila,,sna,,NA,FALSE,not-listed,NA,NA
Silis lutea,"LeConte in Melsheimer,",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateroidea,Cantharidae,Silinae,Silini,,,SU (2017),unknown,GNR,Silis lutea,,su,unknown,NA,FALSE,undetermined,NA,NA
Smerinthus ophthalmica,Kirby,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Bombycoidea,Sphingidae,Smerinthinae,Smerinthini,,,SNR,unknown,G5,Smerinthus ophthalmica,,snr,unknown,NA,FALSE,not-listed,NA,NA
Solanum americanum,Mill.,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Solanales,,,Solanaceae,Solanoideae,Solaneae,,,SNA (2008) ; SNA (2008),unknown,G5,Solanum americanum,,sna,unknown,NA,FALSE,not-listed,NA,NA
Solorina spongiosa,(Ach.) Anzi,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Peltigeraceae,,,,,S4 (2018),unknown,G4G5,Pseudosolorina spongiosa,,s4,unknown,NA,FALSE,yellow,NA,NA
Sonchus arvensis ssp. arvensis,L.,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,Cichorieae,,,SNA (2000),unknown,GNRTNR,Sonchus arvensis arvensis,,sna,unknown,NA,FALSE,not-listed,NA,NA
Sorbus sitchensis var. sitchensis,M. Roem.,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Amygdaloideae,Maleae,,Sorbus sitchensis sitchensis,S5 (2000),unknown,G5T5,Sorbus sitchensis sitchensis,,s5,unknown,NA,FALSE,yellow,NA,NA
Sorex bendirii,Merriam,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Eulipotyphla,Erinaceota,,Soricidae,Soricinae,Soricini,,,S2? (Feb 2015); S2? (2015),1-E (2003),G4,Sorex bendirii,,s2?,1-e (2003),endangered,FALSE,red,NA,NA
Sorex navigator,Baird,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Eulipotyphla,Erinaceota,,Soricidae,Soricinae,Soricini,,,S5 (2018),unknown,G5,Sorex navigator,,s5,unknown,NA,FALSE,yellow,NA,NA
Sorex rohweri,"Rausch, Feagin, & Rausch",Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Eulipotyphla,Erinaceota,,Soricidae,Soricinae,Soricini,,,S2?,unknown,G4G5,Sorex rohweri,,s2?,unknown,NA,FALSE,red,NA,NA
Sorex trowbridgii,Baird,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Eulipotyphla,Erinaceota,,Soricidae,Soricinae,Soricini,,,S3; S3 (2015),unknown,G5,Sorex trowbridgii,,s3,unknown,NA,FALSE,blue,NA,NA
Spergularia canadensis occidentalis,(Pers.) G. Don,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Sperguleae,,Spergularia canadensis occidentalis,S5 (2000),unknown,G5T5,Spergularia canadensis occidentalis,,s5,unknown,NA,FALSE,yellow,NA,NA
Spergularia canadensis var. occidentalis,(Pers.) G.Don,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Sperguleae,,Spergularia canadensis occidentalis,S5 (2019),,,Spergularia canadensis occidentalis,,s5,,NA,FALSE,yellow,NA,NA
Sphaerophorus tuckermanii,Räsänen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Sphaerophoraceae,,,,,S4S5 (2018),unknown,G5,Sphaerophorus tuckermanii,,s4s5,unknown,NA,FALSE,yellow,NA,NA
Spilogale gracilis,Merriam,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Mephitidae,Mephitinae,,,,SU; S2S3 (2023),unknown,G5,Spilogale gracilis,,"su,s2s3",unknown,NA,FALSE,blue,NA,NA
Stachys chamissonis cooleyae,Benth. (A. Heller) G. Mulligan & D. Munro,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lamiaceae,Lamioideae,Stachydeae,,Stachys chamissonis cooleyae,S5 (2019),unknown,G5T5,Stachys chamissonis cooleyae,,s5,unknown,NA,FALSE,yellow,NA,NA
Stellaria longifolia,Muhl. ex Willd.,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Alsineae,,,S4S5 (2015),unknown,G5,Stellaria longifolia,,s4s5,unknown,NA,FALSE,yellow,NA,NA
Stellaria longipes ssp. longipes,Goldie,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Alsineae,,,S5 (2000),unknown,G5T5,Stellaria longipes longipes,,s5,unknown,NA,FALSE,yellow,NA,NA
Stercorarius longicaudus,Vieillot,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Stercorariidae,,,,,SNRM (2015),unknown,G5,Stercorarius longicaudus,,snrm,unknown,NA,FALSE,not-listed,NA,TRUE
Stereum ostrea,(Blume & T. Nees) Fr.,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Stereaceae,,,,,SNR,unknown,GNR,Stereum ostrea,,snr,unknown,NA,FALSE,not-listed,NA,NA
Sus scrofa,"Linnaeus, 1758",Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Artiodactyla,Suina,,Suidae,Suinae,Suini,,,S (2021),unknown,G5,Sus scrofa,,NA,unknown,NA,FALSE,NA,NA,NA
Sylvilagus floridanus,J.A. Allen,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Lagomorpha,,,Leporidae,,,,,SNA (2011); S (2020),unknown,G5,Sylvilagus floridanus,,sna,unknown,NA,FALSE,not-listed,NA,NA
Symphoricarpos albus var. laevigatus,(L.) S.F. Blake var. laevigatus (Fernald) S.F. Blake; (L.) S.F.Blake,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,Caprifoliaceae,Caprifolioideae,,,laevigatus,S5 (2000),unknown,G5T5,Symphoricarpos albus laevigatus,,s5,unknown,NA,FALSE,yellow,NA,NA
Symphyotrichum ciliolatum,(Lindl.) A.Löve & D. Löve,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Astereae,,,S5 (2019),unknown,G5,Symphyotrichum ciliolatum,,s5,unknown,NA,FALSE,yellow,NA,NA
Symphyotrichum foliaceum var. foliaceum,(Lindl. ex DC.) G.L. Nesom,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Astereae,,Symphyotrichum foliaceum foliaceum,S4S5 (2008),unknown,G5T5,Symphyotrichum foliaceum foliaceum,,s4s5,unknown,NA,FALSE,yellow,NA,NA
Synaptomys borealis,"Richardson; Richardson, 1828",Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Rodentia,Myomorpha,Muroidea,Cricetidae,Arvicolinae,Lemmini,,,S5,unknown,G5,Mictomys borealis,,s5,unknown,NA,FALSE,yellow,NA,NA
Tamalia coweni,Cockerell,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Sternorrhyncha,Aphidoidea,Aphididae,Tamaliinae,,,,not in CDC records,unknown,GNR,Tamalia coweni,,NA,unknown,NA,FALSE,NA,NA,NA
Tanypodinae,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Nematocera,Chironomoidea,Chironomidae,Tanypodinae,,,,,,,Tanypodinae,,NA,,NA,FALSE,NA,NA,NA
Tanytarsini,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Nematocera,Chironomoidea,Chironomidae,Chironominae,Tanytarsini,,,,,,Tanytarsini,,NA,,NA,FALSE,NA,NA,NA
Taraxacum alaskanum,Rydb.,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,Cichorieae,,,S5 (2012),unknown,G5,Taraxacum alaskanum,,s5,unknown,NA,FALSE,yellow,NA,NA
Taraxacum erythrospermum agg,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,Cichorieae,,,SNA (2001),,,Taraxacum erythrospermum,,sna,,NA,FALSE,not-listed,NA,NA
Tasgius ater,Gravenhorst,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Staphylininae,Staphylinini,,,SNA (2017),unknown,GNR,Tasgius ater,,sna,unknown,NA,FALSE,not-listed,NA,NA
Thallophaga taylorata,Hulst,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Ennominae,Diptychini,,,S3S5 (2017),unknown,G5,Thallophaga taylorata,,s3s5,unknown,NA,FALSE,blue,NA,NA
Tiarella trifoliata var. laciniata,L.,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,Heuchereae,,Tiarella trifoliata laciniata,S5 (2000),unknown,G5T5,Tiarella trifoliata laciniata; Tiarella trifoliata laciniata,,s5,unknown,NA,FALSE,yellow,NA,NA
Tiarella trifoliata var. trifoliata,L.,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,Heuchereae,,Tiarella trifoliata trifoliata,S5 (2000),unknown,G5T5,Tiarella trifoliata trifoliata; Tiarella trifoliata trifoliata,,s5,unknown,NA,FALSE,yellow,NA,NA
Tiarella trifoliata var. unifoliata,L.; L. (Hook.) Kurtz,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,Heuchereae,,Tiarella trifoliata unifoliata,S5 (2000),unknown,G5T5,Tiarella trifoliata unifoliata; Tiarella trifoliata unifoliata,,s5,unknown,NA,FALSE,yellow,NA,NA
Torilis arvensis ssp. arvensis,(Huds.) Link,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,Apiaceae,Apioideae,Scandiceae,,,SNA (2019),unknown,GNRTNR,Torilis arvensis arvensis,,sna,unknown,NA,FALSE,not-listed,NA,NA
Torreyochloa pallida var. pauciflora,(Torr.) G.L. Church,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Poeae,,Torreyochloa pallida pauciflora,S5 (2015),unknown,G5T5,Torreyochloa pallida pauciflora,,s5,unknown,NA,FALSE,yellow,NA,NA
Toxicodendron diversilobum,(Torr. & A. Gray) Greene,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Sapindales,,,Anacardiaceae,Anacardioideae,,,,S3S4 (2018) ; S3S4 (2018),unknown,G5,Toxicodendron diversilobum,,s3s4,unknown,NA,FALSE,blue,NA,NA
Toxicoscordion venenosum var. venenosum,(S. Watson) Rydb.,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Liliales,,,Melanthiaceae,,Melanthieae,,Toxicoscordion venenosum venenosum,S5 (2000) ; S5 (2000),unknown,G5T5,Toxicoscordion venenosum venenosum,,s5,unknown,NA,FALSE,yellow,NA,NA
Triaenodes baris,Ross,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Trichoptera,Integripalpia,Leptoceroidea,Leptoceridae,,Triaenodini,,,SU (2016),unknown,G5,Triaenodes baris,,su,unknown,NA,FALSE,undetermined,NA,NA
Trichaptum biforme,(Fr.) Ryvarden,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Hymenochaetales,,,Hymenochaetaceae,,,,,SNR,unknown,GNR,Trichaptum biforme,,snr,unknown,NA,FALSE,not-listed,NA,NA
Trillium ovatum var. ovatum,Pursh,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Liliales,,,Melanthiaceae,,Parideae,,Trillium ovatum ovatum,S5 (2019),unknown,G5T5,Trillium ovatum ovatum,,s5,unknown,NA,FALSE,yellow,NA,NA
Triteleia grandiflora,Lindl.,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Asparagaceae,Brodiaeoideae,,,,S4 (2015) ; S4 (2015),unknown,G4G5,Triteleia grandiflora,,s4,unknown,NA,FALSE,yellow,NA,NA
Trochosa ruricola,de Geer,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Lycosoidea,Lycosidae,Lycosinae,,,,SNA,unknown,GNR,Trochosa ruricola,,sna,unknown,NA,FALSE,not-listed,NA,NA
Trollius albiflorus,(A.Gray) Rydb.,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,Adonideae,,,S5 (2000),unknown,G5?,Trollius albiflorus,,s5,unknown,NA,FALSE,yellow,NA,NA
Tuckermanopsis subalpina,Imshaug,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,,,S5 (2018),unknown,G5,Tuckermanopsis subalpina,,s5,unknown,NA,FALSE,yellow,NA,NA
Udea rubigalis,Guenée,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Pyraloidea,Crambidae,Spilomelinae,Udeini,,,SNR (2017),unknown,G5,Udea rubigalis,,snr,unknown,NA,FALSE,not-listed,NA,NA
Upis ceramboides,L.,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Tenebrionoidea,Tenebrionidae,Stenochiinae,Cnodalonini,,,S4S5 (2017),unknown,G5,Upis ceramboides,,s4s5,unknown,NA,FALSE,yellow,NA,NA
Urocitellus columbianus,"(Ord, 1815)",Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Rodentia,Sciuromorpha,,Sciuridae,Xerinae,Marmotini,,,S5? (2015),unknown,G5,Urocitellus columbianus,,s5?,unknown,NA,FALSE,yellow,NA,NA
Usnea glabrescens,(Nyl. ex Vain.) Vain.,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,,,S4 (2018); S4 (2018),unknown,G5,Usnea glabrescens,,s4,unknown,NA,FALSE,yellow,NA,NA
Vaccinium alaskaense,Howell,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Vaccinioideae,Vaccinieae,,,S5 (2000) ; S5 (2000),unknown,G5,Vaccinium alaskaense,,s5,unknown,NA,FALSE,yellow,NA,NA
Vaccinium myrtillus,L.,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Vaccinioideae,Vaccinieae,,,S5 (2019),unknown,G5,Vaccinium myrtillus,,s5,unknown,NA,FALSE,yellow,NA,NA
Veratrum viride var. eschscholzianum,Aiton,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Liliales,,,Melanthiaceae,,Melanthieae,,Veratrum viride eschscholtzianum,S5 (2015),unknown,G5T5,Veratrum viride eschscholtzianum,,s5,unknown,NA,FALSE,yellow,NA,NA
Verbascum virgatum,Stokes,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Scrophulariaceae,,Scrophularieae,,,SNA (2019),unknown,GNR,Verbascum virgatum,,sna,unknown,NA,FALSE,not-listed,NA,NA
Veronica peregrina ssp. xalapensis,L.,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,Veroniceae,,,S4S5 (2015),unknown,G5T5,Veronica peregrina xalapensis,,s4s5,unknown,NA,FALSE,yellow,NA,NA
Vicia gigantea,Hook.,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Fabeae,,,S5 (2019); S5 (2000); S5 (2019),unknown,G5T5,Vicia gigantea,,s5,unknown,NA,FALSE,yellow,NA,NA
Viola howellii,A.Gray,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Violaceae,,,,,S1S2 (2019),unknown,G4,Viola howellii,,s1s2,unknown,NA,FALSE,red,NA,NA
Viola riviniana,Rchb.,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Violaceae,,,,,SNA (2019),unknown,GNR,Viola riviniana,,sna,unknown,NA,FALSE,not-listed,NA,NA
Vulpes vulpes,L.,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Canidae,,,,,S5,unknown,G5,Vulpes vulpes,,s5,unknown,NA,FALSE,yellow,NA,NA
Woodsia oregana ssp. oregana,D.C. Eaton,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Aspleniinae,,Woodsiaceae,,,,,S5 (2019),unknown,G5T4?,Woodsia oregana oregana,,s5,unknown,NA,FALSE,yellow,NA,NA
Xantholinini,Erichson,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Staphylininae,Xantholinini,,,,,,Xantholinini,,NA,,NA,FALSE,NA,NA,NA
Xanthorhoe decoloraria,Esper,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Larentiinae,Xanthorhoini,,,S4S5 (2017),unknown,G5,Xanthorhoe decoloraria,,s4s5,unknown,NA,FALSE,yellow,NA,NA
Xanthorhoe lacustrata,Guenée,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Larentiinae,Xanthorhoini,,,S3S4 (2017),unknown,G5,Xanthorhoe lacustrata,,s3s4,unknown,NA,FALSE,blue,NA,NA
Yponomeuta cagnagella,Hübner,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Yponomeutoidea,Yponomeutidae,Yponomeutinae,Yponomeutini,,,SNA (2017),unknown,GNR,Yponomeuta cagnagella,,sna,unknown,NA,FALSE,not-listed,NA,NA
Zannichellia palustris,L.,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Alismatales,,,Potamogetonaceae,,,,,S4 (2015) ; S4 (2015),unknown,G5,Zannichellia palustris,,s4,unknown,NA,FALSE,yellow,NA,NA
Zapus hudsonius ssp. alascensis,"Zimmermann, 1780",Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Rodentia,Myomorpha,Dipodoidea,Zapodidae,,,,,S5 (2015),unknown,G5,Zapus hudsonius,,s5,unknown,NA,FALSE,yellow,NA,NA
Zapus princeps,"Allen, 1893",Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Rodentia,Myomorpha,Dipodoidea,Zapodidae,,,,,S5 (2015),unknown,G5,Zapus princeps,,s5,unknown,NA,FALSE,yellow,NA,NA
Zeiraphera improbana,Walker,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,,SNR (2017),unknown,GNR,Zeiraphera improbana,,snr,unknown,NA,FALSE,not-listed,NA,NA
Zicrona caerulea,L.,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Pentatomidae,Asopinae,,,,genus not in CDC records,unknown,GNR,Zicrona caerulea,,NA,unknown,NA,FALSE,NA,NA,NA
Abietinaria spp.,L.,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,Sertularioidea,Sertulariidae,,,,,not in CDC records,,,Abietinaria,,NA,,NA,FALSE,NA,NA,NA
Acanthodoris lutea,MacFarland,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Onchidoridoidea,Acanthodorididae,,,,,genus not in CDC records,,,Acanthodoris lutea,47472,NA,,NA,FALSE,NA,NA,NA
Acanthodoris pilosa,Abildgaard in O F Müller,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Onchidoridoidea,Acanthodorididae,,,,,genus not in CDC records,,,Acanthodoris pilosa,,NA,,NA,FALSE,NA,NA,NA
Aceria genistae,Nalepa,Animalia,Arthropoda,Chelicerata,,Arachnida,Acari,Acariformes,Sarcoptiformes,Endeostigmata,Eriophyoidea,Eriophyidae,Eriophyinae,Aceriini,,,not in CDC records,,,Aceria genistae,384897,NA,,NA,FALSE,NA,NA,NA
Acromegalomma sp.,Montagu,Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,Sabellidae,Sabellinae,,,,not in CDC records,,,Acromegalomma,,NA,,NA,FALSE,NA,NA,NA
Acrosiphonia coalita,(Ruprecht) Scagel & al.,Plantae,Chlorophyta,,,Ulvophyceae,,,Codiolales,,,Acrosiphoniaceae,,,,,not  in CDC records,,,Acrosiphonia coalita,,NA,,NA,FALSE,NA,NA,NA
Adalaria spp.,Bergh,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Onchidoridoidea,Onchidorididae,,,,,genus not in CDC records,,,Adalaria,,NA,,NA,FALSE,NA,NA,NA
Adocia sp.,Gray,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Haplosclerida,,,Chalinidae,,,,,genus not in CDC records,,,Haliclona,,NA,,NA,FALSE,NA,NA,NA
Aegina citrea,Schuchert,Animalia,Cnidaria,,,Hydrozoa,Trachylinae,,Narcomedusae,,,Aeginidae,,,,,not in CDC records,,,Aegina citrea,256077,NA,,NA,FALSE,NA,NA,NA
Aegires albopunctatus,MacFarland,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Onchidoridoidea,Aegiridae,,,,,genus not in CDC records,,,Aegires albopunctatus,48981,NA,,NA,FALSE,NA,NA,NA
Aequorea spp.,Péron & Lesueur,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,Aequoreidae,,,,,not in CDC records,,,Aequorea,,NA,,NA,FALSE,NA,NA,NA
Agabus sp.,Leach,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,Dytiscoidea,Dytiscidae,Agabinae,Agabini,,,genus is in CDC records,,,Agabus,,NA,,NA,FALSE,NA,NA,NA
Agarum fimbriatum,(Harvey) H.Kawai & T.Hanyuda,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Laminariales,,,Agaraceae,,,,,not in CDC records,,,Neoagarum fimbriatum,,NA,,NA,FALSE,NA,NA,NA
Aglaophenia spp.,Lamouroux,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,Plumularioidea,Aglaopheniidae,,,,,not in CDC records,,,Aglaophenia,,NA,,NA,FALSE,NA,NA,NA
Agromyza idaeiana,Hardy,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Opomyzoidea,Agromyzidae,Agromyzinae,,,,genus not in CDC records,,,Agromyza idaeiana,867720,NA,,NA,FALSE,NA,NA,NA
Alaria marginata,Postels & Ruprecht,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Laminariales,,,Alariaceae,,,,,not in CDC records,,,Alaria marginata,124814,NA,,NA,FALSE,NA,NA,NA
Alcyonidium gelatinosum,Robertson,Animalia,Bryozoa,,,Gymnolaemata,,,Ctenostomatida,Alcyonidiina,Alcyonidioidea,Alcyonidiidae,,,,,genus not in CDC records,,,Alcyonidium gelatinosum,,NA,,NA,FALSE,NA,NA,NA
Alcyonidium pedunculatum,Robertson,Animalia,Bryozoa,,,Gymnolaemata,,,Ctenostomatida,Alcyonidiina,Alcyonidioidea,Alcyonidiidae,,,,,genus not in CDC records,,,Alcyonidium pedunculatum,,NA,,NA,FALSE,NA,NA,NA
Aldisa albomarginata,Millen,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Chromodoridoidea,Cadlinidae,,,,,genus not in CDC records,,,Aldisa albomarginata,,NA,,NA,FALSE,NA,NA,NA
Allium cernuum var. cernuum,Roth,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Amaryllidaceae,Allioideae,Allieae,,Allium cernuum cernuum,S5,,,Allium cernuum cernuum,,s5,,NA,FALSE,yellow,NA,NA
Amblystegium serpens var. juratzkanum,(Schimp.) Rau & Herv.,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Amblystegiaceae,,,,Amblystegium serpens juratzkanum,S4S5 (2011),,,Amblystegium serpens juratzkanum,,s4s5,,NA,FALSE,yellow,NA,NA
Amphiporus bimaculatus,Coe,Animalia,Nemertera,,,Hoplonemertea,,,Monostilifera,Eumonostilifera,,,,,,,genus not in CDC records,,,Nipponnemertes bimaculata,,NA,,NA,FALSE,NA,NA,NA
Amphissa versicolor,Dall,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Buccinoidea,Columbellidae,,,,,genus not in CDC records,,,Amphissa versicolor,,NA,,NA,FALSE,NA,NA,NA
Andreaea rupestris var. rupestris,Hedw.,Plantae,Bryophyta,,,Andreaeopsida,,,Andreaeales,,,Andreaeaceae,,,,Andreaea rupestris rupestris,S5 (2011),,,Andreaea rupestris rupestris,,s5,,NA,FALSE,yellow,NA,NA
Antennaria howellii,Greeene,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Gnaphalieae,,,S5 (2015)  ; S5 (2015),,,Antennaria howellii,75463,s5,,NA,FALSE,yellow,NA,NA
Anthopleura elegantissima,Brandt,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,Actinioidea,Actiniidae,,,,,not in CDC records,,,Anthopleura elegantissima,,NA,,NA,FALSE,NA,NA,NA
Aphidius sp.,Nees,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Ichneumonoidea,Braconidae,Aphidiinae,Aphidiini,,,genus not in CDC records,,,Aphidius,,NA,,NA,FALSE,NA,NA,NA
Aplidium californicum,Ritter & Forsyth,Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,Polyclinidae,,,,,genus not in CDC records,,,Aplidium californicum,,NA,,NA,FALSE,NA,NA,NA
Aplidium solidum,Ritter & Forsyth,Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,Polyclinidae,,,,,genus not in CDC records,,,Aplidium solidum,,NA,,NA,FALSE,NA,NA,NA
Apomatus geniculatus,Moore & Bush,Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,Serpulidae,,,,,not in CDC records,,,Apomatus geniculatus,939557,NA,,NA,FALSE,NA,NA,NA
