iNaturalist taxon name,iNaturalist taxon ID,Taxon name,Author,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,observationId,Latitude,Longitude
Kindbergia oregana,120909,Kindbergia oregana,,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Brachytheciaceae,,,Kindbergia,oregana,MXCW:3137,,
Plagiomnium insigne,122705,Plagiomnium insigne,,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,,Mniaceae,,,Plagiomnium,insigne,MXCW:3138,,
Viola sempervirens,55342,Viola sempervirens,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,,Violaceae,,,Viola,sempervirens,MXCW:3139,,
Adenocaulon bicolor,56854,Adenocaulon bicolor,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Mutisioideae,Mutisieae,Adenocaulon,bicolor,MXCW:3140,,
Berberis nervosa,75756,Berberis nervosa,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Berberidaceae,Berberidoideae,Berberideae,Berberis,nervosa,MXCW:3141,,
Campanula scouleri,75991,Campanula scouleri,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Campanulaceae,Campanuloideae,,Campanula,scouleri,MXCW:3142,,
Festuca subuliflora,77146,Festuca subuliflora,,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Festuca,subuliflora,MXCW:3143,,
Galium triflorum,53065,Galium triflorum,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,triflorum,MXCW:3144,,
Gaultheria shallon,48441,Gaultheria shallon,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Vaccinioideae,Gaultherieae,Gaultheria,shallon,MXCW:3145,,
Kindbergia oregana,120909,Kindbergia oregana,,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Brachytheciaceae,,,Kindbergia,oregana,MXCW:3146,,
Lathyrus nevadensis,77640,Lathyrus nevadensis,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Fabeae,Lathyrus,nevadensis,MXCW:3147,,
Festuca subuliflora,77146,Festuca subuliflora,,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Festuca,subuliflora,MXCW:3148,,
Galium triflorum,53065,Galium triflorum,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,triflorum,MXCW:3149,,
Hylocomium splendens,122555,Hylocomium splendens,,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Hylocomiaceae,,,Hylocomium,splendens,MXCW:3150,,
Kindbergia oregana,120909,Kindbergia oregana,,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Brachytheciaceae,,,Kindbergia,oregana,MXCW:3151,,
Plagiomnium insigne,122705,Plagiomnium insigne,,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,,Mniaceae,,,Plagiomnium,insigne,MXCW:3152,,
Hylocomiadelphus triquetrus,1138381,Rhytidiadelphus triquetrus,,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Hylocomiaceae,,,Hylocomiadelphus,triquetrus,MXCW:3153,,
Viola sempervirens,55342,Viola sempervirens,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,,Violaceae,,,Viola,sempervirens,MXCW:3154,,
Galium triflorum,53065,Galium triflorum,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,triflorum,MXCW:3155,,
Hylocomium splendens,122555,Hylocomium splendens,,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Hylocomiaceae,,,Hylocomium,splendens,MXCW:3156,,
Kindbergia oregana,120909,Kindbergia oregana,,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Brachytheciaceae,,,Kindbergia,oregana,MXCW:3157,,
Moehringia macrophylla,61884,Moehringia macrophylla,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,,Arenarieae,Moehringia,macrophylla,MXCW:3158,,
Viola sempervirens,55342,Viola sempervirens,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,,Violaceae,,,Viola,sempervirens,MXCW:3159,,
Berberis nervosa,75756,Berberis nervosa,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Berberidaceae,Berberidoideae,Berberideae,Berberis,nervosa,MXCW:3160,,
Campanula scouleri,75991,Campanula scouleri,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Campanulaceae,Campanuloideae,,Campanula,scouleri,MXCW:3161,,
Festuca subuliflora,77146,Festuca subuliflora,,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Festuca,subuliflora,MXCW:3162,,
Kindbergia oregana,120909,Kindbergia oregana,,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Brachytheciaceae,,,Kindbergia,oregana,MXCW:3163,,
Lathyrus nevadensis,77640,Lathyrus nevadensis,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Fabeae,Lathyrus,nevadensis,MXCW:3164,,
Berberis nervosa,75756,Berberis nervosa,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Berberidaceae,Berberidoideae,Berberideae,Berberis,nervosa,MXCW:3165,,
Campanula scouleri,75991,Campanula scouleri,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Campanulaceae,Campanuloideae,,Campanula,scouleri,MXCW:3166,,
Kindbergia oregana,120909,Kindbergia oregana,,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Brachytheciaceae,,,Kindbergia,oregana,MXCW:3167,,
Pseudotsuga menziesii,48256,Pseudotsuga menziesii,,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,,Pinaceae,Pinoideae,,Pseudotsuga,menziesii,MXCW:3168,,
Berberis nervosa,75756,Berberis nervosa,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Berberidaceae,Berberidoideae,Berberideae,Berberis,nervosa,MXCW:3169,,
Festuca subuliflora,77146,Festuca subuliflora,,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Festuca,subuliflora,MXCW:3170,,
Hylocomium splendens,122555,Hylocomium splendens,,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Hylocomiaceae,,,Hylocomium,splendens,MXCW:3171,,
Kindbergia oregana,120909,Kindbergia oregana,,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Brachytheciaceae,,,Kindbergia,oregana,MXCW:3172,,
Moehringia macrophylla,61884,Moehringia macrophylla,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,,Arenarieae,Moehringia,macrophylla,MXCW:3173,,
Plagiothecium undulatum,123586,Buckiella undulata,,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Plagiotheciaceae,,,Plagiothecium,undulatum,MXCW:3174,,
Dicranum fuscescens,123177,Dicranum fuscescens,,Plantae,Bryophyta,,,Bryopsida,,,Dicranales,,,,Dicranaceae,,,Dicranum,fuscescens,MXCW:3175,,
Gaultheria shallon,48441,Gaultheria shallon,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Vaccinioideae,Gaultherieae,Gaultheria,shallon,MXCW:3176,,
Hypnum circinale,125464,Hypnum circinale,,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Hypnaceae,,,Hypnum,circinale,MXCW:3177,,
Pseudisothecium stoloniferum,1262643,Isothecium stoloniferum,,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Lembophyllaceae,,,Pseudisothecium,stoloniferum,MXCW:3178,,
Kindbergia oregana,120909,Kindbergia oregana,,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Brachytheciaceae,,,Kindbergia,oregana,MXCW:3179,,
Rhytidiadelphus loreus,124422,Rhytidiadelphus loreus,,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Hylocomiaceae,,,Rhytidiadelphus,loreus,MXCW:3180,,
Scapania bolanderi,123692,Scapania bolanderi,,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Cephaloziineae,,,Scapaniaceae,,,Scapania,bolanderi,MXCW:3181,,
Dicranum fuscescens,123177,Dicranum fuscescens,,Plantae,Bryophyta,,,Bryopsida,,,Dicranales,,,,Dicranaceae,,,Dicranum,fuscescens,MXCW:3182,,
Gaultheria shallon,48441,Gaultheria shallon,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Vaccinioideae,Gaultherieae,Gaultheria,shallon,MXCW:3183,,
Hypnum circinale,125464,Hypnum circinale,,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Hypnaceae,,,Hypnum,circinale,MXCW:3184,,
Kindbergia oregana,120909,Kindbergia oregana,,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Brachytheciaceae,,,Kindbergia,oregana,MXCW:3185,,
Scapania bolanderi,123692,Scapania bolanderi,,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Cephaloziineae,,,Scapaniaceae,,,Scapania,bolanderi,MXCW:3186,,
Gaultheria shallon,48441,Gaultheria shallon,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Vaccinioideae,Gaultherieae,Gaultheria,shallon,MXCW:3187,,
Hylocomium splendens,122555,Hylocomium splendens,,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Hylocomiaceae,,,Hylocomium,splendens,MXCW:3188,,
Hypnum circinale,125464,Hypnum circinale,,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Hypnaceae,,,Hypnum,circinale,MXCW:3189,,
Kindbergia oregana,120909,Kindbergia oregana,,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Brachytheciaceae,,,Kindbergia,oregana,MXCW:3190,,
Gaultheria shallon,48441,Gaultheria shallon,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Vaccinioideae,Gaultherieae,Gaultheria,shallon,MXCW:3191,,
Hypnum circinale,125464,Hypnum circinale,,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Hypnaceae,,,Hypnum,circinale,MXCW:3192,,
Kindbergia praelonga,1122172,Kindbergia praelonga,,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Brachytheciaceae,,,Kindbergia,praelonga,MXCW:3193,,
Polystichum munitum,47751,Polystichum munitum,,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,,Dryopteridaceae,Dryopteridoideae,,Polystichum,munitum,MXCW:3194,,
Gaultheria shallon,48441,Gaultheria shallon,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Vaccinioideae,Gaultherieae,Gaultheria,shallon,MXCW:3195,,
Kindbergia praelonga,1122172,Kindbergia praelonga,,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Brachytheciaceae,,,Kindbergia,praelonga,MXCW:3196,,
Polystichum munitum,47751,Polystichum munitum,,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,,Dryopteridaceae,Dryopteridoideae,,Polystichum,munitum,MXCW:3197,,
Rhytidiadelphus loreus,124422,Rhytidiadelphus loreus,,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Hylocomiaceae,,,Rhytidiadelphus,loreus,MXCW:3198,,
Gaultheria shallon,48441,Gaultheria shallon,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Vaccinioideae,Gaultherieae,Gaultheria,shallon,MXCW:3199,,
Kindbergia praelonga,1122172,Kindbergia praelonga,,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Brachytheciaceae,,,Kindbergia,praelonga,MXCW:3200,,
Polystichum munitum,47751,Polystichum munitum,,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,,Dryopteridaceae,Dryopteridoideae,,Polystichum,munitum,MXCW:3201,,
Gaultheria shallon,48441,Gaultheria shallon,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Vaccinioideae,Gaultherieae,Gaultheria,shallon,MXCW:3202,,
Pseudisothecium stoloniferum,1262643,Isothecium stoloniferum,,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Lembophyllaceae,,,Pseudisothecium,stoloniferum,MXCW:3203,,
Kindbergia praelonga,1122172,Kindbergia praelonga,,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Brachytheciaceae,,,Kindbergia,praelonga,MXCW:3204,,
Lysichiton americanus,48537,Lysichiton americanus,,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Alismatales,,,,Araceae,Orontioideae,,Lysichiton,americanus,MXCW:3205,,
Polystichum munitum,47751,Polystichum munitum,,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,,Dryopteridaceae,Dryopteridoideae,,Polystichum,munitum,MXCW:3206,,
Antitrichia curtipendula,126107,Antitrichia curtipendula,,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Antitrichiaceae,,,Antitrichia,curtipendula,MXCW:3207,,
Gaultheria shallon,48441,Gaultheria shallon,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Vaccinioideae,Gaultherieae,Gaultheria,shallon,MXCW:3208,,
Hypnum circinale,125464,Hypnum circinale,,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Hypnaceae,,,Hypnum,circinale,MXCW:3209,,
Kindbergia oregana,120909,Kindbergia oregana,,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Brachytheciaceae,,,Kindbergia,oregana,MXCW:3210,,
Kindbergia praelonga,1122172,Kindbergia praelonga,,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Brachytheciaceae,,,Kindbergia,praelonga,MXCW:3211,,
Polystichum munitum,47751,Polystichum munitum,,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,,Dryopteridaceae,Dryopteridoideae,,Polystichum,munitum,MXCW:3212,,
Hylocomiadelphus triquetrus,1138381,Rhytidiadelphus triquetrus,,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Hylocomiaceae,,,Hylocomiadelphus,triquetrus,MXCW:3213,,
Gaultheria shallon,48441,Gaultheria shallon,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Vaccinioideae,Gaultherieae,Gaultheria,shallon,MXCW:3214,,
Kindbergia oregana,120909,Kindbergia oregana,,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Brachytheciaceae,,,Kindbergia,oregana,MXCW:3215,,
Polystichum munitum,47751,Polystichum munitum,,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,,Dryopteridaceae,Dryopteridoideae,,Polystichum,munitum,MXCW:3216,,
Gaultheria shallon,48441,Gaultheria shallon,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Vaccinioideae,Gaultherieae,Gaultheria,shallon,MXCW:3217,,
Hypnum circinale,125464,Hypnum circinale,,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Hypnaceae,,,Hypnum,circinale,MXCW:3218,,
Kindbergia oregana,120909,Kindbergia oregana,,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Brachytheciaceae,,,Kindbergia,oregana,MXCW:3219,,
Kindbergia praelonga,1122172,Kindbergia praelonga,,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Brachytheciaceae,,,Kindbergia,praelonga,MXCW:3220,,
Leucolepis acanthoneura,120870,Leucolepis acanthoneuron,,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,,Mniaceae,,,Leucolepis,acanthoneura,MXCW:3221,,
Polystichum munitum,47751,Polystichum munitum,,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,,Dryopteridaceae,Dryopteridoideae,,Polystichum,munitum,MXCW:3222,,
Rhizomnium glabrescens,85421,Rhizomnium glabrescens,,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,,Mniaceae,,,Rhizomnium,glabrescens,MXCW:3223,,
Gaultheria shallon,48441,Gaultheria shallon,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Vaccinioideae,Gaultherieae,Gaultheria,shallon,MXCW:3224,,
Kindbergia oregana,120909,Kindbergia oregana,,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Brachytheciaceae,,,Kindbergia,oregana,MXCW:3225,,
Melica subulata,77986,Melica subulata,,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Meliceae,Melica,subulata,MXCW:3226,,
Polystichum munitum,47751,Polystichum munitum,,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,,Dryopteridaceae,Dryopteridoideae,,Polystichum,munitum,MXCW:3227,,
Tsuga heterophylla,48254,Tsuga heterophylla,,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,,Pinaceae,Abietoideae,,Tsuga,heterophylla,MXCW:3228,,
Gaultheria shallon,48441,Gaultheria shallon,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Vaccinioideae,Gaultherieae,Gaultheria,shallon,MXCW:3229,,
Kindbergia oregana,120909,Kindbergia oregana,,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Brachytheciaceae,,,Kindbergia,oregana,MXCW:3230,,
Melica subulata,77986,Melica subulata,,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Meliceae,Melica,subulata,MXCW:3231,,
Tsuga heterophylla,48254,Tsuga heterophylla,,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,,Pinaceae,Abietoideae,,Tsuga,heterophylla,MXCW:3232,,
Elymus glaucus,52791,Elymus glaucus,,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Triticeae,Elymus,glaucus,MXCW:3233,,
Gaultheria shallon,48441,Gaultheria shallon,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Vaccinioideae,Gaultherieae,Gaultheria,shallon,MXCW:3234,,
Kindbergia oregana,120909,Kindbergia oregana,,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Brachytheciaceae,,,Kindbergia,oregana,MXCW:3235,,
Tsuga heterophylla,48254,Tsuga heterophylla,,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,,Pinaceae,Abietoideae,,Tsuga,heterophylla,MXCW:3236,,
Gaultheria shallon,48441,Gaultheria shallon,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Vaccinioideae,Gaultherieae,Gaultheria,shallon,MXCW:3237,,
Kindbergia oregana,120909,Kindbergia oregana,,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Brachytheciaceae,,,Kindbergia,oregana,MXCW:3238,,
Tsuga heterophylla,48254,Tsuga heterophylla,,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,,Pinaceae,Abietoideae,,Tsuga,heterophylla,MXCW:3239,,
Gaultheria shallon,48441,Gaultheria shallon,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Vaccinioideae,Gaultherieae,Gaultheria,shallon,MXCW:3240,,
Kindbergia oregana,120909,Kindbergia oregana,,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Brachytheciaceae,,,Kindbergia,oregana,MXCW:3241,,
Polystichum munitum,47751,Polystichum munitum,,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,,Dryopteridaceae,Dryopteridoideae,,Polystichum,munitum,MXCW:3242,,
Hylocomiadelphus triquetrus,1138381,Rhytidiadelphus triquetrus,,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Hylocomiaceae,,,Hylocomiadelphus,triquetrus,MXCW:3243,,
Tsuga heterophylla,48254,Tsuga heterophylla,,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,,Pinaceae,Abietoideae,,Tsuga,heterophylla,MXCW:3244,,
Digitalis purpurea,53983,Digitalis purpurea,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Plantaginaceae,,Digitalideae,Digitalis,purpurea,MXCW:3245,,
Galium triflorum,53065,Galium triflorum,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,triflorum,MXCW:3246,,
Gaultheria shallon,48441,Gaultheria shallon,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Vaccinioideae,Gaultherieae,Gaultheria,shallon,MXCW:3247,,
Hylocomium splendens,122555,Hylocomium splendens,,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Hylocomiaceae,,,Hylocomium,splendens,MXCW:3248,,
Kindbergia oregana,120909,Kindbergia oregana,,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Brachytheciaceae,,,Kindbergia,oregana,MXCW:3249,,
Melica subulata,77986,Melica subulata,,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Meliceae,Melica,subulata,MXCW:3250,,
Mycelis muralis,48543,Mycelis muralis,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Cichorioideae,Cichorieae,Mycelis,muralis,MXCW:3251,,
Polystichum munitum,47751,Polystichum munitum,,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,,Dryopteridaceae,Dryopteridoideae,,Polystichum,munitum,MXCW:3252,,
Rhytidiadelphus loreus,124422,Rhytidiadelphus loreus,,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Hylocomiaceae,,,Rhytidiadelphus,loreus,MXCW:3253,,
Hylocomiadelphus triquetrus,1138381,Rhytidiadelphus triquetrus,,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Hylocomiaceae,,,Hylocomiadelphus,triquetrus,MXCW:3254,,
Bromus vulgaris,75915,Bromus vulgaris,,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Bromeae,Bromus,vulgaris,MXCW:3255,,
Claytonia sibirica,55767,Claytonia sibirica,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Montiaceae,,,Claytonia,sibirica,MXCW:3256,,
Digitalis purpurea,53983,Digitalis purpurea,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Plantaginaceae,,Digitalideae,Digitalis,purpurea,MXCW:3257,,
Gaultheria shallon,48441,Gaultheria shallon,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Vaccinioideae,Gaultherieae,Gaultheria,shallon,MXCW:3258,,
Hylocomium splendens,122555,Hylocomium splendens,,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Hylocomiaceae,,,Hylocomium,splendens,MXCW:3259,,
Kindbergia oregana,120909,Kindbergia oregana,,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Brachytheciaceae,,,Kindbergia,oregana,MXCW:3260,,
Leucolepis acanthoneura,120870,Leucolepis acanthoneuron,,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,,Mniaceae,,,Leucolepis,acanthoneura,MXCW:3261,,
Melica subulata,77986,Melica subulata,,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Meliceae,Melica,subulata,MXCW:3262,,
Polystichum munitum,47751,Polystichum munitum,,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,,Dryopteridaceae,Dryopteridoideae,,Polystichum,munitum,MXCW:3263,,
Rhytidiadelphus loreus,124422,Rhytidiadelphus loreus,,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Hylocomiaceae,,,Rhytidiadelphus,loreus,MXCW:3264,,
Bromus vulgaris,75915,Bromus vulgaris,,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Bromeae,Bromus,vulgaris,MXCW:3265,,
Digitalis purpurea,53983,Digitalis purpurea,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Plantaginaceae,,Digitalideae,Digitalis,purpurea,MXCW:3266,,
Elymus glaucus,52791,Elymus glaucus,,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Triticeae,Elymus,glaucus,MXCW:3267,,
Hylocomium splendens,122555,Hylocomium splendens,,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Hylocomiaceae,,,Hylocomium,splendens,MXCW:3268,,
Kindbergia oregana,120909,Kindbergia oregana,,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Brachytheciaceae,,,Kindbergia,oregana,MXCW:3269,,
Leucolepis acanthoneura,120870,Leucolepis acanthoneuron,,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,,Mniaceae,,,Leucolepis,acanthoneura,MXCW:3270,,
Melica subulata,77986,Melica subulata,,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Meliceae,Melica,subulata,MXCW:3271,,
Rhytidiadelphus loreus,124422,Rhytidiadelphus loreus,,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Hylocomiaceae,,,Rhytidiadelphus,loreus,MXCW:3272,,
Hylocomium splendens,122555,Hylocomium splendens,,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Hylocomiaceae,,,Hylocomium,splendens,MXCW:3273,,
Kindbergia oregana,120909,Kindbergia oregana,,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Brachytheciaceae,,,Kindbergia,oregana,MXCW:3274,,
Leucolepis acanthoneura,120870,Leucolepis acanthoneuron,,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,,Mniaceae,,,Leucolepis,acanthoneura,MXCW:3275,,
Melica subulata,77986,Melica subulata,,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Meliceae,Melica,subulata,MXCW:3276,,
Plagiomnium insigne,122705,Plagiomnium insigne,,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,,Mniaceae,,,Plagiomnium,insigne,MXCW:3277,,
