id,name,ancestry
338530,Andricus dentimitratus,48460/1/47120/372739/47158/184884/47201/124417/981280/55593/55594/471867/205775/55596
479866,Andricus dimorphus,48460/1/47120/372739/47158/184884/47201/124417/981280/55593/55594/471867/205775/55596
1122539,Andricus foecundatrix,48460/1/47120/372739/47158/184884/47201/124417/981280/55593/55594/471867/205775/55596
332453,Andricus fullawayi,48460/1/47120/372739/47158/184884/47201/124417/981280/55593/55594/471867/205775/55596
326687,Andricus gigas,48460/1/47120/372739/47158/184884/47201/124417/981280/55593/55594/471867/205775/55596
549187,Andricus grossulariae,48460/1/47120/372739/47158/184884/47201/124417/981280/55593/55594/471867/205775/55596
786897,Andricus ignotus,48460/1/47120/372739/47158/184884/47201/124417/981280/55593/55594/471867/205775/55596
959105,Andricus infectorius,48460/1/47120/372739/47158/184884/47201/124417/981280/55593/55594/471867/205775/55596
62751,Andricus kingi,48460/1/47120/372739/47158/184884/47201/124417/981280/55593/55594/471867/205775/55596
55600,Andricus kollari,48460/1/47120/372739/47158/184884/47201/124417/981280/55593/55594/471867/205775/55596
127730,Andricus lignicola,48460/1/47120/372739/47158/184884/47201/124417/981280/55593/55594/471867/205775/55596
451854,Andricus lucidus,48460/1/47120/372739/47158/184884/47201/124417/981280/55593/55594/471867/205775/55596
326157,Andricus nigricens,48460/1/47120/372739/47158/184884/47201/124417/981280/55593/55594/471867/205775/55596
326685,Andricus parmula,48460/1/47120/372739/47158/184884/47201/124417/981280/55593/55594/471867/205775/55596
334233,Andricus pattersonae,48460/1/47120/372739/47158/184884/47201/124417/981280/55593/55594/471867/205775/55596
845510,Andricus pattoni,48460/1/47120/372739/47158/184884/47201/124417/981280/55593/55594/471867/205775/55596
127732,Andricus quercuscalicis,48460/1/47120/372739/47158/184884/47201/124417/981280/55593/55594/471867/205775/55596
55887,Andricus quercuscalifornicus,48460/1/47120/372739/47158/184884/47201/124417/981280/55593/55594/471867/205775/55596
324359,Andricus quercusflocci,48460/1/47120/372739/47158/184884/47201/124417/981280/55593/55594/471867/205775/55596
518255,Andricus quercusfoliatus,48460/1/47120/372739/47158/184884/47201/124417/981280/55593/55594/471867/205775/55596
945511,Andricus quercusfrondosus,48460/1/47120/372739/47158/184884/47201/124417/981280/55593/55594/471867/205775/55596
424932,Andricus quercuslanigera,48460/1/47120/372739/47158/184884/47201/124417/981280/55593/55594/471867/205775/55596
559755,Andricus quercuspetiolicola,48460/1/47120/372739/47158/184884/47201/124417/981280/55593/55594/471867/205775/55596
473388,Andricus quercusstrobilanus,48460/1/47120/372739/47158/184884/47201/124417/981280/55593/55594/471867/205775/55596
416654,Andricus quercustozae,48460/1/47120/372739/47158/184884/47201/124417/981280/55593/55594/471867/205775/55596
1094748,Andricus quercusutriculus,48460/1/47120/372739/47158/184884/47201/124417/981280/55593/55594/471867/205775/55596
1095109,Andricus robustus,48460/1/47120/372739/47158/184884/47201/124417/981280/55593/55594/471867/205775/55596
1297329,Andricus texanus,48460/1/47120/372739/47158/184884/47201/124417/981280/55593/55594/471867/205775/55596
152985,Andricus vacciniifoliae,48460/1/47120/372739/47158/184884/47201/124417/981280/55593/55594/471867/205775/55596
944914,Andricus weldi,48460/1/47120/372739/47158/184884/47201/124417/981280/55593/55594/471867/205775/55596
461636,Anoplius viaticus,48460/1/47120/372739/47158/184884/47201/124417/326777/1269342/54028/201315/366768/173119/519172
426275,Anoplolepis custodiens,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/244834/474778/86494
123386,Anoplolepis gracilipes,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/244834/474778/86494
428219,Anoplolepis steingroeveri,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/244834/474778/86494
270467,Anthidiellum notatum,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/52777/314114/504741/252417/638427
505586,Anthidiellum strigatum,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/52777/314114/504741/252417/638424
459050,Anthidium florentinum,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/52777/314114/504741/57671/638430
308703,Anthidium maculosum,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/52777/314114/504741/57671/638430
62453,Anthidium manicatum,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/52777/314114/504741/57671/638430
125792,Anthidium oblongatum,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/52777/314114/504741/57671/638433
502165,Anthidium punctatum,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/52777/314114/504741/57671/638430
470321,Anthidium septemspinosum,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/52777/314114/504741/57671/638430
134150,Anthophora abrupta,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/203135/57682/578078
484631,Anthophora bimaculata,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/203135/57682/1114490
198855,Anthophora bomboides,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/203135/57682/578078
308726,Anthophora californica,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/203135/57682/578070
308948,Anthophora curta,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/203135/57682/853185
453764,Anthophora furcata,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/203135/57682/578068
854488,Anthophora plagiata,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/203135/57682/578078
124542,Anthophora plumipes,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/203135/57682/578071
198854,Anthophora terminalis,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/203135/57682/578068
57681,Anthophora urbana,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/203135/57682/578077
574574,Anthophora villosula,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/203135/57682/578071
418035,Aphaenogaster longiceps,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/69143/469105/68931
68929,Aphaenogaster occidentalis,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/69143/469105/68931
213892,Aphaenogaster picea,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/69143/469105/68931/1353005
347417,Aphaenogaster senilis,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/69143/469105/68931/1405176
129277,Aphaenogaster tennesseensis,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/69143/469105/68931
510286,Aphelonyx cerricola,48460/1/47120/372739/47158/184884/47201/124417/981280/55593/55594/471867/205775/510287
425182,Aphilanthops frigidus,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/51955/119289/575000/250762
360117,Apis andreniformis,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538904/47220/578088
338194,Apis cerana,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538904/47220/578086
245955,Apis dorsata,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538904/47220/578087
245956,Apis florea,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538904/47220/578088
47219,Apis mellifera,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538904/47220/578086
344112,Apoica flavissima,48460/1/47120/372739/47158/184884/47201/124417/326777/48740/52747/343248/531700/194057/1375242/1429827
244232,Apoica pallens,48460/1/47120/372739/47158/184884/47201/124417/326777/48740/52747/343248/531700/194057/1375242/1429827
497733,Aproceros leucopoda,48460/1/47120/372739/47158/184884/47201/84643/49452/82227/706476/497734
333679,Arge cyanocrocea,48460/1/47120/372739/47158/184884/47201/84643/49452/82227/921462/129425/1423041
147068,Arge humeralis,48460/1/47120/372739/47158/184884/47201/84643/49452/82227/921462/129425
447507,Arge ochropus,48460/1/47120/372739/47158/184884/47201/84643/49452/82227/921462/129425
129422,Arge pagana,48460/1/47120/372739/47158/184884/47201/84643/49452/82227/921462/129425
448082,Arge similis,48460/1/47120/372739/47158/184884/47201/84643/49452/82227/921462/129425
333154,Athalia rosae,48460/1/47120/372739/47158/184884/47201/84643/49452/60628/1353313/333157
130013,Atomacera decepta,48460/1/47120/372739/47158/184884/47201/84643/49452/82227/921465/130018
937609,Atrusca capronae,48460/1/47120/372739/47158/184884/47201/124417/981280/55593/55594/471867/205775/143881
334215,Atrusca clavuloides,48460/1/47120/372739/47158/184884/47201/124417/981280/55593/55594/471867/205775/143881
143886,Atrusca quercuscentricola,48460/1/47120/372739/47158/184884/47201/124417/981280/55593/55594/471867/205775/143881
1091190,Atrusca unica,48460/1/47120/372739/47158/184884/47201/124417/981280/55593/55594/471867/205775/143881
153974,Atta cephalotes,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/69143/322028/891179/61284
466634,Atta laevigata,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/69143/322028/891179/61284
300315,Atta mexicana,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/69143/322028/891179/61284
464621,Atta sexdens,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/69143/322028/891179/61284
151794,Atta texana,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/69143/322028/891179/61284
82523,Augochlora pura,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/49707/134106/203037/82524/571283
133766,Augochlorella aurata,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/49707/134106/203037/82526
82525,Augochlorella pomoniella,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/49707/134106/203037/82526
82527,Augochloropsis metallica,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/49707/134106/203037/82528/606626
466448,Auplopus carbonarius,48460/1/47120/372739/47158/184884/47201/124417/326777/1269342/54028/132781/465899/250735
355041,Austroscolia soror,48460/1/47120/372739/47158/184884/47201/124417/326777/1269344/51967/519143/355037
1195335,Belonocnema kinseyi,48460/1/47120/372739/47158/184884/47201/124417/981280/55593/55594/471867/205775/504113
509304,Belonocnema treatae,48460/1/47120/372739/47158/184884/47201/124417/981280/55593/55594/471867/205775/504113
53072,Bembix americana,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/51955/210928/210927/507574/53067
337929,Bembix oculata,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/51955/210928/210927/507574/53067
367075,Bembix rostrata,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/51955/210928/210927/507574/53067
146852,Bicyrtes quadrifasciatus,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/51955/210928/210927/507574/126197
773592,Bicyrtes variegatus,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/51955/210928/210927/507574/126197
300162,Bicyrtes ventralis,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/51955/210928/210927/507574/126197
127837,Biorhiza pallida,48460/1/47120/372739/47158/184884/47201/124417/981280/55593/55594/471867/205775/127838
121519,Bombus affinis,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538883/52775/538903
320050,Bombus appositus,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538883/52775/415027
534670,Bombus argillaceus,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538883/52775/538905
198856,Bombus auricomus,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538883/52775/538874
549257,Bombus bellicosus,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538883/52775/538902
1020324,Bombus bifarius,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538883/52775/538900/1124207
52779,Bombus bimaculatus,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538883/52775/538900
125884,Bombus bohemicus,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538883/52775/538893
143854,Bombus borealis,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538883/52775/415027
124420,Bombus californicus,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538883/52775/538902/1266534
127779,Bombus campestris,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538883/52775/538893
321463,Bombus centralis,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538883/52775/538900
198859,Bombus citrinus,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538883/52775/538893
740885,Bombus consobrinus,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538883/52775/538905
271451,Bombus crotchii,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538883/52775/538890
453068,Bombus cryptarum,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538883/52775/538903/1092510
497142,Bombus dahlbomii,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538883/52775/538902
325996,Bombus distinguendus,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538883/52775/415027
309377,Bombus ephippiatus,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538883/52775/538900
473828,Bombus eximius,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538883/52775/538909
52774,Bombus fervidus,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538883/52775/538902/1266534
541839,Bombus flavidus,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538883/52775/538893
119308,Bombus flavifrons,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538883/52775/538900
308937,Bombus fraternus,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538883/52775/538890
433293,Bombus frigidus,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538883/52775/538900
570750,Bombus funebris,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538883/52775/538890
120215,Bombus griseocollis,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538883/52775/538890
121989,Bombus hortorum,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538883/52775/538905
497332,Bombus hortulanus,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538883/52775/538890
337776,Bombus humilis,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538883/52775/538902
154043,Bombus huntii,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538883/52775/538900
61803,Bombus hypnorum,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538883/52775/538900
428357,Bombus ignitus,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538883/52775/538903
118970,Bombus impatiens,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538883/52775/538900
143036,Bombus insularis,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538883/52775/538893
452446,Bombus jonellus,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538883/52775/538900
57619,Bombus lapidarius,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538883/52775/538909
61856,Bombus lucorum,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538883/52775/538903/1092510
308935,Bombus medius,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538883/52775/538902
130222,Bombus melanopygus,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538883/52775/538900
319125,Bombus mixtus,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538883/52775/538900
181044,Bombus monticola,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538883/52775/538900
324278,Bombus morrisoni,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538883/52775/538890
325997,Bombus muscorum,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538883/52775/538902
341001,Bombus nevadensis,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538883/52775/538874
82371,Bombus occidentalis,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538883/52775/538903
