Taxon,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Author,Common Name,Origin,Status,Reporting Status,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,First observed,iNaturalist Link,iNaturalist taxon name,iNaturalist taxon ID,iNaturalist Photo,Notes
Sanguisorba minor ssp. muricata,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,Agrimonieae,Sanguisorba,(Spach ex Bonnier & Layens) Briq.,blue elderberry,exotic,unlisted,reported,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,,Sanguisorba minor muricata,118410,,
Sorbus aucuparia,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Amygdaloideae,Maleae,Sorbus,L.,rowan,exotic,unlisted,reported,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,Sorbus aucuparia,56063,,
Spiraea douglasii,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Amygdaloideae,Spiraeeae,Spiraea,Hook.,rose spiraea,native,S5,confirmed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,https://www.inaturalist.org/observations/25541065,Spiraea douglasii,62493,https://static.inaturalist.org/photos/39574718/medium.jpeg?1558494465,
Urtica dioica,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Urticaceae,,,Urtica,L.,nettle,exotic,unlisted,confirmed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,https://www.inaturalist.org/observations/13349661,Urtica dioica,51884,https://static.inaturalist.org/photos/19565545/medium.jpeg?1528760203,
Acer glabrum var. douglasii ,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Sapindales,,,Sapindaceae,,,Acer,(Hook.) Dippel,mountain maple,native,S5 (2015),confirmed,8/10/1956,T.R. Ashlee,UBC,V765694,,https://www.inaturalist.org/observations/25720390,Acer glabrum douglasii,181694,https://static.inaturalist.org/photos/39867140/medium.jpeg?1558767968,
Acer macrophyllum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Sapindales,,,Sapindaceae,,,Acer,Pursh,big leaf maple,native,S5,confirmed,3/25/1972,John Pinder-Moss,UBC,V138418,,https://www.inaturalist.org/observations/20023023,Acer macrophyllum,48227,https://static.inaturalist.org/photos/30907106/medium.jpeg?1549077095,
Myriophyllum spicatum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Haloragaceae,,,Myriophyllum,L.,spiked water-milfoil,exotic,unlisted,reported,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,Myriophyllum spicatum,78157,,
Heuchera micrantha var. diversifolia,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,,Heuchera,Douglas ex Lindl.,crevice alumroot,native,S4,confirmed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,https://www.inaturalist.org/observations/23554001,Heuchera micrantha diversifolia,51344,https://static.inaturalist.org/photos/36471440/medium.jpg?1556421249,
Lithophragma glabrum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,,Lithophragma,Nutt.,smooth woodland star,native,S5 (2015),reported,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,Lithophragma glabrum,77789,,
Lithophragma parviflorum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,,Lithophragma,(Hook.) Nutt.,smallflower woodland star,native,S5,confirmed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,https://www.inaturalist.org/observations/22070924,Lithophragma parviflorum,77791,https://static.inaturalist.org/photos/34178910/medium.jpeg?1554526086,
Micranthes integrifolia,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,,Micranthes,(Hook.) Small,grassland saxifrage,native,S4 (2001),confirmed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,https://www.inaturalist.org/observations/22070911,Micranthes integrifolia,78027,https://static.inaturalist.org/photos/34178717/medium.jpeg?1554525675,
Saxifraga cespitosa,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,,Saxifraga,L.,tufted saxifrage,native,S4 (2015),reported,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,Saxifraga cespitosa,78985,,
Tellima grandiflora,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,,Tellima,(Pursh) Douglas ex Lindl.,fringe cups,native,S5,confirmed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,https://www.inaturalist.org/observations/7536414,Tellima grandiflora,51655,https://static.inaturalist.org/photos/9831132/medium.jpeg?1503013500,
Tiarella trifoliata,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,,Tiarella,L.,threeleaf foamflower,native,S5,reported,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,,Tiarella trifoliata,51643,,
Calystegia sepium ,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Solanales,,,Convolvulaceae,,,Calystegia,(L.) R. Br.,hedge bindweed,exotic,unlisted,reported,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,Calystegia sepium,57481,,
Convolvulus arvensis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Solanales,,,Convolvulaceae,,,Convolvulus,L.,field bindweed,exotic,unlisted,confirmed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,https://www.inaturalist.org/observations/28204820,Convolvulus arvensis,53021,https://static.inaturalist.org/photos/43949841/medium.jpeg?1562284266,
Cuscuta epithymum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Solanales,,,Convolvulaceae,,,Cuscuta,,goldenthread,exotic,unlisted,reported,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,Cuscuta epithymum,56933,,
Cuscuta pacifica,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Solanales,,,Convolvulaceae,,,Cuscuta,Costea & M.A.R. Wright,goldenthread,native,S4 (2015)  ,reported,1913-07-11,John Macoun,RBCM,V003976A,,,Cuscuta pacifica,76553,,reported as C. salina
Solanum sarrachoides,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Solanales,,,Solanaceae,Solanoideae,Solaneae,Solanum,Sendtn.,hairy nightshade,exotic,unlisted,reported,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,Solanum sarrachoides,120519,,
Solanum americanum var. nodiflorum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Solanales,,,Solanaceae,Solanoideae,Solaneae,Solanum,Mill.,American black nightshade,exotic,unlisted,reported,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,Solanum nodiflorum nutans,414039,,
Calypogeia suecica,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Calypogeiaceae,,,Calypogeia,(H. Arn. & J. Perss.) K. Müll.,bog pouchwort,native,SH (2015),reported,1914-05,John Macoun,UBC,B76470,,,Calypogeia suecica,159719,,"on rotten wood: 48.50, -123.17"
Calypogeia trichomanis,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Calypogeiaceae,,,Calypogeia,(L.) Corda,hairy pouchwort,native,S3S4 (2015),reported,1914-05,John Macoun,UBC,B76632,,,Calypogeia trichomanis,159721,,
Cephaloziella divaricata,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Cephaloziellaceae,,,Cephaloziella,(Sm.) Warnst.,spreading threadwort,unlisted,unlisted,reported,2016-04-10,Terry McIntosh,UBC,B239029,,,Cephaloziella divaricata,56495,,
Cephaloziella sp.,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Cephaloziellaceae,,,Cephaloziella,,,,,confirmed,,,,,,https://www.inaturalist.org/observations/21652923,Cephaloziella,56497,https://static.inaturalist.org/photos/33522322/medium.jpeg?1553652414,
Chiloscyphus fragilis,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Lophocoleaceae,,,Chiloscyphus,(Roth) Schiffner,pale liverwort,unlisted,unlisted,reported,1962-06-04,Wilfred B. Schofield,UBC,B95477,,,Chiloscyphus pallescens fragilis,239995,,reported as Chiloscyphus polyanthos spp. fragilis; only the nominate ssp is recognized by the province as of 2019
Lophocolea bidentata,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Geocalycaceae,,,Lophocolea,,Bifid Crestwort,,,new 2017,,,,,,https://www.inaturalist.org/observations/13336530,Lophocolea bidentata,83960,https://static.inaturalist.org/photos/19535661/medium.jpeg?1528728172,
Lophozia incisa,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Jungermanniaceae,,,Lophozia,(Schrad.) Dumort.,ragged-leaf liverwort,unlisted,unlisted,reported,2016-04-09,Terry McIntosh,UBC,B238993,,,Lophozia incisa,85415,,
Kurzia setacea,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Lepidoziaceae,,,Kurzia,(G. H. Web.) Grolle,fingerwort,unlisted,unlisted,reported,1970-08-29,Wilfred B. Schofield,UBC,B74340,,,Kurzia setacea,164377,,unrecognized by province
Kurzia sylvatica,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Lepidoziaceae,,,Kurzia,(Evans) Grolle,wood fingerwort,native,S4 (2015),reported,1914-05,John Macoun,UBC,B74426,,,Kurzia sylvatica,164378,,
Lepidozia reptans,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Lepidoziaceae,,,Lepidozia,(L.) Dumort.,little hands liverwort,unlisted,unlisted,confirmed,1962-06-04,Wilfred B. Schofield,UBC,B74864,,https://www.inaturalist.org/observations/27405444,Lepidozia reptans,123769,https://static.inaturalist.org/photos/42636983/medium.jpeg?1561160354,
Lophocolea cuspidata,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Geocalycaceae,,,Lophocolea,(Nees) Limpr.,crestwort,unlisted,unlisted,reported,1914-05,John Macoun,UBC,B95821,,,Lophocolea cuspidata,164770,,
Lophocolea heterophylla,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Geocalycaceae,,,Lophocolea,(Schrad.) Dumortier,variable crestwort,native,SNR,reported,1914-05,John Macoun,UBC,B96013,,,Lophocolea heterophylla,164771,,
Plagiochila asplenioides,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Plagiochilaceae,,,Plagiochila,(L. emend. Tayl.) Dumortier,greater featherwort,unlisted,unlisted,reported,1962-06-04,Wilfred B. Schofield,UBC,B96369,,,Plagiochila asplenioides,124394,,Village Bay
Porella cordaeana,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Porellaceae,,,Porella,(Huebener) Moore,cliff scalewort,native,S5? (2015)  ,confirmed,1914-05,John Macoun,UBC,B103264,,https://www.inaturalist.org/observations/19857213,Porella cordaeana,67839,https://static.inaturalist.org/photos/30614934/medium.jpeg?1548392415,
Porella navicularis,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Porellaceae,,,Porella,(Lehm. & Lindenb.) Pfeiff.,tree ruffle liverwort,native,S5,confirmed,1914-05,John Macoun,UBC,B120176,,https://www.inaturalist.org/observations/19857222,Porella navicularis,55255,https://static.inaturalist.org/photos/30615092/medium.jpeg?1548392718,
Porella roellii,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Porellaceae,,,Porella,Steph.,scalewort,native,S4 (2015),reported,2016-04-09,Terry McIntosh,UBC,B238963,,,Porella roellii,123909,,
Ptilidium californicum,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Ptilidiaceae,,,Ptilidium,(Austin) Underw.,Pacific fuzzwort,native,S5? (2015)  ,reported,1914-06,John Macoun,UBC,B65491,,,Ptilidium californicum,129002,,
Scapania americana,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Scapaniaceae,,,Scapania,K. Müller,American earwort,unlisted,unlisted,confirmed,1962-06-04,Wilfred B. Schofield,UBC,B91983,,https://www.inaturalist.org/observations/24711227,Scapania americana,168492,https://static.inaturalist.org/photos/38210819/medium.jpeg?1557197055,
Scapania bolanderi,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Scapaniaceae,,,Scapania,Austin,yellow-ladle earwort,native,S5 (2015),confirmed,1914-05,John Macoun,UBC,B92192,,https://www.inaturalist.org/observations/25648299,Scapania bolanderi,123692,https://static.inaturalist.org/photos/39749254/medium.jpeg?1558656846,
Scapania umbrosa,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Scapaniaceae,,,Scapania,(Schrad.) Dum.,shady earwort,native,S4 (2015),reported,1914-05,John Macoun,UBC,B93663,,,Scapania umbrosa,168531,,
Frullania tamarisci ssp. nisquallensis,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Jubulaceae,,,Frullania,(Sull.) S.Hatt.,hanging millipede liverwort,native,S5 (2015),reported,1914-05,Wilfred B. Schofield,UBC,B16173,,,Frullania tamarisci nisquallensis,236079,,
Radula sp.,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Porellales,,,Radulaceae,,,Radula,,liverwort,,,reported,2016-04-09,Terry McIntosh,UBC,B238994,,,Radula,67855,,
Mannia gracilis,Plantae,Marchantiophyta,,,Marchantiopsida,,,Marchantiales,,,Rebouliaceae,,,Mannia,(F. Weber) Schill & D.G. Long,thallose liverwort,native,S4 (2015),reported,1962-06-04,Wilfred B. Schofield,UBC,B167303,,,Mannia gracilis,818550,,Reported as syn. Asterella gracilis
Marchantia polymorpha,Plantae,Marchantiophyta,,,Marchantiopsida,,,Marchantiales,,,Marchantiaceae,,,Marchantia,,common liverwort,,,new 2019,,,,,,https://www.inaturalist.org/observations/21305824,Marchantia polymorpha,56406,https://static.inaturalist.org/photos/32946229/medium.jpeg?1552786572,
Juniperus communis,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,Cupressaceae,,,Juniperus,L.,common juniper,native,,confirmed,2016-11-02,MICS,St. John Point Conservation Report,,,https://www.inaturalist.org/observations/20987796,Juniperus communis,58725,https://static.inaturalist.org/photos/32412204/medium.jpeg?1551844041,
Juniperus maritima,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,Cupressaceae,,,Juniperus,R.P. Adams,seaside juniper,native,S4 (2017),confirmed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,https://www.inaturalist.org/observations/9286369,Juniperus maritima,164313,https://static.inaturalist.org/photos/12587132/medium.jpeg?1514492859,
Thuja plicata,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,Cupressaceae,,,Thuja,Donn ex D. Don,western redcedar,native,S5,confirmed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,https://www.inaturalist.org/observations/7536421,Thuja plicata,48252,https://static.inaturalist.org/photos/9831144/medium.jpeg?1503013524,
Abies grandis,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,Pinaceae,,,Abies,(Douglas ex D. Don) Lindl.,grand fir,native,S5,confirmed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,https://www.inaturalist.org/observations/17263813,Abies grandis,63690,https://static.inaturalist.org/photos/26187811/medium.jpg?1538869797,
Pinus contorta ssp. contorta,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,Pinaceae,,,Pinus,Douglas ex Loudon,shore pine,native,S5,confirmed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,https://www.inaturalist.org/observations/20960478,Pinus contorta contorta,80130,https://static.inaturalist.org/photos/32361066/medium.jpeg?1551752757,
Pseudotsuga menziesii,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,Pinaceae,,,Pseudotsuga,(Mirb.) Franco,coastal Douglas fir,native,S5,confirmed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,https://www.inaturalist.org/observations/21243350,Pseudotsuga menziesii,48256,https://static.inaturalist.org/photos/32841815/medium.jpeg?1552605486,
Tsuga heterophylla,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,Pinaceae,,,Tsuga,(Raf.) Sarg.,western hemlock,native,S5 (2015),confirmed,2016-11-02,MICS,St. John Point Conservation Report,,,https://www.inaturalist.org/observations/24392277,Tsuga heterophylla,48254,https://static.inaturalist.org/photos/37715234/medium.jpg?1556826253,
Taxus brevifolia,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,Taxaceae,,,Taxus,Nutt.,Pacific yew,native,S5 (2000); G4G5 (2016),reported,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,Taxus brevifolia,55209,,
Athyrium filix-femina sp. cyclosorum,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,,,Athyriaceae,,,Athyrium,(Rupr.) C. Chr.,lady fern,native,S5,confirmed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,https://www.inaturalist.org/observations/13349457,Athyrium filix-femina,52669,https://static.inaturalist.org/photos/19565274/medium.jpeg?1528759845,
Struthiopteris spicant,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,,,Blechnaceae,,,Struthiopteris,(L.) F.W. Weiss,deer fern,native,S5,confirmed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,https://www.inaturalist.org/observations/26372180,Struthiopteris spicant,774894,https://static.inaturalist.org/photos/40946053/medium.jpeg?1559624590,
Cystopteris fragilis,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,,,Cystopteridaceae,,,Cystopteris,(L.) Bernh.,brittle bladderfern,native,S5 (2015),reported,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,Cystopteris fragilis,58755,,
Pteridium aquilinum ssp. pubescens,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,,,Dennstaedtiaceae,,,Pteridium,L. Underw.,bracken fern,native,S5,confirmed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,https://www.inaturalist.org/observations/13324184,Pteridium aquilinum pubescens,52684,https://static.inaturalist.org/photos/19519407/medium.jpeg?1528689886,
Dryopteris expansa,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,,,Dryopteridaceae,Dryopteridoideae,,Dryopteris,(C. Presl) Fraser-Jenk. & Jermy,spiny wood fern,native,S5,confirmed,1914-06-05,John Macoun,RBCM,V000011A,,https://www.inaturalist.org/observations/19857221,Dryopteris expansa,64055,https://static.inaturalist.org/photos/30615079/medium.jpeg?1548392698,
Polystichum munitum,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,,,Dryopteridaceae,Dryopteridoideae,,Polystichum,(Kaulf.) C. Presl,western sword fern,native,S5,confirmed,1979-05-31,Harvey Janszen,RBCM,V098055Y,,https://www.inaturalist.org/observations/19703781,Polystichum munitum,47751,https://static.inaturalist.org/photos/30352921/medium.jpeg?1547775486,
Polypodium glycyrrhiza,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,,,Polypodiaceae,Polypodioideae,,Polypodium,D.C. Eaton,licorice fern,native,S5,confirmed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,https://www.inaturalist.org/observations/13336585,Polypodium glycyrrhiza,55104,https://static.inaturalist.org/photos/19538860/medium.jpeg?1528731721,
Adiantum aleuticum,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,,,Pteridaceae,Vittarioideae,,Adiantum,(Rupr.) C.A. Paris,western maidenhair fern,native,S4,reported,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,Adiantum aleuticum,52667,,
Pentagramma triangularis,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,,,Pteridaceae,Cheilanthoideae,,Pentagramma,"(Kaulf.) Yatsk., Windham & E. Wollenw.",goldback fern,native,S4S5,confirmed,1987-07-23,Gerald B. Straley,UBC,V193706,,https://www.inaturalist.org/observations/19956809,Pentagramma triangularis,52676,https://static.inaturalist.org/photos/30792843/medium.jpeg?1548802866,
Botrypus virginianus,Plantae,Tracheophyta,,,Polypodiopsida,Ophioglossidae,,Ophioglossales,,,Ophioglossaceae,Botrychioideae,,Botrypus,(L.) Michx. 1803,rattlesnake fern,native,S4S5 (2015),reported,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,Botrypus virginianus,75855,,
Sceptridium multifidum,Plantae,Tracheophyta,,,Polypodiopsida,Ophioglossidae,,Ophioglossales,,,Ophioglossaceae,Botrychioideae,,Sceptridium,(S.G.Gmel.) Tagawa,leathery moonwort,native,S5 (2015),reported,1979-05-10,Harvey Janszen,RBCM,V098023,,,Sceptridium multifidum,78990,,
Bangia sp.,Plantae,Rhodophyta,,,Bangiophyceae,,,Bangiales,,,Bangiaceae,,,Bangia,,,,,confirmed,1/8/1994,Andy Lamb,PMLS,,,https://www.inaturalist.org/observations/24567349,Bangia,182981,https://static.inaturalist.org/photos/37990916/medium.jpg?1557028909,
Porphyra gardneri,Plantae,Rhodophyta,,,Bangiophyceae,,,Bangiales,,,Bangiaceae,,,Porphyra,,kelp-fringing nori,,,reported,11/13/2008,Andy Lamb,PMLS,,,,Porphyra gardneri,732620,,
Porphyra nereocystis,Plantae,Rhodophyta,,,Bangiophyceae,,,Bangiales,,,Bangiaceae,,,Pyropia,C. L. Anderson,red laver,unlisted,unlisted,reported,11/14/2008,Andy Lamb,PMLS,,,,Pyropia nereocystis,542165,,
Pyropia fucicola,Plantae,Rhodophyta,,,Bangiophyceae,,,Bangiales,,,Bangiaceae,,,Pyropia,,,,,new 2019,,,,,,https://www.inaturalist.org/observations/24523992,Pyropia fucicola,866006,https://static.inaturalist.org/photos/37921061/medium.jpg?1556991578,
Pyropia perforata,Plantae,Rhodophyta,,,Bangiophyceae,,,Bangiales,,,Bangiaceae,,,Pyropia,,,,,new 2019,,,,,,https://www.inaturalist.org/observations/24521355,Pyropia perforata,370273,https://static.inaturalist.org/photos/37917234/medium.jpg?1556989203,
Smithora naiadum,Plantae,Rhodophyta,,,Compsopogonophyceae,,,Erythropeltidales,,,Erythrotrichiaceae,,,Smithora,,seagrass laver,,,confirmed,7/12/1995,Andy Lamb,PMLS,,,https://www.inaturalist.org/observations/24789698,Smithora naiadum,339024,https://static.inaturalist.org/photos/38306008/medium.jpeg?1557287802,
