Taxon name,Date observed,Description,Place name,Latitude,Longitude,Tags,Geoprivacy,Max. depth,Bottom time,Common name
Metridium farcimen,2019-05-05T09:59:00,,Ballingall Islets Park,48.906568,-123.460574,few,open,47,53,giant plumose anemone
Urticina piscivora,2019-05-05T09:59:00,believe this is a misidentification,Ballingall Islets Park,48.906568,-123.460574,1,open,47,53,rose anemone
Balanophyllia elegans,2019-05-05T09:59:00,,Ballingall Islets Park,48.906568,-123.460574,abundant,open,47,53,orange cup coral
Ptilosarcus gurneyi,2019-05-05T09:59:00,,Ballingall Islets Park,48.906568,-123.460574,few,open,47,53,orange sea pen
Aequorea spp.,2019-05-05T09:59:00,,Ballingall Islets Park,48.906568,-123.460574,few,open,47,53,water jellies
Laqueus vancouverensis,2019-05-05T09:59:00,,Ballingall Islets Park,48.906568,-123.460574,few,open,47,53,transverse lamp shell
Tonicella lineata,2019-05-05T09:59:00,,Ballingall Islets Park,48.906568,-123.460574,many,open,47,53,lined chiton
Crassadoma gigantea,2019-05-05T09:59:00,,Ballingall Islets Park,48.906568,-123.460574,few,open,47,53,giant rock scallop
Ceratostoma foliatum,2019-05-05T09:59:00,,Ballingall Islets Park,48.906568,-123.460574,1,open,47,53,leafy hornmouth
Calliostoma canaliculatum,2019-05-05T09:59:00,suspect this to be blue topsnails,Ballingall Islets Park,48.906568,-123.460574,few,open,47,53,channelled topsnail
Neverita lewisii,2019-05-05T09:59:00,,Ballingall Islets Park,48.906568,-123.460574,1,open,47,53,Lewis's moonsnail
Triopha catalinae,2019-05-05T09:59:00,,Ballingall Islets Park,48.906568,-123.460574,many,open,47,53,clown nudibranch
Flabellina triophina,2019-05-05T09:59:00,,Ballingall Islets Park,48.906568,-123.460574,1,open,47,53,red flabellina
Cancer productus,2019-05-05T09:59:00,,Ballingall Islets Park,48.906568,-123.460574,1,open,47,53,red rock crab
Oregonia gracilis,2019-05-05T09:59:00,,Ballingall Islets Park,48.906568,-123.460574,1,open,47,53,graceful decorator crab
Lopholithodes mandtii,2019-05-05T09:59:00,,Ballingall Islets Park,48.906568,-123.460574,1,open,47,53,Puget Sound king crab
Balanus nubilus,2019-05-05T09:59:00,,Ballingall Islets Park,48.906568,-123.460574,very many,open,47,53,giant acorn barnacle
Evasterias troschelii,2019-05-05T09:59:00,,Ballingall Islets Park,48.906568,-123.460574,few,open,47,53,mottled star
Dermasterias imbricata,2019-05-05T09:59:00,,Ballingall Islets Park,48.906568,-123.460574,few,open,47,53,leather star
Henricia leviuscula leviuscula,2019-05-05T09:59:00,,Ballingall Islets Park,48.906568,-123.460574,few,open,47,53,blood star
Mesocentrotus franciscanus,2019-05-05T09:59:00,,Ballingall Islets Park,48.906568,-123.460574,very many,open,47,53,red sea urchin
Apostichopus californicus,2019-05-05T09:59:00,,Ballingall Islets Park,48.906568,-123.460574,very many,open,47,53,giant sea cucumber
Cucumaria miniata,2019-05-05T09:59:00,,Ballingall Islets Park,48.906568,-123.460574,very many,open,47,53,red sea cucumber
Cnemidocarpa finmarkiensis,2019-05-05T09:59:00,,Ballingall Islets Park,48.906568,-123.460574,very many,open,47,53,broadbase tunicate
Metandrocarpa taylori,2019-05-05T09:59:00,,Ballingall Islets Park,48.906568,-123.460574,few,open,47,53,orange social tunicate
Rhinogobiops nicholsii,2019-05-05T09:59:00,,Ballingall Islets Park,48.906568,-123.460574,very many,open,47,53,blackeye goby
Sebastes caurinus,2019-05-05T09:59:00,20-30cm,Ballingall Islets Park,48.906568,-123.460574,few,open,47,53,copper rockfish
Hexagrammos decagrammus,2019-05-05T09:59:00,,Ballingall Islets Park,48.906568,-123.460574,1,open,47,53,kelp greenling
Artedius harringtoni,2019-05-05T09:59:00,,Ballingall Islets Park,48.906568,-123.460574,many,open,47,53,scalyhead sculpin
Jordania zonope,2019-05-05T09:59:00,,Ballingall Islets Park,48.906568,-123.460574,many,open,47,53,longfin sculpin
Costaria costata,2019-05-05T12:17:00,,Hawkins Island,48.84,-123.36833,few,open,47,45,seersucker kelp
Sargassum muticum,2019-05-05T12:17:00,,Hawkins Island,48.84,-123.36833,very many,open,47,45,wireweed
Cliona californiana,2019-05-05T12:17:00,,Hawkins Island,48.84,-123.36833,many,open,47,45,yellow boring sponge
Clathria pennata,2019-05-05T12:17:00,,Hawkins Island,48.84,-123.36833,few,open,47,45,red velvety sponge 1
Metridium farcimen,2019-05-05T12:17:00,,Hawkins Island,48.84,-123.36833,few,open,47,45,giant plumose anemone
Urticina clandestina,2019-05-05T12:17:00,,Hawkins Island,48.84,-123.36833,1,open,47,45,stubby rose anemone
Tubulanus sexlineatus,2019-05-05T12:17:00,,Hawkins Island,48.84,-123.36833,1,open,47,45,six-lined ribbon worm
Dodecaceria fewkesi,2019-05-05T12:17:00,,Hawkins Island,48.84,-123.36833,very many,open,47,45,fringed filament-worm
Tonicella lineata,2019-05-05T12:17:00,,Hawkins Island,48.84,-123.36833,many,open,47,45,lined chiton
Crassadoma gigantea,2019-05-05T12:17:00,,Hawkins Island,48.84,-123.36833,many,open,47,45,giant rock scallop
undetermined clam,2019-05-05T12:17:00,,Hawkins Island,48.84,-123.36833,few,open,47,45,clam
Doris montereyensis,2019-05-05T12:17:00,,Hawkins Island,48.84,-123.36833,1,open,47,45,Monterey sea lemon
Triopha catalinae,2019-05-05T12:17:00,,Hawkins Island,48.84,-123.36833,many,open,47,45,clown nudibranch
Pandalus danae,2019-05-05T12:17:00,,Hawkins Island,48.84,-123.36833,few,open,47,45,coonstripe shrimp
Cancer productus,2019-05-05T12:17:00,,Hawkins Island,48.84,-123.36833,few,open,47,45,red rock crab
Oregonia gracilis,2019-05-05T12:17:00,,Hawkins Island,48.84,-123.36833,few,open,47,45,graceful decorator crab
Balanus nubilus,2019-05-05T12:17:00,,Hawkins Island,48.84,-123.36833,very many,open,47,45,giant acorn barnacle
Pisaster brevispinus,2019-05-05T12:17:00,,Hawkins Island,48.84,-123.36833,1,open,47,45,giant pink star
Evasterias troschelii,2019-05-05T12:17:00,,Hawkins Island,48.84,-123.36833,few,open,47,45,mottled star
Dermasterias imbricata,2019-05-05T12:17:00,,Hawkins Island,48.84,-123.36833,few,open,47,45,leather star
Henricia leviuscula leviuscula,2019-05-05T12:17:00,,Hawkins Island,48.84,-123.36833,many,open,47,45,blood star
Mesocentrotus franciscanus,2019-05-05T12:17:00,,Hawkins Island,48.84,-123.36833,very many,open,47,45,red sea urchin
Apostichopus californicus,2019-05-05T12:17:00,,Hawkins Island,48.84,-123.36833,few,open,47,45,giant sea cucumber
Cucumaria miniata,2019-05-05T12:17:00,,Hawkins Island,48.84,-123.36833,very many,open,47,45,red sea cucumber
Cnemidocarpa finmarkiensis,2019-05-05T12:17:00,,Hawkins Island,48.84,-123.36833,very many,open,47,45,broadbase tunicate
Rhinogobiops nicholsii,2019-05-05T12:17:00,,Hawkins Island,48.84,-123.36833,very many,open,47,45,blackeye goby
Sebastes caurinus,2019-05-05T12:17:00,"few 10-20cm, 1@20-30cm",Hawkins Island,48.84,-123.36833,few,open,47,45,copper rockfish
Sebastes flavidus,2019-05-05T12:17:00,10-30cm,Hawkins Island,48.84,-123.36833,very many,open,47,45,yellowtail rockfish
Sebastes emphaeus,2019-05-05T12:17:00,10-20cm,Hawkins Island,48.84,-123.36833,few,open,47,45,Puget Sound rockfish
Hexagrammos decagrammus,2019-05-05T12:17:00,,Hawkins Island,48.84,-123.36833,1,open,47,45,kelp greenling
Ophiodon elongatus,2019-05-05T12:17:00,,Hawkins Island,48.84,-123.36833,1,open,47,45,lingcod
Oxylebius pictus,2019-05-05T12:17:00,,Hawkins Island,48.84,-123.36833,1,open,47,45,painted greenling
Artedius harringtoni,2019-05-05T12:17:00,,Hawkins Island,48.84,-123.36833,many,open,47,45,scalyhead sculpin
Jordania zonope,2019-05-05T12:17:00,,Hawkins Island,48.84,-123.36833,many,open,47,45,longfin sculpin
