Family,Full Species,Infra taxa,Habitat,Islands,"Island Size (min, max)",Typical Cover,Date First Seen,Date Last Seen,Notes,taxonName,infraTaxonName,authority,Name Status,Referred iNaturalist Id,Referred iNaturalist Name,kingdom,phylum,subphylum,superclass,class,subclass,superorder,order,suborder,infraorder,superfamily,family,subfamily,tribe,genus,species
Buddleja,Buddleja davidii Franch.*,,Open,1,,,,,,Buddleja davidii,,Franch.*,accepted,75916,Buddleja davidii,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Scrophulariaceae,,Buddlejeae,Buddleja,davidii
Cabombaceae,Brasenia schreberi J.F. Gmel.,,Wetland,2,,,,,,Brasenia schreberi,,J.F. Gmel.,accepted,75867,Brasenia schreberi,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Nymphaeales,,,,Cabombaceae,,,Brasenia,schreberi
Cactaceae,Opuntia fragilis (Nutt.) Haw.,,Shoreline,27,,,,,,Opuntia fragilis,,(Nutt.) Haw.,accepted,62474,Opuntia fragilis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Cactaceae,Opuntioideae,Opuntieae,Opuntia,fragilis
Campanulaceae,Campanula medium L.*,,Open,2,,,,,,Campanula medium,,L.*,accepted,159761,Campanula medium,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Campanulaceae,Campanuloideae,,Campanula,medium
Campanulaceae,Campanula persicifolia L.*,,Open,1,,,,,,Campanula persicifolia,,L.*,accepted,159764,Campanula persicifolia,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Campanulaceae,Campanuloideae,,Campanula,persicifolia
Campanulaceae,Campanula rapunculoides L.*,,Open,1,,,,,,Campanula rapunculoides,,L.*,accepted,85321,Campanula rapunculoides,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Campanulaceae,Campanuloideae,,Campanula,rapunculoides
Campanulaceae,Campanula rotundifolia L.,,Open,14,,,,,,Campanula rotundifolia,,L.,accepted,984576,Campanula rotundifolia,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Campanulaceae,Campanuloideae,,Campanula,rotundifolia
Campanulaceae,Campanula scouleri Hook. ex A. DC.,,Forest,4,,,,,,Campanula scouleri,,Hook. ex A. DC.,accepted,75991,Campanula scouleri,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Campanulaceae,Campanuloideae,,Campanula,scouleri
Campanulaceae,Githopsis specularioides Nutt.,,Open,1,,,,,,Githopsis specularioides,,Nutt.,accepted,58867,Githopsis specularioides,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Campanulaceae,Campanuloideae,,Githopsis,specularioides
Campanulaceae,Lobelia dortmanna L.,,Wetland,1,,,,,,Lobelia dortmanna,,L.,accepted,62352,Lobelia dortmanna,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Campanulaceae,Lobelioideae,,Lobelia,dortmanna
Campanulaceae,Triodanis perfoliata (L.) Nieuwl.,,Wetland,6,,,,,,Triodanis perfoliata,,(L.) Nieuwl.,accepted,64293,Triodanis perfoliata,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Campanulaceae,Campanuloideae,,Triodanis,perfoliata
Caprifoliaceae,Lonicera ciliosa (Pursh) Poir. ex DC.,,Forest,52,,,,,,Lonicera ciliosa,,(Pursh) Poir. ex DC.,accepted,77832,Lonicera ciliosa,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,,Caprifoliaceae,Caprifolioideae,,Lonicera,ciliosa
Caprifoliaceae,Lonicera hispidula (Lindl.) Douglas ex Torr. & A. Gray,,Forest,56,,,,,,Lonicera hispidula,,(Lindl.) Douglas ex Torr. & A. Gray,accepted,53416,Lonicera hispidula,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,,Caprifoliaceae,Caprifolioideae,,Lonicera,hispidula
Caprifoliaceae,Lonicera involucrata (Richardson) Banks ex Spreng.,var. involucrata,Forest,9,,,,,,Lonicera involucrata,Lonicera involucrata var. involucrata,(Richardson) Banks ex Spreng.,accepted,81040,Lonicera involucrata involucrata,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,,Caprifoliaceae,Caprifolioideae,,Lonicera,involucrata
Caprifoliaceae,Symphoricarpos albus (L.) S.F. Blake,var. laevigatus,Forest,94,,,,,,Symphoricarpos albus,Symphoricarpos albus var. laevigatus,(L.) S.F. Blake,accepted,48525,Symphoricarpos albus laevigatus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,,Caprifoliaceae,Caprifolioideae,,Symphoricarpos,albus
Caryophyllaceae,Agrostemma githago L.*,,Open,1,,,,,,Agrostemma githago,,L.*,accepted,75310,Agrostemma githago,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,Caryophylloideae,Sileneae,Agrostemma,githago
Caryophyllaceae,Arenaria serpyllifolia L.*,var. serpylilfolia,Open,5,,,,,,Arenaria serpyllifolia,Arenaria serpyllifolia var. serpylilfolia,L.*,accepted,75553,Arenaria serpyllifolia,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,,Arenarieae,Arenaria,serpyllifolia
Caryophyllaceae,Cerastium arvense L.,ssp. strictum,Open,106,,,,,,Cerastium arvense,Cerastium arvense ssp. strictum,L.,accepted,50847,Cerastium arvense strictum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,,Alsineae,Cerastium,arvense
Caryophyllaceae,Cerastium fontanum Baumg.*,ssp. vulgare,Open,12,,,,,,Cerastium fontanum,Cerastium fontanum ssp. vulgare,Baumg.*,unaccepted,1005385,Cerastium holosteoides,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,,Alsineae,Cerastium,holosteoides
Caryophyllaceae,Cerastium glomeratum Thuill.*,,Open,82,,,,,,Cerastium glomeratum,,Thuill.*,accepted,52973,Cerastium glomeratum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,,Alsineae,Cerastium,glomeratum
Caryophyllaceae,Cerastium pumilum Curtis*,,Open,71,,,,,,Cerastium pumilum,,Curtis*,accepted,160341,Cerastium pumilum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,,Alsineae,Cerastium,pumilum
Caryophyllaceae,Cerastium semidecandrum L.*,,Open,47,,,,,,Cerastium semidecandrum,,L.*,accepted,160343,Cerastium semidecandrum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,,Alsineae,Cerastium,semidecandrum
Caryophyllaceae,Cerastium tomentosum L.*,,Open,1,,,,,,Cerastium tomentosum,,L.*,accepted,160347,Cerastium tomentosum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,,Alsineae,Cerastium,tomentosum
Caryophyllaceae,Dianthus armeria L.*,ssp. armeria,Open,5,,,,,,Dianthus armeria,Dianthus armeria ssp. armeria,L.*,unaccepted,64541,Dianthus armeria,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,,Caryophylleae,Dianthus,armeria
Caryophyllaceae,Dianthus barbatus L.*,ssp. barbatus,Open,1,,,,,,Dianthus barbatus,Dianthus barbatus ssp. barbatus,L.*,accepted,60012,Dianthus barbatus barbatus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,,Caryophylleae,Dianthus,barbatus
Caryophyllaceae,Holosteum umbellatum L.*,ssp. umbellatum,Open,2,,,,,,Holosteum umbellatum,Holosteum umbellatum ssp. umbellatum,L.*,accepted,79940,Holosteum umbellatum umbellatum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,,Alsineae,Holosteum,umbellatum
Caryophyllaceae,Honckenya peploides (L.) Ehrh.,ssp. major,Shoreline,11,,,,,,Honckenya peploides,Honckenya peploides ssp. major,(L.) Ehrh.,accepted,129448,Honckenya peploides major,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,,Sclerantheae,Honckenya,peploides
Caryophyllaceae,Lychnis coronaria (L.) Desr.*,,Open,4,,,,,,Lychnis coronaria,,(L.) Desr.*,unaccepted,485191,Silene coronaria,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,Caryophylloideae,Sileneae,Silene,coronaria
Caryophyllaceae,Moehringia macrophylla (Hook.) Fenzl,,Forest,5,,,,,,Moehringia macrophylla,,(Hook.) Fenzl,accepted,61884,Moehringia macrophylla,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,,Arenarieae,Moehringia,macrophylla
Caryophyllaceae,"Moenchia erecta (L.) P. Gaertn., B. Mey. & Scherbius*",,Open,2,,,,,,Moenchia erecta,,"(L.) P. Gaertn., B. Mey. & Scherbius*",accepted,78088,Moenchia erecta,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,,Alsineae,Moenchia,erecta
Caryophyllaceae,Sabulina macra (A. Nelson & J.F. Macbr.) Dillenb. & Kadereit,,Open,17,,,,,,Sabulina macra,,(A. Nelson & J.F. Macbr.) Dillenb. & Kadereit,accepted,836878,Sabulina macra,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,,Sagineae,Sabulina,macra
Caryophyllaceae,Sagina apetala Ard.*,,Shoreline,17,,,,,,Sagina apetala,,Ard.*,accepted,56998,Sagina apetala,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,,Sagineae,Sagina,apetala
Caryophyllaceae,Sagina decumbens (Elliott) Torr. & A. Gray,ssp. occidentalis,Shoreline,88,,,,,,Sagina decumbens,Sagina decumbens ssp. occidentalis,(Elliott) Torr. & A. Gray,accepted,57000,Sagina decumbens occidentalis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,,Sagineae,Sagina,decumbens
Caryophyllaceae,Sagina maxima A. Gray,ssp. crassicaulis,Shoreline,31,,,,,,Sagina maxima,Sagina maxima ssp. crassicaulis,A. Gray,accepted,80178,Sagina maxima crassicaulis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,,Sagineae,Sagina,maxima
Caryophyllaceae,Sagina procumbens L.*,,Shoreline,12,,,,,,Sagina procumbens,,L.*,accepted,55667,Sagina procumbens,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,,Sagineae,Sagina,procumbens
Caryophyllaceae,Scleranthus annuus L.*,,Open,1,,,,,,Scleranthus annuus,,L.*,accepted,61935,Scleranthus annuus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,,Sclerantheae,Scleranthus,annuus
Caryophyllaceae,Silene antirrhina L.,,Open,16,,,,,,Silene antirrhina,,L.,accepted,58780,Silene antirrhina,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,Caryophylloideae,Sileneae,Silene,antirrhina
Caryophyllaceae,Silene douglasii Hook.,,Open,1,,,,,,Silene douglasii,,Hook.,accepted,62696,Silene douglasii,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,Caryophylloideae,Sileneae,Silene,douglasii
Caryophyllaceae,Silene gallica L.*,,Open,28,,,,,,Silene gallica,,L.*,accepted,53212,Silene gallica,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,Caryophylloideae,Sileneae,Silene,gallica
Caryophyllaceae,Silene latifolia Poir.*,,Open,2,,,,,,Silene latifolia,,Poir.*,accepted,79109,Silene latifolia,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,Caryophylloideae,Sileneae,Silene,latifolia
Caryophyllaceae,Silene menziesii Hook.,,Forest,12,,,,,,Silene menziesii,,Hook.,accepted,79111,Silene menziesii,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,Caryophylloideae,Sileneae,Silene,menziesii
Caryophyllaceae,Silene scouleri Hook.,ssp. scouleri,Open,5,,,,,,Silene scouleri,Silene scouleri ssp. scouleri,Hook.,accepted,80215,Silene scouleri scouleri,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,Caryophylloideae,Sileneae,Silene,scouleri
Caryophyllaceae,Spergula arvensis L.*,,Shoreline,2,,,,,,Spergula arvensis,,L.*,accepted,57005,Spergula arvensis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,,Sperguleae,Spergula,arvensis
Caryophyllaceae,Spergularia canadensis (Pers.) G. Don,var. occidentalis,Shoreline,7,,,,,,Spergularia canadensis,Spergularia canadensis var. occidentalis,(Pers.) G. Don,accepted,81378,Spergularia canadensis occidentalis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,,Sperguleae,Spergularia,canadensis
Caryophyllaceae,Spergularia macrotheca (Hornem.) Heynh.,var. macrotheca,Shoreline,55,,,,,,Spergularia macrotheca,Spergularia macrotheca var. macrotheca,(Hornem.) Heynh.,accepted,61474,Spergularia macrotheca macrotheca,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,,Sperguleae,Spergularia,macrotheca
Caryophyllaceae,Spergularia rubra (L.) J. Presl & C. Presl*,,Shoreline,35,,,,,,Spergularia rubra,,(L.) J. Presl & C. Presl*,accepted,55730,Spergularia rubra,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,,Sperguleae,Spergularia,rubra
Caryophyllaceae,Spergularia salina J. Presl & C. Presl,,Shoreline,7,,,,,,Spergularia salina,,J. Presl & C. Presl,unaccepted,79169,Spergularia marina,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,,Sperguleae,Spergularia,marina
Caryophyllaceae,Stellaria borealis Bigelow,"ssp. borealis, ssp. sitchana",Wetland,6,,,,,,Stellaria borealis,"Stellaria borealis ssp. borealis, ssp. sitchana",Bigelow,accepted,79199,Stellaria borealis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,,Alsineae,Stellaria,borealis
Caryophyllaceae,Stellaria crispa Cham. & Schltdl.,,Forest,10,,,,,,Stellaria crispa,,Cham. & Schltdl.,accepted,79201,Stellaria crispa,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,,Alsineae,Stellaria,crispa
Caryophyllaceae,Stellaria graminea L.*,,Open,1,,,,,,Stellaria graminea,,L.*,accepted,61948,Stellaria graminea,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,,Alsineae,Stellaria,graminea
Caryophyllaceae,Stellaria longifolia Muhl. ex Willd.,,Wetland,2,,,,,,Stellaria longifolia,,Muhl. ex Willd.,accepted,79202,Stellaria longifolia,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,,Alsineae,Stellaria,longifolia
Caryophyllaceae,Stellaria longipes Goldie,ssp. longipes,Wetland,2,,,,,,Stellaria longipes,Stellaria longipes ssp. longipes,Goldie,accepted,80222,Stellaria longipes longipes,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,,Alsineae,Stellaria,longipes
Caryophyllaceae,Stellaria media (L.) Vill.*,,Open,86,,,,,,Stellaria media,,(L.) Vill.*,accepted,1087592,Stellaria media,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,,Alsineae,Stellaria,media
Caryophyllaceae,Stellaria nitens Nutt.,,Open,14,,,,,,Stellaria nitens,,Nutt.,accepted,57007,Stellaria nitens,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,,Alsineae,Stellaria,nitens
Caryophyllaceae,Stellaria pallida (Dumort.) Crépin*,,Open,21,,,,,,Stellaria pallida,,(Dumort.) Crépin*,unaccepted,867483,Stellaria apetala,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,,Alsineae,Stellaria,media
Caryophyllaceae,Vaccaria hispanica (Mill.) Rauschert*,,Open,1,,,,,,Vaccaria hispanica,,(Mill.) Rauschert*,accepted,79469,Vaccaria hispanica,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,,Caryophylleae,Vaccaria,hispanica
Celastraceae,Paxistima myrsinites (Pursh) Raf.,,Forest,21,,,,,,Paxistima myrsinites,,(Pursh) Raf.,accepted,63893,Paxistima myrsinites,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Celastrales,,,,Celastraceae,,,Paxistima,myrsinites
Ceratophyllaceae,Ceratophyllum demersum L.,,Wetland,5,,,,,,Ceratophyllum demersum,,L.,accepted,60997,Ceratophyllum demersum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ceratophyllales,,,,Ceratophyllaceae,,,Ceratophyllum,demersum
Convolvulaceae,Calystegia lucana (Ten.) G. Don*,,Open,1,,,,,,Calystegia lucana,,(Ten.) G. Don*,unaccepted,336675,Calystegia × lucana,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Solanales,,,,Convolvulaceae,Convolvuloideae,Convolvuleae,Calystegia,
Convolvulaceae,Calystegia sepium (L.) R. Br.,,Shoreline,4,,,,,,Calystegia sepium,,(L.) R. Br.,accepted,57481,Calystegia sepium,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Solanales,,,,Convolvulaceae,Convolvuloideae,Convolvuleae,Calystegia,sepium
Convolvulaceae,Calystegia soldanella (L.) R. Br.,,Shoreline,1,,,,,,Calystegia soldanella,,(L.) R. Br.,accepted,60880,Calystegia soldanella,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Solanales,,,,Convolvulaceae,Convolvuloideae,Convolvuleae,Calystegia,soldanella
Convolvulaceae,Convolvulus arvensis L.*,,Open,3,,,,,,Convolvulus arvensis,,L.*,accepted,53021,Convolvulus arvensis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Solanales,,,,Convolvulaceae,Convolvuloideae,Convolvuleae,Convolvulus,arvensis
Convolvulaceae,Cuscuta epithymum Murray*,var. epithymum,Shoreline,1,,,,,,Cuscuta epithymum,Cuscuta epithymum var. epithymum,Murray*,accepted,1276395,Cuscuta epithymum epithymum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Solanales,,,,Convolvulaceae,,Cuscuteae,Cuscuta,epithymum
Convolvulaceae,Cuscuta pacifica Costea & M.A.R. Wright,var. pacifica,Shoreline,8,,,,,,Cuscuta pacifica,Cuscuta pacifica var. pacifica,Costea & M.A.R. Wright,accepted,80645,Cuscuta pacifica pacifica,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Solanales,,,,Convolvulaceae,,Cuscuteae,Cuscuta,pacifica
Cornaceae,Cornus occidentalis (Torr. & A. Gray) Coville,,Forest,2,,,,,,Cornus occidentalis,,(Torr. & A. Gray) Coville,invalid,53366,Cornus sericea occidentalis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Cornales,,,,Cornaceae,,,Cornus,sericea
Cornaceae,Cornus stolonifera Michx.,,Forest,3,,,,,,Cornus stolonifera,,Michx.,unaccepted,53387,Cornus sericea,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Cornales,,,,Cornaceae,,,Cornus,sericea
Cornaceae,Cornus unalaschkensis Ledeb.,,Forest,2,,,,,,Cornus unalaschkensis,,Ledeb.,accepted,1096279,Cornus unalaschkensis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Cornales,,,,Cornaceae,,,Cornus,unalaschkensis
Crassulaceae,Crassula connata (Ruiz & Pav.) A. Berger,,Shoreline,2,,,,,,Crassula connata,,(Ruiz & Pav.) A. Berger,accepted,57016,Crassula connata,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,,Crassulaceae,Crassuloideae,,Crassula,connata
Crassulaceae,Crassula tillaea Lester-Garl.*,,Shoreline,9,,,,,,Crassula tillaea,,Lester-Garl.*,accepted,58883,Crassula tillaea,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,,Crassulaceae,Crassuloideae,,Crassula,tillaea
Crassulaceae,Sedum acre L.*,,Shoreline,3,,,,,,Sedum acre,,L.*,accepted,55734,Sedum acre,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,,Crassulaceae,Sempervivoideae,Sedeae,Sedum,acre
Crassulaceae,Sedum album L.*,,Shoreline,9,,,,,,Sedum album,,L.*,accepted,79025,Sedum album,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,,Crassulaceae,Sempervivoideae,Sedeae,Sedum,album
Crassulaceae,Sedum divergens S. Watson,,Open,1,,,,,,Sedum divergens,,S. Watson,accepted,61155,Sedum divergens,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,,Crassulaceae,Sempervivoideae,Sedeae,Sedum,divergens
Crassulaceae,Sedum lanceolatum Torr.,,Shoreline,93,,,,,,Sedum lanceolatum,,Torr.,accepted,79026,Sedum lanceolatum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,,Crassulaceae,Sempervivoideae,Sedeae,Sedum,lanceolatum
Crassulaceae,Sedum oreganum Nutt.,,Open,2,,,,,,Sedum oreganum,,Nutt.,accepted,79030,Sedum oreganum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,,Crassulaceae,Sempervivoideae,Sedeae,Sedum,oreganum
Crassulaceae,Sedum spathulifolium Hook.,,Shoreline,79,,,,,,Sedum spathulifolium,,Hook.,accepted,58886,Sedum spathulifolium,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,,Crassulaceae,Sempervivoideae,Sedeae,Sedum,spathulifolium
Cucurbitaceae,Marah oregana (Torr. & A. Gray) Howell,,Open,5,,,,,,Marah oregana,,(Torr. & A. Gray) Howell,accepted,77960,Marah oregana,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Cucurbitales,,,,Cucurbitaceae,,Sicyoeae,Marah,oregana
Cupressaceae,Juniperus scopulorum Sarg.,,Open,61,,,,,,Juniperus scopulorum,,Sarg.,accepted,135883,Juniperus scopulorum,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,,Cupressaceae,Cupressoideae,,Juniperus,scopulorum
Cupressaceae,Thuja plicata Donn ex D. Don,,Forest,24,,,,,,Thuja plicata,,Donn ex D. Don,accepted,48252,Thuja plicata,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,,Cupressaceae,Cupressoideae,,Thuja,plicata
Cyperaceae,Bolboschoenus maritimus (L.) Palla,ssp. paludosus,Wetland,8,,,,,,Bolboschoenus maritimus,Bolboschoenus maritimus ssp. paludosus,(L.) Palla,accepted,79646,Bolboschoenus maritimus paludosus,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Cyperaceae,Cyperoideae,Fuireneae,Bolboschoenus,maritimus
Cyperaceae,Carex aquatilis Wahlenb.,"var. aquatilis, var. dives",Wetland,4,,,,,,Carex aquatilis,"Carex aquatilis var. aquatilis, var. dives",Wahlenb.,accepted,76013,Carex aquatilis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Cyperaceae,Cyperoideae,Cariceae,Carex,aquatilis
Cyperaceae,Carex arcta Boott,,Wetland,3,,,,,,Carex arcta,,Boott,accepted,76014,Carex arcta,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Cyperaceae,Cyperoideae,Cariceae,Carex,arcta
Cyperaceae,Carex aurea Nutt.,,Wetland,3,,,,,,Carex aurea,,Nutt.,accepted,76017,Carex aurea,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Cyperaceae,Cyperoideae,Cariceae,Carex,aurea
Cyperaceae,Carex canescens L.,,Wetland,2,,,,,,Carex canescens,,L.,accepted,76023,Carex canescens,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Cyperaceae,Cyperoideae,Cariceae,Carex,canescens
Cyperaceae,Carex canescens L.*,,Wetland,2,,,,,,Carex canescens,,L.*,accepted,76023,Carex canescens,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Cyperaceae,Cyperoideae,Cariceae,Carex,canescens
Cyperaceae,Carex cusickii Mack. ex Piper & Beattie,,Wetland,4,,,,,,Carex cusickii,,Mack. ex Piper & Beattie,accepted,76028,Carex cusickii,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Cyperaceae,Cyperoideae,Cariceae,Carex,cusickii
Cyperaceae,Carex densa (L.H. Bailey) L.H. Bailey,,Open,1,,,,,,Carex densa,,(L.H. Bailey) L.H. Bailey,accepted,61177,Carex densa,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Cyperaceae,Cyperoideae,Cariceae,Carex,densa
Cyperaceae,Carex echinata Murray,"ssp. echinata, ssp. phyllomanica",Wetland,2,,,,,,Carex echinata,"Carex echinata ssp. echinata, ssp. phyllomanica",Murray,accepted,76035,Carex echinata,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Cyperaceae,Cyperoideae,Cariceae,Carex,echinata
Cyperaceae,Carex exsiccata L.H. Bailey,,Wetland,5,,,,,,Carex exsiccata,,L.H. Bailey,accepted,76036,Carex exsiccata,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Cyperaceae,Cyperoideae,Cariceae,Carex,exsiccata
Cyperaceae,Carex hendersonii L.H. Bailey,,Wetland,4,,,,,,Carex hendersonii,,L.H. Bailey,accepted,76048,Carex hendersonii,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Cyperaceae,Cyperoideae,Cariceae,Carex,hendersonii
Cyperaceae,Carex hoodii Boott,,Open,1,,,,,,Carex hoodii,,Boott,accepted,76051,Carex hoodii,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Cyperaceae,Cyperoideae,Cariceae,Carex,hoodii
Cyperaceae,Carex inops L.H. Bailey,ssp. Inops,Open,17,,,,,,Carex inops,Carex inops ssp. Inops,L.H. Bailey,invalid,76056,Carex inops,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Cyperaceae,Cyperoideae,Cariceae,Carex,inops
