Family,Full Species,Infra taxa,Habitat,Islands,"Island Size (min, max)",Typical Cover,Date First Seen,Date Last Seen,Notes,taxonName,authority
Fabaceae,Trifolium striatum L.*,,Open,1,,,,,,Trifolium striatum,L.*
Fabaceae,Trifolium subterraneum L.*,,Open,17,,,,,,Trifolium subterraneum,L.*
Fabaceae,Trifolium suffocatum L.*,,Open,2,,,,,,Trifolium suffocatum,L.*
Fabaceae,Trifolium variegatum Nutt.,,Open,40,,,,,,Trifolium variegatum,Nutt.
Fabaceae,Trifolium willdenovii Spreng.,,Open,87,,,,,,Trifolium willdenovii,Spreng.
Fabaceae,Trifolium wormskioldii Lehm.,,Open,2,,,,,,Trifolium wormskioldii,Lehm.
Fabaceae,Ulex europaeus L.*,,Open,1,,,,,,Ulex europaeus,L.*
Fabaceae,Vicia americana Muhl. ex Willd.,var. americana,Forest,76,,,,,,Vicia americana,Muhl. ex Willd.
Fabaceae,Vicia cracca L.*,,Open,2,,,,,,Vicia cracca,L.*
Fabaceae,Vicia hirsuta (L.) Gray*,,Open,57,,,,,,Vicia hirsuta,(L.) Gray*
Fabaceae,Vicia lathyroides L.*,,Open,1,,,,,,Vicia lathyroides,L.*
Fabaceae,Vicia nigricans Hook. & Arn.,var. gigantea,Forest,32,,,,,,Vicia nigricans,Hook. & Arn.
Fabaceae,Vicia sativa L.*,"var. angustifolia, var. sativa",Open,71,,,,,,Vicia sativa,L.*
Fabaceae,Vicia tetrasperma (L.) Schreb.*,,Open,1,,,,,,Vicia tetrasperma,(L.) Schreb.*
Fabaceae,Vicia villosa Roth*,var. glabrescens,Open,4,,,,,,Vicia villosa,Roth*
Fagaceae,Quercus garryana Douglas ex Hook.,var. garryana,Open,38,,,,,,Quercus garryana,Douglas ex Hook.
Gentianaceae,Centaurium erythraea Rafn*,,Open,5,,,,,,Centaurium erythraea,Rafn*
Gentianaceae,"Centaurium pulchellum (Sw.) Hayek ex Hand.-Mazz., Stadlm., Janch. & Faltis*",,Open,1,,,,,,Centaurium pulchellum,"(Sw.) Hayek ex Hand.-Mazz., Stadlm., Janch. & Faltis*"
Gentianaceae,Gentianella amarella (L.) Börner,ssp. acuta,Wetland,3,,,,,,Gentianella amarella,(L.) Börner
Geraniaceae,Erodium cicutarium (L.) L\\\'Hér. ex Aiton*,ssp. cicutarium,Open,26,,,,,,Erodium cicutarium,(L.) L\\\'Hér. ex Aiton*
Geraniaceae,Geranium bicknellii Britton,,Forest,1,,,,,,Geranium bicknellii,Britton
Geraniaceae,Geranium carolinianum L.,,Forest,5,,,,,,Geranium carolinianum,L.
Geraniaceae,Geranium dissectum L.*,,Open,23,,,,,,Geranium dissectum,L.*
Geraniaceae,Geranium lucidum L.*,,Open,2,,,,,,Geranium lucidum,L.*
Geraniaceae,Geranium molle L.*,,Open,99,,,,,,Geranium molle,L.*
Geraniaceae,Geranium pusillum L.*,,Open,2,,,,,,Geranium pusillum,L.*
Geraniaceae,Geranium robertianum L.*,,Forest,6,,,,,,Geranium robertianum,L.*
Grossulariaceae,Ribes divaricatum Douglas,var. divaricatum,Forest,63,,,,,,Ribes divaricatum,Douglas
Grossulariaceae,Ribes lacustre (Pers.) Poir.,,Forest,10,,,,,,Ribes lacustre,(Pers.) Poir.
Grossulariaceae,Ribes sanguineum Pursh,var. sanguineum,Forest,54,,,,,,Ribes sanguineum,Pursh
Haloragaceae,Myriophyllum sibiricum Kom.,,Wetland,4,,,,,,Myriophyllum sibiricum,Kom.
Haloragaceae,Myriophyllum verticillatum L.,,Wetland,3,,,,,,Myriophyllum verticillatum,L.
Hydrangeaceae,Philadelphus lewisii Pursh,,Forest,7,,,,,,Philadelphus lewisii,Pursh
Hydrocharitaceae,Egeria densa Planch.*,,Wetland,1,,,,,,Egeria densa,Planch.*
Hydrocharitaceae,Elodea canadensis Michx.,,Wetland,3,,,,,,Elodea canadensis,Michx.
Hydrocharitaceae,Najas canadensis Michx.,,Wetland,1,,,,,,Najas canadensis,Michx.
Hydrocharitaceae,Najas flexilis (Willd.) Rostk. & W.L.E. Schmidt,,Wetland,3,,,,,,Najas flexilis,(Willd.) Rostk. & W.L.E. Schmidt
Hydrophyllaceae,Nemophila parviflora Douglas ex Benth.,"var. parviflora, var. austiniae",Forest,14,,,,,,Nemophila parviflora,Douglas ex Benth.
Hydrophyllaceae,Nemophila pedunculata Douglas ex Benth.,,Forest,1,,,,,,Nemophila pedunculata,Douglas ex Benth.
Hydrophyllaceae,Phacelia linearis (Pursh) Holz.,,Open,1,,,,,,Phacelia linearis,(Pursh) Holz.
Hypericaceae,Hypericum anagalloides Cham. & Schltdl.,,Wetland,3,,,,,,Hypericum anagalloides,Cham. & Schltdl.
Hypericaceae,Hypericum calycinum L.*,,Open,1,,,,,,Hypericum calycinum,L.*
Hypericaceae,Hypericum perforatum L.*,,Open,7,,,,,,Hypericum perforatum,L.*
Hypericaceae,Hypericum scouleri Hook.,,Wetland,2,,,,,,Hypericum scouleri,Hook.
Iridaceae,Crocus stellaris Haw.*,,Open,1,,,,,,Crocus stellaris,Haw.*
Iridaceae,Iris foetidissima L.*,,Open,2,,,,,,Iris foetidissima,L.*
Iridaceae,Iris germanica L.*,,Open,7,,,,,,Iris germanica,L.*
Iridaceae,Iris pseudacorus L.*,,Wetland,6,,,,,,Iris pseudacorus,L.*
Iridaceae,Olsynium douglasii (A. Dietr.) E.P. Bicknell,var. douglasii,Open,6,,,,,,Olsynium douglasii,(A. Dietr.) E.P. Bicknell
Iridaceae,Sisyrinchium californicum (Ker Gawl.) W.T.Aiton,,Open,1,,,,,,Sisyrinchium californicum,(Ker Gawl.) W.T.Aiton
Iridaceae,Sisyrinchium idahoense E.P. Bicknell,"var. macounii, var. segetum",Open,8,,,,,,Sisyrinchium idahoense,E.P. Bicknell
Isoetaceae,Isoetes nuttallii A. Br.,,Wetland,1,,,,,,Isoetes nuttallii,A. Br.
Isoetaceae,Isoetes occidentalis L.F. Hend.,,Wetland,1,,,,,,Isoetes occidentalis,L.F. Hend.
Juncaceae,Juncus acuminatus Michx.,,Wetland,4,,,,,,Juncus acuminatus,Michx.
Juncaceae,Juncus alpinoarticulatus Chaix,,Wetland,1,,,,,,Juncus alpinoarticulatus,Chaix
Juncaceae,Juncus articulatus L.,ssp. articulata,Wetland,4,,,,,,Juncus articulatus,L.
Juncaceae,Juncus balticus Willd.,ssp. ater,Shoreline,19,,,,,,Juncus balticus,Willd.
Juncaceae,Juncus bolanderi Engelm.,,Shoreline,1,,,,,,Juncus bolanderi,Engelm.
Juncaceae,Juncus breweri Engelm.,,Shoreline,2,,,,,,Juncus breweri,Engelm.
Juncaceae,Juncus bufonius L.,var. bufonius,Shoreline,23,,,,,,Juncus bufonius,L.
Juncaceae,Juncus effusus L.,"ssp. pacificus, ssp. effusus",Shoreline,13,,,,,,Juncus effusus,L.
Juncaceae,Juncus ensifolius Wikstr.,,Wetland,7,,,,,,Juncus ensifolius,Wikstr.
Juncaceae,Juncus gerardi Loisel.,ssp. gerardi,Shoreline,3,,,,,,Juncus gerardi,Loisel.
Juncaceae,Juncus hesperius (Piper) Lint,,Wetland,8,,,,,,Juncus hesperius,(Piper) Lint
Juncaceae,Juncus occidentalis (Coville) Wiegand,,Wetland,2,,,,,,Juncus occidentalis,(Coville) Wiegand
Juncaceae,Juncus tenuis Willd.,,Wetland,3,,,,,,Juncus tenuis,Willd.
Juncaceae,Luzula comosa E. Mey.,var. laxa,Open,24,,,,,,Luzula comosa,E. Mey.
Juncaceae,Luzula macrantha (S. Watson) Zika & B.L. Wilson,,Open,10,,,,,,Luzula macrantha,(S. Watson) Zika & B.L. Wilson
Juncaceae,Luzula multiflora (Ehrh.) Lej.,,Open,2,,,,,,Luzula multiflora,(Ehrh.) Lej.
Juncaceae,Luzula parviflora (Ehrh.) Desv.,,Forest,2,,,,,,Luzula parviflora,(Ehrh.) Desv.
Juncaceae,Luzula subsessilis (S. Watson) Buchenau,,Open,58,,,,,,Luzula subsessilis,(S. Watson) Buchenau
Juncaginaceae,Triglochin concinna J.B. Davy,,Wetland,1,,,,,,Triglochin concinna,J.B. Davy
Juncaginaceae,Triglochin maritima L.,,Wetland,10,,,,,,Triglochin maritima,L.
Lamiaceae,Ajuga reptans L.*,,Forest,4,,,,,,Ajuga reptans,L.*
Lamiaceae,Clinopodium douglasii (Benth.) Kuntze,,Forest,34,,,,,,Clinopodium douglasii,(Benth.) Kuntze
Lamiaceae,Glechoma hederacea L.*,,Forest,2,,,,,,Glechoma hederacea,L.*
Lamiaceae,Lamiastrum galeobdolon (L.) Ehrend. & Polatschek*,ssp. argentatum,Forest,3,,,,,,Lamiastrum galeobdolon,(L.) Ehrend. & Polatschek*
Lamiaceae,Lamium amplexicaule L.*,,Open,5,,,,,,Lamium amplexicaule,L.*
Lamiaceae,Lamium hybridum Vill.*,,Open,1,,,,,,Lamium hybridum,Vill.*
Lamiaceae,Lamium purpureum L.*,,Open,14,,,,,,Lamium purpureum,L.*
Lamiaceae,Lycopus americanus Muhl. ex W.P.C. Bartr.,,Wetland,1,,,,,,Lycopus americanus,Muhl. ex W.P.C. Bartr.
Lamiaceae,Lycopus europaeus L.*,,Wetland,2,,,,,,Lycopus europaeus,L.*
Lamiaceae,Lycopus uniflorus Michx.,,Wetland,5,,,,,,Lycopus uniflorus,Michx.
Lamiaceae,Marrubium vulgare L.*,,Open,7,,,,,,Marrubium vulgare,L.*
Lamiaceae,Melissa officinalis L.*,,Open,1,,,,,,Melissa officinalis,L.*
Lamiaceae,Mentha canadensis L.,,Wetland,5,,,,,,Mentha canadensis,L.
Lamiaceae,Mentha piperita L.*,,Open,1,,,,,,Mentha piperita,L.*
Lamiaceae,Mentha pulegium L.*,,Open,1,,,,,,Mentha pulegium,L.*
Lamiaceae,Mentha rotundifolia (L.) Huds.*,,Open,1,,,,,,Mentha rotundifolia,(L.) Huds.*
Lamiaceae,Nepeta cataria L.*,,Open,2,,,,,,Nepeta cataria,L.*
Lamiaceae,Prunella vulgaris L.,"var. lanceolata, var. vulgaris",Open,11,,,,,,Prunella vulgaris,L.
Lamiaceae,Satureja douglasii (Benth.) Kuntze,,Forest,36,,,,,,Satureja douglasii,(Benth.) Kuntze
Lamiaceae,Scutellaria galericulata L.,,Wetland,2,,,,,,Scutellaria galericulata,L.
Lamiaceae,Stachys cooleyae A. Heller,,Forest,5,,,,,,Stachys cooleyae,A. Heller
Lamiaceae,Stachys mexicana Benth.,,Forest,1,,,,,,Stachys mexicana,Benth.
Lamiaceae,Thymus pulegioides L.*,,Open,1,,,,,,Thymus pulegioides,L.*
Lentibulariaceae,Utricularia gibba L.,,Wetland,1,,,,,,Utricularia gibba,L.
Lentibulariaceae,Utricularia minor L.,,Wetland,1,,,,,,Utricularia minor,L.
Lentibulariaceae,Utricularia vulgaris L.,ssp. macrohiza,Wetland,4,,,,,,Utricularia vulgaris,L.
Liliaceae,Erythronium oregonum Applegate,ssp. oregonum,Forest,32,,,,,,Erythronium oregonum,Applegate
Liliaceae,Fritillaria affinis (Schult. & Schult. f.) Sealy,,Open,86,,,,,,Fritillaria affinis,(Schult. & Schult. f.) Sealy
Liliaceae,Lilium columbianum Leichtlin,,Forest,19,,,,,,Lilium columbianum,Leichtlin
Liliaceae,Prosartes hookeri Torr.,,Forest,1,,,,,,Prosartes hookeri,Torr.
Liliaceae,Tulipa sp. L.*,,Open,1,,,,,,Tulipa sp.,L.*
Linnaeaceae,Linnaea borealis L.,ssp. longiflora,Forest,9,,,,,,Linnaea borealis,L.
Lycopodiaceae,Lycopodium clavatum L.,,Wetland,2,,,,,,Lycopodium clavatum,L.
Lythraceae,Lythrum salicaria L.*,,Wetland,4,,,,,,Lythrum salicaria,L.*
Malvaceae,Alcea rosea L.*,,Open,1,,,,,,Alcea rosea,L.*
Malvaceae,Malva neglecta Wallr.*,,Open,1,,,,,,Malva neglecta,Wallr.*
Malvaceae,Malva sylvestris L.*,,Open,1,,,,,,Malva sylvestris,L.*
Malvaceae,Sidalcea hendersonii S. Watson,,Shoreline,2,,,,,,Sidalcea hendersonii,S. Watson
Melanthiaceae,Toxicoscordion venenosum (S. Watson) Rydb.,var. venenosum,Open,61,,,,,,Toxicoscordion venenosum,(S. Watson) Rydb.
Menyanthaceae,Menyanthes trifoliata L.,,Wetland,2,,,,,,Menyanthes trifoliata,L.
Montiaceae,Calandrinia ciliata (Ruiz & Pav.) DC.,,Shoreline,27,,,,,,Calandrinia ciliata,(Ruiz & Pav.) DC.
Montiaceae,Claytonia exigua Douglas ex Torr. & A. Gray,"ssp. exigua, ssp. glauca",Shoreline,30,,,,,,Claytonia exigua,Douglas ex Torr. & A. Gray
Montiaceae,Claytonia parviflora Douglas ex Hook.,,Open,21,,,,,,Claytonia parviflora,Douglas ex Hook.
Montiaceae,Claytonia perfoliata Donn ex Willd.,,Forest,91,,,,,,Claytonia perfoliata,Donn ex Willd.
Montiaceae,Claytonia rubra (Howell) Tidestr.,,Shoreline,75,,,,,,Claytonia rubra,(Howell) Tidestr.
Montiaceae,Claytonia sibirica L.,,Forest,7,,,,,,Claytonia sibirica,L.
Montiaceae,Montia dichotoma (Nutt.) Howell,,Open,2,,,,,,Montia dichotoma,(Nutt.) Howell
Montiaceae,Montia fontana L.,,Shoreline,16,,,,,,Montia fontana,L.
Montiaceae,Montia howellii S. Watson,,Shoreline,2,,,,,,Montia howellii,S. Watson
Montiaceae,Montia linearis (Douglas) Greene,,Open,6,,,,,,Montia linearis,(Douglas) Greene
Montiaceae,Montia parvifolia (Moc. ex DC.) Greene,,Open,21,,,,,,Montia parvifolia,(Moc. ex DC.) Greene
Nyctaginaceae,Abronia latifolia Eschsch.,,Shoreline,3,,,,,,Abronia latifolia,Eschsch.
Nymphaeaceae,Nuphar polysepala Engelm.,,Wetland,6,,,,,,Nuphar polysepala,Engelm.
Nymphaeaceae,Nymphaea odorata Aiton*,,Wetland,2,,,,,,Nymphaea odorata,Aiton*
Okay - possible,Solanum americanum Mill.,,Open,1,,,,,,Solanum americanum,Mill.
Oleaceae,Ligustrum vulgare L.*,,Forest,1,,,,,,Ligustrum vulgare,L.*
Onagraceae,Camissonia contorta (Douglas) Kearney,,Open,1,,,,,,Camissonia contorta,(Douglas) Kearney
Onagraceae,Chamaenerion angustifolium (L.) Scop.,,Open,26,,,,,,Chamaenerion angustifolium,(L.) Scop.
Onagraceae,Circaea alpina L.,ssp. pacifica,Forest,6,,,,,,Circaea alpina,L.
Onagraceae,Clarkia amoena (Lehm.) A. Nelson & J.F. Macbr.,,Open,11,,,,,,Clarkia amoena,(Lehm.) A. Nelson & J.F. Macbr.
Onagraceae,Clarkia gracilis (Piper) A. Nelson & J.F. Macbr.,ssp. gracilis,Open,2,,,,,,Clarkia gracilis,(Piper) A. Nelson & J.F. Macbr.
Onagraceae,Epilobium anagallidifolium Lam.,,Forest,1,,,,,,Epilobium anagallidifolium,Lam.
Onagraceae,Epilobium brachycarpum C. Presl,,Open,14,,,,,,Epilobium brachycarpum,C. Presl
Onagraceae,Epilobium ciliatum Raf.,,Open,27,,,,,,Epilobium ciliatum,Raf.
Onagraceae,Epilobium densiflorum (Lindl.) Hoch & P.H. Raven,,Wetland,2,,,,,,Epilobium densiflorum,(Lindl.) Hoch & P.H. Raven
Onagraceae,Epilobium glandulosum Lehm.,,Open,2,,,,,,Epilobium glandulosum,Lehm.
Onagraceae,Epilobium hirsutum L.*,,Open,2,,,,,,Epilobium hirsutum,L.*
Onagraceae,Epilobium lactiflorum Hausskn.,,Open,1,,,,,,Epilobium lactiflorum,Hausskn.
Onagraceae,Epilobium leptophyllum Raf.,,Wetland,2,,,,,,Epilobium leptophyllum,Raf.
Onagraceae,Epilobium minutum Lindl.,,Open,28,,,,,,Epilobium minutum,Lindl.
Onagraceae,Epilobium palustre L.,,Wetland,1,,,,,,Epilobium palustre,L.
Onagraceae,Epilobium torreyi (S. Watson) Hoch & P.H. Raven,,Wetland,1,,,,,,Epilobium torreyi,(S. Watson) Hoch & P.H. Raven
Onagraceae,Ludwigia palustris (L.) Elliott,,Wetland,3,,,,,,Ludwigia palustris,(L.) Elliott
Onagraceae,Oenothera glazioviana Micheli*,,Open,1,,,,,,Oenothera glazioviana,Micheli*
Ophioglossaceae,Botrypus virginianus (L.) Michx.,,Forest,1,,,,,,Botrypus virginianus,(L.) Michx.
Ophioglossaceae,Ophioglossum pusillum Raf.,,Forest,1,,,,,,Ophioglossum pusillum,Raf.
Ophioglossaceae,Sceptridium multifidum (Gmel.) Tagawa,,Forest,6,,,,,,Sceptridium multifidum,(Gmel.) Tagawa
Orchidaceae,Calypso bulbosa (L.) Oakes,var. occidentalis,Forest,19,,,,,,Calypso bulbosa,(L.) Oakes
Orchidaceae,Cephalanthera austiniae (A. Gray) A. Heller,,Forest,3,,,,,,Cephalanthera austiniae,(A. Gray) A. Heller
Orchidaceae,Corallorhiza maculata (Raf.) Raf.,"var. maculata, var. occidentalis",Forest,21,,,,,,Corallorhiza maculata,(Raf.) Raf.
Orchidaceae,Corallorhiza mertensiana Bong.,,Forest,3,,,,,,Corallorhiza mertensiana,Bong.
Orchidaceae,Corallorhiza striata Lindl.,var. striata,Forest,4,,,,,,Corallorhiza striata,Lindl.
Orchidaceae,Epipactis helleborine (L.) Crantz*,,Forest,12,,,,,,Epipactis helleborine,(L.) Crantz*
Orchidaceae,Goodyera oblongifolia Raf.,,Forest,29,,,,,,Goodyera oblongifolia,Raf.
Orchidaceae,Neottia banksiana (Lind.) Rchb. f.,,Forest,2,,,,,,Neottia banksiana,(Lind.) Rchb. f.
Orchidaceae,Neottia convallarioides (Sw.) Richardson,,Forest,1,,,,,,Neottia convallarioides,(Sw.) Richardson
Orchidaceae,Neottia cordata (L.) Richardson*,,Forest,7,,,,,,Neottia cordata,(L.) Richardson*
Orchidaceae,Platanthera dilatata (Pursh) Lindl. ex L.C. Beck,"var. albiflora, var. leucostachys",Forest,3,,,,,,Platanthera dilatata,(Pursh) Lindl. ex L.C. Beck
Orchidaceae,Platanthera elegans Lindl.,ssp. elegans,Open,43,,,,,,Platanthera elegans,Lindl.
Orchidaceae,Platanthera elongata (Rydb.) R.M. Bateman,,Forest,4,,,,,,Platanthera elongata,(Rydb.) R.M. Bateman
Orchidaceae,Platanthera orbiculata (Pursh) Lindl.,,Forest,2,,,,,,Platanthera orbiculata,(Pursh) Lindl.
Orchidaceae,Platanthera stricta Lindl.,,Forest,1,,,,,,Platanthera stricta,Lindl.
Orchidaceae,Platanthera transversa (Suksd.) R.M. Bateman,,Forest,6,,,,,,Platanthera transversa,(Suksd.) R.M. Bateman
Orchidaceae,Platanthera unalascensis (Spreng.) Kurtz,,Forest,10,,,,,,Platanthera unalascensis,(Spreng.) Kurtz
Orchidaceae,Spiranthes romanzoffiana Cham.,,Open,8,,,,,,Spiranthes romanzoffiana,Cham.
Orobanchaceae,Aphyllon californicum (Cham. & Schltdl.) A. Gray,ssp. californicum,Open,33,,,,,,Aphyllon californicum,(Cham. & Schltdl.) A. Gray
Orobanchaceae,Aphyllon purpureum (A. Heller) Holub,,Open,29,,,,,,Aphyllon purpureum,(A. Heller) Holub
Orobanchaceae,Bellardia viscosa (L.) Fisch. & C.A. Mey.*,,Open,3,,,,,,Bellardia viscosa,(L.) Fisch. & C.A. Mey.*
Orobanchaceae,Castilleja attenuata (A. Gray) T.I. Chuang & Heckard,,Open,10,,,,,,Castilleja attenuata,(A. Gray) T.I. Chuang & Heckard
Orobanchaceae,Castilleja hispida Benth.,var. hispida,Open,47,,,,,,Castilleja hispida,Benth.
Orobanchaceae,Castilleja levisecta Greenm.,,Open,2,,,,,,Castilleja levisecta,Greenm.
Orobanchaceae,Castilleja victoriae Fairbarns & J.M. Egger,,Open,1,,,,,,Castilleja victoriae,Fairbarns & J.M. Egger
Orobanchaceae,Euphrasia nemorosa (Pers.) Wallr.*,,Open,3,,,,,,Euphrasia nemorosa,(Pers.) Wallr.*
Orobanchaceae,Kopsiopsis hookeri (Walp.) Govaerts,,Forest,2,,,,,,Kopsiopsis hookeri,(Walp.) Govaerts
Orobanchaceae,Orthocarpus bracteosus Benth.,,Open,1,,,,,,Orthocarpus bracteosus,Benth.
Orobanchaceae,Rhinanthus minor L.,,Open,1,,,,,,Rhinanthus minor,L.
Orobanchaceae,Triphysaria pusilla (Benth.) T.I. Chuang & Heckard,,Open,35,,,,,,Triphysaria pusilla,(Benth.) T.I. Chuang & Heckard
Oxalidaceae,Oxalis corniculata L.*,,Open,1,,,,,,Oxalis corniculata,L.*
Papaveraceae,Corydalis lutea (L.) DC.*,,Forest,1,,,,,,Corydalis lutea,(L.) DC.*
Papaveraceae,Dicentra formosa (Haw.) Walp.,ssp. formosa,Forest,2,,,,,,Dicentra formosa,(Haw.) Walp.
Papaveraceae,Eschscholzia californica Cham.*,ssp. californica,Open,9,,,,,,Eschscholzia californica,Cham.*
Papaveraceae,Fumaria officinalis L.*,,Open,1,,,,,,Fumaria officinalis,L.*
Papaveraceae,Meconella oregana Nutt.,,Open,2,,,,,,Meconella oregana,Nutt.
Papaveraceae,Papaver rhoeas L.*,,Open,1,,,,,,Papaver rhoeas,L.*
Papaveraceae,Papaver somniferum L.*,,Open,2,,,,,,Papaver somniferum,L.*
Phrymaceae,Erythranthe alsinoides (Douglas ex Benth.) G.L. Nesom & N.S. Fraga,,Forest,26,,,,,,Erythranthe alsinoides,(Douglas ex Benth.) G.L. Nesom & N.S. Fraga
Phrymaceae,Erythranthe guttata (Fisch. ex DC.) G.L. Nesom,,Forest,21,,,,,,Erythranthe guttata,(Fisch. ex DC.) G.L. Nesom
Phrymaceae,Erythranthe microphylla (Benth.) G.L. Nesom,,Forest,6,,,,,,Erythranthe microphylla,(Benth.) G.L. Nesom
Phrymaceae,Erythranthe moschata (Douglas ex Lindl.) G.L. Nesom,,Forest,2,,,,,,Erythranthe moschata,(Douglas ex Lindl.) G.L. Nesom
Phrymaceae,Erythranthe nasuta (Greene) G.L. Nesom,,Forest,23,,,,,,Erythranthe nasuta,(Greene) G.L. Nesom
Phrymaceae,Erythranthe ptilota G.L. Nesom,,Forest,1,,,,,,Erythranthe ptilota,G.L. Nesom
Pinaceae,Abies grandis (Douglas ex D. Don) Lindl.,,Forest,34,,,,,,Abies grandis,(Douglas ex D. Don) Lindl.
Pinaceae,Picea sitchensis (Bong.) Carrière,,Forest,18,,,,,,Picea sitchensis,(Bong.) Carrière
Pinaceae,Pinus contorta Douglas ex Loudon,"var. contorta, var. latifolia",Forest,27,,,,,,Pinus contorta,Douglas ex Loudon
Pinaceae,Pinus monticola Douglas ex D. Don,,Forest,2,,,,,,Pinus monticola,Douglas ex D. Don
Pinaceae,Pseudotsuga menziesii (Mirb.) Franco,var. menziesii,Forest,75,,,,,,Pseudotsuga menziesii,(Mirb.) Franco
Pinaceae,Tsuga heterophylla (Raf.) Sarg.,,Forest,16,,,,,,Tsuga heterophylla,(Raf.) Sarg.
Plantaginaceae,Antirrhinum majus L.*,,Open,2,,,,,,Antirrhinum majus,L.*
Plantaginaceae,Callitriche heterophylla Pursh,var. bolanderi,Wetland,2,,,,,,Callitriche heterophylla,Pursh
Plantaginaceae,Callitriche palustris L.,,Wetland,2,,,,,,Callitriche palustris,L.
Plantaginaceae,Collinsia grandiflora Lindl.,,Open,25,,,,,,Collinsia grandiflora,Lindl.
Plantaginaceae,Collinsia parviflora Lindl.,,Open,84,,,,,,Collinsia parviflora,Lindl.
Plantaginaceae,"Cymbalaria muralis G. Gaertn., B. Mey. & Scherb.*",ssp. muralis,Open,2,,,,,,Cymbalaria muralis,"G. Gaertn., B. Mey. & Scherb.*"
Plantaginaceae,Digitalis purpurea L.*,var. purpurea,Open,12,,,,,,Digitalis purpurea,L.*
Plantaginaceae,Hippuris vulgaris L.,,Wetland,5,,,,,,Hippuris vulgaris,L.
Plantaginaceae,Linaria dalmatica (L.) Mill.*,ssp. dalmatica,Open,2,,,,,,Linaria dalmatica,(L.) Mill.*
Plantaginaceae,Linaria purpurea (L.) Mill.*,,Open,1,,,,,,Linaria purpurea,(L.) Mill.*
Plantaginaceae,Linaria vulgaris Mill.*,,Open,1,,,,,,Linaria vulgaris,Mill.*
Plantaginaceae,Nuttallanthus texanus (Scheele) D.A. Sutton,,Open,1,,,,,,Nuttallanthus texanus,(Scheele) D.A. Sutton
Plantaginaceae,Plantago elongata Pursh,,Shoreline,29,,,,,,Plantago elongata,Pursh
Plantaginaceae,Plantago lanceolata L.*,,Open,73,,,,,,Plantago lanceolata,L.*
Plantaginaceae,Plantago major L.*,,Open,11,,,,,,Plantago major,L.*
Plantaginaceae,Plantago maritima L.,,Shoreline,107,,,,,,Plantago maritima,L.
Plantaginaceae,Veronica americana Schwein. ex Benth.,,Wetland,7,,,,,,Veronica americana,Schwein. ex Benth.
Plantaginaceae,Veronica arvensis L.*,,Open,66,,,,,,Veronica arvensis,L.*
Plantaginaceae,Veronica chamaedrys L.*,,Open,1,,,,,,Veronica chamaedrys,L.*
Plantaginaceae,Veronica filiformis Sm.*,,Open,1,,,,,,Veronica filiformis,Sm.*
Plantaginaceae,Veronica officinalis L.*,,Open,5,,,,,,Veronica officinalis,L.*
Plantaginaceae,Veronica peregrina L.,var. xalapensis,Wetland,5,,,,,,Veronica peregrina,L.
Plantaginaceae,Veronica persica Poir.*,,Open,1,,,,,,Veronica persica,Poir.*
Plantaginaceae,Veronica scutellata L.,,Wetland,4,,,,,,Veronica scutellata,L.
Plantaginaceae,Veronica serpyllifolia L.,"var. humifusa, var. serpyllifolia",Wetland,11,,,,,,Veronica serpyllifolia,L.
Plumbaginaceae,Armeria maritima (Mill.) Willd.,ssp. californica,Shoreline,42,,,,,,Armeria maritima,(Mill.) Willd.
Poaceae,Achnatherum lemmonii (Vasey) Barkworth,ssp. lemmonii,Open,6,,,,,,Achnatherum lemmonii,(Vasey) Barkworth
Poaceae,Achnatherum nelsonii (Scribn.) Barkworth,ssp. dorei,Open,2,,,,,,Achnatherum nelsonii,(Scribn.) Barkworth
Poaceae,Agrostis capillaris L.*,,Open,9,,,,,,Agrostis capillaris,L.*
Poaceae,Agrostis exarata Trin.,,Shoreline,28,,,,,,Agrostis exarata,Trin.
Poaceae,Agrostis gigantea Roth*,,Open,6,,,,,,Agrostis gigantea,Roth*
Poaceae,Agrostis microphylla Steud.,,Wetland,1,,,,,,Agrostis microphylla,Steud.
Poaceae,Agrostis pallens Trin.,,Open,6,,,,,,Agrostis pallens,Trin.
Poaceae,Agrostis scabra Willd.,,Open,4,,,,,,Agrostis scabra,Willd.
Poaceae,Agrostis stolonifera L.*,,Open,18,,,,,,Agrostis stolonifera,L.*
Poaceae,Aira caryophyllea L.*,var. caryophyllea,Open,106,,,,,,Aira caryophyllea,L.*
Poaceae,Aira praecox L.*,,Open,123,,,,,,Aira praecox,L.*
Poaceae,Alopecurus aequalis Sobol.,var. aequalis,Wetland,4,,,,,,Alopecurus aequalis,Sobol.
Poaceae,Alopecurus geniculatus L.,,Wetland,4,,,,,,Alopecurus geniculatus,L.
Poaceae,Alopecurus pratensis L.*,,Open,5,,,,,,Alopecurus pratensis,L.*
Poaceae,Anthoxanthum odoratum L.*,,Open,25,,,,,,Anthoxanthum odoratum,L.*
Poaceae,Arrhenatherum elatius (L.) P. Beauv. ex J. Presl & C. Presl*,"var. bulbosum, var. elatius",Open,4,,,,,,Arrhenatherum elatius,(L.) P. Beauv. ex J. Presl & C. Presl*
Poaceae,Avena barbata Pott ex Link*,,Open,4,,,,,,Avena barbata,Pott ex Link*
Poaceae,Avena fatua L.*,,Open,2,,,,,,Avena fatua,L.*
Poaceae,Avena sativa L.*,,Open,1,,,,,,Avena sativa,L.*
Poaceae,Bromus commutatus Schrad.*,,Open,4,,,,,,Bromus commutatus,Schrad.*
