iNaturalist taxon name,iNaturalist taxon ID,Taxon name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Infra taxa,Habitat,Islands,id
Poa confinis,78637,Poa confinis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Poa,confinis,,Shoreline,12,DUN:780
Poa howellii,52812,Poa howellii,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Poa,howellii,,Forest,2,DUN:781
Poa infirma,78642,Poa infirma,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Poa,infirma,,Shoreline,1,DUN:782
Poa palustris,78650,Poa palustris,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Poa,palustris,,Open,3,DUN:783
Poa pratensis,60307,Poa pratensis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Poa,pratensis,,Open,80,DUN:784
Poa secunda,57198,Poa secunda,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Poa,secunda,ssp. secunda,Open,5,DUN:785
Poa trivialis,78657,Poa trivialis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Poa,trivialis,,Open,5,DUN:786
Polypogon monspeliensis,57197,Polypogon monspeliensis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Polypogon,monspeliensis,,Shoreline,10,DUN:787
Puccinellia nutkaensis,78783,Puccinellia nutkaensis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Puccinellia,nutkaensis,,Shoreline,91,DUN:788
Puccinellia nuttalliana,60309,Puccinellia nuttalliana,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Puccinellia,nuttalliana,,Shoreline,5,DUN:789
Puccinellia pumila,78785,Puccinellia pumila,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Puccinellia,pumila,,Shoreline,1,DUN:790
Lolium arundinaceum,164708,Schedonorus arundinaceus,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Lolium,arundinaceum,,Open,30,DUN:791
Lolium pratense,866252,Schedonorus pratensis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Lolium,pratense,,Open,2,DUN:792
Secale cereale,79021,Secale cereale,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Triticeae,Secale,cereale,,Open,1,DUN:793
Setaria pumila,48688,Setaria pumila,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Panicoideae,Paniceae,Setaria,pumila,,Open,1,DUN:794
Thinopyrum obtusiflorum,1301269,Thinopyrum ponticum,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Triticeae,Thinopyrum,obtusiflorum,,Open,1,DUN:795
Torreyochloa pallida,79374,Torreyochloa pallida,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Torreyochloa,pallida,var. pauciflora,Wetland,8,DUN:796
Trisetum canescens,64229,Trisetum canescens,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Trisetum,canescens,,Forest,17,DUN:797
Trisetum cernuum,79444,Trisetum cernuum,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Trisetum,cernuum,,Forest,10,DUN:798
Festuca bromoides,77136,Vulpia bromoides,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Festuca,bromoides,,Open,107,DUN:799
Festuca microstachys,77138,Vulpia microstachys,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Festuca,microstachys,var. pauciflora,Forest,10,DUN:800
Festuca myuros,77140,Vulpia myuros,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Festuca,myuros,,Open,88,DUN:801
Collomia grandiflora,61871,Collomia grandiflora,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Polemoniaceae,,,Collomia,grandiflora,,Open,1,DUN:802
Collomia heterophylla,52996,Collomia heterophylla,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Polemoniaceae,,,Collomia,heterophylla,,Forest,5,DUN:803
Collomia linearis,76416,Collomia linearis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Polemoniaceae,,,Collomia,linearis,,Open,1,DUN:804
Gilia capitata,57793,Gilia capitata,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Polemoniaceae,,,Gilia,capitata,,Open,1,DUN:805
Leptosiphon bicolor,64245,Leptosiphon bicolor,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Polemoniaceae,,,Leptosiphon,bicolor,,Open,3,DUN:806
Leptosiphon minimus,77693,Leptosiphon minimus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Polemoniaceae,,,Leptosiphon,minimus,,Open,6,DUN:807
Microsteris gracilis,61210,Microsteris gracilis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Polemoniaceae,,,Microsteris,gracilis,,Open,1,DUN:808
Navarretia intertexta,60225,Navarretia intertexta,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Polemoniaceae,,,Navarretia,intertexta,,Open,3,DUN:809
Navarretia squarrosa,53157,Navarretia squarrosa,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Polemoniaceae,,,Navarretia,squarrosa,,Open,3,DUN:810
Polemonium pulcherrimum,78668,Polemonium pulcherrimum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Polemoniaceae,,,Polemonium,pulcherrimum,var. pulcherrimum,Open,2,DUN:811
Reynoutria × bohemica,850784,Fallopia bohemica,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Polygonaceae,Polygonoideae,Polygoneae,Reynoutria,,,Open,3,DUN:812
Fallopia convolvulus,77129,Fallopia convolvulus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Polygonaceae,Polygonoideae,Polygoneae,Fallopia,convolvulus,,Open,2,DUN:813
Reynoutria japonica,914922,Fallopia japonica,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Polygonaceae,Polygonoideae,Polygoneae,Reynoutria,japonica,,Open,2,DUN:814
Persicaria amphibia,78450,Persicaria amphibia,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Polygonaceae,Polygonoideae,Persicarieae,Persicaria,amphibia,,Wetland,5,DUN:815
Persicaria hydropiper,78452,Persicaria hydropiper,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Polygonaceae,Polygonoideae,Persicarieae,Persicaria,hydropiper,,Wetland,1,DUN:816
Persicaria maculosa,56166,Persicaria maculosa,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Polygonaceae,Polygonoideae,Persicarieae,Persicaria,maculosa,,Open,2,DUN:817
Polygonum aviculare,1290817,Polygonum aviculare,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Polygonaceae,Polygonoideae,Polygoneae,Polygonum,aviculare,"ssp. aviculare, ssp.buxiforme, ssp. depressum",Shoreline,56,DUN:818
Polygonum douglasii,78682,Polygonum douglasii,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Polygonaceae,Polygonoideae,Polygoneae,Polygonum,douglasii,,Shoreline,4,DUN:819
Polygonum erectum,167240,Polygonum erectum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Polygonaceae,Polygonoideae,Polygoneae,Polygonum,erectum,,Shoreline,1,DUN:820
Polygonum fowleri,78683,Polygonum fowleri,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Polygonaceae,Polygonoideae,Polygoneae,Polygonum,fowleri,ssp. fowleri,Shoreline,6,DUN:821
Polygonum minimum,78686,Polygonum minimum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Polygonaceae,Polygonoideae,Polygoneae,Polygonum,minimum,,Open,1,DUN:822
Polygonum nuttallii,1413102,Polygonum nuttallii,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Polygonaceae,Polygonoideae,Polygoneae,Polygonum,nuttallii,,Open,2,DUN:823
Polygonum paronychia,60734,Polygonum paronychia,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Polygonaceae,Polygonoideae,Polygoneae,Polygonum,paronychia,,Shoreline,1,DUN:824
Polygonum spergulariiforme,78692,Polygonum spergulariiforme,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Polygonaceae,Polygonoideae,Polygoneae,Polygonum,spergulariiforme,,Shoreline,68,DUN:825
Rumex acetosella,53195,Rumex acetosella,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Polygonaceae,Polygonoideae,Rumiceae,Rumex,acetosella,,Open,78,DUN:826
Rumex conglomeratus,57215,Rumex conglomeratus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Polygonaceae,Polygonoideae,Rumiceae,Rumex,conglomeratus,,Shoreline,6,DUN:827
Rumex crispus,53197,Rumex crispus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Polygonaceae,Polygonoideae,Rumiceae,Rumex,crispus,,Shoreline,28,DUN:828
Rumex maritimus,168242,Rumex maritimus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Polygonaceae,Polygonoideae,Rumiceae,Rumex,maritimus,ssp. fueginus,Shoreline,3,DUN:829
Rumex obtusifolius,63371,Rumex obtusifolius,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Polygonaceae,Polygonoideae,Rumiceae,Rumex,obtusifolius,,Shoreline,5,DUN:830
Rumex occidentalis,61086,Rumex occidentalis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Polygonaceae,Polygonoideae,Rumiceae,Rumex,occidentalis,var. occidentalis,Shoreline,11,DUN:831
Rumex salicifolius,60233,Rumex salicifolius,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Polygonaceae,Polygonoideae,Rumiceae,Rumex,salicifolius,"var. transitorius, var. triangulivalvis",Shoreline,22,DUN:832
Polypodium amorphum,123832,Polypodium amorphum,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,,Polypodiaceae,Polypodioideae,,Polypodium,amorphum,,Forest,3,DUN:833
Polypodium glycyrrhiza,55104,Polypodium glycyrrhiza,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,,Polypodiaceae,Polypodioideae,,Polypodium,glycyrrhiza,,Open,86,DUN:834
Potamogeton amplifolius,78705,Potamogeton amplifolius,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Alismatales,,,,Potamogetonaceae,,,Potamogeton,amplifolius,,Wetland,2,DUN:835
Potamogeton berchtoldii,78706,Potamogeton berchtoldii,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Alismatales,,,,Potamogetonaceae,,,Potamogeton,berchtoldii,,Wetland,1,DUN:836
Potamogeton crispus,78707,Potamogeton crispus,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Alismatales,,,,Potamogetonaceae,,,Potamogeton,crispus,,Wetland,1,DUN:837
Potamogeton epihydrus,78709,Potamogeton epihydrus,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Alismatales,,,,Potamogetonaceae,,,Potamogeton,epihydrus,,Wetland,2,DUN:838
Potamogeton foliosus,59107,Potamogeton foliosus,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Alismatales,,,,Potamogetonaceae,,,Potamogeton,foliosus,,Wetland,3,DUN:839
Potamogeton friesii,167322,Potamogeton friesii,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Alismatales,,,,Potamogetonaceae,,,Potamogeton,friesii,,Wetland,2,DUN:840
Potamogeton gramineus,78710,Potamogeton gramineus,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Alismatales,,,,Potamogetonaceae,,,Potamogeton,gramineus,,Wetland,3,DUN:841
Potamogeton illinoensis,78711,Potamogeton illinoensis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Alismatales,,,,Potamogetonaceae,,,Potamogeton,illinoensis,,Wetland,1,DUN:842
Potamogeton natans,78712,Potamogeton natans,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Alismatales,,,,Potamogetonaceae,,,Potamogeton,natans,,Wetland,4,DUN:843
Potamogeton obtusifolius,167326,Potamogeton obtusifolius,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Alismatales,,,,Potamogetonaceae,,,Potamogeton,obtusifolius,,Wetland,2,DUN:844
Potamogeton praelongus,78713,Potamogeton praelongus,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Alismatales,,,,Potamogetonaceae,,,Potamogeton,praelongus,,Wetland,4,DUN:845
Potamogeton pusillus,78714,Potamogeton pusillus,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Alismatales,,,,Potamogetonaceae,,,Potamogeton,pusillus,,Wetland,1,DUN:846
Potamogeton richardsonii,78715,Potamogeton richardsonii,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Alismatales,,,,Potamogetonaceae,,,Potamogeton,richardsonii,,Wetland,2,DUN:847
Potamogeton robbinsii,78716,Potamogeton robbinsii,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Alismatales,,,,Potamogetonaceae,,,Potamogeton,robbinsii,,Wetland,2,DUN:848
Potamogeton zosteriformis,78717,Potamogeton zosteriformis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Alismatales,,,,Potamogetonaceae,,,Potamogeton,zosteriformis,,Wetland,4,DUN:849
Stuckenia pectinata,64239,Stuckenia pectinata,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Alismatales,,,,Potamogetonaceae,,,Stuckenia,pectinata,,Wetland,2,DUN:850
Cyclamen hederifolium,127355,Cyclamen hederifolium,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Primulaceae,Myrsinoideae,,Cyclamen,hederifolium,,Forest,1,DUN:851
Primula hendersonii,487175,Dodecatheon hendersonii,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Primulaceae,Primuloideae,Primuleae,Primula,hendersonii,,Open,3,DUN:852
Primula pauciflora,498086,Dodecatheon pulchellum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Primulaceae,Primuloideae,Primuleae,Primula,pauciflora,var. pulchellum,Open,18,DUN:853
Lysimachia arvensis,791928,Lysimachia arvensis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Primulaceae,Myrsinoideae,,Lysimachia,arvensis,,Open,6,DUN:854
Lysimachia europaea,716947,Lysimachia europaea,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Primulaceae,Myrsinoideae,,Lysimachia,europaea,,Forest,4,DUN:855
Lysimachia latifolia,496537,Lysimachia latifolia,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Primulaceae,Myrsinoideae,,Lysimachia,latifolia,,Forest,36,DUN:856
Lysimachia maritima,204175,Lysimachia maritima,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Primulaceae,Myrsinoideae,,Lysimachia,maritima,,Forest,2,DUN:857
Lysimachia nummularia,51809,Lysimachia nummularia,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Primulaceae,Myrsinoideae,,Lysimachia,nummularia,,Forest,1,DUN:858
Lysimachia thyrsiflora,77917,Lysimachia thyrsiflora,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Primulaceae,Myrsinoideae,,Lysimachia,thyrsiflora,,Forest,2,DUN:859
Adiantum aleuticum,52667,Adiantum aleuticum,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Pteridineae,,,Pteridaceae,Vittarioideae,,Adiantum,aleuticum,var. aleuticum,Forest,5,DUN:860
Aspidotis densa,63868,Aspidotis densa,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Pteridineae,,,Pteridaceae,Cheilanthoideae,,Aspidotis,densa,,Open,7,DUN:861
Cryptogramma acrostichoides,76536,Cryptogramma acrostichoides,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Pteridineae,,,Pteridaceae,Cryptogrammoideae,,Cryptogramma,acrostichoides,,Forest,4,DUN:862
Pentagramma triangularis,52676,Pentagramma triangularis,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Pteridineae,,,Pteridaceae,Cheilanthoideae,,Pentagramma,triangularis,,Forest,17,DUN:863
Anemonoides grayi,950609,Anemone lyallii,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Ranunculaceae,Ranunculoideae,Anemoneae,Anemonoides,quinquefolia,,Open,2,DUN:864
Aquilegia formosa,48244,Aquilegia formosa,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Ranunculaceae,Thalictroideae,,Aquilegia,formosa,var. formosa,Open,7,DUN:865
Aquilegia vulgaris,1042772,Aquilegia vulgaris,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Ranunculaceae,Thalictroideae,,Aquilegia,vulgaris,,Open,3,DUN:866
Clematis vitalba,160697,Clematis vitalba,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Ranunculaceae,Ranunculoideae,Anemoneae,Clematis,vitalba,,Open,4,DUN:867
Consolida regalis,147325,Delphinium consolida,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Ranunculaceae,Ranunculoideae,Delphinieae,Consolida,regalis,,Open,1,DUN:868
Delphinium menziesii,153479,Delphinium menziesii,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Ranunculaceae,Ranunculoideae,Delphinieae,Delphinium,menziesii,,Open,12,DUN:869
Ficaria verna,204321,Ficaria verna,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Ranunculaceae,Ranunculoideae,Ranunculeae,Ficaria,verna,,Open,2,DUN:870
Halerpestes cymbalaria,941891,Halerpestes cymbalaria,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Ranunculaceae,Ranunculoideae,Ranunculeae,Halerpestes,cymbalaria,,Shoreline,2,DUN:871
Helleborus foetidus,55827,Helleborus foetidus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Ranunculaceae,Ranunculoideae,Helleboreae,Helleborus,foetidus,,Forest,2,DUN:872
Myosurus minimus,58306,Myosurus minimus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Ranunculaceae,Ranunculoideae,Ranunculeae,Myosurus,minimus,,Open,28,DUN:873
Ranunculus acris,56064,Ranunculus acris,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Ranunculaceae,Ranunculoideae,Ranunculeae,Ranunculus,acris,,Open,4,DUN:874
Ranunculus aquatilis,78817,Ranunculus aquatilis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Ranunculaceae,Ranunculoideae,Ranunculeae,Ranunculus,aquatilis,var. diffusus,Wetland,2,DUN:875
Ranunculus californicus,52173,Ranunculus californicus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Ranunculaceae,Ranunculoideae,Ranunculeae,Ranunculus,californicus,,Open,10,DUN:876
Ranunculus californicus,52173,Ranunculus californicus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Ranunculaceae,Ranunculoideae,Ranunculeae,Ranunculus,californicus,,Open,8,DUN:877
Ranunculus flammula,67826,Ranunculus flammula,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Ranunculaceae,Ranunculoideae,Ranunculeae,Ranunculus,flammula,"var. ovalis, var. reptans",Wetland,3,DUN:878
Ranunculus macounii,78828,Ranunculus macounii,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Ranunculaceae,Ranunculoideae,Ranunculeae,Ranunculus,macounii,,Wetland,2,DUN:879
Ranunculus occidentalis,68057,Ranunculus occidentalis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Ranunculaceae,Ranunculoideae,Ranunculeae,Ranunculus,occidentalis,var. occidentalis,Open,52,DUN:880
Ranunculus repens,48229,Ranunculus repens,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Ranunculaceae,Ranunculoideae,Ranunculeae,Ranunculus,repens,,Open,8,DUN:881
Ranunculus sardous,78832,Ranunculus sardous,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Ranunculaceae,Ranunculoideae,Ranunculeae,Ranunculus,sardous,,Open,1,DUN:882
Ranunculus sceleratus,59301,Ranunculus sceleratus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Ranunculaceae,Ranunculoideae,Ranunculeae,Ranunculus,sceleratus,var. multifidus,Wetland,2,DUN:883
Ranunculus uncinatus,63898,Ranunculus uncinatus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Ranunculaceae,Ranunculoideae,Ranunculeae,Ranunculus,uncinatus,,Forest,12,DUN:884
Frangula purshiana,77156,Frangula purshiana,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rhamnaceae,,Rhamneae,Frangula,purshiana,,Forest,3,DUN:885
Amelanchier alnifolia semiintegrifolia,80360,Amelanchier alnifolia,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Amygdaloideae,Maleae,Amelanchier,alnifolia,,Forest,77,DUN:886
Alchemilla arvensis,866483,Aphanes arvensis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Rosoideae,Potentilleae,Alchemilla,arvensis,,Open,22,DUN:887
Alchemilla australis,1363874,Aphanes australis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Rosoideae,Potentilleae,Alchemilla,australis,,Open,40,DUN:888
Alchemilla arvensis,866483,Aphanes occidentalis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Rosoideae,Potentilleae,Alchemilla,arvensis,,Open,42,DUN:889
Comarum palustre,62213,Comarum palustre,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Rosoideae,Potentilleae,Comarum,palustre,,Wetland,3,DUN:890
Cotoneaster dielsianus,498529,Cotoneaster dielsianus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Amygdaloideae,Maleae,Cotoneaster,dielsianus,,Open,4,DUN:891
Cotoneaster franchetii,1319212,Cotoneaster franchetii,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Amygdaloideae,Maleae,Cotoneaster,franchetii,,Open,3,DUN:892
Cotoneaster horizontalis,53771,Cotoneaster horizontalis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Amygdaloideae,Maleae,Cotoneaster,horizontalis,,Open,6,DUN:893
Cotoneaster coriaceus,411074,Cotoneaster lacteus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Amygdaloideae,Maleae,Cotoneaster,coriaceus,,Open,1,DUN:894
Cotoneaster rehderi,160951,Cotoneaster rehderi,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Amygdaloideae,Maleae,Cotoneaster,rehderi,,Open,1,DUN:895
Cotoneaster simonsii,76461,Cotoneaster simonsii,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Amygdaloideae,Maleae,Cotoneaster,simonsii,,Open,3,DUN:896
Crataegus douglasii,76469,Crataegus douglasii,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Amygdaloideae,Maleae,Crataegus,douglasii,,Forest,4,DUN:897
Crataegus gaylussacia,76470,Crataegus gaylussacia,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Amygdaloideae,Maleae,Crataegus,gaylussacia,,Forest,2,DUN:898
Crataegus monogyna,51147,Crataegus monogyna,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Amygdaloideae,Maleae,Crataegus,monogyna,var. monogyna,Open,20,DUN:899
Drymocallis glandulosa,76716,Drymocallis glandulosa,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Rosoideae,Potentilleae,Drymocallis,glandulosa,ssp. glandulosa,Open,1,DUN:900
Fragaria chiloensis,55367,Fragaria chiloensis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Rosoideae,Potentilleae,Fragaria,chiloensis,,Shoreline,6,DUN:901
Fragaria vesca,50298,Fragaria vesca,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Rosoideae,Potentilleae,Fragaria,vesca,ssp. californica,Forest,31,DUN:902
Fragaria virginiana,77155,Fragaria virginiana,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Rosoideae,Potentilleae,Fragaria,virginiana,ssp. glauca,Open,35,DUN:903
Geum macrophyllum,77266,Geum macrophyllum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Rosoideae,Colurieae,Geum,macrophyllum,,Forest,13,DUN:904
Holodiscus discolor,53414,Holodiscus discolor,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Amygdaloideae,Spiraeeae,Holodiscus,discolor,var. discolor,Forest,76,DUN:905
