date,LatitudeDD,LongitudeDD,SpeciesName,GroupSize,confidence,SightingsID,locationaccuracy
08/21/18,48.9208,-123.5355,harbour porpoise,6,certain,7D75FDAD-B601-4385-AB35-D7CBF466CF1F,within 2km
05/02/19,48.845,-123.3273,killer whale,8,certain,7E0078D6-D821-4A1E-8B23-E88849493A0B,within 2km
04/10/20,48.871,-123.3078,killer whale,NA,certain,7ec96fa2-98ed-40af-912a-773f1cac10ff,within 500m
07/28/18,48.8672,-123.3116,killer whale,3,certain,7f148278-d6a5-4369-836d-2987aee61a0f,within 2km
06/25/19,48.8618,-123.3063,killer whale,4,certain,7f64156f-5342-4995-91a8-b8bd6cbbf6ef,within 2km
12/05/17,48.9669,-123.4818,humpback whale,1,certain,80c85246-ba38-466c-8018-6f5d69fde533,within 1km
01/04/20,48.875,-123.3081,killer whale,20,certain,8168b904-8f80-4e5c-b983-a248da885269,within 2km
04/02/19,48.9009,-123.5008,harbour porpoise,3,certain,81D50CC0-8880-42A7-A3F8-0A6DB3E52C1D,within 5km
10/19/19,48.8824,-123.297,humpback whale,NA,certain,842c84ec-df48-4844-9f6f-f66d07b174e8,within 5km
09/08/18,48.8694,-123.3016,killer whale,NA,certain,854f2f69-0a64-4766-85ce-c8ff34f82082,within 5km
04/06/20,48.882,-123.2899,dall's porpoise,NA,certain,87637066-26ae-44fc-a583-eb610088fe62,within 1km
08/18/18,48.8921,-123.4041,killer whale,5,certain,87EF9F96-4F5A-4A4C-86ED-B709C443245B,within 2km
10/27/17,48.9515,-123.593,harbour porpoise,3,certain,88DA6130-BA01-4239-B0D7-AF9620461759,within 2km
06/13/18,48.8535,-123.3526,killer whale,8,certain,8991A5A1-E06E-43B6-A27C-B0260DE725FC,within 2km
09/03/18,48.8548,-123.304,humpback whale,1,certain,8B00A0A2-0DD6-45F0-A7B1-3B63EC81F135,within 5km
04/21/19,48.8976,-123.3126,killer whale,3,certain,8bc64ddd-7594-4dce-af69-65a3de6fea1b,within 2km
06/11/18,48.8712,-123.3048,killer whale,10,certain,8C78405F-2E71-47F9-A760-B87FFA1DC854,within 2km
09/03/18,48.8656,-123.3062,humpback whale,1,certain,8C8978DF-F68F-418D-BE3A-561D2DF05FB2,within 2km
08/23/19,48.8824,-123.3067,killer whale,NA,certain,8CCAF4AF-C09A-44FC-A116-12E79B442F41,within 10km
07/19/19,48.8705,-123.3062,humpback whale,2,certain,8DFA5293-FB1C-433C-ACEF-BFAB80DEA8FA,within 2km
12/07/19,48.8927,-123.2968,humpback whale,NA,certain,8ef66f6b-faf4-4532-b20b-b6da3fda45de,within 2km
11/12/18,48.8649,-123.3088,killer whale,5,certain,900ab405-05c8-4c8d-b593-1872894f681d,within 500m
09/13/19,48.8776,-123.2919,harbour porpoise,NA,certain,9090DAA2-0BC4-48AF-932D-32B8203DC9D5,within 1km
09/10/19,48.9508,-123.3777,harbour porpoise,NA,certain,91C6F049-E9E6-4645-8323-71D05870A6C0,within 2km
05/24/18,48.8433,-123.35,humpback whale,2,certain,92D227C5-09EC-4DFF-A026-E82994BBDB54,within 2km
05/26/19,48.9016,-123.2893,humpback whale,1,certain,92d9f584-73e2-44a0-920e-31a2a2650d34,within 2km
03/15/19,48.8575,-123.3136,killer whale,6,certain,99F7F040-1419-40CD-9E62-A84AB7D79DB2,within 2km
07/03/19,48.9035,-123.3001,killer whale,4,certain,9B757980-47E9-499E-A77F-83F32CC83A3B,within 2km
10/27/19,48.8597,-123.3243,harbour porpoise,NA,certain,9ba2e18b-98da-413a-a1c7-eb346547b934,within 1km
11/15/19,48.89,-123.298,killer whale,NA,certain,9d431586-ea08-4920-9f32-b4509ec5dcff,within 5km
12/05/19,48.8817,-123.2975,killer whale,NA,certain,9ddc2585-ebd6-445a-9937-4ec3ca647ad2,within 2km
06/26/19,48.8606,-123.3482,killer whale,3,certain,9F6876D6-1A0D-4F0C-9986-C658611E69E3,within 2km
08/10/18,48.8588,-123.3237,killer whale,4,certain,9fef5111-e204-4fd2-8ba9-28a8304eaede,within 2km
12/06/18,48.8632,-123.3404,humpback whale,1,probable,a0109b2a-adcf-4194-b3a5-d7d22617b613,within 2km
12/14/19,48.8852,-123.2963,humpback whale,NA,certain,a020c579-3dee-4328-ad85-eef9aea2047f,within 500m
12/23/17,48.8562,-123.347,killer whale,3,probable,A07CB19F-43DC-4A1C-9F1C-76FF07034449,within 2km
03/17/19,48.9397,-123.5306,killer whale,6,certain,A12DAC1E-0A37-496A-8BD9-F27B6A430588,within 500m
08/25/19,48.8756,-123.3054,killer whale,NA,certain,a1cec014-fe1a-45b7-b1c5-1b0d738822e2,within 2km
07/22/18,48.9948,-123.5921,killer whale,1,certain,A312CBA9-E119-4166-B0F4-9C75656653B4,within 2km
12/27/19,48.8372,-123.349,grey whale,NA,probable,a3f766ce-b137-4cd1-a761-8bd34ec6563a,within 2km
11/12/18,48.8833,-123.3094,killer whale,6,certain,A4A40345-681D-4D98-95F2-67A73B9B49C9,within 2km
05/18/20,48.8799,-123.2903,humpback whale,NA,certain,a63087f5-793a-4681-bccc-32da959a4aae,within 1km
12/26/19,48.8672,-123.3047,humpback whale,NA,certain,a713753a-c338-4e98-8a99-1227ea729abf,within 500m
07/05/18,48.8593,-123.3368,killer whale,3,certain,A72B2727-A3DE-4007-9269-DBC2A7409C5C,within 2km
06/23/19,48.8606,-123.3178,killer whale,4,certain,a740d0b8-411e-47fe-94be-4ec8b676fea2,within 2km
09/22/19,48.888,-123.2919,killer whale,NA,certain,A7CF4004-CE56-4E4B-BA5D-4FFF0E42F8E1,within 1km
07/05/19,48.8552,-123.3517,killer whale,6,certain,A802B103-056C-4CAB-8732-9F1D25C87E82,within 2km
05/11/18,48.8761,-123.3023,humpback whale,1,probable,A82AADCF-A714-4646-AAF8-D3B1B25A6F86,within 2km
10/17/19,48.8615,-123.3067,killer whale,NA,certain,a82abfa4-d474-460f-b0ba-2fead41ae895,within 2km
04/06/20,48.9,-123.3265,humpback whale,NA,probable,a89063ce-c404-4f76-9303-b81ec52d59df,within 2km
04/16/20,48.89,-123.3163,killer whale,NA,certain,a8a6f64e-cd71-40c6-a1f2-e53eb10d8e67,within 1km
06/16/18,48.9094,-123.3429,killer whale,4,certain,A901B12E-617C-4336-B358-7849C4A104C2,within 2km
04/25/19,48.9137,-123.4587,killer whale,12,certain,A9251D62-A774-4C35-BCC5-28D7E4800509,within 2km
07/16/19,48.8981,-123.3027,killer whale,8,certain,AA3E7777-2834-4DE8-8EFF-51FB994192FD,within 2km
12/24/18,48.8632,-123.3077,killer whale,5,certain,AA59D612-E18B-45BF-BB00-ACD391D21E39,within 2km
05/22/18,48.858,-123.3137,killer whale,3,certain,AAAEA8E8-0BFF-4685-A4BC-A0D18058EB90,within 5km
10/21/18,48.8577,-123.3248,humpback whale,1,certain,AC160F28-F537-4E5B-8127-055C90C2CDC2,within 2km
09/01/18,48.8741,-123.3038,killer whale,10,certain,AC32FC79-39D0-4603-881D-6A4D4DE5F9BF,within 5km
09/17/18,48.9301,-123.5494,harbour porpoise,1,certain,AD13D7F0-6939-4F59-A572-E6D4FD8D5BA5,within 2km
07/02/19,48.8608,-123.341,killer whale,4,certain,AE09E35C-701E-4C66-BECF-836330F37876,within 2km
12/11/18,48.8753,-123.2992,killer whale,4,certain,AE45BAE8-1628-4D3B-8565-55C93F2ABFD2,within 1km
12/11/18,48.8667,-123.3079,killer whale,4,certain,b2df9272-ec91-4e0b-a6be-5323cde248a6,within 2km
08/29/19,49.005,-123.5179,humpback whale,NA,certain,b4d823e0-366d-489f-860d-949d08bca98f,within 10km
06/25/19,48.8468,-123.3739,killer whale,3,certain,b742f964-10f3-4323-b899-0a8daa73a31b,within 2km
05/24/18,48.8587,-123.3508,killer whale,3,certain,B8839AC4-125E-448E-94D8-1896B9BC1776,within 2km
02/29/20,48.856,-123.3251,killer whale,NA,certain,ba3e5463-ae8c-4baf-950a-655ff4860288,within 2km
08/11/18,48.8795,-123.2908,killer whale,25,certain,BBF36450-5AAA-4504-BA41-15F08858BB18,within 2km
12/01/18,48.8376,-123.3454,humpback whale,1,certain,bc07472d-9be8-48a3-aad8-354108a56956,within 2km
11/02/19,48.8868,-123.2858,humpback whale,NA,probable,be3c3fb6-2a18-4ca9-ad4b-29657ae9b344,within 5km
05/31/19,48.8468,-123.3466,humpback whale,1,certain,be5a4d11-63b8-4002-b47e-e5761d7be7f2,within 2km
06/27/18,48.8827,-123.2907,humpback whale,1,certain,be79128a-667f-46fe-93b5-04964ae9e038,within 5km
07/13/19,49.0072,-123.5092,humpback whale,2,certain,C279A958-9081-49E3-A39C-FB653311FB2B,within 5km
04/07/20,48.871,-123.2994,killer whale,NA,certain,c2defa2b-266b-41d3-a1d2-4869ec985bd3,within 500m
05/21/18,48.8661,-123.3894,humpback whale,1,certain,C348A0D1-03B8-4865-839C-1D31EF7D2750,within 10km
09/25/19,48.8352,-123.3431,humpback whale,NA,certain,C44D2D3D-03A4-4DD5-97DB-AC9767476349,within 1km
03/23/19,48.8411,-123.3614,killer whale,3,certain,c617bccd-f866-480e-b15b-f6c49246658e,within 2km
11/27/19,48.9136,-123.311,killer whale,NA,certain,c7f653af-ed4b-4be6-a5e3-bd2faaa81428,within 1km
11/18/18,48.8597,-123.3445,killer whale,5,certain,C9AC6632-6665-4B26-A866-090BA03E1C1A,within 2km
12/22/19,48.8457,-123.3493,humpback whale,NA,certain,c9fe5f94-d792-4a8a-96e2-56fb35a32630,within 500m
05/02/19,48.8555,-123.3502,killer whale,24,certain,cc3a30a9-5a6c-495a-9b3b-28ef4b9478d5,within 1km
09/30/19,48.8723,-123.3051,killer whale,NA,certain,CC98141A-2BBC-4657-8AC9-C69E57B21069,within 1km
12/17/19,48.8387,-123.3494,killer whale,NA,certain,ce8e9948-c72e-47db-8708-c20700c2037c,within 500m
11/22/19,48.8486,-123.357,killer whale,NA,certain,d0316c3a-dabb-478b-9384-c1ede488dc61,within 2km
08/20/19,48.8786,-123.2968,killer whale,NA,certain,D1316AF4-A03B-4D6C-AC68-EEFE29FABDD9,within 2km
12/16/18,48.865,-123.3095,killer whale,3,certain,d186a690-1155-470f-be84-37320cf41fb8,within 2km
07/05/19,48.9433,-123.5352,killer whale,3,certain,D1F07B73-3FA1-4F61-94B9-F33BA94B9360,within 5km
09/03/18,48.8612,-123.313,killer whale,16,certain,d1f8cecc-de25-40e5-8999-6a516e8e9eb8,within 2km
04/25/19,48.842,-123.348,killer whale,15,certain,d3c063e8-45d6-4049-816a-fcb574c883f6,within 1km
07/23/18,48.9865,-123.5781,humpback whale,1,probable,D4A7BA40-E627-408A-B849-8BFEA7060884,within 500m
05/31/19,48.8544,-123.353,killer whale,4,certain,d5f0af62-3a41-4a9c-a7d8-9fc4bb5b0c28,within 1km
12/07/18,48.8597,-123.3132,killer whale,4,certain,d71cb06e-5b23-4e6f-8632-22471dcf1797,within 2km
08/18/18,48.8938,-123.4025,killer whale,5,certain,DBDD5B8B-D420-4484-BB26-431F4C7C7E96,within 500m
08/23/19,48.9227,-123.2965,killer whale,NA,certain,dc6766a1-e832-4d35-bc41-421cb8adc94a,within 5km
05/11/19,48.8829,-123.2984,harbour porpoise,3,certain,de943324-b402-4ba5-80c3-161dadf2ac04,within 25km
01/29/19,48.8596,-123.3217,killer whale,15,certain,DFD2F2BB-9176-41FF-B1BF-A13FC2A9E1A5,within 2km
08/12/19,48.8905,-123.4928,harbour porpoise,NA,certain,E15BD4AA-17B4-4253-A317-26948FF3986E,within 500m
06/28/18,48.8607,-123.3411,killer whale,20,certain,e1ca6890-a0be-415b-80a4-20e06dc50833,within 2km
09/07/18,48.8873,-123.2955,killer whale,5,certain,E41E584C-283A-47B1-ADD9-D3A9BE2CFD4A,within 5km
08/21/19,48.8817,-123.3016,humpback whale,NA,certain,E4C5B9D5-953D-4DEE-AADC-0E61C04D9BEC,within 1km
10/27/17,48.9021,-123.5068,harbour porpoise,1,certain,E6C7AEDC-63A5-4BAE-8294-45C475AB1080,within 2km
12/15/19,48.8838,-123.288,killer whale,NA,certain,e764b0cf-c0a4-48f0-ac66-a5bad3dcc1c1,within 500m
03/31/20,48.847,-123.3509,killer whale,NA,certain,e7b27960-01e3-41e9-964e-3d7078a54d94,within 2km
07/09/19,48.8902,-123.2984,humpback whale,2,certain,EC454CA5-0013-4A1D-A657-6BAC4E53A8C7,within 2km
09/14/18,48.8498,-123.3368,killer whale,12,certain,EC67A3FA-DA54-4F3E-BB0F-F72DF660E4A4,within 2km
12/21/19,48.8607,-123.3103,killer whale,NA,certain,edca4249-81b1-4a87-8b2e-2a68b2629ea1,within 1km
12/16/17,48.8598,-123.3287,killer whale,2,certain,EE3306A3-E217-45A4-B9A7-D83F6C24AFEB,within 2km
09/28/19,48.8908,-123.2932,humpback whale,NA,certain,EF86EB24-5DDF-4AEB-A223-966F76AD4592,within 1km
05/18/19,48.8589,-123.3469,killer whale,5,certain,F1CAC04F-ED15-4359-A8AA-3739F5FA1A30,within 2km
07/16/19,48.8465,-123.3508,killer whale,5,certain,F2686CEA-43C2-41EC-ACB7-04F861ADA31B,within 2km
10/15/19,48.874,-123.309,killer whale,NA,certain,f3d9419e-7405-45b2-a115-2539bac5d5b9,within 500m
02/20/20,48.884,-123.2933,killer whale,NA,certain,f3e598e4-bb33-42b8-b6a4-ee238b153cae,within 2km
03/08/19,48.8585,-123.3271,killer whale,4,certain,f5c6d799-d0c4-4ee6-a63e-e8a5506138c6,within 2km
08/18/18,48.8918,-123.3995,killer whale,4,certain,FF09872A-5F42-4DF8-9BD6-B062B0F9F9A5,within 500m
09/14/18,48.8739,-123.3071,killer whale,7,certain,FF207D61-B8DB-4AAF-8245-7C02B7AF4771,within 2km
