iNaturalist taxon name,iNaturalist taxon ID,Taxon name,Author,Observation count,Coordinates,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,First Reported By,First Source,First Place Name,First Catalogue Number,First observationId,First Date Reported,Last Reported By,Last Source,Last Place Name,Last Catalogue Number,Last observationId,Last Date Reported
Beringraja binoculata,607477,Beringraja binoculata,"(Girard, 1855)",1,"{""imerss.org:PMLS:1352"":null}",Animalia,Chordata,Vertebrata,,Elasmobranchii,Neoselachii,,Rajiformes,,,,Rajidae,,,Beringraja,binoculata,Charlie Gibbs,,,,imerss.org:PMLS:1352,1995-02-23T00:00:00.000Z,Charlie Gibbs,,,,imerss.org:PMLS:1352,1995-02-23T00:00:00.000Z
Caliraja rhina,1433668,Beringraja rhina,"Jordan & Gilbert, 1880",1,"{""imerss.org:PMLS:13939"":null}",Animalia,Chordata,Vertebrata,,Elasmobranchii,Neoselachii,,Rajiformes,,,,Rajidae,,,Caliraja,rhina,Andy Lamb,,,,imerss.org:PMLS:13939,2010-11-12T00:00:00.000Z,Andy Lamb,,,,imerss.org:PMLS:13939,2010-11-12T00:00:00.000Z
Brachyistius frenatus,117553,Brachyistius frenatus,"Gill, 1862",106,"{""imerss.org:PMLS:604"":null,""imerss.org:PMLS:764"":null,""imerss.org:PMLS:833"":null,""imerss.org:PMLS:909"":null,""imerss.org:PMLS:979"":null,""imerss.org:PMLS:1079"":null,""imerss.org:PMLS:1176"":null,""imerss.org:PMLS:1309"":null,""imerss.org:PMLS:1355"":null,""imerss.org:PMLS:1641"":null,""imerss.org:PMLS:1731"":null,""imerss.org:PMLS:2161"":null,""imerss.org:PMLS:2362"":null,""imerss.org:PMLS:2468"":null,""imerss.org:PMLS:2549"":null,""imerss.org:PMLS:2730"":null,""imerss.org:PMLS:3090"":null,""imerss.org:PMLS:3153"":null,""imerss.org:PMLS:3284"":null,""imerss.org:PMLS:3485"":null,""imerss.org:PMLS:3628"":null,""imerss.org:PMLS:3729"":null,""imerss.org:PMLS:3842"":null,""imerss.org:PMLS:3963"":null,""imerss.org:PMLS:4063"":null,""imerss.org:PMLS:4174"":null,""imerss.org:PMLS:4294"":null,""imerss.org:PMLS:4403"":null,""imerss.org:PMLS:4485"":null,""imerss.org:PMLS:4680"":null,""imerss.org:PMLS:4812"":null,""imerss.org:PMLS:4922"":null,""imerss.org:PMLS:5019"":null,""imerss.org:PMLS:5120"":null,""imerss.org:PMLS:5268"":null,""imerss.org:PMLS:5341"":null,""imerss.org:PMLS:5444"":null,""imerss.org:PMLS:5544"":null,""imerss.org:PMLS:5716"":null,""imerss.org:PMLS:6447"":null,""imerss.org:PMLS:6629"":null,""imerss.org:PMLS:7575"":null,""imerss.org:PMLS:7880"":null,""imerss.org:PMLS:7983"":null,""imerss.org:PMLS:8448"":null,""imerss.org:PMLS:8534"":null,""imerss.org:PMLS:8624"":null,""imerss.org:PMLS:8729"":null,""imerss.org:PMLS:9300"":null,""imerss.org:PMLS:10051"":null,""imerss.org:PMLS:10377"":null,""imerss.org:PMLS:10752"":null,""imerss.org:PMLS:10928"":null,""imerss.org:PMLS:11680"":null,""imerss.org:PMLS:11779"":null,""imerss.org:PMLS:11979"":null,""imerss.org:PMLS:12165"":null,""imerss.org:PMLS:12415"":null,""imerss.org:PMLS:12604"":null,""imerss.org:PMLS:12791"":null,""imerss.org:PMLS:12918"":null,""imerss.org:PMLS:13023"":null,""imerss.org:PMLS:13246"":null,""imerss.org:PMLS:13362"":null,""imerss.org:PMLS:13533"":null,""imerss.org:PMLS:13752"":null,""imerss.org:PMLS:13944"":null,""imerss.org:PMLS:14516"":null,""imerss.org:PMLS:14703"":null,""imerss.org:PMLS:14794"":null,""imerss.org:PMLS:15021"":null,""imerss.org:PMLS:15112"":null,""imerss.org:PMLS:15217"":null,""imerss.org:PMLS:15320"":null,""imerss.org:PMLS:15425"":null,""imerss.org:PMLS:15529"":null,""imerss.org:PMLS:15662"":null,""imerss.org:PMLS:15760"":null,""imerss.org:PMLS:15878"":null,""imerss.org:PMLS:16006"":null,""imerss.org:PMLS:16112"":null,""imerss.org:PMLS:16281"":null,""imerss.org:PMLS:16360"":null,""imerss.org:PMLS:16459"":null,""imerss.org:PMLS:16644"":null,""imerss.org:PMLS:16723"":null,""imerss.org:PMLS:16776"":null,""imerss.org:PMLS:16863"":null,""imerss.org:PMLS:16972"":null,""imerss.org:PMLS:17242"":null,""imerss.org:PMLS:17443"":null,""imerss.org:PMLS:17550"":null,""imerss.org:PMLS:17672"":null,""imerss.org:PMLS:17748"":null,""imerss.org:PMLS:17803"":null,""imerss.org:PMLS:17891"":null,""imerss.org:PMLS:17943"":null,""imerss.org:PMLS:18029"":null,""imerss.org:PMLS:18099"":null,""imerss.org:PMLS:18396"":null,""imerss.org:PMLS:18491"":null,""imerss.org:PMLS:18528"":null,""imerss.org:iNat:56373905"":null,""imerss.org:iNat:100612317"":null,""imerss.org:iNat:129778403"":null,""imerss.org:iNat:129778412"":null}",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Cichliformes,,,,Embiotocidae,,,Brachyistius,frenatus,Andy Lamb,,,,imerss.org:PMLS:604,1985-12-07T00:00:00.000Z,Andrew Simon,,,,imerss.org:iNat:129778403,2022-08-04T00:00:00.000Z
Brosmophycis marginata,215459,Brosmophycis marginata,"(Ayres, 1854)",1,"{""imerss.org:PMLS:13020"":null}",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Ophidiiformes,,,,Bythitidae,,,Brosmophycis,marginata,Andy Lamb,,,,imerss.org:PMLS:13020,2010-05-30T00:00:00.000Z,Andy Lamb,,,,imerss.org:PMLS:13020,2010-05-30T00:00:00.000Z
Chirolophis decoratus,216742,Chirolophis decoratus,"(Jordan & Snyder, 1902)",30,"{""imerss.org:PMLS:760"":null,""imerss.org:PMLS:907"":null,""imerss.org:PMLS:1307"":null,""imerss.org:PMLS:2770"":null,""imerss.org:PMLS:2975"":null,""imerss.org:PMLS:3725"":null,""imerss.org:PMLS:4291"":null,""imerss.org:PMLS:4482"":null,""imerss.org:PMLS:5442"":null,""imerss.org:PMLS:6937"":null,""imerss.org:PMLS:7572"":null,""imerss.org:PMLS:7766"":null,""imerss.org:PMLS:8531"":null,""imerss.org:PMLS:8973"":null,""imerss.org:PMLS:10750"":null,""imerss.org:PMLS:11378"":null,""imerss.org:PMLS:11677"":null,""imerss.org:PMLS:11777"":null,""imerss.org:PMLS:12602"":null,""imerss.org:PMLS:12676"":null,""imerss.org:PMLS:12788"":null,""imerss.org:PMLS:13244"":null,""imerss.org:PMLS:13748"":null,""imerss.org:PMLS:13941"":null,""imerss.org:PMLS:14513"":null,""imerss.org:PMLS:14917"":null,""imerss.org:PMLS:15215"":null,""imerss.org:PMLS:16109"":null,""imerss.org:PMLS:17547"":null,""imerss.org:PMLS:17669"":null}",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Zoarcoidei,,,Stichaeidae,Chirolophinae,,Chirolophis,decoratus,Andy Lamb,,,,imerss.org:PMLS:760,1993-08-16T00:00:00.000Z,Andy Lamb,,,,imerss.org:PMLS:17547,2016-07-24T00:00:00.000Z
Chirolophis nugator,216743,Chirolophis nugator,"(Jordan & Williams, 1895)",44,"{""imerss.org:PMLS:273"":null,""imerss.org:PMLS:347"":null,""imerss.org:PMLS:452"":null,""imerss.org:PMLS:1171"":null,""imerss.org:PMLS:2464"":null,""imerss.org:PMLS:2974"":null,""imerss.org:PMLS:3281"":null,""imerss.org:PMLS:3624"":null,""imerss.org:PMLS:4808"":null,""imerss.org:PMLS:5265"":null,""imerss.org:PMLS:5714"":null,""imerss.org:PMLS:6813"":null,""imerss.org:PMLS:7084"":null,""imerss.org:PMLS:7354"":null,""imerss.org:PMLS:7482"":null,""imerss.org:PMLS:8165"":null,""imerss.org:PMLS:8727"":null,""imerss.org:PMLS:9380"":null,""imerss.org:PMLS:10459"":null,""imerss.org:PMLS:10926"":null,""imerss.org:PMLS:11377"":null,""imerss.org:PMLS:11481"":null,""imerss.org:PMLS:11567"":null,""imerss.org:PMLS:11676"":null,""imerss.org:PMLS:11854"":null,""imerss.org:PMLS:12162"":null,""imerss.org:PMLS:12787"":null,""imerss.org:PMLS:12916"":null,""imerss.org:PMLS:13612"":null,""imerss.org:PMLS:14700"":null,""imerss.org:PMLS:15018"":null,""imerss.org:PMLS:15214"":null,""imerss.org:PMLS:15875"":null,""imerss.org:PMLS:16004"":null,""imerss.org:PMLS:16191"":null,""imerss.org:PMLS:16456"":null,""imerss.org:PMLS:16560"":null,""imerss.org:PMLS:17668"":null,""imerss.org:PMLS:18027"":null,""imerss.org:PMLS:18303"":null,""imerss.org:PMLS:18489"":null,""imerss.org:iNat:24798244"":null,""imerss.org:iNat:129151011"":null,""imerss.org:iNat:128527420"":null}",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Zoarcoidei,,,Stichaeidae,Chirolophinae,,Chirolophis,nugator,Andy Lamb,,,,imerss.org:PMLS:273,1981-05-31T00:00:00.000Z,,,,,imerss.org:iNat:128527420,2019-05-05T00:00:00.000Z
Chitonotus pugetensis,216746,Chitonotus pugetensis,"(Steindachner, 1876)",5,"{""imerss.org:PMLS:611"":null,""imerss.org:PMLS:1359"":null,""imerss.org:PMLS:1827"":null,""imerss.org:PMLS:2172"":null,""imerss.org:PMLS:7697"":null}",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Cottoidei,,,Psychrolutidae,Icelinae,,Chitonotus,pugetensis,Andy Lamb,,,,imerss.org:PMLS:611,1985-12-07T00:00:00.000Z,Andy Lamb,,,,imerss.org:PMLS:7697,2008-07-19T00:00:00.000Z
Citharichthys stigmaeus,117542,Citharichthys stigmaeus,"Jordan & Gilbert, 1882",15,"{""imerss.org:PMLS:686"":null,""imerss.org:PMLS:987"":null,""imerss.org:PMLS:1366"":null,""imerss.org:PMLS:1652"":null,""imerss.org:PMLS:1830"":null,""imerss.org:PMLS:2374"":null,""imerss.org:PMLS:3499"":null,""imerss.org:PMLS:3742"":null,""imerss.org:PMLS:7258"":null,""imerss.org:PMLS:17246"":null,""imerss.org:iNat:4014940"":null,""imerss.org:iNat:13029701"":null,""imerss.org:iNat:53886605"":null,""imerss.org:iNat:81939559"":null,""imerss.org:iNat:124073111"":null}",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Carangiformes,Pleuronectoidei,,,Cyclopsettidae,,,Citharichthys,stigmaeus,Charlie Gibbs,,,,imerss.org:PMLS:686,1993-05-09T00:00:00.000Z,Dave Zeuss Cochrane,,,,imerss.org:iNat:124073111,2022-06-24T00:00:00.000Z
Clevelandia ios,117564,Clevelandia ios,"(Jordan & Gilbert, 1882)",1,"{""imerss.org:iNat:7648112"":null}",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Gobiiformes,,,,Gobiidae,Gobionellinae,,Clevelandia,ios,Karolle Wall,,,,imerss.org:iNat:7648112,2017-05-26T00:00:00.000Z,Karolle Wall,,,,imerss.org:iNat:7648112,2017-05-26T00:00:00.000Z
Clupea pallasii,117571,Clupea pallasii,"Valenciennes, 1847",27,"{""imerss.org:PMLS:216"":null,""imerss.org:PMLS:345"":null,""imerss.org:PMLS:758"":null,""imerss.org:PMLS:975"":null,""imerss.org:PMLS:1169"":null,""imerss.org:PMLS:2633"":null,""imerss.org:PMLS:2973"":null,""imerss.org:PMLS:3149"":null,""imerss.org:PMLS:3619"":null,""imerss.org:PMLS:3836"":null,""imerss.org:PMLS:7082"":null,""imerss.org:PMLS:7351"":null,""imerss.org:PMLS:7479"":null,""imerss.org:PMLS:7570"":null,""imerss.org:PMLS:7684"":null,""imerss.org:PMLS:7764"":null,""imerss.org:PMLS:8349"":null,""imerss.org:PMLS:12600"":null,""imerss.org:PMLS:13357"":null,""imerss.org:PMLS:14511"":null,""imerss.org:PMLS:14789"":null,""imerss.org:PMLS:15109"":null,""imerss.org:PMLS:16106"":null,""imerss.org:PMLS:17545"":null,""imerss.org:PMLS:18095"":null,""imerss.org:iNat:122068615"":null,""imerss.org:iNat:132070790"":null}",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Clupeiformes,Clupeoidei,,,Clupeidae,,,Clupea,pallasii,Andy Lamb,,,,imerss.org:PMLS:216,1973-09-21T00:00:00.000Z,Andrew Simon,,,,imerss.org:iNat:132070790,2022-08-16T00:00:00.000Z
