iNaturalist taxon name,iNaturalist taxon ID,Taxon name,Author,Observation count,Coordinates,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,First Reported By,First Source,First Place Name,First Catalogue Number,First observationId,First Date Reported,Last Reported By,Last Source,Last Place Name,Last Catalogue Number,Last observationId,Last Date Reported
Cirratulus spectabilis,1136116,Cirratulus spectabilis,"(Kinberg, 1866)",1,"{""6f43baef-3255-4f1d-9f45-2c810092c4da"":null}",Animalia,Annelida,,,Polychaeta,Sedentaria,,Terebellida,Cirratuliformia,,,Cirratulidae,,,Cirratulus,spectabilis,,Invertebrate Zoology,,986-00197-064,6f43baef-3255-4f1d-9f45-2c810092c4da,1986-09-30T00:00:00.000Z,,Invertebrate Zoology,,986-00197-064,6f43baef-3255-4f1d-9f45-2c810092c4da,1986-09-30T00:00:00.000Z
Crucigera zygophora,543574,Crucigera zygophora,"(Johnson, 1901)",1,"{""e430f4e1-73e7-4144-9c14-e2f947a584b5"":null}",Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,,Serpulidae,,,Crucigera,zygophora,,Invertebrate Zoology,,986-00197-067,e430f4e1-73e7-4144-9c14-e2f947a584b5,1986-09-30T00:00:00.000Z,,Invertebrate Zoology,,986-00197-067,e430f4e1-73e7-4144-9c14-e2f947a584b5,1986-09-30T00:00:00.000Z
Diopatra ornata,339286,Diopatra ornata,"Moore, 1911",14,"{""imerss.org:PMLS:3019"":null,""imerss.org:PMLS:3406"":null,""imerss.org:PMLS:7282"":null,""imerss.org:PMLS:7617"":null,""imerss.org:PMLS:9645"":null,""imerss.org:PMLS:12202"":null,""imerss.org:PMLS:14045"":null,""imerss.org:PMLS:14958"":null,""imerss.org:PMLS:16147"":null,""imerss.org:PMLS:16809"":null,""imerss.org:PMLS:16910"":null,""imerss.org:PMLS:17591"":null,""imerss.org:PMLS:18327"":null,""imerss.org:iNat:49172988"":null}",Animalia,Annelida,,,Polychaeta,Errantia,,Eunicida,,,,Onuphidae,Onuphinae,,Diopatra,ornata,Andy Lamb,,,,imerss.org:PMLS:3019,1999-10-02T00:00:00.000Z,,,,,imerss.org:iNat:49172988,2020-06-07T00:00:00.000Z
Dodecaceria concharum,464813,Dodecaceria concharum,"Örsted, 1843",6,"{""imerss.org:PMLS:2882"":null,""imerss.org:PMLS:4425"":null,""imerss.org:PMLS:4513"":null,""imerss.org:PMLS:4733"":null,""imerss.org:PMLS:6759"":null,""imerss.org:PMLS:16492"":null}",Animalia,Annelida,,,Polychaeta,Sedentaria,,Terebellida,Cirratuliformia,,,Cirratulidae,,,Dodecaceria,concharum,Charlie Gibbs,,,,imerss.org:PMLS:2882,1999-07-31T00:00:00.000Z,Andy Lamb,,,,imerss.org:PMLS:16492,2013-10-23T00:00:00.000Z
Dodecaceria fewkesi,192656,Dodecaceria fewkesi,"Berkeley & Berkeley, 1954",181,"{""imerss.org:PMLS:17"":null,""imerss.org:PMLS:147"":null,""imerss.org:PMLS:243"":null,""imerss.org:PMLS:296"":null,""imerss.org:PMLS:393"":null,""imerss.org:PMLS:483"":null,""imerss.org:PMLS:565"":null,""imerss.org:PMLS:634"":null,""imerss.org:PMLS:710"":null,""imerss.org:PMLS:791"":null,""imerss.org:PMLS:862"":null,""imerss.org:PMLS:934"":null,""imerss.org:PMLS:1021"":null,""imerss.org:PMLS:1232"":null,""imerss.org:PMLS:1390"":null,""imerss.org:PMLS:1477"":null,""imerss.org:PMLS:1578"":null,""imerss.org:PMLS:1673"":null,""imerss.org:PMLS:1757"":null,""imerss.org:PMLS:2003"":null,""imerss.org:PMLS:2093"":null,""imerss.org:PMLS:2201"":null,""imerss.org:PMLS:2294"":null,""imerss.org:PMLS:2401"":null,""imerss.org:PMLS:2498"":null,""imerss.org:PMLS:2583"":null,""imerss.org:PMLS:2672"":null,""imerss.org:PMLS:2746"":null,""imerss.org:PMLS:2793"":null,""imerss.org:PMLS:2883"":null,""imerss.org:PMLS:3021"":null,""imerss.org:PMLS:3119"":null,""imerss.org:PMLS:3206"":null,""imerss.org:PMLS:3409"":null,""imerss.org:PMLS:3541"":null,""imerss.org:PMLS:3676"":null,""imerss.org:PMLS:3790"":null,""imerss.org:PMLS:3913"":null,""imerss.org:PMLS:4115"":null,""imerss.org:PMLS:4224"":null,""imerss.org:PMLS:4342"":null,""imerss.org:PMLS:4620"":null,""imerss.org:PMLS:4734"":null,""imerss.org:PMLS:4860"":null,""imerss.org:PMLS:4962"":null,""imerss.org:PMLS:5053"":null,""imerss.org:PMLS:5194"":null,""imerss.org:PMLS:5298"":null,""imerss.org:PMLS:5382"":null,""imerss.org:PMLS:5488"":null,""imerss.org:PMLS:5660"":null,""imerss.org:PMLS:5760"":null,""imerss.org:PMLS:5858"":null,""imerss.org:PMLS:5989"":null,""imerss.org:PMLS:6087"":null,""imerss.org:PMLS:6207"":null,""imerss.org:PMLS:6301"":null,""imerss.org:PMLS:6395"":null,""imerss.org:PMLS:6493"":null,""imerss.org:PMLS:6569"":null,""imerss.org:PMLS:6760"":null,""imerss.org:PMLS:6866"":null,""imerss.org:PMLS:6990"":null,""imerss.org:PMLS:7127"":null,""imerss.org:PMLS:7286"":null,""imerss.org:PMLS:7405"":null,""imerss.org:PMLS:7521"":null,""imerss.org:PMLS:7621"":null,""imerss.org:PMLS:7725"":null,""imerss.org:PMLS:7830"":null,""imerss.org:PMLS:7921"":null,""imerss.org:PMLS:8024"":null,""imerss.org:PMLS:8124"":null,""imerss.org:PMLS:8306"":null,""imerss.org:PMLS:8391"":null,""imerss.org:PMLS:8488"":null,""imerss.org:PMLS:8583"":null,""imerss.org:PMLS:8673"":null,""imerss.org:PMLS:8769"":null,""imerss.org:PMLS:8849"":null,""imerss.org:PMLS:8930"":null,""imerss.org:PMLS:9005"":null,""imerss.org:PMLS:9091"":null,""imerss.org:PMLS:9180"":null,""imerss.org:PMLS:9258"":null,""imerss.org:PMLS:9331"":null,""imerss.org:PMLS:9423"":null,""imerss.org:PMLS:9534"":null,""imerss.org:PMLS:9650"":null,""imerss.org:PMLS:9766"":null,""imerss.org:PMLS:9986"":null,""imerss.org:PMLS:10096"":null,""imerss.org:PMLS:10330"":null,""imerss.org:PMLS:10573"":null,""imerss.org:PMLS:10681"":null,""imerss.org:PMLS:10836"":null,""imerss.org:PMLS:11000"":null,""imerss.org:PMLS:11118"":null,""imerss.org:PMLS:11199"":null,""imerss.org:PMLS:11295"":null,""imerss.org:PMLS:11424"":null,""imerss.org:PMLS:11520"":null,""imerss.org:PMLS:11620"":null,""imerss.org:PMLS:11721"":null,""imerss.org:PMLS:11912"":null,""imerss.org:PMLS:12017"":null,""imerss.org:PMLS:12104"":null,""imerss.org:PMLS:12205"":null,""imerss.org:PMLS:12298"":null,""imerss.org:PMLS:12370"":null,""imerss.org:PMLS:12452"":null,""imerss.org:PMLS:12534"":null,""imerss.org:PMLS:12636"":null,""imerss.org:PMLS:12717"":null,""imerss.org:PMLS:12837"":null,""imerss.org:PMLS:12962"":null,""imerss.org:PMLS:13063"":null,""imerss.org:PMLS:13166"":null,""imerss.org:PMLS:13293"":null,""imerss.org:PMLS:13402"":null,""imerss.org:PMLS:13486"":null,""imerss.org:PMLS:13572"":null,""imerss.org:PMLS:13672"":null,""imerss.org:PMLS:13790"":null,""imerss.org:PMLS:13873"":null,""imerss.org:PMLS:13981"":null,""imerss.org:PMLS:14048"":null,""imerss.org:PMLS:14119"":null,""imerss.org:PMLS:14187"":null,""imerss.org:PMLS:14279"":null,""imerss.org:PMLS:14376"":null,""imerss.org:PMLS:14470"":null,""imerss.org:PMLS:14551"":null,""imerss.org:PMLS:14643"":null,""imerss.org:PMLS:14744"":null,""imerss.org:PMLS:14847"":null,""imerss.org:PMLS:14961"":null,""imerss.org:PMLS:15054"":null,""imerss.org:PMLS:15162"":null,""imerss.org:PMLS:15260"":null,""imerss.org:PMLS:15356"":null,""imerss.org:PMLS:15474"":null,""imerss.org:PMLS:15586"":null,""imerss.org:PMLS:15702"":null,""imerss.org:PMLS:15810"":null,""imerss.org:PMLS:15932"":null,""imerss.org:PMLS:16050"":null,""imerss.org:PMLS:16149"":null,""imerss.org:PMLS:16230"":null,""imerss.org:PMLS:16401"":null,""imerss.org:PMLS:16493"":null,""imerss.org:PMLS:16593"":null,""imerss.org:PMLS:16678"":null,""imerss.org:PMLS:16748"":null,""imerss.org:PMLS:16812"":null,""imerss.org:PMLS:16913"":null,""imerss.org:iNat:2763488"":null,""imerss.org:PMLS:17055"":null,""imerss.org:PMLS:17108"":null,""imerss.org:PMLS:17192"":null,""imerss.org:PMLS:17292"":null,""imerss.org:PMLS:17386"":null,""imerss.org:PMLS:17484"":null,""imerss.org:PMLS:17593"":null,""imerss.org:PMLS:17710"":null,""imerss.org:PMLS:17827"":null,""imerss.org:PMLS:17978"":null,""imerss.org:PMLS:18056"":null,""imerss.org:PMLS:18144"":null,""imerss.org:PMLS:18255"":null,""imerss.org:PMLS:18329"":null,""imerss.org:PMLS:18450"":null,""imerss.org:PMLS:18474"":null,""imerss.org:iNat:129150970"":null,""imerss.org:iNat:67834429"":null,""imerss.org:iNat:70500169"":null,""imerss.org:iNat:70864446"":null,""imerss.org:iNat:84819147"":null,""imerss.org:iNat:91082493"":null,""imerss.org:iNat:102593884"":null,""imerss.org:iNat:124076139"":null}",Animalia,Annelida,,,Polychaeta,Sedentaria,,Terebellida,Cirratuliformia,,,Cirratulidae,,,Dodecaceria,fewkesi,Andy Lamb,,,,imerss.org:PMLS:17,1969-02-21T00:00:00.000Z,Dave Zeuss Cochrane,,,,imerss.org:iNat:124076139,2022-06-26T00:00:00.000Z
Epigamia alexandri,1136117,Epigamia cf alexandri,,1,"{""82d6ba94-de79-4901-bb4c-eb83a3a8f2b7"":null}",Animalia,Annelida,,,Polychaeta,Errantia,,Phyllodocida,Nereidiformia,,,Syllidae,Autolytinae,Autolytini,Epigamia,alexandri,,Invertebrate Zoology,,986-00197-018,82d6ba94-de79-4901-bb4c-eb83a3a8f2b7,1986-09-30T00:00:00.000Z,,Invertebrate Zoology,,986-00197-018,82d6ba94-de79-4901-bb4c-eb83a3a8f2b7,1986-09-30T00:00:00.000Z
Epigamia magna,628178,Epigamia magna,"(Berkeley, 1923)",1,"{""imerss.org:iNat:107323091"":null}",Animalia,Annelida,,,Polychaeta,Errantia,,Phyllodocida,Nereidiformia,,,Syllidae,Autolytinae,Autolytini,Epigamia,magna,Catiemac,,,,imerss.org:iNat:107323091,2022-02-22T00:00:00.000Z,Catiemac,,,,imerss.org:iNat:107323091,2022-02-22T00:00:00.000Z
Eudistylia vancouveri,84864,Eudistylia vancouveri,"(Kinberg, 1866)",89,"{""imerss.org:PMLS:18"":null,""imerss.org:PMLS:65"":null,""imerss.org:PMLS:297"":null,""imerss.org:PMLS:635"":null,""imerss.org:PMLS:863"":null,""imerss.org:PMLS:935"":null,""imerss.org:PMLS:1023"":null,""imerss.org:PMLS:1235"":null,""imerss.org:PMLS:1478"":null,""imerss.org:PMLS:1579"":null,""imerss.org:PMLS:1759"":null,""imerss.org:PMLS:1847"":null,""imerss.org:PMLS:2005"":null,""imerss.org:PMLS:2094"":null,""imerss.org:PMLS:2297"":null,""imerss.org:PMLS:3411"":null,""imerss.org:PMLS:3677"":null,""imerss.org:PMLS:3914"":null,""imerss.org:PMLS:4225"":null,""imerss.org:PMLS:4426"":null,""imerss.org:PMLS:4568"":null,""imerss.org:PMLS:5383"":null,""imerss.org:PMLS:5661"":null,""imerss.org:PMLS:5859"":null,""imerss.org:PMLS:5991"":null,""imerss.org:PMLS:6089"":null,""imerss.org:PMLS:6209"":null,""imerss.org:PMLS:6396"":null,""imerss.org:PMLS:6495"":null,""imerss.org:PMLS:6571"":null,""imerss.org:PMLS:6762"":null,""imerss.org:PMLS:6869"":null,""imerss.org:PMLS:6992"":null,""imerss.org:PMLS:7407"":null,""imerss.org:PMLS:7522"":null,""imerss.org:PMLS:7726"":null,""imerss.org:PMLS:7831"":null,""imerss.org:PMLS:8931"":null,""imerss.org:PMLS:9259"":null,""imerss.org:PMLS:9424"":null,""imerss.org:PMLS:9767"":null,""imerss.org:PMLS:9987"":null,""imerss.org:PMLS:10191"":null,""imerss.org:PMLS:10682"":null,""imerss.org:PMLS:10839"":null,""imerss.org:PMLS:11426"":null,""imerss.org:PMLS:11913"":null,""imerss.org:PMLS:12019"":null,""imerss.org:PMLS:12536"":null,""imerss.org:PMLS:12718"":null,""imerss.org:PMLS:12840"":null,""imerss.org:PMLS:12964"":null,""imerss.org:PMLS:13294"":null,""imerss.org:PMLS:13487"":null,""imerss.org:PMLS:13875"":null,""imerss.org:PMLS:14188"":null,""imerss.org:PMLS:14378"":null,""imerss.org:PMLS:14471"":null,""imerss.org:PMLS:14850"":null,""imerss.org:PMLS:15055"":null,""imerss.org:PMLS:15163"":null,""imerss.org:PMLS:15475"":null,""imerss.org:PMLS:15703"":null,""imerss.org:PMLS:15812"":null,""imerss.org:PMLS:15933"":null,""imerss.org:PMLS:16403"":null,""imerss.org:PMLS:16495"":null,""imerss.org:PMLS:16679"":null,""imerss.org:iNat:2797277"":null,""imerss.org:iNat:2854969"":null,""imerss.org:PMLS:17294"":null,""imerss.org:PMLS:17388"":null,""imerss.org:PMLS:17485"":null,""imerss.org:iNat:3910071"":null,""imerss.org:iNat:6601087"":null,""imerss.org:PMLS:17915"":null,""imerss.org:iNat:43026878"":null,""imerss.org:PMLS:18256"":null,""imerss.org:PMLS:18331"":null,""imerss.org:iNat:29520034"":null,""imerss.org:iNat:49173169"":null,""imerss.org:iNat:69181283"":null,""imerss.org:iNat:86747612"":null,""imerss.org:iNat:86787972"":null,""imerss.org:iNat:89818314"":null,""imerss.org:iNat:103178051"":null,""imerss.org:iNat:107685840"":null,""imerss.org:iNat:120272886"":null,""imerss.org:iNat:133878457"":null}",Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,,Sabellidae,Sabellinae,,Eudistylia,vancouveri,Andy Lamb,,,,imerss.org:PMLS:18,1969-02-21T00:00:00.000Z,,,,,imerss.org:iNat:133878457,2022-09-05T00:00:00.000Z
Eulalia,347275,Eulalia sp.,,1,"{""f6bcd71a-c1b4-4d52-8e5b-77376d9552b9"":null}",Animalia,Annelida,,,Polychaeta,Errantia,,Phyllodocida,Phyllodociformia,,,Phyllodocidae,Eteoninae,,Eulalia,,Dan Quayle,Invertebrate Zoology,,989-00278-024,f6bcd71a-c1b4-4d52-8e5b-77376d9552b9,1959-12-11T00:00:00.000Z,Dan Quayle,Invertebrate Zoology,,989-00278-024,f6bcd71a-c1b4-4d52-8e5b-77376d9552b9,1959-12-11T00:00:00.000Z
Halosydna brevisetosa,71236,Halosydna brevisetosa,"Kinberg, 1856",7,"{""imerss.org:PMLS:62"":null,""imerss.org:PMLS:1231"":null,""imerss.org:PMLS:1755"":null,""imerss.org:PMLS:2090"":null,""imerss.org:iNat:25586752"":null,""imerss.org:iNat:33479377"":null,""imerss.org:iNat:143125286"":null}",Animalia,Annelida,,,Polychaeta,Errantia,,Phyllodocida,Aphroditiformia,,,Polynoidae,Lepidonotinae,,Halosydna,brevisetosa,Andy Lamb,,,,imerss.org:PMLS:62,1969-02-22T00:00:00.000Z,Alex Niese,,,,imerss.org:iNat:143125286,2022-11-26T00:00:00.000Z
Harmothoe fragilis,873903,Harmothoe fragilis,"Moore, 1910",1,"{""imerss.org:PMLS:15472"":null}",Animalia,Annelida,,,Polychaeta,Errantia,,Phyllodocida,Aphroditiformia,,,Polynoidae,Polynoinae,,Harmothoe,fragilis,Andy Lamb,,,,imerss.org:PMLS:15472,2012-10-06T00:00:00.000Z,Andy Lamb,,,,imerss.org:PMLS:15472,2012-10-06T00:00:00.000Z
Limnodriloides victoriensis,957352,Limnodriloides victoriensis,"Brinkhurst & Baker, 1979",9,"{""ad5111b7-2a49-44ff-b558-2da3f2f9b698"":null,""935b412f-8dae-4dc9-89c8-7ddb7d0a4dd2"":null,""8355aabb-7665-4df4-806c-6e1bb84a1a02"":null,""82e061b9-1bc1-4f14-913f-e220fb993492"":null,""7249380c-dd63-4708-9328-0a4088a3eb8a"":null,""64dc1954-4b94-4b24-9c8e-c744297d1485"":null,""21c4331b-b493-4b98-bafb-1a7e985b1300"":null,""20cc3d3b-2689-4add-a33b-5430a5d3399e"":null,""1c33c143-5ab6-49a3-b385-ccc06def31cd"":null}",Animalia,Annelida,,,Clitellata,Oligochaeta,,Tubificida,Tubificina,,,Naididae,Limnodriloidinae,,Limnodriloides,victoriensis,Randy Baker,Invertebrate Zoology,,991-00598-002,ad5111b7-2a49-44ff-b558-2da3f2f9b698,1979-07-05T00:00:00.000Z,Randy Baker,Invertebrate Zoology,,991-00598-002,ad5111b7-2a49-44ff-b558-2da3f2f9b698,1979-07-05T00:00:00.000Z
Neoleprea spiralis,1136118,Neoleprea spiralis,"(Johnson, 1901)",1,"{""de1b8600-673e-43a6-ad90-de4c5bdf3286"":null}",Animalia,Annelida,,,Polychaeta,Sedentaria,,Terebellida,Terebelliformia,,,Terebellidae,Terebellinae,,Neoleprea,spiralis,,Invertebrate Zoology,,986-00197-015,de1b8600-673e-43a6-ad90-de4c5bdf3286,1986-09-30T00:00:00.000Z,,Invertebrate Zoology,,986-00197-015,de1b8600-673e-43a6-ad90-de4c5bdf3286,1986-09-30T00:00:00.000Z
Neosabellaria cementarium,339237,Neosabellaria cementarium,"(Moore, 1906)",1,"{""imerss.org:PMLS:2402"":null}",Animalia,Annelida,,,Polychaeta,Sedentaria,,,,,,Sabellariidae,,,Neosabellaria,cementarium,Charlie Gibbs,,,,imerss.org:PMLS:2402,1996-09-28T00:00:00.000Z,Charlie Gibbs,,,,imerss.org:PMLS:2402,1996-09-28T00:00:00.000Z
Nereis zonata,347330,Nereis cf zonata,,1,"{""c7ca2146-f62e-4f3f-a71d-cdc3f022f28c"":null}",Animalia,Annelida,,,Polychaeta,Errantia,,Phyllodocida,Nereidiformia,,,Nereididae,Nereidinae,,Nereis,zonata,,Invertebrate Zoology,,986-00197-016,c7ca2146-f62e-4f3f-a71d-cdc3f022f28c,1986-09-30T00:00:00.000Z,,Invertebrate Zoology,,986-00197-016,c7ca2146-f62e-4f3f-a71d-cdc3f022f28c,1986-09-30T00:00:00.000Z
Nereis,81791,Nereis sp.,,5,"{""imerss.org:PMLS:63"":null,""imerss.org:PMLS:6203"":null,""imerss.org:PMLS:15929"":null,""imerss.org:PMLS:17975"":null,""imerss.org:PMLS:18406"":null}",Animalia,Annelida,,,Polychaeta,Errantia,,Phyllodocida,Nereidiformia,,,Nereididae,Nereidinae,,Nereis,,Andy Lamb,,,,imerss.org:PMLS:63,1969-02-22T00:00:00.000Z,Emily Adamczyk,,,,imerss.org:PMLS:18406,2019-05-04T00:00:00.000Z
