Taxon,Author,Common Name,Origin,Status,Reporting,Last Collected/Reported (y-m-d),Collector/Source,Collection/List,First Documented,Documenter,Catalogue Number,iNaturalist Link,ID,iNaturalist photo,Notes
Dichodontium olympicum ,Ren. & Card.,none,native,S4 (2015) ,reported,1983-09-29,W. B. Schofield,UBC  ,,,s.n.,,161819,,
Dichodontium pellucidum,(Hedwig) Schimper,transparent fork-moss,native,S5 (2015) ,confirmed,1983-08-11,J. Spence,UBC  ,2019-06-28,judithofsquamish,s.n.,https://www.inaturalist.org/observations/27979253,161820,https://static.inaturalist.org/photos/43584038/medium.jpeg?1561953630,
Dicranella heteromalla, (Hedw.) Schimp,silky forklet-moss,native,S4S5 (2011)  ,reported,2009-05-11,W. R. Buck ,NY,,,NY: 01105227,,67876,,
Dicranella palustris,(Dickson) E.F. Warb.,marsh forklet-moss,native,S4S5 (2011),reported,2001-10-07,W. B. Schofield ,UBC  ,,,s.n.,,161837,,
Dicranella rufescens,(With.) Schimp.,rufous forklet-moss,native,S4 (2015),reported,2015-06-26,O.Lee; S.Joya,2015 Squamish Bioblitz part of Whistler BB (Bob Brett),,,,,161838,,
Dicranodontium denudatum,(Brid.) Britt. ,denuded dicranodontium moss,native,S4 (2015)   ,reported,1981-03-01,W. B. Schofield,UBC  ,,,s.n.,,161845,,
Dicranoweisia cirrata,(Hedw.) Lindb. ex Milde,common pincushion,native,S4S5 (2015)  ,confirmed,2015-06-26,O.Lee; S.Joya,2015 Squamish Bioblitz part of Whistler BB (Bob Brett),2018-09-26,benkeen,,https://www.inaturalist.org/observations/16933780,67949,https://static.inaturalist.org/photos/25621900/medium.jpg?1538011246,
Dicranoweisia crispula,(Hedw.) Lindb. ex Milde,mountain pincushion,native,S4S5 (2015) ,reported,2003-06-19,W. B. Schofield,UBC  ,,,s.n.,,154135,,
Dicranum bonjeanii ,De Not.,crisped fork-moss,native,S4 (2015) ,reported,1961-08-04,E.B. Peterson ,UBC  ,,,s.n.,,161852,,
Dicranum fulvum,Hooker,boulder broom moss,native,S5 (2011),new 2018,,,,2018-09-24,keeganjd,,https://www.inaturalist.org/observations/16872761,161858,https://static.inaturalist.org/photos/25483556/medium.jpg?1537805153,
Dicranum fuscescens ,Turn.,dusky fork moss,native,S5 (2015),reported,2001-05-22,W. B. Schofield,UBC  ,,,s.n.,,123177,,
Dicranum howellii ,Ren. & Card.,Howell's dicranum moss,native,"not in CDC records, see 'notes'",reported,1977-08-02, ,RBCM,,,VC011804,,161860,,"on NatureServe, FNA & iNaturalist accept this grows in BC"
Dicranum muehlenbeckii ,Bruch & Schimp.,none,native,S4S5 (2011),reported,1982-07-22,J. Spence,UBC  ,,,s.n.,,161865,,
Dicranum pallidisetum,(Bail. in Holz.) Irel.,none,native,S4S5 (2011),reported,2001-05-22,W. B. Schofield,UBC  ,,,s.n.,,161867,,
Dicranum scoparium,Hedw.,broom moss,native,S5 (2015),confirmed,2015-06-26,O.Lee; S.Joya,2015 Squamish Bioblitz part of Whistler BB (Bob Brett),2018-09-24,keeganjd,,https://www.inaturalist.org/observations/16875100,123134,https://static.inaturalist.org/photos/25487966/medium.jpg?1537809904,
Dicranum tauricum,Sapeh,fragile fork-moss,native,S5 (2015),confirmed,2015-06-26,O.Lee; S.Joya,2015 Squamish Bioblitz part of Whistler BB (Bob Brett),2017-02-21,elsemikkelsen,,https://www.inaturalist.org/observations/9211015,161872,https://static.inaturalist.org/photos/12458503/medium.jpg?1513708869,
Didymodon vinealis,(Brid.) Zand.,soft-tufted beard-moss,native,S5 (2015),reported,2001-05-22,W. B. Schofield,UBC  ,,,s.n.,,161892,,
Ditrichum heteromallum ,(Hedw.) Britt.,curve-leaved ditrichum,native,S4S5 (2011) ,reported,2001-05-22,W. B. Schofield,UBC  ,,,s.n.,,161968,,
Drepanocladus aduncus ,(Hedw.) Warnst.,Knieff's hook-moss,native,S5? (2015)  ,reported,1970-00-17,W. B. Schofield,UBC  ,,,s.n.,,154182,,
Dryptodon patens ,(Hedw.) Brid.,spreading fringemoss,native,S4S5 (2011)  see 'notes',reported,1982-09-02,W. B. Schofield,UBC  ,,,s.n.,,338191,,"current name on NatureServe, Grimmia ramondii in CDC records; iNaturalist has both names "
Eurhynchium-praelongum,(Sull.) Ochyra,common feather-moss,native,S5 (2015),confirmed,2015-06-26,O.Lee; S.Joya,2015 Squamish Bioblitz part of Whistler BB (Bob Brett),2017-05-05,chlorophilia,,https://www.inaturalist.org/observations/6113045,782852,https://static.inaturalist.org/photos/7647837/medium.jpeg?1494086402,herbarium record Kindbergia praelonga
Fissidens adianthoides,Hedw.,maidenhair pocket-moss,native,S4S5 (2011) ,confirmed,1984-09-25,W. B. Schofield,UBC  ,2017-02-21,elsemikkelsen,s.n.,https://www.inaturalist.org/observations/9211630,162992,https://static.inaturalist.org/photos/12459442/medium.jpg?1513713331,
Fissidens bryoides ,Hedw.,lesser pocket-moss,native,"not in CDC records, see 'notes'",reported,1951-04-04,V. J. Krajina ,UBC  ,,,s.n.,,124421,,"on NatureServe, accepted by I.T.I.S & FNA map shows it in BC"
Fontinalis antipyretica ,Hedw.,willow moss,native,S4S5 (2015),reported,1993-09-30,Terry Taylor,UBC  ,,,s.n.,,123790,,
Funaria hygrometrica ,Hedw.,bonfire moss,native,S4S5 (2015) ,reported,2005-04-20,W. B. Schofield,UBC  ,,,s.n.,,120000,,
Grimmia sp.,Hedw.,none,,n/a,new 2107,,,,2017-09-26,judithofsquamish,,https://www.inaturalist.org/observations/8198259,56120,https://static.inaturalist.org/photos/10859218/medium.jpeg?1506829864,
Grimmia caespiticia,"(Bridel) Juratzka, Laubm. -Fl. Oesterr.-Ung. ",none,native,S2S3 (2015) see 'notes',reported,1982-07-22,J. Spence ,UBC  ,,,s.n.,,446732,,herbarium record Grimmia holzingeri Card. & Ther. which is accepted by NatureServe.  However iNaturalist & CDC default to Grimmia caespiticia (Brid) Jur. 
Grimmia leibergii ,Paris,none,native,S2S3 (2015),reported,1980-04-16,Joop van Velzen,UBC  ,,,s.n.,,163390,,
Grimmia torquata ,Hornsch. in Grev.,twisted grimmia ,native,S4S5 (2011) ,reported,1989-11-05,Terry Taylor,UBC  ,,,s.n.,,163405,, 
Grimmia trichophylla ,Grev.,hair-pointed grimmia,native,S4S5 (2015) ,reported,1986-03-09,Terry Taylor,UBC  ,,,s.n.,,163406,,
Hedwigia ciliata,(Hedw.) P. Beauv.,Hedwig's fringeleaf moss,native,S4S5 (2015) ,reported,1995-04-07,Paul Nagy,UBC  ,,,s.n.,,163550,,
Herzogiella seligeri ,(Brid.) Iwats.,Silesian feather-moss,native,S3S4 (2015),reported,1982-09-02,W. B. Schofield,UBC  ,,,s.n.,,163696,,
Heterocladium macounii,Best.,none,native,S4S5 (2011) ,confirmed,2006-02-18,W. B. Schofield,UBC  ,2019-06-23,rambryum,s.n.,https://www.inaturalist.org/observations/27554089,163713,https://static.inaturalist.org/photos/42884665/medium.jpeg?1561352587,
Heterocladium procurrens , (Mitt.) Jaeg.,none,native,S4S5 (2011),reported,2001-05-22,W. B. Schofield,UBC  ,,,s.n.,,163714,,
Homalia trichomanoides ,(Hedw.) Schimp.,lime homalia moss,native,S4 (2015) ,reported,1963-05-23,W. B. Schofield,UBC  ,,,s.n.,,163821,,
Homalothecium fulgescens,(Mitt. ex C. Müll.) Lawt.,yellow curl-moss,native,S4S5 (2011) ,confirmed,2015-06-26,O.Lee; S.Joya,2015 Squamish Bioblitz part of Whistler BB (Bob Brett),2017-02-21,elsemikkelsen,,https://www.inaturalist.org/observations/9211255,123819,https://static.inaturalist.org/photos/12458799/medium.jpg?1513710056,
Homalothecium-megaptilum,(Sull.) Schof.,trachybryum moss,native,S4? (2015),reported,1984-04-08,Terry Taylor,UBC  ,,,s.n.,,236885,,Herbarium record Trachybryum megaptilum
Homalothecium pinnatifidum ,(Sull. & Lesq.) Lawton,none,native,S4? (2015),reported,1981-04-25,Terry Taylor,UBC  ,,,s.n.,,163826,,
Hookeria acutifolia ,Hook. & Grev.,sharpleaf hookeria moss,native,S4 (2015) ,reported,1984-04-20,Paul Nagy,UBC  ,,,s.n.,,163830,,
Hookeria lucens,(Hedw.) Sm.,shining hookeria,native,S5? (2015) ,confirmed,2005-04-20,W. B. Schofield,UBC  ,2017-02-21,elsemikkelsen,s.n.,https://www.inaturalist.org/observations/9211746,123710,https://static.inaturalist.org/photos/12459679/medium.jpg?1513714592,
Hygrohypnum bestii ,(Ren. & Bryhn) Broth.,none,native,S4 (2015) ,reported,1995-09-24,W. B. Schofield,UBC  ,,,s.n.,,163886,,
Hygrohypnum ochraceum ,(Turn. ex Wils.) Loeske,claw brook-moss,native,S4S5 (2015) ,reported,2001-10-07,W. B. Schofield,NY,,,NY: 00899315,,163896,,
Hylocomium splendens,(Hedw.) Schimp.,stairstep moss,native,S5 (2015),confirmed,2009-05-11,W. R. Buck,NY,2016-10-18,judithofsquamish,NY: 01105216,http://inaturalist.ca/observations/4386167,122555,https://static.inaturalist.org/photos/5263289/medium.jpg?1476817596,
Hypnum circinale,Hook.,coiled-leaf claw-moss,native,S5 (2015) ,confirmed,2015-06-26,O.Lee; S.Joya,2015 Squamish Bioblitz part of Whistler BB (Bob Brett),2018-09-24,keeganjd,,https://www.inaturalist.org/observations/16895414,125464,https://static.inaturalist.org/photos/25524498/medium.jpeg?1537857637,
Hypnum cupressiforme ,Hedw.,cypress-leaved plait-moss,native,see 'notes',reported,1981-04-25,Terry Taylor,UBC  ,,,s.n.,,241115,,one of the 2 BC varieties is 'listed'
Hypnum dieckii ,Renauld & Cardot,none,native,S4S5 (2015),reported,2001-05-22,W. B. Schofield,UBC  ,,,s.n.,,163994,,
Hypnum subimponens,Lesq.,curly claw-moss,native,S4S5 (2015),confirmed,2005-04-20,W. B. Schofield,UBC  ,2017-05-05,chlorophilia,s.n.,https://www.inaturalist.org/observations/6113057,130684,https://static.inaturalist.org/photos/7648049/medium.jpeg?1494087165,
Isothecium cristatum ,(Hampe) Robins.,none,native,S4? (2011),reported,2009-05-11,W. R. Buck,NY,,,NY: 01105204,,68058,,
Isothecium myosuroides,Brid.,mouse-tail moss,native,S4S5 (2015),confirmed,2015-06-26,O.Lee; S.Joya,2015 Squamish Bioblitz part of Whistler BB (Bob Brett),2010-06-27,judithofsquamish,,https://www.inaturalist.org/observations/8462011,125809,https://static.inaturalist.org/photos/11279638/medium.jpeg?1508385459,"aka I. stoloniferum, herbarium record I. spiculiferum"
Kiaeria blytii,"(Bruch & Schimper) Brotherus, Laubm.",none,native,S4S5 (2011) ,reported,1995-09-24,W. B. Schofield,UBC  ,,,s.n.,,164347,,FNA shows it in BC
Kiaeria falcata ,(Hedw.) I. Hag.,sickle-leaved fork-moss,native,S4 (2015),reported,1995-09-24,W. B. Schofield,UBC  ,,,s.n.,,164348,,FNA shows it in BC
Kiaeria starkei,(Weber & D. Mohr) I. Hag.,Starke's fork-moss,native,S4S5 (2011)  ,reported,1982-07-22,J. Spence,UBC  ,,,s.n.,,164350,,FNA shows it in BC
Kindbergia oregana ,(Sull.) Ochyra,Oregon beaked moss,native,S5 (2015),confirmed,2015-06-26,O.Lee; S.Joya,2015 Squamish Bioblitz part of Whistler BB (Bob Brett),2017-02-21,elsemikkelsen,,https://www.inaturalist.org/observations/9211960,120909,https://static.inaturalist.org/photos/12460057/medium.jpg?1513716114,aka Eurhynchium oreganum 
Leptodictyum riparium ,(Hedw.) Warnst.,streamside leptodictyum moss,native,S4 (2015) ,reported,1970-00-17,W. B. Schofield,UBC  ,,,s.n.,,164546,,
Leucolepis acanthoneura,(Schwagrichen) Lindberg,Menzies' tree moss,native,S5? (2015) ,confirmed,2005-04-20,W. B. Schofield,UBC  ,2017-05-05,chlorophilia,s.n.,https://www.inaturalist.org/observations/6113069,120870,https://static.inaturalist.org/photos/7649706/medium.jpeg?1494092241, 
Metaneckera menziesii,(Hook. in Drumm.) Steere,Menzies' neckera,native,S4S5 (2015) ,confirmed,2005-04-20,W. B. Schofield,UBC  ,2017-05-05,chlorophilia,s.n.,https://www.inaturalist.org/observations/6113048,69909,https://static.inaturalist.org/photos/7647908/medium.jpeg?1494086699,
Neckera douglasii,Hook.,Douglas' neckera,native,S4S5 (2011)  ,confirmed,2015-06-26,O.Lee; S.Joya,2015 Squamish Bioblitz part of Whistler BB (Bob Brett),2018-10-01,judithofsquamish,,https://www.inaturalist.org/observations/17733160,69912,https://static.inaturalist.org/photos/27041256/medium.jpeg?1540177669,
Oligotrichum aligerum ,Mitt,none,native,S4S5 (2015) ,reported,2001-05-22,W. B. Schofield,UBC  ,,,s.n.,,165831,,
Oligotrichum parallelum ,(Mitt.) Kindb.,none,native,S4S5 (2015),reported,1995-09-24,W. B. Schofield,UBC  ,,,s.n.,,165834,,
Orthotrichum consimile ,Mitt.,none,native,S4S5 (2015) ,reported,1980-04-16,W. B. Schofield & T. T. Mcintosh,UBC  ,,,s.n.,,165946,,
Orthotrichum lyellii,Hook. & Tayl.,Lyell's bristle-moss,native,S4S5 (2015),reported,2015-06-26,O.Lee; S.Joya,2015 Squamish Bioblitz part of Whistler BB (Bob Brett),,,,,67951,,
Orthotrichum pulchellum,Brunt.,elegant bristle-moss,native,S3S4 (2015) ,reported,2015-06-26,O.Lee; S.Joya,2015 Squamish Bioblitz part of Whistler BB (Bob Brett),,,,,165965,,
Orthotrichum rupestre,Schleich. ex Schwaegr.,rock bristle-moss,native,S4 (2015) ,reported,1981-06-09,Terry Taylor,UBC  ,,,s.n.,,165970,,
Orthotrichum speciosum,Nees in Sturm,showy bristle-moss,native,S4S5 (2015) ,reported,2009-05-11,W. R. Buck,NY,,,NY: 01105224,,165973,,
Paraleucobryum enerve ,(Thed. in Hartm.) Loeske,paraleucobryum moss,native,S4S5 (2011),reported,1962-11-11,W. B. Schofield,UBC  ,,,s.n.,,166121,,
Philonotis capillaris ,Lindb.,none,native,S4 (2015),reported,1979-06-03,Terry Taylor,UBC  ,,,s.n.,,123642,,
Philonotis fontana,(Hedw.) Brid.,fountain apple-moss,native,S5 (2015),confirmed,2001-05-22,W. B. Schofield,UBC  ,2014-07-26,judithofsquamish,s.n.,https://www.inaturalist.org/observations/8898447,133809,https://static.inaturalist.org/photos/11973943/medium.jpeg?1511379420,
Plagiomnium cuspidatum,(Hedw.) T. Kop.,woodsy thyme-moss,native,S3S4 (2015) ,reported,1970-00-17,W. B. Schofield,UBC  ,,,s.n.,,141535,,
Plagiomnium insigne,(Mitt.) T. Kop.,badge moss,native,S4S5 (2015) ,confirmed,1980-04-16,"W. B. Schofield & T. T. Mcintosh, J. P. van Velzen",UBC  ,2017-05-05,chlorophilia,s.n.,https://www.inaturalist.org/observations/6113068,122705,https://static.inaturalist.org/photos/7649696/medium.jpeg?1494092224,
Plagiomnium venustum ,(Mitt.) T. Kop.,none,native,S4S5 (2015),reported,2005-04-20,W. B. Schofield,UBC  ,,,s.n.,,126179,,
Plagiothecium cavifolium,(Brid.) Iwats.,round silk-moss,native,S4S5 (2015),reported,2006-01-28,W. Schofield,UBC  ,,,s.n.,,166992,,
Plagiothecium denticulatum ,(Hedw.) Schimp. in B.S.G,toothed plagiothecium moss,native,S4S5 (2015,reported,2009-05-11,W. R. Buck,NY,,,NY: 01105218,,166993,,
Plagiothecium laetum ,Schimp. in B.S.G,bright silk-moss,native,S4S5 (2015) ,reported,2003-06-19,W. B. Schofield,UBC  ,,,s.n.,,123563,,
Plagiothecium piliferum ,(Sw. ex Hartm.) Schimp. in B.S.G.,hair silk-moss,native,S4S5 (2015) ,reported,2009-05-11,W. R. Buck,NY,,,NY: 01105228,,123563,,
Platydictya jungermannioides ,(Brid.) Crum,Jungermann's platydictya moss,native,S4S5 (2015) ,reported,1980-08-19,Joop van Velzen,UBC  ,,,s.n.,,167038,,not in iNaturalist
Pleurozium schreberi,(Brid.) Mitt.,red-stemmed feather moss,native,S5 (2015)  ,confirmed,2009-05-11,W. R. Buck,NY,2018-12-22,benkeen,NY: 01105201,https://www.inaturalist.org/observations/19157376,130677,https://static.inaturalist.org/photos/29415918/medium.jpg?1545508913,
Pogonatum contortum,(Brid.) Lesq.,contorted pogonatum moss,native,S4S5 (2015),confirmed,2001-05-22,W. B. Schofield,UBC  ,2017-02-21,elsemikkelsen,s.n.,https://www.inaturalist.org/observations/9211853,127042,https://static.inaturalist.org/photos/12459909/medium.jpg?1513715295,
Pogonatum urnigerum ,(Hedw.) P. Beauv.,urn hair moss,native,S4S5 (2015) ,reported,1980-06-02,Joop van Velzen,UBC  ,,,s.n.,,167121,,
Pohlia andalusica ,(Hedw.) Lindb,none,native,S2 (2015),reported,1962-08-15,A. C. Archer,UBC  ,,,s.n.,,167122,,
Pohlia annotina ,(Hedw.) Lindb.,pale-fruited thread-moss,native,S4 (2015),reported,1974-08-06,W. B. Schofield,UBC  ,,,s.n.,,167124,,
Pohlia camptotrachela ,Broth.,none,native,S3S4 (2015),reported,1995-09-24,W. B. Schofield,UBC  ,,,s.n.,,167130,,
Pohlia cruda ,(Hedw.) Lindb.,opal nodding moss,native,S4S5 (2015)  ,reported,2001-05-22,W. B. Schofield,UBC  ,,,s.n.,,167133,,
Pohlia filum ,(Schimp.) Mårt.,none,native,S4 (2015),reported,1962-08-15,A. C. Archer,UBC  ,,,s.n.,,167138,,
Pohlia longibracteata ,Brotherus in Röll,none,native,S3S4 (2015),reported,1980-07-13,R. Rosentreter,SRP,,,"SRP: 46790, SRP-B-0000415",,167140,,
Pohlia ludwigii ,(Spreng. ex Schwaegr.) Broth. ?,Ludwig's thread-moss,native,S4 (2015),reported,1995-09-24,W. B. Schofield,UBC  ,,,s.n.,,167142,,
Pohlia nutans ,(Hedw.) Lindb.,nodding thread-moss,native,S5 (2015),reported,2001-05-22,W. B. Schofield,UBC  ,,,s.n.,,154170,,
Pohlia proligera ,(Kindb. ex Breidl.) Lindb. ex Arnell,none,native,S4 (2015),reported,1981-02-10,Terry Taylor,UBC  ,,,s.n.,,167145,,
Pohlia wahlenbergii,(Web. & Mohr) Andrews,Wahlenberg's nodding moss,native,S4S5 (2015),reported,2001-10-07,W. B. Schofield,NY,,,NY: 00900798,,167151,,
Polytrichastrum alpinum,(Hedw.) G.L. Smith,alpine haircap moss,native,S4S5 (2015),confirmed,2009-05-11,W. R. Buck,NY,2019-06-23,rambryum,NY: 01105220,https://www.inaturalist.org/observations/27553888,167286,https://static.inaturalist.org/photos/42883285/medium.jpeg?1561351144,
Polytrichastrum formosum,(Hedw.) G.L. Smith,bank haircap moss,native,S4S5 (2015),confirmed,1969-02-22,W. B. Schofield,UBC  ,2019-06-23,rambryum,s.n.,https://www.inaturalist.org/observations/27554079,281948,https://static.inaturalist.org/photos/42884361/medium.jpeg?1561352253,
Polytrichastrum sexangulare ,Brid.,northern haircap moss,native,see 'notes',reported,1980-08-19,Joop van Velzen,UBC  ,,,s.n.,,68294,,
Polytrichum commune,Hedw.,common haircap moss,native,S5 (2015) ,confirmed,1982-07-22,J. Spence ,UBC  ,2018-08-18,citizen1,s.n.,https://www.inaturalist.org/observations/15736895,68293,https://static.inaturalist.org/photos/23498194/medium.jpg?1534803092,
Polytrichum juniperinum,Hedw.,juniper polytrichum moss,native,S5 (2015)  ,confirmed,2015-06-26,O.Lee; S.Joya,2015 Squamish Bioblitz part of Whistler BB (Bob Brett),2015-03-28,judithofsquamish,,https://www.inaturalist.org/observations/9139409,68286,https://static.inaturalist.org/photos/12354066/medium.jpeg?1513123892,
Polytrichum piliferum,Hedw.,bristly haircap moss,native,S5 (2015),confirmed,2001-05-22,W. B. Schofield,UBC  ,2012-04-05,judithofsquamish,s.n.,https://www.inaturalist.org/observations/9139626,67905,https://static.inaturalist.org/photos/12354518/medium.jpeg?1513125187,
Porotrichum bigelovii,(Sull.) Kindb.,none,native,S4S5 (2015),confirmed,1980-05-13,Joop van Velzen,UBC  ,2019-06-23,rambryum,s.n.,https://www.inaturalist.org/observations/27554087,67841,https://static.inaturalist.org/photos/42884637/medium.jpeg?1561352547,
Pseudobraunia californica ,(Lesq.) Broth,none,native,S3S4 (2015) ,reported,2003-06-19,W. B. Schofield,UBC  ,,,s.n.,,156472,,
Pseudoleskea baileyi ,Best & Grout in Grout,none,native,S5 (2015) ,reported,2001-05-22,W. B. Schofield,UBC  ,,,s.n.,,167495,,
Pseudoleskea incurvata ,(Hedw.) Loeske,none,native,S4 (2015),reported,1980-08-18,Joop van Velzen ,UBC  ,,,s.n.,,167496,,
Pseudoleskea radicosa ,Macoun & Kindb.,dense-rooted Leske's moss,native,S4S5 (2015),reported,1980-08-19,Joop van Velzen ,UBC  ,,,s.n.,,167499,,
Pseudoleskea stenophylla ,Ren. & Card. in Röll,narrow-leaved Leskea moss,native,S4 (2015) ,reported,1999-03-26,W. B. Schofield,UBC  ,,,s.n.,,167501,,
Pseudotaxiphyllum elegans,(Brid.) Iwats.,elegant silk-moss,native,S4S5 (2015),confirmed,2015-06-26,O.Lee; S.Joya,2015 Squamish Bioblitz part of Whistler BB (Bob Brett),2017-02-21,elsemikkelsen,,https://www.inaturalist.org/observations/9211793,67917,https://static.inaturalist.org/photos/12459743/medium.jpg?1513714839,
Pterigynandrum filiforme ,Hedw.,capillary wing-moss,native,S4S5 (2015),reported,2001-05-22,W. B. Schofield,UBC  ,,,s.n.,,167538,,
