iNaturalist taxon name,iNaturalist taxon ID,Taxon name,Observation count,Coordinates,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,First Reported By,First Source,First Place Name,First Catalogue Number,First observationId,First Date Reported,Last Reported By,Last Source,Last Place Name,Last Catalogue Number,Last observationId,Last Date Reported
Stropharia ambigua,53284,Stropharia ambigua,1,"{""iNat:98455910"":[48.59003,-123.144036]}",Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,,Strophariaceae,,,Stropharia,ambigua,Eden Light,iNat,,,iNat:98455910,2021-10-17T01:14:50.000Z,Eden Light,iNat,,,iNat:98455910,2021-10-17T01:14:50.000Z
Suillus lakei,118159,Suillus lakei,1,"{""iNat:98744557"":[48.588428,-123.155624]}",Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,Suillineae,,,Suillaceae,,,Suillus,lakei,Taylor Trah,iNat,,,iNat:98744557,2021-10-19T18:33:24.000Z,Taylor Trah,iNat,,,iNat:98744557,2021-10-19T18:33:24.000Z
Hygrocybe singeri,118316,Hygrocybe singeri,1,"{""iNat:101170375"":[48.584878,-123.138895]}",Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Hygrophorineae,,,Hygrophoraceae,Hygrocyboideae,Hygrocybeae,Hygrocybe,conica,Jupiter Nielsen,iNat,,,iNat:101170375,2021-11-07T14:12:32.000Z,Jupiter Nielsen,iNat,,,iNat:101170375,2021-11-07T14:12:32.000Z
Dryopteris expansa,64055,Dryopteris expansa,1,"{""iNat:103021544"":[48.586078,-123.145518]}",Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,,Dryopteridaceae,Dryopteridoideae,,Dryopteris,expansa,Michele,iNat,,,iNat:103021544,2021-12-13T19:28:49.000Z,Michele,iNat,,,iNat:103021544,2021-12-13T19:28:49.000Z
Eratigena agrestis,454859,Eratigena agrestis,1,"{""iNat:103070384"":[48.581833,-123.14212]}",Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Entelegynae,Agelenoidea,Agelenidae,,,Eratigena,agrestis,Eden Light,iNat,,,iNat:103070384,2021-12-14T14:09:21.000Z,Eden Light,iNat,,,iNat:103070384,2021-12-14T14:09:21.000Z
Lobarina scrobiculata,403505,Lobarina scrobiculata,1,"{""iNat:103077738"":[48.582713,-123.138375]}",Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,,Lobariaceae,,,Lobarina,scrobiculata,Eden Light,iNat,,,iNat:103077738,2021-12-14T14:46:24.000Z,Eden Light,iNat,,,iNat:103077738,2021-12-14T14:46:24.000Z
Lobaria pulmonaria,48711,Lobaria pulmonaria,2,"{""iNat:104776384"":[48.574829,-123.134194],""iNat:106777894"":[48.587972,-123.147889]}",Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,,Lobariaceae,,,Lobaria,pulmonaria,Michele,iNat,,,iNat:104776384,2022-01-11T20:39:58.000Z,Cricket Raspet,iNat,,,iNat:106777894,2022-02-14T23:15:55.000Z
Galanthus nivalis,51606,Galanthus nivalis,1,"{""iNat:106767958"":[48.587429,-123.148057]}",Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Amaryllidaceae,Amaryllidoideae,Galantheae,Galanthus,nivalis,Cricket Raspet,iNat,,,iNat:106767958,2022-02-14T23:23:48.000Z,Cricket Raspet,iNat,,,iNat:106767958,2022-02-14T23:23:48.000Z
Abies grandis,63690,Abies grandis,2,"{""iNat:106768224"":[48.588778,-123.14847],""iNat:106768925"":[48.591123,-123.151159]}",Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,,Pinaceae,,,Abies,grandis,Cricket Raspet,iNat,,,iNat:106768224,2022-02-14T23:34:30.000Z,Cricket Raspet,iNat,,,iNat:106768925,2022-02-14T23:49:33.000Z
Equisetum hyemale,52673,Equisetum hyemale,2,"{""iNat:106768786"":[48.590305,-123.149962],""iNat:143825772"":[48.592168,-123.156361]}",Plantae,Tracheophyta,,,Polypodiopsida,Equisetidae,,Equisetales,,,,Equisetaceae,,,Equisetum,hyemale,Cricket Raspet,iNat,,,iNat:106768786,2022-02-14T23:45:14.000Z,Guy Redfox,iNat,,,iNat:143825772,2022-12-05T22:34:16.000Z
Coccomyces dentatus,464803,Coccomyces dentatus,1,"{""iNat:106777147"":[48.592537,-123.148047]}",Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Rhytismatales,,,,Rhytismataceae,,,Coccomyces,dentatus,Cricket Raspet,iNat,,,iNat:106777147,2022-02-15T00:04:59.000Z,Cricket Raspet,iNat,,,iNat:106777147,2022-02-15T00:04:59.000Z
Phytomyza ilicis,69629,Phytomyza ilicis,1,"{""iNat:106777558"":[48.587773,-123.147376]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Cyclorrhapha,Opomyzoidea,Agromyzidae,Phytomyzinae,,Phytomyza,ilicis,Cricket Raspet,iNat,,,iNat:106777558,2022-02-14T23:35:46.000Z,Cricket Raspet,iNat,,,iNat:106777558,2022-02-14T23:35:46.000Z
Hylocomium splendens,122555,Hylocomium splendens,1,"{""iNat:106777598"":[48.591895,-123.149133]}",Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Hylocomiaceae,,,Hylocomium,splendens,Cricket Raspet,iNat,,,iNat:106777598,2022-02-14T23:57:55.000Z,Cricket Raspet,iNat,,,iNat:106777598,2022-02-14T23:57:55.000Z
Ancotrema sportella,213555,Ancotrema sportella,1,"{""iNat:106777868"":[48.58685,-123.147944]}",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Eupulmonata,Stylommatophora,Helicina,Oleacinoidei,Haplotrematoidea,Haplotrematidae,Haplotrematinae,,Ancotrema,sportella,Cricket Raspet,iNat,,,iNat:106777868,2022-02-14T23:20:03.000Z,Cricket Raspet,iNat,,,iNat:106777868,2022-02-14T23:20:03.000Z
Vinca minor,55844,Vinca minor,1,"{""iNat:106777889"":[48.586878,-123.147361]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Apocynaceae,Rauvolfioideae,Vinceae,Vinca,minor,Cricket Raspet,iNat,,,iNat:106777889,2022-02-14T23:18:46.000Z,Cricket Raspet,iNat,,,iNat:106777889,2022-02-14T23:18:46.000Z
Ixoreus naevius,145088,Ixoreus naevius,1,"{""iNat:106789061"":[48.58838,-123.148185]}",Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Turdidae,,,Ixoreus,naevius,Cricket Raspet,iNat,,,iNat:106789061,2022-02-14T23:31:59.000Z,Cricket Raspet,iNat,,,iNat:106789061,2022-02-14T23:31:59.000Z
Myadestes townsendi,12951,Myadestes townsendi,1,"{""iNat:106804309"":[48.595562,-123.144666]}",Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Turdidae,,,Myadestes,townsendi,Cricket Raspet,iNat,,,iNat:106804309,2022-02-15T00:39:17.000Z,Cricket Raspet,iNat,,,iNat:106804309,2022-02-15T00:39:17.000Z
Lamium purpureum,55851,Lamium purpureum,1,"{""iNat:109336529"":[48.583205,-123.142464]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Lamiaceae,Lamioideae,Lamieae,Lamium,purpureum,Eden Light,iNat,,,iNat:109336529,2022-03-23T21:21:59.000Z,Eden Light,iNat,,,iNat:109336529,2022-03-23T21:21:59.000Z
Fuscopannaria praetermissa,220265,Fuscopannaria praetermissa,1,"{""iNat:109714374"":[48.583317,-123.138703]}",Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,,Pannariaceae,,,Fuscopannaria,praetermissa,,iNat,,,iNat:109714374,2022-03-27T21:27:18.000Z,,iNat,,,iNat:109714374,2022-03-27T21:27:18.000Z
Stellaria media,1087592,Stellaria media,1,"{""iNat:109839984"":[48.58063,-123.140122]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,,Alsineae,Stellaria,media,,iNat,,,iNat:109839984,2022-03-27T22:26:22.000Z,,iNat,,,iNat:109839984,2022-03-27T22:26:22.000Z
Calandrinia menziesii,400267,Calandrinia menziesii,1,"{""iNat:109878449"":[48.583655,-123.137825]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Montiaceae,,,Calandrinia,menziesii,,iNat,,,iNat:109878449,2022-03-27T21:46:43.000Z,,iNat,,,iNat:109878449,2022-03-27T21:46:43.000Z
Evernia prunastri,123175,Evernia prunastri,1,"{""iNat:110059272"":[48.579845,-123.137117]}",Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Evernia,prunastri,,iNat,,,iNat:110059272,2022-04-01T01:45:55.000Z,,iNat,,,iNat:110059272,2022-04-01T01:45:55.000Z
Taxus brevifolia,55209,Taxus brevifolia,1,"{""iNat:110709618"":[48.580988,-123.134128]}",Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,,Taxaceae,,,Taxus,brevifolia,Doug McCutchen,iNat,,,iNat:110709618,2022-04-08T00:13:41.000Z,Doug McCutchen,iNat,,,iNat:110709618,2022-04-08T00:13:41.000Z
Trifolium willdenovii,57081,Trifolium willdenovii,1,"{""iNat:111667928"":[48.583263,-123.138686]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Trifolieae,Trifolium,willdenovii,,iNat,,,iNat:111667928,2022-04-16T01:35:09.000Z,,iNat,,,iNat:111667928,2022-04-16T01:35:09.000Z
Amanita pantherinoides,738406,Amanita pantherinoides,1,"{""iNat:115724739"":[48.589918,-123.143728]}",Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Pluteineae,,,Amanitaceae,,Amaniteae,Amanita,pantherinoides,naturallyken,iNat,,,iNat:115724739,2022-05-03T03:21:48.000Z,naturallyken,iNat,,,iNat:115724739,2022-05-03T03:21:48.000Z
Dargida procinctus,218140,Dargida procinctus,1,"{""iNat:115724857"":[48.589739,-123.144]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Noctuoidea,Noctuidae,Noctuinae,Hadenini,Dargida,procinctus,naturallyken,iNat,,,iNat:115724857,2022-05-03T14:00:00.000Z,naturallyken,iNat,,,iNat:115724857,2022-05-03T14:00:00.000Z
Medicago arabica,61012,Medicago arabica,2,"{""iNat:116003204"":[48.587533,-123.15477],""iNat:117541436"":[48.583225,-123.142661]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Trifolieae,Medicago,arabica,,iNat,,,iNat:116003204,2022-05-08T00:07:17.000Z,,iNat,,,iNat:117541436,2022-05-18T02:41:54.000Z
Castilleja hispida hispida,234938,Castilleja hispida hispida,1,"{""iNat:116032370"":[48.589613,-123.156508]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Orobanchaceae,,Pedicularideae,Castilleja,hispida,,iNat,,,iNat:116032370,2022-05-07T23:58:32.000Z,,iNat,,,iNat:116032370,2022-05-07T23:58:32.000Z
Poa bulbosa,58382,Poa bulbosa,1,"{""iNat:116642595"":[48.583892,-123.139611]}",Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Poa,bulbosa,,iNat,,,iNat:116642595,2022-05-12T01:35:57.000Z,,iNat,,,iNat:116642595,2022-05-12T01:35:57.000Z
Plectritis congesta,57786,Plectritis congesta,1,"{""iNat:116700805"":[48.584488,-123.138275]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,,Caprifoliaceae,Valerianoideae,,Plectritis,congesta,,iNat,,,iNat:116700805,2022-05-12T14:22:37.000Z,,iNat,,,iNat:116700805,2022-05-12T14:22:37.000Z
Allotropa virgata,62481,Allotropa virgata,1,"{""iNat:119306390"":[48.591778,-123.156555]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Monotropoideae,,Allotropa,virgata,Jupiter Nielsen,iNat,,,iNat:119306390,2022-05-29T18:09:03.000Z,Jupiter Nielsen,iNat,,,iNat:119306390,2022-05-29T18:09:03.000Z
Geranium dissectum,53075,Geranium dissectum,2,"{""iNat:120401911"":[48.571822,-123.135925],""iNat:120600487"":[48.571847,-123.135894]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Geraniales,,,,Geraniaceae,,,Geranium,dissectum,Peter Zika,iNat,,,iNat:120600487,2022-06-04T16:45:00.000Z,,iNat,,,iNat:120401911,2022-06-04T16:45:34.000Z
Montia parvifolia,78123,Montia parvifolia,1,"{""iNat:120402116"":[48.573953,-123.131919]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Montiaceae,,,Montia,parvifolia,,iNat,,,iNat:120402116,2022-06-04T15:45:52.000Z,,iNat,,,iNat:120402116,2022-06-04T15:45:52.000Z
Trifolium oliganthum,71122,Trifolium oliganthum,1,"{""iNat:120402149"":[48.574045,-123.132217]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Trifolieae,Trifolium,oliganthum,,iNat,,,iNat:120402149,2022-06-04T15:43:55.000Z,,iNat,,,iNat:120402149,2022-06-04T15:43:55.000Z
Plectritis congesta brachystemon,57787,Plectritis congesta brachystemon,3,"{""iNat:120402294"":[48.572095,-123.136008],""iNat:120600488"":[48.572167,-123.135925],""iNat:121958127"":[48.571922,-123.135917]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,,Caprifoliaceae,Valerianoideae,,Plectritis,congesta,Peter Zika,iNat,,,iNat:120600488,2022-06-04T15:25:00.000Z,Adam Martin,iNat,,,iNat:121958127,2022-06-15T22:07:20.000Z
Ranunculus parviflorus,78829,Ranunculus parviflorus,2,"{""iNat:120466446"":[48.56628,-123.135078],""iNat:120600491"":[48.566128,-123.135003]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Ranunculaceae,Ranunculoideae,Ranunculeae,Ranunculus,parviflorus,,iNat,,,iNat:120466446,2022-06-04T16:33:17.000Z,Peter Zika,iNat,,,iNat:120600491,2022-06-04T16:34:00.000Z
Malacosoma californica,359294,Malacosoma californica,1,"{""iNat:122399933"":[48.586529,-123.148094]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Lasiocampoidea,Lasiocampidae,Lasiocampinae,Lasiocampini,Malacosoma,californica,,iNat,,,iNat:122399933,2022-06-18T23:37:06.000Z,,iNat,,,iNat:122399933,2022-06-18T23:37:06.000Z
Corallorhiza striata striata,131215,Corallorhiza striata striata,1,"{""iNat:122505491"":[48.584296,-123.143242]}",Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Epidendreae,Corallorhiza,striata,,iNat,,,iNat:122505491,2022-06-08T21:25:31.000Z,,iNat,,,iNat:122505491,2022-06-08T21:25:31.000Z
Platanthera unalascensis,840638,Platanthera unalascensis,1,"{""iNat:123926296"":[48.59248,-123.152633]}",Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Orchidoideae,Orchideae,Platanthera,unalascensis,,iNat,,,iNat:123926296,2022-06-28T20:13:21.000Z,,iNat,,,iNat:123926296,2022-06-28T20:13:21.000Z
Plathemis lydia,84549,Plathemis lydia,1,"{""iNat:125061823"":[48.593525,-123.156189]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Anisoptera,,Libelluloidea,Libellulidae,,,Plathemis,lydia,,iNat,,,iNat:125061823,2022-06-28T19:57:48.000Z,,iNat,,,iNat:125061823,2022-06-28T19:57:48.000Z
Veronica officinalis,129020,Veronica officinalis,1,"{""iNat:125061975"":[48.592853,-123.155936]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Plantaginaceae,,Veroniceae,Veronica,officinalis,,iNat,,,iNat:125061975,2022-06-28T20:03:53.000Z,,iNat,,,iNat:125061975,2022-06-28T20:03:53.000Z
Alaus melanops,193888,Alaus melanops,1,"{""iNat:126742474"":[48.588235,-123.148118]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Agrypninae,Hemirhipini,Alaus,melanops,,iNat,,,iNat:126742474,2022-07-16T15:52:53.000Z,,iNat,,,iNat:126742474,2022-07-16T15:52:53.000Z
Dianthus armeria,64541,Dianthus armeria,1,"{""iNat:127535235"":[48.582114,-123.139886]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,,Caryophylleae,Dianthus,armeria,Cedar Creek Farm,iNat,,,iNat:127535235,2022-07-23T17:20:37.000Z,Cedar Creek Farm,iNat,,,iNat:127535235,2022-07-23T17:20:37.000Z
Bembix americana,53072,Bembix americana,1,"{""iNat:127725447"":[48.588178,-123.148169]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Aculeata,Apoidea,Crabronidae,Bembicinae,Bembicini,Bembix,americana,Jupiter Nielsen,iNat,,,iNat:127725447,2022-07-24T19:07:56.000Z,Jupiter Nielsen,iNat,,,iNat:127725447,2022-07-24T19:07:56.000Z
Prunella vulgaris,52764,Prunella vulgaris,1,"{""iNat:127731198"":[48.59152,-123.15123]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Lamiaceae,Nepetoideae,Mentheae,Prunella,vulgaris,Jupiter Nielsen,iNat,,,iNat:127731198,2022-07-24T19:21:00.000Z,Jupiter Nielsen,iNat,,,iNat:127731198,2022-07-24T19:21:00.000Z
Limenitis lorquini,50880,Limenitis lorquini,1,"{""iNat:130891708"":[48.586042,-123.145203]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Papilionoidea,Nymphalidae,Limenitidinae,Limenitidini,Limenitis,lorquini,,iNat,,,iNat:130891708,2022-08-15T00:16:17.000Z,,iNat,,,iNat:130891708,2022-08-15T00:16:17.000Z
Phalacrocorax auritus,4265,Phalacrocorax auritus,1,"{""iNat:134692539"":[48.592278,-123.152365]}",Animalia,Chordata,Vertebrata,,Aves,,,Suliformes,,,,Phalacrocoracidae,,,Phalacrocorax,auritus,Ross Millikan,iNat,,,iNat:134692539,2022-09-11T20:46:00.000Z,Ross Millikan,iNat,,,iNat:134692539,2022-09-11T20:46:00.000Z
Sitta canadensis,14823,Sitta canadensis,1,"{""iNat:134692540"":[48.587391,-123.153067]}",Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Sittidae,,,Sitta,canadensis,Ross Millikan,iNat,,,iNat:134692540,2022-09-11T21:29:00.000Z,Ross Millikan,iNat,,,iNat:134692540,2022-09-11T21:29:00.000Z
Dissosteira carolina,126206,Dissosteira carolina,1,"{""iNat:134692541"":[48.585831,-123.150137]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Orthoptera,Caelifera,Acrididea,Acridoidea,Acrididae,Oedipodinae,Trimerotropini,Dissosteira,carolina,Ross Millikan,iNat,,,iNat:134692541,2022-09-11T21:40:00.000Z,Ross Millikan,iNat,,,iNat:134692541,2022-09-11T21:40:00.000Z
Eristalis tenax,55719,Eristalis tenax,1,"{""iNat:137189408"":[48.586578,-123.148102]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Cyclorrhapha,,Syrphidae,Eristalinae,Eristalini,Eristalis,tenax,,iNat,,,iNat:137189408,2022-10-01T19:55:17.000Z,,iNat,,,iNat:137189408,2022-10-01T19:55:17.000Z
Trifolium pratense,51875,Trifolium pratense,1,"{""iNat:137432604"":[48.591652,-123.149529]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Trifolieae,Trifolium,pratense,,iNat,,,iNat:137432604,2022-09-28T22:16:18.000Z,,iNat,,,iNat:137432604,2022-09-28T22:16:18.000Z
Pinus contorta contorta,80130,Pinus contorta contorta,1,"{""iNat:138881005"":[48.588776,-123.151741]}",Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,,Pinaceae,,,Pinus,contorta,,iNat,,,iNat:138881005,2022-10-15T19:36:42.000Z,,iNat,,,iNat:138881005,2022-10-15T19:36:42.000Z
Branta canadensis,7089,Branta canadensis,1,"{""iNat:140457151"":[48.587536,-123.150666]}",Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,,Anatidae,,,Branta,canadensis,Janet O,iNat,,,iNat:140457151,2022-10-29T19:06:00.000Z,Janet O,iNat,,,iNat:140457151,2022-10-29T19:06:00.000Z
Triteleia grandiflora,79452,Triteleia grandiflora,1,"{""iNat:140880168"":[48.583885,-123.138481]}",Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Asparagaceae,Brodiaeoideae,,Triteleia,grandiflora,,iNat,,,iNat:140880168,2022-05-20T20:46:44.000Z,,iNat,,,iNat:140880168,2022-05-20T20:46:44.000Z
Rhionaeschna multicolor,67737,Rhionaeschna multicolor,1,"{""iNat:142762849"":[48.586752,-123.15074]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Anisoptera,,Aeshnoidea,Aeshnidae,,,Rhionaeschna,multicolor,Philip Kline,iNat,,,iNat:142762849,2011-07-19T15:50:00.000Z,Philip Kline,iNat,,,iNat:142762849,2011-07-19T15:50:00.000Z
Balanus nubilus,49127,Balanus nubilus,1,"{""iNat:143759133"":[48.587659,-123.149566]}",Animalia,Arthropoda,Crustacea,Multicrustacea,Hexanauplia,Thecostraca,Thoracicalcarea,Balanomorpha,,,Balanoidea,Balanidae,,,Balanus,nubilus,,iNat,,,iNat:143759133,2022-12-05T21:56:44.000Z,,iNat,,,iNat:143759133,2022-12-05T21:56:44.000Z
Aequorea victoria,325995,Aequorea victoria,1,"{""iNat:143808101"":[48.593379,-123.155304]}",Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,,Aequoreidae,,,Aequorea,victoria,Guy Redfox,iNat,,,iNat:143808101,2022-12-05T22:19:20.000Z,Guy Redfox,iNat,,,iNat:143808101,2022-12-05T22:19:20.000Z
Dryocopus pileatus,17855,Dryocopus pileatus,2,"{""iNat:143808304"":[48.590373,-123.151759],""iNat:144019291"":[48.586972,-123.147903]}",Animalia,Chordata,Vertebrata,,Aves,,,Piciformes,,,,Picidae,,,Dryocopus,pileatus,Jacob Rosales,iNat,,,iNat:144019291,2022-12-05T22:49:01.000Z,Guy Redfox,iNat,,,iNat:143808304,2022-12-05T22:49:19.000Z
Taricha granulosa,27826,Taricha granulosa,2,"{""iNat:145853830"":[48.586752,-123.150741],""iNat:145860018"":[48.58732,-123.149514]}",Animalia,Chordata,Vertebrata,,Amphibia,,,Caudata,,,,Salamandridae,Pleurodelinae,,Taricha,granulosa,Caladan Y,iNat,,,iNat:145860018,2023-01-02T22:16:27.000Z,,iNat,,,iNat:145853830,2023-01-02T22:18:02.000Z
