iNaturalist taxon name,iNaturalist taxon ID,Taxon name,ambiguousNameMatch,nameStatus,commonName,Author,Observation count,Coordinates,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,First Reported By,First Source,First Institution Code,First Place Name,First Catalogue Number,First observationId,First Date Reported,Last Reported By,Last Source,Last Institution Code,Last Place Name,Last Catalogue Number,Last observationId,Last Date Reported,foodValue,medicinalValue,spiritualValue,materialValue,tradeValue,indicatorValue,hulquminumName,hulquminumAuthority
Leptophlebia,177502,Leptophlebia,0,accepted,,,1,"{""iNat:116926380"":[48.90495,-123.348137]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Ephemeroptera,,,Leptophlebioidea,Leptophlebiidae,,,Leptophlebia,,lornasdr,iNat,,,,iNat:116926380,2022-05-13T22:13:38.000Z,lornasdr,iNat,,,,iNat:116926380,2022-05-13T22:13:38.000Z,,,,,,,,
Pimpla pedalis,208562,Pimpla pedalis,0,accepted,,,2,"{""iNat:117239088"":[48.948118,-123.501376],""iNat:166290977"":[48.87035,-123.320681]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,,Ichneumonoidea,Ichneumonidae,Pimplinae,Pimplini,Pimpla,pedalis,Ian Guthrie,iNat,,,,iNat:117239088,2022-05-07T18:07:00.000Z,Kevin Toomer,iNat,,,,iNat:166290977,2023-06-08T11:33:33.000Z,,,,,,,,
Inocybaceae,55574,Inocybaceae,0,accepted,Fibercaps and Allies,,1,"{""iNat:117325537"":[48.91642,-123.422255]}",Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,,Inocybaceae,,,,,Ian Guthrie,iNat,,,,iNat:117325537,2022-05-08T20:41:00.000Z,Ian Guthrie,iNat,,,,iNat:117325537,2022-05-08T20:41:00.000Z,,,,,,,,
Chelostoma,699686,Chelostoma,0,accepted,,,1,"{""iNat:117383270"":[48.870855,-123.320751]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Aculeata,Apoidea,Megachilidae,Megachilinae,Osmiini,Chelostoma,,Kevin Toomer,iNat,,,,iNat:117383270,2022-05-16T18:43:27.000Z,Kevin Toomer,iNat,,,,iNat:117383270,2022-05-16T18:43:27.000Z,,,,,,,,
Cymothooidea,343788,Cymothooidea,0,accepted,Fish-associated Isopods,,2,"{""iNat:117396295"":[48.883872,-123.326464],""iNat:170152275"":[48.940162,-123.501034]}",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Isopoda,Cymothoida,,Cymothooidea,,,,,,Andrew Simon,iNat,,,,iNat:117396295,2022-05-17T00:18:00.000Z,kathq,iNat,,,,iNat:170152275,2023-06-29T16:42:00.000Z,,,,,,,,
Heptacarpus,63680,Heptacarpus,0,accepted,,,11,"{""iNat:117396296"":[48.883872,-123.326464],""iNat:119177599"":[48.883863,-123.326378],""iNat:148356465"":[48.940078,-123.501238],""iNat:148359387"":[48.940087,-123.501228],""iNat:148359403"":[48.940087,-123.501228],""iNat:148359432"":[48.940087,-123.501228],""iNat:148478865"":[48.940161,-123.501247],""iNat:148478891"":[48.940192,-123.501186],""iNat:148478916"":[48.940157,-123.50118],""iNat:148478928"":[48.940163,-123.501197],""iNat:209970396"":[48.865305,-123.349808]}",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Thoridae,,,Heptacarpus,,Andrew Simon,iNat,,,,iNat:117396296,2022-05-17T00:18:00.000Z,Liam Ragan,iNat,,,,iNat:209970396,2024-04-26T19:24:03.000Z,,,,,,,,
Heterotremata,447514,Heterotremata,0,accepted,Heterotrematan Crabs,,4,"{""iNat:117396298"":[48.883943,-123.326513],""iNat:165843458"":[48.899996,-123.408328],""iNat:225778481"":[48.883839,-123.326366],""iNat:225778526"":[48.883843,-123.326409]}",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,,,,,,,Andrew Simon,iNat,,,,iNat:117396298,2022-05-17T00:21:00.000Z,Kendall McLaughlin,iNat,,,,iNat:225778481,2024-06-28T16:08:54.000Z,,,,,,,,
Hyperiidae,195355,Hyperiidae,0,accepted,,,2,"{""iNat:117396301"":[48.883878,-123.326508],""iNat:209988246"":[48.87654,-123.315228]}",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Hyperiidea,Physocephalata,Phronimoidea,Hyperiidae,,,,,Andrew Simon,iNat,,,,iNat:117396301,2022-05-17T00:23:00.000Z,Liam Ragan,iNat,,,,iNat:209988246,2024-04-27T00:30:02.000Z,,,,,,,,
Pleuronectidae,47525,Pleuronectidae,0,accepted,Righteye Flounders,,3,"{""iNat:117396303"":[48.883878,-123.326508],""iNat:117396314"":[48.883818,-123.326457],""iNat:146174265"":[48.877881,-123.40357]}",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Carangiformes,Pleuronectoidei,,,Pleuronectidae,,,,,Andrew Simon,iNat,,,,iNat:117396303,2022-05-17T00:24:00.000Z,Dave Zeuss Cochrane,iNat,,,,iNat:146174265,2023-01-08T23:04:00.000Z,,,,,,,,
Clinocottus acuticeps,117532,Clinocottus acuticeps,0,accepted,Sharpnose Sculpin,,1,"{""iNat:117396307"":[48.883869,-123.326472]}",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Cottoidei,,,Psychrolutidae,Oligocottinae,,Clinocottus,acuticeps,Andrew Simon,iNat,,,,iNat:117396307,2022-05-17T00:25:00.000Z,Andrew Simon,iNat,,,,iNat:117396307,2022-05-17T00:25:00.000Z,,,,,,,,
Errantia,551646,Errantia,0,accepted,Active Free-living Bristleworms,,1,"{""iNat:117396308"":[48.883847,-123.326483]}",Animalia,Annelida,,,Polychaeta,Errantia,,,,,,,,,,,Andrew Simon,iNat,,,,iNat:117396308,2022-05-17T00:27:00.000Z,Andrew Simon,iNat,,,,iNat:117396308,2022-05-17T00:27:00.000Z,,,,,,,,
Psychrolutidae,86030,Psychrolutidae,0,accepted,Fathead Sculpins,,1,"{""iNat:117396310"":[48.883836,-123.326469]}",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Cottoidei,,,Psychrolutidae,,,,,Andrew Simon,iNat,,,,iNat:117396310,2022-05-17T00:27:00.000Z,Andrew Simon,iNat,,,,iNat:117396310,2022-05-17T00:27:00.000Z,,,,,,,,
Alpheoidea,51195,Alpheoidea,0,accepted,,,1,"{""iNat:117396321"":[48.883808,-123.326458]}",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,,,,,,Andrew Simon,iNat,,,,iNat:117396321,2022-05-17T00:33:00.000Z,Andrew Simon,iNat,,,,iNat:117396321,2022-05-17T00:33:00.000Z,,,,,,,,
Daphniidae,85726,Daphniidae,0,accepted,,,1,"{""iNat:117396332"":[48.883733,-123.326458]}",Animalia,Arthropoda,Crustacea,,Branchiopoda,Phyllopoda,Diplostraca,Anomopoda,,,,Daphniidae,,,,,Andrew Simon,iNat,,,,iNat:117396332,2022-05-17T00:39:00.000Z,Andrew Simon,iNat,,,,iNat:117396332,2022-05-17T00:39:00.000Z,,,,,,,,
Calliopioidea,983383,Calliopioidea,0,accepted,,,2,"{""iNat:117396333"":[48.883747,-123.326439],""iNat:119177605"":[48.883856,-123.326436]}",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Hadziida,Calliopioidea,,,,,,Andrew Simon,iNat,,,,iNat:117396333,2022-05-17T00:40:00.000Z,Andrew Simon,iNat,,,,iNat:119177605,2022-05-28T18:31:00.000Z,,,,,,,,
Pholis ornata,62605,Pholis ornata,0,accepted,Saddleback Gunnel,,4,"{""iNat:117406386"":[48.883743,-123.326447],""iNat:156173562"":[48.890991,-123.39109],""iNat:208643683"":[48.939953,-123.501128],""iNat:213458267"":[48.883402,-123.325868]}",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Zoarcoidei,,,Pholidae,Pholinae,,Pholis,ornata,Andrew Simon,iNat,,,,iNat:117406386,2022-05-17T00:38:00.000Z,Kendall McLaughlin,iNat,,,,iNat:213458267,2024-05-03T22:18:00.000Z,,,,,,,,
Semanotus amplus amplus,455458,Semanotus amplus amplus,0,accepted,,,1,"{""iNat:118076657"":[48.87306,-123.346623]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Cerambycinae,Callidiini,Semanotus,amplus,Kevin Toomer,iNat,,,,iNat:118076657,2022-05-21T14:50:18.000Z,Kevin Toomer,iNat,,,,iNat:118076657,2022-05-21T14:50:18.000Z,,,,,,,,
Megasyrphus laxus,465479,Megasyrphus laxus,0,accepted,Black-legged Gossamer,,1,"{""iNat:118078833"":[48.873159,-123.346924]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Cyclorrhapha,,Syrphidae,Syrphinae,Syrphini,Megasyrphus,laxus,Kevin Toomer,iNat,,,,iNat:118078833,2022-05-21T18:27:09.000Z,Kevin Toomer,iNat,,,,iNat:118078833,2022-05-21T18:27:09.000Z,,,,,,,,
Lumbricus,81547,Lumbricus,0,accepted,,,1,"{""iNat:118330305"":[48.931092,-123.474218]}",Animalia,Annelida,,,Clitellata,Oligochaeta,,Crassiclitellata,Lumbricina,,,Lumbricidae,,,Lumbricus,,Kendall McLaughlin,iNat,,,,iNat:118330305,2022-05-20T18:33:02.000Z,Kendall McLaughlin,iNat,,,,iNat:118330305,2022-05-20T18:33:02.000Z,,,,,,,,
Eudistylia,84865,Eudistylia,0,accepted,,,2,"{""iNat:118567977"":[48.903672,-123.449425],""iNat:153896430"":[48.897026,-123.402511]}",Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,,Sabellidae,Sabellinae,,Eudistylia,,Catiemac,iNat,,,,iNat:118567977,2022-05-19T20:18:07.000Z,Ryan,iNat,,,,iNat:153896430,2023-04-08T01:42:41.000Z,,,,,,,,
Photinia × fraseri,181681,Photinia × fraseri,0,accepted,Red-Robin Photinia,,1,"{""iNat:118593560"":[48.900372,-123.445022]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Amygdaloideae,Maleae,Photinia,,Catiemac,iNat,,,,iNat:118593560,2022-05-20T00:29:55.000Z,Catiemac,iNat,,,,iNat:118593560,2022-05-20T00:29:55.000Z,,,,,,,,
Ageleninae,1251448,Ageleninae,0,accepted,Typical Funnel Weavers,,3,"{""iNat:118656737"":[48.88418,-123.35219],""iNat:164148532"":[48.943916,-123.510025],""iNat:241148990"":[48.885725,-123.335231]}",Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Entelegynae,,Agelenidae,Ageleninae,,,,Kendall McLaughlin,iNat,,,,iNat:118656737,2022-05-25T15:32:48.000Z,Kendall McLaughlin,iNat,,,,iNat:241148990,2024-09-11T18:29:52.000Z,,,,,,,,
Crataegus laevigata,54428,Crataegus laevigata,0,accepted,midland hawthorn,,1,"{""iNat:118851234"":[48.877895,-123.31686]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Amygdaloideae,Maleae,Crataegus,laevigata,Christian Adler,iNat,,,,iNat:118851234,2022-05-26T23:02:54.000Z,Christian Adler,iNat,,,,iNat:118851234,2022-05-26T23:02:54.000Z,,,,,,,,
Hylemya alcathoe,499888,Hylemya alcathoe,0,accepted,,,1,"{""iNat:118975297"":[48.870375,-123.320772]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Cyclorrhapha,Muscoidea,Anthomyiidae,,,Hylemya,alcathoe,Kevin Toomer,iNat,,,,iNat:118975297,2022-05-24T19:09:04.000Z,Kevin Toomer,iNat,,,,iNat:118975297,2022-05-24T19:09:04.000Z,,,,,,,,
Lottia limatula,333425,Lottia limatula,0,accepted,File Limpet,,1,"{""iNat:118975826"":[48.915993,-123.369408]}",Animalia,Mollusca,,,Gastropoda,Patellogastropoda,,,,,Lottioidea,Lottiidae,Lottiinae,Lottiini,Lottia,limatula,Hao Kang,iNat,,,,iNat:118975826,2022-05-27T17:38:40.000Z,Hao Kang,iNat,,,,iNat:118975826,2022-05-27T17:38:40.000Z,,,,,,,,
Microchrysa polita,70119,Microchrysa polita,0,accepted,Black-horned Gem Fly,,1,"{""iNat:118977263"":[48.870855,-123.321266]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Orthorrhapha,,Stratiomyidae,Sarginae,,Microchrysa,polita,Kevin Toomer,iNat,,,,iNat:118977263,2022-05-27T16:31:54.000Z,Kevin Toomer,iNat,,,,iNat:118977263,2022-05-27T16:31:54.000Z,,,,,,,,
Oncorhynchus gorbuscha,107570,Oncorhynchus gorbuscha,0,accepted,Pink Salmon,,6,"{""iNat:119177597"":[48.883868,-123.32633],""iNat:119877418"":[48.884217,-123.326519],""iNat:208213026"":[48.883811,-123.326477],""iNat:213458273"":[48.883409,-123.325872],""iNat:213458278"":[48.88339,-123.325857],""iNat:217568692"":[48.883797,-123.326364]}",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Salmoniformes,Salmonoidei,,,Salmonidae,Salmoninae,,Oncorhynchus,gorbuscha,Andrew Simon,iNat,,,,iNat:119177597,2022-05-28T18:22:00.000Z,Kendall McLaughlin,iNat,,,,iNat:217568692,2024-05-22T01:43:33.000Z,1,1,0,0,1,0,haan,"(Thom, 2011)"
Leptocottus armatus,49163,Leptocottus armatus,0,accepted,Pacific Staghorn Sculpin,,5,"{""iNat:119177606"":[48.883856,-123.326436],""iNat:169901067"":[48.990438,-123.579756],""iNat:230146147"":[48.877456,-123.316964],""iNat:230146379"":[48.877364,-123.316925],""iNat:230147751"":[48.877393,-123.317205]}",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Cottoidei,,,Cottidae,,,Leptocottus,armatus,Andrew Simon,iNat,,,,iNat:119177606,2022-05-28T18:32:00.000Z,Liam Ragan,iNat,,,,iNat:230147751,2024-07-18T18:40:04.000Z,,,,,,,,
Sebastes flavidus,64477,Sebastes flavidus,0,accepted,Yellowtail Rockfish,,1,"{""iNat:119177618"":[48.883853,-123.32634]}",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Scorpaenoidei,,,Scorpaenidae,Sebastinae,,Sebastes,flavidus,Andrew Simon,iNat,,,,iNat:119177618,2022-05-28T18:51:00.000Z,Andrew Simon,iNat,,,,iNat:119177618,2022-05-28T18:51:00.000Z,,,,,,,,
Lispe,326625,Lispe,0,accepted,,,3,"{""iNat:119313600"":[48.870597,-123.318784],""iNat:120574965"":[48.870498,-123.318687],""iNat:120712243"":[48.870541,-123.318718]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Cyclorrhapha,Muscoidea,Muscidae,Coenosiinae,Limnophorini,Lispe,,Kevin Toomer,iNat,,,,iNat:119313600,2022-05-29T15:00:04.000Z,Kevin Toomer,iNat,,,,iNat:120712243,2022-06-07T12:43:43.000Z,,,,,,,,
Racomitrium pacificum,167691,Racomitrium pacificum,0,accepted,,,1,"{""iNat:119369428"":[48.871573,-123.311455]}",Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,,Grimmiaceae,,,Racomitrium,pacificum,Andrew Simon,iNat,,,,iNat:119369428,2022-05-29T16:45:00.000Z,Andrew Simon,iNat,,,,iNat:119369428,2022-05-29T16:45:00.000Z,,,,,,,,
Polytrichum commune,68293,Polytrichum commune,0,accepted,Common Haircap Moss,,1,"{""iNat:119369452"":[48.872397,-123.3124]}",Plantae,Bryophyta,,,Polytrichopsida,,,Polytrichales,,,,Polytrichaceae,,,Polytrichum,commune,Andrew Simon,iNat,,,,iNat:119369452,2022-05-29T17:01:00.000Z,Andrew Simon,iNat,,,,iNat:119369452,2022-05-29T17:01:00.000Z,,,,,,,,
Phragmidium rosae-multiflorae,496216,Phragmidium rosae-multiflorae,0,accepted,Multiflora rose rust,,6,"{""iNat:119369490"":[48.871872,-123.31553],""iNat:157758726"":[48.873636,-123.346705],""iNat:164272455"":[48.943378,-123.51013],""iNat:165068752"":[48.949905,-123.486878],""iNat:209974810"":[48.897847,-123.401558],""iNat:220513494"":[48.872082,-123.312289]}",Fungi,Basidiomycota,Pucciniomycotina,,Pucciniomycetes,,,Pucciniales,Uredinineae,,,Phragmidiaceae,,,Phragmidium,rosae-multiflorae,Andrew Simon,iNat,,,,iNat:119369490,2022-05-29T17:51:00.000Z,heavyveil,iNat,,,,iNat:220513494,2024-06-03T16:42:25.000Z,,,,,,,,
Lophioprason,1080332,Lophioprason,0,accepted,,,1,"{""iNat:119369509"":[48.909347,-123.370887]}",Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Amaryllidaceae,Allioideae,Allieae,Allium,,Andrew Simon,iNat,,,,iNat:119369509,2022-05-30T00:34:00.000Z,Andrew Simon,iNat,,,,iNat:119369509,2022-05-30T00:34:00.000Z,,,,,,,,
Eutomostethus ephippium,130721,Eutomostethus ephippium,0,accepted,,,1,"{""iNat:119369516"":[48.909244,-123.370497]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,,Tenthredinoidea,Tenthredinidae,Blennocampinae,Phymatocerini,Eutomostethus,ephippium,Andrew Simon,iNat,,,,iNat:119369516,2022-05-30T00:39:00.000Z,Andrew Simon,iNat,,,,iNat:119369516,2022-05-30T00:39:00.000Z,,,,,,,,
Empidonax,16597,Empidonax,0,accepted,Empidonax Flycatchers,,3,"{""iNat:119680235"":[48.988992,-123.569542],""iNat:165237901"":[48.891773,-123.38905],""iNat:222891203"":[48.908142,-123.367127]}",Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Tyrannidae,,,Empidonax,,Andrew Simon,iNat,,,,iNat:119680235,2022-05-31T21:06:00.000Z,marens,iNat,,,,iNat:222891203,2024-06-14T23:14:15.000Z,,,,,,,,
Melampsorella elatina,1400103,Melampsorella elatina,0,accepted,fir broom rust,,1,"{""iNat:119680240"":[48.988814,-123.56921]}",Fungi,Basidiomycota,Pucciniomycotina,,Pucciniomycetes,,,Pucciniales,Melampsorineae,,,Pucciniastraceae,,,Melampsorella,elatina,Andrew Simon,iNat,,,,iNat:119680240,2022-05-31T21:09:00.000Z,Andrew Simon,iNat,,,,iNat:119680240,2022-05-31T21:09:00.000Z,,,,,,,,
Eurygaster alternata,219860,Eurygaster alternata,0,accepted,,,1,"{""iNat:119938361"":[48.870749,-123.319376]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomomorpha,Pentatomoidea,Scutelleridae,Eurygastrinae,,Eurygaster,alternata,Kevin Toomer,iNat,,,,iNat:119938361,2022-06-02T18:16:45.000Z,Kevin Toomer,iNat,,,,iNat:119938361,2022-06-02T18:16:45.000Z,,,,,,,,
Anisodactylus binotatus,130574,Anisodactylus binotatus,0,accepted,,,2,"{""iNat:119939483"":[48.87043,-123.320193],""iNat:208148071"":[48.87147,-123.321086]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,,Caraboidea,Carabidae,Harpalinae,Anisodactylini,Anisodactylus,binotatus,Kevin Toomer,iNat,,,,iNat:119939483,2022-06-02T18:21:13.000Z,Kevin Toomer,iNat,,,,iNat:208148071,2024-04-19T13:13:44.000Z,,,,,,,,
Harpalus affinis,131092,Harpalus affinis,0,accepted,Metallic Harpalus,,1,"{""iNat:119944818"":[48.871153,-123.319455]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,,Caraboidea,Carabidae,Harpalinae,Harpalini,Harpalus,affinis,Kevin Toomer,iNat,,,,iNat:119944818,2022-06-02T18:31:17.000Z,Kevin Toomer,iNat,,,,iNat:119944818,2022-06-02T18:31:17.000Z,,,,,,,,
Juncus balticus,58347,Juncus balticus,0,accepted,Baltic Rush,,2,"{""iNat:119972209"":[48.972081,-123.554414],""iNat:165682463"":[48.892228,-123.415843]}",Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Juncaceae,,,Juncus,balticus,Adam Huggins,iNat,,,,iNat:119972209,2022-05-29T18:10:00.000Z,Andrew Simon,iNat,,,,iNat:165682463,2023-06-02T07:36:00.000Z,,,,,,,,
Delphinium elatum,161664,Delphinium elatum,0,accepted,Alpine Larkspur,,1,"{""iNat:120381052"":[48.977599,-123.565937]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Ranunculaceae,Ranunculoideae,Delphinieae,Delphinium,elatum,Riley Cameron,iNat,,,,iNat:120381052,2022-06-05T18:25:10.000Z,Riley Cameron,iNat,,,,iNat:120381052,2022-06-05T18:25:10.000Z,,,,,,,,
Lepidopsetta bilineata,183018,Lepidopsetta bilineata,0,accepted,Rock Sole,,6,"{""iNat:120454720"":[48.89291,-123.392805],""iNat:122229209"":[48.90187,-123.44777],""iNat:164587977"":[48.923492,-123.494248],""iNat:223010875"":[48.940022,-123.501297],""iNat:227567749"":[48.9007,-123.40812],""iNat:239346887"":[48.920608,-123.404504]}",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Carangiformes,Pleuronectoidei,,,Pleuronectidae,Pleuronectinae,,Lepidopsetta,bilineata,Dave Zeuss Cochrane,iNat,,,,iNat:120454720,2022-06-05T23:45:00.000Z,Dave Zeuss Cochrane,iNat,,,,iNat:239346887,2024-09-02T01:30:00.000Z,,,,,,,,
Trifolium striatum,79432,Trifolium striatum,0,accepted,Knotted clover,,3,"{""iNat:120494853"":[48.897668,-123.339855],""iNat:120889607"":[48.86872,-123.345791],""iNat:122258293"":[48.866932,-123.319397]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Trifolieae,Trifolium,striatum,Andrew Simon,iNat,,,,iNat:120494853,2022-06-05T00:26:00.000Z,Andrew Simon,iNat,,,,iNat:122258293,2022-06-17T16:25:00.000Z,,,,,,,,
Ephemerellidae,48010,Ephemerellidae,0,accepted,Spiny Crawler Mayflies,,1,"{""iNat:120584900"":[48.870363,-123.320469]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Ephemeroptera,,,Ephemerelloidea,Ephemerellidae,,,,,Kevin Toomer,iNat,,,,iNat:120584900,2022-06-06T16:26:10.000Z,Kevin Toomer,iNat,,,,iNat:120584900,2022-06-06T16:26:10.000Z,,,,,,,,
Brassica,1183876,Brassica,0,accepted,,,1,"{""iNat:120618109"":[48.930861,-123.475617]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,,Brassicaceae,Brassicoideae,Brassiceae,Brassica,,Adam Huggins,iNat,,,,iNat:120618109,2022-06-06T20:36:00.000Z,Adam Huggins,iNat,,,,iNat:120618109,2022-06-06T20:36:00.000Z,,,,,,,,
Alopecurus,58365,Alopecurus,0,accepted,Foxtail grasses,,2,"{""iNat:120618113"":[48.930764,-123.475608],""iNat:122335785"":[48.930953,-123.476019]}",Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Alopecurus,,Adam Huggins,iNat,,,,iNat:120618113,2022-06-06T20:39:00.000Z,Adam Huggins,iNat,,,,iNat:122335785,2022-06-13T22:26:00.000Z,,,,,,,,
Arionoidea,487049,Arionoidea,0,accepted,Roundback Slugs and Allies,,1,"{""iNat:120713155"":[48.870326,-123.319732]}",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Eupulmonata,Stylommatophora,Helicina,Arionoidei,Arionoidea,,,,,,Kevin Toomer,iNat,,,,iNat:120713155,2022-06-07T12:48:03.000Z,Kevin Toomer,iNat,,,,iNat:120713155,2022-06-07T12:48:03.000Z,,,,,,,,
Calliphorinae,130397,Calliphorinae,0,accepted,,,1,"{""iNat:120737195"":[48.872955,-123.346741]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Cyclorrhapha,Oestroidea,Calliphoridae,Calliphorinae,,,,Kevin Toomer,iNat,,,,iNat:120737195,2022-06-07T19:40:19.000Z,Kevin Toomer,iNat,,,,iNat:120737195,2022-06-07T19:40:19.000Z,,,,,,,,
Bromus diandrus,52702,Bromus diandrus,0,accepted,great brome,,4,"{""iNat:120768665"":[48.939647,-123.503494],""iNat:125381644"":[48.931208,-123.475814],""iNat:164295180"":[48.866854,-123.343261],""iNat:219201857"":[48.869426,-123.378848]}",Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Bromeae,Bromus,diandrus,Adam Huggins,iNat,,,,iNat:120768665,2022-06-07T19:44:00.000Z,galianoconservancy,iNat,,,,iNat:219201857,2024-05-29T21:38:47.000Z,,,,,,,,
Enoclerus eximius,344927,Enoclerus eximius,0,accepted,,,1,"{""iNat:120871257"":[48.870346,-123.319839]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujiformia,Cleroidea,Cleridae,Clerinae,,Enoclerus,eximius,Kevin Toomer,iNat,,,,iNat:120871257,2022-06-08T16:00:12.000Z,Kevin Toomer,iNat,,,,iNat:120871257,2022-06-08T16:00:12.000Z,,,,,,,,
Deschampsia danthonioides,57164,Deschampsia danthonioides,0,accepted,annual hairgrass,,1,"{""iNat:120889612"":[48.872587,-123.312308]}",Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Deschampsia,danthonioides,Andrew Simon,iNat,,,,iNat:120889612,2022-06-08T19:23:00.000Z,Andrew Simon,iNat,,,,iNat:120889612,2022-06-08T19:23:00.000Z,,,,,,,,
Polycauliona verruculifera,463842,Polycauliona verruculifera,0,accepted,Ringed Firedot Lichen,,1,"{""iNat:120889622"":[48.872559,-123.310892]}",Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Teloschistales,,,,Teloschistaceae,Xanthorioideae,,Polycauliona,verruculifera,Andrew Simon,iNat,,,,iNat:120889622,2022-06-08T19:43:00.000Z,Andrew Simon,iNat,,,,iNat:120889622,2022-06-08T19:43:00.000Z,,,,,,,,
Corallorhiza mertensiana,49444,Corallorhiza mertensiana,0,accepted,Pacific coralroot,,2,"{""iNat:120891212"":[48.90461,-123.367232],""iNat:207406649"":[48.894946,-123.404877]}",Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Epidendreae,Corallorhiza,mertensiana,Andrew Simon,iNat,,,,iNat:120891212,2022-06-08T00:38:00.000Z,Kendall McLaughlin,iNat,,,,iNat:207406649,2024-04-13T01:11:44.000Z,,,,,,,,
Formica aserva,47338,Formica aserva,0,accepted,,,2,"{""iNat:120891274"":[48.904722,-123.367381],""iNat:175993465"":[48.959829,-123.508804]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Aculeata,Formicoidea,Formicidae,Formicinae,Formicini,Formica,aserva,Andrew Simon,iNat,,,,iNat:120891274,2022-06-08T00:47:00.000Z,Liam Steele,iNat,,,,iNat:175993465,2023-07-17T00:00:00.000Z,,,,,,,,
