iNaturalist taxon name,iNaturalist taxon ID,Taxon name,ambiguousNameMatch,nameStatus,commonName,Author,Observation count,Coordinates,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,First Reported By,First Source,First Institution Code,First Place Name,First Catalogue Number,First observationId,First Date Reported,Last Reported By,Last Source,Last Institution Code,Last Place Name,Last Catalogue Number,Last observationId,Last Date Reported,foodValue,medicinalValue,spiritualValue,materialValue,tradeValue,indicatorValue,hulquminumName,hulquminumAuthority
Cerioporus squamosus,940028,Cerioporus squamosus,0,accepted,Dryad's Saddle,,2,"{""iNat:111488398"":[48.900405,-123.444917],""iNat:162352969"":[48.877828,-123.329383]}",Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,,Polyporaceae,,,Cerioporus,squamosus,Catiemac,iNat,,,,iNat:111488398,2022-04-14T23:08:07.000Z,sts,iNat,,,,iNat:162352969,2023-05-18T18:41:51.000Z,,,,,,,,
Dodecatheon,742759,Dodecatheon,0,accepted,Shooting Stars,,1,"{""iNat:111592094"":[49.013667,-123.573704]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Primulaceae,Primuloideae,Primuleae,Primula,,Steven Esau,iNat,,,,iNat:111592094,2022-04-03T17:09:00.000Z,Steven Esau,iNat,,,,iNat:111592094,2022-04-03T17:09:00.000Z,,,,,,,,
Brevicalcaratae,977146,Brevicalcaratae,0,accepted,,,1,"{""iNat:111885406"":[48.984988,-123.555237]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,,Violaceae,,,Viola,,Zoë-Blue Coates,iNat,,,,iNat:111885406,2022-04-16T15:41:13.000Z,Zoë-Blue Coates,iNat,,,,iNat:111885406,2022-04-16T15:41:13.000Z,,,,,,,,
Betulaceae,49155,Betulaceae,0,accepted,birch family,,1,"{""iNat:111994731"":[48.86024,-123.31307]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fagales,,,,Betulaceae,,,,,Jackson W.F. Chu,iNat,,,,iNat:111994731,2022-04-18T22:54:00.000Z,Jackson W.F. Chu,iNat,,,,iNat:111994731,2022-04-18T22:54:00.000Z,,,,,,,,
Octolasion cyaneum,358274,Octolasion cyaneum,0,accepted,Blue-grey Worm,,1,"{""iNat:112012059"":[48.900413,-123.443283]}",Animalia,Annelida,,,Clitellata,Oligochaeta,,Crassiclitellata,Lumbricina,,,Lumbricidae,,,Octolasion,cyaneum,Catiemac,iNat,,,,iNat:112012059,2022-04-18T23:48:33.000Z,Catiemac,iNat,,,,iNat:112012059,2022-04-18T23:48:33.000Z,,,,,,,,
Plantago,1421895,Plantago,0,accepted,,,2,"{""iNat:112013213"":[49.013008,-123.573028],""iNat:215563786"":[48.938744,-123.497083]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Plantaginaceae,,Plantagineae,Plantago,,Aiva Noringseth,iNat,,,,iNat:112013213,2022-04-17T02:59:41.000Z,Bitty,iNat,,,,iNat:215563786,2024-05-12T00:40:52.000Z,,,,,,,,
Leiothlypis celata lutescens,979762,Leiothlypis celata lutescens,0,accepted,Pacific Orange-crowned Warbler,,1,"{""iNat:112013439"":[49.000418,-123.56356]}",Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Parulidae,,,Leiothlypis,celata,Aiva Noringseth,iNat,,,,iNat:112013439,2022-04-17T23:28:43.000Z,Aiva Noringseth,iNat,,,,iNat:112013439,2022-04-17T23:28:43.000Z,,,,,,,,
Trichaptum,118119,Trichaptum,0,accepted,,,3,"{""iNat:112017863"":[48.948633,-123.488683],""iNat:145461772"":[48.994596,-123.555518],""iNat:191554985"":[48.948558,-123.487617]}",Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Hymenochaetales,,,,Hymenochaetaceae,,,Trichaptum,,Carly Dietrich,iNat,,,,iNat:112017863,2022-04-14T22:25:15.000Z,Caleb Catto,iNat,,,,iNat:191554985,2023-11-19T16:50:33.000Z,,,,,,,,
Micranthes,942776,Micranthes,0,accepted,,,3,"{""iNat:112444818"":[48.872422,-123.312785],""iNat:160488793"":[48.871586,-123.310822],""iNat:209978232"":[48.871962,-123.310822]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,,Saxifragaceae,,Micrantheae,Micranthes,,Dave Zeuss Cochrane,iNat,,,,iNat:112444818,2022-04-18T22:58:17.000Z,Liam Ragan,iNat,,,,iNat:209978232,2024-04-27T01:38:23.000Z,,,,,,,,
Mycena haematopus,63460,Mycena haematopus,0,accepted,Bleeding Fairy Helmet,,3,"{""iNat:112698014"":[48.875121,-123.335358],""iNat:146295403"":[48.94841,-123.502838],""iNat:189299047"":[48.946332,-123.497059]}",Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Marasmiineae,,,Mycenaceae,,,Mycena,haematopus,Kevin Toomer,iNat,,,,iNat:112698014,2022-04-24T14:17:28.000Z,kathq,iNat,,,,iNat:189299047,2023-10-28T21:40:00.000Z,,,,,,,,
Mutarda nigra,1555489,Mutarda nigra,0,accepted,Black Mustard,,1,"{""iNat:112724813"":[48.879199,-123.325482]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,,Brassicaceae,Brassicoideae,Brassiceae,Mutarda,nigra,sts,iNat,,,,iNat:112724813,2022-04-24T19:50:57.000Z,sts,iNat,,,,iNat:112724813,2022-04-24T19:50:57.000Z,,,,,,,,
Agrocybe,118395,Agrocybe,0,accepted,,,2,"{""iNat:112933812"":[48.900322,-123.443008],""iNat:161193487"":[48.910713,-123.415938]}",Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,,Hymenogastraceae,,,Agrocybe,,Catiemac,iNat,,,,iNat:112933812,2022-04-23T22:58:26.000Z,Adam Huggins,iNat,,,,iNat:161193487,2023-05-11T00:30:41.000Z,,,,,,,,
Vicia lathyroides,79503,Vicia lathyroides,0,accepted,spring vetch,,1,"{""iNat:114122090"":[48.86649,-123.375117]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Fabeae,Vicia,lathyroides,Andrew Simon,iNat,,,,iNat:114122090,2022-04-30T17:18:00.000Z,Andrew Simon,iNat,,,,iNat:114122090,2022-04-30T17:18:00.000Z,,,,,,,,
Diploschistes muscorum,124441,Diploschistes muscorum,0,accepted,Cowpie Lichen,,1,"{""iNat:114122091"":[48.866253,-123.374867]}",Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Ostropales,,,,Graphidaceae,,,Diploschistes,muscorum,Andrew Simon,iNat,,,,iNat:114122091,2022-04-30T17:22:00.000Z,Andrew Simon,iNat,,,,iNat:114122091,2022-04-30T17:22:00.000Z,,,,,,,,
Grimmia ovalis,163397,Grimmia ovalis,0,accepted,Flat-rock Grimmia,,1,"{""iNat:114122128"":[48.866203,-123.374885]}",Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,,Grimmiaceae,,,Grimmia,ovalis,Andrew Simon,iNat,,,,iNat:114122128,2022-04-30T18:10:00.000Z,Andrew Simon,iNat,,,,iNat:114122128,2022-04-30T18:10:00.000Z,,,,,,,,
Agoseris heterophylla,56856,Agoseris heterophylla,0,accepted,Annual Agoseris,,4,"{""iNat:114122184"":[48.86997,-123.379624],""iNat:114745471"":[48.86775,-123.377724],""iNat:160770892"":[48.864543,-123.366425],""iNat:160834631"":[48.956741,-123.529045]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Cichorioideae,Cichorieae,Agoseris,heterophylla,Jack Bindernagel,iNat,,,,iNat:114745471,2022-04-30T09:09:00.000Z,Terry M,iNat,,,,iNat:160834631,2023-05-07T17:30:32.000Z,,,,,,,,
Xanthoparmelia mougeotii,233712,Xanthoparmelia mougeotii,0,accepted,Mougeot's Rock-shield,,4,"{""iNat:114122199"":[48.869084,-123.379299],""iNat:114122232"":[48.86922,-123.37856],""iNat:114122233"":[48.86921,-123.378607],""iNat:164895366"":[48.868502,-123.377709]}",Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Xanthoparmelia,mougeotii,Andrew Simon,iNat,,,,iNat:114122199,2022-04-30T21:50:00.000Z,Andrew Simon,iNat,,,,iNat:164895366,2023-05-27T23:16:00.000Z,,,,,,,,
Platypedia areolata,347805,Platypedia areolata,0,accepted,Salmonfly Cicada,,3,"{""iNat:114122206"":[48.8707,-123.380703],""iNat:114745498"":[48.870737,-123.380917],""iNat:164574158"":[48.956,-123.528]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhyncha,Cicadomorpha,Cicadoidea,Cicadidae,Tibicininae,Platypediini,Platypedia,areolata,Jack Bindernagel,iNat,,,,iNat:114745498,2022-04-30T10:38:00.000Z,Joan Septembre,iNat,,,,iNat:164574158,2023-05-27T01:29:00.000Z,,,,,,,,
Haplotrematidae,172056,Haplotrematidae,0,accepted,Lancetooth Snails and Allies,,1,"{""iNat:114122208"":[48.871108,-123.380981]}",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Eupulmonata,Stylommatophora,Helicina,Oleacinoidei,Haplotrematoidea,Haplotrematidae,,,,,Andrew Simon,iNat,,,,iNat:114122208,2022-04-30T22:49:00.000Z,Andrew Simon,iNat,,,,iNat:114122208,2022-04-30T22:49:00.000Z,,,,,,,,
Riccia,53014,Riccia,0,accepted,Crystalworts,,2,"{""iNat:114122225"":[48.870542,-123.380318],""iNat:116636158"":[48.868313,-123.377657]}",Plantae,Marchantiophyta,,,Marchantiopsida,Marchantiidae,,Marchantiales,,,,Ricciaceae,,,Riccia,,Andrew Simon,iNat,,,,iNat:114122225,2022-05-01T01:00:00.000Z,Andrew Simon,iNat,,,,iNat:116636158,2022-05-11T16:39:00.000Z,,,,,,,,
Anthocharis julia,900255,Anthocharis julia,0,accepted,Julia Orangetip,,7,"{""iNat:114122226"":[48.870477,-123.379962],""iNat:114482569"":[48.863559,-123.32975],""iNat:114745518"":[48.870489,-123.380678],""iNat:114745569"":[48.863816,-123.329512],""iNat:114745570"":[48.863906,-123.329608],""iNat:115849592"":[48.961667,-123.539108],""iNat:212511208"":[48.973162,-123.558587]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Papilionoidea,Pieridae,Pierinae,Anthocharidini,Anthocharis,julia,Jack Bindernagel,iNat,,,,iNat:114745518,2022-04-30T13:00:00.000Z,Jayme Lewthwaite,iNat,,,,iNat:212511208,2024-04-29T20:09:22.000Z,,,,,,,,
Atheniella aurantiidisca,499651,Atheniella aurantiidisca,0,accepted,tangerine bonnet,,1,"{""iNat:114394285"":[48.933655,-123.481704]}",Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Marasmiineae,,,Porotheleaceae,,,Atheniella,aurantiidisca,Madeleine Wong,iNat,,,,iNat:114394285,2022-02-27T18:01:51.000Z,Madeleine Wong,iNat,,,,iNat:114394285,2022-02-27T18:01:51.000Z,,,,,,,,
Podocopida,85538,Podocopida,0,accepted,,,1,"{""iNat:114482041"":[48.909443,-123.370997]}",Animalia,Arthropoda,Crustacea,Oligostraca,Ostracoda,Podocopa,,Podocopida,,,,,,,,,Andrew Simon,iNat,,,,iNat:114482041,2022-05-01T18:11:00.000Z,Andrew Simon,iNat,,,,iNat:114482041,2022-05-01T18:11:00.000Z,,,,,,,,
Schistochilopsis incisa,786089,Schistochilopsis incisa,0,accepted,Jagged Notchwort,,2,"{""iNat:114482293"":[48.910012,-123.374773],""iNat:114745530"":[48.910006,-123.374771]}",Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Cephaloziineae,,,Scapaniaceae,,,Schistochilopsis,incisa,Jack Bindernagel,iNat,,,,iNat:114745530,2022-05-01T06:53:00.000Z,Andrew Simon,iNat,,,,iNat:114482293,2022-05-01T18:51:00.000Z,,,,,,,,
Clupeiformes,49235,Clupeiformes,0,accepted,Herrings,,2,"{""iNat:114482367"":[48.910408,-123.374711],""iNat:234826975"":[48.967345,-123.556674]}",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Clupeiformes,,,,,,,,,Andrew Simon,iNat,,,,iNat:114482367,2022-05-01T19:12:00.000Z,Dave Zeuss Cochrane,iNat,,,,iNat:234826975,2024-08-09T23:49:00.000Z,,,,,,,,
Grindelia integrifolia,124526,Grindelia integrifolia,0,accepted,Puget sound gumweed,,7,"{""iNat:114482384"":[48.866337,-123.334245],""iNat:123934451"":[48.961976,-123.548886],""iNat:163926032"":[48.866386,-123.334393],""iNat:164246798"":[48.867679,-123.338966],""iNat:164348919"":[48.866262,-123.33428],""iNat:168204092"":[48.866483,-123.334336],""iNat:239208789"":[48.93666,-123.494754]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Astereae,Grindelia,integrifolia,Andrew Simon,iNat,,,,iNat:114482384,2022-05-01T19:40:00.000Z,ericstowehiggs,iNat,,,,iNat:239208789,2024-09-01T16:32:31.000Z,,,,,,,,
Jungermanniales,55253,Jungermanniales,0,accepted,,,1,"{""iNat:114507221"":[48.880028,-123.334794]}",Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Jungermanniales,,,,,,,,,Dave Carmean,iNat,,,,iNat:114507221,2022-04-30T19:09:00.000Z,Dave Carmean,iNat,,,,iNat:114507221,2022-04-30T19:09:00.000Z,,,,,,,,
Habronattus hirsutus,220812,Habronattus hirsutus,0,accepted,Hirsute Paradise Spider,,2,"{""iNat:114745549"":[48.862244,-123.32994],""iNat:114745550"":[48.862254,-123.329926]}",Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Entelegynae,Salticoidea,Salticidae,Salticinae,Plexippini,Habronattus,hirsutus,Jack Bindernagel,iNat,,,,iNat:114745549,2022-05-01T08:54:00.000Z,Jack Bindernagel,iNat,,,,iNat:114745549,2022-05-01T08:54:00.000Z,,,,,,,,
Helicoidea,68625,Helicoidea,0,accepted,,,1,"{""iNat:114804603"":[48.928369,-123.468374]}",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Eupulmonata,Stylommatophora,Helicina,Helicoidei,Helicoidea,,,,,,Kendall McLaughlin,iNat,,,,iNat:114804603,2022-05-02T18:43:51.000Z,Kendall McLaughlin,iNat,,,,iNat:114804603,2022-05-02T18:43:51.000Z,,,,,,,,
Diplotaxis,59476,Diplotaxis,0,accepted,,,4,"{""iNat:115197118"":[48.909622,-123.372772],""iNat:128803275"":[48.92365,-123.452879],""iNat:178217105"":[48.993104,-123.57731],""iNat:217414191"":[48.867541,-123.339415]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Scarabaeiformia,Scarabaeoidea,Scarabaeidae,Melolonthinae,Diplotaxini,Diplotaxis,,Christian Adler,iNat,,,,iNat:115197118,2022-05-03T18:37:42.000Z,Kevin Toomer,iNat,,,,iNat:217414191,2024-05-20T19:08:58.000Z,,,,,,,,
Caloscypha,153036,Caloscypha,0,accepted,,,1,"{""iNat:115273087"":[48.869869,-123.360178]}",Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,,Caloscyphaceae,,,Caloscypha,,Sophie Dickson-Otty,iNat,,,,iNat:115273087,2022-05-02T00:47:37.000Z,Sophie Dickson-Otty,iNat,,,,iNat:115273087,2022-05-02T00:47:37.000Z,,,,,,,,
Dictyoptera simplicipes,67755,Dictyoptera simplicipes,0,accepted,Red Net-winged Beetle,,1,"{""iNat:115955369"":[48.927928,-123.45347]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Lycidae,Erotinae,,Dictyoptera,simplicipes,heavyveil,iNat,,,,iNat:115955369,2022-05-07T17:53:26.000Z,heavyveil,iNat,,,,iNat:115955369,2022-05-07T17:53:26.000Z,,,,,,,,
Ornithogalum,1230244,Ornithogalum,0,accepted,,,1,"{""iNat:115973204"":[48.870742,-123.315163]}",Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Asparagaceae,Scilloideae,Ornithogaleae,Ornithogalum,,shmooritchie,iNat,,,,iNat:115973204,2022-05-07T18:24:35.000Z,shmooritchie,iNat,,,,iNat:115973204,2022-05-07T18:24:35.000Z,,,,,,,,
Poa secunda,57198,Poa secunda,0,accepted,Pine bluegrass,,4,"{""iNat:116033725"":[48.956833,-123.529397],""iNat:116636151"":[48.868362,-123.377748],""iNat:121538540"":[48.909787,-123.372827],""iNat:128048070"":[48.93472,-123.475099]}",Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Poa,secunda,Adam Huggins,iNat,,,,iNat:116033725,2022-05-07T20:57:00.000Z,Kendall McLaughlin,iNat,,,,iNat:128048070,2022-07-26T20:33:46.000Z,,,,,,,,
Brachyura,121639,Brachyura,0,accepted,True Crabs,,2,"{""iNat:116296336"":[48.884068,-123.326556],""iNat:116296341"":[48.884097,-123.326466]}",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,,,,,,,Heather Earle,iNat,,,,iNat:116296336,2022-05-05T00:08:00.000Z,Heather Earle,iNat,,,,iNat:116296341,2022-05-08T18:51:00.000Z,,,,,,,,
Pinnotherinae,1068401,Pinnotherinae,0,accepted,,,1,"{""iNat:116296339"":[48.884097,-123.326466]}",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Pinnotheroidea,Pinnotheridae,Pinnotherinae,,,,Heather Earle,iNat,,,,iNat:116296339,2022-05-08T18:48:00.000Z,Heather Earle,iNat,,,,iNat:116296339,2022-05-08T18:48:00.000Z,,,,,,,,
Robertium,964902,Robertium,0,accepted,,,1,"{""iNat:116323965"":[48.879225,-123.326187]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Geraniales,,,,Geraniaceae,,,Geranium,,sts,iNat,,,,iNat:116323965,2022-05-09T19:45:30.000Z,sts,iNat,,,,iNat:116323965,2022-05-09T19:45:30.000Z,,,,,,,,
Rossellidae,424718,Rossellidae,0,accepted,,,2,"{""iNat:116332375"":[48.914362,-123.3292],""iNat:116332377"":[48.914376,-123.32927]}",Animalia,Porifera,,,Hexactinellida,Hexasterophora,,Lyssacinosida,,,,Rossellidae,,,,,Jackson W.F. Chu,iNat,,,,iNat:116332375,2008-05-24T00:00:00.000Z,Jackson W.F. Chu,iNat,,,,iNat:116332375,2008-05-24T00:00:00.000Z,,,,,,,,
Stomphia,459982,Stomphia,0,accepted,,,2,"{""iNat:116332393"":[48.915527,-123.331396],""iNat:116733044"":[48.913565,-123.3304]}",Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,,Actinostoloidea,Actinostolidae,,,Stomphia,,Jackson W.F. Chu,iNat,,,,iNat:116733044,2008-05-21T00:00:00.000Z,Jackson W.F. Chu,iNat,,,,iNat:116332393,2008-05-24T00:00:00.000Z,,,,,,,,
Solaster,117699,Solaster,0,accepted,Smooth Sun Stars,,1,"{""iNat:116332398"":[48.916092,-123.332548]}",Animalia,Echinodermata,Asterozoa,,Asteroidea,,Valvatacea,Valvatida,,,,Solasteridae,,,Solaster,,Jackson W.F. Chu,iNat,,,,iNat:116332398,2008-05-24T00:00:00.000Z,Jackson W.F. Chu,iNat,,,,iNat:116332398,2008-05-24T00:00:00.000Z,,,,,,,,
Psolus chitonoides,473064,Psolus chitonoides,0,accepted,armored sea cucumber,,13,"{""iNat:116334843"":[48.913211,-123.327558],""iNat:116497169"":[48.914585,-123.33303],""iNat:129284426"":[48.923539,-123.494129],""iNat:181865037"":[48.988468,-123.579696],""iNat:181865043"":[48.988468,-123.579696],""iNat:182593075"":[48.923747,-123.494952],""iNat:182740578"":[48.859788,-123.361063],""iNat:182740593"":[48.859788,-123.361063],""iNat:182740620"":[48.859788,-123.361063],""iNat:193013902"":[48.902483,-123.437766],""iNat:234869628"":[48.967345,-123.556674],""iNat:234869629"":[48.967345,-123.556674],""iNat:236228078"":[48.967345,-123.556674]}",Animalia,Echinodermata,Echinozoa,,Holothuroidea,Actinopoda,,Dendrochirotida,,,,Psolidae,,,Psolus,chitonoides,Jackson W.F. Chu,iNat,,,,iNat:116334843,2008-05-22T00:00:00.000Z,Dave Zeuss Cochrane,iNat,,,,iNat:236228078,2024-08-16T23:56:00.000Z,,,,,,,,
Calliostoma variegatum,1215044,Calliostoma variegatum,0,accepted,,,2,"{""iNat:116334870"":[48.91531,-123.331583],""iNat:116497164"":[48.913632,-123.33133]}",Animalia,Mollusca,,,Gastropoda,Vetigastropoda,,Trochida,,,Trochoidea,Calliostomatidae,Calliostomatinae,,Calliostoma,variegatum,Jackson W.F. Chu,iNat,,,,iNat:116334870,2008-05-22T00:00:00.000Z,Jackson W.F. Chu,iNat,,,,iNat:116497164,2008-05-24T00:00:00.000Z,,,,,,,,
Agonopsis vulsa,180027,Agonopsis vulsa,0,accepted,Northern Spearnose Poacher,,2,"{""iNat:116447577"":[48.915475,-123.332699],""iNat:229604471"":[48.883767,-123.326414]}",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Cottoidei,,,Agonidae,Agoninae,,Agonopsis,vulsa,Jackson W.F. Chu,iNat,,,,iNat:116447577,2008-05-22T00:00:00.000Z,Jeannine Georgeson,iNat,,,,iNat:229604471,2024-07-15T21:58:56.000Z,,,,,,,,
Sabellidae,49282,Sabellidae,0,accepted,Feather Duster Worms,,3,"{""iNat:116447582"":[48.914991,-123.331791],""iNat:153527833"":[48.891915,-123.391359],""iNat:177622923"":[48.859783,-123.361217]}",Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,,Sabellidae,,,,,Jackson W.F. Chu,iNat,,,,iNat:116447582,2008-05-22T00:00:00.000Z,Dave Zeuss Cochrane,iNat,,,,iNat:177622923,2023-08-09T21:50:00.000Z,,,,,,,,
Sebastes,47762,Sebastes,0,accepted,Rockfishes,,17,"{""iNat:116447594"":[48.913851,-123.329518],""iNat:116447602"":[48.913741,-123.329329],""iNat:116471926"":[48.913221,-123.328642],""iNat:116493748"":[48.912661,-123.327842],""iNat:116493760"":[48.91332,-123.329228],""iNat:116493761"":[48.913355,-123.329292],""iNat:116493773"":[48.913972,-123.330597],""iNat:116493798"":[48.914574,-123.331912],""iNat:116493801"":[48.914574,-123.331912],""iNat:116493802"":[48.914612,-123.331965],""iNat:116493810"":[48.914753,-123.332334],""iNat:116733055"":[48.91485,-123.333098],""iNat:116733064"":[48.914374,-123.331757],""iNat:168764079"":[48.940146,-123.501121],""iNat:172112478"":[48.988522,-123.579819],""iNat:225768514"":[48.884073,-123.326645],""iNat:235232988"":[48.884081,-123.326665]}",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Scorpaenoidei,,,Scorpaenidae,Sebastinae,,Sebastes,,Jackson W.F. Chu,iNat,,,,iNat:116733055,2008-05-21T00:00:00.000Z,Andrew Simon,iNat,,,,iNat:235232988,2024-08-11T22:46:00.000Z,1,1,1,1,1,0,t'q'as,"(Thom, 2011)"
Mediaster,247053,Mediaster,0,accepted,,,1,"{""iNat:116493771"":[48.913875,-123.330406]}",Animalia,Echinodermata,Asterozoa,,Asteroidea,,Valvatacea,Valvatida,,,,Goniasteridae,Mediasterinae,,Mediaster,,Jackson W.F. Chu,iNat,,,,iNat:116493771,2008-05-24T00:00:00.000Z,Jackson W.F. Chu,iNat,,,,iNat:116493771,2008-05-24T00:00:00.000Z,,,,,,,,
Entosthodon fascicularis,162342,Entosthodon fascicularis,0,accepted,Banded Cord-moss,,1,"{""iNat:116636215"":[48.864742,-123.367189]}",Plantae,Bryophyta,,,Bryopsida,,,Funariales,,,,Funariaceae,,,Entosthodon,fascicularis,Andrew Simon,iNat,,,,iNat:116636215,2022-05-11T18:29:00.000Z,Andrew Simon,iNat,,,,iNat:116636215,2022-05-11T18:29:00.000Z,,,,,,,,
Plantago elongata,58229,Plantago elongata,0,accepted,Coastal Plantain,,2,"{""iNat:116636221"":[48.864323,-123.36592],""iNat:160773734"":[48.864503,-123.366436]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Plantaginaceae,,Plantagineae,Plantago,elongata,Andrew Simon,iNat,,,,iNat:116636221,2022-05-11T18:54:00.000Z,Terry M,iNat,,,,iNat:160773734,2023-05-06T22:24:23.000Z,,,,,,,,
Perideridia gairdneri,78434,Perideridia gairdneri,0,accepted,Gairdner's Yampah,,9,"{""iNat:116636224"":[48.863989,-123.365297],""iNat:116636227"":[48.864048,-123.365263],""iNat:116636235"":[48.864267,-123.365227],""iNat:116636263"":[48.863875,-123.365285],""iNat:120470371"":[48.864193,-123.365528],""iNat:132069984"":[48.866297,-123.367733],""iNat:132069987"":[48.865618,-123.366968],""iNat:132412166"":[48.86625,-123.367408],""iNat:132887194"":[48.866705,-123.35637]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,,Apiaceae,Apioideae,Oenantheae,Perideridia,gairdneri,Andrew Simon,iNat,,,,iNat:116636224,2022-05-11T19:04:00.000Z,Abby Hyde,iNat,,,,iNat:132887194,2022-08-28T19:04:39.000Z,,,,,,,sháwəәq,"(Turner, 2014)"
Trifolium dichotomum,61179,Trifolium dichotomum,0,accepted,Branched Clover,,4,"{""iNat:116636297"":[48.861764,-123.366432],""iNat:116636304"":[48.86147,-123.365915],""iNat:120380816"":[48.865951,-123.364987],""iNat:120470376"":[48.86345,-123.363823]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Trifolieae,Trifolium,dichotomum,Andrew Simon,iNat,,,,iNat:116636297,2022-05-11T20:51:00.000Z,Andrew Simon,iNat,,,,iNat:120470376,2022-06-05T17:15:00.000Z,,,,,,,,
Pectinidae,54525,Pectinidae,0,accepted,Scallops,,2,"{""iNat:116733043"":[48.913919,-123.331171],""iNat:169325427"":[48.989158,-123.580735]}",Animalia,Mollusca,,,Bivalvia,Autobranchia,,Pectinida,,,Pectinoidea,Pectinidae,,,,,Jackson W.F. Chu,iNat,,,,iNat:116733043,2008-05-21T00:00:00.000Z,Dave Zeuss Cochrane,iNat,,,,iNat:169325427,2023-06-24T23:22:00.000Z,,,,,,,,
Scathophaga stercoraria,132718,Scathophaga stercoraria,0,accepted,Golden Dung Fly,,9,"{""iNat:116865879"":[48.870301,-123.319919],""iNat:120584104"":[48.870377,-123.320308],""iNat:122770310"":[48.892809,-123.341868],""iNat:123987896"":[48.870787,-123.321735],""iNat:126998101"":[48.87037,-123.320703],""iNat:152647800"":[48.871176,-123.319488],""iNat:154601326"":[48.871033,-123.319462],""iNat:165064693"":[48.945222,-123.514612],""iNat:169963595"":[48.870369,-123.320705]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Cyclorrhapha,Muscoidea,Scathophagidae,Scathophaginae,Scathophagini,Scathophaga,stercoraria,Kevin Toomer,iNat,,,,iNat:116865879,2022-05-13T15:16:56.000Z,Kevin Toomer,iNat,,,,iNat:169963595,2023-06-28T13:45:24.000Z,,,,,,,,
