iNaturalist taxon name,iNaturalist taxon ID,Taxon name,ambiguousNameMatch,nameStatus,commonName,Author,Observation count,Coordinates,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,First Reported By,First Source,First Institution Code,First Place Name,First Catalogue Number,First observationId,First Date Reported,Last Reported By,Last Source,Last Institution Code,Last Place Name,Last Catalogue Number,Last observationId,Last Date Reported,foodValue,medicinalValue,spiritualValue,materialValue,tradeValue,indicatorValue,hulquminumName,hulquminumAuthority,audioLink,Name Status,Referred iNaturalist Id,Referred iNaturalist Name,iNaturalistTaxonImage,wikipediaSummary
Erythranthe alsinoides,771843,Erythranthe alsinoides,0,accepted,wingstem monkeyflower,,6,"{""iNat:72321423"":[48.938675,-123.500255],""iNat:107193909"":[48.944637,-123.517423],""iNat:150033747"":[48.943268,-123.511732],""iNat:164049097"":[48.944836,-123.511487],""iNat:204273967"":[48.938965,-123.500991],""Hunterston:75"":[48.942487,-123.512044]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Phrymaceae,,,Erythranthe,alsinoides,,Hunterston,,,,Hunterston:75,2010-05-22T00:00:00.000Z,,iNat,,,,iNat:204273967,2024-03-27T00:22:54.000Z,,,,,,,,,,accepted,771843,Erythranthe alsinoides,https://inaturalist-open-data.s3.amazonaws.com/photos/119194864/medium.jpg,...
Rubus ursinus,53445,Rubus ursinus,0,accepted,trailing blackberry,,15,"{""iNat:72321434"":[48.938647,-123.499975],""iNat:72321444"":[48.942375,-123.501203],""iNat:72321466"":[48.941782,-123.500717],""iNat:72321468"":[48.94179,-123.500837],""iNat:107022547"":[48.948595,-123.50285],""iNat:164050770"":[48.945331,-123.512059],""iNat:164061957"":[48.943883,-123.512346],""iNat:164151153"":[48.944185,-123.51455],""iNat:164356089"":[48.942882,-123.510717],""iNat:164356210"":[48.94291,-123.510729],""iNat:165063593"":[48.94435,-123.514878],""Hunterston:163"":[48.942881,-123.511658],""Hunterston:212"":[48.94348,-123.512527],""Hunterston:274"":[48.944023,-123.512632],""Hunterston:391"":[48.945177,-123.511947]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Rosoideae,Rubeae,Rubus,ursinus,,Hunterston,,,,Hunterston:163,2010-05-22T00:00:00.000Z,Joan Septembre,iNat,,,,iNat:164356089,2023-05-27T22:43:32.000Z,1,1,0,1,1,0,sqw''iil'muhw,"(Thom, 2011)",,accepted,53445,Rubus ursinus,https://inaturalist-open-data.s3.amazonaws.com/photos/124445245/medium.jpg,"<p class=""mw-empty-elt"">
</p>

<p><i><b>Rubus ursinus</b></i> is a North American species of blackberry or dewberry, known by the common names <b>California blackberry</b>, <b>California dewberry</b>, <b>Douglas berry</b>, <b>Pacific blackberry</b>, <b>Pacific dewberry</b> and <b>trailing blackberry</b>.
</p>


"
Tellima grandiflora,51655,Tellima grandiflora,0,accepted,fringe cups,,5,"{""iNat:72321463"":[48.941728,-123.50063],""iNat:72321471"":[48.941728,-123.500897],""iNat:77483515"":[48.942394,-123.501076],""iNat:163592320"":[48.947525,-123.501828],""Hunterston:218"":[48.94348,-123.512527]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,,Saxifragaceae,,Heuchereae,Tellima,grandiflora,,Hunterston,,,,Hunterston:218,2010-05-22T00:00:00.000Z,,iNat,,,,iNat:163592320,2023-05-24T23:51:48.000Z,,,,,,,,,,accepted,51655,Tellima grandiflora,https://inaturalist-open-data.s3.amazonaws.com/photos/143999155/medium.jpg,"<p class=""mw-empty-elt"">
</p>

<p><i><b>Tellima grandiflora</b></i>, the <b>bigflower tellima</b> or <b>fringecups</b>, is a herbaceous perennial flowering plant in the family Saxifragaceae. It is the only species in the genus <i><b>Tellima</b></i>.
</p>


"
Acrosiphonia arcta,464879,Acrosiphonia arcta,0,accepted,Green Tarantula Weed,,1,"{""iNat:72321490"":[48.941302,-123.501948]}",Plantae,Chlorophyta,,,Ulvophyceae,,,Ulotrichales,,,,Ulotrichaceae,,,Acrosiphonia,arcta,Andrew Simon,iNat,,,,iNat:72321490,2021-03-17T21:02:00.000Z,Andrew Simon,iNat,,,,iNat:72321490,2021-03-17T21:02:00.000Z,,,,,,,,,,accepted,464879,Acrosiphonia arcta,https://inaturalist-open-data.s3.amazonaws.com/photos/78927464/medium.jpg,
Bombus sitkensis,142269,Bombus sitkensis,0,accepted,Sitka Bumble Bee,,8,"{""iNat:72321496"":[48.942644,-123.500834],""iNat:110705509"":[48.941708,-123.497286],""iNat:152989786"":[48.939318,-123.493858],""iNat:158445717"":[48.9392,-123.4937],""iNat:158452954"":[48.9392,-123.4937],""iNat:163934079"":[48.9432,-123.514],""iNat:164529555"":[48.9432,-123.514],""iNat:203848199"":[48.942147,-123.500174]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Aculeata,Apoidea,Apidae,Apinae,Bombini,Bombus,sitkensis,Andrew Simon,iNat,,,,iNat:72321496,2021-03-17T20:44:00.000Z,,iNat,,,,iNat:203848199,2024-03-24T01:19:00.000Z,,,,,,,,,,accepted,142269,Bombus sitkensis,https://inaturalist-open-data.s3.amazonaws.com/photos/34055577/medium.jpg,"<p class=""mw-empty-elt"">
</p>

<p><i><b>Bombus sitkensis</b></i>, the <b>Sitka bumblebee</b>, is a species of bumblebee common in western North America from Alaska to California.
</p>


"
Cladonia macilenta,117950,Cladonia macilenta,0,accepted,Lipstick Powderhorn,,2,"{""iNat:72807070"":[48.948185,-123.501389],""iNat:189290306"":[48.948415,-123.502679]}",Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,macilenta,,iNat,,,,iNat:72807070,2021-04-03T19:05:42.000Z,,iNat,,,,iNat:189290306,2023-10-28T21:12:17.000Z,,,,,,,,,,accepted,117950,Cladonia macilenta,https://inaturalist-open-data.s3.amazonaws.com/photos/308268644/medium.jpg,
Anemonoides blanda,950617,Anemonoides blanda,0,accepted,Greek Anemone,,1,"{""iNat:73064129"":[48.949292,-123.510688]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Ranunculaceae,Ranunculoideae,Anemoneae,Anemonoides,blanda,,iNat,,,,iNat:73064129,2021-04-05T23:51:14.000Z,,iNat,,,,iNat:73064129,2021-04-05T23:51:14.000Z,,,,,,,,,,accepted,950617,Anemonoides blanda,https://inaturalist-open-data.s3.amazonaws.com/photos/11137686/medium.jpg,"<i><b>Anemonoides blanda</b></i>, syn. <i><b>Anemone blanda</b></i>, the <b>Balkan anemone</b>, <b>Grecian windflower</b>, or <b>winter windflower</b>, is a species of flowering plant in the family Ranunculaceae, native to southeastern Europe, Turkey, Lebanon, and Syria. The specific epithet <i>blanda</i> means ""mild"" or ""charming"". The genus name is derived from the Greek word <i>anemos</i>, or wind."
Hyacinthus,126638,Hyacinthus,0,accepted,Hyacinth,,1,"{""iNat:73065639"":[48.94962,-123.510733]}",Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Asparagaceae,Scilloideae,Hyacintheae,Hyacinthus,,,iNat,,,,iNat:73065639,2021-04-05T23:54:48.000Z,,iNat,,,,iNat:73065639,2021-04-05T23:54:48.000Z,,,,,,,,,,accepted,126638,Hyacinthus,https://inaturalist-open-data.s3.amazonaws.com/photos/261517102/medium.jpg,"<link rel=""mw-deduplicated-inline-style"" href=""mw-data:TemplateStyles:r1236090951"" />
<p class=""mw-empty-elt"">
</p>

<p><i><b>Hyacinthus</b></i> <span></span> is a small genus of bulbous herbs, spring-blooming perennials. They are fragrant flowering plants in the family Asparagaceae, subfamily Scilloideae and are commonly called <b>hyacinths</b> (<span></span>). The genus is native predominantly to the Eastern Mediterranean region from the south of</p>..."
Vinca minor,55844,Vinca minor,0,accepted,lesser periwinkle,,1,"{""iNat:73065687"":[48.949653,-123.510887]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Apocynaceae,Rauvolfioideae,Vinceae,Vinca,minor,,iNat,,,,iNat:73065687,2021-04-05T23:55:55.000Z,,iNat,,,,iNat:73065687,2021-04-05T23:55:55.000Z,,,,,,,,,,accepted,55844,Vinca minor,https://inaturalist-open-data.s3.amazonaws.com/photos/66917488/medium.jpeg,"<p class=""mw-empty-elt"">
</p>

<p><i><b>Vinca minor</b></i> (common names  <b>lesser periwinkle</b> or <b>dwarf periwinkle</b>) is a species of flowering plant in the dogbane family, native to central and southern Europe, from Portugal and France north to the Netherlands and the Baltic States, east to the Caucasus, and also southwestern Asia in Turkey. Other vernacular names used in cultivation include <b>small periwinkle</b>, <b>common periwinkle</b></p>..."
Ceramium,68612,Ceramium,0,accepted,Banded Weeds,,1,"{""iNat:73688293"":[48.941597,-123.501472]}",Plantae,Rhodophyta,Eurhodophytina,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,,Ceramiaceae,Ceramioideae,Ceramieae,Ceramium,,,iNat,,,,iNat:73688293,2021-04-11T20:58:49.000Z,,iNat,,,,iNat:73688293,2021-04-11T20:58:49.000Z,,,,,,,,,,accepted,68612,Ceramium,https://inaturalist-open-data.s3.amazonaws.com/photos/4745328/medium.jpg,"<p class=""mw-empty-elt"">
</p>

<p><i><b>Ceramium</b></i> is a genus of Ceramium algae (or Rhodophyta). It is a large genus with at least 15 species in the British Isles.
</p><p>The fully corticated group previously referred to as <i>Ceramium rubrum</i>, an illegitimate name, is represented, in the British Isles by: <i>Ceramium pallidum,</i> <i>Ceramium botryocarpum</i>, <i>Ceramium nodulosum</i> and <i>Ceramium secundatum</i>.
</p>..."
Mesoleuca gratulata,224947,Mesoleuca gratulata,0,accepted,Western White-Ribboned Carpet,,2,"{""iNat:73989976"":[48.949453,-123.510855],""iNat:189687775"":[48.939,-123.494]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Geometroidea,Geometridae,Larentiinae,Larentiini,Mesoleuca,gratulata,,iNat,,,,iNat:73989976,2021-04-14T22:43:59.000Z,,iNat,,,,iNat:189687775,2023-04-24T20:00:00.000Z,,,,,,,,,,accepted,224947,Mesoleuca gratulata,https://inaturalist-open-data.s3.amazonaws.com/photos/126816115/medium.jpeg,"<i><b>Mesoleuca gratulata</b></i>, known generally as the <b>western white-ribboned carpet</b> or <b>half-white carpet moth</b>, is a species of geometrid moth in the family Geometridae. It is found in North America."
Desmarestia viridis,182892,Desmarestia viridis,0,accepted,stringy acid kelp,,3,"{""iNat:74472233"":[48.941284,-123.503805],""iNat:74472245"":[48.941284,-123.503805],""iNat:107457329"":[48.939372,-123.503078]}",Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Desmarestiales,,,,Desmarestiaceae,,,Desmarestia,viridis,Andrew Simon,iNat,,,,iNat:74472233,2021-04-18T20:36:00.000Z,Andrew Simon,iNat,,,,iNat:107457329,2022-02-26T00:18:00.000Z,,,,,,,,,,accepted,182892,Desmarestia viridis,https://inaturalist-open-data.s3.amazonaws.com/photos/956787/medium.jpeg,"<p class=""mw-empty-elt"">
</p>



"
Chondracanthus exasperatus,127153,Chondracanthus exasperatus,0,accepted,Turkish Towel,,4,"{""iNat:74472238"":[48.941284,-123.503805],""iNat:129150959"":[48.939909,-123.505711],""iNat:164356991"":[48.943158,-123.508737],""Hunterston:493"":[48.942866,-123.509651]}",Plantae,Rhodophyta,Eurhodophytina,,Florideophyceae,Rhodymeniophycidae,,Gigartinales,,,,Gigartinaceae,,,Chondracanthus,exasperatus,,Hunterston,,,,Hunterston:493,2010-05-22T00:00:00.000Z,Joan Septembre,iNat,,,,iNat:164356991,2023-05-27T21:58:46.000Z,,,,,,,,,,accepted,127153,Chondracanthus exasperatus,https://inaturalist-open-data.s3.amazonaws.com/photos/108247433/medium.jpeg,"<i><b>Chondracanthus exasperatus</b></i>, commonly called <b>Turkish towel</b>, is a species of seaweed in the Gigartinaceae family. The specific epithet <i>exasperatuscode: lat promoted to code: la</i> (lit. 'roughened') is due to the bumpy texture of the blades (leaf-like structures). This texture also leads to the common name which evokes the luxurious feel of a towel from a Turkish bath. The rough, papillae-strewn blade surface even makes it difficult to measure the temperature using infrared thermometers."
Mitrocomella polydiademata,531848,Mitrocomella polydiademata,0,accepted,,,1,"{""iNat:74472263"":[48.941336,-123.504583]}",Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,,Mitrocomidae,,,Mitrocomella,polydiademata,Andrew Simon,iNat,,,,iNat:74472263,2021-04-18T20:50:00.000Z,Andrew Simon,iNat,,,,iNat:74472263,2021-04-18T20:50:00.000Z,,,,,,,,,,accepted,531848,Mitrocomella polydiademata,https://inaturalist-open-data.s3.amazonaws.com/photos/122152068/medium.jpg,
Beroe,51507,Beroe,0,accepted,Cigar Comb Jellies,,3,"{""iNat:74472271"":[48.941336,-123.504583],""iNat:74472280"":[48.941558,-123.505449],""iNat:97178776"":[48.940799,-123.503227]}",Animalia,Ctenophora,,,Nuda,,,Beroida,,,,Beroidae,,,Beroe,,Karolle Wall,iNat,,,,iNat:97178776,2008-04-12T20:57:00.000Z,Andrew Simon,iNat,,,,iNat:74472280,2021-04-18T20:54:00.000Z,,,,,,,,,,accepted,51507,Beroe,https://static.inaturalist.org/photos/13104349/medium.jpg,"<p class=""mw-empty-elt"">
</p>

<p><i><b>Beroe</b></i>, commonly known as the <b>cigar comb jellies</b>, is a genus of comb jellies in the family Beroidae. <i>Beroe</i> exhibits bioluminescence.
</p>
"
Halosaccion glandiforme,123649,Halosaccion glandiforme,0,accepted,Sea Sacks,,3,"{""iNat:74472287"":[48.941558,-123.505449],""iNat:164153710"":[48.94319,-123.50877],""iNat:177091472"":[48.939302,-123.503372]}",Plantae,Rhodophyta,Eurhodophytina,,Florideophyceae,Nemaliophycidae,,Palmariales,,,,Palmariaceae,,,Halosaccion,glandiforme,Andrew Simon,iNat,,,,iNat:74472287,2021-04-18T20:56:00.000Z,Andrew Simon,iNat,,,,iNat:177091472,2023-08-06T22:12:00.000Z,,,,,,,,,,accepted,123649,Halosaccion glandiforme,https://inaturalist-open-data.s3.amazonaws.com/photos/120561/medium.jpg,"<p class=""mw-empty-elt"">
</p>

<p><i><b>Halosaccion glandiforme</b></i>, also known as <b>sea sacs</b> or <b>sea grapes</b>, is a species of red algae.
</p><p>It was first described to science by S. G. Gmelin in 1768, in what is arguably the first book to focus on marine biology, <i>Historia Fucorum</i>. Franz Josef Ruprecht is responsible for the current taxonomic description.  The type specimen was collected in Kamchatka, Russia. 
</p>..."
Aeolidioidea,564817,Aeolidioidea,0,accepted,Aeolid Nudibranchs,,1,"{""iNat:74472292"":[48.941543,-123.505303]}",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,,Aeolidioidea,,,,,,Andrew Simon,iNat,,,,iNat:74472292,2021-04-18T21:02:00.000Z,Andrew Simon,iNat,,,,iNat:74472292,2021-04-18T21:02:00.000Z,,,,,,,,,,accepted,564817,Aeolidioidea,https://inaturalist-open-data.s3.amazonaws.com/photos/10950779/medium.jpg,"<p class=""mw-empty-elt"">
</p>

<p><b>Aeolidioidea</b> is a superfamily of sea slugs, the aeolid nudibranchs. They are marine gastropod molluscs in the suborder Cladobranchia.
</p>
"
Ipheion uniflorum,77493,Ipheion uniflorum,0,accepted,Spring starflower,,1,"{""iNat:74894843"":[48.939816,-123.495148]}",Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Amaryllidaceae,Allioideae,Gilliesieae,Ipheion,uniflorum,,iNat,,,,iNat:74894843,2021-04-23T00:34:21.000Z,,iNat,,,,iNat:74894843,2021-04-23T00:34:21.000Z,,,,,,,,,,accepted,77493,Ipheion uniflorum,https://inaturalist-open-data.s3.amazonaws.com/photos/12001/medium.jpg,"<p class=""mw-empty-elt"">
</p>

<p><i><b>Ipheion uniflorum</b></i> is a species of flowering plant, related to the onions, placed in the allium subfamily (Allioideae) of the Amaryllidaceae. It is known by the common name <b>springstar</b>, or <b>spring starflower</b>. Along with all the species of the genus <i>Ipheion</i>, some sources place it in the genus <i>Tristagma</i>, but research published in 2010 suggested that this is not correct. It is native</p>..."
Selasphorus rufus,6363,Selasphorus rufus,0,accepted,Rufous Hummingbird,,18,"{""iNat:74902471"":[48.940415,-123.497994],""iNat:164136618"":[48.943142,-123.513887],""iNat:164750260"":[48.938902,-123.492578],""iNat:164750261"":[48.938902,-123.492578],""iNat:164750262"":[48.938902,-123.492578],""iNat:164750265"":[48.938902,-123.492578],""iNat:164750266"":[48.938902,-123.492578],""iNat:164750267"":[48.938902,-123.492578],""iNat:164750269"":[48.938902,-123.492578],""iNat:164750270"":[48.938902,-123.492578],""iNat:164750271"":[48.938902,-123.492578],""iNat:164750272"":[48.938902,-123.492578],""iNat:165757815"":[48.939437,-123.496404],""iNat:203312008"":[48.938426,-123.492676],""Hunterston:30"":[48.944717,-123.513116],""Hunterston:108"":[48.942487,-123.512044],""Hunterston:334"":[48.945869,-123.51375],""Hunterston:412"":[48.94338,-123.509726]}",Animalia,Chordata,Vertebrata,,Aves,,,Caprimulgiformes,,,,Trochilidae,Trochilinae,Mellisugini,Selasphorus,rufus,,Hunterston,,,,Hunterston:30,2010-05-22T00:00:00.000Z,,iNat,,,,iNat:203312008,2024-03-20T20:00:00.000Z,,,,,,,,,,accepted,6363,Selasphorus rufus,https://static.inaturalist.org/photos/69310980/medium.jpg,"<p class=""mw-empty-elt"">
</p>

<p>The <b>rufous hummingbird</b> (<i><b>Selasphorus rufus</b></i>) is a small hummingbird, about 8&#160;cm (3&#160;in) long with a long, straight and slender bill. These birds are known for their extraordinary flight skills, flying 3,200 kilometres (2,000 miles) during their migratory transits. It is one of nine species in the genus <i>Selasphorus</i>.
</p>


"
Meliscaeva cinctella,342901,Meliscaeva cinctella,0,accepted,Banded Thintail,,1,"{""iNat:75497706"":[48.939721,-123.495141]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Cyclorrhapha,,Syrphidae,Syrphinae,Syrphini,Meliscaeva,cinctella,,iNat,,,,iNat:75497706,2021-04-27T19:34:00.000Z,,iNat,,,,iNat:75497706,2021-04-27T19:34:00.000Z,,,,,,,,,,accepted,342901,Meliscaeva cinctella,https://inaturalist-open-data.s3.amazonaws.com/photos/159537677/medium.jpg,"<p class=""mw-empty-elt"">
</p>

<p><i><b>Meliscaeva cinctella</b></i> is a Holarctic species of hoverfly.
</p>


"
Laburnum anagyroides,51810,Laburnum anagyroides,0,accepted,Common Laburnum,,1,"{""iNat:78307687"":[48.939588,-123.498721]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Genisteae,Laburnum,anagyroides,Dave Zeuss Cochrane,iNat,,,,iNat:78307687,2021-04-28T23:23:04.000Z,Dave Zeuss Cochrane,iNat,,,,iNat:78307687,2021-04-28T23:23:04.000Z,,,,,,,,,,accepted,51810,Laburnum anagyroides,https://inaturalist-open-data.s3.amazonaws.com/photos/70994958/medium.jpg,"<p class=""mw-empty-elt"">
</p>


<p><i><b>Laburnum anagyroides</b></i> (syn. <i>Cytisus laburnum</i>), the <b>common laburnum</b>, <b>golden chain</b> or <b>golden rain</b>, is a species of flowering plant in the subfamily Faboideae, and genus <i>Laburnum</i>. <i>Laburnum alpinum</i> is closely related. It is native to Central and Southern Europe.
</p><p>The plant grows and flowers in damp and mild habitats, especially in the calcareous soils of Southern</p>..."
Fuligo,55486,Fuligo,0,accepted,,,1,"{""iNat:78323374"":[48.948097,-123.501672]}",Protozoa,Mycetozoa,,,Myxomycetes,Columellomycetidae,Stemonitidia,Physarales,,,,Physaraceae,,,Fuligo,,Adam Huggins,iNat,,,,iNat:78323374,2021-05-10T23:17:18.000Z,Adam Huggins,iNat,,,,iNat:78323374,2021-05-10T23:17:18.000Z,,,,,,,,,,accepted,55486,Fuligo,https://static.inaturalist.org/photos/23415679/medium.jpg,"<p class=""mw-empty-elt"">
</p>

<p><i><b>Fuligo</b></i> is a widespread genus of plasmodial slime mold in the family Physaraceae.  These organisms are protozoans rather than fungi, but for historical reasons are sometimes treated as part of mycology.
</p>
"
Cryptoporus volvatus,118051,Cryptoporus volvatus,0,accepted,Veiled Polypore,,4,"{""iNat:80891815"":[48.945525,-123.496063],""iNat:108894102"":[48.947327,-123.498581],""iNat:119800603"":[48.949801,-123.502548],""Hunterston:236"":[48.944023,-123.512632]}",Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,,Polyporaceae,,,Cryptoporus,volvatus,,Hunterston,,,,Hunterston:236,2010-05-22T00:00:00.000Z,Kendall McLaughlin,iNat,,,,iNat:119800603,2022-06-01T17:53:54.000Z,,,,,,,,,,accepted,118051,Cryptoporus volvatus,https://static.inaturalist.org/photos/70465768/medium.jpg,"<p class=""mw-empty-elt"">
</p>



<p><i><b>Cryptoporus volvatus</b></i>, commonly known as the <b>veiled polypore</b> or <b>cryptic globe fungus</b>, is a polypore fungus that decomposes the rotting sapwood of conifers. It is an after effect of attack by the pine bark beetle. The fungus was originally described by American mycologist Charles Horton Peck in 1875 as <i>Polyporus volvatus</i>. Cornelius Lott Shear transferred it to the genus <i>Cryptoporus</i></p>..."
