iNaturalist taxon name,iNaturalist taxon ID,Taxon name,Observation count,Coordinates,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,First Reported By,First Source,First Place Name,First Catalogue Number,First Date Reported,Last Reported By,Last Source,Last Place Name,Last Catalogue Number,Last Date Reported,Food Value,Medicinal Value,Spiritual Value,Material Value,Trade Value,Indicator Value,Hulquminum Name,Hulquminum Authority
Mytilimeria nuttalli,873896,Mytilimeria nuttalli,1,"{""PMLS:16245"":[48.938826,-123.501192]}",Animalia,Mollusca,,,Bivalvia,Autobranchia,Anomalodesmata,,,,Pandoroidea,Lyonsiidae,,,Mytilimeria,Mytilimeria nuttalli,Andy Lamb,dataPaper,,,2013-10-20T10:25:00.000Z,Andy Lamb,dataPaper,,,2013-10-20T10:25:00.000Z,,,,,,,,
Neverita lewisii,447427,Neverita lewisii,5,"{""PMLS:16248"":[48.938826,-123.501192],""PMLS:17208"":[48.938826,-123.501192],""iNat:3706222"":[48.940174,-123.501532],""iNat:7648111"":[48.940621,-123.501323],""Hunterston:305"":[48.943,-123.5]}",Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,,Naticoidea,Naticidae,Polinicinae,,Neverita,Neverita lewisii,,Hunterston,,,2010-05-22T00:00:00.000Z,Karolle Wall,dataPaper,,,2017-05-24T00:00:00.000Z,,,,,,,,
Acanthodoris hudsoni,48447,Acanthodoris hudsoni,4,"{""PMLS:16250"":[48.938826,-123.501192],""PMLS:18233"":[48.938826,-123.501192],""iNat:3707780"":[48.940216,-123.50194],""iNat:69243365"":[48.939582,-123.502061]}",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Onchidoridoidea,Onchidorididae,,,Acanthodoris,Acanthodoris hudsoni,Andy Lamb,dataPaper,,,2013-10-20T10:25:00.000Z,Karin Fletcher,dataPaper,,,2018-06-24T11:00:00.000Z,,,,,,,,
Tritonia exsulans,253510,Tritonia exsulans,3,"{""PMLS:16252"":[48.938826,-123.501192],""PMLS:16419"":[48.938826,-123.501192],""iNat:2975951"":[48.940341,-123.502353]}",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,,Tritonioidea,Tritoniidae,,,Tritonia,Tritonia exsulans,Peter,dataPaper,,,2013-10-13T00:00:00.000Z,Andy Lamb,dataPaper,,,2013-10-23T11:25:00.000Z,,,,,,,,
Triglops macellus,232944,Triglops macellus,1,"{""PMLS:16291"":[48.938826,-123.501192]}",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Cottoidei,,,Cottidae,,,Triglops,Triglops macellus,Andy Lamb,dataPaper,,,2013-10-20T10:25:00.000Z,Andy Lamb,dataPaper,,,2013-10-20T10:25:00.000Z,,,,,,,,
Epizoanthus scotinus,429859,Epizoanthus scotinus,2,"{""PMLS:16392"":[48.938826,-123.501192],""PMLS:17186"":[48.938826,-123.501192]}",Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Zoantharia,Macrocnemina,,,Epizoanthidae,,,Epizoanthus,Epizoanthus scotinus,Andy Lamb,dataPaper,,,2013-10-23T11:25:00.000Z,Andy Lamb,dataPaper,,,2016-03-05T09:42:00.000Z,,,,,,,,
Dendrobeania murrayana,205170,Dendrobeania murrayana,1,"{""PMLS:16405"":[48.938826,-123.501192]}",Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,,Buguloidea,Bugulidae,,,Dendrobeania,Dendrobeania murrayana,Andy Lamb,dataPaper,,,2013-10-23T11:25:00.000Z,Andy Lamb,dataPaper,,,2013-10-23T11:25:00.000Z,,,,,,,,
Entodesma navicula,339164,Entodesma navicula,1,"{""PMLS:16412"":[48.938826,-123.501192]}",Animalia,Mollusca,,,Bivalvia,Autobranchia,Anomalodesmata,,,,Pandoroidea,Lyonsiidae,,,Entodesma,Entodesma navicula,Andy Lamb,dataPaper,,,2013-10-23T11:25:00.000Z,Andy Lamb,dataPaper,,,2013-10-23T11:25:00.000Z,,,,,,,,
Acantholithodes hispidus,450310,Acantholithodes hispidus,1,"{""PMLS:16429"":[48.938826,-123.501192]}",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Lithodoidea,Hapalogastridae,,,Acantholithodes,Acantholithodes hispidus,Andy Lamb,dataPaper,,,2013-10-23T11:25:00.000Z,Andy Lamb,dataPaper,,,2013-10-23T11:25:00.000Z,,,,,,,,
Pyura mirabilis,552416,Pyura mirabilis,1,"{""PMLS:16450"":[48.938826,-123.501192]}",Animalia,Chordata,Tunicata,,Ascidiacea,,,Stolidobranchia,,,,Pyuridae,,,Pyura,Pyura mirabilis,Andy Lamb,dataPaper,,,2013-10-23T11:25:00.000Z,Andy Lamb,dataPaper,,,2013-10-23T11:25:00.000Z,,,,,,,,
Chirolophis nugator,216743,Chirolophis nugator,3,"{""PMLS:16456"":[48.938826,-123.501192],""PMLS:18489"":[48.938826,-123.501192],""iNat:24798244"":[48.939591,-123.504847]}",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Zoarcoidei,,,Stichaeidae,Chirolophinae,,Chirolophis,Chirolophis nugator,Andy Lamb,dataPaper,,,2013-10-23T11:25:00.000Z,,dataPaper,,,2019-05-04T20:55:00.000Z,,,,,,,,
Artedius fenestralis,117527,Artedius fenestralis,3,"{""PMLS:16465"":[48.938826,-123.501192],""iNat:2976334"":[48.940329,-123.502396],""iNat:7647275"":[48.940452,-123.501066]}",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Cottoidei,,,Cottidae,,,Artedius,Artedius fenestralis,Peter,dataPaper,,,2013-10-13T00:00:00.000Z,Karolle Wall,dataPaper,,,2017-05-30T00:00:00.000Z,,,,,,,,
Hemilepidotus hemilepidotus,221165,Hemilepidotus hemilepidotus,1,"{""PMLS:16469"":[48.938826,-123.501192]}",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Cottoidei,,,Cottidae,,,Hemilepidotus,Hemilepidotus hemilepidotus,Andy Lamb,dataPaper,,,2013-10-23T11:25:00.000Z,Andy Lamb,dataPaper,,,2013-10-23T11:25:00.000Z,,,,,,,,
Eumetopias jubatus,41755,Eumetopias jubatus,1,"{""PMLS:16471"":[48.938826,-123.501192]}",Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,,Otariidae,,,Eumetopias,Eumetopias jubatus,Andy Lamb,dataPaper,,,2013-10-23T11:25:00.000Z,Andy Lamb,dataPaper,,,2013-10-23T11:25:00.000Z,1,1,1,1,1,1,shes / ts'axulus,"(Thom, 2011)"
Plumularia setacea,209141,Plumularia setacea,1,"{""PMLS:17189"":[48.938826,-123.501192]}",Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,Plumularioidea,Plumulariidae,,,Plumularia,Plumularia setacea,Andy Lamb,dataPaper,,,2016-03-05T09:42:00.000Z,Andy Lamb,dataPaper,,,2016-03-05T09:42:00.000Z,,,,,,,,
Tubulanus sexlineatus,121950,Tubulanus sexlineatus,2,"{""PMLS:17190"":[48.938826,-123.501192],""iNat:15660001"":[48.941325,-123.504602]}",Animalia,Nemertea,,,Palaeonemertea,,,Tubulaniformes,,,,Tubulanidae,,,Tubulanus,Tubulanus sexlineatus,Andy Lamb,dataPaper,,,2016-03-05T09:42:00.000Z,Karolle Wall,dataPaper,,,2018-08-10T20:22:00.000Z,,,,,,,,
Mopalia lignosa,51724,Mopalia lignosa,2,"{""PMLS:17198"":[48.938826,-123.501192],""iNat:15726095"":[48.940596,-123.503119]}",Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,,Mopalioidea,Mopaliidae,Mopaliinae,,Mopalia,Mopalia lignosa,Andy Lamb,dataPaper,,,2016-03-05T09:42:00.000Z,Karolle Wall,dataPaper,,,2018-08-10T20:58:00.000Z,,,,,,,,
Clinocardium nuttallii,69925,Clinocardium nuttallii,4,"{""PMLS:17202"":[48.938826,-123.501192],""iNat:72321478"":[48.941677,-123.502303],""iNat:84344506"":[48.943238,-123.509713],""Hunterston:106"":[48.943,-123.5]}",Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Cardiida,,,Cardioidea,Cardiidae,Clinocardiinae,,Clinocardium,Clinocardium nuttallii,,Hunterston,,,2010-05-22T00:00:00.000Z,Audrey Irvine-Broque,dataPaper,,,2021-06-24T20:13:29.000Z,1,1,1,0,1,1,stl'ula'um,"(Thom, 2011)"
Triopha modesta,1133369,Triopha modesta,7,"{""PMLS:17212"":[48.938826,-123.501192],""PMLS:18236"":[48.938826,-123.501192],""PMLS:18478"":[48.938826,-123.501192],""iNat:3705553"":[48.940557,-123.502824],""iNat:7647274"":[48.940508,-123.501924],""iNat:24792364"":[48.939591,-123.504847],""iNat:69243375"":[48.939582,-123.502061]}",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Polyceroidea,Polyceridae,Triophinae,,Triopha,Triopha modesta,Andy Lamb,dataPaper,,,2016-03-05T09:42:00.000Z,,dataPaper,,,2019-05-04T20:46:00.000Z,,,,,,,,
Pagurus ochotensis,202044,Pagurus ochotensis,1,"{""PMLS:17221"":[48.938826,-123.501192]}",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Paguridae,,,Pagurus,Pagurus ochotensis,Andy Lamb,dataPaper,,,2016-03-05T09:42:00.000Z,Andy Lamb,dataPaper,,,2016-03-05T09:42:00.000Z,,,,,,,,
Cucumaria pallida,356416,Cucumaria pallida,1,"{""PMLS:17233"":[48.938826,-123.501192]}",Animalia,Echinodermata,Echinozoa,,Holothuroidea,Actinopoda,,Dendrochirotida,,,,Cucumariidae,,,Cucumaria,Cucumaria pallida,Andy Lamb,dataPaper,,,2016-03-05T09:42:00.000Z,Andy Lamb,dataPaper,,,2016-03-05T09:42:00.000Z,,,,,,,,
Cucumaria piperata,424353,Cucumaria piperata,1,"{""PMLS:17235"":[48.938826,-123.501192]}",Animalia,Echinodermata,Echinozoa,,Holothuroidea,Actinopoda,,Dendrochirotida,,,,Cucumariidae,,,Cucumaria,Cucumaria piperata,Andy Lamb,dataPaper,,,2016-03-05T09:42:00.000Z,Andy Lamb,dataPaper,,,2016-03-05T09:42:00.000Z,,,,,,,,
Corella inflata,347987,Corella inflata,1,"{""PMLS:17237"":[48.938826,-123.501192]}",Animalia,Chordata,Tunicata,,Ascidiacea,,,Phlebobranchia,,,,Corellidae,,,Corella,Corella inflata,Andy Lamb,dataPaper,,,2016-03-05T09:42:00.000Z,Andy Lamb,dataPaper,,,2016-03-05T09:42:00.000Z,,,,,,,,
Citharichthys stigmaeus,117542,Citharichthys stigmaeus,5,"{""PMLS:17246"":[48.938826,-123.501192],""iNat:4014940"":[48.940479,-123.501678],""iNat:13029701"":[48.940711,-123.501908],""iNat:53886605"":[48.939413,-123.501862],""Hunterston:100"":[48.943,-123.5]}",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Carangiformes,Pleuronectoidei,,,Paralichthyidae,,,Citharichthys,Citharichthys stigmaeus,,Hunterston,,,2010-05-22T00:00:00.000Z,,dataPaper,,,2020-07-21T20:22:52.000Z,,,,,,,,
Haminoea vesicula,49812,Haminoea vesicula,6,"{""PMLS:18230"":[48.938826,-123.501192],""iNat:12970636"":[48.940479,-123.502481],""iNat:31645339"":[48.940799,-123.503227],""iNat:69243369"":[48.939582,-123.502061],""iNat:74472229"":[48.941206,-123.503059],""iNat:74472265"":[48.941336,-123.504583]}",Animalia,Mollusca,,,Gastropoda,Heterobranchia,,Cephalaspidea,,,Haminoeoidea,Haminoeidae,,,Haminoea,Haminoea vesicula,Karolle Wall,dataPaper,,,2018-05-30T21:14:00.000Z,Andrew Simon,dataPaper,,,2021-04-18T20:51:00.000Z,,,,,,,,
Knoutsodonta jannae,508447,Knoutsodonta jannae,2,"{""PMLS:18234"":[48.938826,-123.501192],""iNat:69243371"":[48.939582,-123.502061]}",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Onchidoridoidea,Onchidorididae,,,Knoutsodonta,Knoutsodonta jannae,karin fletcher,dataPaper,,,2018-06-18T15:39:00.000Z,Karin Fletcher,dataPaper,,,2018-06-24T11:00:00.000Z,,,,,,,,
Rostanga pulchra,47473,Rostanga pulchra,2,"{""PMLS:18235"":[48.938826,-123.501192],""iNat:69243374"":[48.939582,-123.502061]}",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Doridoidea,Discodorididae,,,Rostanga,Rostanga pulchra,karin fletcher,dataPaper,,,2018-06-18T15:12:00.000Z,Karin Fletcher,dataPaper,,,2018-06-24T11:00:00.000Z,,,,,,,,
Himatina trophina,633561,Himatina trophina,7,"{""PMLS:18238"":[48.938826,-123.501192],""PMLS:18514"":[48.939813,-123.501514],""iNat:2976615"":[48.940335,-123.502379],""iNat:31489535"":[48.940799,-123.503227],""iNat:31489536"":[48.940799,-123.503227],""iNat:31489541"":[48.940799,-123.503227],""iNat:31489544"":[48.940799,-123.503227]}",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,,Fionoidea,Coryphellidae,,,Himatina,Himatina trophina,Karolle Wall,dataPaper,,,2013-08-20T18:32:00.000Z,Stefania Gorgopa,dataPaper,,,2019-05-04T12:30:00.000Z,,,,,,,,
Primavelans insculpta,429861,Primavelans insculpta,1,"{""PMLS:18475"":[48.938826,-123.501192]}",Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,,Schizoporelloidea,Pacificincolidae,,,Primavelans,Primavelans insculpta,Isabelle Cote,dataPaper,,,2019-05-04T12:24:00.000Z,Isabelle Cote,dataPaper,,,2019-05-04T12:24:00.000Z,,,,,,,,
Ronquilus jordani,230312,Ronquilus jordani,1,"{""PMLS:18488"":[48.938826,-123.501192]}",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Zoarcoidei,,,Bathymasteridae,,,Ronquilus,Ronquilus jordani,Isabelle Cote,dataPaper,,,2019-05-04T12:24:00.000Z,Isabelle Cote,dataPaper,,,2019-05-04T12:24:00.000Z,,,,,,,,
Sebastes flavidus,64477,Sebastes flavidus,2,"{""PMLS:18493"":[48.938826,-123.501192],""PMLS:18531"":[48.939813,-123.501514]}",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Scorpaenoidei,,,Sebastidae,Sebastinae,,Sebastes,Sebastes flavidus,Isabelle Cote,dataPaper,,,2019-05-04T12:24:00.000Z,Stefania Gorgopa,dataPaper,,,2019-05-04T12:30:00.000Z,,,,,,,,
Eutonina indicans,348053,Eutonina indicans,2,"{""PMLS:18508"":[48.939813,-123.501514],""iNat:74472228"":[48.941206,-123.503059]}",Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,,Eirenidae,,,Eutonina,Eutonina indicans,Stefania Gorgopa,dataPaper,,,2019-05-04T12:30:00.000Z,Andrew Simon,dataPaper,,,2021-04-18T20:33:00.000Z,,,,,,,,
Pleurobrachia bachei,117705,Pleurobrachia bachei,4,"{""PMLS:18509"":[48.939813,-123.501514],""iNat:4028653"":[48.940182,-123.501409],""iNat:74472270"":[48.941336,-123.504583],""Hunterston:344"":[48.943,-123.5]}",Animalia,Ctenophora,,,Tentaculata,,,Cydippida,,,,Pleurobrachiidae,,,Pleurobrachia,Pleurobrachia bachei,,Hunterston,,,2010-05-22T00:00:00.000Z,Andrew Simon,dataPaper,,,2021-04-18T20:51:00.000Z,,,,,,,,
Metacarcinus magister,63697,Metacarcinus magister,4,"{""PMLS:18515"":[48.939813,-123.501514],""iNat:12970642"":[48.939949,-123.501103],""iNat:12970644"":[48.940303,-123.501164],""Hunterston:63"":[48.943,-123.5]}",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Cancroidea,Cancridae,,,Metacarcinus,Metacarcinus magister,,Hunterston,,,2010-05-22T00:00:00.000Z,Stefania Gorgopa,dataPaper,,,2019-05-04T12:30:00.000Z,1,1,1,0,1,0,ey'x,"(Thom, 2011)"
Marsenina stearnsii,53555,Marsenina stearnsii,1,"{""iNat:2908642"":[48.940652,-123.501685]}",Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,,Velutinoidea,Velutinidae,Velutininae,,Marsenina,Marsenina stearnsii,Karolle Wall,dataPaper,,,2016-04-07T00:00:00.000Z,Karolle Wall,dataPaper,,,2016-04-07T00:00:00.000Z,,,,,,,,
Lophopanopeus bellus,50818,Lophopanopeus bellus,2,"{""iNat:2909657"":[48.940887,-123.502979],""iNat:107457352"":[48.939372,-123.503078]}",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Xanthoidea,Panopeidae,,,Lophopanopeus,Lophopanopeus bellus,Karolle Wall,dataPaper,,,2016-04-08T00:00:00.000Z,Andrew Simon,iNat,,,2022-02-26T00:41:00.000Z,,,,,,,,
Aglaja ocelligera,49842,Aglaja ocelligera,5,"{""iNat:2909670"":[48.941028,-123.501949],""iNat:32171691"":[48.940799,-123.503227],""iNat:32171693"":[48.940799,-123.503227],""iNat:32171694"":[48.940799,-123.503227],""iNat:32171697"":[48.940799,-123.503227]}",Animalia,Mollusca,,,Gastropoda,Heterobranchia,,Cephalaspidea,,,Philinoidea,Aglajidae,,,Aglaja,Aglaja ocelligera,Karolle Wall,dataPaper,,,2015-05-20T21:15:00.000Z,Karolle Wall,dataPaper,,,2016-04-08T00:00:00.000Z,,,,,,,,
Craniella villosa,459732,Craniella villosa,1,"{""iNat:2975867"":[48.940318,-123.502387]}",Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Tetractinellida,Spirophorina,,,Tetillidae,,,Craniella,Craniella villosa,Peter,dataPaper,,,2013-10-13T00:00:00.000Z,Peter,dataPaper,,,2013-10-13T00:00:00.000Z,,,,,,,,
Cadlina klasmalmbergi,1118728,Cadlina klasmalmbergi,1,"{""iNat:2976072"":[48.940379,-123.502626]}",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Chromodoridoidea,Cadlinidae,,,Cadlina,Cadlina klasmalmbergi,Peter,dataPaper,,,2013-10-13T00:00:00.000Z,Peter,dataPaper,,,2013-10-13T00:00:00.000Z,,,,,,,,
Tritonia festiva,48827,Tritonia festiva,2,"{""iNat:2976292"":[48.940346,-123.502387],""iNat:2976426"":[48.940363,-123.502345]}",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,,Tritonioidea,Tritoniidae,,,Tritonia,Tritonia festiva,Peter,dataPaper,,,2013-10-13T00:00:00.000Z,Peter,dataPaper,,,2013-10-13T00:00:00.000Z,,,,,,,,
Liparis pulchellus,223899,Liparis pulchellus,1,"{""iNat:2976683"":[48.940346,-123.502396]}",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Cottoidei,,,Liparidae,,,Liparis,Liparis pulchellus,Peter,dataPaper,,,2013-10-13T00:00:00.000Z,Peter,dataPaper,,,2013-10-13T00:00:00.000Z,,,,,,,,
Phacellophora camtschatica,52966,Phacellophora camtschatica,3,"{""iNat:3369535"":[48.940195,-123.50087],""iNat:3680726"":[48.941216,-123.502228],""iNat:74472235"":[48.941284,-123.503805]}",Animalia,Cnidaria,,,Scyphozoa,Discomedusae,,Semaeostomeae,,,,Phacellophoridae,,,Phacellophora,Phacellophora camtschatica,Adam Huggins,dataPaper,,,2016-06-01T15:51:07.000Z,Andrew Simon,dataPaper,,,2021-04-18T20:38:00.000Z,,,,,,,,
Polyorchis penicillatus,51640,Polyorchis penicillatus,3,"{""iNat:3680720"":[48.940314,-123.501756],""iNat:97205565"":[48.940799,-123.503227],""iNat:97205568"":[48.940799,-123.503227]}",Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Capitata,,,Corynidae,,,Polyorchis,Polyorchis penicillatus,Karolle Wall,iNat,,,2006-06-11T18:35:00.000Z,Karolle Wall,dataPaper,,,2010-07-09T00:00:00.000Z,,,,,,,,
Dendronotus venustus,129995,Dendronotus venustus,4,"{""iNat:3705618"":[48.940123,-123.501778],""iNat:7648181"":[48.940591,-123.502285],""iNat:12684296"":[48.941891,-123.505157],""iNat:97205564"":[48.940799,-123.503227]}",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,,Dendronotoidea,Dendronotidae,,,Dendronotus,Dendronotus venustus,Karolle Wall,iNat,,,2009-07-09T21:28:00.000Z,Karolle Wall,dataPaper,,,2018-05-18T22:49:00.000Z,,,,,,,,
Aeolidia loui,498117,Aeolidia loui,2,"{""iNat:3705620"":[48.940976,-123.502936],""iNat:14385958"":[48.939981,-123.505]}",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,,Aeolidioidea,Aeolidiidae,,,Aeolidia,Aeolidia loui,Karolle Wall,dataPaper,,,2016-04-01T22:47:00.000Z,Karolle Wall,dataPaper,,,2016-04-01T22:47:00.000Z,,,,,,,,
Melibe leonina,48455,Melibe leonina,4,"{""iNat:3705621"":[48.939583,-123.50169],""iNat:97176965"":[48.940799,-123.503227],""iNat:97176966"":[48.940799,-123.503227],""iNat:97205569"":[48.940799,-123.503227]}",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,,Dendronotoidea,Tethydidae,,,Melibe,Melibe leonina,Karolle Wall,iNat,,,2008-08-05T00:00:00.000Z,Karolle Wall,dataPaper,,,2013-08-20T18:24:00.000Z,,,,,,,,
Antiopella fusca,886884,Antiopella fusca,3,"{""iNat:3705624"":[48.941272,-123.506026],""iNat:7647292"":[48.940339,-123.501151],""iNat:7674548"":[48.939831,-123.504649]}",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,,Proctonotoidea,Janolidae,,,Antiopella,Antiopella fusca,Karolle Wall,dataPaper,,,2015-06-18T20:47:00.000Z,Karolle Wall,dataPaper,,,2017-05-29T00:00:00.000Z,,,,,,,,
Dendronotus albopunctatus,50328,Dendronotus albopunctatus,1,"{""iNat:3705779"":[48.940387,-123.502883]}",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,,Dendronotoidea,Dendronotidae,,,Dendronotus,Dendronotus albopunctatus,Karolle Wall,dataPaper,,,2015-04-22T21:58:00.000Z,Karolle Wall,dataPaper,,,2015-04-22T21:58:00.000Z,,,,,,,,
Ophiopholis kennerlyi,129228,Ophiopholis kennerlyi,1,"{""iNat:3705819"":[48.940582,-123.502657]}",Animalia,Echinodermata,Asterozoa,,Ophiuroidea,Myophiuroida,Ophintegrida,Amphilepidida,Gnathophiurina,,Ophiactoidea,Ophiopholidae,,,Ophiopholis,Ophiopholis kennerlyi,Karolle Wall,dataPaper,,,2014-03-24T00:00:00.000Z,Karolle Wall,dataPaper,,,2014-03-24T00:00:00.000Z,,,,,,,,
Aldisa sanguinea,50098,Aldisa sanguinea,2,"{""iNat:3705820"":[48.941018,-123.50358],""iNat:31366877"":[48.941307,-123.506084]}",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Chromodoridoidea,Cadlinidae,,,Aldisa,Aldisa sanguinea,Karolle Wall,dataPaper,,,2016-05-06T19:44:00.000Z,Karolle Wall,dataPaper,,,2017-06-25T19:58:00.000Z,,,,,,,,
Anthopleura elegantissima,52564,Anthopleura elegantissima,5,"{""iNat:3706035"":[48.939836,-123.504709],""iNat:7659297"":[48.940311,-123.501108],""iNat:89818408"":[48.939678,-123.50128],""iNat:101350849"":[48.942975,-123.510537],""Hunterston:27"":[48.943,-123.5]}",Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,,Actinioidea,Actiniidae,,,Anthopleura,Anthopleura elegantissima,,Hunterston,,,2010-05-22T00:00:00.000Z,,iNat,,,2021-11-17T12:11:57.000Z,,,,,,,,
Porichthys notatus,60021,Porichthys notatus,5,"{""iNat:3706223"":[48.940476,-123.501695],""iNat:12684292"":[48.941356,-123.506488],""iNat:15702544"":[48.941442,-123.503791],""iNat:74442743"":[48.941749,-123.506272],""iNat:97172662"":[48.940799,-123.503227]}",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Batrachoidiformes,,,,Batrachoididae,Porichthyinae,,Porichthys,Porichthys notatus,Karolle Wall,iNat,,,2007-06-04T09:56:00.000Z,Andrew Simon,dataPaper,,,2021-04-18T20:59:00.000Z,,,,,,,,
Nautichthys oculofasciatus,183019,Nautichthys oculofasciatus,2,"{""iNat:3706257"":[48.939808,-123.504717],""iNat:13029348"":[48.940617,-123.501395]}",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Cottoidei,,,Hemitripteridae,,,Nautichthys,Nautichthys oculofasciatus,Karolle Wall,dataPaper,,,2015-04-15T00:00:00.000Z,Karolle Wall,dataPaper,,,2018-05-31T21:32:00.000Z,,,,,,,,
Berthella chacei,1081461,Berthella chacei,1,"{""iNat:3706277"":[48.939819,-123.504709]}",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Pleurobranchida,,,Pleurobranchoidea,Pleurobranchidae,,,Berthella,Berthella chacei,Karolle Wall,dataPaper,,,2015-04-20T21:34:00.000Z,Karolle Wall,dataPaper,,,2015-04-20T21:34:00.000Z,,,,,,,,
Gonionemus vertens,501046,Gonionemus vertens,2,"{""iNat:3706321"":[48.939842,-123.504717],""iNat:97205557"":[48.940799,-123.503227]}",Animalia,Cnidaria,,,Hydrozoa,Trachylinae,,Limnomedusae,,,,Olindiidae,,,Gonionemus,Gonionemus vertens,Karolle Wall,iNat,,,2009-07-09T19:24:00.000Z,Karolle Wall,dataPaper,,,2013-07-07T18:52:00.000Z,,,,,,,,
Neoturris breviconis,491131,Neoturris breviconis,3,"{""iNat:3706339"":[48.939803,-123.504683],""iNat:7647301"":[48.940508,-123.501409],""iNat:45326884"":[48.941246,-123.502881]}",Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Filifera,,,Pandeidae,,,Neoturris,Neoturris breviconis,Karolle Wall,dataPaper,,,2011-05-18T20:45:00.000Z,Andrew Simon,dataPaper,,,2020-05-08T20:37:00.000Z,,,,,,,,
Diaphorodoris lirulatocauda,48630,Diaphorodoris lirulatocauda,1,"{""iNat:3707594"":[48.940764,-123.502574]}",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Onchidoridoidea,Calycidorididae,,,Diaphorodoris,Diaphorodoris lirulatocauda,Karolle Wall,dataPaper,,,2016-05-15T21:29:00.000Z,Karolle Wall,dataPaper,,,2016-05-15T21:29:00.000Z,,,,,,,,
