Taxon,Author,Subtaxon Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Origin,Status,Reporting,Documenting,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,GBIF ID,First Documented,Documenter,iNaturalist Link,iNaturalist Photo,Notes,ID,Stats Code
Infundibulicybe gibba,(Pers.) Harmaja,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,Tricholomataceae,,native,unlisted,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,reported as Clitocybe gibba,,FUN
Lepista irina,,,Flowery Blewit,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,Tricholomataceae,,native,unlisted,new 2018,observed,,,,,,2018-10-31,Christopher Heffley,https://www.inaturalist.org/observations/17997145,https://static.inaturalist.org/photos/27510902/medium.jpg?1541027517,,118368,FUN
Lepista nuda,(Bull.) Cooke,,blewit,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,Tricholomataceae,,native,unlisted,confirmed,observed,2016-11-07,Rene Zich,15th Galiano Mushroom Festival List,,,2019-12-08,Richard Ward,https://www.inaturalist.org/observations/36490507,https://static.inaturalist.org/photos/57688499/medium.jpeg?1575864935,reported as Clitocybe nuda,351380,FUN
Lepista tarda,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,Tricholomataceae,,native,unlisted,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,,,FUN
Leucopaxillus albissimus,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,Tricholomataceae,,native,unlisted,reported,unobserved,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,,,FUN
Leucopaxillus amarus,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,Tricholomataceae,,native,unlisted,reported,unobserved,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,,,FUN
Leucopaxillus giganteus,(Sowerby) Quél.,,giant clitocybe,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,Tricholomataceae,,native,unlisted,confirmed,observed,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,2018-10-31,Sarah Tweedale,https://www.inaturalist.org/observations/17994296,https://static.inaturalist.org/photos/27506128/medium.jpg?1541019606,,366270,FUN
Melanoleuca cf verrucipes,(Fr.) Singer,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,Tricholomataceae,,native,unlisted,reported,unobserved,2012-05,,VMS,,,,,,,,,FUN
Melanoleuca excissa,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,Tricholomataceae,,native,unlisted,reported,unobserved,2008-10,,UBC,,,,,,,,,FUN
Melanoleuca melaleuca,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,Tricholomataceae,,native,unlisted,reported,unobserved,2016-11-07,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,,,FUN
Melanoleuca stridula,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,Tricholomataceae,,native,unlisted,reported,unobserved,2008-10,,UBC,,,,,,,,,FUN
Myxomphalia maura,(Fr.) Hora,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,Tricholomataceae,,native,unlisted,reported,unobserved,2007-04,Oluna Ceska,UBC,,,,,,,,,FUN
Paralepista flaccida,,,orange funnel cap,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,Tricholomataceae,,native,unlisted,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,reported as Lepista inversa,,FUN
Pseudoclitocybe cyathiformis,(Bull.) Singer,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,Tricholomataceae,,native,unlisted,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,,,FUN
Tricholoma cf virgatum,(Fr.) P. Kumm.,,Streaked Tricholoma,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,Tricholomataceae,,native,unlisted,reported,unobserved,2011-10,Kent Brothers,VMS,,,,,,,,,FUN
Tricholoma imbricatum,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,Tricholomataceae,,native,unlisted,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,,,FUN
Tricholoma magnivelare,,,American matsutake,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,Tricholomataceae,,native,unlisted,reported,unobserved,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,,,FUN
Tricholoma pardinum,,,Tiger Tricholoma,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,Tricholomataceae,,native,unlisted,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,,,FUN
Tricholoma saponaceum,,,soapy trich,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,Tricholomataceae,,native,unlisted,reported,unobserved,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,,,FUN
Tricholoma sulphureum,,,sulphur knight,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,Tricholomataceae,,native,unlisted,reported,unobserved,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,,,FUN
Tricholoma terreum,,,Mouse Tricholoma,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,Tricholomataceae,,native,unlisted,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,,,FUN
Tricholoma zelleri,,,Zeller’s Tricholoma,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,Tricholomataceae,,native,unlisted,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,,,FUN
Tricholomopsis rutilans,(Schaeff.) Singer,,plums & custard,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,Tricholomataceae,,native,unlisted,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,,,FUN
Xeromphalina campanella,(Batsch) Maire,,orange fuzzyfoot,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,Tricholomataceae,,native,unlisted,reported,unobserved,2011-10-29,Kent Brothers,VMS,,,,,,,,,FUN
Xeromphalina fulvipes ,(Murrill) A.H. Sm.,,orange fuzzy foot,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,Tricholomataceae,,native,unlisted,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,,,FUN
Tubaria punicea,"(A.H.Sm. & Hesler) Ammirati, Matheny & P.-A.Moreau",,Christmas naucoria,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Tubariaceae,,native,unlisted,reported,unobserved,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,,,FUN
Macrotyphula juncea,(Alb. & Schwein.) Berthier,,slender club,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Typhulaceae,,native,unlisted,reported,unobserved,2016-11-07,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,,,FUN
Typhula erythropus,(Pers.) Fr.,,redleg club,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Typhulaceae,,native,unlisted,reported,unobserved,2011-10-29,Kent Brothers,VMS,,,,,,,,,FUN
Piloderma sp.,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Atheliales,,,Atheliaceae,,native,unlisted,reported,unobserved,2011-05,Kent Brothers,VMS,,,,,,,,,FUN
Exidia glandulosa,,,Black Witches' Butter,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Auriculariales,,,Auriculariaceae,,native,unlisted,new 2018,observed,,,,,,2018-04-08,Andrew Simon,https://www.inaturalist.org/observations/10771431,https://static.inaturalist.org/photos/15065317/medium.jpeg?1523434436,,55568,FUN
Pseudohydnum gelatinosum,(Scop.) P. Karst.,,jelly tooth,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Auriculariales,,,Exidiaceae,,native,unlisted,confirmed,observed,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,2013-10-26,Ian Guthrie,http://www.inaturalist.org/observations/4209524,https://static.inaturalist.org/photos/5019703/medium.jpg?1474923480,,54164,FUN
Aureoboletus mirabilis,,,admirable bolete,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,Boletineae,,Boletaceae,,native,unlisted,confirmed,observed,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,2013-10-26,Ian Guthrie,http://www.inaturalist.org/observations/4208484,https://static.inaturalist.org/photos/5018199/medium.jpg?1474916645,reported as Boletus mirabilis. Berch,790782,FUN
Boletus edulis,Bull.,,cep,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,Boletineae,,Boletaceae,,native,unlisted,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,,,FUN
Chalciporus piperatus,(Bull.) Bataille,,peppery bolete,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,Boletineae,,Boletaceae,,native,unlisted,reported,unobserved,2016-11-07,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,,,FUN
Leccinum manzanitae,Thiers,,manzanita boletus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,Boletineae,,Boletaceae,,native,unlisted,confirmed,observed,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,2018-11-02,Larissa Marie,https://www.inaturalist.org/observations/18059091,https://static.inaturalist.org/photos/27611167/medium.jpg?1541259260,,54204,FUN
Phylloporus arenicola,,,western gilled bolete,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,,,Boletaceae,Xerocomoideae,native,unlisted,new 2019,observed,,,,,,2019-05-04,Kevin Toomer,https://www.inaturalist.org/observations/29190599,https://static.inaturalist.org/photos/45545094/medium.jpg?1563648994,,118155,FUN
Phylloporus rhodoxanthus,(Schwein.) Bres.,,golden gilled bolete,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,Boletineae,,Boletaceae,,native,unlisted,reported,unobserved,2010-04-17,Paul Kroeger,UBC,,,,,,,,,FUN
Tylopilus pseudoscaber,Secr. ex A.H.Sm. & Thiers,,dark boletus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,Boletineae,,Boletaceae,,native,unlisted,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,,,FUN
Xerocomellus chrysenteron,(Bull.) Quél. ,,cracked-cap boletus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,Boletineae,,Boletaceae,,native,unlisted,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,,,FUN
Xerocomellus zelleri,(Murrill) Klofac,,Zeller's bolete,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,Boletineae,,Boletaceae,,native,unlisted,reported,unobserved,2017-05,Kent Brothers,VMS,,,,,,,,,FUN
Xerocomus subtomentosus,(L.: Fr.) Quél.,,Suede Bolete,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,Boletineae,,Boletaceae,,native,unlisted,reported,unobserved,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,,485374,FUN
Coniophora puteana,(Schumach.) P. Karst,,wet rot fungus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,,,Coniophoraceae,,native,unlisted,new 2017,observed,,,,,,2017-12-08,Kevin Toomer,https://www.inaturalist.org/observations/9094382,https://static.inaturalist.org/photos/12283928/large.jpg?1512781507,,154741,FUN
Chroogomphus rutilus,(Schaeff.) O.K. Mill.,,colourful chroogomphus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,,,Gomphidiaceae,,native,unlisted,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,,,FUN
Chroogomphus tomentosus,(Murrill) O.K. Mill.,,woolly chroogomphus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,,,Gomphidiaceae,,native,unlisted,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,,,FUN
Gomphidius glutinosus,(Schaeff.) Fr.,,slimy spike,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,,,Gomphidiaceae,,native,unlisted,reported,unobserved,2016-11-07,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,,48424,FUN
Gomphidius oregonensis,Peck,,insidious gomphidius,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,,,Gomphidiaceae,,native,unlisted,confirmed,observed,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,2017-11-22,Kevin Toomer,https://www.inaturalist.org/observations/8908014,https://static.inaturalist.org/photos/11989863/medium.jpg?1511454886,,64097,FUN
Gomphidius smithii,Singer,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,,,Gomphidiaceae,,native,unlisted,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,,,FUN
Gomphidius subroseus,Kauffman,,rosy gomphidius,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,,,Gomphidiaceae,,native,unlisted,reported,unobserved,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,,,FUN
Hygrophoropsis aurantiaca,(Wulfen) Maire,,false chanterelle,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,,,Hygrophoropsidaceae,,native,unlisted,confirmed,observed,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,2018-10-29,Christopher Heffley,https://www.inaturalist.org/observations/17946919,https://static.inaturalist.org/photos/27422235/medium.jpg?1540854241,,63538,FUN
Paxillus involutus,,,brown rollrim,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,,,Paxillaceae,,native,unlisted,reported,unobserved,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,,,FUN
Tapinella atrotomentosa,(Batsch) Šutara,,velvet pax,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,,,Paxillaceae,,native,unlisted,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,reported as Paxillus atrotomentosus,,FUN
Rhizopogon parksii,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,,,Rhizopogonaceae,,native,unlisted,new 2017,observed,,,,,,2019-02-24,Kath Boake Wüthrich,https://www.inaturalist.org/observations/20748243,https://static.inaturalist.org/photos/31992337/medium.jpg?1551068788,,384120,FUN
Rhizopogon villosulus,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,,,Rhizopogonaceae,,native,unlisted,reported,unobserved,,Geoffrey G.E. Scudder,UBC,,,,,,,,,FUN
Scleroderma cepa,,,onion earthball,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,Sclerodermatineae,,Sclerodermataceae,,native,unlisted,new 2016,observed,,,,,,2016-07-19,Adam Huggins,http://www.inaturalist.org/observations/3707251,https://static.inaturalist.org/photos/4304498/medium.jpeg?1468973389,,118147,FUN
Scleroderma citrinum,,,common earthball,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,Sclerodermatineae,,Sclerodermataceae,,native,unlisted,reported,unobserved,2016-11-07,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,,,FUN
Suillus brevipes,,,Short-stemmed Slippery Jack,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,Suillineae,,Suillaceae,,native,unlisted,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,,,FUN
Suillus caerulescens,A.H. Sm. & Thiers,,Douglas-fir suillus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,Suillineae,,Suillaceae,,native,unlisted,reported,unobserved,2016-11-07,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,,63505,FUN
Suillus lakei,,,western painted Suillus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,Suillineae,,Suillaceae,,native,unlisted,confirmed,observed,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,2018-10-21,Andrew Simon,https://www.inaturalist.org/observations/17730177,https://static.inaturalist.org/photos/27035538/medium.jpeg?1540171950,,118159,FUN
Suillus luteus,,,Slippery Jack,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,Suillineae,,Suillaceae,,native,unlisted,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,,,FUN
Suillus tomentosus,,,Blue-ing Slippery Jack,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,Suillineae,,Suillaceae,,native,unlisted,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,,,FUN
Cantharellus formosus,Corner,,pacific golden chanterelle,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Cantharellales,,,Cantharellaceae,,native,unlisted,confirmed,observed,2016-11-07,Rene Zich,15th Galiano Mushroom Festival List,,,2018-11-05,Larissa Marie,https://www.inaturalist.org/observations/18154444,https://static.inaturalist.org/photos/27751594/medium.jpg?1541475879,,120443,FUN
Cantharellus subalbidus,A.H. Sm. & Morse,,white chanterelle,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Cantharellales,,,Cantharellaceae,,native,unlisted,confirmed,observed,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,2016-10-12,Andrew Simon,http://www.inaturalist.org/observations/4337478,https://static.inaturalist.org/photos/5208710/medium.jpeg?1476334461,,54132,FUN
Craterellus tubaeformis,(Fr.) Quél.,,winter chanterelle,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Cantharellales,,,Cantharellaceae,,native,unlisted,confirmed,observed,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,2019-12-07,Richard Ward,https://www.inaturalist.org/observations/36453668,https://static.inaturalist.org/photos/57624246/medium.jpeg?1575769448,reported as Cantharellus infundibuliformis (Scop.) Fr.,,FUN
Clavulina coralloides,,,crested coral fungus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Cantharellales,,,Clavulinaceae,,native,unlisted,confirmed,observed,2016-11-07,Rene Zich,15th Galiano Mushroom Festival List,,,2016-10-28,Sarah Tweedale,http://inaturalist.ca/observations/4451994,https://static.inaturalist.org/photos/5363323/medium.jpg?1477683620,syn. Clavulina coralloides reported,63258,FUN
Clavulina rugosa,(Bull.) J. Schröt.,,wrinkled coral fungus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Cantharellales,,,Clavulinaceae,,native,unlisted,confirmed,observed,2010-04,Paul Kroeger,UBC,F22069,,2019-01-27,Andrew Simon,https://www.inaturalist.org/observations/19917599,https://static.inaturalist.org/photos/30722041/medium.jpeg?1548634892,,81961,FUN
Hydnum repandum,L.,,hedgehog,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Cantharellales,,,Hydnaceae,,native,unlisted,reported,unobserved,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,,,FUN
Geastrum quadrifidum,Pers.,,earthstar,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Phallomycetidae,,Geastrales,,,Geastraceae,,native,unlisted,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,,,FUN
Geastrum saccatum,Fr.,,sessile earthstar,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Phallomycetidae,,Geastrales,,,Geastraceae,,native,unlisted,reported,unobserved,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,,63557,FUN
Sphaerobolus stellatus,Tode,,canon fungus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Phallomycetidae,,Geastrales,,,Sphaerobolaceae,,native,unlisted,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,,,FUN
Gloeophyllum sepiarium,,,Conifer Mazegill,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Gloeophyllales,,,Gloeophyllaceae,,native,unlisted,new 2019,observed,,,,,,2019-09-21,Gwen Janz,https://www.inaturalist.org/observations/33436066,https://static.inaturalist.org/photos/52515189/medium.jpeg?1569518073,,67338,FUN
Clavariadelphus truncatus,(Quél.) Donk,,flat-topped club coral,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Phallomycetidae,,Gomphales,,,Clavariadelphaceae,,native,unlisted,confirmed,observed,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,2013-10-26,Ian Guthrie,http://www.inaturalist.org/observations/4207744,https://static.inaturalist.org/photos/5017330/medium.jpg?1474911456,,55160,FUN
Ramaria conjunctipes,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Phallomycetidae,,Gomphales,,,Gomphaceae,,native,unlisted,reported,unobserved,2016-11,Rene Zich,,,,,,,,,,FUN
Ramaria cyaneigranosa,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Phallomycetidae,,Gomphales,,,Gomphaceae,,native,unlisted,new 2018,observed,,,,,,2018-05-04,Andrew Simon,https://www.inaturalist.org/observations/12407133,https://static.inaturalist.org/photos/17885235/medium.jpg?1526189223,,229790,FUN
Ramaria formosa,,,pink coral mushroom,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Phallomycetidae,,Gomphales,,,Gomphaceae,,native,unlisted,confirmed,observed,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,2018-12-02,Kevin Toomer,https://www.inaturalist.org/observations/19119886,https://static.inaturalist.org/photos/29347721/medium.jpg?1545324071,,48770,FUN
Ramaria gelatinosa,,,gelatinous coral mushroom,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Phallomycetidae,,Gomphales,,,Gomphaceae,,native,unlisted,reported,unobserved,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,,,FUN
Ramaria myceliosa,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Phallomycetidae,,Gomphales,,,Gomphaceae,,native,unlisted,reported,unobserved,2016-11-07,Rene Zich,,,,,,,,,,FUN
Ramaria stricta,,,upright coral fungus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Phallomycetidae,,Gomphales,,,Gomphaceae,,native,unlisted,confirmed,observed,2016-11-07,Rene Zich,15th Galiano Mushroom Festival List,,,2017-10-29,Kevin Toomer,https://www.inaturalist.org/observations/8603124,https://static.inaturalist.org/photos/11503746/medium.jpg?1509303884,,54228,FUN
Turbinellus floccosus,(Schwein.) Earle,,scaly chanterelle,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Phallomycetidae,,Gomphales,,,Gomphaceae,,native,unlisted,confirmed,observed,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,2013-10-26,Ian Guthrie,http://www.inaturalist.org/observations/4209885,https://static.inaturalist.org/photos/5020255/medium.jpg?1474925102,Reported as Gomphus floccosus,417398,FUN
Lentaria pinicola,(Burt) R.H. Peterson,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Phallomycetidae,,Gomphales,,,Lentariaceae,,native,unlisted,reported,unobserved,2011-10,Kent Brothers,VMS,,,,,,,,,FUN
Coltricia perennis,(L.) Murrill,,fairy stool,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Hymenochaetales,,,Hymenochaetaceae,,native,unlisted,reported,unobserved,2016-11-07,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,,,FUN
Fuscoporia ferruginosa,(Schrad.) Murrill,,rusty porecrust,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Hymenochaetales,,,Hymenochaetaceae,,native,unlisted,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,reported as Phellinus ferruginosus,,FUN
Hydnoporia tabacina,"(Sowerby) Spirin, Miettinen & K.H. Larss.",,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Hymenochaetales,,,Hymenochaetaceae,,native,unlisted,reported,unobserved,2010-04,Kent Brothers,VMS,,,,,,,reported as Pseudochaete tabacina,,FUN
Inonotus tomentosus,(Fr.) Teng,,woolly velvet polypore,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Hymenochaetales,,,Hymenochaetaceae,,native,unlisted,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,,,FUN
Phellinus igniarius,,,False Tinder Conk,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Hymenochaetales,,,Hymenochaetaceae,,native,unlisted,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,,,FUN
