Taxon,Author,Subtaxon Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Origin,Status,Reporting Status,iNat Observation,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,GBIF ID,First Observed,Observer,iNaturalist Link,iNaturalist Photo,Notes,ID,Critical Notes
Ammodytes personatus,"Girard, 1856",,Pacific sand lance,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Ammodytidae,,,,confirmed,observed,1993-08-16,Andy Lamb & Donna Gibbs,PMLS,,,2011-05-20,Karolle Wall,http://www.inaturalist.org/observations/4028615,https://static.inaturalist.org/photos/4762503/medium.jpg?1472949647,,130238,Reported as Ammodytes hexapterus; this species complex has changed: Ammodytes personatus is the local species; Arctic sand lance are now presumed to only be in the Arctic.
Anarrhichthys ocellatus,"Ayres, 1855",,wolf-eel,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Anarhichadidae,,,,reported,unobserved,1985-12-08,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Ronquilus jordani,"(Gilbert, 1889)",,northern ronquil,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Bathymasteridae,,,,reported,unobserved,1971-08-21,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Brachyistius frenatus,"Gill, 1862",,kelp perch,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Embiotocidae,,,,reported,unobserved,1985-12-07,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Cymatogaster aggregata,"Gibbons, 1854",,shiner perch,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Embiotocidae,,,,confirmed,observed,1982-06-09,K.D. Genereux,CMN,CMNFI 1985-0087.1,,2018-08-29,Tom Appleby,https://www.inaturalist.org/observations/16014197,https://static.inaturalist.org/photos/23985327/original.jpg?1535584201,,98855,
Embiotoca lateralis,"Agassiz, 1854",,striped seaperch,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Embiotocidae,,,,reported,unobserved,1982-06-08,Claudia E. Kasserra,CMN,CMNFI 1985-0086.1,,,,,,,117555,
Rhacochilus vacca,"(Girard, 1855)",,pile perch,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Embiotocidae,,,,reported,unobserved,1973-09-20,Andy Lamb & Donna Gibbs,PMLS,,,,,,,reported as Damalichthys vacca,,
Clevelandia ios,"(Jordan & Gilbert, 1882)",,arrow goby,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Gobiidae,Gobionellinae,,,new 2017,observed,,,,,,2017-05-26,Karolle Wall,https://www.inaturalist.org/observations/7648112,https://static.inaturalist.org/photos/10006904/large.jpg?1503689037,,117564,
Rhinogobiops nicholsii,"(Bean, 1882)",,blackeye goby,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Gobiidae,Gobiinae,,,confirmed,observed,1968-08-02,Andy Lamb & Donna Gibbs,PMLS,,,2016-02-07,Peter Luckham,http://www.inaturalist.org/observations/2763449,https://static.inaturalist.org/photos/3127718/medium.jpg?1457577990,,132521,
Apodichthys flavidus,"Girard, 1854",,penpoint gunnel,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Pholidae,,,,confirmed,observed,1982-06-09,K.D. Genereux,CMN,CMNFI 1985-0087.5,,2013-06-22,Karolle Wall,http://www.inaturalist.org/observations/4015148,https://static.inaturalist.org/photos/4742119/large.jpg?1472786735,,67408,
Pholis clemensi,"Rosenblatt, 1964",,longfin gunnel,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Pholidae,,,,reported,unobserved,1994-10-07,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Pholis laeta,"(Cope, 1873)",,crescent gunnel,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Pholidae,,,,confirmed,observed,1982-06-09,K.D. Genereux,CMN,CMNFI 1985-0087.6,,2013-07-07,Karolle Wall,http://www.inaturalist.org/observations/4032541,https://static.inaturalist.org/photos/4768198/medium.jpg?1473009277,,67362,
Ptilichthys goodei,"Bean, 1881",,quillfish,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Ptilichthyidae,,,,reported,unobserved,2006-06-23,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Anoplarchus purpurescens,"Gill, 1861",,high cockscomb,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Stichaeidae,Xiphisterinae,,,confirmed,observed,1969-02-22,Andy Lamb & Donna Gibbs,PMLS,,,2015-08-28,Andrew Simon,https://www.inaturalist.org/observations/2580652,https://static.inaturalist.org/photos/2880832/large.JPG?1452761026,,67316,
Chirolophis decoratus,"(Jordan & Snyder, 1902)",,decorated warbonnet,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Stichaeidae,Chirolophinae,,,reported,unobserved,1993-08-16,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Chirolophis nugator,"(Jordan & Williams in Jordan & Starks, 1895)",,mosshead warbonnet,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Stichaeidae,Chirolophinae,,,confirmed,observed,1981-05-31,Andy Lamb & Donna Gibbs,PMLS,,,2019-05-04,Isabelle M. Côté,https://www.inaturalist.org/observations/24798244,https://static.inaturalist.org/photos/38352194/medium.jpg?1557343644,,216743,
Lumpenus sagitta,"Wilimovsky, 1956",,snake prickleback,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Stichaeidae,Lumpeninae,,,new 2017,observed,,,,,,2017-05-30,Karolle Wall,https://www.inaturalist.org/observations/7647286,https://static.inaturalist.org/photos/10005433/medium.jpg?1503684535,,224164,
Phytichthys chirus,"(Jordan & Gilbert, 1880)",,ribbon prickleback,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Stichaeidae,Xiphisterinae,,,reported,unobserved,1960-12-22,Donald E. McAllister & M. O. Yesaki,CMN,CMNFI 1960-0499C.2,,,,,,,,new record from CMN
Xiphister mucosus,"(Girard, 1858)",,rock eel,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Stichaeidae,Xiphisterinae,,,new 2020,observed,,,,,,2020-08-15,Andrew Simon,https://www.inaturalist.org/observations/57099177,https://static.inaturalist.org/photos/90992058/medium.jpeg?1597958356,,67628,
Citharichthys stigmaeus,"Jordan & Gilbert, 1882",,speckled sanddab,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Pleuronectiformes,Pleuronectoidei,Pleuronectoidea,Paralichthyidae,,,,confirmed,observed,1993-05-09,Andy Lamb & Donna Gibbs,PMLS,,,2016-07-05,Karolle Wall,http://www.inaturalist.org/observations/4014940,https://static.inaturalist.org/photos/4741761/medium.jpg?1472784980,,47526,
Lepidopsetta bilineata,"(Ayres, 1855)",,rock sole,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Pleuronectiformes,Pleuronectoidei,Pleuronectoidea,Pleuronectidae,Pleuronectinae,,,reported,unobserved,1985-12-07,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Lyopsetta exilis,"(Jordan & Gilbert, 1880)",,slender sole,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Pleuronectiformes,Pleuronectoidei,Pleuronectoidea,Pleuronectidae,Pleuronectinae,,,new 2017,observed,,,,,,2008-05-24,J.W.F. Chu,https://www.inaturalist.org/observations/8533887,https://static.inaturalist.org/photos/11398013/medium.jpg?1508871108,,104926,
Parophrys vetulus,"Girard, 1854",,English sole,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Pleuronectiformes,Pleuronectoidei,Pleuronectoidea,Pleuronectidae,Pleuronectinae,,,reported,unobserved,1982-06-09,J. M. Ellis,CMN,CMNFI 1985-0088.1,,,,,,,117545,
Platichthys stellatus,"(Pallas, 1787)",,starry flounder,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Pleuronectiformes,Pleuronectoidei,Pleuronectoidea,Pleuronectidae,Pleuronectinae,,,reported,unobserved,1982-06-09,J. M. Ellis,CMN,CMNFI 1985-0088.2,,,,,,,83170,
Pleuronichthys coenosus,"Girard, 1854",,C-O sole,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Pleuronectiformes,Pleuronectoidei,Pleuronectoidea,Pleuronectidae,Pleuronectinae,,,confirmed,observed,1994-02-27,Andy Lamb & Donna Gibbs,PMLS,,,2013-06-22,Karolle Wall,http://www.inaturalist.org/observations/4015105,https://static.inaturalist.org/photos/4742064/medium.jpg?1472786381,,228393,
Oncorhynchus clarkii,"(Richardson, 1836)",,cutthroat trout,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Salmoniformes,Salmonoidei,,Salmonidae,Salmoninae,,,reported,unobserved,2000-01-01,Keith Erickson,"1999 / 2000 Urban Salmon Habitat Program Final Report. 2000. Keith Erickson. Galiano Conservancy Association. Galiano Island, BC",,,,,,,,,
Oncorhynchus keta,"(Walbaum in Artedi, 1792)",,chum salmon,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Salmoniformes,Salmonoidei,,Salmonidae,Salmoninae,,,reported,unobserved,2013-05-17,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Oncorhynchus kisutch,"(Walbaum, 1792)",,coho salmon,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Salmoniformes,Salmonoidei,,Salmonidae,Salmoninae,,,reported,unobserved,2000-01-01,Keith Erickson,"1999 / 2000 Urban Salmon Habitat Program Final Report. 2000. Keith Erickson. Galiano Conservancy Association. Galiano Island, BC",,,,,,,,,
Oncorhynchus tshawytscha,"(Walbaum, 1792)",,chinook salmon,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Salmoniformes,Salmonoidei,,Salmonidae,Salmoninae,,,new 2017,observed,,,,,,2017-02-12,Christina Robinson,https://www.inaturalist.org/observations/5101395,https://static.inaturalist.org/photos/6270737/medium.jpg?1486962958,,54191,
Agonopsis vulsa,"(Jordan & Gilbert, 1880)",,northern spearnose poacher,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,Cottoidei,Cottoidea,Agonidae,Agoninae,,,reported,unobserved,1995-02-25,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Odontopyxis trispinosa,"Lockington, 1880",,pygmy poacher,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,Cottoidei,Cottoidea,Agonidae,Bathyagoninae,,,confirmed,observed,2006-06-30,Andy Lamb & Donna Gibbs,PMLS,,,2017-07-25,Karolle Wall,https://www.inaturalist.org/observations/7238958,https://static.inaturalist.org/photos/9349625/medium.jpg?1501194861,,226210,
Podothecus accipenserinus,"(Tilesius, 1813)",,sturgeon poacher,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,Cottoidei,Cottoidea,Agonidae,Agoninae,,,reported,unobserved,1995-02-23,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Artedius fenestralis,"Jordan & Gilbert, 1883",,padded sculpin,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,Cottoidei,Cottoidea,Cottidae,,,,confirmed,observed,1968-08-02,Andy Lamb & Donna Gibbs,PMLS,,,2013-10-13,Peter Luckham,http://www.inaturalist.org/observations/2976334,https://static.inaturalist.org/photos/3420609/medium.jpg?1461099471,,117527,
Artedius harringtoni,"(Starks, 1896)",,scalyhead sculpin,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,Cottoidei,Cottoidea,Cottidae,,,,confirmed,observed,1969-02-21,Andy Lamb & Donna Gibbs,PMLS,,,2015-01-01,Peter Luckham,http://www.inaturalist.org/observations/2797281,https://static.inaturalist.org/photos/3175104/medium.jpg?1458270463,,117528,
Artedius lateralis,"(Girard, 1854)",,smoothhead sculpin,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,Cottoidei,Cottoidea,Cottidae,,,,reported,unobserved,1985-12-08,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Asemichthys taylori,"Gilbert, 1912",,spinynose sculpin,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,Cottoidei,Cottoidea,Cottidae,,,,confirmed,observed,1973-09-20,Andy Lamb & Donna Gibbs,PMLS,,,2013-10-13,Peter Luckham,http://www.inaturalist.org/observations/2975888,https://static.inaturalist.org/photos/3419987/medium.jpg?1461096959,,172639,
Chitonotus pugetensis,"(Steindachner, 1876)",,roughback sculpin,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,Cottoidei,Cottoidea,Cottidae,,,,reported,unobserved,1985-12-07,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Enophrys bison,"(Girard, 1854)",,buffalo sculpin,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,Cottoidei,Cottoidea,Cottidae,,,,confirmed,observed,1981-05-31,Andy Lamb & Donna Gibbs,PMLS,,,2013-10-13,Peter Luckham,http://www.inaturalist.org/observations/2976525,https://static.inaturalist.org/photos/3420725/medium.jpg?1461100027,,117536,
Hemilepidotus hemilepidotus,"(Tilesius, 1811)",,red Irish lord,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,Cottoidei,Cottoidea,Cottidae,,,,confirmed,observed,1985-07-29,Andy Lamb & Donna Gibbs,PMLS,,,2015-05-16,Peter Luckham,http://www.inaturalist.org/observations/2854794,https://static.inaturalist.org/photos/3256887/medium.jpg?1459381706,,221165,
Icelinus tenuis,"Gilbert, 1890",,spotfin sculpin,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,Cottoidei,Cottoidea,Cottidae,,,,confirmed,observed,1971-08-21,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,222146,
Jordania zonope,"Starks, 1895",,longfin sculpin,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,Cottoidei,Cottoidea,Cottidae,,,,confirmed,observed,1969-02-21,Andy Lamb & Donna Gibbs,PMLS,,,2016-02-07,Peter Luckham,http://www.inaturalist.org/observations/2763466,https://static.inaturalist.org/photos/3127747/medium.jpg?1457578330,,222465,
Leptocottus armatus,"Girard, 1854",,Pacific staghorn sculpin,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,Cottoidei,Cottoidea,Cottidae,,,,reported,unobserved,1982-06-09,K.D. Genereux,CMN,CMNFI 1985-0087.3,,,,,,,49163,
Myoxocephalus polyacanthocephalus,"(Pallas, 1814)",,great sculpin,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,Cottoidei,Cottoidea,Cottidae,,,,confirmed,observed,1982-06-09,K.D. Genereux,CMN,CMNFI 1985-0087.4,,2019-08-29,Andrew Simon,https://www.inaturalist.org/observations/32022362,https://static.inaturalist.org/photos/50178873/original.jpeg?1567466628,,47640,
Oligocottus maculosus,"Girard, 1856",,tidepool sculpin,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,Cottoidei,Cottoidea,Cottidae,,,,confirmed,observed,1960-12-22,Donald E. McAllister & M. O. Yesaki,CMN,CMNFI 1960-0499C.1,,2017-05-29,Karolle Wall,https://www.inaturalist.org/observations/7647288,https://static.inaturalist.org/photos/10005456/medium.jpg?1503684630,,67629,
Scorpaenichthys marmoratus,"(Ayres, 1854)",,cabezon,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,Cottoidei,Cottoidea,Cottidae,,,,reported,unobserved,1973-09-20,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Synchirus gilli,"Bean, 1890",,manacled sculpin,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,Cottoidei,Cottoidea,Cottidae,,,,reported,unobserved,1996-09-28,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Triglops macellus,"(Bean, 1884)",,roughspine sculpin,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,Cottoidei,Cottoidea,Cottidae,,,,reported,unobserved,2013-10-20,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Nautichthys oculofasciatus,"(Girard, 1858)",,sailfin sculpin,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,Cottoidei,Cottoidea,Hemitripteridae,,,,confirmed,observed,1995-02-24,Andy Lamb & Donna Gibbs,PMLS,,,2015-04-15,Karolle Wall,http://www.inaturalist.org/observations/3706257,https://static.inaturalist.org/photos/4303863/medium.jpg?1468968686,,183019,
Hexagrammos decagrammus,"(Pallas, 1810)",,kelp greenling,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,Hexagrammoidei,Hexagrammoidea,Hexagrammidae,Hexagramminae,,,confirmed,observed,1982-06-08,C. E. Kasserra,CMN,CMNFI 1985-0086.4,,2017-07-07,Karolle Wall,https://www.inaturalist.org/observations/6967042,https://static.inaturalist.org/photos/8911997/medium.jpg?1499526792,,68596,
Hexagrammos stelleri,"Tilesius, 1810",,whitespotted greenling,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,Hexagrammoidei,Hexagrammoidea,Hexagrammidae,Hexagramminae,,,confirmed,observed,1982-06-09,K.D. Genereux,CMN,CMNFI 1985-0087.2,,2016-07-05,Karolle Wall,http://www.inaturalist.org/observations/4015063,https://static.inaturalist.org/photos/4741973/medium.jpg?1472786009,,186849,
Ophiodon elongatus,"Girard, 1854",,lingcod,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,Hexagrammoidei,Hexagrammoidea,Hexagrammidae,Ophiodontinae,,,confirmed,observed,1968-08-02,Andy Lamb & Donna Gibbs,PMLS,,,2016-02-18,Peter Luckham,http://www.inaturalist.org/observations/2755465,https://static.inaturalist.org/photos/3116302/medium.jpg?1457384753,,52539,
Oxylebius pictus,"Gill, 1862",,painted greenling,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,Hexagrammoidei,Hexagrammoidea,Hexagrammidae,Oxylebiinae,,,confirmed,observed,1971-08-21,Andy Lamb & Donna Gibbs,PMLS,,,2019-05-05,Emily Adamczyk,https://www.inaturalist.org/observations/24797825,https://static.inaturalist.org/photos/38351413/medium.jpeg?1557343041,,48452,
Liparis dennyi,"Jordan & Starks, 1895",,marbled snailfish,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,Cottoidei,Cyclopteroidea,Liparidae,,,,reported,unobserved,1995-02-23,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Liparis pulchellus,"Ayres, 1855",,showy snailfish,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,Cottoidei,Cyclopteroidea,Liparidae,,,,confirmed,observed,1995-02-23,Andy Lamb & Donna Gibbs,PMLS,,,2013-10-13,Peter Luckham,http://www.inaturalist.org/observations/2976683,https://static.inaturalist.org/photos/3420958/medium.jpg?1461100641,,223899,
Psychrolutes sigalutes,"(Jordan & Starks, 1895)",,soft sculpin,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,Cottoidei,Cottoidea,Psychrolutidae,,,,new 2016,observed,,,,,,2011-09-22,Karolle Wall,http://www.inaturalist.org/observations/4051923,https://static.inaturalist.org/photos/4798657/medium.jpg?1473204757,,229295,
Rhamphocottus richardsonii,"Gônther, 1874",,grunt sculpin,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,Cottoidei,Cottoidea,Rhamphocottidae,,,,confirmed,observed,1981-05-31,Andy Lamb & Donna Gibbs,PMLS,,,2010-07-14,Karolle Wall,http://www.inaturalist.org/observations/4052031,https://static.inaturalist.org/photos/4798682/medium.jpg?1473205023,,51881,
Sebastes auriculatus,"Girard, 1854",,brown rockfish,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,Scorpaenoidei,,Sebastidae,Sebastinae,,,reported,unobserved,1973-09-20,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Sebastes caurinus,"Richardson, 1844",,copper rockfish,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,Scorpaenoidei,,Sebastidae,Sebastinae,,,confirmed,observed,1968-08-02,Andy Lamb & Donna Gibbs,PMLS,,,2016-05-06,Karolle Wall,http://www.inaturalist.org/observations/3707593,https://static.inaturalist.org/photos/4305810/medium.jpg?1468983285,,68597,
Sebastes diploproa,"(Gilbert, 1890)",,splitnose rockfish,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,Scorpaenoidei,,Sebastidae,Sebastinae,,,reported,unobserved,1971-08-21,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Sebastes emphaeus,"(Starks, 1911)",,Puget Sound rockfish,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,Scorpaenoidei,,Sebastidae,Sebastinae,,,confirmed,observed,1993-08-16,Andy Lamb & Donna Gibbs,PMLS,,,2015-05-16,Peter Luckham,http://www.inaturalist.org/observations/2854781,https://static.inaturalist.org/photos/3257132/medium.jpg?1459384258,,64468,
Sebastes flavidus,"(Ayres, 1862)",,yellowtail rockfish,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,Scorpaenoidei,,Sebastidae,Sebastinae,,,reported,unobserved,1971-08-21,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Sebastes maliger,"(Jordan & Gilbert, 1880)",,quillback rockfish,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,Scorpaenoidei,,Sebastidae,Sebastinae,,,confirmed,observed,1982-06-08,C. E. Kasserra,CMN,CMNFI 1985-0086.2,,2016-02-07,Peter Luckham,http://www.inaturalist.org/observations/2763497,https://static.inaturalist.org/photos/3127787/medium.jpg?1457578777,,63386,
Sebastes melanops,"Girard, 1856",,black rockfish,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,Scorpaenoidei,,Sebastidae,Sebastinae,,,reported,unobserved,1993-08-16,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Sebastes nigrocinctus,"Ayres, 1859",,tiger rockfish,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,Scorpaenoidei,,Sebastidae,Sebastinae,,,reported,unobserved,1971-08-21,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Sebastes ruberrimus,"(Cramer, 1895)",,yellow-eye rockfish,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,Scorpaenoidei,,Sebastidae,Sebastinae,,,confirmed,observed,1982-06-08,C. E. Kasserra,CMN,CMNFI 1985-0086.3,,2015-05-16,Peter Luckham,http://www.inaturalist.org/observations/2854164,https://static.inaturalist.org/photos/3256011/medium.jpg?1459375796,,63695,
Syngnathus leptorhynchus,"Girard, 1854",,bay pipefish,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Syngnathiformes,,,Syngnathidae,Syngnathinae,,,confirmed,observed,1985-12-07,Andy Lamb & Donna Gibbs,PMLS,,,2016-07-03,Paz Touchburn,http://www.inaturalist.org/observations/3612908,https://static.inaturalist.org/photos/4172035/medium.JPG?1467577966,,54538,
Hydrolagus colliei,"(Lay & Bennett, 1839)",,spotted ratfish,Animalia,Chordata,Vertebrata,,Chondrichthyes,Holocephali,,Chimaeriformes,,,Chimaeridae,,,,reported,unobserved,1971-08-21,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,84182,
Beringraja binoculata,"Girard, 1855",,big skate,Animalia,Chordata,Vertebrata,,Chondrichthyes,Elasmobranchii,,Rajiformes,,,Rajidae,Rajinae,,,reported,unobserved,1995-02-23,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,607477,
