Taxon,Author,Subtaxon Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Origin,Status,Reporting Status,iNat Observation,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,GBIF ID,First Observed,Observer,iNaturalist Link,iNaturalist Photo,Notes,ID,Critical Notes
Nephtys sp.,"Cuvier, 1817",,goddess-worm,Animalia,Annelida,,,Polychaeta,Errantia,,Phyllodocida,incertae sedis,,Nephtyidae,,,,reported,unobserved,1969-02-22,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,117607,
Nereis sp.,"Linnaeus, 1758",,little pileworm sea-nymph,Animalia,Annelida,,,Polychaeta,Errantia,,Phyllodocida,Nereidiformia,,Nereididae,,,,reported,unobserved,2008-03-01,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,339256,Nereis procera cannot be identified without dissection. Unless it was collected & given to a taxonomist any dive observation will most likely be wrong
Nereis cf zonata,"Malmgren, 1867",,ragworm,Animalia,Annelida,,,Polychaeta,Errantia,,Phyllodocida,Nereidiformia,,Nereididae,,,,reported,unobserved,1986-09-30,,RBCM,986-00197-016,1898310721,,,,,,347330,NEP specimens are likely to be mis-identified as the name is a holdover from when European literature dominated polychaete systematics. It was described from the Arctic & is a European species. Northern European specimens have a distinct color pattern similar to our Cheilonereis cyclurus that is very different from NEP worms id'ed as N. zonata. I would change the Galiano record to Nereis cf. zonata
Nereis vexillosa,"Grube, 1851",,banner sea-nymph,Animalia,Annelida,,,Polychaeta,Errantia,,Phyllodocida,Nereidiformia,,Nereididae,,,,reported,unobserved,1969-02-22,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,81790,
Platynereis bicanaliculata,"(Baird, 1863)",,polychaete worm,Animalia,Annelida,,,Polychaeta,Errantia,,Phyllodocida,Nereidiformia,,Nereididae,,,,new 2019,observed,,,,,,2019-05-04,Emily Adamczyk,https://www.inaturalist.org/observations/24749850,https://static.inaturalist.org/photos/38192358/medium.jpg?1557184369,,129876,
Trypanosyllis sp.,"Claparède, 1864",,purple-stub necklace-worm,Animalia,Annelida,,,Polychaeta,Errantia,,Phyllodocida,Nereidiformia,,Syllidae,Syllinae,,,reported,unobserved,1985-08-02,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Trypanedenta gemmipara,"(Johnson, 1901)",,syllid worm,Animalia,Annelida,,,Polychaeta,Errantia,,Phyllodocida,Nereidiformia,,Syllidae,Syllinae,,,reported,unobserved,1986-09-30,,RBCM,986-00197-017,1898311580,,,,,,1136121,valid species for the area
Epigamia cf alexandri,"(Malmgren, 1867)",,syllid worm,Animalia,Annelida,,,Polychaeta,Errantia,,Phyllodocida,Nereidiformia,,Syllidae,Autolytinae,,,reported,unobserved,1986-09-30,,RBCM,986-00197-018,1898293180,,,,,,1136117,Valid species but again an older European name that is most probably not here. What is here is Epigamia magna (Berkeley 1923)
Arctonoe fragilis,"(Baird, 1863)",,fragile ruffled scaleworm,Animalia,Annelida,,,Polychaeta,Errantia,,Phyllodocida,Aphroditiformia,,Polynoidae,,,,reported,unobserved,1975-06-18,T. Kessler,RBCM,975-00227-001,1898315965,,,,,,69914,
Arctonoe pulchra,"(Johnson, 1897)",,red commensal scaleworm,Animalia,Annelida,,,Polychaeta,Errantia,,Phyllodocida,Aphroditiformia,,Polynoidae,,,,confirmed,observed,1975-06-18,T. Kessler,RBCM,975-00227-003,1898314750,2019-05-04,Norah Brown,https://www.inaturalist.org/observations/24535513,https://static.inaturalist.org/photos/37938800/medium.jpeg?1557001322,,465156,
Arctonoe vittata,"(Grube, 1855)",,red-banded commensal scaleworm,Animalia,Annelida,,,Polychaeta,Errantia,,Phyllodocida,Aphroditiformia,,Polynoidae,,,,reported,unobserved,1975-06-18,T. Kessler,RBCM,975-00227-002,1898294448,,,,,,122163,
Halosydna brevisetosa,"Kinberg, 1856",,eighteen-scaled worm,Animalia,Annelida,,,Polychaeta,Errantia,,Phyllodocida,Aphroditiformia,,Polynoidae,,,,confirmed,observed,1969-02-22,Andy Lamb & Donna Gibbs,PMLS,,,2019-05-05,Dave Metzger,https://www.inaturalist.org/observations/25586752,https://static.inaturalist.org/photos/39647375/medium.jpg?1558564709,,71236,
Harmothoe fragilis,"Moore, 1910",,chocolate & white scaleworm,Animalia,Annelida,,,Polychaeta,Errantia,,Phyllodocida,Aphroditiformia,,Polynoidae,,,,reported,unobserved,2012-10-06,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,873903,
Tomopteris pacifica,"Izuka, 1914",,tailed Pacific transparent-worm,Animalia,Annelida,,,Polychaeta,Errantia,,Phyllodocida,incertae sedis,,Tomopteridae,,,,reported,unobserved,2010-05-30,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,693689,
Neosabellaria cementarium,"(Moore, 1906)",,cemented sandmason tubeworm,Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,Sabellariidae,,,,reported,unobserved,1996-09-28,Andy Lamb & Donna Gibbs,PMLS,,,,,,,reported as Sabellaria cementarium,339237,Neosabellaria is correct
Acromegalomma sp.,"Gil & Nishi, 2017",,bristle worm,Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,Sabellariidae,,,,reported,unobserved,1995-02-23,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,781286,valid genus for the area
Chone aurantiaca,"(Johnson, 1901)",,orange feather-duster,Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,Sabellidae,Sabellinae,,,reported,unobserved,1999-05-04,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,356415,
Eudistylia vancouveri,"(Kinberg, 1866)",,Vancouver feather-duster,Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,Sabellidae,Sabellinae,,,confirmed,observed,1969-02-21,Andy Lamb & Donna Gibbs,PMLS,,,2015-01-01,Peter Luckham,http://www.inaturalist.org/observations/2797277,https://static.inaturalist.org/photos/3175031/medium.jpg?1458270041,,84864,
Myxicola sp.A,Harris (provisional species name),,petite slime-tube feather-duster,Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,Sabellidae,Sabellinae,,,reported,unobserved,2018-06-19,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,492594,"""Myxicola aesthetica"" Leslie Harris, polychaete expert, remarks: ""different NEP websites & publications report this soft-sediment worm as both M. infundibulum & M. aesthetica, which is the first part of the confusion. In Europe M. infundibulum is found in soft-sediments & M. aesthetica is the one hanging from docks & hard-surfaces so if our NEP specimens are really the same as a European species they would be M. infundibulum. However, our NEP specimens are distinctly different both morphologically & genetically from infundibulum. The second part of the confusion is what to call them. In the past several NEP species of Myxicola were described from California, Puget Sound, & Alaska. All of the original specimens need to be re-examined so we can decide what name (or names) to use in the NEP."""
Myxicola sp.B,Harris (provisional species name),,slime-tube feather-duster,Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,Sabellidae,Sabellinae,,,reported,unobserved,1993-05-09,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,49533,"""Myxicola infundibulum"" Leslie Harris, polychaete expert, remarks: ""different NEP websites & publications report this soft-sediment worm as both M. infundibulum & M. aesthetica, which is the first part of the confusion. In Europe M. infundibulum is found in soft-sediments & M. aesthetica is the one hanging from docks & hard-surfaces so if our NEP specimens are really the same as a European species they would be M. infundibulum. However, our NEP specimens are distinctly different both morphologically & genetically from infundibulum. The second part of the confusion is what to call them. In the past several NEP species of Myxicola were described from California, Puget Sound, & Alaska. All of the original specimens need to be re-examined so we can decide what name (or names) to use in the NEP."""
Parasabella media,Bush 1905,,parasol feather-duster,Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,Sabellidae,Sabellinae,,,reported,unobserved,1994-09-10,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,367054,
Schizobranchia insignis,"Bush, 1905",,split-branch feather-duster,Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,Sabellidae,Sabellinae,,,confirmed,observed,1969-02-21,Andy Lamb & Donna Gibbs,PMLS,,,2017-05-26,Karolle Wall,https://www.inaturalist.org/observations/7674363,https://static.inaturalist.org/photos/10049762/medium.jpg?1503850746,,339561,
Pseudopotamilla occelata,"Moore, 1905",,tubeworm,Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,Sabellidae,Sabellinae,,,confirmed,observed,1986-09-30,,RBCM,1986-09-30,1898311898,,,,,,485471,valid species for the area
Apomatus geniculatus,"(Moore & Bush, 1904)",,pearl-topped calcareous worm,Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,Serpulidae,,,,reported,unobserved,2007-10-14,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,375596,
Crucigera zygophora,"(Johnson, 1901)",,pale calcareous tubeworm,Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,Serpulidae,,,,reported,unobserved,1986-09-30,,RBCM,,,,,,,,543574,valid species for the area
Pileolaria spp.,"Claparède, 1868",,dwarf calcareous worm,Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,Serpulidae,Spirorbinae,,,reported,unobserved,1994-10-23,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,533325,
Protula pacifica,"Pixell, 1912",,white-crown calcareous tubeworm,Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,Serpulidae,,,,reported,unobserved,1981-05-31,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,538108,
Pseudochitinopoma occidentalis,"(Bush, 1905)",,western calcareous tubeworm,Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,Serpulidae,,,,reported,unobserved,2006-03-05,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,538107,
Salmacina tribranchiata,"(Moore, 1923)",,three-branch calcareous tubeworm,Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,Serpulidae,,,,reported,unobserved,2006-11-18,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,194972,
Serpula columbiana,"Johnson, 1901",,red-trumpet calcareous tubeworm,Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,Serpulidae,,,,confirmed,observed,1986-04-08,,RBCM,986-00191-010,,2015-09-25,Karolle Wall,http://www.inaturalist.org/observations/3706037,https://static.inaturalist.org/photos/4303535/medium.jpg?1468966530,,131207,collector name missing from metadata
Dodecaceria concharum,"Örsted, 1843",,coralline-encased filament-worm,Animalia,Annelida,,,Polychaeta,Canalipalpata,,Terebellida,,,Cirratulidae,,,,reported,unobserved,1999-07-31,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,464813,
Dodecaceria fewkesi,"Berkeley & Berkeley, 1954",,fringed filament-worm,Animalia,Annelida,,,Polychaeta,Canalipalpata,,Terebellida,,,Cirratulidae,,,,confirmed,observed,1969-02-21,Andy Lamb & Donna Gibbs,PMLS,,,2016-02-07,Peter Luckham,http://www.inaturalist.org/observations/2763488,https://static.inaturalist.org/photos/3127777/medium.jpg?1457578667,,192656,
Pista elongata,"Moore, 1909",,basket-top spaghetti-worm,Animalia,Annelida,,,Polychaeta,Canalipalpata,,Terebellida,,,Terebellidae,,,,reported,unobserved,1993-08-16,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,338339,
Neoleprea spiralis,"(Johnson, 1901)",,bristle worm,Animalia,Annelida,,,Polychaeta,Canalipalpata,,Terebellida,,,Terebellidae,Terebellinae,,,reported,unobserved,1986-09-30,,RBCM,986-00197-015,1898316402,,,,,,1136118,valid species for the area
Thelepus sp.,"Leuckart, 1849",,curly-head spaghetti-worm,Animalia,Annelida,,,Polychaeta,Canalipalpata,,Terebellida,,,Terebellidae,,,,reported,unobserved,1985-12-07,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,117588,
Sagittoidea,"Claus & Grobben, 1905",,arrow worm,Animalia,Chaetognatha,,,Sagittoidea,,,,,,,,,,reported,unobserved,1994-02-27,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,448318,"PMLS records of Parasagitta elegans cannot be confirmed; Eukrohnia hamata Mijbius (1875), has been documented within the Salish Sea, where it occurs infrequently, being an oceanic species occasionally borne in by the intrusion of offshore waters (Lea 1955, Gardner 2013)."
Tubulanus albocinctus,"(Coe, 1904)",,white-ringed ribbon worm,Animalia,Nemertea,,,Anopla,,,Palaeonemertea,,,Tubulanidae,,,,reported,unobserved,1996-05-29,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,873878,
Tubulanus polymorphus,"Renier, 1804",,orange ribbon worm,Animalia,Nemertea,,,Anopla,,,Palaeonemertea,,,Tubulanidae,,,,confirmed,observed,2008-08-23,Andy Lamb & Donna Gibbs,PMLS,,,2017-05-27,Karolle Wall,https://www.inaturalist.org/observations/7648049,https://static.inaturalist.org/photos/10006810/medium.jpg?1503688564,,117581,
Tubulanus sexlineatus,"(Griffin, 1898)",,six-lined ribbon worm,Animalia,Nemertea,,,Anopla,,,Palaeonemertea,,,Tubulanidae,,,,confirmed,observed,1969-02-22,Andy Lamb & Donna Gibbs,PMLS,,,2018-08-10,Karolle Wall,https://www.inaturalist.org/observations/15660001,https://static.inaturalist.org/photos/23383636/medium.jpg?1534641059,,121950,
Emplectonema gracile,"(Johnston, 1837)",,green ribbon worm,Animalia,Nemertea,,,Hoplonemertea,,,Monostilifera,,,Emplectonematidae,,,,reported,unobserved,1969-02-22,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,337279,
Micrura verrilli,"Coe, 1901",,purple ribbon worm,Animalia,Nemertea,,,Pilidiophora,,,Heteronemertea,,,Lineidae,,,,reported,unobserved,2006-09-28,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,117598,
Eurylepta leoparda,"Freeman, 1933",,spotted flatworm,Animalia,Platyhelminthes,,,Turbellaria,Trepaxonemata,,Polycladida,Cotylea,,Euryleptidae,,,,confirmed,observed,1996-09-28,Andy Lamb & Donna Gibbs,PMLS,,,2015-04-22,Karolle Wall,http://www.inaturalist.org/observations/4028701,https://static.inaturalist.org/photos/4762628/medium.jpg?1472950263,,447179,
Kaburakia excelsa,"Bock, 1925",,giant flatworm,Animalia,Platyhelminthes,,,Turbellaria,Trepaxonemata,,Polycladida,Acotylea,,Stylochidae,,,,confirmed,observed,2016-07-24,Andy Lamb & Donna Gibbs,PMLS,,,2019-04-27,Andrew Simon,https://www.inaturalist.org/observations/24259233,https://static.inaturalist.org/photos/37512122/original.jpeg?1556687815,,56699,
Golfingia vulgaris,"(de Blainville, 1827)",,brown peanut worm,Animalia,Sipuncula,,,Sipunculidea,,,Golfingiida,,,Golfingiidae,,,,reported,unobserved,2007-12-15,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,874030,
