Taxon,Author,Subtaxon Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Origin,Status,Reporting Status,iNat Observation,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,GBIF ID,First Observed,Observer,iNaturalist Link,iNaturalist Photo,Notes,ID,Critical Notes
Saxidomus gigantea,"(Deshayes, 1839)",,Washington butter clam,Animalia,Mollusca,,,Bivalvia,Heterodonta,,Veneroida,,Veneroidea,Veneridae,,unlisted,unlisted,confirmed,observed,2006-06-23,Andy Lamb & Donna Gibbs,PMLS,,,2019-01-14,'tigerente',https://www.inaturalist.org/observations/19651746,https://static.inaturalist.org/photos/30263593/medium.jpeg?1547530279,,130233,
Entodesma navicula,"(A. Adams & Reeve, 1850)",,rock entodesma,Animalia,Mollusca,,,Bivalvia,Heterodonta,Anomalodesmata,,,Pandoroidea,Lyonsiidae,,unlisted,unlisted,reported,unobserved,1969-02-22,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Lyonsia bracteata,"(Gould, 1850)",,,Animalia,Mollusca,,,Bivalvia,Heterodonta,Anomalodesmata,,,Pandoroidea,Lyonsiidae,,unlisted,unlisted,reported,unobserved,1961-06-22,Ian McTaggart-Cowan,RBCM,979-03305,1898276441,,,,,,,"Reported as L. californica (RBCM 979-03305); the original ID by Cowan is Lyonsia pugetensis which is now accepted as Lyonsia bracteata.  I cannot tell at what stage the name. L. californica was adopted, at best I can assume it was an incorrect synonymy that got recorded."
Mytilimeria nuttalli,"Conrad, 1837",,bladderclam,Animalia,Mollusca,,,Bivalvia,Heterodonta,Anomalodesmata,,,Pandoroidea,Lyonsiidae,,unlisted,unlisted,reported,unobserved,1985-07-29,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Pandora filosa,"(Carpenter, 1864)",,,Animalia,Mollusca,,,Bivalvia,Heterodonta,Anomalodesmata,,,Pandoroidea,Pandoridae,,,,,,1961-06-22,Ian McTaggart-Cowan,RBCM,979-03302,1898294189,,,,,,,
Pandora wardiana,"Dall, 1877",,,Animalia,Mollusca,,,Bivalvia,Heterodonta,Anomalodesmata,,,Pandoroidea,Pandoridae,,,,,,1961-06-22,Ian McTaggart-Cowan,RBCM,979-03301,1898265595,,,,,,,
Thracia trapezoides,"Conrad, 1849",,,Animalia,Mollusca,,,Bivalvia,Heterodonta,Anomalodesmata,,,Thracioidea,Thraciidae,,unlisted,unlisted,reported,unobserved,1961-06-22,Ian McTaggart-Cowan,RBCM,979-03313,1898304696,,,,,,,
Enteroctopus dofleini,"(Wôlker, 1910)",,giant pacific octopus,Animalia,Mollusca,,,Cephalopoda,Coleoidea,Octopodiformes,Octopoda,Incirrata,Octopodoidea,Enteroctopodidae,,unlisted,unlisted,confirmed,observed,1993-05-09,Andy Lamb & Donna Gibbs,PMLS,,,2015-01-01,Peter Luckham,http://www.inaturalist.org/observations/2797263,https://static.inaturalist.org/photos/3175011/medium.jpg?1458269807,,48863,
Octopus rubescens,"Berry, 1953",,Pacific red octopus,Animalia,Mollusca,,,Cephalopoda,Coleoidea,Octopodiformes,Octopoda,Incirrata,Octopodoidea,Octopodidae,,unlisted,unlisted,reported,unobserved,1995-02-25,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Berryteuthis magister,"(Berry, 1913)",,schoolmaster armhook squid,Animalia,Mollusca,,,Cephalopoda,Coleoidea,Decapodiformes,Oegopsida,,,Gonatidae,,unlisted,unlisted,reported,unobserved,1956-01-29,W. Barraclough,RBCM,978-00057-002,1898322476,,,,,,,
Rossia pacifica,"Berry, 1911",,stubby squid,Animalia,Mollusca,,,Cephalopoda,Coleoidea,Decapodiformes,Sepiida,,,Sepiolidae,Rossiinae,unlisted,unlisted,reported,unobserved,1994-02-27,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Doryteuthis opalescens,"(Berry, 1911)",,California market squid,Animalia,Mollusca,,,Cephalopoda,Coleoidea,Decapodiformes,Teuthida,,,Loliginidae,,unlisted,unlisted,new 2016,observed,,,,,,2015-08-06,Chessi Miltner,http://www.inaturalist.org/observations/3598640,https://static.inaturalist.org/photos/4166243/medium.jpg?1467510391,,153981,
Phyllaplysia taylori,"Dall, 1900",,zebra leafslug,Animalia,Mollusca,,,Gastropoda,Heterobranchia,,Aplysiida,,Aplysioidea,Aplysiidae,,unlisted,unlisted,confirmed,observed,1985-12-07,Andy Lamb & Donna Gibbs,PMLS,,,2015-05-21,Karolle Wall,http://www.inaturalist.org/observations/3707805,https://static.inaturalist.org/photos/4306331/medium.jpg?1468988140,,49864,
Calliostoma ligatum,"(Gould, 1844)",,blue topsnail,Animalia,Mollusca,,,Gastropoda,Prosobranchia,,Archaeogastropoda,,Trochoidea,Calliostomatidae,,unlisted,unlisted,confirmed,observed,1986-04-08,,RBCM,986-00191-008,,2016-02-07,Peter Luckham,http://www.inaturalist.org/observations/2763492,https://static.inaturalist.org/photos/3127779/medium.jpg?1457578699,,129920,
Ceratostoma foliatum,"(Gemlin, 1791)",,leafy hornmouth,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Muricoidea,Muricidae,Ocenebrinae,unlisted,unlisted,confirmed,observed,1986-04-08,,RBCM,986-00191-006,,2013-10-13,Peter Luckham,http://www.inaturalist.org/observations/2976124,https://static.inaturalist.org/photos/3420317/medium.jpg?1461098402,,116687,
Nucella lamellosa,"(Gemlin, 1791)",,wrinkled dogwinkle,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Muricoidea,Muricidae,Ocenebrinae,unlisted,unlisted,confirmed,observed,1961-06-22,Ian McTaggart-Cowan,RBCM,979-03331,1898271380,2015-04-04,Andrew Simon,http://www.inaturalist.org/observations/2567596,https://static.inaturalist.org/photos/2862544/medium.JPG?1452376142,,117641,
Acteocina culcitella,"(Gould, 1853)",,,Animalia,Mollusca,,,Gastropoda,Heterobranchia,,Cephalaspidea,,Bulloidea,Acteocina,,unlisted,unlisted,reported,unobserved,1961-06-22,Ian McTaggart-Cowan,RBCM,979-03320,1898315360,,,,,,49788,"Accessioned at RBCM as Cylichnella culcitella (Gould, 1853)—synonym unknown to WoRMS; check family ranking, appears odd?"
Aglaja ocelligera,"(Bergh, 1893)",,spotted aglaja,Animalia,Mollusca,,,Gastropoda,Heterobranchia,,Cephalaspidea,,Philinoidea,Aglajidae,,unlisted,unlisted,confirmed,observed,1996-05-29,Andy Lamb & Donna Gibbs,PMLS,,,2016-04-08,Karolle Wall,http://www.inaturalist.org/observations/2909670,https://static.inaturalist.org/photos/3329239/medium.jpg?1460259792,,49842,
Melanochlamys diomedea,"(Bergh, 1894)",,Diomedes aglajid,Animalia,Mollusca,,,Gastropoda,Heterobranchia,,Cephalaspidea,,Philinoidea,Aglajidae,,unlisted,unlisted,reported,unobserved,1994-10-23,Andy Lamb & Donna Gibbs,PMLS,,,,,,,Reported as (syn) Aglaja diomedea,,
Tritonia tetraquetra,"(Bergh, 1894)",,pink tritonia,Animalia,Mollusca,,,Gastropoda,Heterobranchia,,Cephalaspidea,,Philinoidea,Aglajidae,,unlisted,unlisted,confirmed,observed,1975-06-17,Philip Lambert,RBCM,975-00224-004,1898274481,2013-10-13,Peter Luckham,http://www.inaturalist.org/observations/2975951,https://static.inaturalist.org/photos/3420061/medium.jpg?1461097305,reported as Tritonia diomedea,345334,
Cylichna attonsa,"Carpenter, 1865",,,Animalia,Mollusca,,,Gastropoda,Heterobranchia,,Cephalaspidea,,Cylichnoidea,Cylichnidae,,unlisted,unlisted,confirmed,unobserved,1961-06-22,Ian McTaggart-Cowan,RBCM,979-03321,1898288481,,,,,,,
Gastropteron pacificum,"Bergh, 1893",,winged sea slug,Animalia,Mollusca,,,Gastropoda,Heterobranchia,,Cephalaspidea,,Philinoidea,Gastropteridae,,unlisted,unlisted,reported,unobserved,1994-02-27,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Haminoea vesicula,"(Gould, 1855)",,white bubble shell,Animalia,Mollusca,,,Gastropoda,Heterobranchia,,Cephalaspidea,,Haminoeoidea,Haminoeidae,,unlisted,unlisted,confirmed,observed,2018-06-24,Andy Lamb & Donna Gibbs,PMLS,,,2018-05-30,Karolle Wall,https://www.inaturalist.org/observations/12970636,https://static.inaturalist.org/photos/18856757/medium.jpg?1527728160,,49812,
Myosotella myosotis,"(Draparnaud, 1801)",,mouse-eared snail,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Eupulmonata,Ellobiida,,Ellobioidea,Ellobiidae,,unlisted,unlisted,new 2016,observed,,,,,,2016-09-01,Andrew Simon,http://www.inaturalist.org/observations/4017005,https://static.inaturalist.org/photos/4745292/medium.jpg?1472819606,,225386,
Cranopsis cucullata,"(Gould, 1846)",,hooded puncturella,Animalia,Mollusca,,,Gastropoda,Vetigastropoda,,Lepetellida,,Fissurelloidea,Fissurellidae,,unlisted,unlisted,reported,unobserved,1995-02-24,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Diodora aspera,"(Rathke, 1833)",,rough keyhole limpet,Animalia,Mollusca,,,Gastropoda,Vetigastropoda,,Lepetellida,,Fissurelloidea,Fissurellidae,,unlisted,unlisted,confirmed,observed,1969-02-21,Andy Lamb & Donna Gibbs,PMLS,,,2019-05-04,Norah Brown,https://www.inaturalist.org/observations/24519360,https://static.inaturalist.org/photos/37914121/medium.jpeg?1556987288,,64148,
Haliotis kamtschatkana,"Jonas, 1845",,northern abalone,Animalia,Mollusca,,,Gastropoda,Vetigastropoda,,Lepetellida,,Haliotoidea,Haliotidae,,unlisted,unlisted,reported,unobserved,1981-05-31,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Crepidula cf adunca,"Menke, 1847",,hooked slippersnail,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,Calyptraeoidea,Calyptraeidae,,unlisted,unlisted,reported,unobserved,1985-12-08,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Crepidula cf nummaria,"Gould, 1846",,northern white slippersnail,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,Calyptraeoidea,Calyptraeidae,,unlisted,unlisted,reported,unobserved,1994-09-10,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Trichotropis cancellata,"Hinds, 1843",,checkered hairysnail,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,Capuloidae,Capulidae,,unlisted,unlisted,reported,unobserved,1999-07-31,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Melanella micans,"(Carpenter, 1865)",,,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,Vanikoroidea,Eulimidae,,unlisted,unlisted,reported,unobserved,1961-06-22,Ian McTaggart-Cowan,RBCM,979-03323-001,1898291795,,,,,,,
Marsenina stearnsii,"(Dall, 1871)",,,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,Velutinoidea,Lamellariidae,,unlisted,unlisted,new 2016,observed,,,,,,2016-04-07,Karolle Wall,http://www.inaturalist.org/observations/2908642,https://static.inaturalist.org/photos/3327767/medium.jpg?1460248431,,53555,
Lacuna variegata,"Carpenter, 1864",,variable lacuna,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,Littorinoidea,Littorinidae,Lacuninae,unlisted,unlisted,reported,unobserved,2009-02-08,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Littorina scutulata,"Gould, 1849",,checkered periwinkle,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,Littorinoidea,Littorinidae,Littorininae,unlisted,unlisted,new 2017,observed,,,,,,2017-02-13,Kathleen Buckley,https://www.inaturalist.org/observations/5108046,https://static.inaturalist.org/photos/6280866/medium.jpeg?1487092095,,69995,
Littorina sitkana,"Philippi, 1846",,Sitka periwinkle,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,Littorinoidea,Littorinidae,Littorininae,unlisted,unlisted,new 2017,observed,,,,,,2017-02-23,Kathleen Buckley,https://www.inaturalist.org/observations/5185500,https://static.inaturalist.org/photos/6397552/medium.jpeg?1488150634,,129298,
Cryptonatica aleutica,"Dall, 1919",,Aleutian moonsnail,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,Naticoidea,Naticidae,,unlisted,unlisted,reported,unobserved,2009-01-30,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
