id,parentId,iNaturalistTaxonName,commonName,rank,wikipediaSummary,iNaturalistTaxonImage,taxonName,names
345437,154666,Epeolus minimus,Least Cellophane-cuckoo Bee,species,,https://inaturalist-open-data.s3.amazonaws.com/photos/5086203/medium.jpg,Epeolus minimus,"{""Epeolus minimus"":""accepted""}"
346238,57669,Andrena cerasifolii,Cherry Plum Mining Bee,species,"<p class=""mw-empty-elt"">
</p>
<p>The <b>cherry leaf miner bee</b> (<i>Andrena cerasifolii</i>) is a species of miner bee in the family Andrenidae. Another common name for this species is cherry plum miner. It is found in Central America and North America.</p>
",https://inaturalist-open-data.s3.amazonaws.com/photos/55179904/medium.jpeg,Andrena cerasifolii,"{""Andrena cerasifolii"":""accepted""}"
361478,127812,Hylaeus granulatus,,species,,,Hylaeus granulatus,"{""Hylaeus granulatus"":""accepted""}"
361583,252514,Doeringiella timberlakei,,species,,,Doeringiella timberlakei,"{""Doeringiella timberlakei"":""accepted""}"
452934,154666,Epeolus pusillus,Dwarf Cellophane-cuckoo Bee,species,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Epeolus pusillus</b></i> is a species of cuckoo bee in the family Apidae. It is found in the United States and Mexico.</p>
",https://inaturalist-open-data.s3.amazonaws.com/photos/76647274/medium.jpg,Epeolus pusillus,"{""Epeolus pusillus"":""accepted""}"
458980,121513,Habropoda cineraria,Ashy Digger Bee,species,,https://inaturalist-open-data.s3.amazonaws.com/photos/260661671/medium.jpg,Habropoda cineraria,"{""Habropoda cineraria"":""accepted""}"
459061,127741,Colletes gypsicolens,,species,,,Colletes gypsicolens,"{""Colletes gypsicolens"":""accepted""}"
459069,178745,Triepeolus balteatus,Belted Longhorn-Cuckoo,species,,https://inaturalist-open-data.s3.amazonaws.com/photos/182241631/medium.jpg,Triepeolus balteatus,"{""Triepeolus balteatus"":""accepted""}"
459170,178745,Triepeolus subalpinus,Subalpine Cuckoo Nomad Bee,species,,https://inaturalist-open-data.s3.amazonaws.com/photos/313891831/medium.jpg,Triepeolus subalpinus,"{""Triepeolus subalpinus"":""accepted""}"
569269,57678,Lasioglossum,,subgenus,"<p class=""mw-empty-elt"">
</p>
<p>The sweat bee genus <i><b>Lasioglossum</b></i> is the largest of all bee genera, containing over 1800 species in numerous subgenera worldwide. They are highly variable in size, coloration, and sculpture; among the more unusual variants, some are cleptoparasites, some are nocturnal, and some are oligolectic. Most <i>Lasioglossum</i> species nest in the ground, but some nest in rotten logs.</p><p>Social behavior among</p>...",https://static.inaturalist.org/photos/15582181/medium.jpg,Lasioglossum,"{""Lasioglossum"":""accepted""}"
571091,52784,Litomegachile,,subgenus,,https://inaturalist-open-data.s3.amazonaws.com/photos/25433757/medium.jpeg,Litomegachile,"{""Litomegachile"":""accepted""}"
571345,52781,Melissodes,,subgenus,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Melissodes</b></i> is a genus of long-horned bees in the family Apidae. There are 129 described species in <i>Melissodes</i>.</p><p>ITIS Taxonomic note:
</p>
<ul><li>The gender of the name ""Melissodes"" has traditionally been considered as feminine by taxonomists. However, ICZN Commissioner Doug Yanega (in litt., May 2008) has indicated that the sex should be masculine under ICZN Art. 30.1.4.4, which explicitly</li></ul>...",https://inaturalist-open-data.s3.amazonaws.com/photos/18975667/medium.jpg,Melissodes,"{""Melissodes"":""accepted""}"
571358,57669,Andrena,,subgenus,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Andrena</b></i> is a genus of bees in the family Andrenidae. With over 1,500 species, it is one of the largest genera of animals. It is a strongly monophyletic group that is difficult to split into more manageable divisions; currently, <i>Andrena</i> is organized into 104 subgenera. It is nearly worldwide in distribution, with the notable exceptions of Oceania and South America. Bees in this genus are commonly</p>...",https://inaturalist-open-data.s3.amazonaws.com/photos/12168987/medium.jpg,Andrena,"{""Andrena"":""accepted""}"
571367,57669,Callandrena,,subgenus,,https://inaturalist-open-data.s3.amazonaws.com/photos/50053132/medium.jpg,Callandrena,"{""Callandrena"":""accepted""}"
571507,252410,Ancylandrena timberlakei,,species,,,Ancylandrena timberlakei,"{""Ancylandrena timberlakei"":""accepted""}"
572870,155108,Ceratina,Small Carpenter Bees,subgenus,"<p class=""mw-empty-elt"">
</p>
<p>The cosmopolitan bee genus <i><b>Ceratina</b></i>, often referred to as <b>small carpenter bees</b>, is the sole lineage of the tribe <b>Ceratinini</b>, and is not closely related to the more familiar carpenter bees. The genus presently contains over 300 species in 23 subgenera. They make nests in dead wood, stems, or pith, and while many are solitary, a number are subsocial, with mothers caring for their larvae, and</p>...",https://inaturalist-open-data.s3.amazonaws.com/photos/21245972/medium.jpg,Ceratina,"{""Ceratina"":""accepted""}"
578070,57682,Anthophoroides,,subgenus,,https://inaturalist-open-data.s3.amazonaws.com/photos/7729522/medium.jpeg,Anthophoroides,"{""Anthophoroides"":""accepted""}"
578071,57682,Anthophora,,subgenus,"<p class=""mw-empty-elt"">
</p>
<p>The bee genus <i><b>Anthophora</b></i> is one of the largest in the family Apidae, with over 450 species worldwide in 14 different subgenera. They are most abundant and diverse in the Holarctic and African biogeographic regions. All species are solitary, though many nest in large aggregations. Nearly all species make nests in the soil, either in banks or in flat ground; the larvae develop in cells with waterproof linings</p>...",https://inaturalist-open-data.s3.amazonaws.com/photos/11620211/medium.jpeg,Anthophora,"{""Anthophora"":""accepted""}"
638430,57671,Anthidium,,subgenus,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Anthidium</b></i> is a genus of bees often called <b>carder</b> or <b>potter bees</b>, who use conifer resin, plant hairs, mud, or a mix of them to build nests. They are in the family Megachilidae which is cosmopolitan in distribution and made up of species that are mostly solitary bees with pollen-carrying scopa that are only located on the ventral surface of the abdomen. Other bee families have the pollen-carrying</p>...",https://static.inaturalist.org/photos/13092651/medium.jpg,Anthidium,"{""Anthidium"":""accepted""}"
699681,173032,Ashmeadiella,,subgenus,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Ashmeadiella</b></i> is a genus of bees in the family Megachilidae. There are more than 60 described species in <i>Ashmeadiella</i>.</p>


",https://inaturalist-open-data.s3.amazonaws.com/photos/38300898/medium.jpg,Ashmeadiella,"{""Ashmeadiella"":""accepted""}"
699683,173053,Atoposmia,,subgenus,,,Atoposmia,"{""Atoposmia"":""accepted""}"
699696,124222,Heriades,,subgenus,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Heriades</b></i> is a genus of bees in the family Megachilidae. Fairly small and usually black, they are found all over the world. There are more than 130 species worldwide, roughly 25 species in North and Central America, but only 3 species are native east of the Rocky Mountains. European species such as <i>H. truncorum</i> can be found on the east coast of the US. Like other bees in the tribe Osmiini, <i>Hoplitis</i></p>...",https://static.inaturalist.org/photos/15162461/medium.jpg,Heriades,"{""Heriades"":""accepted""}"
700710,177889,Hesperapis,,subgenus,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Hesperapis</b></i> is a genus of evening bees in the family Melittidae. There are at least 30 described species in <i>Hesperapis</i>.</p>
",,Hesperapis,"{""Hesperapis"":""accepted""}"
1026667,127812,Hylaeus cookii,,species,,,Hylaeus cookii,"{""Hylaeus cookii"":""accepted""}"
1051054,176755,Neolarra cockerelli,,species,,,Neolarra cockerelli,"{""Neolarra cockerelli"":""accepted""}"
1051059,176755,Neolarra penicula,,species,,,Neolarra penicula,"{""Neolarra penicula"":""accepted""}"
1114490,57682,Heliophila,,subgenus,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Heliophila</b></i> is a genus of flowering plants in the family Brassicaceae. Members of this genus are either annuals or perennials and some are popular as ornamental plants.  Endemic to southern Africa, the majority of the approximately 80 species grow in South Africa, particularly the Cape Floristic Region, while a few extend into the Namib Desert.</p>


",https://static.inaturalist.org/photos/29540106/medium.jpg,Heliophila,"{""Heliophila"":""accepted""}"
1126382,121513,Habropoda excellens,Excellent Mountain-Digger,species,,,Habropoda excellens,"{""Habropoda excellens"":""accepted""}"
1127410,178745,Triepeolus micropygius,Small-fimbria Longhorn-Cuckoo,species,,https://inaturalist-open-data.s3.amazonaws.com/photos/92588529/medium.jpg,Triepeolus micropygius,"{""Triepeolus micropygius"":""accepted""}"
1255700,1254664,Brachymelecta californica,California Digger-cuckoo Bee,species,,https://inaturalist-open-data.s3.amazonaws.com/photos/967946/medium.JPG,Brachymelecta californica,"{""Xeromelecta californica"":""unaccepted""}"
1308006,173032,Ashmeadiella erema,,species,,,Ashmeadiella erema,"{""Ashmeadiella erema"":""accepted""}"
1308007,127741,Colletes laticinctus,,species,,,Colletes laticinctus,"{""Colletes laticinctus"":""accepted""}"
1308009,127741,Colletes sphaeralceae,Globemallow cellophane bee,species,,https://inaturalist-open-data.s3.amazonaws.com/photos/3210395/medium.jpg,Colletes sphaeralceae,"{""Colletes sphaeralceae"":""accepted""}"
1308018,173032,Ashmeadiella micheneri,,species,,,Ashmeadiella micheneri,"{""Ashmeadiella micheneri"":""accepted""}"
1308043,177785,Hoplitis elongaticeps,,species,,,Hoplitis elongaticeps,"{""Hoplitis elongaticeps"":""accepted""}"
1308047,177785,Hoplitis paroselae,,species,,,Hoplitis paroselae,"{""Hoplitis paroselae"":""accepted""}"
1339064,173032,Ashmeadiella titusi,,species,,,Ashmeadiella titusi,"{""Ashmeadiella titusi"":""accepted""}"
1339165,123670,Eucera phaceliae,,species,,,Eucera phaceliae,"{""Eucera phaceliae"":""accepted""}"
1339166,123670,Eucera primiveris,,species,,,Eucera primiveris,"{""Eucera primiveris"":""accepted""}"
1339172,123670,Eucera territella,,species,,,Eucera territella,"{""Eucera territella"":""accepted""}"
1339177,121513,Habropoda morrisoni,,species,,https://inaturalist-open-data.s3.amazonaws.com/photos/207511758/medium.jpeg,Habropoda morrisoni,"{""Habropoda morrisoni"":""accepted""}"
1339209,127812,Hylaeus megalotis,,species,,,Hylaeus megalotis,"{""Hylaeus megalotis"":""accepted""}"
1339482,178275,Paranomada nitida,,species,,https://inaturalist-open-data.s3.amazonaws.com/photos/313124475/medium.jpeg,Paranomada nitida,"{""Paranomada nitida"":""accepted""}"
1339536,178745,Triepeolus denverensis,,species,,https://inaturalist-open-data.s3.amazonaws.com/photos/226791875/medium.jpeg,Triepeolus denverensis,"{""Triepeolus denverensis"":""accepted""}"
1339539,178745,Triepeolus diversipes,,species,,,Triepeolus diversipes,"{""Triepeolus diversipes"":""accepted""}"
1339541,178745,Triepeolus eldoradensis,,species,,,Triepeolus eldoradensis,"{""Triepeolus eldoradensis"":""accepted""}"
1416049,252953,Protandrena,,subgenus,,https://inaturalist-open-data.s3.amazonaws.com/photos/222865777/medium.jpg,Protandrena,"{""Protandrena"":""accepted""}"
1426451,53648,Nomada mutans,,species,,https://static.inaturalist.org/photos/260675107/medium.jpg,Nomada mutans,"{""Nomada mutans"":""accepted""}"
1447827,52784,Megachile subanograe,,species,,https://inaturalist-open-data.s3.amazonaws.com/photos/301330200/medium.jpeg,Megachile subanograe,"{""Megachile subanograe"":""accepted""}"
1447835,52784,Megachile legalis,,species,,,Megachile legalis,"{""Megachile legalis"":""accepted""}"
1447846,57669,Andrena sieverti,,species,,,Andrena sieverti,"{""Andrena sieverti"":""accepted""}"
1447868,52784,Megachile laurita,,species,,,Megachile laurita,"{""Megachile laurita"":""accepted""}"
1497472,127831,Stelis paiute,,species,,,Stelis paiute,"{""Stelis paiute"":""accepted""}"
47219,47220,Apis mellifera,Western Honey Bee,species,"<p class=""mw-empty-elt"">
</p>
<p>The <b>western honey bee</b> or <b>European honey bee</b> (<i><b>Apis mellifera</b></i>) is the most common of the 7–12 species of honey bees worldwide. The genus name <i>Apis</i> is Latin for ""bee"", and <i>mellifera</i> is the Latin for ""honey-bearing"" or ""honey carrying"", referring to the species' production of honey.</p><p>Like all honey bee species, the western honey bee is eusocial, creating colonies with a single</p>...",https://static.inaturalist.org/photos/2369526/medium.jpg,Apis mellifera,"{""Apis mellifera"":""accepted""}"
50087,50086,Agapostemon melliventris,Honey-tailed Striped Sweat Bee,species,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Agapostemon melliventris</b></i>, the <b>honey-tailed striped-sweat bee</b>, is a species of sweat bee in the family Halictidae.</p>
",https://inaturalist-open-data.s3.amazonaws.com/photos/157331/medium.jpg,Agapostemon melliventris,"{""Agapostemon melliventris"":""accepted""}"
52780,52781,Melissodes agilis,Agile Longhorn Bee,species,"<i><b>Melissodes agilis</b></i>, the <b>agile long-horned bee</b>, is a species of long-horned bee in the family Apidae. It is found in Central America and North America.",https://inaturalist-open-data.s3.amazonaws.com/photos/83426814/medium.jpeg,Melissodes agilis,"{""Melissodes agilis"":""accepted""}"
57667,57669,Andrena prunorum,Prunus Miner Bee,species,<i><b>Andrena prunorum</b></i> is a species of mining bee in the family Andrenidae. It is found in Central America and North America.,https://inaturalist-open-data.s3.amazonaws.com/photos/76816088/medium.jpg,Andrena prunorum,"{""Andrena prunorum"":""accepted""}"
57673,52784,Megachile brevis,,species,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Megachile brevis</b></i> is a species of leafcutter bee in the family Megachilidae. It was described by Thomas Say in 1837.</p>
",https://inaturalist-open-data.s3.amazonaws.com/photos/22702999/medium.jpg,Megachile brevis,"{""Megachile brevis"":""accepted""}"
57681,57682,Anthophora urbana,Urbane Digger Bee,species,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Anthophora urbana</b></i> is a species of anthophorine bee in the family Apidae. It is found in Central America and North America.</p>
",https://inaturalist-open-data.s3.amazonaws.com/photos/104857418/medium.jpeg,Anthophora urbana,"{""Anthophora urbana"":""accepted""}"
57686,51111,Xylocopa tabaniformis,Horse-fly Carpenter Bee,species,"<i><b>Xylocopa tabaniformis</b></i>, the <b>horsefly-like carpenter bee</b>, is a species of carpenter bee in the family Apidae. It is found in Central America, North America, and South America.",https://inaturalist-open-data.s3.amazonaws.com/photos/29796/medium.jpg,Xylocopa tabaniformis,"{""Xylocopa tabaniformis"":""accepted""}"
57688,51111,Xylocopa californica,Western Carpenter Bee,species,"<p class=""mw-empty-elt"">
</p>
<p>The <b>California carpenter bee</b>, <i><b>Xylocopa californica</b></i>, is a species of carpenter bee in the order Hymenoptera, and it is native to western North America.</p>


",https://inaturalist-open-data.s3.amazonaws.com/photos/107025331/medium.jpeg,Xylocopa californica,"{""Xylocopa californica"":""accepted""}"
121504,121505,Svastra obliqua,Oblique Longhorn,species,"<i><b>Svastra obliqua</b></i>, the <b>sunflower bee</b>, is a species of long-horned bee in the family Apidae. It is found in Central America and North America.",https://inaturalist-open-data.s3.amazonaws.com/photos/24405340/medium.jpg,Svastra obliqua,"{""Svastra obliqua"":""accepted""}"
121507,57674,Osmia lignaria,Blue Orchard Bee,species,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Osmia lignaria</b></i>, commonly known as the <b>orchard mason bee</b> or <b>blue orchard bee</b>, is a megachilid bee that makes nests in natural holes and reeds, creating individual cells for its brood that are separated by mud dividers. Unlike carpenter bees, it cannot drill holes in wood. <i>O. lignaria</i> is a common species used for early spring fruit bloom in the United States and Canada, though a number</p>...",https://inaturalist-open-data.s3.amazonaws.com/photos/12205326/medium.jpg,Osmia lignaria,"{""Osmia lignaria"":""accepted""}"
127747,57677,Halictus rubicundus,Orange-legged Furrow Bee,species,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Halictus rubicundus</b></i>, the <b>orange-legged furrow bee</b>, is a species of sweat bee found throughout the Northern Hemisphere.  <i>H. rubicundus</i> entered North America from the Old World during one of two main invasions of <i>Halictus</i> subgenera. These invasions likely occurred via the Bering land bridge at times of low sea level during the Pleistocene epoch.</p><p>The species exhibits different</p>...",https://inaturalist-open-data.s3.amazonaws.com/photos/3452572/medium.jpg,Halictus rubicundus,"{""Halictus rubicundus"":""accepted""}"
130222,52775,Bombus melanopygus,Black-tailed Bumble Bee,species,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Bombus melanopygus</b></i>, the <b>black-tailed bumble bee</b>, <b>black tail bumble bee</b> or <b>orange-rumped bumblebee</b>, is a species of bumblebee native to western North America. 
</p><p>This bee is widely distributed across western North America, from the Pacific to the Rocky Mountains, and from Alaska to Baja California.</p><p>There are two forms of the black-tailed bumblebee:</p>
<ul><li>Red form </li></ul>...",https://static.inaturalist.org/photos/134312301/medium.jpeg,Bombus melanopygus,"{""Bombus edwardsii"":""unaccepted"",""Bombus melanopygus"":""accepted""}"
133789,57674,Osmia ribifloris,Currant Orchard Bee,species,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Osmia ribifloris</b></i>, one of several species referred to as a <b>blueberry bee</b>, is a megachilid bee native to western North America, including Oregon, California, Nevada, Utah, Arizona, New Mexico, Texas and northern Mexico. This solitary bee normally gathers pollen from plants in the family Ericaceae, with manzanita, <i>Arctostaphylos sp.</i> being a preferred host in the wild.  It will pollinate blueberries</p>...",https://inaturalist-open-data.s3.amazonaws.com/photos/63693456/medium.jpg,Osmia ribifloris,"{""Osmia ribifloris"":""accepted""}"
135310,121512,Diadasia enavata,Sunflower Chimney Bee,species,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Diadasia enavata</b></i>, the <b>sunflower chimney bee</b>, is a species of chimney bee in the family Apidae. It is found in Central America and North America. It is a pollinator restricted to plants of the Asteraceae family. It has been observed pollinating <i>Coreopsis tinctoria</i>.</p>
",https://inaturalist-open-data.s3.amazonaws.com/photos/14443128/medium.jpg,Diadasia enavata,"{""Diadasia enavata"":""accepted""}"
154043,52775,Bombus huntii,Hunt's Bumble Bee,species,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Bombus huntii</b></i> is a species of bumblebee. It is native to western North America, where it occurs in western Canada and the United States as far east as Manitoba and Minnesota, and in Mexico as far south as the Trans-Mexican Volcanic Belt. It is known commonly as the <b>Hunt bumblebee</b> or <b>Hunt's bumblebee</b>.</p><p>This bee lives in desert scrub, prairies, and meadows. In the southern part of its</p>...",https://inaturalist-open-data.s3.amazonaws.com/photos/9203624/medium.jpg,Bombus huntii,"{""Bombus huntii"":""accepted""}"
154298,57677,Halictus ligatus,Ligated Furrow Bee,species,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Halictus ligatus</b></i> is a species of sweat bee from the family Halictidae, among the species that mine or burrow into the ground to create their nests. <i>H. ligatus,</i> like <i>Lasioglossum zephyrus</i><i>,</i> is a primitively eusocial bee species, in which aggression is one of the most influential behaviors for establishing hierarchy within the colony, and <i>H. ligatus</i> exhibits both reproductive</p>...",https://inaturalist-open-data.s3.amazonaws.com/photos/12134466/medium.jpeg,Halictus ligatus,"{""Halictus ligatus"":""accepted""}"
198855,57682,Anthophora bomboides,Bumblebee-like Digger Bee,species,"<i><b>Anthophora bomboides</b></i>, the <b>bumble-bee-mimic anthophora</b>, is a species of anthophorine bee in the family Apidae. It is found in North America.",https://inaturalist-open-data.s3.amazonaws.com/photos/222695/medium.jpg,Anthophora bomboides,"{""Anthophora bomboides"":""accepted""}"
198954,57669,Andrena w-scripta,W-labrum Miner,species,,https://inaturalist-open-data.s3.amazonaws.com/photos/157604847/medium.jpg,Andrena w-scripta,"{""Andrena w-scripta"":""accepted""}"
198975,57669,Andrena nigrihirta,Black-haired Miner Bee,species,,https://inaturalist-open-data.s3.amazonaws.com/photos/128937895/medium.jpeg,Andrena nigrihirta,"{""Andrena nigrihirta"":""accepted""}"
198981,57669,Andrena milwaukeensis,Milwaukee Mining Bee,species,"<i><b>Andrena milwaukeensis</b></i>, the <b>Milwaukee andrena</b>, is a species of mining bee in the family Andrenidae. It is found in North America.",https://inaturalist-open-data.s3.amazonaws.com/photos/12169627/medium.jpg,Andrena milwaukeensis,"{""Andrena milwaukeensis"":""accepted""}"
198993,57669,Andrena forbesii,Forbes' Mining Bee,species,,https://inaturalist-open-data.s3.amazonaws.com/photos/9089562/medium.jpg,Andrena forbesii,"{""Andrena forbesii"":""accepted""}"
199118,127831,Stelis lateralis,Spot-sided Dark Bee,species,<i><b>Stelis lateralis</b></i> is a species of bee in the family Megachilidae. It is found in Central America and North America.,https://inaturalist-open-data.s3.amazonaws.com/photos/133501889/medium.jpeg,Stelis lateralis,"{""Stelis lateralis"":""accepted""}"
199128,52784,Megachile texana,Texas Leafcutter Bee,species,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Megachile texana</b></i>, the <b>Texas leafcutter bee</b>, is a species of bee in the family Megachilidae. It was first described by the American entomologist Ezra Townsend Cresson in 1878. It is native to the United States and southern Canada.
</p>
",https://inaturalist-open-data.s3.amazonaws.com/photos/25433749/medium.jpeg,Megachile texana,"{""Megachile texana"":""accepted""}"
199130,52784,Megachile montivaga,Silver-tailed Petalcutter,species,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Megachile montivaga</b></i> is a species of bee in the family Megachilidae. It was described by Cresson in 1878. In English, the species goes by the common name Silver-tailed Petal-cutter Bee while in French its common name is Mégachile des collines.</p>
",https://inaturalist-open-data.s3.amazonaws.com/photos/87023388/medium.jpg,Megachile montivaga,"{""Megachile montivaga"":""accepted""}"
199131,52784,Megachile mendica,Flat-tailed Leafcutter Bee,species,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Megachile mendica</b></i> is a species of bee in the family Megachilidae. It was described by Cresson in 1878.</p>
",https://inaturalist-open-data.s3.amazonaws.com/photos/29078790/medium.jpg,Megachile mendica,"{""Megachile mendica"":""accepted""}"
199139,177785,Hoplitis producta,Produced Small-Mason,species,...,https://static.inaturalist.org/photos/239030067/medium.jpg,Hoplitis producta,"{""Hoplitis producta"":""accepted""}"
199150,177785,Hoplitis albifrons,White-fronted Small-Mason,species,,https://inaturalist-open-data.s3.amazonaws.com/photos/19756413/medium.jpg,Hoplitis albifrons,"{""Hoplitis albifrons"":""accepted""}"
203033,52784,Megachile parallela,,species,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Megachile parallela</b></i> is a species of bee in the family Megachilidae. It was described by Smith in 1853.</p>
",https://inaturalist-open-data.s3.amazonaws.com/photos/49959400/medium.jpg,Megachile parallela,"{""Megachile parallela"":""accepted""}"
213583,57669,Andrena hallii,,species,,,Andrena hallii,"{""Andrena hallii"":""accepted""}"
213588,57669,Andrena lupinorum,Lupine Miner Bee,species,,https://inaturalist-open-data.s3.amazonaws.com/photos/571484/medium.jpg,Andrena lupinorum,"{""Andrena lupinorum"":""accepted""}"
213589,57669,Andrena macoupinensis,Macoupin County Miner Bee,species,,https://www.inaturalist.org/attachment_defaults/local_photos/medium.png,Andrena macoupinensis,"{""Andrena macoupinensis"":""accepted""}"
213590,57669,Andrena merriami,Merriam's Miner Bee,species,,https://inaturalist-open-data.s3.amazonaws.com/photos/571506/medium.jpg,Andrena merriami,"{""Andrena merriami"":""accepted""}"
213596,57669,Andrena scurra,Joker Miner Bee,species,,,Andrena scurra,"{""Andrena scurra"":""accepted""}"
213598,57669,Andrena subaustralis,Southern Miner Bee,species,,,Andrena subaustralis,"{""Andrena subaustralis"":""accepted""}"
213761,57671,Anthidium placitum,,species,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Anthidium placitum</b></i> is a species of bee in the family Megachilidae, the leaf-cutter, carder, or mason bees.</p>


",https://static.inaturalist.org/photos/108314108/medium.jpeg,Anthidium placitum,"{""Anthidium placitum"":""accepted""}"
213762,57671,Anthidium porterae,Porter's Wool-carder Bee,species,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Anthidium porterae</b></i> is a species of bee in the family Megachilidae, the leaf-cutter, carder, or mason bees. This bee was named in honour of Wilmatte Porter Cockerell.</p>


",https://inaturalist-open-data.s3.amazonaws.com/photos/9637228/medium.jpeg,Anthidium porterae,"{""Anthidium porterae"":""accepted""}"
213763,57671,Anthidium tenuiflorae,Scurfy Pea Carder Bee,species,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Anthidium tenuiflorae</b></i> is a species of bee in the family Megachilidae, the leaf-cutter, carder, or mason bees.</p>


",https://inaturalist-open-data.s3.amazonaws.com/photos/84120925/medium.jpeg,Anthidium tenuiflorae,"{""Anthidium tenuiflorae"":""accepted""}"
213788,57682,Anthophora affabilis,,species,,https://inaturalist-open-data.s3.amazonaws.com/photos/571431/medium.jpg,Anthophora affabilis,"{""Anthophora affabilis"":""accepted""}"
213789,57682,Anthophora montana,,species,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Anthophora montana</b></i> is a species of anthophorine bee in the family Apidae. It is found in Central America and North America.</p>
",https://inaturalist-open-data.s3.amazonaws.com/photos/93502253/medium.jpg,Anthophora montana,"{""Anthophora montana"":""accepted""}"
213791,57682,Anthophora porterae,,species,,,Anthophora porterae,"{""Anthophora porterae"":""accepted""}"
213792,57682,Anthophora ursina,,species,<i><b>Anthophora ursina</b></i> is a species of anthophorine bee in the family Apidae. It is found in North America.,https://inaturalist-open-data.s3.amazonaws.com/photos/16987052/medium.jpg,Anthophora ursina,"{""Anthophora ursina"":""accepted""}"
214385,173032,Ashmeadiella aridula,,species,,,Ashmeadiella aridula,"{""Ashmeadiella aridula"":""accepted""}"
214386,173032,Ashmeadiella bucconis,Big-cheeked Angled-Mason,species,,https://inaturalist-open-data.s3.amazonaws.com/photos/7455918/medium.jpg,Ashmeadiella bucconis,"{""Ashmeadiella bucconis"":""accepted""}"
214387,173032,Ashmeadiella cactorum,Cactus Mason Bee,species,,https://inaturalist-open-data.s3.amazonaws.com/photos/21581493/medium.jpg,Ashmeadiella cactorum,"{""Ashmeadiella cactorum"":""accepted""}"
214388,173032,Ashmeadiella californica,Grey Mason Bee,species,,,Ashmeadiella californica,"{""Ashmeadiella californica"":""accepted""}"
215757,174615,Calliopsis chlorops,Green-tinted Miner Bee,species,,,Calliopsis chlorops,"{""Calliopsis chlorops"":""accepted""}"
218318,57672,Dianthidium pudicum,Modest Pebble Bee,species,,https://inaturalist-open-data.s3.amazonaws.com/photos/32079573/medium.jpeg,Dianthidium pudicum,"{""Dianthidium pudicum"":""accepted""}"
218319,57672,Dianthidium ulkei,Ulke's Pebble Bee,species,,https://inaturalist-open-data.s3.amazonaws.com/photos/139129197/medium.jpg,Dianthidium ulkei,"{""Dianthidium ulkei"":""accepted""}"
222678,57678,Lasioglossum pectoraloides,Shiny-breasted Sweat Bee,species,,,Lasioglossum pectoraloides,"{""Lasioglossum pectoraloides"":""accepted""}"
222681,57678,Lasioglossum sisymbrii,Tansy Mustard Sweat Bee,species,<i><b>Lasioglossum sisymbrii</b></i> is a species of sweat bee in the family Halictidae.,https://static.inaturalist.org/photos/16273175/medium.jpeg,Lasioglossum sisymbrii,"{""Lasioglossum sisymbrii"":""accepted""}"
224501,52784,Megachile perihirta,Western Leafcutter Bee,species,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Megachile perihirta</b></i>, commonly known as the <b>Western leafcutting bee</b>, is a bee in the genus <i>Megachile</i>. The bee is native to western North America, ranging from Nebraska to Texas and Mexico, west to California, and north to British Columbia and Alberta, and often inhabits meadows and orchards. The bee is black with long whitish-yellow hair, more so below the thorax and abdomen. The abdomen</p>...",https://inaturalist-open-data.s3.amazonaws.com/photos/47989839/medium.jpeg,Megachile perihirta,"{""Megachile perihirta"":""accepted""}"
224502,52784,Megachile subnigra,,species,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Megachile subnigra</b></i> is a species of bee in the family Megachilidae. It was described by Cresson in 1879.</p>
",,Megachile subnigra,"{""Megachile subnigra"":""accepted""}"
224857,52781,Melissodes bimatris,,species,,https://inaturalist-open-data.s3.amazonaws.com/photos/164522065/medium.jpeg,Melissodes bimatris,"{""Melissodes bimatris"":""accepted""}"
224861,52781,Melissodes grindeliae,,species,,,Melissodes grindeliae,"{""Melissodes grindeliae"":""accepted""}"
224865,52781,Melissodes menuachus,Goldenrod Long-horned Bee,species,,https://inaturalist-open-data.s3.amazonaws.com/photos/146626819/medium.jpg,Melissodes menuachus,"{""Melissodes menuachus"":""accepted""}"
