Bee Genus,Bee Species,Plot Name,Day,Month,Year,Males,Females,Zone,UTM_E,UTM_N,Plant Genus,Plant Species
Perdita,cephalotes,53B98,20,Sep,2001,0,8,12S,490031,4136954,Chrysothamnus,nauseosus
Perdita,cephalotes,53B98,21,Sep,2000,2,4,12S,490031,4136954,Chrysothamnus,nauseosus
Perdita,cephalotes,53B98,26,Sep,2002,0,6,12S,490031,4136954,Chrysothamnus,linifolius
Perdita,cephalotes,53B98,26,Sep,2002,0,7,12S,490031,4136954,Chrysothamnus,viscidiflorus
Perdita,cephalotes,8B99,4,Oct,2000,1,4,12S,493809,4166196,Chrysothamnus,nauseosus
Perdita,cephalotes,8B99,4,Sep,2000,3,9,12S,493809,4166196,Chrysothamnus,nauseosus
Perdita,cephalotes,8B99,8,Sep,2003,1,3,12S,493809,4166196,Chrysothamnus,nauseosus
Perdita,cephalotes,8B99,11,Sep,2001,6,13,12S,493809,4166196,Chrysothamnus,nauseosus
Perdita,cephalotes,8B99,11,Sep,2002,2,3,12S,493809,4166196,Chrysothamnus,depressus
Perdita,cephalotes,8B99,13,Sep,2000,9,7,12S,493809,4166196,Chrysothamnus,nauseosus
Perdita,cephalotes,8B99,13,Sep,2000,0,1,12S,493809,4166196,Gutierrezia,sarothrae
Perdita,cephalotes,8B99,22,Sep,2003,4,5,12S,493809,4166196,Chrysothamnus,nauseosus
Perdita,cephalotes,8B99,22,Sep,2003,3,5,12S,493809,4166196,Chrysothamnus,sp.
Perdita,cephalotes,8B99,27,Sep,2000,0,1,12S,493809,4166196,Chrysothamnus,nauseosus
Perdita,cephalotes,8B99,27,Sep,2002,6,11,12S,493809,4166196,Chrysothamnus,linifolius
Perdita,cephalotes,8B99,29,Aug,2001,0,2,12S,493809,4166196,Chrysothamnus,sp.
Perdita,croceipes,7B99,27,Aug,2001,6,0,12S,485193,4182257,Gutierrezia,sarothrae
Perdita,croceipes,53B98,4,Sep,2001,1,0,12S,490031,4136954,Gutierrezia,sarothrae
Perdita,depressa,21A99,1,Sep,2003,1,2,12S,468824,4189300,Thelypodium,integrifolium
Perdita,depressa,21A99,12,Aug,2003,2,1,12S,468824,4189300,Thelypodium,integrifolium
Perdita,depressa,53B98,6,Jun,2003,1,1,12S,490031,4136954,Stanleya,pinnata
Perdita,dilecta,21B99,17,Jun,2002,0,1,12S,468859,4188940,Melilotus,officinalis
Perdita,dilecta,29A98,18,Sep,2001,0,5,12S,480508,4148126,Euphorbia,sp.
Perdita,dilecta,29A98,18,Sep,2003,1,2,12S,480508,4148126,Euphorbia,parryi
Perdita,dilecta,29A98,18,Sep,2003,0,1,12S,480508,4148126,Gilia,gunnisonii
Perdita,dilecta,29A98,25,Aug,2001,7,14,12S,480508,4148126,Euphorbia,sp.
Perdita,dilecta,29A98,25,Aug,2001,0,1,12S,480508,4148126,Grindelia,squarrosa
Perdita,dilecta,29A98,26,Aug,2003,1,0,12S,480508,4148126,Euphorbia,parryi
Perdita,dilecta,4A98,18,Sep ,2001,0,4,12S,496422,4136404,Euphorbia,sp.
Perdita,dubia,10A99,15,Aug,2000,0,1,12S,463958,4151179,Chrysothamnus,nauseosus
Perdita,dubia,10A99,15,Aug,2000,0,1,12S,463958,4151179,Solidago,canadensis
Perdita,dubia,64B98,18,Sep,2001,0,3,12S,479590,4148510,Eriogonum,corymbosum
Perdita,dubia,7B99,27,Aug,2001,1,0,12S,485193,4182257,Eriogonum,gordonii
Perdita,dubia,7B99,27,Aug,2001,0,1,12S,485193,4182257,Gutierrezia,sarothrae
Perdita,dubia,84B98,26,Jul,2000,1,0,12S,486075,4127971,Senecio,spartioides
Perdita,dubia,23B99,14,Sep,2000,0,1,12S,486130,4202663,Chrysothamnus,nauseosus
Perdita,dubia,23B99,14,Sep,2000,0,2,12S,486130,4202663,Eriogonum,sp.
Perdita,dubia,23B99,17,Aug,2000,1,2,12S,486130,4202663,Chrysothamnus,nauseosus
Perdita,dubia,23B99,17,Aug,2000,2,1,12S,486130,4202663,Cleome,lutea
Perdita,dubia,23B99,17,Aug,2000,3,0,12S,486130,4202663,Eriogonum,ovalifolium
Perdita,dubia,23B99,17,Aug,2000,0,1,12S,486130,4202663,Salsola,sp.
Perdita,dubia,23A99,3,Aug,2000,0,2,12S,487308,4202301,Cleome,lutea
Perdita,dubia,23A99,14,Sep,2000,1,3,12S,487308,4202301,Chrysothamnus,nauseosus
Perdita,dubia,23A99,17,Aug,2000,14,5,12S,487308,4202301,Eriogonum,ovalifolium
Perdita,dubia,23A99,17,Aug,2000,1,1,12S,487308,4202301,Eriogonum,sp.
Perdita,dubia,53B98,4,Sep,2001,0,1,12S,490031,4136954,Helianthus,petiolaris
Perdita,dubia,7A99,4,Sep,2000,0,1,12S,490387,4186733,Chrysothamnus,nauseosus
Perdita,dubia,7A99,4,Sep,2000,2,0,12S,490387,4186733,Gutierrezia,sarothrae
Perdita,duplonotata,TM2,9,Jun,2003,1,0,12S,388586,4124828,Calochortus,nuttallii
Perdita,duplonotata,2A98,7,May,2001,11,4,12S,469641,4151523,Lepidium,montanum
Perdita,duplonotata,2A98,7,May,2001,7,0,12S,469641,4151523,Lepidium,sp.
Perdita,duplonotata,2A98,7,May,2001,1,0,12S,469641,4151523,Polemoniaceae,sp.
Perdita,duplonotata,2A98,21,May,2001,45,30,12S,469641,4151523,Calochortus,aureus
Perdita,duplonotata,2A98,21,May,2001,6,1,12S,469641,4151523,Lepidium,montanum
Perdita,duplonotata,64A98,8,May,2001,1,0,12S,479762,4148104,Calochortus,aureus
Perdita,duplonotata,29B98,8,May,2001,23,3,12S,480447,4148387,Calochortus,aureus
Perdita,duplonotata,29A98,8,May,2001,3,0,12S,480508,4148126,Calochortus,aureus
Perdita,duplonotata,3B98,31,May,2001,1,0,12S,488676,4128109,Thelypodiopsis,divaricata
Perdita,duplonotata,7A99,25,May,2000,1,0,12S,490387,4186733,Sphaeralcea,grossulariifolia
Perdita,duplonotata,8B99,8,May,2003,14,1,12S,493809,4166196,Fallugia,paradoxa
Perdita,duplonotata,8B99,8,May,2003,2,0,12S,493809,4166196,Lepidium,montanum
Perdita,duplonotata,8B99,8,May,2003,1,0,12S,493809,4166196,Xylorhiza,tortifolia
Perdita,duplonotata,8B99,11,May,2001,7,1,12S,493809,4166196,Fallugia,paradoxa
Perdita,duplonotata,8B99,11,May,2001,0,1,12S,493809,4166196,Gilia,inconspicua
Perdita,duplonotata,8B99,11,May,2001,3,3,12S,493809,4166196,Tamarix,sp.
Perdita,duplonotata,8B99,19,May,2003,2,0,12S,493809,4166196,Calochortus,aureus
Perdita,duplonotata,8B99,19,May,2003,29,8,12S,493809,4166196,Fallugia,paradoxa
Perdita,duplonotata,8B99,19,May,2003,1,0,12S,493809,4166196,Sphaeralcea,sp.
Perdita,duplonotata,8B99,19,May,2003,1,1,12S,493809,4166196,Stanleya,pinnata
Perdita,duplonotata,8B99,19,May,2003,4,1,12S,493809,4166196,Tamarix,sp.
Perdita,duplonotata,8B99,24,May,2001,0,1,12S,493809,4166196,Tamarix,sp.
Perdita,electa,TM2,5,Sep,2003,0,3,12S,388586,4124828,Chrysothamnus,greenei
Perdita,electa,21A99,15,Sep,2003,0,1,12S,468824,4189300,Gutierrezia,sarothrae
Perdita,electa,21A99,15,Sep,2003,1,0,12S,468824,4189300,Heterotheca,villosa
Perdita,electa,21A99,15,Sep,2003,2,0,12S,468824,4189300,Machaeranthera,canescens
Perdita,electa,21A99,15,Sep,2003,1,0,12S,468824,4189300,Machaeranthera,tanacetifolia
Perdita,electa,21B99,12,Sep,2002,1,0,12S,468859,4188940,Asteraceae,sp.
Perdita,electa,21B99,12,Sep,2002,0,1,12S,468859,4188940,Heterotheca,villosa
Perdita,electa,21B99,18,Aug,2000,0,1,12S,468859,4188940,Chrysothamnus,nauseosus
Perdita,electa,21B99,28,Aug,2001,0,1,12S,468859,4188940,Chrysothamnus,nauseosus
Perdita,electa,21B99,28,Aug,2001,1,0,12S,468859,4188940,Heterotheca,villosa
Perdita,electa,5B98,17,Sep,2001,1,4,12S,471555,4155408,Chrysothamnus,nauseosus
Perdita,electa,85B98,3,Sep,2003,0,1,12S,487469,4127174,Heterotheca,villosa
Perdita,electa,7A99,4,Sep,2000,0,1,12S,490387,4186733,Chrysothamnus,nauseosus
Perdita,elongaticeps,300C,29,May,2003,1,0,12S,452360,4115977,Stephanomeria,exigua
Perdita,elongaticeps,21A99,3,Jul,2003,0,1,12S,468824,4189300,Salsola,pestifer
Perdita,elongaticeps,5B98,5,Sep,2001,2,0,12S,471555,4155408,Eriastrum,sparsiflorum
Perdita,elongaticeps,64B98,1,Jul,2003,1,2,12S,479590,4148510,Gilia,gunnisonii
Perdita,elongaticeps,64B98,1,Jul,2003,1,0,12S,479590,4148510,Salsola,pestifer
Perdita,elongaticeps,64B98,5,Jul,2001,0,2,12S,479590,4148510,Gilia,sp.
Perdita,elongaticeps,64B98,18,Sep,2001,0,1,12S,479590,4148510,Eriogonum,corymbosum
Perdita,elongaticeps,64B98,18,Sep,2003,2,1,12S,479590,4148510,Gutierrezia,microcephala
Perdita,elongaticeps,64B98,19,Jun,2003,1,0,12S,479590,4148510,Eriogonum,corymbosum
Perdita,elongaticeps,64B98,26,Aug,2003,0,2,12S,479590,4148510,Gilia,gunnisonii
Perdita,elongaticeps,29A98,1,Jul,2003,2,2,12S,480508,4148126,Gilia,gunnisonii
Perdita,elongaticeps,29A98,4,Jun,2003,0,1,12S,480508,4148126,Chaenactis,stevioides
Perdita,elongaticeps,29A98,4,Jun,2003,1,1,12S,480508,4148126,Gilia,gunnisonii
Perdita,elongaticeps,29A98,5,Jun,2001,1,0,12S,480508,4148126,Gilia,sp.
Perdita,elongaticeps,29A98,25,Aug,2001,2,0,12S,480508,4148126,Euphorbia,sp.
Perdita,elongaticeps,48A98,4,Jun,2003,0,4,12S,484202,4153932,Gilia,gunnisonii
Perdita,elongaticeps,48B98,3,May,2000,0,1,12S,484334,4153768,Gilia,aggregata
Perdita,elongaticeps,48B98,4,Jun,2001,2,0,12S,484334,4153768,Gilia,sp.
Perdita,elongaticeps,53B98,4,Sep,2001,0,1,12S,490031,4136954,Eriastrum,sparsiflorum
Perdita,elongaticeps,53B98,5,Jun ,2001,1,0,12S,490031,4136954,Erigeron,sp.
Perdita,elongaticeps,53B98,6,Jun,2003,1,1,12S,490031,4136954,Gilia,gunnisonii
Perdita,elongaticeps,53B98,6,Jun,2003,0,1,12S,490031,4136954,Tamarix,sp.
Perdita,elongaticeps,53B98,18,Jun,2001,0,1,12S,490031,4136954,Gilia,sp.
Perdita,elongaticeps,53B98,19,Jun,2002,0,1,12S,490031,4136954,Gilia,gunnisonii
Perdita,elongaticeps,53B98,19,Jun,2003,5,12,12S,490031,4136954,Gilia,gunnisonii
Perdita,elongaticeps,53B98,20,Sep,2001,1,0,12S,490031,4136954,Eriastrum,sparsiflorum
Perdita,elongaticeps,4A98,18,Sep,2001,0,1,12S,496422,4136404,Gilia,sp.
Perdita,elongaticeps,4A98,22,May,2001,0,1,12S,496422,4136404,Gilia,inconspicua
Perdita,elongaticeps,4A98,22,May,2001,2,1,12S,496422,4136404,Psorothamnus,fremontii
Perdita,elongaticeps,4B98,5,Jun ,2001,0,1,12S,496688,4137271,Gilia,inconspicua
Perdita,elongaticeps,4B98,18,Sep,2001,4,4,12S,496688,4137271,Gilia,sp.
Perdita,elongaticeps,4B98,22,May,2001,1,2,12S,496688,4137271,Gilia,inconspicua
Perdita,euzonata,23B99,14,Sep,2000,0,2,12S,486130,4202663,Eriogonum,sp.
Perdita,euzonata,23B99,17,Aug,2000,0,1,12S,486130,4202663,Eriogonum,ovalifolium
Perdita,euzonata,23A99,17,Aug,2000,0,1,12S,487308,4202301,Eriogonum,sp.
Perdita,euzonata,7B98,20,Sep,2000,0,1,12S,488886,4138185,Eriogonum,sp.
Perdita,euzonata,8B99,13,Sep,2000,0,1,12S,493809,4166196,Chrysothamnus,nauseosus
Perdita,fallax,114A00,24,Aug,2001,1,0,12S,382273,4126481,Gilia,sp.
Perdita,fallax,114B00,6,Aug,2001,1,0,12S,382309,4126237,Gutierrezia,sarothrae
Perdita,fallax,TM2,5,Aug,2003,2,4,12S,388586,4124828,Senecio,spartioides
Perdita,fallax,TM2,5,Sep,2003,2,3,12S,388586,4124828,Senecio,spartioides
Perdita,fallax,101B00,30,Aug,2002,1,1,12S,453100,4181400,Stephanomeria,exigua
Perdita,fallax,21A99,12,Aug,2003,2,3,12S,468824,4189300,Heterotheca,villosa
Perdita,fallax,21A99,29,Jul,2003,2,0,12S,468824,4189300,Heterotheca,villosa
Perdita,fallax,21B99,3,Jul,2003,0,1,12S,468859,4188940,Heterotheca,villosa
Perdita,fallax,21B99,7,Jun ,2001,0,1,12S,468859,4188940,Hymenopappus,filifolius
Perdita,fallax,21B99,14,Aug,2001,3,4,12S,468859,4188940,Heterotheca,villosa
Perdita,fallax,21B99,25,Jul,2001,2,1,12S,468859,4188940,Heterotheca,villosa
Perdita,fallax,21B99,28,Aug,2001,0,1,12S,468859,4188940,Heterotheca,villosa
Perdita,fallax,5B98,17,Sep,2001,0,1,12S,471555,4155408,Chrysothamnus,nauseosus
Perdita,fallax,29A98,1,May,2000,1,0,12S,480508,4148126,Poliomintha,incana
Perdita,fallax,60B98,3,May,2000,0,1,12S,483518,4154689,Aster,sp.
Perdita,fallax,48A98,27,Aug,2001,1,0,12S,484202,4153932,Eriogonum,sp.
Perdita,fallax,48B98,27,Aug,2001,1,0,12S,484334,4153768,Gutierrezia,sarothrae
Perdita,fallax,22A98,11,Aug,2000,0,2,12S,486061,4130708,Senecio,spartioides
Perdita,fallax,84B98,15,Aug,2002,0,1,12S,486075,4127971,Cirsium,sp.
Perdita,fallax,80A98,26,Jul,2000,1,0,12S,486658,4127393,Gutierrezia,microcephala
Perdita,fallax,22B98,20,Jul,2001,1,0,12S,486816,4130614,Asteraceae,sp. (yellow)
Perdita,fallax,66B98,2,Aug,2001,1,1,12S,487263,4128895,Erigeron,sp.
Perdita,fallax,66B98,2,Aug,2001,2,1,12S,487263,4128895,Erigeron,utahensis
Perdita,fallax,66B98,2,Aug,2001,1,1,12S,487263,4128895,Gutierrezia,sarothrae
Perdita,fallax,66B98,10,Aug,2000,5,8,12S,487263,4128895,Gutierrezia,sarothrae
Perdita,fallax,66B98,10,Aug,2000,0,1,12S,487263,4128895,Senecio,spartioides
Perdita,fallax,66B98,20,Jul,2001,1,0,12S,487263,4128895,Erigeron,sp.
Perdita,fallax,66B98,22,Aug,2000,0,1,12S,487263,4128895,Gutierrezia,sarothrae
Perdita,fallax,66B98,22,Aug,2000,0,2,12S,487263,4128895,Senecio,spartioides
Perdita,fallax,66B98,22,Aug,2001,0,2,12S,487263,4128895,Gutierrezia,sarothrae
Perdita,fallax,66B98,26,Jul,2000,4,1,12S,487263,4128895,Gutierrezia,sarothrae
Perdita,fallax,66B98,29,Jun,2001,1,0,12S,487263,4128895,Erigeron,speciosus
Perdita,fallax,66B98,29,Jun ,2001,0,1,12S,487263,4128895,Tradescantia,occidentalis
Perdita,fallax,86B98,2,Jul,2003,1,0,12S,487269,4128373,Erigeron,bellidiastrum
Perdita,fallax,86B98,3,Sep,2003,1,0,12S,487269,4128373,Erigeron,bellidiastrum
Perdita,fallax,86B98,3,Sep,2003,1,0,12S,487269,4128373,Heterotheca,villosa
Perdita,fallax,86B98,7,Sep,2000,0,1,12S,487269,4128373,Senecio,spartioides
Perdita,fallax,86B98,10,Aug,2000,0,1,12S,487269,4128373,Chrysothamnus,nauseosus
Perdita,fallax,86B98,10,Aug,2000,1,4,12S,487269,4128373,Senecio,spartioides
Perdita,fallax,86B98,15,Aug,2002,3,0,12S,487269,4128373,Erigeron,sp.
Perdita,fallax,86B98,15,Aug,2003,1,0,12S,487269,4128373,Helianthus,annuus
Perdita,fallax,86B98,17,Sep,2003,1,0,12S,487269,4128373,Senecio,spartioides
Perdita,fallax,86B98,22,Aug,2000,0,3,12S,487269,4128373,Senecio,spartioides
Perdita,fallax,86B98,26,Jul,2000,1,0,12S,487269,4128373,Heterotheca,villosa
Perdita,fallax,86B98,31,Jul,2003,0,1,12S,487269,4128373,Achillea,millefolium
Perdita,fallax,86B98,31,Jul,2003,2,2,12S,487269,4128373,Erigeron,bellidiastrum
Perdita,fallax,86B98,31,Jul,2003,0,1,12S,487269,4128373,Gutierrezia,sarothrae
Perdita,fallax,85A98,10,Aug,2000,1,0,12S,487375,4127183,Gutierrezia,sarothrae
Perdita,fallax,85B98,2,Jul,2003,0,2,12S,487469,4127174,Potentilla,gracilis
Perdita,fallax,85B98,3,Sep,2003,1,1,12S,487469,4127174,Heterotheca,villosa
Perdita,fallax,85B98,3,Sep,2003,2,2,12S,487469,4127174,Senecio,spartioides
Perdita,fallax,85B98,7,Sep,2000,0,1,12S,487469,4127174,Gutierrezia,sarothrae
Perdita,fallax,85B98,10,Aug,2000,0,1,12S,487469,4127174,Senecio,spartioides
Perdita,fallax,85B98,20,Jul,2001,1,0,12S,487469,4127174,Crepis,sp.
Perdita,fallax,85B98,23,Aug,2000,0,3,12S,487469,4127174,Gutierrezia,sarothrae
Perdita,fallax,85B98,28,Jun,2001,1,0,12S,487469,4127174,Crepis,sp.
Perdita,fallax,3A98,1,Aug,2001,0,1,12S,488030,4128180,Erigeron,bellidiastrum
Perdita,fallax,3A98,1,Aug,2001,1,0,12S,488030,4128180,Gutierrezia,sarothrae
Perdita,fallax,3B98,1,Aug,2001,0,3,12S,488676,4128109,Chrysothamnus,sp.
Perdita,fallax,3B98,1,Aug,2001,1,1,12S,488676,4128109,Gutierrezia,sarothrae
Perdita,fallax,3B98,7,Sep,2000,0,1,12S,488676,4128109,Chrysothamnus,nauseosus
Perdita,fallax,3B98,11,Aug,2000,1,7,12S,488676,4128109,Chrysothamnus,nauseosus
Perdita,fallax,3B98,15,Aug,2002,0,1,12S,488676,4128109,Chrysothamnus,sp.
Perdita,fallax,3B98,15,Aug,2002,0,1,12S,488676,4128109,Erigeron,sp.
Perdita,fallax,3B98,19,Jul,2001,1,0,12S,488676,4128109,Erigeron,sp.
Perdita,fallax,3B98,27,Jul,2000,10,15,12S,488676,4128109,Chrysothamnus,nauseosus
Perdita,festiva,21A99,20,May,2002,1,0,12S,468824,4189300,Tamarix,sp.
Perdita,festiva,8B99,3,Aug,2000,0,1,12S,493809,4166196,Baccharis,sp.
Perdita,festiva,8B99,11,Aug,2003,15,17,12S,493809,4166196,Oxytenia,acerosa
Perdita,festiva,8B99,11,Sep,2002,0,1,12S,493809,4166196,Oxytenia,acerosa
Perdita,festiva,8B99,12,Aug,2002,5,9,12S,493809,4166196,Baccharis,salicifolia
Perdita,festiva,8B99,14,Aug,2001,4,6,12S,493809,4166196,Baccharis,salicifolia
Perdita,festiva,8B99,14,Aug,2001,0,1,12S,493809,4166196,Baccharis,sp.
Perdita,festiva,8B99,16,Aug,2000,10,25,12S,493809,4166196,Asteraceae,sp.
Perdita,festiva,8B99,16,Aug,2000,1,8,12S,493809,4166196,Baccharis,sp.
Perdita,festiva,8B99,16,Aug,2000,0,3,12S,493809,4166196,Chrysothamnus,sp.
Perdita,festiva,8B99,16,Aug,2000,1,1,12S,493809,4166196,Tamarix,sp.
Perdita,festiva,8B99,25,Aug,2003,5,3,12S,493809,4166196,Oxytenia,acerosa
Perdita,festiva,8B99,25,Aug,2003,0,1,12S,493809,4166196,Salsola,pestifer
Perdita,festiva,8B99,27,Aug,2002,34,34,12S,493809,4166196,Baccharis,salicifolia
Perdita,festiva,8B99,28,Jul,2003,0,1,12S,493809,4166196,Tamarix,sp.
Perdita,glabrescens,8B99,25,Aug,2003,0,4,12S,493809,4166196,Eriogonum,sp.
Perdita,glabrescens,8B99,28,Jul,2003,0,2,12S,493809,4166196,Eriogonum,sp.
Perdita,glabrescens,8B99,30,Jun,2003,0,1,12S,493809,4166196,Eriogonum,sp.
Perdita,heterothecae,2B98,23,Aug,2001,0,1,12S,469153,4151154,Chrysothamnus,sp.
Perdita,heterothecae,2A98,23,Jul,2001,0,1,12S,469641,4151523,Asteraceae,sp. (yellow)
Perdita,heterothecae,2A98,23,Jul,2001,1,12,12S,469641,4151523,Gutierrezia,sarothrae
Perdita,heterothecae,2A98,23,Jul,2001,0,1,12S,469641,4151523,Helianthus,petiolaris
Perdita,idonea,101A00,30,Aug,2002,1,1,12S,452858,4181626,Chrysothamnus,viscidiflorus
Perdita,idonea,101B00,30,Aug,2002,0,3,12S,453100,4181400,Chrysothamnus,viscidiflorus
Perdita,idonea,21A99,1,Sep,2003,3,0,12S,468824,4189300,Gutierrezia,sarothrae
Perdita,idonea,21A99,1,Sep,2003,1,0,12S,468824,4189300,Heterotheca,villosa
Perdita,idonea,21A99,28,Aug,2001,0,2,12S,468824,4189300,Heterotheca,villosa
Perdita,idonea,21B99,8,Aug,2000,0,1,12S,468859,4188940,Asteraceae,sp. (yellow)
Perdita,idonea,21B99,15,Sep,2000,0,1,12S,468859,4188940,Chrysothamnus,nauseosus
Perdita,idonea,21B99,18,Aug,2000,0,1,12S,468859,4188940,Aster,chilensis
Perdita,idonea,21B99,18,Aug,2000,0,1,12S,468859,4188940,Chrysothamnus,nauseosus
Perdita,idonea,10B98,13,Sep,2000,1,0,12S,471418,4157133,Gutierrezia,sarothrae
Perdita,idonea,10B98,28,Aug,2000,2,0,12S,471418,4157133,Chrysothamnus,nauseosus
Perdita,idonea,5B98,17,Sep,2001,1,1,12S,471555,4155408,Chrysothamnus,nauseosus
Perdita,idonea,19A99,31,Aug,2000,1,0,12S,472118,4190897,Chrysothamnus,nauseosus
Perdita,idonea,3B98,7,Sep,2000,0,1,12S,488676,4128109,Chrysothamnus,nauseosus
Perdita,idonea,53B98,4,Oct,2000,1,0,12S,490031,4136954,Aster,chilensis
Perdita,idonea,53B98,4,Oct,2000,0,1,12S,490031,4136954,Gutierrezia,sarothrae
Perdita,idonea,53B98,4,Sep,2001,1,0,12S,490031,4136954,Asteraceae,sp. (yellow)
Perdita,idonea,53B98,4,Sep,2001,1,0,12S,490031,4136954,Eriogonum,corymbosum
Perdita,idonea,53B98,4,Sep,2001,3,0,12S,490031,4136954,Gutierrezia,sarothrae
Perdita,idonea,53B98,21,Sep,2000,0,1,12S,490031,4136954,Chrysothamnus,nauseosus
Perdita,idonea,53B98,21,Sep,2000,1,0,12S,490031,4136954,Gutierrezia,sarothrae
Perdita,idonea,53B98,26,Sep,2002,2,0,12S,490031,4136954,Gutierrezia,sarothrae
Perdita,idonea,7A99,4,Sep,2000,0,1,12S,490387,4186733,Chrysothamnus,nauseosus
Perdita,idonea,8B99,4,Oct,2000,0,1,12S,493809,4166196,Chrysothamnus,nauseosus
Perdita,imbellis,21A99,17,Jun,2003,1,0,12S,468824,4189300,Hymenopappus,filifolius
Perdita,imbellis,21A99,27,Aug,2002,0,1,12S,468824,4189300,Grindelia,squarrosa
Perdita,imbellis,21B99,29,Jul,2003,0,1,12S,468859,4188940,Grindelia,squarrosa
Perdita,imbellis,21B99,29,Jul,2003,1,1,12S,468859,4188940,Heterotheca,villosa
Perdita,imbellis,5B98,4,Jun,2001,0,1,12S,471555,4155408,Senecio,sp.
Perdita,imbellis,48A98,4,Jun,2001,0,1,12S,484202,4153932,Asteraceae,sp. (purple)
Perdita,imbellis,48A98,4,Jun,2001,0,1,12S,484202,4153932,Hymenopappus,filifolius
Perdita,imbellis,48A98,18,May,2000,1,0,12S,484202,4153932,Hymenopappus,filifolius
Perdita,imbellis,48B98,18,May,2000,3,0,12S,484334,4153768,Hymenopappus,filifolius
Perdita,imbellis,7B99,10,Aug,2001,0,3,12S,485193,4182257,Helianthus,petiolaris
Perdita,imbellis,7B99,10,Aug,2001,0,4,12S,485193,4182257,Thelesperma,subnudum
Perdita,imbellis,7B99,27,Aug,2001,1,0,12S,485193,4182257,Gutierrezia,sarothrae
Perdita,imbellis,7B98,20,Sep,2000,0,1,12S,488886,4138185,Chrysothamnus,nauseosus
Perdita,knowltoni,JOCS,1,Oct,2002,4,4,12S,452127,4112825,Chrysothamnus,linifolius
Perdita,knowltoni,300C,1,Oct,2002,0,1,12S,452360,4115977,Chrysothamnus,linifolius
Perdita,knowltoni,300C,9,Oct,2002,4,2,12S,452360,4115977,Chrysothamnus,sp.
Perdita,knowltoni,10B98,17,Sep,2001,2,0,12S,471418,4157133,Chrysothamnus,linifolius
Perdita,knowltoni,5B98,5,Sep,2001,1,0,12S,471555,4155408,Chrysothamnus,linifolius
Perdita,knowltoni,5B98,17,Sep,2001,8,3,12S,471555,4155408,Chrysothamnus,nauseosus
Perdita,knowltoni,19A99,14,Sep,2001,0,3,12S,472118,4190897,Chrysothamnus,linifolius
Perdita,knowltoni,19A99,14,Sep,2001,1,2,12S,472118,4190897,Chrysothamnus,sp.
Perdita,knowltoni,19A99,15,Sep,2000,0,1,12S,472118,4190897,Chrysothamnus,nauseosus
Perdita,knowltoni,19A99,25,Sep,2000,1,1,12S,472118,4190897,Chrysothamnus,nauseosus
Perdita,knowltoni,64B98,18,Sep,2001,11,0,12S,479590,4148510,Chrysothamnus,depressus
Perdita,knowltoni,80A98,7,Jul,2000,1,0,12S,486658,4127393,Asteraceae,sp. (yellow)
Perdita,knowltoni,22B98,6,Jul,2000,1,0,12S,486816,4130614,Asteraceae,sp. (yellow)
Perdita,knowltoni,7B98,4,Oct,2000,39,22,12S,488886,4138185,Chrysothamnus,nauseosus
Perdita,knowltoni,7B98,20,Sep,2000,7,0,12S,488886,4138185,Chrysothamnus,nauseosus
Perdita,knowltoni,7B98,20,Sep,2000,0,1,12S,488886,4138185,Gutierrezia,sarothrae
Perdita,knowltoni,53B98,4,Oct,2000,9,2,12S,490031,4136954,Chrysothamnus,nauseosus
Perdita,knowltoni,53B98,4,Oct,2000,1,0,12S,490031,4136954,Gutierrezia,sarothrae
Perdita,knowltoni,53B98,20,Sep,2001,1,0,12S,490031,4136954,Chrysothamnus,nauseosus
Perdita,knowltoni,53B98,21,Sep,2000,12,1,12S,490031,4136954,Chrysothamnus,nauseosus
Perdita,knowltoni,53B98,26,Sep,2002,2,3,12S,490031,4136954,Chrysothamnus,linifolius
Perdita,knowltoni,53B98,26,Sep,2002,7,2,12S,490031,4136954,Chrysothamnus,viscidiflorus
Perdita,knowltoni,8B99,27,Sep,2000,1,0,12S,493809,4166196,Chrysothamnus,nauseosus
Perdita,knowltoni,4A98,18,Sep,2001,1,0,12S,496422,4136404,Grindelia,squarrosa
Perdita,lateralis,86B98,16,May,2000,1,0,12S,487269,4128373,Malus,sp.
Perdita,luteola,10A99,15,Aug,2000,0,1,12S,463958,4151179,Chrysothamnus,nauseosus
Perdita,luteola,21A99,1,Sep,2003,0,2,12S,468824,4189300,Gutierrezia,sarothrae
Perdita,luteola,21B99,8,Aug,2000,0,2,12S,468859,4188940,Chrysothamnus,nauseosus
Perdita,luteola,21B99,8,Aug,2000,0,1,12S,468859,4188940,Melilotus,alba
Perdita,luteola,21B99,14,Aug,2001,1,1,12S,468859,4188940,Gutierrezia,sarothrae
Perdita,luteola,21B99,18,Aug,2000,1,0,12S,468859,4188940,Chrysothamnus,nauseosus
Perdita,luteola,21B99,27,Aug,2002,0,4,12S,468859,4188940,Chrysothamnus,sp.
Perdita,luteola,21B99,28,Aug,2001,1,1,12S,468859,4188940,Gutierrezia,sarothrae
Perdita,luteola,10B98,16,Aug,2000,9,29,12S,471418,4157133,Chrysothamnus,nauseosus
Perdita,luteola,10B98,23,Aug,2001,0,1,12S,471418,4157133,Chrysothamnus,linifolius
Perdita,luteola,10B98,23,Aug,2001,0,1,12S,471418,4157133,Gutierrezia,sarothrae
Perdita,luteola,10B98,28,Aug,2000,2,4,12S,471418,4157133,Chrysothamnus,nauseosus
