iNaturalist taxon name,iNaturalist taxon ID,Taxon name,Author,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,observationId,Latitude,Longitude,Date observed,Description,Common name,Recorded by,Captive/Cultivated,Quality grade,coordinateUncertaintyInMeters
Xylaria hypoxylon,55267,Xylaria hypoxylon,,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Xylariomycetidae,,Xylariales,,,,Xylariaceae,,,Xylaria,hypoxylon,iNat:96973635,49.472362,-123.224366,2021-10-02T19:20:22-07:00,,,,false,needs_id,1600
Hypomyces lactifluorum,48215,Hypomyces lactifluorum,,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Hypocreomycetidae,,Hypocreales,,,,Hypocreaceae,,,Hypomyces,lactifluorum,iNat:97099039,49.378758,-123.261842,2021-10-01T11:36:46-07:00,,,Alyssa Zandvliet,false,research,67
Hypomyces chrysospermus,152947,Hypomyces chrysospermus,,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Hypocreomycetidae,,Hypocreales,,,,Hypocreaceae,,,Hypomyces,chrysospermus,iNat:97104663,49.347631,-123.393694,2021-10-03T17:00:13-07:00,,,Ben Keen,false,needs_id,
Tarzetta cupularis,352484,Tarzetta cupularis,,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,,Tarzettaceae,,,Tarzetta,cupularis,iNat:97104946,49.367061,-123.375253,2021-10-03T16:29:42-07:00,,,Ben Keen,false,needs_id,
Aleuria aurantia,48716,Aleuria aurantia,,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,,Pyronemataceae,,,Aleuria,aurantia,iNat:97142709,49.778655,-123.136824,2021-10-02T12:48:30-07:00,,,,false,research,5129
Parmelia,54735,Parmelia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Parmelia,,iNat:97177774,49.376445,-123.259675,2021-10-03T12:44:40-07:00,,,,false,needs_id,6
Parmelioideae,1094690,Parmelioideae,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,,,iNat:97184907,49.707231,-123.130748,2021-10-04T12:57:28-07:00,,,Nancy Henderson,false,needs_id,1593
Usnea,67747,Usnea,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Usnea,,iNat:97185029,49.70675,-123.137711,2021-10-04T13:02:31-07:00,,,Nancy Henderson,false,needs_id,52
Aleuria aurantia,48716,Aleuria aurantia,,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,,Pyronemataceae,,,Aleuria,aurantia,iNat:97399824,49.884885,-123.271993,2021-10-03T12:09:53-07:00,,,,false,needs_id,3629
Hymenoscyphus,328023,Hymenoscyphus,,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Helotiales,,,,Helotiaceae,,,Hymenoscyphus,,iNat:97603516,49.373822,-123.346797,2021-10-08T16:59:36-07:00,,,Ben Keen,false,needs_id,
Usnea hirta,182679,Usnea hirta,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Usnea,hirta,iNat:97817414,49.910605,-123.155972,2021-10-08T17:43:48-07:00,,,,false,needs_id,612
Pezizales,48717,Pezizales,,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,,,,,,,iNat:97835923,49.713921,-123.153402,2021-10-10T16:01:48-07:00,,,,false,needs_id,65
Parmelioideae,1094690,Parmelioideae,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,,,iNat:97837918,49.335325,-123.262782,2021-10-10T14:18:21-07:00,,,Nila Sivatheesan,false,needs_id,596
Aleuria aurantia,48716,Aleuria aurantia,,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,,Pyronemataceae,,,Aleuria,aurantia,iNat:97947206,49.706672,-123.171333,2021-10-11T13:50:20-07:00,,,Ben Keen,false,needs_id,
Peltigera canina,180500,Peltigera canina,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,,Peltigeraceae,,,Peltigera,canina,iNat:97963595,49.710347,-123.165856,2021-10-11T12:55:00-07:00,,,Ben Keen,false,needs_id,
Calycina citrina,955949,Calycina citrina,,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Helotiales,,,,Pezizellaceae,,,Calycina,citrina,iNat:97964542,49.71485,-123.165461,2021-10-11T12:17:31-07:00,,,Ben Keen,false,research,
Rhytisma punctatum,333838,Rhytisma punctatum,,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Rhytismatales,,,,Rhytismataceae,,,Rhytisma,punctatum,iNat:98018318,49.698105,-123.135772,2021-10-11T19:31:37-07:00,,,Nancy Henderson,false,research,65
Aleuria aurantia,48716,Aleuria aurantia,,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,,Pyronemataceae,,,Aleuria,aurantia,iNat:98113767,49.724435,-123.091369,2021-10-13T09:30:41-07:00,,,Nancy Henderson,false,research,10
Hypomyces lactifluorum,48215,Hypomyces lactifluorum,,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Hypocreomycetidae,,Hypocreales,,,,Hypocreaceae,,,Hypomyces,lactifluorum,iNat:98120412,49.723318,-123.08786,2021-10-13T10:40:49-07:00,,,Nancy Henderson,false,research,30
Usnea,67747,Usnea,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Usnea,,iNat:98216804,49.704803,-123.105147,2021-10-14T10:11:14-07:00,,,Nancy Henderson,false,needs_id,6
Xylaria hypoxylon,55267,Xylaria hypoxylon,,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Xylariomycetidae,,Xylariales,,,,Xylariaceae,,,Xylaria,hypoxylon,iNat:98260504,49.333631,-123.258019,2021-10-14T14:46:00-07:00,,,Steven Hayward,false,needs_id,328
Cladonia,49490,Cladonia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,,iNat:98302751,49.437942,-123.480518,2021-10-13T12:50:20-07:00,,,Lou D,false,needs_id,92
Cladonia portentosa,119666,Cladonia portentosa,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,portentosa,iNat:98305703,49.337283,-123.258872,2021-10-14T14:10:31-07:00,,,,false,needs_id,24
Sphaerophorus tuckermanii,123231,Sphaerophorus tuckermanii,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Sphaerophoraceae,,,Sphaerophorus,tuckermanii,iNat:98394737,49.401214,-123.209794,2021-06-25T10:57:00-07:00,,,John D Reynolds,false,research,9
Sphaerophorus tuckermanii,123231,Sphaerophorus tuckermanii,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Sphaerophoraceae,,,Sphaerophorus,tuckermanii,iNat:98394744,49.401375,-123.21,2021-06-25T10:59:00-07:00,,,John D Reynolds,false,research,11
Cladonia,49490,Cladonia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,,iNat:98394980,49.374161,-123.187461,2021-06-25T13:09:00-07:00,,,John D Reynolds,false,needs_id,4
Parmelioideae,1094690,Parmelioideae,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,,,iNat:98394996,49.375136,-123.185142,2021-06-25T13:14:00-07:00,,,John D Reynolds,false,needs_id,4
Hypogymnia imshaugii,179042,Hypogymnia imshaugii,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Hypogymnia,imshaugii,iNat:98430034,49.464638,-123.227722,2021-10-16T12:44:47-07:00,,,Mendel Skulski,false,needs_id,
Helvella elastica,63246,Helvella elastica,,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,,Helvellaceae,,,Helvella,elastica,iNat:98515121,49.467326,-123.229753,2021-10-16T12:06:07-07:00,,,Mendel Skulski,false,research,
Lobaria pulmonaria,48711,Lobaria pulmonaria,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,,Lobariaceae,,,Lobaria,pulmonaria,iNat:98515289,49.464702,-123.22767,2021-10-16T12:46:19-07:00,,,Mendel Skulski,false,needs_id,
Helvella vespertina,423950,Helvella vespertina,,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,,Helvellaceae,,,Helvella,vespertina,iNat:98516360,49.373723,-123.192183,2021-09-19T13:38:59-07:00,,,Mendel Skulski,false,needs_id,
Helvella,49206,Helvella,,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,,Helvellaceae,,,Helvella,,iNat:98556602,49.747035,-123.08201,2021-10-17T16:57:03-07:00,,,,false,needs_id,3231
Cladonia coniocraea,155093,Cladonia coniocraea,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,coniocraea,iNat:98557746,49.391845,-123.358188,2021-10-17T12:14:47-07:00,,,,false,research,2333
Peltigera aphthosa,119675,Peltigera aphthosa,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,,Peltigeraceae,,,Peltigera,aphthosa,iNat:98557927,49.3867,-123.357578,2021-10-17T11:48:42-07:00,,,,false,needs_id,4579
Cladonia,49490,Cladonia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,,iNat:98558002,49.386657,-123.350056,2021-10-17T11:46:04-07:00,,,,false,needs_id,5303
Cladonia squamosa,117963,Cladonia squamosa,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,squamosa,iNat:98558075,49.398637,-123.365777,2021-10-17T11:45:08-07:00,,,,false,needs_id,4500
Xylaria,55268,Xylaria,,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Xylariomycetidae,,Xylariales,,,,Xylariaceae,,,Xylaria,,iNat:98619035,49.355009,-123.268986,2021-10-18T09:55:09-07:00,,,Marcus Richardson,false,needs_id,60
Lobaria pulmonaria,48711,Lobaria pulmonaria,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,,Lobariaceae,,,Lobaria,pulmonaria,iNat:98626578,49.701313,-123.13391,2021-10-18T11:04:24-07:00,,,,false,research,47
Calycina citrina,955949,Calycina citrina,,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Helotiales,,,,Pezizellaceae,,,Calycina,citrina,iNat:98721227,49.355476,-123.380771,2021-10-19T11:13:02-07:00,,,,false,research,9
Aleuria aurantia,48716,Aleuria aurantia,,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,,Pyronemataceae,,,Aleuria,aurantia,iNat:98938969,49.416686,-123.206978,2021-09-18T13:43:00-07:00,,,Kate McKeown,false,research,32
Hypogymnia,117988,Hypogymnia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Hypogymnia,,iNat:98938974,49.421397,-123.205528,2021-09-18T13:56:00-07:00,,,Kate McKeown,false,needs_id,32
Cladonia,49490,Cladonia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,,iNat:98938979,49.423575,-123.206458,2021-09-18T14:07:00-07:00,,,Kate McKeown,false,needs_id,32
Rhizocarpon,117899,Rhizocarpon,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Rhizocarpales,,,,Rhizocarpaceae,,,Rhizocarpon,,iNat:98938989,49.428464,-123.207825,2021-09-18T14:38:00-07:00,,,Kate McKeown,false,needs_id,48
Sphaerophorus,55243,Sphaerophorus,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Sphaerophoraceae,,,Sphaerophorus,,iNat:98938992,49.426906,-123.206322,2021-09-18T15:42:00-07:00,,,Kate McKeown,false,needs_id,24
Lecideales,125752,Lecideales,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecideales,,,,,,,,,iNat:98939000,49.407608,-123.208022,2021-09-18T15:58:00-07:00,,,Kate McKeown,false,needs_id,8
Platismatia,117886,Platismatia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Platismatia,,iNat:98939079,49.750019,-123.051475,2021-09-23T09:46:00-07:00,,,Kate McKeown,false,needs_id,8
Hypogymnia,117988,Hypogymnia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Hypogymnia,,iNat:98939093,49.750153,-123.051292,2021-09-23T09:50:00-07:00,,,Kate McKeown,false,needs_id,16
Parmelioideae,1094690,Parmelioideae,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,,,iNat:98939098,49.750103,-123.051169,2021-09-23T09:51:00-07:00,,,Kate McKeown,false,needs_id,16
Cladonia,49490,Cladonia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,,iNat:98939141,49.764553,-123.041861,2021-09-23T11:44:00-07:00,,,Kate McKeown,false,needs_id,16
Helvella,49206,Helvella,,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,,Helvellaceae,,,Helvella,,iNat:99026365,49.818863,-123.153745,2021-10-22T15:56:43-07:00,,,,false,needs_id,65
Stereocaulon,122660,Stereocaulon,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Stereocaulaceae,,,Stereocaulon,,iNat:99136756,49.909092,-123.195472,2021-10-22T13:02:51-07:00,,,Stephen Hui,false,needs_id,4
Usnea longissima,122681,Usnea longissima,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Usnea,longissima,iNat:99137029,49.890613,-123.186355,2021-10-22T11:24:40-07:00,,,Stephen Hui,false,research,4
Cladonia fimbriata,179037,Cladonia fimbriata,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,fimbriata,iNat:99188149,49.379825,-123.338046,2021-10-23T21:52:27+00:00,,,Taren Urquhart,false,research,1412
Cladonia,49490,Cladonia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,,iNat:99303829,49.395884,-123.463626,2021-10-23T16:49:49-07:00,,,Creature_Librarian,false,needs_id,32
Cladonia,49490,Cladonia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,,iNat:99303851,49.3957,-123.463975,2021-10-23T16:50:41-07:00,,,Creature_Librarian,false,needs_id,134
Cladonia,49490,Cladonia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,,iNat:99306535,49.393417,-123.446928,2021-10-22T16:18:00+00:00,,,Creature_Librarian,false,needs_id,68
Xanthoparmelia cumberlandia,123230,Xanthoparmelia cumberlandia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Xanthoparmelia,cumberlandia,iNat:99306537,49.393417,-123.446928,2021-10-22T16:29:00+00:00,,,Creature_Librarian,false,needs_id,68
Usnea longissima,122681,Usnea longissima,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Usnea,longissima,iNat:99390336,49.871542,-123.241881,2021-10-03T13:19:17-07:00,,,,false,research,11492
Xylaria hypoxylon,55267,Xylaria hypoxylon,,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Xylariomycetidae,,Xylariales,,,,Xylariaceae,,,Xylaria,hypoxylon,iNat:99500659,49.694323,-123.135194,2021-09-30T13:57:05-07:00,,,,false,research,1174
Lobaria,48714,Lobaria,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,,Lobariaceae,,,Lobaria,,iNat:99505737,49.700633,-123.124847,2021-10-26T17:45:40-07:00,,,Nancy Henderson,false,needs_id,65
Cladonia,49490,Cladonia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,,iNat:99637722,49.750019,-123.051826,2021-09-23T09:46:00-07:00,,,Kate McKeown,false,needs_id,
Cladonia,49490,Cladonia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,,iNat:99637737,49.750038,-123.05101,2021-09-23T09:54:00-07:00,,,Kate McKeown,false,needs_id,
Peltigera,54294,Peltigera,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,,Peltigeraceae,,,Peltigera,,iNat:99637759,49.749664,-123.049995,2021-09-23T10:01:00-07:00,,,Kate McKeown,false,needs_id,
Cladonia,49490,Cladonia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,,iNat:99654173,49.757572,-123.055748,2021-09-23T10:50:00-07:00,,,Kate McKeown,false,needs_id,
Parmelioideae,1094690,Parmelioideae,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,,,iNat:99654218,49.761562,-123.047791,2021-09-23T11:17:00-07:00,,,Kate McKeown,false,needs_id,
Lecanoromycetes,54743,Lecanoromycetes,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,,,,,,,,,,,,iNat:99654220,49.762615,-123.047699,2021-09-23T11:24:00-07:00,,,Kate McKeown,false,needs_id,
Bryoria,117926,Bryoria,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Bryoria,,iNat:99654222,49.764881,-123.044449,2021-09-23T11:34:00-07:00,,,Kate McKeown,false,needs_id,
Lecideales,125752,Lecideales,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecideales,,,,,,,,,iNat:99654244,49.764549,-123.034729,2021-09-23T12:14:00-07:00,,,Kate McKeown,false,needs_id,
Rhizocarpon,117899,Rhizocarpon,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Rhizocarpales,,,,Rhizocarpaceae,,,Rhizocarpon,,iNat:99654245,49.764549,-123.034729,2021-09-23T12:14:00-07:00,,,Kate McKeown,false,needs_id,
Cladonia,49490,Cladonia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,,iNat:99660578,49.76432,-123.033699,2021-09-23T12:16:00-07:00,,,Kate McKeown,false,needs_id,
Stereocaulon ramulosum,318589,Stereocaulon ramulosum,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Stereocaulaceae,,,Stereocaulon,ramulosum,iNat:99660653,49.778233,-122.993614,2021-09-23T13:20:00-07:00,,,Kate McKeown,false,needs_id,
Rhizocarpon,117899,Rhizocarpon,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Rhizocarpales,,,,Rhizocarpaceae,,,Rhizocarpon,,iNat:99660683,49.780121,-122.99234,2021-09-23T13:25:00-07:00,,,Kate McKeown,false,needs_id,
Lecanoromycetes,54743,Lecanoromycetes,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,,,,,,,,,,,,iNat:99660754,49.764275,-123.033142,2021-09-23T16:40:00-07:00,,,Kate McKeown,false,needs_id,
Lobaria,48714,Lobaria,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,,Lobariaceae,,,Lobaria,,iNat:99660759,49.763,-123.049164,2021-09-23T17:11:00-07:00,,,Kate McKeown,false,needs_id,
Parmelioideae,1094690,Parmelioideae,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,,,iNat:99675099,49.669255,-123.161728,2021-10-28T19:02:15-07:00,,,Nancy Henderson,false,needs_id,3745
Xylaria hypoxylon,55267,Xylaria hypoxylon,,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Xylariomycetidae,,Xylariales,,,,Xylariaceae,,,Xylaria,hypoxylon,iNat:99719785,49.371662,-123.350372,2021-10-01T09:41:00-07:00,,,Kate McKeown,false,research,
Cladonia,49490,Cladonia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,,iNat:99719810,49.369981,-123.350932,2021-10-01T09:45:00-07:00,,,Kate McKeown,false,needs_id,21
Lecanorales,48327,Lecanorales,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,,,,,,iNat:99719860,49.370244,-123.351335,2021-10-01T09:56:00-07:00,,,Kate McKeown,false,needs_id,21
Parmelia,54735,Parmelia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Parmelia,,iNat:99719900,49.370392,-123.351486,2021-10-01T10:22:00-07:00,,,Kate McKeown,false,needs_id,
Hypogymnia,117988,Hypogymnia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Hypogymnia,,iNat:99719904,49.370392,-123.351486,2021-10-01T10:22:00-07:00,,,Kate McKeown,false,needs_id,
Cladonia,49490,Cladonia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,,iNat:99719921,49.37035,-123.352173,2021-10-01T10:31:00-07:00,,,Kate McKeown,false,needs_id,
Cladonia,49490,Cladonia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,,iNat:99723823,49.37035,-123.352173,2021-10-01T10:57:00-07:00,,,Kate McKeown,false,needs_id,
Parmelioideae,1094690,Parmelioideae,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,,,iNat:99723848,49.369526,-123.352844,2021-10-01T11:14:00-07:00,,,Kate McKeown,false,needs_id,
Platismatia,117886,Platismatia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Platismatia,,iNat:99723881,49.369526,-123.352844,2021-10-01T11:28:00-07:00,,,Kate McKeown,false,needs_id,
Hypogymnia,117988,Hypogymnia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Hypogymnia,,iNat:99723885,49.369774,-123.353256,2021-10-01T11:35:00-07:00,,,Kate McKeown,false,needs_id,
Lecideales,125752,Lecideales,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecideales,,,,,,,,,iNat:99723889,49.369774,-123.353256,2021-10-01T11:35:00-07:00,,,Kate McKeown,false,needs_id,
Platismatia glauca,117874,Platismatia glauca,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Platismatia,glauca,iNat:99723895,49.369774,-123.353256,2021-10-01T11:36:00-07:00,,,Kate McKeown,false,research,
Cladonia,49490,Cladonia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,,iNat:99723896,49.369774,-123.353256,2021-10-01T11:37:00-07:00,,,Kate McKeown,false,needs_id,
Cladonia,49490,Cladonia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,,iNat:99723917,49.368896,-123.352684,2021-10-01T11:48:00-07:00,,,Kate McKeown,false,needs_id,
Usnea,67747,Usnea,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Usnea,,iNat:99723922,49.368896,-123.352684,2021-10-01T11:49:00-07:00,,,Kate McKeown,false,needs_id,
Cladonia,49490,Cladonia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,,iNat:99723924,49.368896,-123.352684,2021-10-01T11:50:00-07:00,,,Kate McKeown,false,needs_id,
Candelariales,152550,Candelariales,,Fungi,Ascomycota,Pezizomycotina,,Lichinomycetes,,,Candelariales,,,,,,,,,iNat:99723933,49.368896,-123.352684,2021-10-01T11:52:00-07:00,,,Kate McKeown,false,needs_id,
Lecideales,125752,Lecideales,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecideales,,,,,,,,,iNat:99723941,49.368896,-123.352684,2021-10-01T11:55:00-07:00,,,Kate McKeown,false,needs_id,
Icmadophila ericetorum,119695,Icmadophila ericetorum,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Pertusariales,,,,Icmadophilaceae,,,Icmadophila,ericetorum,iNat:99723945,49.368896,-123.352684,2021-10-01T12:00:00-07:00,,,Kate McKeown,false,research,
