Taxon,Taxon Author,Subtaxon Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Hybrid,Subspecies,Variety,Origin,Provincial Status,National Status,Reporting Status,Observation,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,GBIF ID,First Observed,Observer,iNaturalist Link,Notes,ID,Stats Code
Carex feta,L.H. Bailey,,green-sheathed sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,feta,,,,native,S4 (2019),,reported,unobserved,,,,,,,,,,76037,
Carex foenea,Willd.,,straw sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,foenea,,,,native,S5,,reported,unobserved,1975-08-04,Vladimir J. Krajina,UBC,UBC: V205854,,,,,UBC:  Garibaldi PLP below Warren Glacier,204268,
Carex garberi,Fernald,,elk sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,garberi,,,,native,S5 (2015),,reported,unobserved,1965-07-20,B. Fraser,UBC,UBC: V161042,,,,,UBC:  Garibaldi PP Sentinel Gl foreland,159956,
Carex hendersonii,L.H. Bailey,,Henderson's sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,hendersonii,,,,native,S5 (2015),,reported,unobserved,2015-05-30,Frank Lomer,UBC,UBC: V246596,,,,,UBC:  West Vancouver opposite 6260 St. Georges Avenue,76048,
Carex illota,L.H. Bailey,,sheep sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,illota,,,,native,S5 (2015),,reported,unobserved,1969-09-03,T. Christopher Brayshaw,RBCM,V055042,,,,,RBCM:  Garibaldi PP Black Tusk Lake,76053,
Carex kelloggii var. limnophila,(T. Holm) Cronquist,,lagoon sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,kelloggii,,,limnophila,native,S4S5 (2015),,reported,unobserved,1969-09-05,T. Christopher Brayshaw,RBCM,V055038,,,,,RBCM:  Garibaldi PP Barrier Lake. aka C. hindsii,80516,
Carex laeviculmis,Meinsh.,,smooth-stemmed sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,laeviculmis,,,,native,S5 (2015),,new 2018,observed,,,,,,2018-06-10,judithofsquamish,https://www.inaturalist.org/observations/13346264,,76062,
Carex lenticularis var. dolia,(M.E. Jones) L.A. Standl.,,goose-grass sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,lenticularis,,,dolia,native,S5? (2015),,confirmed,observed,1969-09-03,T. Christopher Brayshaw,RBCM,V055043,,2018-09-25,judithofsquamish,https://www.inaturalist.org/observations/17053747,,239791,
Carex lenticularis var. lipocarpa,(T. Holm) L.A. Standl.,,lakeshore sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,lenticularis,,,lipocarpa,native,S5 (2015),,confirmed,observed,1969-09-23,T. Christopher Brayshaw,RBCM,V055041,,2017-07-30,judithofsquamish,https://www.inaturalist.org/observations/7359483,iNat: needs i.d.,80517,
Carex leporina,L.,,oval sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,leporina,,,,native,S5 (2015),,reported,unobserved,1968-06-15,V. Bednar,UBC,UBC: V134552,,,,,UBC:  lakeshore near Squamish,76067,
Carex leptopoda,Mack.,,short-scaled sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,leptopoda,,,,native,S5 (2019),,reported,unobserved,,,,,,,,,,76070,
Carex livida,,,livid sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,livida,,,,native,S5 (2019),,new 2021,observed,,,,,,2021-07-10,randrudland,https://www.inaturalist.org/observations/86513438,iNat: needs i.d.,76072,
Carex longii,Mack.,,green-and-white sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,longii,,,,exotic,SNA (2012),,reported,unobserved,2004-07-25,Frank Lomer,UBC,UBC: V230059,,,,,UBC:  Bowen Island NW shore,76073,
Carex luzulina var. ablata,Olney,,woodrush sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,luzulina,,,ablata,native,SNA (2012),,reported,unobserved,1995-07-16,Gerald B. Straley,UBC,UBC: V210446,,,,,UBC:  Cypress Bowl ski area lower parking lot along power line trail (to species level),76075,
Carex lyngbyei,Hornem.,,Lyngbye's sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,lyngbyei,,,,native,S5 (2015),,confirmed,observed,1912-07-14,John Davidson,UBC,UBC: V42657,,2015-05-14,judithofsquamish,https://www.inaturalist.org/observations/10496008,,76076,
Carex macloviana,d'Urv.,,falkland island sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,macloviana,,,,native,S5 (2019),,new 2019,observed,,,,,,2019-07-02,judithofsquamish,https://www.inaturalist.org/observations/28253324,iNat: needs i.d.,160005,
Carex macrocephala,Willd. ex Spreng.,,large-headed sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,macrocephala,,,,native,S4 (2015),,new 2015,observed,,,,,,2015-05-31,judithofsquamish,http://www.inaturalist.org/observations/4367519,,160006,
Carex macrochaeta,C.A. Mey.,,Alaska large awn sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,macrochaeta,,,,native,S5 (2015),,confirmed,observed,1973-08-27,Vladimir J. Krajina,RBCM,V146392B,,2018-07-03,judithofsquamish,https://www.inaturalist.org/observations/14267479,iNat: needs i.d.,160007,
Carex magellanica ssp. irrigua,Lam. (Wahlenb.) Hultén,,boreal bog sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,magellanica,,irrigua,,native,S5 (2015),,confirmed,observed,2006-07-14,Terry Taylor,UBC,UBC: V222934,,2019-07-01,judithofsquamish,https://www.inaturalist.org/observations/28255159,UBC:  small wetland in Squamish. LGL record is to species,199300,
Carex mertensii,Prescott ex Bong.,,Mertens' sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,mertensii,,,,native,S5 (2015),,confirmed,observed,1913-08-07,John Davidson,UBC,UBC: V42545,,2017-07-30,judithofsquamish,https://www.inaturalist.org/observations/7360860,,76078,
Carex micropoda,Wahlenb.,,Pyrenean sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,micropoda,,,,native,S5 (2015),,reported,unobserved,1965-07-22,B. Fraser,UBC,UBC: V161040,,,,,UBC:  herbarium record C. pyrenaica,520225,
Carex microptera,Mack.,,small-winged sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,microptera,,,,native,S5 (2015),,reported,unobserved,1957-09-11,Vernon C. Brink,UBC,UBC: V210609,,,,,UBC:  Garibaldi PP near Warren Glacier,76079,
Carex nardina,Fr.,,nard sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,nardina,,,,native,S5 (2019),,new 2020,observed,,,,,,2020-08-22,judithofsquamish,https://www.inaturalist.org/observations/57459094,iNat: needs i.d.,160034,
Carex nigricans,C.A. Mey,,black alpine sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,nigricans,,,,native,S5 (2015),,confirmed,observed,1969-09-03,Thomas C. Brayshaw,UBC,UBC: V215353,,2019-07-13,northvandad,https://www.inaturalist.org/observations/28918630,UBC:   between Black Tusk and Helm Lake,76084,
Carex obnupta,L.H. Bailey,,slough sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,obnupta,,,,native,S5 (2019),,new 2019,observed,,,,,,2019-12-28,benkeen,https://www.inaturalist.org/observations/37048702,,61000,
Carex pachystachya,Cham. ex Steud.,,awl-fruited sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,pachystachya,,,,native,S5,,reported,unobserved,1969-09-04,Thomas C. Brayshaw,UBC,UBC: V215399,,,,,,76089,
Carex pauciflora,Lightf.,,few-flowered sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,pauciflora,,,,native,S5 (2000),,new 2019,observed,,,,,,2019-07-01,judithofsquamish,https://www.inaturalist.org/observations/28058975,UBC:  NW end Garibaldi Lake,62577,
Carex pendula,Huds,,hanging sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,pendula,,,,exotic,SNA (2013),,reported,unobserved,2000-05-03,Terry Taylor,UBC,UBC: V226430,,,,,UBC:  Horseshoe Bay Marine Dr beside electrical substation,49365,
Carex phaeocephala,Piper,,dunhead,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,phaeocephala,,,,native,S5,,reported,unobserved,1969-09-03,Thomas C. Brayshaw,UBC,UBC: V215394,,,,,UBC:  Garibaldi PP Black Tusk Meadows,76093,
Carex preslii,Steud.,,presl's sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,preslii,,,,native,S5,,reported,unobserved,2007-08-20,Hans Roemer,RBCM,V199077,,,,,RBCM:  Brandywine Falls PP,76096,
Carex pyrenaica,wahlenb.,,pyrenean sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,pyrenaica,,,,native,S5 (2015),,reported,unobserved,,,,,,,,,,160078,
Carex rossii,Boott,,ross' sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,rossii,,,,native,S5,,reported,unobserved,1967-08-21,V. Bednar,UBC,UBC: V161039,,,,,UBC:  Garibaldi PP Sentinel Gl foreland,76099,
Carex saxatilis,L.,,russet sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,saxatilis,,,,native,S5 (2019),,new 2021,observed,,,,,,2021-08-27,cgbc,https://www.inaturalist.org/observations/92745265,,160096,
Carex scirpoidea,Michaux,,canadian single-spike sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,scirpoidea,,,,native,S4 (2000),,new 2013,observed,,,,,,2013-09-08,judithofsquamish,https://www.inaturalist.org/observations/32725312,iNat: needs i.d.,234898,
Carex spectabilis,Dewey,,showy sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,spectabilis,,,,native,S5,,confirmed,observed,1973-08-27,Vladimir J. Krajina,UBC,UBC: V150066,,2017-09-26,judithofsquamish,https://www.inaturalist.org/observations/8274051,iNat: needs i.d.,76111,
Carex stipata,Muhl. ex Willd,,awl-fruited sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,stipata,,,,native,S5 (2019),,new 2021,observed,,,,,,2021-06-04,rworcest,https://www.inaturalist.org/observations/81651055,iNat: needs i.d.,76114,
Carex stylosa,C.A. Mey.,,long-styled sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,stylosa,,,,native,S5,,confirmed,observed,1941-09-06,John W. Eastham,UBC,UBC: V15079,,2021-08-27,cgbc,https://www.inaturalist.org/observations/92745268,UBC:  Hollyburn Plateau,160115,
Carex viridula ssp. viridula,Michx.,,little green sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,viridula,,viridula,,native,S5 (2019),,confirmed,observed,1991-08-15,Frank Lomer,UBC,UBC: V203880,,2017-06-24,judithofsquamish,https://www.inaturalist.org/observations/6798800,sole subp of C. viridula recorded in BC,79679,
Carex zikae,E.H. Roalson & M.J. Waterway,,short-stemmed sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,zikae,,,,native,S4,,reported,unobserved,1981-06-01,Adolf Ceska,RBCM,V191463,,,,,RBCM:  Grantham's Landing Witherby Pt (bet Gibsons & Langdale),494316,
Dulichium arundinaceum,(L.) Britton,,three-way sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Dulichium,arundinaceum,,,,native,S5,,confirmed,observed,1940-08-06,John W. Eastham,UBC,UBC: V15274,,2018-09-06,benkeen,https://www.inaturalist.org/observations/16276536,,76745,
Eleocharis obtusa,(Willd.) Schult.,,blunt spikerush,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Eleocharis,obtusa,,,,native,S5 (2019),,new 2019,observed,,,,,,2019-08-21,benkeen,https://www.inaturalist.org/observations/31272142,iNat: needs i.d.,76779,
Eleocharis palustris,(L.) Roem. & Schult.,,common spike-rush,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Eleocharis,palustris,,,,native,S5 (2015),,confirmed,observed,1980-01-01,,RBCM,V199574,,2015-06-10,judithofsquamish,https://www.inaturalist.org/observations/4377850,,76782,
Eriophorum angustifolium,Honck.,,common cotton-grass,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Eriophorum,angustifolium,,,,native,S5 (2015),,confirmed,observed,1961-07-30,E.B.Peterson,UBC,UBC: V206756,,2017-07-30,judithofsquamish,https://www.inaturalist.org/observations/7359571,,127215,
Isolepis cernua,(Vahl) Roem. & Schult.,,slender clubrush,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Isolepis,cernua,,,,native,S5 (2001),,new 2018,observed,,,,,,2018-09-07,judithofsquamish,https://www.inaturalist.org/observations/16359415,,60257,
Rhynchospora alba,(L.) Vahl,,white beak-sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Rhynchospora,alba,,,,native,S5 (2019),,new 2021,observed,,,,,,2021-08-28,chloe_and_trevor,https://www.inaturalist.org/observations/93952099,,57862,
Schoenoplectus acutus,(Muhl. ex. Bigelow) A. Löve & D. Löve,,hardstem bulrush,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Schoenoplectus,acutus,,,,native,S5 (2019),,new 2017,observed,,,,,,2017-08-07,judithofsquamish,https://www.inaturalist.org/observations/8099262,,59205,
Schoenoplectus pungens,(Vahl) Palla,,common threesquare,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Schoenoplectus,pungens,,,,native,S5 (2019),,reported,unobserved,,,,,,,,,,59072,
Schoenoplectus subterminalis,(Torr.) Soják,,water bulrush,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,,,Schoenoplectus,subterminalis,,,,native,S4 (2015),,reported,unobserved,2004-07-25,Frank Lomer,UBC,UBC: V230060,,,,,UBC:  Bowen Island SW shore of Killarney Lake,78997,
Schoenoplectus tabernaemontani,(C.C. Gmel.) Palla,,soft-stemmed bulrush,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Schoenoplectus,tabernaemontani,,,,native,S5 (2015),,new 2015,observed,,,,,,2015-07-15,judithofsquamish,http://www.inaturalist.org/observations/4484903,,78998,
Scirpus microcarpus,J. Presl & C. Presl.,,panicled bulrush,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Scirpus,microcarpus,,,,native,S5 (2015),,new 2015,observed,,,,,,2015-05-18,judithofsquamish,http://www.inaturalist.org/observations/4484970,,59068,
Trichophorum cespitosum,(L.) Hartm.,,tufted bulrush,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Trichophorum,cespitosum,,,,native,S5 (2019),,new 2021,observed,,,,,,2021-06-20,raduscurtescu,https://www.inaturalist.org/observations/83896302,iNat: needs i.d.,204169,
Juncus acuminatus,Michx.,,tapered rush,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Juncaceae,,,Juncus,acuminatus,,,,native,S4 (2001),,reported,unobserved,1940-08-07,John W. Eastham,RBCM,V013462,,,,,RBCM:  Bowen Island Killarney Lake,77549,
Juncus alpinoarticulatus,chaix,,northern green rush,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Juncaceae,,,Juncus,alpinoarticulatus,,,,native,S4S5,,reported,unobserved,,,,,,,,,,164252,
Juncus articulatus,L.,,jointed rush,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Juncaceae,,,Juncus,articulatus,,,,native,S5 (2019),,confirmed,observed,1943-09-05,,RBCM,V016468,,2020-06-02,benkeen,https://www.inaturalist.org/observations/48302840,RBCM:  West Vancouver,77552,
Juncus balticus,Willd.,,Baltic rush,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Juncaceae,,,Juncus,balticus,,,,native,S5 (2015),,new 2015,observed,,,,,,2015-05-20,judithofsquamish,http://www.inaturalist.org/observations/4390183,,58347,
Juncus bufonius,L.,,toad rush,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Juncaceae,,,Juncus,bufonius,,,,native,S5 (2020),,new 2020,observed,,,,,,2020-06-29,benkeen,https://www.inaturalist.org/observations/51420585,,57107,
Juncus conglomeratus,L.,,compact rush,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Juncaceae,,,Juncus,conglomeratus,,,,exotic,SNA (2000),,reported,unobserved,2007-11-13,P. F. Zika,CIC,CIC: 41809,,,,,"College of Idaho:  Near Exit 5 on route 1, near junction of Westport Road and Northwood Drive, above the N shore of English Bay Elev. 175 m.",204335,
Juncus covillei,Piper,,Coville's rush,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Juncaceae,,,Juncus,covillei,,,,native,S4 (2019),,reported,unobserved,,,,,,,,,,77561,
Juncus drummondii,E. Mey.,,Drummond's rush,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Juncaceae,,,Juncus,drummondii,,,,native,S5,,confirmed,observed,1914-08-22,John Davidson,UBC,UBC: V22132,,2017-09-26,judithofsquamish,https://www.inaturalist.org/observations/8198379,,77565,
Juncus effusus,L.,,soft rush,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Juncaceae,,,Juncus,effusus,,,,native,S5 (2015),,confirmed,observed,1941-09-06,,RBCM,V014143,,2015-06-05,judithofsquamish,http://www.inaturalist.org/observations/4390234,iNat: needs i.d.,56153,
Juncus ensifolius,Wikstr.,,dagger rush,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Juncaceae,,,Juncus,ensifolius,,,,native,S5 (2015),,confirmed,observed,1943-07-17,,RBCM,V016413,,2015-06-07,judithofsquamish,http://www.inaturalist.org/observations/4390265,,77569,
Juncus filiformis,L.,,thread rush,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Juncaceae,,,Juncus,filiformis,,,,native,S5 (2019),,confirmed,observed,1941-06-09,,RBCM,V014150,,2019-06-22,citizen1,https://www.inaturalist.org/observations/27594650,,164262,
Juncus mertensianus,Bong.,,Mertens' rush,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Juncaceae,,,Juncus,mertensianus,,,,native,S5 (2015),,new 2018,observed,,,,,,2018-10-05,judithofsquamish,https://www.inaturalist.org/observations/17953722,,77584,
Juncus parryi,Engelm.,,parry's rush,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Juncaceae,,,Juncus,parryi,,,,native,S5 (2019),,confirmed,observed,1938-07-09,,RBCM,V012280B,,2018-10-15,judithofsquamish,https://www.inaturalist.org/observations/18025070,RBCM:  Hollyburn Peak,77589,
Juncus supiniformis,Engelm.,,spreading rush,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Juncaceae,,,Juncus,supiniformis,,,,native,S5 (2019),,reported,unobserved,1941-09-06,,RBCM,V014145A,,,,,RBCM:  Hollyburn Plateau,77594,
Juncus tenuis,Willd.,,slender path rush,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Juncaceae,,,Juncus,tenuis,,,,native,S5 (2015),,new 2019,observed,,,,,,2019-07-04,judithofsquamish,https://www.inaturalist.org/observations/28216828,,69930,
Luzula campestris,(L.) DC.,,field woodrush,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Juncaceae,,,Luzula,campestris,,,,exotic,SNA (2001),,reported,unobserved,1973-08-01,Charles E. Beil,UBC,UBC: V176060,,,,,UBC:  Bowen Island,55795,
Luzula comosa var. comosa,E. Mey.,,Pacific woodrush,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Juncaceae,,,Luzula,comosa,,,comosa,native,S5 (2020),,reported,unobserved,,,,,,,,,some authorities only recognize L. comosa,81079,
Luzula comosa var. laxa,E. Mey.,,Pacific woodrush,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Juncaceae,,,Luzula,comosa,,,laxa,native,S4 (2000),,confirmed,observed,1974-07-04,Charles E. Biel,UBC,UBC: V176167,,2020-06-14,chloe_and_trevor,https://www.inaturalist.org/observations/49947750,,57111,
Luzula hitchcockii,Hämet-Ahti,,hitchccock's woodrush,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Juncaceae,,,Luzula,hitchcockii,,,,native,S5 (2019),,new 2018,observed,,,,,,2018-07-03,judithofsquamish,https://www.inaturalist.org/observations/14171535,,143686,
Luzula macrantha,(S. Watson) Zika & B.L. Wilson,,prairie woodrush,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Juncaceae,,,Luzula,macrantha,,,,native,S4S5 (2019),,reported,unobserved,,,,,,,,,,890625,
Luzula multiflora ssp. multiflora,(Ehrh.) Lej.,,heath woodrush,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Juncaceae,,,Luzula,multiflora,,multiflora,,exotic,SNA (2015),,confirmed,observed,1912-04-13,John Davidson,UBC,UBC: V49223,,2018-06-10,judithofsquamish,https://www.inaturalist.org/observations/13347388,,237139,
Luzula parviflora ssp. parviflora,(Ehrh.) Desv,,small-flowered woodrush,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Juncaceae,,,Luzula,parviflora,,parviflora,,native,S5,,new 2018,observed,,,,,,2018-07-03,judithofsquamish,https://www.inaturalist.org/observations/14171647,neither ssp. recognized by FNA,80007,
Luzula spicata,(L.( DeConte,,spiked wood-rush,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Juncaceae,,,Luzula,spicata,,,,native,S5 (2019),,reported,unobserved,,,,,,,,,,77899,
