iNaturalist taxon name,iNaturalist taxon ID,Taxon name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,observationId,Latitude,Longitude,Author,Date observed,Place name,Recorded by
Arctostaphylos × media,181436,Arctostaphylos × media,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Arbutoideae,,Arctostaphylos,,HOWE:5554,49.363225,-123.265153,Greene,2022-05-29,,Nart Barileva
Arctostaphylos × media,181436,Arctostaphylos × media,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Arbutoideae,,Arctostaphylos,,HOWE:5555,49.363264,-123.265188,Greene,2021-05-06,,smcd
Arctostaphylos × media,181436,Arctostaphylos × media,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Arbutoideae,,Arctostaphylos,,HOWE:5556,49.36327,-123.265213,Greene,2022-02-12,,Rich Sobel
Aspidotis densa,63868,Aspidotis densa,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Pteridineae,,,Pteridaceae,Cheilanthoideae,,Aspidotis,densa,HOWE:5557,49.362249,-123.271167,(Brack.) Lellinger,2018-04-26,,Steve Ansell
Asplenium trichomanes,75609,Asplenium trichomanes,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Aspleniinae,,,Aspleniaceae,,,Asplenium,trichomanes,HOWE:5558,49.358292,-123.273553,L.,2022-10-31,,lgeppich
Asplenium trichomanes,75609,Asplenium trichomanes,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Aspleniinae,,,Aspleniaceae,,,Asplenium,trichomanes,HOWE:5559,49.360337,-123.267342,L.,2018-04-26,,Steve Ansell
Asplenium trichomanes,75609,Asplenium trichomanes,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Aspleniinae,,,Aspleniaceae,,,Asplenium,trichomanes,HOWE:5560,49.360733,-123.27233,L.,2021-07-17,,Dawn Hanna
Berberis thunbergii,58727,Berberis thunbergii,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Berberidaceae,Berberidoideae,Berberideae,Berberis,thunbergii,HOWE:5561,49.362222,-123.267361,DC.,2011-04-17,"West Vancouver, 1.5 km south of Horseshoe Bay ferry terminal, 50 m north of Highway 1, 200 m east of Highway 99 exchange",Frank Lomer
Brassica napus,75869,Brassica napus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,,Brassicaceae,,Brassiceae,Brassica,napus,HOWE:5562,49.361194,-123.2725,L.,2015-12-30,"Metro Vancouver, District of West Vancouver, Highway 1, north side, 75 m east of Eagleridge Drive overpass, below Highway 99",Frank Lomer
Brassica rapa,53271,Brassica rapa,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,,Brassicaceae,,Brassiceae,Brassica,rapa,HOWE:5563,49.361107,-123.272667,L.,2019-10-13,,Ben Keen
Bromus diandrus,52702,Bromus diandrus,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Bromeae,Bromus,diandrus,HOWE:5564,49.362306,-123.272556,Roth,2017-05-26,"District of West Vancouver, Horseshoe Bay, 1.4 km due south of ferry dock",Frank Lomer
Buddleja davidii,75916,Buddleja davidii,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Scrophulariaceae,,Buddlejeae,Buddleja,davidii,HOWE:5565,49.359161,-123.267627,Franch.,2020-02-01,,sarahwestbury
Capnoides sempervirens,204148,Capnoides sempervirens,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Papaveraceae,Fumarioideae,Corydaleae,Capnoides,sempervirens,HOWE:5566,49.361802,-123.274628,(L.) Pers.,2022-04-29,,peterdv000
Carex aquatilis dives,80511,Carex aquatilis var. dives,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Cyperaceae,Cyperoideae,Cariceae,Carex,aquatilis,HOWE:5567,49.355335,-123.277205,Wahlenb.,1938-08-16,"South of Whytecliff, marine marsh at Fisherman's Cove","Turesson, Göte W.; Alm, Carl G."
Collinsia grandiflora,76409,Collinsia grandiflora,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Plantaginaceae,,Cheloneae,Collinsia,grandiflora,HOWE:5568,49.361652,-123.273461,Lindl.,2005-05-01,,Steve Ansell
Collinsia grandiflora,76409,Collinsia grandiflora,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Plantaginaceae,,Cheloneae,Collinsia,grandiflora,HOWE:5569,49.361591,-123.27357,Lindl.,2022-04-29,,peterdv000
Cotoneaster coriaceus,411074,Cotoneaster coriaceus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Amygdaloideae,Maleae,Cotoneaster,coriaceus,HOWE:5570,49.36,-123.273333,Franch.,2008-06-23,"Above Eagleridge Drive, near Exit 2 on Route 1.",P. F. Zika
Cotoneaster coriaceus,411074,Cotoneaster coriaceus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Amygdaloideae,Maleae,Cotoneaster,coriaceus,HOWE:5571,49.36,-123.273333,Franch.,2006-06-14,"Horseshoe Bay, Vancouver: Junction of Eagleridge Drive and Trans Canada Highway (Exit 2), S of Horseshoe Bay.",Peter Zika
Cotoneaster coriaceus,411074,Cotoneaster coriaceus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Amygdaloideae,Maleae,Cotoneaster,coriaceus,HOWE:5572,49.36,-123.273333,Franch.,2006-06-14,"Junction of Eagleridge Drive and TransCanada Highway (Exit 2), south of Horseshoe Bay.",Peter F. Zika
Cotoneaster dammeri,160946,Cotoneaster dammeri,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Amygdaloideae,Maleae,Cotoneaster,dammeri,HOWE:5573,49.36,-123.273333,C.K. Schneid.,2008-06-23,"Above Eagleridge Drive, near Exit 2 on Route 1.",P. F. Zika
Cotoneaster dielsianus,498529,Cotoneaster dielsianus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Amygdaloideae,Maleae,Cotoneaster,dielsianus,HOWE:5574,49.36,-123.273333,E. Pritz. ex Diels,2006-06-14,"Junction of Eagleridge Drive and TransCanada Highway (Exit 2), south of Horseshoe Bay.",Peter F. Zika
Cotoneaster franchetii,1319212,Cotoneaster franchetii,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Amygdaloideae,Maleae,Cotoneaster,franchetii,HOWE:5575,49.36,-123.273333,Bois,2008-06-23,"Above Eagleridge Drive, near Exit 2 on Route 1.",Peter F. Zika
Cotoneaster franchetii,1319212,Cotoneaster franchetii,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Amygdaloideae,Maleae,Cotoneaster,franchetii,HOWE:5576,49.36,-123.273333,Bois,2008-06-23,"Above Eagleridge Drive, near Exit 2 on Route 1.",P. F. Zika
Cotoneaster franchetii,1319212,Cotoneaster franchetii,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Amygdaloideae,Maleae,Cotoneaster,franchetii,HOWE:5577,49.36,-123.273333,Bois,2006-06-14,Horseshoe Bay: S of Bay; junction of Eagleridge Drive and TransCanada Highway (Exit 2),Peter Zika
Cotoneaster franchetii,1319212,Cotoneaster franchetii,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Amygdaloideae,Maleae,Cotoneaster,franchetii,HOWE:5578,49.36,-123.273333,Bois,2006-06-14,"Junction of Eagleridge Drive and TransCanada Highway (Exit 2), south of Horseshoe Bay.",Peter F. Zika
Cotoneaster franchetii,1319212,Cotoneaster franchetii,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Amygdaloideae,Maleae,Cotoneaster,franchetii,HOWE:5579,49.36,-123.273333,Bois,2006-06-14,"Junction of Eagleridge Drive and TransCanada Highway (Exit 2), south of Horseshoe Bay.",Peter F. Zika
Cotoneaster franchetii,1319212,Cotoneaster franchetii,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Amygdaloideae,Maleae,Cotoneaster,franchetii,HOWE:5580,49.361722,-123.268194,Bois,2015-12-30,"Metro Vancouver, District of West Vancouver, ca. 400 m east of Highway 1 and Eagleridge Drive overpass",Frank Lomer
Cotoneaster horizontalis,53771,Cotoneaster horizontalis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Amygdaloideae,Maleae,Cotoneaster,horizontalis,HOWE:5581,49.36,-123.273333,Decne.,2008-06-23,"Above Eagleridge Drive, near Exit 2 on Route 1.",Peter F. Zika
Cotoneaster horizontalis,53771,Cotoneaster horizontalis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Amygdaloideae,Maleae,Cotoneaster,horizontalis,HOWE:5582,49.361278,-123.2705,Decne.,2017-05-26,"District of West Vancouver, Horseshoe Bay, exit at Highway 99, 1.6 km south of ferry dock",Frank Lomer
Cotoneaster horizontalis,53771,Cotoneaster horizontalis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Amygdaloideae,Maleae,Cotoneaster,horizontalis,HOWE:5583,49.36,-123.273333,Decne.,2006-06-14,"Junction of Eagleridge Drive and TransCanada Highway (Exit 2), south of Horseshoe Bay.",Peter F. Zika
Cotoneaster integrifolius,76459,Cotoneaster integrifolius,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Amygdaloideae,Maleae,Cotoneaster,integrifolius,HOWE:5584,49.36,-123.273333,(Roxb.) G.Klotz,2006-06-14,"Junction of Eagleridge Drive and TransCanada Highway (Exit 2), south of Horseshoe Bay.",Peter F. Zika
Cotoneaster salicifolius,337820,Cotoneaster salicifolius,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Amygdaloideae,Maleae,Cotoneaster,salicifolius,HOWE:5585,49.361944,-123.266944,Franch.,2011-04-17,"West Vancouver, 1.5 km south of Horseshoe Bay ferry terminal, 20 m north of Highway 1, 200 m east of Highway 99 exchange",Frank Lomer
Cotoneaster salicifolius,337820,Cotoneaster salicifolius,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Amygdaloideae,Maleae,Cotoneaster,salicifolius,HOWE:5586,49.36,-123.273333,Franch.,2008-06-23,"Above Eagleridge Drive, near Exit 2 on Route 1.",Peter F. Zika
Cotoneaster salicifolius,337820,Cotoneaster salicifolius,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Amygdaloideae,Maleae,Cotoneaster,salicifolius,HOWE:5587,49.36,-123.273333,Franch.,2008-06-23,"Above Eagleridge Drive, near Exit 2 on Route 1.",P. F. Zika
Cotoneaster salicifolius,337820,Cotoneaster salicifolius,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Amygdaloideae,Maleae,Cotoneaster,salicifolius,HOWE:5588,49.360001,-123.269997,Franch.,2011-04-17,"British Columbia, West Vancouver, 1.5km S of Horseshoe Bay ferry terminal, 20m N of hwy 1, 200m E of Hwy 99 exchange",F. Lomer
Cotoneaster salicifolius,337820,Cotoneaster salicifolius,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Amygdaloideae,Maleae,Cotoneaster,salicifolius,HOWE:5589,49.360833,-123.26875,Franch.,2017-05-26,"District of West Vancouver, Highway 1, south side, 300 m east of Eagleridge Drive",Frank Lomer
Cotoneaster salicifolius,337820,Cotoneaster salicifolius,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Amygdaloideae,Maleae,Cotoneaster,salicifolius,HOWE:5590,49.36,-123.273333,Franch.,2006-06-14,"Junction of Eagleridge Drive and TransCanada Highway (Exit 2), south of Horseshoe Bay.",Peter F. Zika
Cotoneaster salicifolius,337820,Cotoneaster salicifolius,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Amygdaloideae,Maleae,Cotoneaster,salicifolius,HOWE:5591,49.362,-123.267,Franch.,2011-04-17,"West Vancouver, 1.5km S of Horseshoe Bay ferry ter",F. Lomer
Crepis capillaris,54050,Crepis capillaris,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Cichorioideae,Cichorieae,Crepis,capillaris,HOWE:5592,49.361194,-123.2725,(L.) Wallr.,2015-12-30,"Metro Vancouver, District of West Vancouver, Highway 1, north side, 75 m east of Eagleridge Drive overpass, below Highway 99",Frank Lomer
Cryptogramma acrostichoides,76536,Cryptogramma acrostichoides,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Pteridineae,,,Pteridaceae,Cryptogrammoideae,,Cryptogramma,acrostichoides,HOWE:5593,49.363125,-123.266756,R. Br.,2021-05-06,,natvanjan
Cryptogramma acrostichoides,76536,Cryptogramma acrostichoides,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Pteridineae,,,Pteridaceae,Cryptogrammoideae,,Cryptogramma,acrostichoides,HOWE:5594,49.363186,-123.265053,R. Br.,2020-08-30,,Steve Ansell
Cryptogramma acrostichoides,76536,Cryptogramma acrostichoides,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Pteridineae,,,Pteridaceae,Cryptogrammoideae,,Cryptogramma,acrostichoides,HOWE:5595,49.363235,-123.265351,R. Br.,2022-06-28,,anniebak
Cryptogramma acrostichoides,76536,Cryptogramma acrostichoides,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Pteridineae,,,Pteridaceae,Cryptogrammoideae,,Cryptogramma,acrostichoides,HOWE:5596,49.363251,-123.265153,R. Br.,2021-05-06,,smcd
Daphne laureola,127391,Daphne laureola,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malvales,,,,Thymelaeaceae,,,Daphne,laureola,HOWE:5597,49.36,-123.273333,L.,2006-06-14,"Junction of Eagleridge Drive and TransCanada Highway (Exit 2), south of Horseshoe Bay.",Peter F. Zika
Daphne laureola,127391,Daphne laureola,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malvales,,,,Thymelaeaceae,,,Daphne,laureola,HOWE:5598,49.359157,-123.264725,L.,2020-07-03,,
Elymus glaucus,52791,Elymus glaucus,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Triticeae,Elymus,glaucus,HOWE:5599,49.358556,-123.268639,Buckley,2015-05-30,"Metro Vancouver, District of West Vancouver, Marine Drive, opposite parking area at Thunderbird Marina",Frank Lomer
Eriophyllum lanatum,77049,Eriophyllum lanatum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Madieae,Eriophyllum,lanatum,HOWE:5600,49.361456,-123.269766,(Pursh) Forbes,2018-05-26,,Steve Ansell
Erythranthe alsinoides,771843,Erythranthe alsinoides,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Phrymaceae,,,Erythranthe,alsinoides,HOWE:5601,49.361398,-123.27034,(Benth.) G.L. Nesom & N.S. Fraga,2018-04-26,,Steve Ansell
Eschscholzia californica,48225,Eschscholzia californica,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Papaveraceae,Papaveroideae,Eschscholzieae,Eschscholzia,californica,HOWE:5602,49.361194,-123.2725,Cham.,2015-12-30,"Metro Vancouver, District of West Vancouver, Highway 1, north side, 75 m east of Eagleridge Drive overpass, below Highway 99",Frank Lomer
Goodyera oblongifolia,50719,Goodyera oblongifolia,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Orchidoideae,Cranichideae,Goodyera,oblongifolia,HOWE:5603,49.36335,-123.266251,Raf.,2022-05-21,,benrose
Hesperis matronalis,47697,Hesperis matronalis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,,Brassicaceae,,Hesperideae,Hesperis,matronalis,HOWE:5604,49.358844,-123.266939,L.,2022-05-29,,Nart Barileva
Linaria purpurea,77778,Linaria purpurea,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Plantaginaceae,,Antirrhineae,Linaria,purpurea,HOWE:5605,49.361479,-123.271567,(L.) Mill.,2018-05-26,,Steve Ansell
Luzula macrantha,890625,Luzula macrantha,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Juncaceae,,,Luzula,macrantha,HOWE:5606,49.36,-123.273333,(S. Watson) Zika & B.L. Wilson,2008-06-23,"Above Eagleridge Drive, near Exit 2 on Route 1.",P. F. Zika
Micranthes integrifolia,78027,Micranthes integrifolia,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,,Saxifragaceae,,Micrantheae,Micranthes,integrifolia,HOWE:5607,49.361467,-123.271485,(Hooker) Small,2018-04-26,,Steve Ansell
Pentagramma triangularis triangularis,58767,Pentagramma triangularis ssp. triangularis,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Pteridineae,,,Pteridaceae,Cheilanthoideae,,Pentagramma,triangularis,HOWE:5608,49.363173,-123.269521,"(Kaulf.) Yatskievych,Windham & Wollenweber",2018-04-26,,Steve Ansell
Petrosedum rupestre,734805,Petrosedum rupestre,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,,Crassulaceae,Sempervivoideae,Semperviveae,Petrosedum,rupestre,HOWE:5609,49.361,-123.268389,(Linnaeus) P.V. Heath,2017-05-26,"District of West Vancouver, Highway 1, 15 m south of, 370 m east of Eagleridge Drive",Frank Lomer
Petrosedum rupestre,734805,Petrosedum rupestre,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,,Crassulaceae,Sempervivoideae,Semperviveae,Petrosedum,rupestre,HOWE:5610,49.355833,-123.277222,(Linnaeus) P.V. Heath,2017-05-26,"District of West Vancouver, Marine Drive, 200 m west of West Vancouver Yacht Club marina",Frank Lomer
Pyracantha fortuneana,78791,Pyracantha fortuneana,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Amygdaloideae,Maleae,Pyracantha,fortuneana,HOWE:5611,49.36,-123.273333,(Maxim.) H.L. Li,2008-06-23,"Above Eagleridge Drive, near Exit 2 on Route 1.",P. F. Zika
Rubus pedatus,130220,Rubus pedatus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Rosoideae,Rubeae,Rubus,pedatus,HOWE:5612,49.3545,-123.268373,Sm.,2019-09-01,,pblaeser
Sedum sexangulare,168750,Sedum sexangulare,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,,Crassulaceae,Sempervivoideae,Sedeae,Sedum,sexangulare,HOWE:5613,49.363028,-123.276306,L.,2017-07-15,"West Vancouver, Horseshoe Bay, Highway 1, 280 m northwest of Eagleridge Drive overpass",Frank Lomer
Selaginella wallacei,63875,Selaginella wallacei,Plantae,Tracheophyta,,,Lycopodiopsida,,,Selaginellales,,,,Selaginellaceae,,,Selaginella,wallacei,HOWE:5614,49.361019,-123.267111,Hieron,2022-11-26,,Guerric Haché
Symphoricarpos albus laevigatus,48525,Symphoricarpos albus var. laevigatus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,,Caprifoliaceae,Caprifolioideae,,Symphoricarpos,albus,HOWE:5615,49.358314,-123.26697,(L.) S.F.Blake,2021-08-21,,
Thuja plicata,48252,Thuja plicata,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,,Cupressaceae,Cupressoideae,,Thuja,plicata,HOWE:5616,49.357782,-123.269066,Donn ex D. Don,2021-08-27,,Else Mikkelsen
Toxicoscordion venenosum venenosum,81432,Toxicoscordion venenosum var. venenosum,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Liliales,,,,Melanthiaceae,,Melanthieae,Toxicoscordion,venenosum,HOWE:5617,49.3564,-123.275825,(S. Watson) Rydb.,2010-05-01,,Steve Ansell
Aquilegia formosa,48244,Aquilegia formosa,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Ranunculaceae,Thalictroideae,,Aquilegia,formosa,HOWE:5618,49.35,-123.266667,Fisch. ex DC.,1914-06-28,"North Shore, Eagle Creek",W. Taylor
Arbutus menziesii,51046,Arbutus menziesii,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Arbutoideae,,Arbutus,menziesii,HOWE:5619,49.346625,-123.266372,Pursh,2021-01-04,,Kat Milligan
Bromus vulgaris,75915,Bromus vulgaris,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Bromeae,Bromus,vulgaris,HOWE:5620,49.352083,-123.264583,(Hook.) Shear,2015-05-30,"Metro Vancouver, District of West Vancouver, opposite 5514 Marine Drive",Frank Lomer
Cymbalaria muralis,55727,Cymbalaria muralis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Plantaginaceae,,Antirrhineae,Cymbalaria,muralis,HOWE:5621,49.347142,-123.267322,"G. Gaertn., B. Mey. & Scherb.",2022-04-12,,
Daphne laureola,127391,Daphne laureola,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malvales,,,,Thymelaeaceae,,,Daphne,laureola,HOWE:5622,49.347199,-123.267222,L.,2022-04-12,,
Daphne laureola,127391,Daphne laureola,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malvales,,,,Thymelaeaceae,,,Daphne,laureola,HOWE:5623,49.347235,-123.26709,L.,2022-04-12,,
Daphne laureola,127391,Daphne laureola,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malvales,,,,Thymelaeaceae,,,Daphne,laureola,HOWE:5624,49.354184,-123.269504,L.,2020-07-16,,margrud
Daphne laureola,127391,Daphne laureola,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malvales,,,,Thymelaeaceae,,,Daphne,laureola,HOWE:5625,49.347057,-123.264976,L.,2021-06-10,,srabanadg
Geranium robertianum,55925,Geranium robertianum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Geraniales,,,,Geraniaceae,,,Geranium,robertianum,HOWE:5626,49.350025,-123.268928,L.,2021-05-19,,madfils13
Petrosedum forsterianum,710296,Petrosedum forsterianum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,,Crassulaceae,Sempervivoideae,Semperviveae,Petrosedum,forsterianum,HOWE:5627,49.351508,-123.269581,Sm.,2021-01-15,,emmashuparski
Polygonum spergulariiforme,78692,Polygonum spergulariiforme,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Polygonaceae,Polygonoideae,Polygoneae,Polygonum,spergulariiforme,HOWE:5628,49.35,-123.266667,Meisn. ex Small,1958-10-03,"Vancouver area, Upper Levels Highway above Eagle Harbour",R.W. Pillsbury
Abies grandis,63690,Abies grandis,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,,Pinaceae,,,Abies,grandis,HOWE:5629,49.340286,-123.268844,(Douglas ex D. Don) Lindl.,2021-01-04,,Kat Milligan
Abies grandis,63690,Abies grandis,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,,Pinaceae,,,Abies,grandis,HOWE:5630,49.340233,-123.268892,(Douglas ex D. Don) Lindl.,2022-04-02,,smcd
Acer circinatum,48258,Acer circinatum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Sapindales,,,,Sapindaceae,,,Acer,circinatum,HOWE:5631,49.339586,-123.269476,Pursh,2018-08-14,,Maddie Edmonds
Acer macrophyllum,48227,Acer macrophyllum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Sapindales,,,,Sapindaceae,,,Acer,macrophyllum,HOWE:5632,49.338479,-123.265748,Pursh,2022-04-02,,ygulbot
Alnus rubra,56034,Alnus rubra,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fagales,,,,Betulaceae,,,Alnus,rubra,HOWE:5633,49.338581,-123.266753,Bong.,2022-11-26,,Guerric Haché
Amelanchier alnifolia,75415,Amelanchier alnifolia,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Amygdaloideae,Maleae,Amelanchier,alnifolia,HOWE:5634,49.340647,-123.269523,(Nutt.) Nutt. ex M. Roem.,2013-04-22,,Derek Killby
Amelanchier alnifolia,75415,Amelanchier alnifolia,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Amygdaloideae,Maleae,Amelanchier,alnifolia,HOWE:5635,49.3405,-123.269536,(Nutt.) Nutt. ex M. Roem.,2020-08-22,,Derek Killby
Amelanchier alnifolia,75415,Amelanchier alnifolia,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Amygdaloideae,Maleae,Amelanchier,alnifolia,HOWE:5636,49.337001,-123.269109,(Nutt.) Nutt. ex M. Roem.,2021-05-22,,Claudia
Arbutus menziesii,51046,Arbutus menziesii,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Arbutoideae,,Arbutus,menziesii,HOWE:5637,49.337053,-123.268928,Pursh,2021-03-12,,John D Reynolds
