iNaturalist taxon name,iNaturalist taxon ID,Taxon name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,observationId,Latitude,Longitude,Author,Date observed,Place name,Recorded by
Dryopteris filix-mas,76721,Dryopteris filix-mas,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,,Dryopteridaceae,Dryopteridoideae,,Dryopteris,filix-mas,HOWE:7927,49.842861,-123.217461,(L.) Schott,2022-04-02,,Steve Ansell
Frangula purshiana,77156,Frangula purshiana,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rhamnaceae,,Rhamneae,Frangula,purshiana,HOWE:7928,49.842689,-123.216842,(D.C.) Cooper,2022-04-02,,Steve Ansell
Lilium columbianum,77744,Lilium columbianum,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Liliales,,,,Liliaceae,Lilioideae,Lilieae,Lilium,columbianum,HOWE:7929,49.843319,-123.217361,Leichtlin,2022-04-02,,Steve Ansell
Lilium columbianum,77744,Lilium columbianum,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Liliales,,,,Liliaceae,Lilioideae,Lilieae,Lilium,columbianum,HOWE:7930,49.843308,-123.217261,Leichtlin,2022-04-02,,Steve Ansell
Lysichiton americanus,48537,Lysichiton americanus,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Alismatales,,,,Araceae,Orontioideae,,Lysichiton,americanus,HOWE:7931,49.843308,-123.217858,Hultén & H.St.John,2022-04-02,,Steve Ansell
Maianthemum dilatatum,63939,Maianthemum dilatatum,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Asparagaceae,Nolinoideae,Polygonateae,Maianthemum,dilatatum,HOWE:7932,49.841853,-123.217689,(Alph. Wood) A. Nelson & J.F. Macbr.,2022-04-02,,Steve Ansell
Picea sitchensis,68131,Picea sitchensis,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,,Pinaceae,Pinoideae,,Picea,sitchensis,HOWE:7933,49.840264,-123.215972,(Bong.) Carrière,2021-12-05,,John D Reynolds
Picea sitchensis,68131,Picea sitchensis,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,,Pinaceae,Pinoideae,,Picea,sitchensis,HOWE:7934,49.842842,-123.217431,(Bong.) Carrière,2022-04-02,,Steve Ansell
Polypodium glycyrrhiza,55104,Polypodium glycyrrhiza,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,,Polypodiaceae,Polypodioideae,,Polypodium,glycyrrhiza,HOWE:7935,49.842736,-123.215928,D.C. Eaton,2022-04-02,,Steve Ansell
Polypodium glycyrrhiza,55104,Polypodium glycyrrhiza,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,,Polypodiaceae,Polypodioideae,,Polypodium,glycyrrhiza,HOWE:7936,49.842936,-123.216331,D.C. Eaton,2022-04-02,,Steve Ansell
Polystichum braunii,167276,Polystichum braunii,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,,Dryopteridaceae,Dryopteridoideae,,Polystichum,braunii,HOWE:7937,49.842864,-123.217614,(Spenner) Fée,2022-04-02,,Steve Ansell
Polystichum braunii,167276,Polystichum braunii,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,,Dryopteridaceae,Dryopteridoideae,,Polystichum,braunii,HOWE:7938,49.842872,-123.217536,(Spenner) Fée,2022-04-02,,Steve Ansell
Polystichum braunii,167276,Polystichum braunii,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,,Dryopteridaceae,Dryopteridoideae,,Polystichum,braunii,HOWE:7939,49.842808,-123.217461,(Spenner) Fée,2022-04-02,,Steve Ansell
Polystichum braunii,167276,Polystichum braunii,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,,Dryopteridaceae,Dryopteridoideae,,Polystichum,braunii,HOWE:7940,49.842833,-123.217347,(Spenner) Fée,2022-04-02,,Steve Ansell
Polystichum braunii,167276,Polystichum braunii,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,,Dryopteridaceae,Dryopteridoideae,,Polystichum,braunii,HOWE:7941,49.842872,-123.217369,(Spenner) Fée,2022-04-02,,Steve Ansell
Polystichum braunii,167276,Polystichum braunii,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,,Dryopteridaceae,Dryopteridoideae,,Polystichum,braunii,HOWE:7942,49.842903,-123.217431,(Spenner) Fée,2022-04-02,,Steve Ansell
Polystichum braunii,167276,Polystichum braunii,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,,Dryopteridaceae,Dryopteridoideae,,Polystichum,braunii,HOWE:7943,49.842864,-123.217431,(Spenner) Fée,2022-04-02,,Steve Ansell
Polystichum munitum,47751,Polystichum munitum,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,,Dryopteridaceae,Dryopteridoideae,,Polystichum,munitum,HOWE:7944,49.842628,-123.216789,(Kaulf.) C. Presl,2022-04-02,,Steve Ansell
Polystichum munitum,47751,Polystichum munitum,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,,Dryopteridaceae,Dryopteridoideae,,Polystichum,munitum,HOWE:7945,49.842808,-123.217025,(Kaulf.) C. Presl,2022-04-02,,Steve Ansell
Polystichum munitum,47751,Polystichum munitum,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,,Dryopteridaceae,Dryopteridoideae,,Polystichum,munitum,HOWE:7946,49.843169,-123.217658,(Kaulf.) C. Presl,2022-04-02,,Steve Ansell
Polystichum munitum,47751,Polystichum munitum,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,,Dryopteridaceae,Dryopteridoideae,,Polystichum,munitum,HOWE:7947,49.843083,-123.216606,(Kaulf.) C. Presl,2022-04-02,,Steve Ansell
Polystichum munitum,47751,Polystichum munitum,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,,Dryopteridaceae,Dryopteridoideae,,Polystichum,munitum,HOWE:7948,49.843097,-123.216256,(Kaulf.) C. Presl,2022-04-02,,Steve Ansell
Polystichum munitum,47751,Polystichum munitum,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,,Dryopteridaceae,Dryopteridoideae,,Polystichum,munitum,HOWE:7949,49.843132,-123.216842,(Kaulf.) C. Presl,2022-04-02,,Steve Ansell
Polystichum munitum,47751,Polystichum munitum,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,,Dryopteridaceae,Dryopteridoideae,,Polystichum,munitum,HOWE:7950,49.842328,-123.216147,(Kaulf.) C. Presl,2022-04-02,,Steve Ansell
Polystichum munitum,47751,Polystichum munitum,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,,Dryopteridaceae,Dryopteridoideae,,Polystichum,munitum,HOWE:7951,49.842628,-123.216003,(Kaulf.) C. Presl,2022-04-02,,Steve Ansell
Polystichum munitum,47751,Polystichum munitum,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,,Dryopteridaceae,Dryopteridoideae,,Polystichum,munitum,HOWE:7952,49.843217,-123.217636,(Kaulf.) C. Presl,2022-04-02,,Steve Ansell
Polystichum munitum,47751,Polystichum munitum,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,,Dryopteridaceae,Dryopteridoideae,,Polystichum,munitum,HOWE:7953,49.842828,-123.217583,(Kaulf.) C. Presl,2022-04-02,,Steve Ansell
Rubus spectabilis,47543,Rubus spectabilis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Rosoideae,Rubeae,Rubus,spectabilis,HOWE:7954,49.84055,-123.217681,Pursh,2021-12-05,,John D Reynolds
Rumex obtusifolius,63371,Rumex obtusifolius,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Polygonaceae,Polygonoideae,Rumiceae,Rumex,obtusifolius,HOWE:7955,49.842608,-123.216325,L.,2022-04-02,,Steve Ansell
Thuja plicata,48252,Thuja plicata,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,,Cupressaceae,Cupressoideae,,Thuja,plicata,HOWE:7956,49.840336,-123.216531,Donn ex D. Don,2021-12-05,,John D Reynolds
Viola glabella,71113,Viola glabella,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,,Violaceae,,,Viola,glabella,HOWE:7957,49.842108,-123.216994,Nutt.,2022-04-02,,Steve Ansell
Arctium lappa,75501,Arctium lappa,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Carduoideae,Cardueae,Arctium,lappa,HOWE:7958,49.835011,-123.212883,L.,2021-12-05,,John D Reynolds
Aruncus dioicus acuminatus,80381,Aruncus dioicus var. acuminatus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Amygdaloideae,Spiraeeae,Aruncus,dioicus,HOWE:7959,49.836944,-123.22,(Walter) Fernald,1967-06-04,Squamish River; n.w. of Cheakamus River bridge into reserve,Pat Warrington
Cerastium nutans,53308,Cerastium nutans,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,,Alsineae,Cerastium,nutans,HOWE:7960,49.836944,-123.22,Raf.,1967-06-04,Squamish R. n.w. from Cheakamus R. Bridge to Indian Reserve,P. Warrington
Cytisus scoparius,48538,Cytisus scoparius,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Genisteae,Cytisus,scoparius,HOWE:7961,49.837639,-123.213028,(L.) Link,2021-12-05,,John D Reynolds
Dryopteris expansa,64055,Dryopteris expansa,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,,Dryopteridaceae,Dryopteridoideae,,Dryopteris,expansa,HOWE:7962,49.839675,-123.213731,(C. Presl) Fraser-Jenkins & Jermy,2021-12-05,,John D Reynolds
Dryopteris expansa,64055,Dryopteris expansa,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,,Dryopteridaceae,Dryopteridoideae,,Dryopteris,expansa,HOWE:7963,49.839489,-123.213111,(C. Presl) Fraser-Jenkins & Jermy,2021-12-05,,Steve Ansell
Dryopteris filix-mas,76721,Dryopteris filix-mas,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,,Dryopteridaceae,Dryopteridoideae,,Dryopteris,filix-mas,HOWE:7964,49.834042,-123.213525,(L.) Schott,2021-11-21,,Steve Ansell
Dryopteris filix-mas,76721,Dryopteris filix-mas,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,,Dryopteridaceae,Dryopteridoideae,,Dryopteris,filix-mas,HOWE:7965,49.839553,-123.213219,(L.) Schott,2021-12-05,,Steve Ansell
Dryopteris filix-mas,76721,Dryopteris filix-mas,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,,Dryopteridaceae,Dryopteridoideae,,Dryopteris,filix-mas,HOWE:7966,49.8395,-123.213233,(L.) Schott,2021-12-05,,John D Reynolds
Dryopteris filix-mas,76721,Dryopteris filix-mas,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,,Dryopteridaceae,Dryopteridoideae,,Dryopteris,filix-mas,HOWE:7967,49.834439,-123.212456,(L.) Schott,2022-04-02,,Steve Ansell
Dryopteris filix-mas,76721,Dryopteris filix-mas,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,,Dryopteridaceae,Dryopteridoideae,,Dryopteris,filix-mas,HOWE:7968,49.837386,-123.214936,(L.) Schott,2022-04-02,,Steve Ansell
Galium triflorum,53065,Galium triflorum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,triflorum,HOWE:7969,49.833333,-123.22,Michx.,1967-06-10,"Squamish R., n.w. from Cheakamus R. Bridge to Indian Reserve",P. Warrington
Mycelis muralis,48543,Mycelis muralis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Cichorioideae,Cichorieae,Mycelis,muralis,HOWE:7970,49.836944,-123.22,(L.) Dumort.,1967-10-06,Squamish River,Pat Warrington
Picea sitchensis,68131,Picea sitchensis,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,,Pinaceae,Pinoideae,,Picea,sitchensis,HOWE:7971,49.840161,-123.215211,(Bong.) Carrière,2021-12-05,,John D Reynolds
Polypodium glycyrrhiza,55104,Polypodium glycyrrhiza,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,,Polypodiaceae,Polypodioideae,,Polypodium,glycyrrhiza,HOWE:7972,49.840156,-123.215194,D.C. Eaton,2021-12-05,,Steve Ansell
Polystichum munitum,47751,Polystichum munitum,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,,Dryopteridaceae,Dryopteridoideae,,Polystichum,munitum,HOWE:7973,49.839267,-123.213128,(Kaulf.) C. Presl,2021-12-05,,John D Reynolds
Polystichum munitum,47751,Polystichum munitum,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,,Dryopteridaceae,Dryopteridoideae,,Polystichum,munitum,HOWE:7974,49.839669,-123.214875,(Kaulf.) C. Presl,2021-12-05,,Steve Ansell
Ranunculus acris,56064,Ranunculus acris,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Ranunculaceae,Ranunculoideae,Ranunculeae,Ranunculus,acris,HOWE:7975,49.836944,-123.22,L.,1967-06-10,"Squamish R., n.w. from Cheakamus R. Bridge to Indian Reserve",P. Warrington
Rubus parviflorus,51646,Rubus parviflorus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Rosoideae,Rubeae,Rubus,parviflorus,HOWE:7976,49.836944,-123.22,Nutt.,1967-06-04,Squamish River; n.w. of Cheakamus River bridge into reserve;,Pat Warrington
Spiraea douglasii,62493,Spiraea douglasii,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Amygdaloideae,Spiraeeae,Spiraea,douglasii,HOWE:7977,49.840144,-123.217256,Hook.,2021-12-05,,John D Reynolds
Symphoricarpos albus laevigatus,48525,Symphoricarpos albus var. laevigatus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,,Caprifoliaceae,Caprifolioideae,,Symphoricarpos,albus,HOWE:7978,49.839214,-123.213006,(L.) S.F.Blake,2021-12-05,,John D Reynolds
Thuja plicata,48252,Thuja plicata,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,,Cupressaceae,Cupressoideae,,Thuja,plicata,HOWE:7979,49.834853,-123.212753,Donn ex D. Don,2021-12-05,,John D Reynolds
Tsuga heterophylla,48254,Tsuga heterophylla,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,,Pinaceae,,,Tsuga,heterophylla,HOWE:7980,49.835414,-123.213203,(Raf.) Sarg.,2021-12-05,,John D Reynolds
Acer macrophyllum,48227,Acer macrophyllum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Sapindales,,,,Sapindaceae,,,Acer,macrophyllum,HOWE:7981,49.826347,-123.212125,Pursh,2022-06-09,,Lyrae
Impatiens parviflora,51736,Impatiens parviflora,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Balsaminaceae,,,Impatiens,parviflora,HOWE:7982,49.826327,-123.212136,DC.,2022-06-09,,Lyrae
Monotropa uniflora,49477,Monotropa uniflora,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Monotropoideae,,Monotropa,uniflora,HOWE:7983,49.795883,-123.220886,L.,2016-07-16,,Daisie Huang
Dicentra formosa formosa,51049,Dicentra formosa ssp. formosa,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Papaveraceae,Fumarioideae,Corydaleae,Dicentra,formosa,HOWE:7984,49.646048,-123.211592,(Haw.) Walp.,2022-05-08,,shaanaroeste
Gaultheria shallon,48441,Gaultheria shallon,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Vaccinioideae,Gaultherieae,Gaultheria,shallon,HOWE:7985,49.646722,-123.210719,Pursh,2021-09-02,,
Gaultheria shallon,48441,Gaultheria shallon,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Vaccinioideae,Gaultherieae,Gaultheria,shallon,HOWE:7986,49.644035,-123.210863,Pursh,2021-08-17,,asyu
Gaultheria shallon,48441,Gaultheria shallon,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Vaccinioideae,Gaultherieae,Gaultheria,shallon,HOWE:7987,49.64761,-123.210807,Pursh,2020-07-15,,
Gaultheria shallon,48441,Gaultheria shallon,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Vaccinioideae,Gaultherieae,Gaultheria,shallon,HOWE:7988,49.64761,-123.210807,Pursh,2020-07-15,,
Hemitomes congestum,54663,Hemitomes congestum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Monotropoideae,,Hemitomes,congestum,HOWE:7989,49.644112,-123.211111,A. Gray,2020-07-15,,Chris Neufeld
Micranthes ferruginea,78024,Micranthes ferruginea,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,,Saxifragaceae,,Micrantheae,Micranthes,ferruginea,HOWE:7990,49.647261,-123.211376,(Graham) Brouillet & Gornall,2021-06-19,,amygalina
Polypodium glycyrrhiza,55104,Polypodium glycyrrhiza,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,,Polypodiaceae,Polypodioideae,,Polypodium,glycyrrhiza,HOWE:7991,49.643761,-123.211556,D.C. Eaton,2022-04-16,,Steve Ansell
Dianthus barbatus,60015,Dianthus barbatus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,,Caryophylleae,Dianthus,barbatus,HOWE:7992,49.636003,-123.211508,L.,2021-06-29,,eschott
Digitalis purpurea,53983,Digitalis purpurea,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Plantaginaceae,,Digitalideae,Digitalis,purpurea,HOWE:7993,49.63863,-123.212412,L.,2022-07-02,,sashabogdanov
Goodyera oblongifolia,50719,Goodyera oblongifolia,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Orchidoideae,Cranichideae,Goodyera,oblongifolia,HOWE:7994,49.640194,-123.218583,Raf.,2022-04-16,,Steve Ansell
Lilium columbianum,77744,Lilium columbianum,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Liliales,,,,Liliaceae,Lilioideae,Lilieae,Lilium,columbianum,HOWE:7995,49.635453,-123.213845,Leichtlin,2019-06-04,,Becca Marx
Polystichum munitum,47751,Polystichum munitum,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,,Dryopteridaceae,Dryopteridoideae,,Polystichum,munitum,HOWE:7996,49.640383,-123.217689,(Kaulf.) C. Presl,2022-04-16,,Steve Ansell
Pteridium aquilinum pubescens,52684,Pteridium aquilinum var. pubescens,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Dennstaedtiineae,,,Dennstaedtiaceae,,,Pteridium,aquilinum,HOWE:7997,49.640281,-123.218169,(L.) Kuhn,2022-04-16,,Steve Ansell
Struthiopteris spicant,774894,Struthiopteris spicant,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Aspleniinae,,,Blechnaceae,,,Struthiopteris,spicant,HOWE:7998,49.641031,-123.215714,(L.) F.W. Weiss,2022-04-16,,Steve Ansell
Echium vulgare,56174,Echium vulgare,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Boraginales,,,,Boraginaceae,Boraginoideae,Lithospermeae,Echium,vulgare,HOWE:7999,49.614666,-123.210717,L.,2019-06-22,,student_of_life
Ilex aquifolium,53856,Ilex aquifolium,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Aquifoliales,,,,Aquifoliaceae,,,Ilex,aquifolium,HOWE:8000,49.611053,-123.210617,L.,2022-05-29,,rgolin
Rubus spectabilis,47543,Rubus spectabilis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Rosoideae,Rubeae,Rubus,spectabilis,HOWE:8001,49.611113,-123.214172,Pursh,2022-07-01,,savannahrouse
Arctostaphylos uva-ursi,68049,Arctostaphylos uva-ursi,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Arbutoideae,,Arctostaphylos,uva-ursi,HOWE:8002,49.589947,-123.222062,(L.) Spreng.,2021-05-11,,jessica_phaye
Arctostaphylos uva-ursi,68049,Arctostaphylos uva-ursi,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Arbutoideae,,Arctostaphylos,uva-ursi,HOWE:8003,49.590083,-123.222017,(L.) Spreng.,2022-02-06,,Stephen Hui
Juniperus communis,58725,Juniperus communis,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,,Cupressaceae,Cupressoideae,,Juniperus,communis,HOWE:8004,49.590028,-123.222083,L.,2022-02-06,,Stephen Hui
Lathyrus japonicus,77638,Lathyrus japonicus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Fabeae,Lathyrus,japonicus,HOWE:8005,49.589878,-123.220572,Willd.,2022-05-29,,Daniel Stewart
Aruncus dioicus acuminatus,80381,Aruncus dioicus var. acuminatus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Amygdaloideae,Spiraeeae,Aruncus,dioicus,HOWE:8006,49.58492,-123.222245,(Walter) Fernald,2020-06-03,,Emily Wharin
Cinna latifolia,76340,Cinna latifolia,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Cinna,latifolia,HOWE:8007,49.5835,-123.22,(Trev. ex Goepp.) Griseb.,1980-07-16,"Howe Sound, Furry Creek",R. J. Soreng
Dactylis glomerata,52720,Dactylis glomerata,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Dactylis,glomerata,HOWE:8008,49.58546,-123.222311,L.,2020-06-01,,maplerice
Digitalis purpurea,53983,Digitalis purpurea,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Plantaginaceae,,Digitalideae,Digitalis,purpurea,HOWE:8009,49.584663,-123.214937,L.,2021-06-04,,Stephen Hui
Goodyera oblongifolia,50719,Goodyera oblongifolia,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Orchidoideae,Cranichideae,Goodyera,oblongifolia,HOWE:8010,49.581753,-123.220413,Raf.,2021-03-08,,
Leucanthemum vulgare,1404861,Leucanthemum vulgare,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Anthemideae,Leucanthemum,vulgare,HOWE:8011,49.587271,-123.221171,Lam.,2020-06-01,,maplerice
Lupinus polyphyllus polyphyllus,61016,Lupinus polyphyllus ssp. polyphyllus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Genisteae,Lupinus,polyphyllus,HOWE:8012,49.581981,-123.220272,Lindl.,2021-04-04,,Brendan Muscalu
Mycelis muralis,48543,Mycelis muralis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Cichorioideae,Cichorieae,Mycelis,muralis,HOWE:8013,49.582744,-123.224071,(L.) Dumort.,2019-07-27,,charley
Physocarpus capitatus,57249,Physocarpus capitatus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Amygdaloideae,Neillieae,Physocarpus,capitatus,HOWE:8014,49.584192,-123.213355,(Pursh) Kuntze,2021-06-04,,Stephen Hui
Pinus contorta contorta,80130,Pinus contorta var. contorta,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,,Pinaceae,,,Pinus,contorta,HOWE:8015,49.587278,-123.211905,Douglas,2021-06-04,,Stephen Hui
Poa nemoralis,78649,Poa nemoralis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Poa,nemoralis,HOWE:8016,49.5835,-123.22,L.,1980-07-16,"Howe Sound, Furry Creek",R. J. Soreng
Polypodium glycyrrhiza,55104,Polypodium glycyrrhiza,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,,Polypodiaceae,Polypodioideae,,Polypodium,glycyrrhiza,HOWE:8017,49.583333,-123.216667,D.C. Eaton,1961-10-14,"Squamish-Lillooet Regional District, Furry Creek bridge, 2 miles south on road to Squamish, Howe Sound",F.A. Lang
Pseudotsuga menziesii menziesii,63910,Pseudotsuga menziesii var. menziesii,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,,Pinaceae,,,Pseudotsuga,menziesii,HOWE:8018,49.580737,-123.221824,(Mirb.) Franco,2022-11-27,,Lyrae
Pseudotsuga menziesii menziesii,63910,Pseudotsuga menziesii var. menziesii,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,,Pinaceae,,,Pseudotsuga,menziesii,HOWE:8019,49.587342,-123.211853,(Mirb.) Franco,2021-06-04,,Stephen Hui
Tanacetum vulgare,55971,Tanacetum vulgare,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Anthemideae,Tanacetum,vulgare,HOWE:8020,49.580322,-123.223075,L.,2017-07-13,,
Tanacetum vulgare,55971,Tanacetum vulgare,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Anthemideae,Tanacetum,vulgare,HOWE:8021,49.579796,-123.223061,L.,2022-08-09,,lauramaypollock
Chamaenerion angustifolium,564969,Chamaenerion angustifolium,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,,Onagraceae,,,Chamaenerion,angustifolium,HOWE:8022,49.572021,-123.223492,(L.) Scop.,2020-06-06,,arial
