Taxon,Author,Subtaxon Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Genus,Origin,Status,Reporting Status,iNat Observation,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,GBIF ID,First Observed,Observer,iNaturalist Link,Notes,ID,Critical Notes
Lebbeus grandimanus,"(Bražnikov, 1907)",,candy stripe shrimp,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Alpheoidea,Thoridae,,Lebbeus,native,unlisted,reported,unobserved,1996-09-28,Charlie Gibbs,PMLS,,,,,,,459598,
Lebbeus mundus,"Jensen, 2006",,cleaner lebbeid,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Alpheoidea,Thoridae,,Lebbeus,native,unlisted,reported,unobserved,2008-02-16,Andy Lamb,PMLS,,,,,,,459601,
Spirontocaris prionota,"(Stimpson, 1864)",,deep blade shrimp,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Alpheoidea,Thoridae,,Spirontocaris,native,unlisted,reported,unobserved,1986-09-30,,RBCM,986-00197-023,1898324901,,,,,424249,
Hemigrapsus nudus,"(Dana, 1851)",,purple shore crab,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Grapsoidea,Varunidae,Varuninae,Hemigrapsus,native,unlisted,confirmed,observed,1948-06-05,,RBCM,976-01171-005,1898278739,2011-08-10,Nancy Woodham,http://www.inaturalist.org/observations/4021637,,48342,
Hemigrapsus oregonensis,"(Dana, 1851)",,yellow shore crab,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Grapsoidea,Varunidae,Varuninae,Hemigrapsus,native,unlisted,new 2016,observed,,,,,,2015-08-28,Andrew Simon,http://www.inaturalist.org/observations/2580697,,69170,
Euphausia spp.,,,krill,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Euphausiacea,,,Euphausiidae,,Euphausia,,,reported,unobserved,1973-09-21,Andy Lamb,PMLS,,,,,,,195136,"At least two species are present in the region. Their small sizes, rapid swimming behavior, and minor anatomical differences make field identifications impossible."
Bopyroides hippolytes,"(Kröyer, 1838)",,shrimp parasitic isopod,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Isopoda,Cymothoida,Bopyroidea,Bopyridae,Bopyrinae,Bopyroides,native,unlisted,reported,unobserved,2010-07-17,Andy Lamb,PMLS,,,,,,,873867,
Pentidotea resecata,"(Stimpson, 1857)",,eelgrass isopod,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Isopoda,Valvifera,,Idoteidae,,Pentidotea,native,unlisted,new 2016,observed,,,,,,2016-05-08,Karolle Wall,http://www.inaturalist.org/observations/4078193,,141842,
Pentidotea wosnesenskii,"(Brandt, 1851)",,rockweed isopod,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Isopoda,Valvifera,,Idoteidae,,Pentidotea,native,unlisted,confirmed,observed,1960-12-22,Donald E. McAllister & M.O Yesaki,CMN,CMNC 1987-0102,,2017-04-08,Tyrel Froese,https://www.inaturalist.org/observations/5620541,,126295,
Gnorimosphaeroma oregonense,"(Dana, 1853)",,Oregon pillbug,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Isopoda,Sphaeromatidea,Sphaeromatoidea,Sphaeromatidae,,Gnorimosphaeroma,native,unlisted,confirmed,observed,1976-06-20,Rita M. O'Clair,CMN,CMNC 1987-0202,,2019-05-04,David Metzger,https://www.inaturalist.org/observations/24633050,,123798,
Argulus pugettensis,"Dana, 1853",,surfperch fish louse,Animalia,Arthropoda,Crustacea,Oligostraca,Ichthyostraca,Branchiura,,Arguloida,,,Argulidae,,Argulus,native,unlisted,reported,unobserved,2007-09-29,Andy Lamb,PMLS,,,,,,,873865,
