Taxon,Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Origin,Status,Reporting,Last Collected/Reported (y-m-d),Collector/Source,Collection/List,First Documented,Documenter,iNaturalist Link,iNaturalist Photo,Notes,ID,Stats Code
Dactylis glomerata,L.,orchard grass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,exotic,unlisted,documented,1979-06-08,H. Janszen,RBCM,2015-06-04,L. Magner & A. Simon,http://www.inaturalist.org/observations/2561534,https://static.inaturalist.org/photos/2853662/medium.JPG?1452142229,,52720,PLA
Danthonia californica,Bol.,California oatgrass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Danthonioideae,native,S5,documented,1983-07-07,H. Janszen,RBCM,2017-05-29,A. Simon,https://www.inaturalist.org/observations/6434812,https://static.inaturalist.org/photos/8125919/medium.jpeg?1496173952,,57165,PLA
Danthonia intermedia,Vasey,timber oat grass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Danthonioideae,native,S5,undocumented,2017-05-27,J. & K. Miskelly,Bioblitz Galiano 2017,,,,,,,PLA
Deschampsia danthonioides,(Trin.) Benth.,annual hairgrass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,native,S4S5 (2015),undocumented,,H. Janszen,Private List Aug 26 2001,,,,,,,PLA
Deschampsia elongata,(Hook.) Munro,slender hairgrass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,native,S5 (2015),undocumented,1986-08-16,W. J. Crins,UBC,,,,,,,PLA
Distichlis spicata,(L.) Greene,salt grass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Chloridoideae,native,S4S5,documented,,H. Janszen,Private List Aug 26 2001,2016-06-19,A. Simon,http://www.inaturalist.org/observations/3498205,https://static.inaturalist.org/photos/4069310/medium.JPG?1466537645,,58372,PLA
Elymus glaucus var. glaucus,Buckley,blue wild rye,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,native,S5,documented,1975-07-24,A. Wood,RBCM,2016-05-25,A. Huggins,http://www.inaturalist.org/observations/3319011,https://static.inaturalist.org/photos/3834460/medium.jpg?1464394850,,52791,PLA
Elymus repens,(L.) Gould,quackgrass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,exotic,unlisted,undocumented,,H. Janszen,Private List Aug 26 2001,,,,,,,PLA
Festucaarundinacea,Schreb.,tall fescue,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,exotic,unlisted,documented,,H. Janszen,Private List Aug 26 2001,2017-05-27,A. Simon,https://www.inaturalist.org/observations/6411206,https://static.inaturalist.org/photos/8088600/medium.jpeg?1496021299,,77134,PLA
Festuca occidentalis,Hook.,western fescue,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,native,S5,documented,,H. Janszen,Private List Aug 26 2001,2017-05-28,A. Simon,https://www.inaturalist.org/observations/6409672,https://static.inaturalist.org/photos/8086877/medium.jpeg?1496017214,,59091,PLA
Festuca pratensis,Huds.,meadow fescue,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,exotic,unlisted,undocumented,,H. Janszen,Private List Aug 26 2001,,,,,,,PLA
Festuca roemeri,(Pavlick) E.B. Alexeev,Roemer’s fescue,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,native,S4,documented,,H. Janszen,Private List Aug 26 2001,2016-05-26,A. Huggins,http://www.inaturalist.org/observations/3405766,https://static.inaturalist.org/photos/3941966/medium.jpg?1465347133,,162962,PLA
Festuca rubra,L.,red fescue,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,exotic,unlisted,undocumented,1975-05-31,A. Wood,RBCM,,,,,,,PLA
Festuca subulata,Bong.,bearded fescue,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,native,S4 (2015),documented,,H. Janszen,Private List Aug 26 2001,2015-07-02,L. Magner & A. Simon,http://www.inaturalist.org/observations/2561759,https://static.inaturalist.org/photos/2854014/medium.JPG?1452149496,,77145,PLA
Festuca subuliflora,Scribn.,crinkle-awned fescue,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,native,S4 (2015),undocumented,,H. Janszen,Private List Aug 26 2001,,,,,,,PLA
Glyceria borealis,(Nash) Batch.,northern mannagrass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,native,S5 (2015),undocumented,1979-07-09,H. Janszen,RBCM,,,,,,,PLA
Glyceria declinata,Brébiss.,waxy mannagrass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,exotic,unlisted,undocumented,1982-07-20,H. Janszen,RBCM,,,,,,,PLA
Glyceria elata,(Nash) M.E. Jones,tall mannagrass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,native,S5 (2015),undocumented,2002-08-12,K. Erickson & S. Gates,Laughlin Lake Vegetation Community Mapping,,,,,,,PLA
Glyceria leptostachya,Buckley,slender-spiked mannagrass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,native,S3 (2015),undocumented,,H. Janszen,Private List Aug 26 2001,,,,,,,PLA
Glyceria striata,(Lam.) Hitchc.,fowl mannagrass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,native,S5 (2000),undocumented,,H. Janszen,Private List Aug 26 2001,,,,,,,PLA
Holcus lanatus,L.,common velvet-grass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,exotic,unlisted,documented,1986-08-16,W. J. Crins,UBC,2015-05-28,L. Magner & A. Simon,http://www.inaturalist.org/observations/2621500,https://static.inaturalist.org/photos/2934497/medium.JPG?1453874257,,52793,PLA
Hordeum brachyantherum,Nevski,Meadow barley,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,native,S5 (2000),documented,,H. Janszen,Private List Aug 26 2001,2016-06-19,A. Simon,http://www.inaturalist.org/observations/3498580,https://static.inaturalist.org/photos/4069731/medium.JPG?1466540549,,57173,PLA
Hordeum murinum,L.,wall barley,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,exotic,unlisted,documented,1975-06-17,A. Wood,RBCM,2016-06-02,A. Simon,http://www.inaturalist.org/observations/3382875,https://static.inaturalist.org/photos/3909078/medium.JPG?1465087014,,52796,PLA
Hordeum murinum ssp. leporinum,(Link) Arcang.,wall barley,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,exotic,unlisted,undocumented,,H. Janszen,Private List Aug 26 2001,,,,,,,PLA
Koeleria macrantha,(Ledeb.) Schult.,June grass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,native,S5,documented,1995-05-11,H. Roemer,RBCM,2015-05-28,L. Magner & A. Simon,http://www.inaturalist.org/observations/2625045,https://static.inaturalist.org/photos/2939641/medium.JPG?1454010726,,57183,PLA
Leymus mollis,(Trin.) Pilg.,American dune grass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,native,S4S5 (2015),documented,,H. Janszen,Private List Aug 26 2001,2016-06-28,A. Simon,http://www.inaturalist.org/observations/3542865,https://static.inaturalist.org/photos/4130013/medium.JPG?1467180145,,61067,PLA
Lolium multiflorum,Lam.,annual ryegrass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,exotic,unlisted,undocumented,,H. Janszen,Private List Aug 26 2001,,,,,,,PLA
Lolium perenne,L.,perennial ryegrass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,exotic,unlisted,documented,,H. Janszen,Private List Aug 26 2001,2017-05-29,A. Simon,https://www.inaturalist.org/observations/6434824,https://static.inaturalist.org/photos/8126090/medium.jpeg?1496174326,,52801,PLA
Melica harfordii,Bol.,Harford’s oniongrass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,native,S3S4 (2015),documented,,H. Janszen,Private List Aug 26 2001,2017-06-14,A. Simon,https://www.inaturalist.org/observations/7278330,https://static.inaturalist.org/photos/9410974/medium.jpeg?1501431266,,77983,PLA
Melica smithii,(Porter) Vasey,Smith’s oniongrass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,native,S4 (2007),undocumented,1986-08-16,W. J. Crins,UBC,,,,,,,PLA
Melica subulata,(Griseb.) Scribn.,Alaska oniongrass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,native,S5,documented,1986-08-16,W. J. Crins,UBC,2017-05-26,A. J. Wright,https://www.inaturalist.org/observations/6410326,https://static.inaturalist.org/photos/8088553/medium.jpg?1496021222,,77986,PLA
Phalaris arundinacea,L.,reed canarygrass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,exotic,unlisted,documented,1975-07-18,H. Janszen,RBCM,2016-06-05,A. Simon,http://www.inaturalist.org/observations/3414639,https://static.inaturalist.org/photos/3953470/medium.JPG?1465435941,,63337,PLA
Phalaris canariensis,L.,annual canarygrass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,exotic,unlisted,new 2016,,,,2016-06-11,S. Tweedale,http://inaturalist.ca/observations/3445137,https://static.inaturalist.org/photos/3994956/medium.jpg?1465767673,,57191,PLA
Phleum pratense,L.,Timothy,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,exotic,unlisted,undocumented,,H. Janszen,Private List Aug 26 2001,,,,,,,PLA
Phragmites australis ssp. americanus,"Saltonst., P.M. Peterson & Soreng",American reed grass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Arundinoideae,native,S5 (2006),undocumented,,,,,,,,,,PLA
Phragmites australis ssp. australis,(Cav.) Trin. ex Steud.,common reed,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Arundinoideae,exotic,unlisted,undocumented,1981-07-16,H. Janszen,RBCM,,,,,,,PLA
Poa annua,L.,annual bluegrass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,exotic,unlisted,documented,,H. Janszen,Private List Aug 26 2001,2017-04-20,A. Simon,https://www.inaturalist.org/observations/5886024,https://static.inaturalist.org/photos/7336262/medium.jpeg?1492764085,,52808,PLA
Poa bulbosa,L.,bulbous bluegrass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,exotic,unlisted,documented,,K. Brothers,VMS Private List,2016-05-10,A. Simon,http://www.inaturalist.org/observations/3311046,https://static.inaturalist.org/photos/3827076/medium.JPG?1464313306,,58382,PLA
Poa compressa,L.,Canada bluegrass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,native,unlisted,documented,1979-06-28,H. Janszen,RBCM,2017-06-14,A. Simon,http://inaturalist.ca/observations/6665151,https://static.inaturalist.org/photos/8445829/medium.jpeg?1497513033,,78636,PLA
Poa howellii,Vasey & Scribn.,Howell’s bluegrass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,native,S3S4 (2015),undocumented,2003-04-30,F. Lomer,UBC,,,,,,,PLA
Poa infirma,Kunth,weak bluegrass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,exotic,unlisted,undocumented,2014-05-13,F. Lomer,UBC,,,,,,,PLA
Poa nemoralis,L.,wood bluegrass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,exotic,unlisted,undocumented,1984-06-02,H. Janszen,RBCM,,,,,,,PLA
Poa pratensis,L.,Kentucky bluegrass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,exotic,unlisted,documented,1979-07-07,H. Janszen,RBCM,2017-05-29,A. Simon,https://www.inaturalist.org/observations/6434816,https://static.inaturalist.org/photos/8125978/medium.jpeg?1496174110,,60307,PLA
Poa secunda,J. Presl,Nevada bluegrass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,native,S5,undocumented,2003-04-30,F. Lomer,UBC,,,,,,,PLA
Poa trivialis,L.,rough bluegrass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,exotic,unlisted,undocumented,1979-06-28,H. Janszen,RBCM,,,,,,,PLA
Polypogon monspeliensis,(L.) Desf.,annual beard-grass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,exotic,unlisted,undocumented,,H. Janszen,Private List Aug 26 2001,,,,,,,PLA
Puccinellia nutkaensis,(J. Presl) Fernald & Weath.,Nootka alkaligrass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,native,S4 (2015),undocumented,,H. Janszen,Private List Aug 26 2001,,,,,,,PLA
Puccinellia nuttalliana,(Schult.) Hitchc.,Nuttall’s alkaligrass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,native,S4 (2015),undocumented,1975-07-18,T. C. Brayshaw,RBCM,,,,,,,PLA
Puccinellia pumila,(Vasey) Hitchc.,dwarf alkaligrass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,native,S4 (2015),undocumented,1979-08-15,H. Janszen,RBCM,,,,,,,PLA
Schedonorus pratensis,(Huds.) P. Beauv.,meadow fescue,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,exotic,unlisted,documented,,H. Janszen,Private List Aug 26 2001,2015-05-17,A. Simon,http://www.inaturalist.org/observations/2622565,https://static.inaturalist.org/photos/2935900/medium.JPG?1453921022,,204196,PLA
Secale cereale,L.,rye,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,exotic,unlisted,undocumented,,H. Janszen,Private List Aug 26 2001,,,,,,,PLA
Torreyochloa pauciflora,(J. Presl) Church,weak false-manna,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,native,S5 (2015),undocumented,,H. Janszen,Private List Aug 26 2001,,,,,,,PLA
Trisetum canescens,Buckley,tall trisetum,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,native,S5 (2000),undocumented,1979-06-08,H. Janszen,RBCM,,,,,,,PLA
Trisetum cernuum,Trin.,nodding trisetum,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,native,S5 (2015),undocumented,,H. Janszen,Private List Aug 26 2001,,,,,,,PLA
Vulpia bromoides,(L.) Gray,barren fescue,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,exotic,unlisted,documented,,H. Janszen,Private List Aug 26 2001,2017-06-14,A. Simon,http://inaturalist.ca/observations/6665167,https://static.inaturalist.org/photos/8445849/medium.jpeg?1497513683,,170281,PLA
Vulpia microstachys var. pauciflora,(Beal) Lonard & Gould,Pacific fescue,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,native,S4 (2014),documented,2003-05-01,F. Lomer,UBC,2017-05-29,A. J. Wright & A. Simon,https://www.inaturalist.org/observations/6434874,https://static.inaturalist.org/photos/8127052/medium.jpeg?1496176621,only V. m. pauciflora known,58391,PLA
Vulpia myuros,(L.) C.C. Gmel.,rat’s-tail fescue,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,exotic,unlisted,documented,,H. Janszen,Private List Aug 26 2001,2017-05-28,A. Simon,https://www.inaturalist.org/observations/6409673,https://static.inaturalist.org/photos/8086892/medium.jpeg?1496017229,,52814,PLA
Sparganium angustifolium,Michx.,burr-reed,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Typhaceae,,native,S5 (2000),undocumented,2017-05-27,T. Innes,Bioblitz Galiano 2017,,,,,,,PLA
Sparganium emersum,Rehmann,simple-stemmed burr-reed,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Typhaceae,,native,S5 (2015),undocumented,2000-06-12,H. Roemer,ER 128 Inventory,,,,,,,PLA
Sparganium natans,L.,small burr-reed,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Typhaceae,,native,S5 (2015),undocumented,2000-06-12,H. Roemer,ER 128 Inventory,,,,,,,PLA
Typha angustifolia,L.,narrowleaf cattail,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Typhaceae,,exotic,unlisted,documented,2014-05-14,F. Lomer,UBC,2013-08-21,F. Erhard,http://www.inaturalist.org/observations/2583333,https://static.inaturalist.org/photos/2884817/medium.JPG?1452869555,,60316,PLA
Typha latifolia,L.,common cattail,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Typhaceae,,native,S5,documented,2000-06-12,H. Roemer,ER 128 Inventory,2015-02-22,A. Simon,http://www.inaturalist.org/observations/2566297,https://static.inaturalist.org/photos/2860580/medium.JPG?1452320891,,48685,PLA
Angelica archangelica,L.,garden angelica,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Apiales,,,Apiaceae,,exotic,unlisted,new 2016,,,,2016-04-02,A. Simon,http://www.inaturalist.org/observations/2975346,https://static.inaturalist.org/photos/3419217/medium.JPG?1461093121,,62336,PLA
Angelica genuflexa,Nutt.,kneeling Angelica,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Apiales,,,Apiaceae,,native,S5 (2015),undocumented,,H. Janszen,Private List Aug 26 2001,,,,,,,PLA
Anthriscus caucalis,M. Bieb.,bur chervil,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Apiales,,,Apiaceae,,exotic,unlisted,documented,,H. Janszen,Private List Aug 26 2001,2016-05-05,A. Simon,http://www.inaturalist.org/observations/3113972,https://static.inaturalist.org/photos/3600572/medium.JPG?1462563438,,52846,PLA
Cicuta douglasii,(DC.) J.M. Coult. & Rose,western water hemlock,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Apiales,,,Apiaceae,,native,S5 (2015),documented,2000-06-12,H. Roemer,ER 128 Inventory,2016-05-24,L. Magner & A. Simon,http://www.inaturalist.org/observations/3296098,https://static.inaturalist.org/photos/3809698/medium.JPG?1464146950,,76338,PLA
Conioselinum gmelinii,(Bray) Steud.,western hemlock-parsley,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Apiales,,,Apiaceae,,native,S5 (2015),new 2016,,,,2016-07-10,A. Simon,http://www.inaturalist.org/observations/3652970,https://static.inaturalist.org/photos/4227342/medium.JPG?1468140305,,160830,PLA
Daucus carota,L.,Queen Anne's lace,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Apiales,,,Apiaceae,,exotic,unlisted,documented,,H. Janszen,Private List Aug 26 2001,2016-07-09,A. Simon,http://www.inaturalist.org/observations/3652719,https://static.inaturalist.org/photos/4226906/medium.JPG?1468131287,,76610,PLA
Daucus pusillus,Michx.,American wild carrot,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Apiales,,,Apiaceae,,native,S5,documented,,H. Janszen,Private List Aug 26 2001,2015-04-04,A. Simon,http://www.inaturalist.org/observations/2567452,https://static.inaturalist.org/photos/2862283/medium.JPG?1452372754,,56726,PLA
Lomatium grayi,(J.M. Coult. & Rose) J.M. Coult. & Rose,Grey’s Desert Parsley,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Apiales,,,Apiaceae,,native,S1 (2015),documented,1998-04-09,F. Lomer,UBC,2016-03-06,A. Simon,http://www.inaturalist.org/observations/2762301,https://static.inaturalist.org/photos/3126132/medium.JPG?1457559225,,77808,PLA
Lomatium nudicaule,(Pursh) J.M. Coult. & Rose,consumption plant,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Apiales,,,Apiaceae,,native,S4S5 (2015),undocumented,,H. Janszen,Private List Aug 26 2001,,,,,,,PLA
Lomatium utriculatum,(Nutt. ex Torr. & A. Gray) J.M. Coult. & Rose,spring gold,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Apiales,,,Apiaceae,,native,S4,documented,,H. Janszen,Private List Aug 26 2001,2015-03-04,A. Simon,http://www.inaturalist.org/observations/2566333,https://static.inaturalist.org/photos/2860635/medium.JPG?1452322892,,56827,PLA
Oenanthe sarmentosa,C. Presl ex DC.,Pacific water-parsley,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Apiales,,,Apiaceae,,native,S5,documented,2000-06-12,H. Roemer,ER 128 Inventory,2015-07-02,L. Magner & A. Simon,http://www.inaturalist.org/observations/2561792,https://static.inaturalist.org/photos/2854072/medium.png?1452150888,,60127,PLA
Osmorhiza berteroi,DC.,mountain sweet-cicely,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Apiales,,,Apiaceae,,native,S5,documented,1986-08-16,W. J. Crins,UBC,2016-05-03,A. Simon,http://www.inaturalist.org/observations/3093492,https://static.inaturalist.org/photos/3567927/medium.JPG?1462327978,Reported as O. chilensis,53166,PLA
Perideridia gairdneri,(Blank.) B. Boivin,common yampah,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Apiales,,,Apiaceae,,native,S3S4 (2015),undocumented,1989-08-22,G. B. Straley,UBC,,,,,"M. Fairbarns (2016) reports P. montana; G. B. Straley P. gairdneri; however it appears that P. montana is a known variation of P. gairdneri, synonymous with P. gairdneri var. montana; as only one taxon is known to be present in BC acc. Ecosystems Explorer, it is assumed only one species is present on Galiano",,PLA
Petroselinum crispum,(Mill.) Nyman ex A.W. Hill,garden parsley,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Apiales,,,Apiaceae,,exotic,unlisted,undocumented,2014-05-13,F. Lomer,UBC,,,,,,,PLA
Sanicula bipinnatifida,Douglas,purple sanicle,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Apiales,,,Apiaceae,,native,S2 (2015),undocumented,1993-04-26,H. Roemer,BC Ecosystem Explorer,,,,,,,PLA
Sanicula crassicaulis var. crassicaulis,Poepp. ex DC.,Pacific sanicle,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Apiales,,,Apiaceae,,native,S4,documented,,H. Janszen,Private List Aug 26 2001,2015-02-22,A. Simon,http://www.inaturalist.org/observations/2566218,https://static.inaturalist.org/photos/2860458/medium.JPG?1452318080,,53201,PLA
Sanicula crassicaulis var. tripartita,(Suksd.) H. Wolff,Pacific black-snakeroot,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Apiales,,,Apiaceae,,native,S4,new 2017,,,,2017-05-29,A. Simon,https://www.inaturalist.org/observations/6434866,https://static.inaturalist.org/photos/8126974/medium.jpeg?1496176448,,68471,PLA
Sanicula graveolens,Poepp. ex DC.,Sierra sanicle,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Apiales,,,Apiaceae,,native,S3S4,undocumented,2016,M. Fairbarns,Vascular Plant Survey of a Rock Bluff System on Galiano Island 2016 (technical report),,,,,,,PLA
Torilis japonica,(Houtt.) DC.,upright hedge-parsley,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Apiales,,,Apiaceae,,exotic,unlisted,documented,1976-07-13,H. Janszen,RBCM,2015-05-28,L. Magner & A. Simon,http://www.inaturalist.org/observations/2625063,https://static.inaturalist.org/photos/2939664/medium.JPG?1454011195,T. arvensis apparently mistakenly reported,133918,PLA
