Taxon,Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Origin,Status,Reporting,Last Collected/Reported (y-m-d),Collector/Source,Collection/List,First Documented,Documenter,iNaturalist Link,iNaturalist Photo,Notes,ID,Stats Code
Hybomitra atrobasis,(McDunnough),horse fly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,,Tabanoidea,Tabanidae,,,,undocumented,1984-07-24,G.G.E. Scudder,SEM,,,,,,,ART
Hybomitra californica,(Marten),horse fly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,,Tabanoidea,Tabanidae,,,,undocumented,1981-08-08,G.G.E. Scudder,SEM,,,,,,,ART
Hybomitra captonis,(Marten),horse fly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,,Tabanoidea,Tabanidae,,,,undocumented,1981-08-04,G.G.E. Scudder,SEM,,,,,,,ART
Hybomitra epistates,Osten Sacken,horse fly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,,Tabanoidea,Tabanidae,,,,undocumented,1978-07-03,G.G.E. Scudder,SEM,,,,,,,ART
Hybomitra sp.,,horse fly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,,Tabanoidea,Tabanidae,,,,undocumented,1990-08-01,S.G. Cannings,SEM,,,,,,,ART
Billaea sp.,,tachinids,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Tachinidae,,,,undocumented,1979-08-12,G.G.E. Scudder,SEM,,,,,,,ART
Hystricia abrupta,(Wiedemann),tachinid,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Tachinidae,,,,undocumented,1980-03-30,G.G.E. Scudder,SEM,,,,,,,ART
Pandivirilia conspicua,(Walker),stiletto fly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,,Asiloidea,Therevidae,,,,undocumented,1984-07-31,G.G.E. Scudder,SEM,,,,,,,ART
Ctenophora vittata,(Meigen),crane fly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,,Tipuloidea,Tipulidae,Ctenophorinae,,,documented,1986-05-30,G.G.E. Scudder,SEM,2017-05-13,S. Gilmore,https://www.inaturalist.org/observations/6223534,https://static.inaturalist.org/photos/7811757/medium.jpeg?1494829651,,127696,ART
Xylophagus decorus,Williston,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Xylophagoidea,Xylophagidae,,,,undocumented,1980-05-11,G.G.E. Scudder,SEM,,,,,,,ART
Elasmostethus cruciatus,(Say),red-cross shield bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Acanthosomatidae,,,,documented,2001-04-15,E. Thorn,SEM,2017-02-20,K. Krüg,http://inaturalist.ca/observations/5151433,https://static.inaturalist.org/photos/6345486/medium.jpg?1487729295,,130508,ART
Elasmucha lateralis,(Say),,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Acanthosomatidae,,,,documented,1990-09-30,G.G.E. Scudder,SEM,2016-06-23,W. Terpenning,http://www.inaturalist.org/observations/3516003,https://static.inaturalist.org/photos/4094706/medium.jpg?1466806828,,325588,ART
Alydus calcaratus,(Linnaeus),true bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Coreoidea,Alydidae,,,,undocumented,2009-09-06,E. Thorn,SEM,,,,,,,ART
Megalotomus quinquespinosus,(Say),lupine bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Coreoidea,Alydidae,,,,undocumented,1983-08-10,J. Scudder,SEM,,,,,,,ART
Tollius curtulus,Stål,broad-headed bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Coreoidea,Alydidae,,,,undocumented,1986-09-02,G.G.E. Scudder,SEM,,,,,,,ART
Anthocoris antevolens,White,minute pirate bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,,,Anthocoridae,,,,undocumented,1990-09-02,G.G.E. Scudder,SEM,,,,,,,ART
Orius tristicolor,(White),minute pirate bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,,,Anthocoridae,,,,undocumented,1989-06-24,G.G.E. Scudder,SEM,,,,,,,ART
Orius vicinus,Ribaut,minute pirate bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,,,Anthocoridae,,,,undocumented,1990-09-01,G.G.E. Scudder,SEM,,,,,,,ART
Xylocoris californicus,(Reuter),minute pirate bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,,,Anthocoridae,,,,undocumented,1985-04-07,G.G.E. Scudder,SEM,,,,,,,ART
Neophilaenus lineatus,,lined spittle bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhyncha,Cercopoidea,Aphrophoridae,,,,new 2016,,,,2016-06-23,A. Simon,http://www.inaturalist.org/observations/3516407,https://static.inaturalist.org/photos/4095299/medium.jpg?1466812599,,203336,ART
Philaenus spumarius,,meadow spittlebug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhyncha,Cercopoidea,Aphrophoridae,,,,new 2016,,,,2016-06-01,A. Simon,http://www.inaturalist.org/observations/3364924,https://static.inaturalist.org/photos/3884949/medium.jpg?1464888882,,56189,ART
Aradus fuscomaculatus,Stål,flat bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Aradoidea,Aradidae,,,,undocumented,1972-05-21,G.G.E. Scudder,SEM,,,,,,,ART
Lethocerus americanus,(Leidy),giant water bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,,,Belostomatidae,Lethocerinae,,,documented,1988-09-01,E. Thorn,SEM,2016-10-06,B. Hartman,http://www.inaturalist.org/observations/4299923,https://static.inaturalist.org/photos/5159442/medium.jpeg?1475960159,,81572,ART
Jalysus wickhami,Van Duzee,stilt bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Lygaeoidea,Berytidae,,,,undocumented,1990-09-01,G.G.E. Scudder,SEM,,,,,,,ART
Neoneides muticus,(Say),stilt bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Lygaeoidea,Berytidae,,,,undocumented,1990-09-01,G.G.E. Scudder,SEM,,,,,,,ART
Anoscopus albiger,(Germar),,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhyncha,Membracoidea,Cicadellidae,Aphrodinae,,,undocumented,1981-08-01,G.G.E. Scudder,SEM,,,,,,,ART
Colladonus arctostaphyli,Downes,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhyncha,Membracoidea,Cicadellidae,,,,undocumented,1980-09-01,G.G.E. Scudder,SEM,,,,,,,ART
Empoasca sp.,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhyncha,Membracoidea,Cicadellidae,Typhlocybinae,,,new 2017,,,,2017-05-13,S. Gilmore,https://www.inaturalist.org/observations/6223422,https://static.inaturalist.org/photos/7818433/medium.jpeg?1494871074,,173635,ART
Okanagana rimosa,(Say),cicada,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhyncha,Cicadoidea,Cicadidae,,,,undocumented,1984-07-01,J. Scudder,SEM,,,,,,,ART
Coriomeris insularis,Dolling & Yonke,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Coreoidea,Coreidae,,,,undocumented,1986-06-01,Geoffrey Scudder,RBCM,,,,,,,ART
Leptoglossus occidentalis,Heidemann,western conifer seed bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Coreoidea,Coreidae,Coreinae,,,documented,1990-11-17,T. Mommsen,SEM,2015-07-02,A. Simon,http://www.inaturalist.org/observations/1728336,https://static.inaturalist.org/photos/2094300/medium.jpg?1436161864,,67771,ART
Callicorixa vulnerata,(Uhler),water boatman,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,,Corixidae,,,,undocumented,1987-01-18,G.G.E. Scudder,SEM,,,,,,,ART
Corisella inscripta,(Uhler),water boatman,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,,Corixidae,,,,undocumented,1982-04-09,G.G.E. Scudder,SEM,,,,,,,ART
Hesperocorixa atopodonta,(Hungerford),water boatman,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,,Corixidae,,,,undocumented,1985-04-05,G.G.E. Scudder,SEM,,,,,,,ART
Hesperocorixa laevigata,(Uhler),water boatman,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,,Corixidae,,,,undocumented,1984-03-05,G.G.E. Scudder,SEM,,,,,,,ART
Cymus luridus,Stål,true bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Lygaeoidea,Cymidae,,,,undocumented,1981-04-18,G.G.E. Scudder,SEM,,,,,,,ART
Delphacodes consimilis,(Van Duzee),planthopper,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,,Fulgoroidea,Delphacidae,,,,undocumented,1973-07-19,G.G.E. Scudder,SEM,,,,,,,ART
Delphacodes lutulentella,Muir & Gifford,planthopper,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,,Fulgoroidea,Delphacidae,,,,undocumented,1989-06-24,G.G.E. Scudder,SEM,,,,,,,ART
Nothodelphax consimilis,(Van Duzee),delphacid planthopper,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,,Fulgoroidea,Delphacidae,,,,undocumented,1984-09-02,G.G.E. Scudder,SEM,,,,,,,ART
Nothodelphax occlusa,(Van Duzee),delphacid planthopper,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,,Fulgoroidea,Delphacidae,,,,undocumented,1982-05-09,G.G.E. Scudder,SEM,,,,,,,ART
Gerris buenoi,Kirkaldy,water strider,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Gerroidea,Gerridae,,,,undocumented,1985-04-05,G.G.E. Scudder,SEM,,,,,,,ART
Gerris incognitus,Drake & Hottes,water strider,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Gerroidea,Gerridae,,,,undocumented,1987-03-29,G.G.E. Scudder,SEM,,,,,,,ART
Gerris incurvatus,Drake & Hottes,water strider,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Gerroidea,Gerridae,,,,undocumented,1985-04-05,G.G.E. Scudder,SEM,,,,,,,ART
Limnoporus notabilis,Drake & Hottes,water strider,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Gerroidea,Gerridae,,,,undocumented,1984-09-01,G.G.E. Scudder,SEM,,,,,,,ART
Kleidocerys franciscanus,(Stal),,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Lygaeoidea,Lygaeidae,,,,undocumented,1984-07-19,G.G.E. Scudder,SEM,,,,,,,ART
Kleidocerys resedae,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Lygaeoidea,Lygaeidae,Ischnorhynchinae,,,new 2017,,,,2017-05-14,S. Gilmore,https://www.inaturalist.org/observations/6345410,https://static.inaturalist.org/photos/7997878/medium.jpeg?1495638967,,261586,ART
Lygaeus kalmii,,small milkweed bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Lygaeoidea,Lygaeidae,Lygaeinae,,,new 2015,,,,2015-08-28,A. Simon,http://www.inaturalist.org/observations/1930975,https://static.inaturalist.org/photos/2362392/medium.jpg?1441833808,,62045,ART
Platycotis vittata,(Fabricius),oak tree hopper,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhyncha,Membracoidea,Membracidae,Membracinae,,,documented,1982-08-25,G.G.E. Scudder,SEM,2017-05-13,S. Gilmore,https://www.inaturalist.org/observations/6203555,https://static.inaturalist.org/photos/7789249/medium.jpeg?1494739190,syn.Platycotis quadrivittata,48679,ART
Mesovelia mulsanti,White,water treader,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Mesovelioidea,Mesoveliidae,,,,undocumented,1984-09-01,G.G.E. Scudder,SEM,,,,,,,ART
Deraeocoris sp.,,plant bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Miroidea,Miridae,Deraeocorinae,Unlisted,Unlisted,new 2017,,,,2017-05-13,S. Gilmore,https://www.inaturalist.org/observations/6223435,https://static.inaturalist.org/photos/7818466/large.jpeg?1494871122,,173953,ART
Lopus decolor,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Miroidea,Miridae,Phylinae,,,new 2016,,,,2016-07-07,A. Simon,http://www.inaturalist.org/observations/3641743,https://static.inaturalist.org/photos/4211601/medium.jpg?1467960194,,391877,ART
Omanonabis lovetti,,damsel bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,,Nabidae,,,,undocumented,1985,G.G.E. Scudder,SEM,,,,,,,ART
Ranatra fusca,Palisot-Beauvois,brown water scorpion,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,,Nepidae,,,,undocumented,1986-05-31,J.D. Reynolds,SEM,,,,,,,ART
Notonecta kirbyi,Hungerford,Kirby’s backswimmer,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,,Notonectidae,,,,undocumented,1986-09-14,G.G.E. Scudder,SEM,,,,,,,ART
Notonecta undulata,Say,grousewinged backswimmer,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,,Notonectidae,,,,undocumented,1987-03-29,G.G.E. Scudder,SEM,,,,,,,ART
Banasa dimidiata,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Pentatomidae,Pentatominae,,,new 2017,,,,2017-05-14,S. Gilmore,https://www.inaturalist.org/observations/6224902,https://static.inaturalist.org/photos/7821693/medium.jpeg?1494879577,,363224,ART
Banasa sordida,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Pentatomidae,Pentatominae,,,new 2016,,,,2016-12-22,A. Simon,https://www.inaturalist.org/observations/4835606,https://static.inaturalist.org/photos/5869528/medium.jpg?1482527077,,119735,ART
Brochymena sp.,,Rough Stink Bugs,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Pentatomidae,Pentatominae,,,new 2017,,,,2017-10-08,S. Tweedale,https://www.inaturalist.org/observations/8313912,https://static.inaturalist.org/photos/11039421/medium.jpg?1507490154,,127347,ART
Brochymena sulcata,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Pentatomidae,Pentatominae,,,new 2016,,,,2016-07-22,A. Simon,http://www.inaturalist.org/observations/3726419,https://static.inaturalist.org/photos/4328687/medium.jpg?1469234375,,210508,ART
Chlorochroa ligata,,conchuela bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Pentatomidae,Pentatominae,,,new 2016,,,,2016-10-20,L. Magner & A. Simon,http://www.inaturalist.org/observations/4403913,https://static.inaturalist.org/photos/5289455/medium.jpeg?1477016310,,261351,ART
Chlorochroa rossiana,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Pentatomidae,Pentatominae,,,new 2017,,,,2017-05-13,S. Gilmore,https://www.inaturalist.org/observations/6206460,https://static.inaturalist.org/photos/7793729/medium.jpeg?1494775110,,357522,ART
Empicoris pilosus,(Fieber),assassin bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Reduvioidea,Reduviidae,,,,undocumented,1983-08-15,G.G.E. Scudder,SEM,,,,,,,ART
Empicoris rubromaculatus,(Blackburn),assassin bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Reduvioidea,Reduviidae,,,,undocumented,1973-07-17,G.G.E. Scudder,SEM,,,,,,,ART
Eremocoris obscurus,Van Duzee,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Lygaeoidea,Rhyparochromidae,,,,undocumented,1974-06-01,G.G.E. Scudder,SEM,,,,,,,ART
Saldula explanata,(Uhler),shore bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,,Saldidae,,,,undocumented,1982-05-09,G.G.E. Scudder,SEM,,,,,,,ART
Saldula laticollis,(Reuter),shore bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,,Saldidae,,,,undocumented,1985-04-07,G.G.E. Scudder,SEM,,,,,,,ART
Saldula nigrita,Parshley,shore bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,,Saldidae,,,,undocumented,1975-04-16,G.G.E. Scudder,SEM,,,,,,,ART
Saldula pallipes,(Fabricius),shore bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,,Saldidae,,,,undocumented,1974-06-16,G.G.E. Scudder,SEM,,,,,,,ART
Camirus porosus,,jewel bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Scutelleridae,,,,undocumented,1988,Henry & Froeschner [editors],"Catalog of the Heteroptera, or true bugs, of Canada and the Continental United States",,,,,,,ART
Eurygaster alternata,(Say),jewel bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Scutelleridae,,,,undocumented,1983-08-23,G.G.E. Scudder,SEM,,,,,,,ART
Microvelia buenoi,Drake,ripple bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Gerroidea,Veliidae,,,,undocumented,1985-04-05,G.G.E. Scudder,SEM,,,,,,,ART
Andrena candida,Smith,mining bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Andrenidae,Andreninae,,,undocumented,1981-04-18,S.G. Cannings,SEM,,,,,,,ART
Andrena chlorura,Cockerell,mining bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Andrenidae,Andreninae,,,undocumented,1982-03-28,G.G.E. Scudder,SEM,,,,,,,ART
Andrena frigida,,mining bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Andrenidae,Andreninae,,,new 2017,,,,2017-04-27,A. Simon,https://www.inaturalist.org/observations/7258614,https://static.inaturalist.org/photos/9379265/medium.jpg?1501309767,,198991,ART
Apis mellifera,,honey bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,,new 2016,,,,2016-05-24,L. Magner & A. Simon,http://www.inaturalist.org/observations/3296418,https://static.inaturalist.org/photos/3810116/medium.JPG?1464149576,,47219,ART
Bombus bifarius,Cresson,two-form bumblebee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,,documented,2010-05-12,Laura Parkinson; Jennifer Heron,RBCM,2017-04-14,A. Simon,https://www.inaturalist.org/observations/5715331,https://static.inaturalist.org/photos/7083972/medium.jpeg?1492235068,"Habitat:open grassy fields, parks, prairies, shrubs, and mountainous areas",127052,ART
Bombus bohemicus,(Cresson),Ashton’s cuckoo bumblebee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,,undocumented,1975-08-04,G.G.E. Scudder,SEM,,,,,Reported as Bombus ashtoni; Habitat: depends on host species though foraging habits differ because it forages strictly on nectar; endangered,,ART
Bombus centralis,Cresson,central bumblebee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,,undocumented,1987-07-19,G.G.E. Scudder,SEM,,,,,Habitat: prairies and river valleys,,ART
Bombus fervidus,(Fabricius),golden northern bumblebee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,,undocumented,1975-08-04,G.G.E. Scudder,SEM,,,,,"Habitat: temperate savanna, grassland and tall grass biomes; suburban or agricultural developments; common in grazing farmlands",,ART
Bombus flavifrons,Cresson,yellow-headed bumblebee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,,documented,1970-08-30,G.G.E. Scudder,SEM,2016-06-14,A. Simon,http://www.inaturalist.org/observations/3461472,https://static.inaturalist.org/photos/4018687/medium.JPG?1466009289,"Habitat : occurs at high altitude and latitude; tundra, taiga, mountainous forests and meadows",119308,ART
Bombus frigidus,Smith,frigid bumblebee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,,undocumented,1973-07-07,G.G.E. Scudder,SEM,,,,,Habitat: arctic bees occurring in high altitude and latitude areas,,ART
Bombus melanopygus,Nylander,black-tailed bumblebee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,,documented,2010-05-12,Laura Parkinson; Jennifer Heron,RBCM,2014-06-10,A. Simon,https://www.inaturalist.org/observations/730443,https://static.inaturalist.org/photos/917898/large.jpg?1402456294,"Habitat: broad, including dry chaparral in California and humid areas in Pacific Northwest; also occurs in agricultural and urban environs",130222,ART
Bombus mixtus,Cresson,fuzzy-horned bumblebee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,,documented,2010-05-12,Laura Parkinson; Jennifer Heron,RBCM,2017-04-27,A. Simon,https://www.inaturalist.org/observations/7258581,https://static.inaturalist.org/photos/9379219/medium.jpg?1501308990,"Habitat: mountainous habitat, taiga and tundra; grasslands, chaparral, shrublands and meadows",319125,ART
Bombus occidentalis,Greene,western bumble bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,,undocumented,1990-08-01,S.G. Cannings,SEM,,,,,"Habitat: mixed woodlands, farmlands, urban areas, montane meadows and into the western edge of the prairie grasslands; endangered",,ART
Bombus suckleyi,Greene,Suckley’s cuckoo bumblebee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,,undocumented,1975-08-04,G.G.E. Scudder,SEM,,,,,Habitat: social parasite dependent on B. occidentalis; now endangered,,ART
Bombus vosnesenskii,Radoszkowski,yellow-faced bumblebee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,,new 2017,,,,2017-05-25,A. Simon,https://www.inaturalist.org/observations/6412054,https://static.inaturalist.org/photos/8091120/medium.jpeg?1496027742,Habitat: widespread in both urban and agricultural environs; used as pollinator in agricultural applications; early emergence and proliferation of this bee is implicated in declining bumblebee biodiversity,57689,ART
Eucera sp.,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,,new 2017,,,,2017-04-27,A. Simon,https://www.inaturalist.org/observations/7258516,https://static.inaturalist.org/photos/9379125/medium.jpg?1501307852,,123670,ART
Nomada sp.,,nomad bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Nomadinae,,,new 2017,,,,2017-04-11,A. Simon,https://www.inaturalist.org/observations/5677064,https://static.inaturalist.org/photos/7030412/medium.jpg?1492108993,,53648,ART
Bethylus decipiens,(Provancher),narrow-waisted hymenopteran,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,,Chrysidoidea,Bethylidae,,,,undocumented,1990-09-01,G.G.E. Scudder,SEM,,,,,,,ART
Goniozus sp.,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,,Chrysidoidea,Bethylidae,,,,undocumented,1984-07-02,G.G.E. Scudder,SEM,,,,,,,ART
Chrysis nitidula,Fabricius,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,,Chrysidoidea,Chrysididae,,,,undocumented,1986-07-27,G.G.E. Scudder,SEM,,,,,,,ART
Hedychridium dimidiatum,(Say),,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,,Chrysidoidea,Chrysididae,,,,undocumented,1990-08-02,S.G. Cannings,SEM,,,,,,,ART
Holopyga ventralis,(Say),,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,,Chrysidoidea,Chrysididae,,,,undocumented,1990-08-01,S.G. Cannings,SEM,,,,,,,ART
Omalus aeneus,(Fabricius),,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,,Chrysidoidea,Chrysididae,,,,undocumented,1991-07-29,G.G.E. Scudder,SEM,,,,,,,ART
Pseudomalus janus,(Haldeman),,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,,Chrysidoidea,Chrysididae,,,,undocumented,1986-04-20,G.G.E. Scudder,SEM,,,,,,,ART
Pseudomalus purpuratus,(Provancher),,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,,Chrysidoidea,Chrysididae,,,,undocumented,1982-09-02,G.G.E. Scudder,SEM,,,,,,,ART
Zaraea americana,Cresson,cimbicid sawfly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,Tenthredinoidea,Cimbicidae,,,,undocumented,1981-04-19,S.G. Cannings,SEM,,,,,,,ART
