Taxon,Author,Common.Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Origin,Status,Reporting.Status,Observation,Collected.Reported..y.m.d.,Collector.Source,Collection.List,Accession.Number,First.Observed,Observer,iNaturalist.Link,iNaturalist.Photo,Notes,ID,Stats.Code,Critical Notes A.L.&D.G.
Rostanga pulchra,"MacFarland, 1905",red sponge nudibranch,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Opistobranchia,Eudoridoidea,Rostangidae,,,,confirmed,observed,07/12/1985,Andy Lamb & Donna Gibbs,PMLS,,06/05/2016,Karolle Wall,http://www.inaturalist.org/observations/3705820,https://static.inaturalist.org/photos/4303261/medium.jpg?1468964224,,47473,MOL,
Melibe leonina,"(Gould, 1852)",hooded nudibranch,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Dendronotoidea,Tethydidae,,,,confirmed,observed,07/10/1994,Andy Lamb & Donna Gibbs,PMLS,,20/08/2013,Karolle Wall,http://www.inaturalist.org/observations/3705621,https://static.inaturalist.org/photos/4302960/medium.jpg?1468961381,,48455,MOL,
Tochuina gigantea,"(Bergh, 1904)",orange-peel nudibranch,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Tritonioidea,Tritoniidae,,,,reported,unobserved,20/09/1973,Andy Lamb & Donna Gibbs,PMLS,,,,,,Reported as Tritonia gigantea,,MOL,
Tritonia diomedea,"Bergh, 1894",giant orange tochui,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Tritonioidea,Tritoniidae,,,,new 2016,observed,,,,,13/10/2013,Peter Luckham,http://www.inaturalist.org/observations/2975951,https://static.inaturalist.org/photos/3420061/medium.jpg?1461097305,,50324,MOL,
Tritonia festiva,"(Stearns, 1873)",diamondback nudibranch,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Tritonioidea,Tritoniidae,,,,confirmed,observed,07/12/1985,Andy Lamb & Donna Gibbs,PMLS,,13/10/2013,Peter Luckham,http://www.inaturalist.org/observations/2976292,https://static.inaturalist.org/photos/3420558/medium.jpg?1461099310,,48827,MOL,
Tritonia tetraquetra,"Bergh, 1894",pink tritonia,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Tritonioidea,Tritoniidae,,,,reported,unobserved,02/12/2006,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,MOL,
Berthella californica,"(MacFarlane, 1966)",California berthella,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Pleurobranchida,,Pleurobranchoidea,Pleurobranchidae,,,,confirmed,observed,14/10/2007,Andy Lamb & Donna Gibbs,PMLS,,16/05/2015,Peter Luckham,http://www.inaturalist.org/observations/2854808,https://static.inaturalist.org/photos/3256911/medium.jpg?1459381983,,49902,MOL,
Berthella strongi,"(Dall, 1900)",Strong's berthella,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Pleurobranchida,,Pleurobranchoidea,Pleurobranchidae,,,,reported,unobserved,10/12/2005,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,MOL,
Limacina helicina,"(Phipps, 1774)",helicid pteropod,Animalia,Mollusca,,,Gastropoda,Heterobranchia,,Pteropoda,Euthecosomata,Limacinoidea,Limacinidae,,,,reported,unobserved,04/04/2009,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,MOL,
Haplotrema vancouverense,"(I. Lea, 1839)",robust lancetooth,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Eupulmonata,Stylommatophora,Helicina,Haplotrematoidea,Haplotrematidae,,,,new 2018,observed,,,,,15/02/2018,Kevin Toomer,https://www.inaturalist.org/observations/9886289,https://static.inaturalist.org/photos/13552572/medium.jpg?1518830768,,220933,MOL,
Oxychilus sp.,,,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Eupulmonata,Stylommatophora,Helicina,Gastrodontoidea,Oxychilidae,,,,new 2018,observed,,,,,20/03/2018,Kevin Toomer,https://www.inaturalist.org/observations/10365305,https://static.inaturalist.org/photos/14380106/medium.jpg?1521758533,,90567,MOL,
Calliostoma annulatum,"(Lightfoot, 1786)",purple-ringed topsnail,Animalia,Mollusca,,,Gastropoda,,,Trochida,,Trochoidea,Calliostomatidae,,,,reported,unobserved,09/05/1993,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,MOL,
Acmaea mitra,"Eschscholtz, 1833",whitecap limpet,Animalia,Mollusca,,,Gastropoda,,,,,Lottioidea,Acmaeidae,,,,reported,observed,31/05/1981,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,MOL,
Epitonium indianorum,"(Carpenter, 1864)",money wentletrap,Animalia,Mollusca,,,Gastropoda,,,,,Epitonioidea,Epitoniidae,,,,reported,unobserved,19/07/2008,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,MOL,
Cryptobranchia concentrica,"(Middendorff, 1857)",ringed blind limpet,Animalia,Mollusca,,,Gastropoda,Patellogastropoda,,,,Lottioidea,Lepetidae,,,,reported,unobserved,14/10/2007,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,MOL,
Lottia digitalis,"(Rathke, 1833)",fingered limpet,Animalia,Mollusca,,,Gastropoda,Patellogastropoda,,,,Lottioidea,Lottiidae,,,,new 2016,observed,,,,,01/09/2016,Andrew Simon,http://www.inaturalist.org/observations/4017022,https://static.inaturalist.org/photos/4745326/medium.jpeg?1472820068,,64287,MOL,
Lottia pelta,"(Rathke, 1833)",shield limpet,Animalia,Mollusca,,,Gastropoda,Patellogastropoda,,,,Lottioidea,Lottiidae,,,,new 2017,observed,,,,,10/04/2017,Andrew Simon,https://www.inaturalist.org/observations/5646967,https://static.inaturalist.org/photos/6986592/medium.jpeg?1491881056,,63243,MOL,
Lottia persona,"(Rathke, 1833)",mask limpet,Animalia,Mollusca,,,Gastropoda,Patellogastropoda,,,,Lottioidea,Lottiidae,,,,new 2016,observed,,,,,28/08/2015,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/3735052,https://static.inaturalist.org/photos/4340374/medium.jpeg?1469332021,,339143,MOL,
Lottia scutum,"(Rathke, 1833)",plate limpet,Animalia,Mollusca,,,Gastropoda,Patellogastropoda,,,,Lottioidea,Lottiidae,,,,confirmed,observed,23/03/2002,Andy Lamb & Donna Gibbs,PMLS,,21/08/2016,Tyrel Froese,http://www.inaturalist.org/observations/4004998,https://static.inaturalist.org/photos/4730589/medium.jpeg?1472686083,,129962,MOL,
Margarites pupillus,"(Gould, 1849)",puppet margarite,Animalia,Mollusca,,,Gastropoda,Vetigastropoda,,,,Trochoidea,Trochidae,,,,confirmed,observed,08/02/2009,Andy Lamb & Donna Gibbs,PMLS,,14/05/2017,Scott Gilmore,https://www.inaturalist.org/observations/6223678,https://static.inaturalist.org/photos/7819161/medium.jpeg?1494873585,,129922,MOL,
Lepidozona interstincta,"(Gould, 1846)",smooth lepidozona,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Chitonina,Chitonoidea,Ischnochitonidae,,,,reported,unobserved,30/06/2006,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,MOL,
Lepidozona mertensii,"(Middendorff, 1847)",Merten's chiton,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Chitonina,Chitonoidea,Ischnochitonidae,,,,reported,unobserved,10/09/1994,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,MOL,
Lepidozona trifida,"(Carpenter, 1864)",three-rib chiton,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Chitonina,Chitonoidea,Ischnochitonidae,,,,reported,unobserved,05/05/1999,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,MOL,
Cyanoplax dentiens,"(Gould, 1846)",Gould’s baby chiton,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Lepidochitonidae,,,,new 2017,observed,,,,,14/05/2017,Scott Gilmore,https://www.inaturalist.org/observations/6223676,https://static.inaturalist.org/photos/7819168/medium.jpeg?1494873602,,71241,MOL,
Katharina tunicata,"(W. Wood, 1815)",black leather chiton,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,,,,reported,unobserved,16/08/1993,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,MOL,
Mopalia ciliata,"(G.B. Sowerby II, 1840)",southern hairy chiton,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,,,,reported,unobserved,10/12/2005,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,MOL,
Mopalia hindsii,"(Reeve, 1874)",Hind's mopalia,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,,,,reported,unobserved,31/07/1999,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,MOL,
Mopalia kennerlyi,"Carpenter, 1864",northern hairy chiton,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,,,,reported,unobserved,31/07/1999,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,MOL,
Mopalia lignosa,"(Gould, 1846)",woody chiton,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,,,,reported,unobserved,31/07/1999,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,MOL,
Mopalia muscosa,"(Gould, 1846)",mossy chiton,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,,,,confirmed,observed,10/10/2008,Andy Lamb & Donna Gibbs,PMLS,,26/05/2017,Kris Krüg,http://inaturalist.ca/observations/6371640,https://static.inaturalist.org/photos/8040073/medium.jpg?1495831928,,117633,MOL,
Mopalia sp.,"Gray, 1847",mossy or hairy chiton,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,,,,reported,unobserved,22/02/1969,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,MOL,
Mopalia spectabilis,"G.I. Cowan & I.M. Cowan, 1977",red-flecked mopalia,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,,,,confirmed,observed,04/05/1999,Andy Lamb & Donna Gibbs,PMLS,,25/05/2016,Karolle Wall,https://www.inaturalist.org/observations/4052033,https://static.inaturalist.org/photos/4798687/original.jpg?1473205033,,364026,MOL,
Mopalia swanii,"Carpenter, 1864",Swan's mopalia,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,,,,reported,unobserved,30/06/2006,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,MOL,
Mopalia vespertina,"(Gould, 1852)",smooth mopalia,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,,,,confirmed,observed,02/10/1999,Andy Lamb & Donna Gibbs,PMLS,,26/05/2017,Kris Krüg,http://inaturalist.ca/observations/6390299,https://static.inaturalist.org/photos/8067950/medium.jpg?1495941843,,364027,MOL,
Placiphorella rufa,"S.S. Berry, 1917",red veiled-chiton,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,,,,reported,unobserved,05/05/1999,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,MOL,
Placiphorella velata,"Dall, 1879",veiled-chiton,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,,,,reported,unobserved,18/11/2011,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,MOL,
Tonicella insignis,"(Reeve, 1847)",white-line chiton,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Tonicellidae,,,,reported,unobserved,26/02/1994,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,MOL,
Cryptochiton stelleri,"(Middendorff, 1847)",giant Pacific chiton,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Neoloricata,,,Acanthochitonidae,,,,confirmed,observed,20/09/1973,Andy Lamb & Donna Gibbs,PMLS,,24/04/2016,Chessi Miltner,http://www.inaturalist.org/observations/3684476,https://static.inaturalist.org/photos/4272153/medium.jpg?1468629442,,49053,MOL,
Tonicella lineata,"(Wood, 1815)",lined chiton,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Neoloricata,,,Ischnochitonidae,,,,confirmed,observed,20/09/1973,Andy Lamb & Donna Gibbs,PMLS,,06/06/2016,Chessi Miltner,http://www.inaturalist.org/observations/3598644,https://static.inaturalist.org/photos/4166251/medium.jpg?1467510567,,47425,MOL,
Tonicella undocaerulea,"Sirenko, 1973",blue lined chiton,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Neoloricata,,,Ischnochitonidae,,,,new 2016,observed,,,,,25/09/2015,Karolle Wall,http://www.inaturalist.org/observations/4031847,https://static.inaturalist.org/photos/4767214/medium.jpg?1473002720,,194021,MOL,
Tubulanus polymorphus,"Renier, 1804",orange ribbon worm,Animalia,Nemertea,,,Anopla,Heteronemertea,,,,,Tubulanidae,,,,confirmed,observed,23/08/2008,Andy Lamb & Donna Gibbs,PMLS,,27/05/2017,Karolle Wall,https://www.inaturalist.org/observations/7648049,https://static.inaturalist.org/photos/10006810/medium.jpg?1503688564,,117581,MAR,
Tubulanus sexlineatus,"(Griffin, 1898)",six-lined ribbon worm,Animalia,Nemertea,,,Anopla,Heteronemertea,,,,,Tubulanidae,,,,confirmed,observed,22/02/1969,Andy Lamb & Donna Gibbs,PMLS,,10/08/2018,Karolle Wall,https://www.inaturalist.org/observations/15660001,https://static.inaturalist.org/photos/23383636/medium.jpg?1534641059,,121950,MAR,
Emplectonema gracile,"(Johnstone, 1837)",green ribbon worm,Animalia,Nemertea,,,Hoplonemertea,,,Monostilifera,,,Emplectonematidae,,,,reported,unobserved,22/02/1969,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,MAR,
Micrura verrilli,"Coe, 1901",purple ribbon worm,Animalia,Nemertea,,,Pilidiophora,,,Heteronemertea,,,Lineidae,,,,reported,unobserved,28/09/2006,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,MAR,
Tubulanus albocinctus,"(Coe, 1904)",white-ringed ribbon worm,Animalia,Nemertea,,,Pilidiophora,,,Heteronemertea,,,Tubulanidae,,,,reported,unobserved,29/05/1996,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,MAR,
Phoronis ijimai,"Oka, 1897",phoronid worm,Animalia,Phoronida,,,,,,,,,Phoronidae,,,,new 2016,observed,,,,,26/06/2013,Karolle Wall,http://www.inaturalist.org/observations/4014973,https://static.inaturalist.org/photos/4741896/medium.jpg?1472785672,,372139,MAR,
Eurylepta leoparda,"Freeman, 1933",spotted flatworm,Animalia,Platyhelminthes,,,Turbellaria,Trepaxonemata,,Polycladida,Cotylea,,Euryleptidae,,,,confirmed,observed,28/09/1996,Andy Lamb & Donna Gibbs,PMLS,,22/04/2015,Karolle Wall,http://www.inaturalist.org/observations/4028701,https://static.inaturalist.org/photos/4762628/medium.jpg?1472950263,,447179,MAR,
Kaburakia excelsa,"Bock, 1925",giant flatworm,Animalia,Platyhelminthes,,,Turbellaria,Trepaxonemata,,Polycladida,Acotylea,,Stylochidae,,,,reported,unobserved,24/07/2016,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,MAR,
Clathrina sp.,,lattice-skin sponge,Animalia,Porifera,,,Calcarea,Calcinea,,Clathrinida,,,Clathrinidae,,,,reported,unobserved,30/06/2017,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,MAR,
Leucilla nuttingi,"(Urban, 1902)",stalked vase sponge,Animalia,Porifera,,,Calcarea,Calcaronea,,Leucosolenida,,,Amphoriscidae,,,,confirmed,observed,29/07/1985,Andy Lamb & Donna Gibbs,PMLS,,13/10/2013,Peter Luckham,http://www.inaturalist.org/observations/2975914,https://static.inaturalist.org/photos/3420001/medium.jpg?1461097026,,117713,MAR,
Leucandra heathi,"Urban, 1906",bristly vase sponge,Animalia,Porifera,,,Calcarea,Calcaronea,,Leucosolenida,,,Grantiidae,,,,reported,unobserved,21/08/1971,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,MAR,
Leucosolenia eleanor,"Urban, 1906",spaghetti sponge,Animalia,Porifera,,,Calcarea,Calcaronea,,Leucosolenida,,,Leucosoleniidae,,,,reported,unobserved,23/06/2006,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,MAR,
Leucosolenia nautilia,"de Laubenfels, 1930",lacy ball sponge,Animalia,Porifera,,,Calcarea,Calcaronea,,Leucosolenida,,,Leucosoleniidae,,,,reported,unobserved,10/09/1994,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,MAR,
Sycon sp.,,tiny vase sponge,Animalia,Porifera,,,Calcarea,Calcaronea,,Leucosolenida,,,Sycettidae,,,,reported,unobserved,07/10/1994,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,MAR,
Geodia gibberosa,"Lamarck, 1815",white encrusting sponge,Animalia,Porifera,,,Demospongiae,Tetractinomorpha,,Astrophorida,,,Geodiidae,,,,new 2016,observed,,,,,13/10/2013,Peter Luckham,http://www.inaturalist.org/observations/2976137,https://static.inaturalist.org/photos/3420345/medium.jpg?1461098506,,131691,MAR,
Cliona californiana,"de Laubenfels, 1932",yellow boring sponge,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Clionaida,,,Clionaidae,,,,reported,unobserved,20/09/1973,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,MAR,
Aplysilla sp. nov.,,slippery rose sponge,Animalia,Porifera,,,Demospongiae,Keratosa,,Dendroceratida,,,Darwinellidae,,,,reported,unobserved,07/12/1985,Andy Lamb & Donna Gibbs,PMLS,,,,,,sp. nov.,,MAR,
Chelonaplysilla polyraphis,"de Laubenfels, 1930",slippery purple sponge,Animalia,Porifera,,,Demospongiae,Keratosa,,Dendroceratida,,,Darwinellidae,,,,reported,unobserved,12/11/2008,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,MAR,
Pleraplysilla sp. nov.,,slippery white sponge,Animalia,Porifera,,,Demospongiae,Keratosa,,Dictyoceratida,,,Dysideidae,,,,reported,unobserved,29/09/2006,Andy Lamb & Donna Gibbs,PMLS,,,,,,sp. nov.,,MAR,
Polymastia pachymastia,"de Laubenfels, 1932",aggregated nipple sponge,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Hadromerida,,,Polymastiidae,,,,confirmed,observed,07/10/1994,Andy Lamb & Donna Gibbs,PMLS,,07/02/2016,Peter Luckham,http://www.inaturalist.org/observations/2763468,https://static.inaturalist.org/photos/3127749/medium.jpg?1457578370,,117717,MAR,
Adocia sp.,,pale orange carpet sponge,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Haplosclerida,,,Chalinidae,,,,reported,observed,10/09/1994,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,MAR,
Haliclona viscosa,"(Topsent, 1888)",Arctic sponge,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Haplosclerida,,,Chalinidae,,,,new 2016,observed,,,,,01/01/2015,Peter Luckham,http://www.inaturalist.org/observations/2797300,https://static.inaturalist.org/photos/3175067/medium.jpg?1458270239,,363865,MAR,
Reniera sp. nov.,,gnarled finger sponge,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Haplosclerida,,,Chalinidae,,,,reported,unobserved,11/11/2006,Andy Lamb & Donna Gibbs,PMLS,,,,,,sp. nov.,,MAR,
Pachychalina sp.,,thick-strap sponges,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Haplosclerida,,,Niphatidae,,,,reported,unobserved,16/08/1993,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,MAR,
Xestospongia hispida,"(Ridley & Dendy, 1886)",hard gnarled clump sponge,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Haplosclerida,,,Petrosiidae,,,,reported,unobserved,10/12/2005,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,MAR,
Acarnus erithacus,"de Laubenfels, 1927",thick encrusting scarlet sponge,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,Acarnidae,,,,reported,observed,29/08/2008,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,MAR,
Iophon lamella,"Wilson, 1904",white reticulated sponge,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,Acarnidae,,,,reported,unobserved,20/09/1973,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,MAR,
Biemna anisotoxa,"Lévi, 1963",yellow encrusting sponge,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,Desmacellidae,,,,new 2016,observed,,,,,13/10/2013,Peter Luckham,http://www.inaturalist.org/observations/2976100,https://static.inaturalist.org/photos/3420275/medium.jpg?1461098246,,492706,MAR,
Amphilectus digitatus,"(Miklucho-maclay, 1870)",glove sponge,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,Esperiopsidae,,,,reported,unobserved,31/05/1981,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,MAR,
Amphilectus rigida,(Lambe 1893),orange finger sponge,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,Esperiopsidae,,,,reported,unobserved,21/08/1971,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,MAR,
Semisuberites cribrosa,"(Miklucho-Maclay, 1870)",funnel sponge,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,Esperiopsidae,,,,reported,unobserved,07/12/1985,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,MAR,
Hamigera sp.,"Gray, 1867",orange cratered encrusting sponge,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,Hymedesmiidae,,,,reported,unobserved,26/02/1994,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,MAR,
Antho karykina,"(de Laubenfels, 1927)",bright red sponge,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,Microcionidae,,,,reported,unobserved,08/12/1985,Andy Lamb & Donna Gibbs,PMLS,,,,,,Reported as Plocamia karykina,,MAR,
Clathria oudekraalensis,"Samaai & Gibbons, 2005",red encrusting sponge,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,Microcionidae,,,,new 2016,observed,,,,,13/10/2013,Peter Luckham,http://www.inaturalist.org/observations/2976265,https://static.inaturalist.org/photos/3420522/medium.jpg?1461099109,,492681,MAR,
Clathria pennata,"(Lambe, 1895)",red velvety sponge ,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,Microcionidae,,,,reported,unobserved,21/08/1971,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,MAR,
Mycale adhaerens,"(Lambe, 1844)",smooth scallop sponge,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,Mycalidae,,,,reported,unobserved,31/07/1999,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,MAR,
Myxilla incrustans,"(Esper, 1805)",rough scallop sponge,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,Myxillidae,,,,reported,unobserved,31/07/1999,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,MAR,
Myxilla lacunosa,"Lambe, 1893",sulphur sponge,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,Myxillidae,,,,reported,unobserved,20/09/1973,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,MAR,
Weberella perlucida,"Austin, Ott, Reiswig, Romagosa & McDaniel, 2014",retractable nipple sponge,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Polymastiida,,,Polymastiidae,,,,reported,unobserved,21/10/2007,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,MAR,
Craniella villosa,"Lambe, 1893",tennis ball sponge,Animalia,Porifera,,,Demospongiae,Tetractinomorpha,,Spirophorida,,,Tetillidae,,,,confirmed,observed,07/12/1985,Andy Lamb & Donna Gibbs,PMLS,,13/10/2013,Peter Luckham,http://www.inaturalist.org/observations/2975867,https://static.inaturalist.org/photos/3419960/medium.jpg?1461096794,,459732,MAR,
Halichondria bowerbanki,"Burton, 1930",Bowerbank's crumb of bread sponge,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Suberitida,,,Halichondriidae,,,,reported,unobserved,20/09/1973,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,MAR,
Halichondria panicea,"(Pallas, 1766)",yellow-green encrusting sponge,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Suberitida,,,Halichondriidae,,,,reported,unobserved,02/08/1968,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,MAR,
Halichondria sitiens,"(Schmidt, 1870)",breast sponge,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Suberitida,,,Halichondriidae,,,,reported,unobserved,15/12/2007,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,MAR,
