Kingdom,Phylum/Division,Subphylum/Subdivision,Superclass,Class,Subclass,Infraclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Scientific name,Common name,Date observed,Description,Comments,Place name,Latitude,Longitude,Tags,Geoprivacy,Max. depth,Bottom time,Observer name,Qty.,Size,Depth
Animalia,Echinodermata,Eleutherozoa,Asterozoa,Asteroidea,,,,Forcipulatida,,,,Asteriidae,,,Evasterias troschelii,mottled star,1996-09-28T13:13:00,,,Shaw's Landing,48.898082,-123.331018,,open,84,58,Charlie Gibbs,,,
Animalia,Echinodermata,Eleutherozoa,Asterozoa,Asteroidea,,,,Forcipulatida,,,,Asteriidae,,,Orthasterias koehleri,rainbow star,1996-09-28T13:13:00,,,Shaw's Landing,48.898082,-123.331018,,open,84,58,Charlie Gibbs,,,
Animalia,Echinodermata,Eleutherozoa,Asterozoa,Asteroidea,,,,Forcipulatida,,,,Asteriidae,,,Pisaster ochraceus,purple star or ochre star,1996-09-28T13:13:00,,,Shaw's Landing,48.898082,-123.331018,,open,84,58,Charlie Gibbs,,,
Animalia,Echinodermata,Eleutherozoa,Asterozoa,Asteroidea,,,,Forcipulatida,,,,Asteriidae,,,Pycnopodia helianthoides,sunflower star,1996-09-28T13:13:00,,,Shaw's Landing,48.898082,-123.331018,,open,84,58,Charlie Gibbs,,,
Animalia,Echinodermata,Pelmatoza,,Echinoidea,Euechinoidea,,Echinacea,Echinoida,,,,Strongylocentrotidae,,,Strongylocentrotus droebachiensis,green sea urchin,1996-09-28T13:13:00,,,Shaw's Landing,48.898082,-123.331018,,open,84,58,Charlie Gibbs,,,
Animalia,Echinodermata,Pelmatoza,,Echinoidea,Euechinoidea,,Echinacea,Echinoida,,,,Strongylocentrotidae,,,Mesocentrotus franciscanus,red sea urchin,1996-09-28T13:13:00,,,Shaw's Landing,48.898082,-123.331018,,open,84,58,Charlie Gibbs,,,
Animalia,Echinodermata,Pelmatoza,,Holothuroidea,Dendrochirotacea,,,Dendrochirotida,,,,Psolidae,,,Psolidium bidiscum,pale creeping pedal sea cucumber,1996-09-28T13:13:00,,,Shaw's Landing,48.898082,-123.331018,,open,84,58,Charlie Gibbs,,,
Animalia,Echinodermata,Pelmatoza,,Holothuroidea,Dendrochirotacea,,,Dendrochirotida,,,,Psolidae,,,Psolus chitonoides,creeping pedal sea cucumber,1996-09-28T13:13:00,,,Shaw's Landing,48.898082,-123.331018,,open,84,58,Charlie Gibbs,,,
Animalia,Echinodermata,Pelmatoza,,Holothuroidea,Dendrochirotacea,,,Dendrochirotida,,,,Sclerodactylidae,,,Eupentacta quinquesemita,stiff-footed sea cucumber,1996-09-28T13:13:00,,,Shaw's Landing,48.898082,-123.331018,,open,84,58,Charlie Gibbs,,,
Animalia,Echinodermata,Pelmatoza,,Holothuroidea,Aspidochirotacea,,,Aspidochirotida,,,,Stichopodidae,,,Apostichopus californicus,giant sea cucumber,1996-09-28T13:13:00,,,Shaw's Landing,48.898082,-123.331018,,open,84,58,Charlie Gibbs,,,
Animalia,Urochordata,Tunicata,,Ascidiacea,,,,"Enterogona, etc.",,,,,,,Perophora annectens,yellow social tunicate,1996-09-28T13:13:00,,,Shaw's Landing,48.898082,-123.331018,,open,84,58,Charlie Gibbs,,,
Animalia,Urochordata,Tunicata,,Ascidiacea,,,,Enterogona,Phlebobranchia,,,Corellidae,,,Corella willmeriana,transparent tunicate,1996-09-28T13:13:00,,,Shaw's Landing,48.898082,-123.331018,,open,84,58,Charlie Gibbs,,,
Animalia,Urochordata,Tunicata,,Ascidiacea,,,,Pleurogona,Stolidobranchia,,,Styelidae,,,Cnemidocarpa finmarkiensis,broadbase tunicate,1996-09-28T13:13:00,,,Shaw's Landing,48.898082,-123.331018,,open,84,58,Charlie Gibbs,,,
Animalia,Urochordata,Tunicata,,Ascidiacea,,,,Pleurogona,Stolidobranchia,,,Pyuridae,,,Boltenia villosa,hairy tunicate,1996-09-28T13:13:00,,,Shaw's Landing,48.898082,-123.331018,,open,84,58,Charlie Gibbs,,,
Animalia,Urochordata,Tunicata,,Ascidiacea,,,,Pleurogona,Stolidobranchia,,,Pyuridae,,,Pyura haustor,warty tunicate,1996-09-28T13:13:00,,,Shaw's Landing,48.898082,-123.331018,,open,84,58,Charlie Gibbs,,,
Animalia,Urochordata,Tunicata,,Ascidiacea,,,,"Enterogona, etc.",,,,,,,Aplidium solidum,red ascidian,1996-09-28T13:13:00,,,Shaw's Landing,48.898082,-123.331018,,open,84,58,Charlie Gibbs,,,
Animalia,Urochordata,Tunicata,,Ascidiacea,,,,"Enterogona, etc.",,,,,,,Didemnum carnulentum,Pacific white crust,1996-09-28T13:13:00,,,Shaw's Landing,48.898082,-123.331018,,open,84,58,Charlie Gibbs,,,
Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Teleostei,Paracanthopterygii,Perciformes,Gobioidei,,,Gobiidae,,,Rhinogobiops nicholsii,blackeye goby,1996-09-28T13:13:00,,,Shaw's Landing,48.898082,-123.331018,,open,84,58,Charlie Gibbs,,,
Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Teleostei,Paracanthopterygii,Perciformes,Zoarcoidei,,,Stichaeidae,,,Chirolophis nugator,mosshead warbonnet,1996-09-28T13:13:00,,,Shaw's Landing,48.898082,-123.331018,,open,84,58,Charlie Gibbs,,,
Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Teleostei,Paracanthopterygii,Perciformes,Zoarcoidei,,,Pholidae,,,Apodichthys flavidus,penpoint gunnel,1996-09-28T13:13:00,,,Shaw's Landing,48.898082,-123.331018,,open,84,58,Charlie Gibbs,,,
Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Teleostei,Paracanthopterygii,Perciformes,Zoarcoidei,,,Embiotocidae,,,Embiotoca lateralis,striped seaperch,1996-09-28T13:13:00,,,Shaw's Landing,48.898082,-123.331018,,open,84,58,Charlie Gibbs,,,
Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Teleostei,Paracanthopterygii,Perciformes,Zoarcoidei,,,Embiotocidae,,,Cymatogaster aggregata,shiner perch,1996-09-28T13:13:00,,,Shaw's Landing,48.898082,-123.331018,,open,84,58,Charlie Gibbs,,,
Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Teleostei,Paracanthopterygii,Perciformes,Zoarcoidei,,,Embiotocidae,,,Brachyistius frenatus,kelp perch,1996-09-28T13:13:00,,,Shaw's Landing,48.898082,-123.331018,,open,84,58,Charlie Gibbs,,,
Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Teleostei,Paracanthopterygii,Scorpaeniformes,Scorpaenoidei,,,Scorpaenidae,,,Sebastes caurinus,copper rockfish,1996-09-28T13:13:00,,,Shaw's Landing,48.898082,-123.331018,,open,84,58,Charlie Gibbs,,,
Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Teleostei,Paracanthopterygii,Scorpaeniformes,Scorpaenoidei,,,Scorpaenidae,,,Sebastes maliger,quillback rockfish,1996-09-28T13:13:00,,,Shaw's Landing,48.898082,-123.331018,,open,84,58,Charlie Gibbs,,,
Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Teleostei,Paracanthopterygii,Scorpaeniformes,Hexagrammoidei,,,Hexagrammidae,,,Hexagrammos decagrammus,kelp greenling,1996-09-28T13:13:00,,,Shaw's Landing,48.898082,-123.331018,,open,84,58,Charlie Gibbs,,,
Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Teleostei,Paracanthopterygii,Scorpaeniformes,Hexagrammoidei,,,Hexagrammidae,,,Ophiodon elongatus,lingcod,1996-09-28T13:13:00,,,Shaw's Landing,48.898082,-123.331018,,open,84,58,Charlie Gibbs,,,
Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Teleostei,Paracanthopterygii,Scorpaeniformes,Hexagrammoidei,,,Hexagrammidae,,,Oxylebius pictus,painted greenling,1996-09-28T13:13:00,,,Shaw's Landing,48.898082,-123.331018,,open,84,58,Charlie Gibbs,,,
Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Teleostei,Paracanthopterygii,Scorpaeniformes,Cottoidei,,Cottoidea,Cottidae,,,Artedius harringtoni,scalyhead sculpin,1996-09-28T13:13:00,,,Shaw's Landing,48.898082,-123.331018,,open,84,58,Charlie Gibbs,,,
Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Teleostei,Paracanthopterygii,Scorpaeniformes,Cottoidei,,Cottoidea,Cottidae,,,Jordania zonope,longfin sculpin,1996-09-28T13:13:00,,,Shaw's Landing,48.898082,-123.331018,,open,84,58,Charlie Gibbs,,,
Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Teleostei,Paracanthopterygii,Scorpaeniformes,Cottoidei,,Cottoidea,Rhamphocottidae,,,Rhamphocottus richardsonii,grunt sculpin,1996-09-28T13:13:00,,,Shaw's Landing,48.898082,-123.331018,3,open,84,58,Charlie Gibbs,,,
Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Teleostei,Paracanthopterygii,Scorpaeniformes,Cottoidei,,Cottoidea,Hemitripteridae,,,Nautichthys oculofasciatus,sailfin sculpin,1996-09-28T13:13:00,large,,Shaw's Landing,48.898082,-123.331018,,open,84,58,Charlie Gibbs,,,
Plantae,Chlorophyta,Chlorophytina,,Ulvophyceae,,,,Ulvales,,,,Ulvaceae,,,Ulva fenestrata,sea lettuce,1996-09-28T15:49:00,,,"Bodega, off Bodega Ridge",48.955,-123.54,,open,63,73,Charlie Gibbs,,,
Plantae,Ochrophyta,,,Phaeophyceae,,,,Laminariales,,,,Agaraceae,,,Neoagarum fimbriatum,fringed sea colander kelp,1996-09-28T15:49:00,,,"Bodega, off Bodega Ridge",48.955,-123.54,,open,63,73,Charlie Gibbs,,,
Plantae,Ochrophyta,,,Phaeophyceae,,,,Laminariales,,,,Alariaceae,,,Alaria marginata,winged kelp,1996-09-28T15:49:00,,,"Bodega, off Bodega Ridge",48.955,-123.54,,open,63,73,Charlie Gibbs,,,
Plantae,Ochrophyta,,,Phaeophyceae,,,,Laminariales,,,,Arthrothamnaceae,,,Nereocystis luetkeana,bull kelp,1996-09-28T15:49:00,,,"Bodega, off Bodega Ridge",48.955,-123.54,,open,63,73,Charlie Gibbs,,,
Plantae,Ochrophyta,,,Phaeophyceae,,,,Fucales,,,,Fucaceae,,,Fucus gardneri,rockweed,1996-09-28T15:49:00,,,"Bodega, off Bodega Ridge",48.955,-123.54,,open,63,73,Charlie Gibbs,,,
Plantae,Rhodophyta,,,Florideophyceae,,,,Hildenbrandiales,,,,Hildenbrandiaceae,,,Hildenbrandia spp.,red rock crust,1996-09-28T15:49:00,,,"Bodega, off Bodega Ridge",48.955,-123.54,,open,63,73,Charlie Gibbs,,,
Plantae,Rhodophyta,,,Florideophyceae,,,,Hapalidiales,,,,Mesophyllaceae,,,Clathromorphum etc.,crustose corallines,1996-09-28T15:49:00,,,"Bodega, off Bodega Ridge",48.955,-123.54,,open,63,73,Charlie Gibbs,,,
Plantae,Rhodophyta,,,Florideophyceae,,,,Gigartinales,,,,Kallymeniacea,,,Callophyllis spp.,beautiful leaf seaweed,1996-09-28T15:49:00,,,"Bodega, off Bodega Ridge",48.955,-123.54,,open,63,73,Charlie Gibbs,,,
Animalia,Porifera,,,Demospongiae,,,,Poecilosclerida,Microcionina,,,Microcionidae,Ophlitaspongiinae,,Clathria pennata,red velvety sponge 1,1996-09-28T15:49:00,,,"Bodega, off Bodega Ridge",48.955,-123.54,,open,63,73,Charlie Gibbs,,,
Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,,Anthoathecatae,Capitata,,,Tubulariidae,,,Ectopleura marina,solitary pink-mouth hydroid,1996-09-28T15:49:00,,,"Bodega, off Bodega Ridge",48.955,-123.54,,open,63,73,Charlie Gibbs,,,
Animalia,Cnidaria,Medusozoa,,Hydrozoa,Hydroidolina,,,Leptothecatae,,,,Aequoreidae,,,Clytia gregaria,gregarious jellyfish,1996-09-28T15:49:00,,,"Bodega, off Bodega Ridge",48.955,-123.54,,open,63,73,Charlie Gibbs,,,
Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,,Leptothecatae,,,,Sertulariidae,,,Abietinaria spp.,coarse sea fir hydroids,1996-09-28T15:49:00,,,"Bodega, off Bodega Ridge",48.955,-123.54,,open,63,73,Charlie Gibbs,,,
Animalia,Cnidaria,Medusozoa,,Scyphozoa,Discomedusae,,,Semaeostomeae,,,,Ulmaridae,Aureliinae,,Aurelia labiata,moon jelly,1996-09-28T15:49:00,,,"Bodega, off Bodega Ridge",48.955,-123.54,,open,63,73,Charlie Gibbs,,,
Animalia,Cnidaria,,,Anthozoa,Octocorallia,,,Pennatulacea,Subselliflorae,,,Pennatulidae,,,Virgularia sp.,white sea pen,1996-09-28T15:49:00,,,"Bodega, off Bodega Ridge",48.955,-123.54,,open,63,73,Charlie Gibbs,,,
Animalia,Cnidaria,,,Anthozoa,Octocorallia,,,Pennatulacea,Subselliflorae,,,Pennatulidae,,,Ptilosarcus gurneyi,orange sea pen,1996-09-28T15:49:00,small,,"Bodega, off Bodega Ridge",48.955,-123.54,,open,63,73,Charlie Gibbs,,,
Animalia,Cnidaria,,,Anthozoa,Ceriantipatharia,,,Ceriantharia,,,,Cerianthidae,,,Pachycerianthus fimbriatus,tube-dwelling anemone,1996-09-28T15:49:00,,,"Bodega, off Bodega Ridge",48.955,-123.54,,open,63,73,Charlie Gibbs,,,
Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,,Scleractinia,Dendrophylliina,,,Dendrophylliidae,,,Balanophyllia elegans,orange cup coral,1996-09-28T15:49:00,,,"Bodega, off Bodega Ridge",48.955,-123.54,,open,63,73,Charlie Gibbs,,,
Animalia,Cnidaria,,,Anthozoa,Zoantharia,,,Actiniaria,Nyantheae,Thenaria,,Actiniidae,,,Urticina clandestina,stubby rose anemone,1996-09-28T15:49:00,,,"Bodega, off Bodega Ridge",48.955,-123.54,,open,63,73,Charlie Gibbs,,,
Animalia,Cnidaria,,,Anthozoa,Zoantharia,,,Actiniaria,Nyantheae,Thenaria,,Metridiidae,,,Metridium senile,short plumose anemone,1996-09-28T15:49:00,,,"Bodega, off Bodega Ridge",48.955,-123.54,,open,63,73,Charlie Gibbs,,,
Animalia,Cnidaria,,,Anthozoa,Zoantharia,,,Actiniaria,Nyantheae,Thenaria,,Metridiidae,,,Metridium farcimen,giant plumose anemone,1996-09-28T15:49:00,,,"Bodega, off Bodega Ridge",48.955,-123.54,,open,63,73,Charlie Gibbs,,,
Animalia,Annelida,,,Polychaeta,Palpata,,,Canalipalpata,Terebellida,,,Cirratulidae,,,Dodecaceria fewkesi,fringed filament-worm,1996-09-28T15:49:00,,,"Bodega, off Bodega Ridge",48.955,-123.54,,open,63,73,Charlie Gibbs,,,
Animalia,Annelida,,,Polychaeta,Palpata,,,Canalipalpata,Sabellida,,,Serpulidae,,,Serpula columbiana,red-trumpet calcareous tubeworm,1996-09-28T15:49:00,,,"Bodega, off Bodega Ridge",48.955,-123.54,,open,63,73,Charlie Gibbs,,,
Animalia,Mollusca,,,Polyplacophora,,,,Neoloricata,Ischochitonina,,,Ischnochitonidae,,,Tonicella insignis,white-line chiton,1996-09-28T15:49:00,,,"Bodega, off Bodega Ridge",48.955,-123.54,,open,63,73,Charlie Gibbs,,,
Animalia,Mollusca,,,Polyplacophora,,,,Neoloricata,Ischochitonina,,,Ischnochitonidae,,,Tonicella lineata,lined chiton,1996-09-28T15:49:00,,,"Bodega, off Bodega Ridge",48.955,-123.54,,open,63,73,Charlie Gibbs,,,
Animalia,Mollusca,,,Polyplacophora,,,,Neoloricata,Ischochitonina,,,Mopaliidae,,,Mopalia sp.,mossy or hairy chiton,1996-09-28T15:49:00,,,"Bodega, off Bodega Ridge",48.955,-123.54,,open,63,73,Charlie Gibbs,,,
Animalia,Mollusca,,,Polyplacophora,,,,Neoloricata,Acanthochotonina,,,Acanthochitonidae,,,Cryptochiton stelleri,giant Pacific chiton,1996-09-28T15:49:00,,,"Bodega, off Bodega Ridge",48.955,-123.54,,open,63,73,Charlie Gibbs,,,
Animalia,Mollusca,,,Gastropoda,Prosobranchia,,,Neogastropoda,,,,Muricidae,,,Ceratostoma foliatum,leafy hornmouth,1996-09-28T15:49:00,,,"Bodega, off Bodega Ridge",48.955,-123.54,,open,63,73,Charlie Gibbs,,,
Animalia,Mollusca,,,Gastropoda,Opisthobranchia,,,Nudibranchia,,,,Choromodorididae,,,Limacia cockerelli,Cockerell's nudibranch,1996-09-28T15:49:00,,,"Bodega, off Bodega Ridge",48.955,-123.54,,open,63,73,Charlie Gibbs,,,
Animalia,Mollusca,,,Gastropoda,Opisthobranchia,,,Nudibranchia,,,,Choromodorididae,,,Cadlina luteomarginata complex,yellow-rimmed nudibranch,1996-09-28T15:49:00,,,"Bodega, off Bodega Ridge",48.955,-123.54,,open,63,73,Charlie Gibbs,,,
Animalia,Mollusca,,,Gastropoda,Opisthobranchia,,,Nudibranchia,,,,Dorididae,,,Doris montereyensis,Monterey sea lemon,1996-09-28T15:49:00,,,"Bodega, off Bodega Ridge",48.955,-123.54,,open,63,73,Charlie Gibbs,,,
Animalia,Mollusca,,,Gastropoda,Opisthobranchia,,,Nudibranchia,,,,Dendronotidae,,,Dendronotus iris,giant nudibranch,1996-09-28T15:49:00,,,"Bodega, off Bodega Ridge",48.955,-123.54,,open,63,73,Charlie Gibbs,,,
Animalia,Mollusca,,,Gastropoda,Opisthobranchia,,,Nudibranchia,,,,Dendronotidae,,,Dendronotus rufus,red dendronotid,1996-09-28T15:49:00,,,"Bodega, off Bodega Ridge",48.955,-123.54,,open,63,73,Charlie Gibbs,,,
Animalia,Mollusca,,,Gastropoda,Opisthobranchia,,,Nudibranchia,,,,Dironidae,,,Dirona albolineata,frosted nudibranch,1996-09-28T15:49:00,,,"Bodega, off Bodega Ridge",48.955,-123.54,,open,63,73,Charlie Gibbs,,,
Animalia,Mollusca,,,Gastropoda,Opisthobranchia,,,Nudibranchia,,,,Flabelinnidae,,,Coryphella verrucosa,red-gilled nudibranch,1996-09-28T15:49:00,,,"Bodega, off Bodega Ridge",48.955,-123.54,,open,63,73,Charlie Gibbs,,,
Animalia,Mollusca,,,Bivalvia,Pteriomorphia,,,Ostreoida,,,,Pectinidae,,,Chlamys sp.,pink scallop,1996-09-28T15:49:00,,,"Bodega, off Bodega Ridge",48.955,-123.54,,open,63,73,Charlie Gibbs,,,
Animalia,Mollusca,,,Bivalvia,Pteriomorphia,,,Ostreoida,,,,Ostreidae,,,Pododesmus macrochisma,green false-jingle,1996-09-28T15:49:00,,,"Bodega, off Bodega Ridge",48.955,-123.54,,open,63,73,Charlie Gibbs,,,
Animalia,Arthropoda,Crustacea,,Maxillopoda,Thecostraca,Cirripedia,Thoracica,Sessilia,Balanomorpha,,Balanoidea,Balanidae,,,Balanus glandula/Balanus crenatus,common acorn barnacles,1996-09-28T15:49:00,,,"Bodega, off Bodega Ridge",48.955,-123.54,,open,63,73,Charlie Gibbs,,,
Animalia,Arthropoda,Crustacea,,Maxillopoda,Thecostraca,Cirripedia,Thoracica,Sessilia,Balanomorpha,,Balanoidea,Balanidae,,,Balanus nubilus,giant acorn barnacle,1996-09-28T15:49:00,,,"Bodega, off Bodega Ridge",48.955,-123.54,,open,63,73,Charlie Gibbs,,,
Animalia,Arthropoda,Crustacea,,Malacostraca,Eumalacostraca,,Peracarida,Amphipoda,,,,,,,Chromopleustes oculatus,black-and-white sea flea,1996-09-28T15:49:00,,,"Bodega, off Bodega Ridge",48.955,-123.54,,open,63,73,Charlie Gibbs,,,
Animalia,Arthropoda,Crustacea,,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Caridea,Pandaloidea,Pandalidae,,,Pandalus danae,coonstripe shrimp,1996-09-28T15:49:00,,,"Bodega, off Bodega Ridge",48.955,-123.54,,open,63,73,Charlie Gibbs,,,
Animalia,Arthropoda,Crustacea,,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Hippolytidae,,,Heptacarpus kincaidi,Kincaid's shrimp,1996-09-28T15:49:00,,,"Bodega, off Bodega Ridge",48.955,-123.54,,open,63,73,Charlie Gibbs,,,
Animalia,Arthropoda,Crustacea,,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Paguridae,,,Pagurus beringanus,Bering hermit,1996-09-28T15:49:00,,,"Bodega, off Bodega Ridge",48.955,-123.54,,open,63,73,Charlie Gibbs,,,
Animalia,Arthropoda,Crustacea,,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Brachyura,Majoidea,Epialtidae,,,Pugettia producta,northern kelp crab,1996-09-28T15:49:00,,,"Bodega, off Bodega Ridge",48.955,-123.54,,open,63,73,Charlie Gibbs,,,
Animalia,Arthropoda,Crustacea,,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Brachyura,Cancroidea,Cancridae,,,Glebocarcinus oregonensis,pygmy rock crab,1996-09-28T15:49:00,,,"Bodega, off Bodega Ridge",48.955,-123.54,,open,63,73,Charlie Gibbs,,,
Animalia,Bryozoa,,,,,,,,,,,,,,Diaperoforma californica,southern staghorn bryozoan,1996-09-28T15:49:00,,,"Bodega, off Bodega Ridge",48.955,-123.54,,open,63,73,Charlie Gibbs,,,
Animalia,Bryozoa,,,,,,,,,,,,,,Crisia spp.,white tuft bryozoans,1996-09-28T15:49:00,,,"Bodega, off Bodega Ridge",48.955,-123.54,,open,63,73,Charlie Gibbs,,,
Animalia,Bryozoa,,,,,,,,,,,,,,Membranipora villosa,kelp-encrusting bryozoan,1996-09-28T15:49:00,,,"Bodega, off Bodega Ridge",48.955,-123.54,,open,63,73,Charlie Gibbs,,,
Animalia,Echinodermata,Pelmatoza,,Crinoidea,Articulata,,,Comatulida,Macrophreata,,,Antedonidae,,,Florometra serratissima,feather star,1996-09-28T15:49:00,,,"Bodega, off Bodega Ridge",48.955,-123.54,,open,63,73,Charlie Gibbs,,,
Animalia,Echinodermata,Eleutherozoa,Asterozoa,Asteroidea,,,,Spinulosida,Leptognathina,,,Poraniidae,,,Dermasterias imbricata,leather star,1996-09-28T15:49:00,,,"Bodega, off Bodega Ridge",48.955,-123.54,,open,63,73,Charlie Gibbs,,,
Animalia,Echinodermata,Eleutherozoa,Asterozoa,Asteroidea,,,,Spinulosida,Eugnathina,,,Solasteridae,,,Solaster stimpsoni,striped sun star,1996-09-28T15:49:00,,,"Bodega, off Bodega Ridge",48.955,-123.54,,open,63,73,Charlie Gibbs,,,
Animalia,Echinodermata,Eleutherozoa,Asterozoa,Asteroidea,,,,Forcipulatida,,,,Asteriidae,,,Evasterias troschelii,mottled star,1996-09-28T15:49:00,,,"Bodega, off Bodega Ridge",48.955,-123.54,,open,63,73,Charlie Gibbs,,,
Animalia,Echinodermata,Eleutherozoa,Asterozoa,Asteroidea,,,,Forcipulatida,,,,Asteriidae,,,Orthasterias koehleri,rainbow star,1996-09-28T15:49:00,,,"Bodega, off Bodega Ridge",48.955,-123.54,,open,63,73,Charlie Gibbs,,,
Animalia,Echinodermata,Eleutherozoa,Asterozoa,Asteroidea,,,,Forcipulatida,,,,Asteriidae,,,Pisaster ochraceus,purple star or ochre star,1996-09-28T15:49:00,,,"Bodega, off Bodega Ridge",48.955,-123.54,,open,63,73,Charlie Gibbs,,,
Animalia,Echinodermata,Eleutherozoa,Asterozoa,Asteroidea,,,,Forcipulatida,,,,Asteriidae,,,Pycnopodia helianthoides,sunflower star,1996-09-28T15:49:00,,,"Bodega, off Bodega Ridge",48.955,-123.54,,open,63,73,Charlie Gibbs,,,
Animalia,Echinodermata,Eleutherozoa,Cryptosyringida,Ophiuroidea,,,,Ophiurida,Chilophiurina,,,Ophiuridae,,,Ophiura sarsii,notched brittle star,1996-09-28T15:49:00,,,"Bodega, off Bodega Ridge",48.955,-123.54,,open,63,73,Charlie Gibbs,,,
Animalia,Echinodermata,Pelmatoza,,Echinoidea,Euechinoidea,,Echinacea,Echinoida,,,,Strongylocentrotidae,,,Strongylocentrotus droebachiensis,green sea urchin,1996-09-28T15:49:00,,,"Bodega, off Bodega Ridge",48.955,-123.54,,open,63,73,Charlie Gibbs,,,
Animalia,Echinodermata,Pelmatoza,,Echinoidea,Euechinoidea,,Echinacea,Echinoida,,,,Strongylocentrotidae,,,Mesocentrotus franciscanus,red sea urchin,1996-09-28T15:49:00,,,"Bodega, off Bodega Ridge",48.955,-123.54,,open,63,73,Charlie Gibbs,,,
Animalia,Echinodermata,Pelmatoza,,Holothuroidea,Dendrochirotacea,,,Dendrochirotida,,,,Psolidae,,,Psolus chitonoides,creeping pedal sea cucumber,1996-09-28T15:49:00,,,"Bodega, off Bodega Ridge",48.955,-123.54,,open,63,73,Charlie Gibbs,,,
Animalia,Echinodermata,Pelmatoza,,Holothuroidea,Aspidochirotacea,,,Aspidochirotida,,,,Stichopodidae,,,Apostichopus californicus,giant sea cucumber,1996-09-28T15:49:00,,,"Bodega, off Bodega Ridge",48.955,-123.54,,open,63,73,Charlie Gibbs,,,
Animalia,Urochordata,Tunicata,,Ascidiacea,,,,Enterogona,Phlebobranchia,,,Corellidae,,,Corella willmeriana,transparent tunicate,1996-09-28T15:49:00,,,"Bodega, off Bodega Ridge",48.955,-123.54,,open,63,73,Charlie Gibbs,,,
Animalia,Urochordata,Tunicata,,Ascidiacea,,,,Pleurogona,Stolidobranchia,,,Styelidae,,,Cnemidocarpa finmarkiensis,broadbase tunicate,1996-09-28T15:49:00,,,"Bodega, off Bodega Ridge",48.955,-123.54,,open,63,73,Charlie Gibbs,,,
Animalia,Urochordata,Tunicata,,Ascidiacea,,,,"Enterogona, etc.",,,,,,,Metandrocarpa taylori,orange social tunicate,1996-09-28T15:49:00,,,"Bodega, off Bodega Ridge",48.955,-123.54,,open,63,73,Charlie Gibbs,,,
Animalia,Urochordata,Tunicata,,Ascidiacea,,,,Pleurogona,Stolidobranchia,,,Styelidae,,,Styela gibbsii,brown tunicate,1996-09-28T15:49:00,,,"Bodega, off Bodega Ridge",48.955,-123.54,,open,63,73,Charlie Gibbs,,,
Animalia,Urochordata,Tunicata,,Ascidiacea,,,,Pleurogona,Stolidobranchia,,,Pyuridae,,,Boltenia villosa,hairy tunicate,1996-09-28T15:49:00,,,"Bodega, off Bodega Ridge",48.955,-123.54,,open,63,73,Charlie Gibbs,,,
Animalia,Urochordata,Tunicata,,Ascidiacea,,,,"Enterogona, etc.",,,,,,,Aplidium solidum,red ascidian,1996-09-28T15:49:00,,,"Bodega, off Bodega Ridge",48.955,-123.54,,open,63,73,Charlie Gibbs,,,
Animalia,Urochordata,Tunicata,,Ascidiacea,,,,"Enterogona, etc.",,,,,,,Didemnum carnulentum,Pacific white crust,1996-09-28T15:49:00,,,"Bodega, off Bodega Ridge",48.955,-123.54,,open,63,73,Charlie Gibbs,,,
Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Teleostei,Paracanthopterygii,Perciformes,Gobioidei,,,Gobiidae,,,Rhinogobiops nicholsii,blackeye goby,1996-09-28T15:49:00,,,"Bodega, off Bodega Ridge",48.955,-123.54,,open,63,73,Charlie Gibbs,,,
